"report_number","offense_id","offense_start_datetime","offense_end_datetime","report_datetime","group_a_b","crime_against_category","offense_parent_group","offense","offense_code","precinct","sector","beat","mcpp","_100_block_address","longitude","latitude"
"2020-038465","12596743017","2020-01-31T05:00:00.000","2020-01-31T10:00:00.000","2020-01-31T15:31:23.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","W","D","D3","SLU/CASCADE","10XX BLOCK OF REPUBLICAN ST","-122.336490221","47.623201940"
"2020-038350","12596618423","2020-01-31T13:45:00.000","2020-01-31T13:50:00.000","2020-01-31T14:29:40.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","E","E","E2","CAPITOL HILL","14XX BLOCK OF BROADWAY","-122.320771381","47.613519510"
"2020-038211","12596521277","2020-01-30T21:30:00.000","2020-01-31T12:00:00.000","2020-01-31T14:01:04.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","U","U2","UNIVERSITY","45XX BLOCK OF 8TH AVE NE","-122.319560828","47.662222030"
"2020-038244","12596463510","2020-01-30T23:15:00.000",,"2020-01-31T13:41:15.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","B","B2","FREMONT","40XX BLOCK OF LEARY WAY NW","-122.362343206","47.656499260"
"2020-038305","12596446845","2020-01-30T00:00:00.000","2020-01-30T14:50:00.000","2020-01-31T13:38:07.000","A","PROPERTY","FRAUD OFFENSES","Hacking/Computer Invasion","26G","E","G","G3","JUDKINS PARK/NORTH BEACON HILL","8XX BLOCK OF HIAWATHA PL S","-122.309668890","47.595153080"
"2020-038175","12596434144","2020-01-30T16:00:00.000","2020-01-31T10:00:00.000","2020-01-31T13:32:34.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","R","R1","NORTH BEACON HILL","29XX BLOCK OF 20TH AVE S","-122.306707069","47.577423240"
"2020-901542","12596397510","2020-01-29T15:00:00.000","2020-01-31T10:30:00.000","2020-01-31T13:22:28.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","D","D3","SLU/CASCADE","11XX BLOCK OF FAIRVIEW AVE N","-122.328880580","47.630300800"
"2020-901540","12596366956","2020-01-31T01:00:00.000","2020-01-31T01:00:00.000","2020-01-31T13:13:08.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","Q","Q1","MAGNOLIA","29XX BLOCK OF W GROVER ST","-122.394896717","47.651357090"
"2020-901539","12596315052","2020-01-29T12:10:00.000","2020-01-30T12:10:00.000","2020-01-31T12:52:16.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","Q","Q1","MAGNOLIA","33XX BLOCK OF W GOVERNMENT WAY","-122.400349386","47.659775880"
"2020-037876","12596320973","2020-01-31T07:00:00.000","2020-01-31T08:00:00.000","2020-01-31T12:51:12.000","A","SOCIETY","DRUG/NARCOTIC OFFENSES","Drug/Narcotic Violations","35A","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","7XX BLOCK OF 10TH AVE S","-122.319220391","47.596265340"
"2020-038231","12596335242","2020-01-30T19:15:00.000","2020-01-30T19:45:00.000","2020-01-31T12:36:59.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","J","J1","GREENWOOD","1XX BLOCK OF NW 85TH ST","-122.359314737","47.690617870"
"2020-901536","12596225215","2020-01-31T09:55:00.000","2020-01-31T09:55:00.000","2020-01-31T12:12:16.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","C","C2","MILLER PARK","2XX BLOCK OF 23RD AVE E","-122.302490423","47.620791190"
"2020-038084","12596251988","2020-01-31T10:25:00.000","2020-01-31T10:34:00.000","2020-01-31T12:11:11.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","E","E","E1","CAPITOL HILL","5XX BLOCK OF E PINE ST","-122.325000742","47.615221880"
"2020-901535","12596171290","2020-01-30T21:10:00.000","2020-01-30T23:30:00.000","2020-01-31T11:52:15.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U2","UNIVERSITY","43XX BLOCK OF 12TH AVE NE","-122.315461665","47.660553720"
"2020-901531","12596065177","2020-01-30T22:00:00.000","2020-01-30T23:00:00.000","2020-01-31T10:54:48.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B2","FREMONT","N 34TH ST / PHINNEY AVE N","-122.354483670","47.650469150"
"2020-037999","12596090177","2020-01-31T02:00:00.000","2020-01-31T08:00:00.000","2020-01-31T10:47:19.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","S","R","R3","LAKEWOOD/SEWARD PARK","52XX BLOCK OF S MAYFLOWER ST","-122.266992848","47.554099380"
"2020-901529","12596046473","2020-01-30T22:20:00.000","2020-01-30T22:40:00.000","2020-01-31T10:42:34.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","W","D","D1","BELLTOWN","BLANCHARD ST / 2ND AVE","-122.344353393","47.613271220"
"2020-901528","12596045977","2020-01-30T19:00:00.000","2020-01-30T20:45:00.000","2020-01-31T10:42:26.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","O","O3","GEORGETOWN","6XX BLOCK OF S ORCAS ST","-122.325621124","47.551691770"
"2020-901530","12596045722","2020-01-30T19:35:00.000","2020-01-30T20:35:00.000","2020-01-31T10:42:17.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B1","BALLARD SOUTH","24TH AVE NW / NW 65TH ST","-122.387584729","47.675948500"
"2020-901527","12596032054","2020-01-30T20:00:00.000","2020-01-30T20:30:00.000","2020-01-31T10:33:06.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B1","BALLARD SOUTH","SHILSHOLE AVE NW / 20TH AVE NW","-122.382134597","47.664260550"
"2020-901526","12596031121","2020-01-30T17:08:00.000","2020-01-30T17:08:00.000","2020-01-31T10:32:24.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","E","G","G2","JUDKINS PARK/NORTH BEACON HILL","20XX BLOCK OF S MAIN ST","-122.305347166","47.599995610"
"2020-037791","12596048078","2020-01-31T06:36:00.000",,"2020-01-31T10:31:22.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","S","R","R2","MOUNT BAKER","31XX BLOCK OF RAINIER AVE S","-122.296494062","47.576184600"
"2020-901524","12596018071","2020-01-30T14:00:00.000","2020-01-30T15:00:00.000","2020-01-31T10:22:42.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U2","UNIVERSITY","13XX BLOCK OF NE 45TH ST","-122.313707747","47.661273170"
"2020-901523","12596017730","2020-01-30T17:30:00.000","2020-01-30T18:30:00.000","2020-01-31T10:22:24.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","M","M1","DOWNTOWN COMMERCIAL","14XX BLOCK OF 2ND AVE","-122.338449515","47.608788660"
"2020-037912","12596021457","2020-01-30T22:33:00.000",,"2020-01-31T10:16:57.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","6XX BLOCK OF S DEARBORN ST","-122.324738788","47.595834830"
"2020-901521","12596005191","2020-01-29T20:00:00.000","2020-01-30T07:30:00.000","2020-01-31T10:13:05.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B2","FREMONT","N 46TH ST / PHINNEY AVE N","-122.353980639","47.662140700"
"2020-037854","12596006375","2020-01-31T07:34:00.000",,"2020-01-31T10:08:21.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","U","U2","UNIVERSITY","47XX BLOCK OF BROOKLYN AVE NE","-122.314224060","47.664004060"
"2020-037887","12596019507","2020-01-30T16:00:00.000","2020-01-31T08:00:00.000","2020-01-31T10:05:18.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B2","BALLARD SOUTH","NW 49TH ST / 9TH AVE NW","-122.368610260","47.664384090"
"2020-037864","12595982644","2020-01-30T15:00:00.000",,"2020-01-31T09:54:15.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","E","E","E3","FIRST HILL","9XX BLOCK OF 7TH AVE","-122.328990181","47.606832910"
"2020-037859","12595972041","2020-01-31T07:42:00.000","2020-01-31T07:47:00.000","2020-01-31T09:29:40.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","E","E","E3","CAPITOL HILL","BOYLSTON AVE / SPRING ST","-122.322461532","47.611444420"
"2020-037915","12595892752","2020-01-30T22:00:00.000","2020-01-31T08:20:00.000","2020-01-31T08:53:06.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","B","B2","PHINNEY RIDGE","7XX BLOCK OF N 62ND ST","-122.349214523","47.673869230"
"2020-901517","12595876616","2020-01-30T12:00:00.000","2020-01-30T17:30:00.000","2020-01-31T08:52:15.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B1","BALLARD SOUTH","SHILSHOLE AVE NW / NW VERNON PL","-122.384077736","47.665909040"
"2020-901516","12595862703","2020-01-30T17:00:00.000","2020-01-30T17:55:00.000","2020-01-31T08:42:38.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","J","J1","BALLARD NORTH","86XX BLOCK OF 28TH AVE NW","-122.392944846","47.691674340"
"2020-901515","12595862330","2020-01-11T18:30:00.000","2020-01-11T20:15:00.000","2020-01-31T08:42:30.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U2","UNIVERSITY","45XX BLOCK OF 8TH AVE NE","-122.319560828","47.662222030"
"2020-037806","12595818337","2019-01-31T00:01:00.000",,"2020-01-31T08:15:31.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","SW","W","W3","ROXHILL/WESTWOOD/ARBOR HEIGHTS","99XX BLOCK OF 34TH AVE SW","-122.375468155","47.515186750"
"2019-403147","12595791646","2019-10-29T15:24:00.000",,"2020-01-31T07:12:10.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","U","U3","ROOSEVELT/RAVENNA","26XX BLOCK OF NE 49TH ST","-122.298224687","47.664317360"
"2020-901511","12595694541","2020-01-30T14:00:00.000","2020-01-30T15:00:00.000","2020-01-31T06:52:23.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U2","UNIVERSITY","13XX BLOCK OF NE 45TH ST","-122.313707747","47.661273170"
"2020-901510","12595694441","2020-01-30T07:30:00.000","2020-01-30T12:00:00.000","2020-01-31T06:52:14.000","A","PROPERTY","FRAUD OFFENSES","False Pretenses/Swindle/Confidence Game","26A","N","L","L3","SANDPOINT","NE 115TH ST / 36TH AVE NE","-122.289308934","47.711940780"
"2020-901508","12595684417","2020-01-30T11:30:00.000","2020-01-30T13:00:00.000","2020-01-31T06:42:33.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","N","L","L2","NORTHGATE","3XX BLOCK OF NE NORTHGATE WAY","-122.324615158","47.708602800"
"2020-901507","12595684165","2020-01-30T11:30:00.000","2020-01-30T13:00:00.000","2020-01-31T06:42:25.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U3","SANDPOINT","74XX BLOCK OF SAND POINT WAY NE","-122.263683194","47.682525040"
"2020-901506","12595671691","2020-01-29T21:00:00.000","2020-01-30T06:45:00.000","2020-01-31T06:32:38.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","SW","F","F2","SOUTH DELRIDGE","90XX BLOCK OF 16TH AVE SW","-122.355114530","47.521951430"
"2020-901505","12595671463","2019-11-28T15:00:00.000","2019-11-28T16:00:00.000","2020-01-31T06:32:31.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","N","U","U2","UNIVERSITY","41XX BLOCK OF 11TH AVE NE","-122.316665195","47.657916800"
"2020-901504","12595671343","2020-01-27T10:00:00.000","2020-01-27T17:00:00.000","2020-01-31T06:32:24.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","N","U","U2","UNIVERSITY","40XX BLOCK OF ROOSEVELT WAY NE","-122.317826636","47.656595580"
"2020-901502","12595660768","2020-01-24T00:00:00.000","2020-01-24T23:59:00.000","2020-01-31T06:22:22.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","N","J","J3","GREENWOOD","7XX BLOCK OF N 78TH ST","-122.348556109","47.685491130"
"2020-901501","12595660468","2020-01-29T23:00:00.000","2020-01-30T10:30:00.000","2020-01-31T06:22:14.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","Q","Q2","QUEEN ANNE","TAYLOR AVE N / GALER ST","-122.346263792","47.632301080"
"2020-037657","12595588643","2020-01-31T03:09:00.000","2020-01-31T03:09:00.000","2020-01-31T05:08:19.000","B","SOCIETY","DRIVING UNDER THE INFLUENCE","Driving Under the Influence","90D","SW","W","W3","MORGAN","FAUNTLEROY WAY SW / HOLLY PL SW","-122.390001177","47.544427360"
"2020-037709","12595579944","2020-01-31T04:10:00.000","2020-01-31T04:15:00.000","2020-01-31T04:53:26.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","J","J3","ROOSEVELT/RAVENNA","11XX BLOCK OF N 77TH ST","-122.343142610","47.684764240"
"2020-037669","12595580098","2020-01-30T22:30:00.000","2020-01-31T03:00:00.000","2020-01-31T04:50:59.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","E","E","E1","CAPITOL HILL","5XX BLOCK OF BROADWAY E","-122.320933335","47.623698970"
"2020-037629","12595525225","2020-01-31T01:35:48.000",,"2020-01-31T03:34:52.000","A","SOCIETY","DRUG/NARCOTIC OFFENSES","Drug/Narcotic Violations","35A","E","E","E3","CAPITOL HILL","11XX BLOCK OF HARVARD AVE","-122.321718726","47.612322190"
"2020-037629","12596044818","2020-01-31T01:35:48.000",,"2020-01-31T03:34:52.000","A","SOCIETY","DRUG/NARCOTIC OFFENSES","Drug Equipment Violations","35B","E","E","E3","CAPITOL HILL","11XX BLOCK OF HARVARD AVE","-122.321718726","47.612322190"
"2020-037620","12595474959","2020-01-31T01:18:06.000",,"2020-01-31T02:49:16.000","B","SOCIETY","DRIVING UNDER THE INFLUENCE","Driving Under the Influence","90D","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","S JACKSON ST / 8TH AVE S","-122.322444693","47.599186130"
"2020-037553","12595492994","2020-01-30T23:41:00.000",,"2020-01-31T02:17:51.000","A","SOCIETY","DRUG/NARCOTIC OFFENSES","Drug/Narcotic Violations","35A","W","M","M1","DOWNTOWN COMMERCIAL","13XX BLOCK OF WESTERN AVE","-122.339761467","47.606867140"
"2020-037628","12595430056","2020-01-31T01:30:00.000",,"2020-01-31T01:44:17.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","SW","F","F3","HIGHLAND PARK","81XX BLOCK OF 15TH AVE SW","-122.353942744","47.529196540"
"2020-037586","12595405437","2020-01-31T00:35:00.000","2020-01-31T00:39:00.000","2020-01-31T01:20:18.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","G","G2","MADRONA/LESCHI","1XX BLOCK OF 23RD AVE S","-122.302235837","47.601002100"
"2020-036160","12595747123","2020-01-30T22:00:00.000","2020-01-30T01:00:00.000","2020-01-31T01:01:23.000","A","PROPERTY","EXTORTION/BLACKMAIL","Extortion/Blackmail","210","W","Q","Q3","QUEEN ANNE","1XX BLOCK OF W MERCER ST","-122.358668576","47.624589890"
"2020-037343","12595308995","2020-01-30T19:11:00.000","2020-01-30T19:17:00.000","2020-01-30T23:42:15.000","B","SOCIETY","DRIVING UNDER THE INFLUENCE","Driving Under the Influence","90D","SW","W","W2","ALASKA JUNCTION","SW OREGON ST / CALIFORNIA AVE SW","-122.386775316","47.562911630"
"2020-037385","12595316048","2020-01-30T18:00:00.000","2020-01-30T19:40:00.000","2020-01-30T23:39:25.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","N","U","U3","ROOSEVELT/RAVENNA","26XX BLOCK OF NE UNIVERSITY VILLAGE ST","-122.298411155","47.663323360"
"2020-037474","12595264412","2020-01-30T23:07:48.000","2020-01-30T22:00:00.000","2020-01-30T23:07:57.000","A","SOCIETY","WEAPON LAW VIOLATIONS","Weapon Law Violations","520","W","K","K1","DOWNTOWN COMMERCIAL","MADISON ST / ALASKAN WAY","-122.338424085","47.603781350"
"2020-037389","12595253625","2020-01-30T20:15:00.000","2020-01-30T21:06:00.000","2020-01-30T22:18:11.000","B","SOCIETY","DRIVING UNDER THE INFLUENCE","Driving Under the Influence","90D","SW","W","W3","ROXHILL/WESTWOOD/ARBOR HEIGHTS","97XX BLOCK OF 32ND AVE SW","-122.373276954","47.515170490"
"2020-037413","12595250243","2020-01-29T06:00:00.000","2020-01-30T19:00:00.000","2020-01-30T22:13:20.000","A","PROPERTY","FRAUD OFFENSES","False Pretenses/Swindle/Confidence Game","26A","E","G","G2","CENTRAL AREA/SQUIRE PARK","22XX BLOCK OF E FIR ST","-122.303083645","47.602669080"
"2020-037348","12595200039","2020-01-26T00:00:00.000","2020-01-30T00:00:00.000","2020-01-30T22:02:11.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","SW","F","F3","SOUTH PARK","90XX BLOCK OF 8TH AVE S","-122.322978958","47.522661800"
"2020-037407","12595243019","2020-01-28T04:20:00.000",,"2020-01-30T21:34:03.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","S","R","R1","NORTH BEACON HILL","33XX BLOCK OF CHEASTY BLVD S","-122.299384611","47.574568450"
"2020-037346","12595071781","2020-01-30T17:30:00.000","2020-01-30T19:00:00.000","2020-01-30T19:49:39.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","M","M3","DOWNTOWN COMMERCIAL","PIKE ST / 5TH AVE","-122.335574023","47.610677900"
"2020-037353","12595091203","2020-01-29T15:30:00.000",,"2020-01-30T19:43:34.000","A","PROPERTY","FRAUD OFFENSES","Hacking/Computer Invasion","26G","N","U","U3","SANDPOINT","75XX BLOCK OF 41ST AVE NE","-122.284174463","47.683946390"
"2020-037093","12595043230","2020-01-30T14:42:00.000","2020-01-30T18:42:00.000","2020-01-30T19:36:27.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","B","B2","FREMONT","6XX BLOCK OF N 35TH ST","-122.350545827","47.650625200"
"2020-037213","12595032772","2019-11-29T15:45:00.000","2019-11-29T16:45:00.000","2020-01-30T19:32:52.000","A","PERSON","SEX OFFENSES","Fondling","11D","N","U","U3","ROOSEVELT/RAVENNA",,"0.000000000","0.000000000"
"2020-036978","12595029479","2020-01-29T18:00:00.000","2020-01-29T21:00:00.000","2020-01-30T19:26:43.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","E","C","C1","CAPITOL HILL","SUMMIT AVE E / BELMONT AVE E","-122.325596007","47.626764780"
"2020-036856","12595036183","2020-01-30T00:00:00.000",,"2020-01-30T19:25:40.000","A","PROPERTY","ARSON","Arson","200","S","R","R3","HILLMAN CITY","60XX BLOCK OF MARTIN LUTHER KING JR WAY S","-122.285947372","47.547068730"
"2020-037307","12595033200","2020-01-30T18:39:00.000",,"2020-01-30T19:23:50.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","1XX BLOCK OF 6TH AVE S","-122.326352374","47.601290450"
"2020-037225","12595002186","2020-01-29T17:00:00.000","2020-01-30T05:00:00.000","2020-01-30T19:00:14.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","E","E","E1","CAPITOL HILL","9XX BLOCK OF E HARRISON ST","-122.320415237","47.621985370"
"2020-037154","12596860241","2020-01-30T16:21:00.000","2020-01-30T16:31:00.000","2020-01-30T18:48:24.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","D","D1","BELLTOWN","3RD AVE / LENORA ST","-122.342192704","47.613166830"
"2020-037273","12594983343","2020-01-27T19:00:00.000","2020-01-30T14:00:00.000","2020-01-30T18:09:34.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","SW","F","F1","SOUTH PARK","2ND AVE S / S FONTANELLE ST","-122.331134427","47.536738880"
"2020-037152","12594899782","2020-01-30T16:16:00.000",,"2020-01-30T17:29:58.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","W","M","M2","DOWNTOWN COMMERCIAL","4XX BLOCK OF PINE ST","-122.337320423","47.611321240"
"2020-037193","12594890083","2020-01-30T16:00:00.000",,"2020-01-30T17:29:35.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","SW","W","W1","NORTH DELRIDGE","40XX BLOCK OF 26TH AVE SW","-122.365444118","47.567258500"
"2020-037043","12594875545","2020-01-30T14:58:00.000","2020-01-30T14:58:00.000","2020-01-30T17:16:12.000","A","PROPERTY","FRAUD OFFENSES","False Pretenses/Swindle/Confidence Game","26A","N","J","J2","BALLARD NORTH","70XX BLOCK OF 15TH AVE NW","-122.376771790","47.680455150"
"2020-036993","12594940861","2020-01-30T00:00:00.000",,"2020-01-30T17:15:06.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","E","E","E3","FIRST HILL","SUMMIT AVE / UNIVERSITY ST","-122.324876089","47.612407990"
"2020-036873","12594859865","2020-01-30T12:58:00.000",,"2020-01-30T17:04:46.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","5XX BLOCK OF S JACKSON ST","-122.327013755","47.599193850"
"2020-037020","12594851433","2020-01-30T14:20:00.000",,"2020-01-30T16:59:33.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","12XX BLOCK OF S JACKSON ST","-122.315680055","47.599199540"
"2020-037119","12594840154","2020-01-09T00:00:00.000","2020-01-28T00:00:00.000","2020-01-30T16:52:57.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","SW","F","F2","SOUTH DELRIDGE","90XX BLOCK OF 18TH AVE SW","-122.357805911","47.521948000"
