"county","county_fips","state","county_population","health_service_area_number","health_service_area","health_service_area_population","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_cases_per_100k","covid_19_community_level","date_updated"
"Dickinson County","20041","Kansas","18466","650","Geary, KS - Dickinson, KS","55756","3.6","26.9","124.55","High","2022-02-24T00:00:00.000"
"Doniphan County","20043","Kansas","7600","591","Buchanan (St. Joseph), MO - Nodaway, MO","164251","13.5","39","144.74","High","2022-02-24T00:00:00.000"
"Douglas County","20045","Kansas","122259","624","Johnson (Overland Park), KS - Douglas, KS","792299","5.1","11.5","141.5","Medium","2022-02-24T00:00:00.000"
"Edwards County","20047","Kansas","2798","583","Barton, KS - Pawnee, KS","38027","0.9","2.6","0","Low","2022-02-24T00:00:00.000"
"Elk County","20049","Kansas","2530","451","Washington, OK - Montgomery, KS","99212","8.2","11.1","118.58","Medium","2022-02-24T00:00:00.000"
"Ellis County","20051","Kansas","28553","565","Ellis, KS - Rooks, KS","44188","11.2","36.2","136.59","High","2022-02-24T00:00:00.000"
"Ellsworth County","20053","Kansas","6102","569","Saline, KS - Ellsworth, KS","68992","6.6","10.1","180.27","Medium","2022-02-24T00:00:00.000"
"Finney County","20055","Kansas","36467","575","Finney, KS - Scott, KS","53170","3.7","15","49.36","Medium","2022-02-24T00:00:00.000"
"Ford County","20057","Kansas","33619","551","Ford, KS - Gray, KS","47428","4.9","12.7","68.41","Medium","2022-02-24T00:00:00.000"
"Franklin County","20059","Kansas","25544","624","Johnson (Overland Park), KS - Douglas, KS","792299","5.1","11.5","199.66","Medium","2022-02-24T00:00:00.000"
"Geary County","20061","Kansas","31670","650","Geary, KS - Dickinson, KS","55756","3.6","26.9","161.04","High","2022-02-24T00:00:00.000"
"Gove County","20063","Kansas","2636","565","Ellis, KS - Rooks, KS","44188","11.2","36.2","113.81","High","2022-02-24T00:00:00.000"
"Graham County","20065","Kansas","2482","565","Ellis, KS - Rooks, KS","44188","11.2","36.2","282.03","High","2022-02-24T00:00:00.000"
"Grant County","20067","Kansas","7150","562","Grant, KS - Baca, CO","12737","2","15.7","181.82","Medium","2022-02-24T00:00:00.000"
"Gray County","20069","Kansas","5988","551","Ford, KS - Gray, KS","47428","4.9","12.7","116.9","Medium","2022-02-24T00:00:00.000"
"Greeley County","20071","Kansas","1232","643","Wichita, KS - Greeley, KS","3351","0","0","0","Low","2022-02-24T00:00:00.000"
"Greenwood County","20073","Kansas","5982","567","Lyon, KS - Coffey, KS","50004","11.3","12","100.3","Medium","2022-02-24T00:00:00.000"
"Hamilton County","20075","Kansas","2539","575","Finney, KS - Scott, KS","53170","3.7","15","0","Medium","2022-02-24T00:00:00.000"
"Harper County","20077","Kansas","5436","661","Kingman, KS - Harper, KS","12588","0","15.9","110.38","Medium","2022-02-24T00:00:00.000"
"Harvey County","20079","Kansas","34429","576","Sedgwick (Wichita), KS - Butler, KS","687010","3.6","12.8","162.65","Medium","2022-02-24T00:00:00.000"
"Haskell County","20081","Kansas","3968","575","Finney, KS - Scott, KS","53170","3.7","15","151.21","Medium","2022-02-24T00:00:00.000"
"Hodgeman County","20083","Kansas","1794","551","Ford, KS - Gray, KS","47428","4.9","12.7","55.74","Medium","2022-02-24T00:00:00.000"
"Jackson County","20085","Kansas","13171","554","Shawnee (Topeka), KS - Riley, KS","350379","9.3","18.3","91.11","Medium","2022-02-24T00:00:00.000"
"Jefferson County","20087","Kansas","19043","554","Shawnee (Topeka), KS - Riley, KS","350379","9.3","18.3","99.77","Medium","2022-02-24T00:00:00.000"
"Jewell County","20089","Kansas","2879","622","Mitchell, KS - Osborne, KS","12279","4.5","8.1","173.67","Low","2022-02-24T00:00:00.000"
"Johnson County","20091","Kansas","602401","624","Johnson (Overland Park), KS - Douglas, KS","792299","5.1","11.5","101.93","Medium","2022-02-24T00:00:00.000"
"Kearny County","20093","Kansas","3838","575","Finney, KS - Scott, KS","53170","3.7","15","104.22","Medium","2022-02-24T00:00:00.000"
"Kingman County","20095","Kansas","7152","661","Kingman, KS - Harper, KS","12588","0","15.9","69.91","Medium","2022-02-24T00:00:00.000"
"Kiowa County","20097","Kansas","2475","618","Pratt, KS - Kiowa, KS","13339","2.2","7.5","202.02","Medium","2022-02-24T00:00:00.000"
"Labette County","20099","Kansas","19618","601","Labette, KS - Neosho, KS","51132","6.3","25.4","412.89","High","2022-02-24T00:00:00.000"
"Lane County","20101","Kansas","1535","575","Finney, KS - Scott, KS","53170","3.7","15","195.44","Medium","2022-02-24T00:00:00.000"
"Leavenworth County","20103","Kansas","81758","621","Wyandotte (Kansas City), KS - Leavenworth, KS","247187","11.9","38","139.44","High","2022-02-24T00:00:00.000"
"Lincoln County","20105","Kansas","2962","569","Saline, KS - Ellsworth, KS","68992","6.6","10.1","101.28","Medium","2022-02-24T00:00:00.000"
"Linn County","20107","Kansas","9703","630","Crawford, KS - Bourbon, KS","63055","4.8","7.9","164.9","Low","2022-02-24T00:00:00.000"
"Logan County","20109","Kansas","2794","565","Ellis, KS - Rooks, KS","44188","11.2","36.2","71.58","High","2022-02-24T00:00:00.000"
"Lyon County","20111","Kansas","33195","567","Lyon, KS - Coffey, KS","50004","11.3","12","156.65","Medium","2022-02-24T00:00:00.000"
"McPherson County","20113","Kansas","28542","674","McPherson, KS","28542","9.1","3.5","164.67","Low","2022-02-24T00:00:00.000"
"Marion County","20115","Kansas","11884","576","Sedgwick (Wichita), KS - Butler, KS","687010","3.6","12.8","159.88","Medium","2022-02-24T00:00:00.000"
"Marshall County","20117","Kansas","9707","635","Marshall, KS - Washington, KS","15113","0","0","133.92","Low","2022-02-24T00:00:00.000"
"Meade County","20119","Kansas","4033","551","Ford, KS - Gray, KS","47428","4.9","12.7","173.57","Medium","2022-02-24T00:00:00.000"
"Miami County","20121","Kansas","34237","624","Johnson (Overland Park), KS - Douglas, KS","792299","5.1","11.5","186.93","Medium","2022-02-24T00:00:00.000"
"Mitchell County","20123","Kansas","5979","622","Mitchell, KS - Osborne, KS","12279","4.5","8.1","83.63","Low","2022-02-24T00:00:00.000"
"Montgomery County","20125","Kansas","31829","451","Washington, OK - Montgomery, KS","99212","8.2","11.1","122.53","Medium","2022-02-24T00:00:00.000"
"Morris County","20127","Kansas","5620","650","Geary, KS - Dickinson, KS","55756","3.6","26.9","213.52","High","2022-02-24T00:00:00.000"
"Morton County","20129","Kansas","2587","587","Seward, KS - Texas, OK","46135","2.5","4.3","38.65","Low","2022-02-24T00:00:00.000"
"Nemaha County","20131","Kansas","10231","554","Shawnee (Topeka), KS - Riley, KS","350379","9.3","18.3","195.48","Medium","2022-02-24T00:00:00.000"
"Neosho County","20133","Kansas","16007","601","Labette, KS - Neosho, KS","51132","6.3","25.4","368.59","High","2022-02-24T00:00:00.000"
