"the_geom","objectid","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt","globalid_2","shape_len"
"MULTILINESTRING ((-122.26791511965142 37.80126099815648, -122.26842806342394 37.80145859631554))","35","131411","{2C7CF851-2978-4883-88E5-C93CC8B5CB95}","{3BFE1432-AE3B-4870-ADBE-82F33AD221A6}","{3BFE1432-AE3B-4870-ADBE-82F33AD221A6}_1","E-W","12th","HARRISON","ALICE","South","12th from HARRISON to ALICE , South","12.0","6.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"164.74154007","8:00 AM","6:00 PM","0","{9A3E6E36-A11F-49FC-A33A-2C212B0CCF1C}","164.741581078"
"MULTILINESTRING ((-122.26893486879801 37.800948700463366, -122.26858342539339 37.80151906732272))","36","131434","{9C29D518-261A-4612-8924-282D6437E25A}","{579D6014-51D2-4EE2-8746-8307004F4712}","{579D6014-51D2-4EE2-8746-8307004F4712}_","N-S","HARRISON","12th","11th","West","HARRISON from 12th to 11th , West","5.0","5.0","Meter","0.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"231.17663898","8:00 AM","6:00 PM","0","{99CD0712-1279-43BC-AC39-467968DF832C}","231.176630434"
"MULTILINESTRING ((-122.26377721900404 37.80149862149242, -122.26334830797732 37.80133169197757))","37","131452","{1439BEA2-D10D-4F08-B917-4123D13168B4}","{3498799E-65D2-4B82-A077-E92D6E08BB03}","{3498799E-65D2-4B82-A077-E92D6E08BB03}_4","E-W","14th","LAKESIDE/OAK","MADISON","North","14th from LAKESIDE/OAK to MADISON , North","11.0","7.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"138.02476411","8:00 AM","6:00 PM","0","{155637BE-9C69-4E23-80CC-81C7B5E2EF40}","138.024711482"
"MULTILINESTRING ((-122.2680001329422 37.80144637966694, -122.2674422383643 37.80123146301748))","38","131456","{2539BD26-FB0B-490A-906C-376D237FDC54}","{194565AE-C1F8-4F2C-B576-1E1F825ABB84}","{194565AE-C1F8-4F2C-B576-1E1F825ABB84}_2","E-W","12th","ALICE","HARRISON","North","12th from ALICE to HARRISON , North","8.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"179.17877796","8:00 AM","6:00 PM","0","{9309F569-6369-4752-9ED2-96D99FA5ABEB}","179.178798693"
"MULTILINESTRING ((-122.2668980530576 37.80159760119323, -122.26703676874581 37.80135405144083))","39","131506","{BA5EE2A5-A509-4B79-8495-1C367DC4BB06}","{94DBDB90-1D33-4AEE-A4BC-D0CE84B05F01}","{94DBDB90-1D33-4AEE-A4BC-D0CE84B05F01}_3","N-S","ALICE","12th","13th","East","ALICE from 12th to 13th , East","6.0","5.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"97.31756198","8:00 AM","6:00 PM","0","{84AADD48-89D6-4D84-A098-F8D08187A406}","97.3175996389"
"MULTILINESTRING ((-122.26588538263383 37.801312958777544, -122.26663222806157 37.80161506892091))","40","131507","{BBACDAF3-D4D7-4171-8CE5-4CAEB7DC6D7E}","{94B0A650-87EA-42E7-B221-9480A8173C29}","{94B0A650-87EA-42E7-B221-9480A8173C29}_2","E-W","13th","ALICE","JACKSON","South","13th from ALICE to JACKSON , South","12.0","12.0","Meter","2.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"242.20053483","8:00 AM","6:00 PM","0","{F9BADF5B-1355-40C0-A09A-CE56AA09EA2C}","242.200436267"
"MULTILINESTRING ((-122.27076676456487 37.80151736881742, -122.27122490933579 37.80169934735052))","41","131509","{C1FD95CC-6441-4795-96AA-CEABE55AC437}","{13014575-2FE5-4872-AC07-09E31410A0FC}","{13014575-2FE5-4872-AC07-09E31410A0FC}_1","E-W","11th","FRANKLIN","WEBSTER ST","South","11th from FRANKLIN to WEBSTER ST , South","9.0","0.0","Bus Stop","1.0",,,,,,,,,,,"148.02561622",,,"0","{EF22D2CF-4DC8-4C0C-90F2-0332AB180908}","148.025485324"
"MULTILINESTRING ((-122.26727595673178 37.80127850412395, -122.26704655444027 37.801672215642))","42","131532","{3951A997-6ABB-483B-86B4-344F1D5E56F0}","{C4E70D21-F4C1-43D7-867E-54C47EE29A83}","{C4E70D21-F4C1-43D7-867E-54C47EE29A83}_2","N-S","ALICE","13th","12th","West","ALICE from 13th to 12th , West","7.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"157.93921951","8:00 AM","6:00 PM","0","{98F70CB3-23E5-4615-A8CD-0130DA9014B9}","157.939121223"
"MULTILINESTRING ((-122.26654681174472 37.80173463694632, -122.26594293603331 37.801490360146694))","43","131560","{39B3D5D2-7063-4F68-8C1D-7AD69A578643}","{3467F321-2901-4E3C-B0B4-E42DD4006DAA}","{3467F321-2901-4E3C-B0B4-E42DD4006DAA}_2","E-W","13th","JACKSON","ALICE","North","13th from JACKSON to ALICE , North","7.0","7.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"195.83543677","8:00 AM","6:00 PM","0","{98468E82-7E14-4A86-96EB-855F76BD926C}","195.835348928"
"MULTILINESTRING ((-122.27081619293138 37.80169118610901, -122.27033502442585 37.801500366755576))","44","131561","{85AAA8F0-CD17-4B1C-9781-36558D8C782A}","{36AF395D-33B3-42A5-BA3F-7EE05C41CDE4}","{36AF395D-33B3-42A5-BA3F-7EE05C41CDE4}_3","E-W","11th","WEBSTER","FRANKLIN","North","11th from WEBSTER to FRANKLIN , North","12.0","7.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"155.41494984","8:00 AM","6:00 PM","0","{EA5CBA9F-FFA8-4E6D-8871-CDCDABB5853D}","155.414838826"
"MULTILINESTRING ((-122.27065641809567 37.80318355411971, -122.27126803145686 37.80342156017814))","90","132294","{4E2C8B2E-AB91-45B8-8399-0F8941F44650}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}","{4504FED3-C0F9-4B6A-B0E7-AF2BF70B1776}_3","E-W","13th","BROADWAY","FRANKLIN","South","13th from BROADWAY to FRANKLIN , South","11.0","5.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"196.81001292","8:00 AM","6:00 PM","0","{38FF3827-E4C1-46C3-923E-2AEC9041AD2F}","196.809968413"
"MULTILINESTRING ((-122.27520571518042 37.80326245828187, -122.27579618529644 37.803489717118865))","91","132307","{2BFC5349-0D35-49FA-8E14-53187B5470B2}","{877F678A-0876-41E2-8EDA-3BE8F9C3D771}","{877F678A-0876-41E2-8EDA-3BE8F9C3D771}_2","E-W","11th","JEFFERSON","CLAY","South","11th from JEFFERSON to CLAY , South","11.0","9.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"189.60420507","8:00 AM","6:00 PM","0","{9C13776A-8D7F-4028-845A-335ECCA63E41}","189.603995965"
"MULTILINESTRING ((-122.27209654878608 37.80303731457947, -122.2717089757764 37.803679290229326))","92","132313","{AE534A0E-5C5A-42D9-9632-A18155022FD3}","{9559F417-57E6-46CB-A141-708CD149C447}","{9559F417-57E6-46CB-A141-708CD149C447}_","N-S","BROADWAY","13th","12th","West","BROADWAY from 13th to 12th , West","0.0","0.0","No Parking","0.0",,,,,,,,,,,"259.19314586",,,"0","{889F0A11-0EBA-404F-A208-3AEF9F74063B}","259.193148185"
"MULTILINESTRING ((-122.27131152483518 37.80358963751405, -122.27097147139881 37.803457195766306))","93","132330","{35864E29-B2E1-44BC-BB62-35D89B9CCEF3}","{E4EC8602-606D-4159-B682-433D634AE445}","{E4EC8602-606D-4159-B682-433D634AE445}_4","E-W","13th","FRANKLIN","BROADWAY","North","13th from FRANKLIN to BROADWAY , North","12.0","4.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"109.44272314","8:00 AM","6:00 PM","0","{C18EB7BC-1242-46C9-A9C2-13F8F0D30C17}","109.442853285"
"MULTILINESTRING ((-122.2756841971395 37.80359922204118, -122.27522353108692 37.803421920684286))","94","132341","{243F17A2-A4FB-4666-8772-027BFE143065}","{05EEDB6A-5676-4C8F-AD5A-8FA77156EDA9}","{05EEDB6A-5676-4C8F-AD5A-8FA77156EDA9}_2","E-W","11th","CLAY","JEFFERSON","North","11th from CLAY to JEFFERSON , North","6.0","0.0","No Parking","2.0",,,,,,,,,,,"147.92275792",,,"0","{C641D0D5-29CA-46A9-9314-D795ECF6F869}","147.92300068"
"MULTILINESTRING ((-122.26999335916679 37.803674778579165, -122.2700868187837 37.80352793825123))","95","132358","{85BE34DC-B9B3-4A82-94B8-1F9FB9CE0C2B}","{8579F4D4-EAD8-4908-9E0C-021162889E90}","{8579F4D4-EAD8-4908-9E0C-021162889E90}_4","N-S","FRANKLIN","13th","14th","East","FRANKLIN from 13th to 14th , East","6.0","3.0","Meter","4.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"59.89891656","8:00 AM","6:00 PM","0","{40E3B881-1A1F-4795-B8C6-7E08386165D0}","59.8990805347"
"MULTILINESTRING ((-122.26909047419059 37.80342984284362, -122.26980021688144 37.803707632517245))","96","132359","{EE436439-1FA2-464D-8E06-A237713A3288}","{345F94AC-FF09-4570-9B5A-888346963B62}","{345F94AC-FF09-4570-9B5A-888346963B62}_2","E-W","14th","FRANKLIN","WEBSTER ST","South","14th from FRANKLIN to WEBSTER ST , South","11.0","11.0","Meter","2.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"228.64269676","8:00 AM","6:00 PM","0","{987FC949-4CD0-46EF-A017-C9FC84B6065D}","228.642847346"
"MULTILINESTRING ((-122.27299074378764 37.80324020241734, -122.2731475466057 37.80330271406216, -122.27386604399734 37.80358921281507, -122.2743583524473 37.803785442279235))","97","132373","{1549F91D-0FE4-4B96-9D84-F65FEA3272BA}","{103B1795-A7AC-4E21-9332-44F20CFC4A02}","{103B1795-A7AC-4E21-9332-44F20CFC4A02}_2","E-W","12th","CLAY","BROADWAY","South","12th from CLAY to BROADWAY , South","30.0","22.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"442.1909134","8:00 AM","6:00 PM","0","{9AAC1F37-E44E-4272-A934-455D662E34CA}","442.191082814"
"MULTILINESTRING ((-122.27780641327134 37.80342004187515, -122.27880852561243 37.80381303499223))","98","132375","{05D0470D-BD12-4A5B-893B-A02B5BEC105E}","{ED13B8A5-5896-4E00-B261-9EECB3B3EE74}","{ED13B8A5-5896-4E00-B261-9EECB3B3EE74}_","E-W","10th","CASTRO","MLK JR WAY","South","10th from CASTRO to MLK JR WAY , South","12.0","12.0","Unmarked","0.0",,,,,,,,,,,"322.95353382",,,"0","{22E71510-DC07-4FDD-966B-95488DF3C608}","322.953617907"
"MULTILINESTRING ((-122.27032198649351 37.80345595439875, -122.27020915264995 37.80364041008397))","99","132385","{F0B01B06-208B-4343-9C40-D474A5D29CB4}","{30145AA2-5008-4076-B25C-3A3FC2689336}","{30145AA2-5008-4076-B25C-3A3FC2689336}_3","N-S","FRANKLIN","14th","13th","West","FRANKLIN from 14th to 13th , West","9.0","4.0","Yellow Curb","3.0",,,,,,,,,,,"74.65782445","8:00 AM","6:00 PM","0","{4F878818-0674-434F-A4D5-817E2867F4CE}","74.6576631282"
"MULTILINESTRING ((-122.26948224924662 37.803735711939204, -122.26896784534277 37.80353491293158))","100","132410","{CA5DAD82-4364-4D28-BED2-DD3731612C19}","{16D49926-0AFF-417E-99A6-89D8F257726D}","{16D49926-0AFF-417E-99A6-89D8F257726D}_2","E-W","14th","WEBSTER","FRANKLIN","North","14th from WEBSTER to FRANKLIN , North","7.0","6.0","Meter","2.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"165.62827645","8:00 AM","6:00 PM","0","{77B15AC5-2A3F-44C9-9DD0-4A2E3A2DB47A}","165.628288586"
"MULTILINESTRING ((-122.27374390072802 37.8036922818313, -122.27306984576066 37.803425402548186, -122.27293432216398 37.803371373677166))","101","132424","{F9A6755D-32E2-42AF-B5FF-67E0C1841797}","{38CE68FF-0BBB-4D72-BC52-67E0ECE33495}","{38CE68FF-0BBB-4D72-BC52-67E0ECE33495}_4","E-W","12th","BROADWAY","CLAY","North","12th from BROADWAY to CLAY , North","23.0","13.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"261.45967256","8:00 AM","6:00 PM","0","{E94500DA-C5C7-4060-B9A5-604CECA73F88}","261.459745731"
"MULTILINESTRING ((-122.27797428854245 37.80363397591298, -122.27773426064307 37.8035393281378))","102","132427","{E829E3A7-1C67-4A27-B576-8AAAE055D9CC}","{33386ADA-ACBB-460F-B21F-8E7B5E8D7FE4}","{33386ADA-ACBB-460F-B21F-8E7B5E8D7FE4}_1","E-W","10th","MLK JR WAY","CASTRO","North","10th from MLK JR WAY to CASTRO , North","10.0","3.0","Unmarked","1.0",,,,,,,,,,,"77.43829979",,,"0","{557EB0D8-F68E-47EF-BBEC-436A54B0ED25}","77.4381492664"
"MULTILINESTRING ((-122.27650358968073 37.80377010917657, -122.27653396014446 37.803782419682854, -122.27674834847116 37.80386931485242, -122.27722157956941 37.80406099045324))","103","132467","{F8A7FDB8-1416-402E-AD8A-F2B9F3D42FF8}","{2B968562-06E0-402C-AA37-7C10C7F477A3}","{2B968562-06E0-402C-AA37-7C10C7F477A3}_1","E-W","11th","MLK JR WAY","JEFFERSON","South","11th from MLK JR WAY to JEFFERSON , South","0.0","0.0","No Parking","1.0",,,,,,,,,,,"232.90989987",,,"0","{CE0E93AE-3EAA-4E56-B654-5AB8ED2FE442}","232.909981483"
"MULTILINESTRING ((-122.27714429415968 37.80418384936383, -122.27666964490683 37.80399160003046, -122.27645523450971 37.80390469513523, -122.27610488252346 37.80376268225051))","104","132501","{A92D69A2-7F31-4C4F-8E6D-2A2436123A65}","{0DC192CF-2550-4676-A17C-7C45692C8ACB}","{0DC192CF-2550-4676-A17C-7C45692C8ACB}_","E-W","11th","JEFFERSON","MLK JR WAY","North","11th from JEFFERSON to MLK JR WAY , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"337.18763309",,,"0","{5413C841-5D7C-4496-B662-60B4EDFE5C50}","337.187481752"
"MULTILINESTRING ((-122.27118142710913 37.804233071629824, -122.2715273242416 37.803674030909946))","105","132513","{620B7CDC-D635-43BF-81C0-84C360FECAFE}","{63F3F1BB-894F-4FE4-AF89-CF17D45D6E67}","{63F3F1BB-894F-4FE4-AF89-CF17D45D6E67}_","N-S","BROADWAY","13th","14th","East","BROADWAY from 13th to 14th , East","0.0","0.0","Bus Stop","0.0",,,,,,,,,,,"226.76657641",,,"0","{5779FF38-5CDC-4D3F-83F6-090D8A1636A1}","226.766586111"
"MULTILINESTRING ((-122.27061260418876 37.80401782819544, -122.27118142710913 37.804233071629824))","106","132514","{F93FACA8-0A0C-4A9D-BB3F-594D9FD4DA46}","{F33809E3-610B-4BDA-B613-42CAE4AA64BD}","{F33809E3-610B-4BDA-B613-42CAE4AA64BD}_1","E-W","14th","BROADWAY","FRANKLIN","South","14th from BROADWAY to FRANKLIN , South","3.0","0.0","No Parking","1.0",,,,,,,,,,,"182.06990129",,,"0","{CFED45F5-F730-4B9F-A17C-5FCAA2608377}","182.0700111"
"MULTILINESTRING ((-122.27468874958693 37.803916809385065, -122.27550460555523 37.804240551729606))","107","132527","{D0AE8D46-324A-4BC8-BCA4-6B4FA87CB2D0}","{5A9820A7-36E1-4BBB-8842-AE5619A08B6E}","{5A9820A7-36E1-4BBB-8842-AE5619A08B6E}_2","E-W","12th","JEFFERSON","CLAY","South","12th from JEFFERSON to CLAY , South","14.0","14.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"263.5416546","8:00 AM","6:00 PM","0","{24F5E39F-F272-49F7-BA5C-0AAE9C5D8609}","263.541708549"
"MULTILINESTRING ((-122.27171456389314 37.803667058312136, -122.2713369773447 37.80429314245456))","108","132539","{A713B9C3-9126-476F-813F-7F284275B5FB}","{FB2A4FC2-8D79-4936-9447-985ABD30D8B3}","{FB2A4FC2-8D79-4936-9447-985ABD30D8B3}_","N-S","BROADWAY","14th","13th","West","BROADWAY from 14th to 13th , West","0.0","0.0","Bus Stop","0.0",,,,,,,,,,,"252.72772434",,,"0","{CCCE92D8-A6E5-4F20-B7CF-C4B1614AC423}","252.727731001"
"MULTILINESTRING ((-122.27086916719341 37.80426628780024, -122.27041914339824 37.80409446204112))","109","132555","{2A1CE138-E7BB-449A-8DBA-0E5055C8CCB5}","{3C175724-9F8F-4175-99F1-030AC09CDB7D}","{3C175724-9F8F-4175-99F1-030AC09CDB7D}_4","E-W","14th","FRANKLIN","BROADWAY","North","14th from FRANKLIN to BROADWAY , North","9.0","5.0","Yellow Curb","4.0",,,,,,,,,,,"144.28585353",,,"0","{2197E470-C07E-4A03-A237-A19894AB46D8}","144.286110679"
"MULTILINESTRING ((-122.2754986764415 37.80439171927216, -122.27477907443762 37.8041061733371))","110","132569","{A73AE566-B755-4D20-A9E9-3363F9BE1A30}","{7B2DBFF9-1EC2-4368-B54E-7B2D8FA88CFF}","{7B2DBFF9-1EC2-4368-B54E-7B2D8FA88CFF}_2","E-W","12th","CLAY","JEFFERSON","North","12th from CLAY to JEFFERSON , North","0.0","0.0","No Parking","2.0",,,,,,,,,,,"232.44863386",,,"0","{8899C737-A307-4EE0-BD45-AA25B9A4ACC0}","232.448609892"
"MULTILINESTRING ((-122.27737691368772 37.80412151534281, -122.27841001282883 37.80450836563308))","111","132610","{7BDD4751-E331-45E6-B10C-C3FE0019059A}","{42CCD4E5-0A44-4A69-87A5-7DAAECDF482E}","{42CCD4E5-0A44-4A69-87A5-7DAAECDF482E}_","E-W","11th","CASTRO","MLK JR WAY","South","11th from CASTRO to MLK JR WAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"330.03943007",,,"0","{1C68C395-FDC0-4FAF-B140-48C86494832A}","330.039654437"
"MULTILINESTRING ((-122.27834615608488 37.80463628306602, -122.2772996305347 37.80424441307369))","112","132653","{71C392FC-AFE9-49CD-A424-E826B1454815}","{B5FBD3ED-50C4-41C4-AD28-F2053E73811E}","{B5FBD3ED-50C4-41C4-AD28-F2053E73811E}_","E-W","11th","MLK JR WAY","CASTRO","North","11th from MLK JR WAY to CASTRO , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"334.3270502",,,"0","{235C00CE-FE3A-4C8D-8B17-4133A5D76433}","334.327242561"
"MULTILINESTRING ((-122.27587624298312 37.80438647965456, -122.27669169140592 37.8047044272331))","113","132699","{AABDFB41-C089-4E21-AF61-BFA32F7022CB}","{49E372D8-99DC-4F2E-98D7-CD9647DDD38A}","{49E372D8-99DC-4F2E-98D7-CD9647DDD38A}_2","E-W","12th","MLK JR WAY","JEFFERSON","South","12th from MLK JR WAY to JEFFERSON , South","13.0","13.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"262.49763343","8:00 AM","6:00 PM","0","{18FDD526-1E9B-4787-A193-4F5760B6F35D}","262.497680648"
"MULTILINESTRING ((-122.27645414420714 37.804764797406065, -122.27595421411964 37.804569871868665))","114","132743","{27E7A960-0FBB-42AF-9F74-0715C71DA97F}","{8CB51157-EEB7-433A-81C5-E9ED2F660D52}","{8CB51157-EEB7-433A-81C5-E9ED2F660D52}_2","E-W","12th","JEFFERSON","MLK JR WAY","North","12th from JEFFERSON to MLK JR WAY , North","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"160.93044422","8:00 AM","6:00 PM","0","{789FDB62-E2F3-4AE2-9479-D3DAD64495FF}","160.930278059"
"MULTILINESTRING ((-122.27694031406365 37.80480116096062, -122.277595056542 37.80505476292345, -122.27759429668177 37.8050559963838))","115","132806","{BE28002B-BA03-467F-AF4E-E25BB8129F61}","{FA4F764A-9695-4585-B9D8-3F5E580F1CD8}","{FA4F764A-9695-4585-B9D8-3F5E580F1CD8}_","E-W","12th","PRESERVATION PARK","MLK JR WAY","South","12th from PRESERVATION PARK to MLK JR WAY , South","8.0","8.0","Meter","0.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,"broken up to include preservation park intersection & to match MTC IDs","210.99470419","8:00 AM","6:00 PM","0","{27D71503-36EE-449A-A8DC-458739E8F653}","210.994558966"
"MULTILINESTRING ((-122.27744089095508 37.80514784395463, -122.27715197251621 37.80503593781762))","116","132832","{35F385E0-B357-47CE-8A82-9361DAE01A2E}","{199BA964-45EC-4FEF-AC06-1290F7F42090}","{199BA964-45EC-4FEF-AC06-1290F7F42090}_2","E-W","12th","MLK JR WAY","PRESERVATION PARK","North","12th from MLK JR WAY to PRESERVATION PARK , North","5.0","5.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,"split to accommodate MTC old IDs","92.88473188","8:00 AM","6:00 PM","0","{E01492C5-1478-44C9-A57D-98B7A1414F5D}","92.8847387027"
"MULTILINESTRING ((-122.27759452137843 37.805056083115595, -122.2775952847096 37.80505485230651, -122.27786406016304 37.805159737987395))","117","132858","{E63DCF0E-8ADC-414A-98CE-F14B62B9D5DE}","{500EBE99-6976-4E6C-9182-BBA6E5AC5596}","{500EBE99-6976-4E6C-9182-BBA6E5AC5596}_2","E-W","12th","CASTRO","PRESERVATION PARK","South","12th from CASTRO to PRESERVATION PARK , South","3.0","3.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,"broken up to include preservation park intersection & to match MTC IDs","87.03370629","8:00 AM","6:00 PM","0","{4D71061D-B75B-4F51-ABDB-EDAF3C044491}","87.0336271522"
"MULTILINESTRING ((-122.27777538257476 37.80527814593724, -122.27759629535444 37.805208260279706))","118","132918","{BAE628C9-06B4-4B09-98A8-48436DCD734B}","{39E17B71-EABE-44E9-860A-E219CE0E595D}","{39E17B71-EABE-44E9-860A-E219CE0E595D}_1","E-W","12th","PRESERVATION PARK","CASTRO","North","12th from PRESERVATION PARK to CASTRO , North","3.0","3.0","Meter","1.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,"split to accommodate MTC old IDs","57.65817972","8:00 AM","6:00 PM","0","{734F9A42-5C74-49C6-84FA-E3A93BFF74CF}","57.6582199603"
"MULTILINESTRING ((-122.27370760736903 37.80524155788443, -122.27471573372787 37.805647666953575))","119","133065","{4D0E5A2D-2257-47A0-A3D7-AFFCCCD5C5DA}","{EE1F8F1D-5617-4897-8C01-89214BF2E608}","{EE1F8F1D-5617-4897-8C01-89214BF2E608}_","E-W","14th","JEFFERSON","CLAY","South","14th from JEFFERSON to CLAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"326.64005736",,,"0","{17047439-CDB2-40AB-8B62-510AC6CD804F}","326.639883968"
"MULTILINESTRING ((-122.27651581451396 37.80549609764109, -122.27653801106551 37.805513577914844, -122.27707825581643 37.805727944079074))","120","133091","{63BAAAF1-C6A6-490A-8122-2941FC4384B5}","{B12408EE-4ED0-4305-B8EF-2457AC78F677}","{B12408EE-4ED0-4305-B8EF-2457AC78F677}_","E-W","13th","PRESERVATION PARK","MLK JR WAY","South","13th from PRESERVATION PARK to MLK JR WAY , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"183.54313031",,,"0","{1475EEE0-F588-424B-963C-033AD62BE7F1}","183.543130947"
"MULTILINESTRING ((-122.27429401698933 37.80563099860837, -122.27412570279384 37.805562658800746))","121","133110","{4C271B02-E6AD-497F-BF35-6860B958D9B4}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}_4","E-W","14th","CLAY","JEFFERSON","North","14th from CLAY to JEFFERSON , North","9.0","3.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"54.62382706","8:00 AM","6:00 PM","0","{E3D0E88B-C9CD-49BF-8C12-7ECFDCD0B68E}","54.6236487664"
"MULTILINESTRING ((-122.27707926935688 37.80588033093506, -122.27707849461135 37.80588156011004, -122.27644819392349 37.80563146037415, -122.27644363242585 37.80562951313118, -122.2764372675048 37.805626295345576, -122.27643382692249 37.80562419964535))","122","133151","{D3504453-2591-42D2-997F-E9DEB7B8AF78}","{516BA564-B485-4296-BDB3-1CDFF32B3198}","{516BA564-B485-4296-BDB3-1CDFF32B3198}_","E-W","13th","MLK JR WAY","PRESERVATION PARK","North","13th from MLK JR WAY to PRESERVATION PARK , North","7.0","7.0","Unmarked","0.0",,,,,,,,,,,"209.02726354",,,"0","{A889B24B-FEC1-440C-9D7A-45720D36D8F0}","209.027564674"
