"queens_condominium_property_boro_block_lot","queens_condominium_property_condo_section","queens_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","queens_condominium_property_neighborhood","queens_condominium_property_building_classification","queens_condominium_property_total_units","queens_condominium_property_year_built","queens_condominium_property_gross_sqft","queens_condominium_property_est_gross_income","queens_condominium_property_gross_income_per_sqft","queens_condominium_property_full_market_value","queens_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-05015-7501","245-R1","144-34 37 AVENUE","4","11354","40.763785","-73.822313","7","20","1163","4113464","4050157501","Murray Hill                                                                ","FLUSHING-NORTH","R2-WALK-UP","16","1988","13997","211074","15.08","714001","51","4-04995-0024","144-22 34 AVENUE","FLUSHING-NORTH","C1-WALK-UP","14","1976","10032","147428","14.7","499000","49.7","0.2","4-04996-0007","147-15 35 AVENUE","FLUSHING-NORTH","C1-WALK-UP","12","1962","8400","265798","31.6","1240000","148","0.25"
"4-05017-7501","263-R1","37-31 149 STREET","4","11354","40.764949","-73.817133","7","20","1157","4113536","4050177501","Murray Hill                                                                ","FLUSHING-NORTH","R9-CONDOPS","29","1955","27000","405000","15","1370000","51","4-05015-0006","37-15 PARSONS BOULEVARD","FLUSHING-NORTH","D1-ELEVATOR","37","1963","26522","444527","16.76","1660000","63","0.25","4-05022-0008","38-15 BOWNE STREET","FLUSHING-NORTH","D1-ELEVATOR","62","1962","48786","653179","13.39","2030000","41.6","0.4"
"4-05020-7501","134-R1","142-36 38 AVENUE","4","11354","40.761839","-73.826239","7","20","865","4113597","4050207501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","18","1987","18120","326160","18","1219998","67","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.4","4-05104-0027","132-54 POPLE AVENUE","FLUSHING-NORTH","D6-ELEVATOR","33","1990","43957","876995","19.95","3280000","75","0.65"
"4-05020-7502","427-R1","142-18 38 AVENUE","4","11354","40.761777","-73.82652","7","20","865","4467623","4050207502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","50","2001","48993","979860","20","3659998","75","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.4","4-04977-0021","137-02 NORTHERN BOULEVARD","FLUSHING-NORTH","D1-ELEVATOR","71","2000","67324","1352211","20.09","5060000","75","0.2"
"4-05022-7502","162-R1","143-51 ROOSEVELT AVENUE","4","11354","40.761417","-73.822883","7","20","865","4446657","4050227502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","134","1987","98000","1764000","18","6599995","67","4-05022-0018","143-18 38 AVENUE","FLUSHING-NORTH","D1-ELEVATOR","109","1971","80241","1281976","15.98","4330000","54","0","4-05863-0250","23-50 CORPORAL KENNEDY ST","BAYSIDE","D9-ELEVATOR","150","1981","124877","2197835","17.6","4660000","37.3","2.55"
"4-05022-7503","581-R1","38-34 PARSONS BOULEVARD","4","11354","40.762561","-73.822522","7","20","865","4537242","4050227503","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","40","2007","40400","929200","23","3850002","95","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.35","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","4.1"
"4-05024-7501","42-R1","144-77 ROOSEVELT AVENUE","4","11354","40.762372","-73.819332","7","20","863","4113693","4050247501","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","80","1983","101624","1829232","18","6839985","67","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.5","4-05013-0038","37-14 PARSONS BOULEVARD","FLUSHING-NORTH","D1-ELEVATOR","173","1972","113522","2128510","18.75","7960000","70","0.2"
"4-05024-7502","81-R1","38-08 147 STREET","4","11354","40.763519","-73.819032","7","20","863","4113773","4050247502","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","33","1984","37304","624842","16.75","2339996","63","4-05121-0017","133-24 SANFORD AVENUE","FLUSHING-NORTH","D7-ELEVATOR","148","1963","130548","1969342","15.09","6660000","51","0.65","4-05022-0018","143-18 38 AVENUE","FLUSHING-NORTH","D1-ELEVATOR","109","1971","80241","1281976","15.98","4330000","54","0.15"
"4-05024-7503","238-R1","144-68 38 AVENUE","4","11354","40.763433","-73.820047","7","20","863","4113674","4050247503","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","24","1989","17905","322290","18","1199999","67","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","0.35","4-05015-0006","37-15 PARSONS BOULEVARD","FLUSHING-NORTH","D1-ELEVATOR","37","1963","26522","444527","16.76","1660000","63","0.05"
"4-05024-7504","424-R1","38-22 147 STREET","4","11354","40.763508","-73.819025","7","20","863","4000000","4050247504","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","32","2002","22936","504592","22","2090000","91","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.5","4-06797-0079","71-61 159 STREET","FLUSHING-SOUTH","D3-ELEVATOR","204","2000","165906","3467465","20.9","13000000","78","2.4"
"4-05025-7501","413-R1","144-48 ROOSEVELT AVENUE","4","11354","40.762053","-73.820448","7","20","863","4113843","4050257501","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","26","2001","22635","475335","21","1970004","87","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.4","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","4.05"
"4-05026-7501","111-R1","147-37 ROOSEVELT AVENUE","4","11354","40.762678","-73.818212","7","20","1163","4113880","4050267501","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","48","1956","53920","808800","15","2729997","51","4-05049-0043","143-33 SANFORD AVENUE","FLUSHING-NORTH","D7-ELEVATOR","181","1960","137927","2181948","15.82","7380000","54","0.4","4-05052-0036","147-10 147 STREET","FLUSHING-NORTH","D1-ELEVATOR","115","1960","105913","1537751","14.52","5200000","49.1","0.15"
"4-05027-7501","176-R1","147-26 ROOSEVELT AVENUE","4","11354","40.762656","-73.818219","7","20","1163","4309374","4050277501","Murray Hill                                                                ","FLUSHING-NORTH","R2-WALK-UP","14","1987","19398","329766","17","1234999","64","4-05025-0064","144-45 41 AVENUE","FLUSHING-NORTH","D1-ELEVATOR","137","1962","107761","1741704","16.16","5890000","55","0.15","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","0.5"
"4-05027-7502","261-R1","147-48 ROOSEVELT AVENUE","4","11354","40.762667","-73.818186","7","20","1163","4311340","4050277502","Murray Hill                                                                ","FLUSHING-NORTH","R2-WALK-UP","36","1988","36340","617780","17","2309998","64","4-04995-0034","145-16 34 AVENUE","FLUSHING-NORTH","D6-ELEVATOR","42","1989","47516","751370","15.81","2540000","53","0.4","4-05025-0008","144-10 ROOSEVELT AVENUE","FLUSHING-NORTH","D7-ELEVATOR","84","1973","65292","1356721","20.78","5070000","78","0.15"
"4-05039-7501","420-R1","132-59 41 ROAD","4","11355","40.756071","-73.832245","7","20","849","4114187","4050397501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","18","2001","15000","315000","21","1309995","87","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.5","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.95"
"4-05039-7502","428-R1","41-05 COLLEGE POINT BOULE","4",,,,,,,,,,"FLUSHING-NORTH","R4-ELEVATOR","47","2002","41800","836000","20","3130002","75","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.5","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.95"
"4-05040-7501","458-R1","132-03 SANFORD AVENUE","4","11355","40.754801","-73.832822","7","20","849","4114205","4050407501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","50","2004","48753","1121319","23","4639991","95","4-04977-0021","137-02 NORTHERN BOULEVARD","FLUSHING-NORTH","D1-ELEVATOR","71","2000","67324","1352211","20.09","5060000","75","0.5","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.9"
"4-05041-7504","383-R1","133-25 41 ROAD","4","11355","40.756823","-73.830641","7","20","849","4447072","4050417504","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","13","1995","15630","265710","17","993997","64","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.4","4-05044-0063","138-47 BARCLAY AVENUE","FLUSHING-NORTH","D1-ELEVATOR","66","1996","71456","1024991","14.34","3470000","48.6","0.2"
"4-05042-7501","164-R1","133-36 41 ROAD","4","11355","40.7569","-73.830442","7","20","849","4309412","4050427501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","64","1987","72300","1373700","19","5139997","71","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","0.7","4-05025-0008","144-10 ROOSEVELT AVENUE","FLUSHING-NORTH","D7-ELEVATOR","84","1973","65292","1356721","20.78","5070000","78","0.65"
"4-05042-7504","401-R1","133-47 SANFORD AVENUE","4","11355","40.755906","-73.83043","7","20","849","4461841","4050427504","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","58","2000","83284","1665680","20","6229999","75","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.9","4-04977-0021","137-02 NORTHERN BOULEVARD","FLUSHING-NORTH","D1-ELEVATOR","71","2000","67324","1352211","20.09","5060000","75","0.4"
"4-05043-7501","157-R1","136-05 SANFORD AVENUE","4","11355","40.756751","-73.82854","7","20","853","4309523","4050437501","Flushing                                                                   ","FLUSHING-NORTH","R9-CONDOPS","103","1929","92000","1288000","14","4350000","47.3","4-05046-0040","142-19 BARCLAY AVENUE","FLUSHING-NORTH","D1-ELEVATOR","63","1959","58399","844317","14.46","2630000","45","0.2","4-05048-0029","41-08 PARSONS BOULEVARD","FLUSHING-NORTH","D3-ELEVATOR","83","1932","58282","786570","13.5","2450000","42","0.35"
"4-05044-7501","182-R1","41-25 KISSENA BOULEVARD","4","11355","40.758124","-73.828847","7","20","853","4309526","4050447501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","204","1963","189000","3118500","16.5","10500024","56","4-05042-0066","133-21 SANFORD AVENUE","FLUSHING-NORTH","D1-ELEVATOR","88","1963","68257","928563","13.6","2890000","42.3","0.2","4-05025-0064","144-45 41 AVENUE","FLUSHING-NORTH","D1-ELEVATOR","137","1962","107761","1741704","16.16","5890000","55","0.45"
"4-05045-7501","108-R1","41-40 UNION STREET","4","11355","40.758311","-73.825497","7","20","853","4114294","4050457501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","351","1974","333006","4662084","14","22199996","67","4-05046-0020","41-10 BOWNE STREET","FLUSHING-NORTH","D7-ELEVATOR","157","1961","166508","2484393","14.92","8400000","50","0.15","4-05052-0036","147-10 147 STREET","FLUSHING-NORTH","D1-ELEVATOR","115","1960","105913","1537751","14.52","5200000","49.1","0.55"
"4-05048-7501","51-R1","143-37 BARCLAY AVENUE","4","11355","40.759311","-73.822585","7","20","855","4114670","4050487501","Flushing                                                                   ","FLUSHING-NORTH","R2-WALK-UP","36","1982","34587","518805","15","1750004","51","4-05285-0010","163-02 CROCHERON AVENUE","FLUSHING-NORTH","C7-WALK-UP","15","1964","11866","224163","18.89","838000","71","1.05","4-05124-0012","134-10 BLOSSOM AVENUE","FLUSHING-NORTH","C7-WALK-UP","12","1991","8680","133858","15.42","453000","52","0.6"
"4-05048-7502","200-R1","41-07 BOWNE STREET","4","11355","40.759643","-73.823811","7","20","855","4312194","4050487502","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","83","1962","77620","1203110","15.5","4070000","52","4-05046-0045","142-09 BARCLAY AVENUE","FLUSHING-NORTH","D1-ELEVATOR","42","1970","38657","550735","14.25","1860000","48.1","0.15","4-05049-0043","143-33 SANFORD AVENUE","FLUSHING-NORTH","D7-ELEVATOR","181","1960","137927","2181948","15.82","7380000","54","0.05"
"4-05050-7501","235-R1","144-23 BARCLAY AVENUE","4","11355","40.759983","-73.8201","7","20","863","4309771","4050507501","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","24","1988","25333","417994","16.5","1410000","56","4-05025-0008","144-10 ROOSEVELT AVENUE","FLUSHING-NORTH","D7-ELEVATOR","84","1973","65292","1356721","20.78","5070000","78","0.05","4-05050-0039","144-90 41 AVENUE","FLUSHING-NORTH","D1-ELEVATOR","101","1972","85602","1307168","15.27","4420000","52","0"
"4-05050-7502","561-R1","144-49 BARCLAY AVENUE","4","11355","40.760157","-73.819453","7","20","863","4535111","4050507502","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","22","2006","26800","670000","25","2780001","104","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.55","4-00040-0015","10-28 JACKSON AVENUE","LONG ISLAND CITY","D9-ELEVATOR","25","2005","24464","625842","25.6","2590000","106","7.1"
"4-05050-7503","628-R1","144-77 BARCLAY AVENUE","4","11355","40.760346","-73.818756","7","20","863","4537701","4050507503","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","23","2008","22982","643496","28","2670000","116","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.55","4-09760-0022","90-05 161 STREET","JAMAICA","D6-ELEVATOR","96","2003","54496","1465042","26.9","6070000","111","3.95"
"4-05051-7501","352-R1","144-28 BARCLAY AVENUE","4","11355","40.759827","-73.820605","7","20","863","4436541","4050517501","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","32","1990","38680","657560","17","2459997","64","4-04994-0041","140-74 34 AVENUE","FLUSHING-NORTH","D7-ELEVATOR","44","1987","38640","685833","17.75","2560000","66","0.55","4-05044-0063","138-47 BARCLAY AVENUE","FLUSHING-NORTH","D1-ELEVATOR","66","1996","71456","1024991","14.34","3470000","48.6","0.45"
"4-05051-7502","405-R1","41-33 PARSONS BOULEVARD","4","11355","40.759575","-73.821101","7","20","863","4463405","4050517502","Murray Hill                                                                ","FLUSHING-NORTH","R4-ELEVATOR","18","2000","20448","408960","20","1530000","75","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.35","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.6"
"4-05052-7501","186-R1","147 BARCLAY AVENUE","4",,,,,,,,,,"FLUSHING-NORTH","R4-ELEVATOR","22","1987","19037","333147","17.5","1250002","66","4-07117-0189","193-02 HOR HARDING EXPWY","FRESH MEADOWS","D7-ELEVATOR","40","1988","51125","872675","17.07","3260000","64","2.3","4-05025-0008","144-10 ROOSEVELT AVENUE","FLUSHING-NORTH","D7-ELEVATOR","84","1973","65292","1356721","20.78","5070000","78","0.15"
"4-05062-7501","433-R1","41-28 HAIGHT STREET","4","11355","40.755371","-73.834344","7","20","849","4518699","4050627501","Flushing                                                                   ","FLUSHING-NORTH","R4-ELEVATOR","17","2003","15189","349347","23","1439999","95","4-05182-0009","140-26 FRANKLIN AVENUE","FLUSHING-NORTH","D1-ELEVATOR","54","1999","53860","947099","17.58","3540000","66","0.6","4-04977-0017","136-14 NORTHERN BOULEVARD","FLUSHING-NORTH","D6-ELEVATOR","63","2000","52477","1320010","25.2","5470000","104","0.6"
