"pops_number","borough_name","borocode","community_district","address_number","street_name","zip_code","building_address_with_zip","tax_block","tax_lot","building_name","building_location","year_completed","building_constructed","public_space_type","developer","building_architect","principal_public_space","size_required","hour_of_access_required","amenities_required","other_required","permitted_amenities","physically_disabled","latitude","longitude","xcoordinate","ycoordinate","council_district","census_tract","bin","bbl","nta","geocoded_column"
"M010005","Manhattan","1","1","140","BROADWAY","10005","140 BROADWAY, New York, NY 10005","48","1",,"Full block bounded by Nassau, Broadway, Cedar Street, and Liberty Street","1965","Completed","Plaza","Harry Helmsley","Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Alta Planning & Design (for alteration in 2012)","Plaza 15924.30 sf","24 Hours","None",,"Other Permitted","Full/Partial","40.70865","-74.010117","981445","197457","1","7","1001027","1000480001","Battery Park City-Lower Manhattan","POINT (-74.010117 40.70865)"
"M060086","Manhattan","1","6","353","EAST 17 STREET","10003","353 EAST 17 STREET, New York, NY 10003","923","7501","Gilman Hall","Northwest corner of First Avenue and East 17th Street","1969","Completed","Plaza",,"Schuman & Lichtenstein","Schuman & Lichtenstein","Plaza 3080.00 sf","24 Hours","None",,,"Full/Partial","40.733602","-73.981432","989396","206548","2","48","1020438","1009237501","Gramercy","POINT (-73.981432 40.733602)"
"M080102","Manhattan","1","8","2","WEST LOOP ROAD","10044","2 WEST LOOP ROAD, New York, NY 10044","1373","35","Cornell Tech",,,,"Public Access Area",,"SOM","James Corner Field Operations",,,,,,,"40.755487","-73.956228","996377","214524","5","238.01","1090299","1013730035","Lenox Hill-Roosevelt Island","POINT (-73.956228 40.755487)"
"M080008","Manhattan","1","8","200","EAST 61 STREET","10065","200 EAST 61 STREET, New York, NY 10065","1415","7501","Savoy","Full blockfront on east side of Third Avenue between East 60th and 61st Streets","1985","Completed","Residential Plaza",,"Philip Birnbaum","Thomas Balsley Associates","Residential Plaza 5190.76 sf","Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.762366","-73.965591","993782","217029","4","110","1043547","1014157501","Lenox Hill-Roosevelt Island","POINT (-73.965591 40.762366)"
"M060015","Manhattan","1","6","200","EAST 33 STREET","10016","200 EAST 33 STREET, New York, NY 10016","913","1","Laurence Tower","East side of Third Avenue between East 32nd and 33rd Streets","1972","Completed","Plaza","Jack Goodstein, Milton Schwartz, and Morton M. Rosenfeld","Philip Birnbaum/Schuman, Lichtenstein & Claman","Philip Birnbaum/Schuman, Lichtenstein & Claman","Plaza 6583.83 sf","24 Hours","None",,,"Full/Partial","40.744616","-73.97848","990213","210561","2","70","1020078","1009130001","Murray Hill-Kips Bay","POINT (-73.97848 40.744616)"
"M080035","Manhattan","1","8","45","EAST 89 STREET","10128","45 EAST 89 STREET, New York, NY 10128","1501","7501",,"East side of Madison Avenue between East 89th and 90th Streets","1969","Completed","Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Plaza 9587.00 sf","24 Hours","None",,,"Full/Partial","40.782968","-73.956669","996250","224536","4","150.02","1046972","1015017501","Upper East Side-Carnegie Hill","POINT (-73.956669 40.782968)"
"M050013","Manhattan","1","5","40","WEST 57 STREET","10019","40 WEST 57 STREET, New York, NY 10019","1272","63",,"South side of West 57th Street between Fifth and Sixth Avenues","1972","Completed","Plaza; Through Block Arcade","Samuel Lefrak","Jack Brown","Jack Brown","Plaza 5183.74 sf; Through Block Arcade 4366.12 sf","24 Hours; Restricted Hours","Lighting; Planting",,,"Full/Partial","40.763549","-73.976359","990799","217459","4","112.01","1035057","1012720063","Midtown-Midtown South","POINT (-73.976359 40.763549)"
"M060047","Manhattan","1","6","885","SECOND AVENUE","10017","885 SECOND AVENUE, New York, NY 10017","1321","22","1 Dag Hammarskjold Plaza","West side of Second Avenue between East 47th and 48th Streets","1972","Completed","Additional Plaza; Plaza","Arthur Belfer, L. Ruben, Jerome Weinstein,  Annbar Associates","Emery Roth & Sons","Emery Roth & Sons","Additional Plaza 0.00 sf; Plaza 13962.00 sf","24 Hours","Planting; Seating",,,"Full/Partial","40.753494","-73.970226","992499","213796","4","90","1037988","1013210022","Turtle Bay-East Midtown","POINT (-73.970226 40.753494)"
"M060050","Manhattan","1","6","255","EAST 49 STREET","10017","255 EAST 49 STREET, New York, NY 10017","1323","7501","Sterling Plaza","Northwest corner of East 49th Street and Second Avenue","1985","Completed","Residential Plaza",,"Schuman, Lichtenstein, Claman, Efron","Vreeland & Guerriero Landscape Architects","Residential Plaza 4759.39 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.754635","-73.96906","992822","214212","4","98","1038254","1013237501","Turtle Bay-East Midtown","POINT (-73.96906 40.754635)"
"K020002","Brooklyn","3","2","350","JAY STREET","11201","350 JAY STREET, Brooklyn, NY 11201","140","7501","Renaissance Plaza","West side of Jay Street between Willoughby Street and Tech Place","1998","Completed","Urban Plaza","Muss Development Company","William B. Tabler Architects","William B. Tabler Architects/Office of William B. Kuhl; William B. Tabler Architects/Moss Gilday Group (for alteration in 2003)","Urban Plaza 28805.00 sf","24 Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,"Other Permitted","Full/Partial","40.693812","-73.987992","987580","192051","33","11","3000259","3001407501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.987992 40.693812)"
"M070024","Manhattan","1","7","1991","BROADWAY","10023","1991 BROADWAY, New York, NY 10023","1139","7501","Bel Canto","West side of Broadway between West 67th and 68th Streets","1985","Completed","Covered Plaza","Waterly N.V. Ltd.","Kurt Resch, John Harding and Associates","Kurt Resch, John Harding and Associates; Aaron McDonald Architect (for alteration in 2006)","Covered Plaza 1518.00 sf","Restricted Hours","Climate Control; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees within Space","decoration on column",,"Full/Partial","40.775276","-73.982637","989059","221731","6","153","1028857","1011397501","Lincoln Square","POINT (-73.982637 40.775276)"
"M050033","Manhattan","1","5","55","EAST 52 STREET","10055","55 EAST 52 STREET, New York, NY 10055","1288","27","Park Avenue Plaza","North side of East 52nd Street between Park and Madison Avenues","1979","Completed","Through Block Arcade","Fisher Brothers","Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Janson Goldstein and Mathews Nielsen (for alteration in 2013)","Through Block Arcade 13000.00 sf","Restricted Hours","Artwork; Bicycle Parking; Climate Control; Drinking Fountain; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables; Trees within Space; Water Feature","skylight, glass crystal detail and lighting on east wall, 8 transparent glass floor to ceiling columns",,"Full/Partial","40.759124","-73.973671","991544","215847","4","102","1083869","1012880027","Midtown-Midtown South","POINT (-73.97367100000001 40.759124)"
"M050043","Manhattan","1","5","1221","SIXTH AVENUE","10036","1221 SIXTH AVENUE, New York, NY 10036","1001","29","McGraw-Hill","West side of Sixth Avenue between West 48th and 49th Streets","1971","Completed","Plaza; Sunken Plaza","Rockefeller Center Inc.","Harrison & Abramovitz & Harris","Harrison & Abramovitz & Harris; Moed de Armas & Shannon Architects (for alteration in 2015)","Plaza 28613.17 sf; Sunken Plaza 0.00 sf","24 Hours","Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space",,"Open Air Cafe","Full/Partial","40.759381","-73.982067","989218","215940","4","125","1022693","1010010029","Midtown-Midtown South","POINT (-73.982067 40.759381)"
"M080054","Manhattan","1","8","345","EAST 80 STREET","10075","345 EAST 80 STREET, New York, NY 10075","1543","7501","East Winds","Full blockfront on west side of First Avenue between East 80th and 81st Streets. Original BBL: 1543/1001-1335.","1973","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 7070.00 sf","24 Hours","None",,,"Full/Partial","40.773469","-73.952306","997460","221076","5","138","1076841","1015437501","Yorkville","POINT (-73.952306 40.773469)"
"M060081","Manhattan","1","6","418","EAST 59 STREET","10022","418 EAST 59 STREET, New York, NY 10022","1370","38","Grand Sutton","South side of East 59th Street between Sutton Place South and First Avenue","1988","Completed","Residential Plaza",,"C. A. Kondylis of Philip Birnbaum & Associates","C. A. Kondylis of Philip Birnbaum & Associates","Residential Plaza 2612.50 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.759066","-73.961258","994983","215827","5","106.01","1072003","1013700038","Turtle Bay-East Midtown","POINT (-73.961258 40.759066)"
"M080075","Manhattan","1","8","303","EAST 60 STREET","10022","303 EAST 60 STREET, New York, NY 10022","1435","7501","Evansview","North side of East 60th Street between First and Second Avenues. Original BBL: 1435/51,52, 1001-1058.","1987","Completed","Residential Plaza",,"The Gruzen Partnership","The Gruzen Partnership","Residential Plaza 4316.00 sf","Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Trees on Street; Trees within Space",,,"Full/Partial","40.761347","-73.963184","994449","216658","5","110","1072231","1014357501","Lenox Hill-Roosevelt Island","POINT (-73.963184 40.76134700000001)"
"M050110","Manhattan","1","5","835","SIXTH AVENUE","10001","835 SIXTH AVENUE, New York, NY 10001","805","7502","Hotel Eventi","Full blockfront west side of Sixth Avenue between West 30th Street and West 29th Street","2010","Completed","Urban Plaza","JD Carlisle Development","Perkins Eastman","Lee Weintraub Landscape Architecture","Urban Plaza 10819.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature","screen wall",,"Full/Partial","40.747129","-73.990281","986943","211476","3","95","1015146","1008057502","Midtown-Midtown South","POINT (-73.990281 40.747129)"
"M070011","Manhattan","1","7","130","WEST 67 STREET","10023","130 WEST 67 STREET, New York, NY 10023","1138","53","Toulaine","South side of West 67th Street between Broadway and Amsterdam Avenue","1975","Completed","Arcade; Plaza",,"Schuman Lichtenstein Claman","Schuman Lichtenstein Claman","Arcade 3440.10 sf; Plaza 2280.93 sf","24 Hours","None",,,"Full/Partial","40.774875","-73.983233","988894","221585","6","153","1028847","1011380053","Lincoln Square","POINT (-73.983233 40.774875)"
"M080042","Manhattan","1","8","1065","PARK AVENUE","10128","1065 PARK AVENUE, New York, NY 10128","1516","1","Carlton Park","Northeast corner of Park Avenue and East 87th Street","1974","Completed","Arcade; Plaza",,"Harry F. Green/Stephen C. Lyras","Harry F. Green/Stephen C. Lyras","Arcade 1812.00 sf; Plaza 2320.00 sf","24 Hours","Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.780871","-73.956255","996365","223772","4","148.02","1048040","1015160001","Upper East Side-Carnegie Hill","POINT (-73.95625500000001 40.780871)"
"M050038","Manhattan","1","5","1633","BROADWAY","10019","1633 BROADWAY, New York, NY 10019","1022","43","Paramount Plaza","West side of Broadway between West 50th and 51st Streets","1971","Completed","Special Permit Arcade; Special Permit Plaza; Underground Concourse","Percy & Harold Uris","Emery Roth & Sons","Emery Roth & Sons; Thomas Balsley Associates (for alteration in 1989); Moed de Armas and Shannon, P.C. (for alteration in 2012); The Office of S. Steve Wygoda, Architects and Planners (for alteration in 2014)","Special Permit Arcade 8033.20 sf; Special Permit Plaza 23666.00 sf; Underground Concourse 6420.00 sf","24 Hours","Bicycle Parking; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Subway; Tables; Trees within Space","2 legitimate theaters (one of 1,600 to 1,800 seats and one of 350 to 650 seats)","Open Air Cafe","Full/Partial","40.762107","-73.984702","988488","216933","3","131","1024812","1010220043","Midtown-Midtown South","POINT (-73.984702 40.762107)"
"M010033","Manhattan","1","1","160","WATER STREET","10038","160 WATER STREET, New York, NY 10038","70","43",,"Bounded by Water, Fletcher, and Pearl Streets","1970","Completed","Arcade; Plaza",,"William Lescaze & Associates/Hausman & Rosenberg","William Lescaze & Associates/Hausman & Rosenberg","Arcade 2575.25 sf; Plaza 2962.31 sf","24 Hours","None",,,"Full/Partial","40.706804","-74.005879","982620","196784","1","15.02","1001135","1000700043","Battery Park City-Lower Manhattan","POINT (-74.005879 40.706804000000005)"
"K150001","Brooklyn","3","15","1809","EMMONS AVENUE","11235","1809 EMMONS AVENUE, Brooklyn, NY 11235","8773","7501",,"Between East 19th Street and Sheepshead Bay Road.",,,"'Plaza'",,,,,,,,,"Full/Partial","40.583936","-73.950173","998090","152024","48","608","3247051","3087737501","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","POINT (-73.950173 40.583936)"
"M050072","Manhattan","1","5","50","LEXINGTON AVENUE","10010","50 LEXINGTON AVENUE, New York, NY 10010","880","19",,"Northwest corner of East 24th Street and Lexington Avenue","1987","Completed","Public Access Areas; Residential Plaza",,"Weschler Grasso Menziuso","Weschler Grasso Menziuso; Armand Le Gardeur, Architect (for alteration in 2012)","Public Access Areas 4304.50 sf; Residential Plaza 0.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","Primary Space: 157 sf entry pavilion",,"Full/Partial","40.740536","-73.984335","988591","209074","2","68","1018071","1008800019","Gramercy","POINT (-73.984335 40.740536)"
"M060003","Manhattan","1","6","155","EAST 31 STREET","10016","155 EAST 31 STREET, New York, NY 10016","887","30","Windsor Court","North side of East 31st Street between Third and Lexington Avenues","1987","Completed","Residential Plaza","Mastic Development  Corp.","Philip Birnbaum & Associates","Thomas Balsley Associates","Residential Plaza 6590.68 sf","Restricted Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.744476","-73.980112","989761","210510","2","72","1078756","1008870030","Murray Hill-Kips Bay","POINT (-73.980112 40.744476)"
"M010057","Manhattan","1","1","111","MURRAY STREET","10007","111 MURRAY STREET, New York, NY 10007","142","7503","One Eleven Murray Street","Northeast corner of Murray Street and West Street","0","Under Construction","Public Plaza","Fisher Brothers","Kohn Pedersen Fox Associates","Hollander Design","Public Plaza 10599.00 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.715408","-74.012593","980759","199919","1","21","1089698","1001427503","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.012593 40.715408)"
"M010051","Manhattan","1","1","123","WASHINGTON STREET","10006","123 WASHINGTON STREET, New York, NY 10006","53","7502","W Downtown Hotel & Residences","Southeast corner of Albany Street and Washington Street","2010","Completed","Urban Plaza","Moinian Group","Gwathmey Siegel and Associates Architects, LLC","Thomas Balsley Associates","Urban Plaza 5978.00 sf","24 Hours","Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space","kiosk provided",,"Full/Partial","40.709161","-74.013714","980448","197643","1","13","1088442","1000537502","Battery Park City-Lower Manhattan","POINT (-74.013714 40.709161)"
