OBJECTID,REF_FUNCTIONELE_SPOORTAK_NAAM,REF_FUNCTIONELE_SPOORTAK_PUIC,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,KM_SPOORTAK_VAN,KM_SPOORTAK_VAN_T,KM_SPOORTAK_TOT,KM_SPOORTAK_TOT_T
1802,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1803,,,Telecom,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1804,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1805,,,Baan,De Peel,300,Venlo,27,ASSET Rail,,,,
1806,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1807,,,3kv,Limburg,340,Maastricht,26,Strukton Rail,,,,
1808,,,BVL,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1809,,,Kunstwerken,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1810,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1811,,,Basis,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1812,,,Seinwezen,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1813,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1814,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1815,,,Kunstwerken,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1816,,,3kv,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1817,,,Basis,Wadden,420,Groningen,37,Strukton Rail,,,,
1818,,,Telecom,Den Haag,110,Den Haag,2,VolkerRail,,,,
1819,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1820,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1821,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1822,,,Seinwezen,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1823,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1824,,,Seinwezen,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1825,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1826,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1827,,,Telecom,,,,,,,,,
1828,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1829,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1830,,,Seinwezen,Limburg,340,Roermond,25,Strukton Rail,,,,
1831,,,Seinwezen,Betuwe,320,Den Bosch,21,Strukton Rail,,,,
1832,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1833,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1834,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1835,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1836,,,3kv,,,,,,,,,
1837,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1838,,,BVL,Wadden,420,Friesland,36,Strukton Rail,,,,
1839,,,3kv,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1840,,,Kunstwerken,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1841,,,Seinwezen,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1842,,,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1843,,,Baan,Wadden,420,Groningen,37,Strukton Rail,,,,
1844,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1845,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1846,,,Kunstwerken,De Peel,300,Venlo,27,ASSET Rail,,,,
1847,,,Seinwezen,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1848,,,3kv,Wadden,420,Groningen,37,Strukton Rail,,,,
1849,,,BVL,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1850,,,3kv,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1851,,,Kunstwerken,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1852,,,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1853,,,BVL,Twente,410,Twente,32,VolkerRail,,,,
1854,,,Telecom,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1855,,,BVL,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1856,,,Kunstwerken,Limburg,340,Maastricht,26,Strukton Rail,,,,
1857,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1858,,,3kv,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1859,,,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1860,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1861,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1862,,,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1863,,,3kv,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1864,,,Telecom,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1865,,,Kunstwerken,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1866,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1867,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1868,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1869,,,3kv,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1870,,,BVL,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1871,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1872,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1873,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1874,,,Seinwezen,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1875,,,Kunstwerken,Limburg,340,Roermond,25,Strukton Rail,,,,
1876,,,3kv,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1877,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1878,,,3kv,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1879,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1880,,,BVL,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1881,,,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1882,,,Telecom,Wadden,420,Friesland,36,Strukton Rail,,,,
1883,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1884,,,Baan,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1885,,,BVL,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1886,,,Telecom,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1887,,,BVL,Limburg,340,Roermond,25,Strukton Rail,,,,
1888,,,Baan,,,,,,,,,
1889,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1890,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1891,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1892,,,Baan,Twente,410,Twente,32,VolkerRail,,,,
1893,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1894,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1895,,,Baan,Limburg,340,Maastricht,26,Strukton Rail,,,,
1896,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1897,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1898,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1899,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1900,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1901,,,BVL,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1902,,,BVL,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1903,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1904,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1905,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1906,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1907,,,BVL,Wadden,420,Groningen,37,Strukton Rail,,,,
1908,,,Telecom,,,,,,,,,
1909,,,Kunstwerken,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1910,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1911,,,Kunstwerken,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1912,,,Baan,Zee-Zevenaar,130,A15trace,71,VolkerRail,,,,
1913,,,Basis,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1914,,,3kv,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1915,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1916,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1917,,,3kv,Zee-Zevenaar,130,A15trace,71,VolkerRail,,,,
1918,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1919,,,BVL,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1920,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1921,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1922,,,BVL,Zeeland,310,Goes,18,Strukton Rail,,,,
1923,,,3kv,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1924,,,BVL,Betuwe,320,Den Bosch,21,Strukton Rail,,,,
1925,,,Baan,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1926,,,Basis,,,,,,,,,
1927,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1928,,,Telecom,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1929,,,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1930,,,Basis,Twente,410,Twente,32,VolkerRail,,,,
1931,,,3kv,Wadden,420,Friesland,36,Strukton Rail,,,,
1932,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1933,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1934,,,3kv,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1935,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1936,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1937,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1938,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1939,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1940,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1941,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1942,,,Seinwezen,,,,,,,,,
1943,,,Seinwezen,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1944,,,3kv,De Peel,300,Venlo,27,ASSET Rail,,,,
1945,,,Basis,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1946,,,Baan,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1947,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1948,,,Seinwezen,Zeeland,310,Goes,18,Strukton Rail,,,,
1949,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1950,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1951,,,Seinwezen,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1952,,,Kunstwerken,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1953,,,Seinwezen,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1954,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1955,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1956,,,Kunstwerken,Den Haag,110,Den Haag,2,VolkerRail,,,,
1957,,,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1958,,,Telecom,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1959,,,Basis,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1960,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1961,,,3kv,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1962,,,Telecom,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1963,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1964,,,Kunstwerken,Brabant,330,Breda,20,ASSET Rail,,,,
1965,,,3kv,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1966,,,3kv,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1967,,,Kunstwerken,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1968,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1969,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1970,,,BVL,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1971,,,Telecom,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1972,,,Seinwezen,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1973,,,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1974,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1975,,,Baan,Twente,410,Twente,32,VolkerRail,,,,
1976,,,Kunstwerken,Wadden,420,Groningen,37,Strukton Rail,,,,
1977,,,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1978,,,3kv,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1979,,,Basis,De Peel,300,Venlo,27,ASSET Rail,,,,
1980,,,3kv,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1981,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1982,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1983,,,Kunstwerken,Wadden,420,Groningen,37,Strukton Rail,,,,
1984,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1985,,,3kv,Limburg,340,Maastricht,26,Strukton Rail,,,,
1986,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1987,,,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1988,,,Basis,Limburg,340,Maastricht,26,Strukton Rail,,,,
1989,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1990,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1991,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1992,,,Telecom,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1993,,,Kunstwerken,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1994,,,Kunstwerken,Twente,410,Twente,32,VolkerRail,,,,
1995,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1996,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1997,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1998,,,Baan,Twente,410,Twente,32,VolkerRail,,,,
1999,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
