FID,klasse,gdb_geomattr_data,shape
heggen.433,Heg/Haag,,"LINESTRING (179600.48999999836 330196.18499999866, 179600.6240000017 330196.1429999992, 179605.67399999872 330194.5469999984, 179605.78449999914 330194.5122000016)"
heggen.434,Heg/Haag,,"LINESTRING (179359.625 330197.4290000014, 179360.3839999996 330208.9279999994, 179363.33300000057 330219.875, 179365.7259999998 330227.7199999988)"
heggen.435,Heg/Haag,,"LINESTRING (179598.4210000001 330201.3819999993, 179606.32200000063 330198.6330000013)"
heggen.436,Heg/Haag,,"LINESTRING (179608.80600000173 330217.6889999993, 179608.41600000113 330217.8139999993)"
heggen.437,Heg/Haag,,"LINESTRING (179853.188000001 330221.11499999836, 179860.43400000036 330228.7320000008, 179863.93879999965 330232.3148000017)"
heggen.438,Heg/Haag,,"LINESTRING (179556.2639000006 330235.4620000012, 179574.80700000003 330229.5159999989, 179580.14499999955 330227.40900000185, 179585.7109999992 330225.2129999995)"
heggen.439,Heg/Haag,,"LINESTRING (179868.41299999878 330236.88899999857, 179872.51000000164 330241.0769999996, 179877.6259999983 330246.30099999905)"
heggen.440,Heg/Haag,,"LINESTRING (179960.8999999985 330253.8599999994, 179952.36300000176 330244.48099999875, 179943.44299999997 330234.0520000011, 179928.1860000007 330216.6220000014, 179913.31700000167 330199.5879999995, 179901.80299999937 330187.0379999988, 179887.4549999982 330170.2719999999, 179868.73999999836 330149.1070000008, 179849.97399999946 330127.86199999973, 179834.10500000045 330109.68499999866, 179827.7749999985 330102.8909999989)"
heggen.441,Heg/Haag,,"LINESTRING (179530.95199999958 330273.6099999994, 179539.00600000098 330255.6719999984, 179544.813000001 330241.19099999964, 179544.9530000016 330239.7270000018, 179545.38199999928 330235.2329999991, 179545.7969999984 330231.938000001)"
heggen.442,Heg/Haag,,"LINESTRING (179979.57499999925 330274.7879999988, 179975.89799999818 330270.7820000015)"
heggen.443,Heg/Haag,,"LINESTRING (179576.26900000125 330306.41000000015, 179584.53299999982 330303.58900000155)"
heggen.444,Heg/Haag,,"LINESTRING (180373.84299999848 330320.3220000006, 180386.3200000003 330328.0489999987, 180409.19299999997 330343.1319999993, 180425.38199999928 330353.0700000003)"
heggen.445,Heg/Haag,,"LINESTRING (179350.1889999993 330327.4690000005, 179353.063000001 330330.36499999836, 179372.8990000002 330343.9820000008, 179373.26900000125 330344.23600000143, 179371.78200000152 330346.5009999983, 179357.438000001 330368.36400000006)"
heggen.446,Heg/Haag,,"LINESTRING (180048.82499999925 330332.6979999989, 180062.00499999896 330312.14400000125, 180073.9219999984 330294.85599999875)"
heggen.447,Heg/Haag,,"LINESTRING (180024.86400000006 330335.3830000013, 180028.90700000152 330339.9679999985, 180031.19799999893 330342.56599999964, 180025.8209999986 330346.2490000017)"
heggen.448,Heg/Haag,,"LINESTRING (180257.87999999896 330338.87099999934, 180276.71400000155 330347.8770000003, 180280.94900000095 330349.90199999884)"
heggen.449,Heg/Haag,,"LINESTRING (180324.6640000008 330343.5780000016, 180330.24599999934 330332.7270000018, 180342.19000000134 330308.37000000104, 180346.4919999987 330301.53400000185)"
heggen.450,Heg/Haag,,"LINESTRING (180465.60300000012 330355.9360000007, 180462.6889999993 330359.45800000057, 180452.65199999884 330364.0159999989, 180440.14200000092 330368.4539999999, 180423.04399999976 330375.0320000015, 180422.08799999952 330375.4979999997)"
heggen.451,Heg/Haag,,"LINESTRING (179243.5789999999 330358.4549999982, 179276.44299999997 330300.11100000143)"
heggen.452,Heg/Haag,,"LINESTRING (180027.6409999989 330358.5029999986, 180025.5639999993 330360.65100000054, 180018.83300000057 330369.65300000086, 180015.99500000104 330373.44900000095, 180014.00809999928 330376.1057999991)"
heggen.453,Heg/Haag,,"LINESTRING (179994.28049999848 330359.18250000104, 179997.96400000155 330355.09699999914, 180000.63199999928 330352.13800000027)"
heggen.454,Heg/Haag,,"LINESTRING (180000.4149999991 330364.4450000003, 180008.00499999896 330355.4829999991)"
heggen.455,Heg/Haag,,"LINESTRING (179600.7490000017 330379.39499999955, 179599.7490000017 330378.53500000015, 179579.8359999992 330361.38699999824, 179563.5309999995 330348.36100000143, 179556.83799999952 330342.1499999985)"
heggen.456,Heg/Haag,,"LINESTRING (180409.30000000075 330381.0450000018, 180400.31500000134 330384.94900000095, 180386.8280000016 330391.8500000015, 180364.22199999914 330406.36499999836, 180347.83199999854 330417.8990000002, 180330.37799999863 330430.0170000009, 180322.80900000036 330435.0769999996, 180316.7749999985 330438.9149999991, 180314.57600000128 330440.03400000185, 180311.71200000122 330440.95600000024, 180307.9059999995 330441.01099999994, 180304.59200000018 330439.55000000075, 180301.85399999842 330437.5240000002, 180297.51099999994 330434.33900000155, 180279.38800000027 330420.6420000009, 180274.65399999917 330418.5, 180268.9549999982 330417.5850000009, 180261.44700000063 330416.8420000002, 180246.03400000185 330416.1640000008, 180228.0709999986 330415.35500000045, 180216.27800000086 330415.04300000146, 180201.15799999982 330414.41099999845, 180189.94299999997 330413.3429999985, 180166.9450000003 330411.01300000027, 180156.9750000015 330409.5089999996, 180147.2950000018 330407.31599999964, 180141.69700000063 330405.92599999905, 180140.03669999912 330405.20529999956)"
heggen.457,Heg/Haag,,"LINESTRING (179346.4759999998 330382.7980000004, 179336.66899999976 330376.76399999857)"
heggen.458,Heg/Haag,,"LINESTRING (180128.01799999923 330399.9849999994, 180126.82499999925 330399.46599999815, 180105.89299999923 330391.2870000005, 180089.79300000146 330384.4609999992, 180076.25499999896 330378.3280000016, 180066.8900000006 330373.28400000185, 180060.66200000048 330368.4629999995, 180053.40300000086 330362.2049999982, 180044.09699999914 330351.5489999987, 180037.25 330343.51900000125, 180028.9849999994 330333.4459999986, 180022.31799999997 330325.1959999986, 180018.55999999866 330320.686999999, 180003.438000001 330302.36199999973, 179995.69029999897 330293.47030000016)"
heggen.459,Heg/Haag,,"LINESTRING (180144.8590000011 330410.63699999824, 180149.65199999884 330412.14400000125, 180157.94099999964 330413.686999999)"
heggen.460,Heg/Haag,,"LINESTRING (180209.8280000016 330419.76399999857, 180210.42500000075 330419.77699999884, 180234.57600000128 330420.2879999988, 180241.7890000008 330420.44000000134, 180241.65799999982 330422.3289999999)"
heggen.461,Heg/Haag,,"LINESTRING (180069.04800000042 330421.63500000164, 180068.2580000013 330422.64400000125)"
heggen.462,Heg/Haag,,"LINESTRING (179582.5009999983 330438.47300000116, 179587.76300000027 330422.95899999887, 179588.83300000057 330419.8040000014, 179595.16299999878 330400.4439999983, 179598.15399999917 330391.7589999996)"
heggen.463,Heg/Haag,,"LINESTRING (180093.98299999908 330439.875, 180105.66800000146 330427.1710000001)"
heggen.464,Heg/Haag,,"LINESTRING (179630.7899999991 330442.83999999985, 179631.04800000042 330442.3420000002, 179637.06500000134 330430.7349999994, 179620.1490000002 330407.96499999985)"
heggen.465,Heg/Haag,,"LINESTRING (179419.0859999992 330443.43299999833, 179448.7410000004 330450.12900000066, 179487.6889999993 330458.9230000004)"
heggen.466,Heg/Haag,,"LINESTRING (179626.30900000036 330444.0489999987, 179626.43299999833 330443.8350000009, 179628.94299999997 330439.51000000164, 179630.89699999988 330436.1420000009, 179628.436999999 330435.0179999992, 179622.61499999836 330432.3590000011, 179605.14400000125 330426.3539999984)"
heggen.467,Heg/Haag,,"LINESTRING (180110.03909999877 330458.48589999974, 180110.27199999988 330458.23800000176, 180119.2890000008 330464.43400000036)"
heggen.468,Heg/Haag,,"LINESTRING (180131.13599999994 330476.58300000057, 180131.60799999908 330476.0089999996, 180132.11100000143 330475.3979999982)"
heggen.469,Heg/Haag,,"LINESTRING (179485.23099999875 330479.45600000024, 179485.71700000018 330479.5480000004, 179494.2259999998 330481.16699999943)"
heggen.470,Heg/Haag,,"LINESTRING (180164.39499999955 330495.61199999973, 180164.0859999992 330495.381000001, 180175.82499999925 330480.7580000013, 180177.23900000006 330478.85599999875)"
heggen.471,Heg/Haag,,"LINESTRING (180157.44900000095 330499.1550000012, 180158.98299999908 330497.49599999934, 180154.7950000018 330494.41099999845)"
heggen.472,Heg/Haag,,"LINESTRING (179844.14799999818 330510.8420000002, 179856.563000001 330516.1220000014, 179858.29399999976 330512.1039999984)"
heggen.473,Heg/Haag,,"LINESTRING (179844.40799999982 330530.30799999833, 179841.98420000076 330525.18939999864)"
heggen.474,Heg/Haag,,"LINESTRING (179635.58399999887 330530.54399999976, 179643.14799999818 330533.2259999998, 179646.52800000086 330534.53400000185, 179652.65399999917 330536.90399999917, 179657.72399999946 330539.55999999866, 179662.6860000007 330542.10599999875, 179665.16099999845 330543.9750000015)"
heggen.475,Heg/Haag,,"LINESTRING (180299.05900000036 330535.9620000012, 180298.24599999934 330535.1779999994)"
heggen.476,Heg/Haag,,"LINESTRING (180293.3040000014 330540.3289999999, 180299.05900000036 330535.9620000012)"
heggen.477,Heg/Haag,,"LINESTRING (179767.53700000048 330549.4849999994, 179767.80999999866 330549.76000000164, 179775.28200000152 330557.29399999976)"
heggen.478,Heg/Haag,,"LINESTRING (180336.90399999917 330553.95600000024, 180329.61800000072 330548.4200000018, 180334.85599999875 330542.01099999994)"
heggen.479,Heg/Haag,,"LINESTRING (180302.76700000092 330555.08900000155, 180310.05900000036 330546.5780000016, 180299.05900000036 330535.9620000012)"
heggen.480,Heg/Haag,,"LINESTRING (180320.9459999986 330555.5879999995, 180326.96200000122 330561.05700000003)"
heggen.481,Heg/Haag,,"LINESTRING (180309.24300000072 330562.69000000134, 180311.8669999987 330565.6460000016, 180307.96400000155 330567.7569999993)"
heggen.482,Heg/Haag,,"LINESTRING (180315.73600000143 330579.8509999998, 180315.875 330579.686999999, 180321.66899999976 330572.80999999866, 180322.1499999985 330572.23900000006)"
heggen.483,Heg/Haag,,"LINESTRING (179150.05000000075 330591.70800000057, 179138.63500000164 330575.01399999857, 179134.13599999994 330567.44000000134, 179133.60799999908 330562.7879999988, 179136.80799999833 330547.2569999993, 179134.03799999878 330542.4360000007, 179126.61899999902 330538.65900000185)"
heggen.484,Heg/Haag,,"LINESTRING (180361.15900000185 330621.80099999905, 180351.7960000001 330632.1420000009)"
heggen.485,Heg/Haag,,"LINESTRING (180171.89499999955 330622.3999999985, 180160.5159999989 330632.66000000015)"
heggen.486,Heg/Haag,,"LINESTRING (180123.18470000103 330675.9752999991, 180123.89699999988 330675.28599999845, 180128.79199999943 330670.5150000006)"
heggen.487,Heg/Haag,,"LINESTRING (180114.9354000017 330683.9556000009, 180119.32600000128 330679.70899999887)"
heggen.488,Heg/Haag,,"LINESTRING (180086.82400000095 330684.35599999875, 180086.8440000005 330694.4750000015, 180086.10300000012 330711.0920000002, 180086.13199999928 330711.37000000104)"
heggen.489,Heg/Haag,,"LINESTRING (180137.10810000077 330688.66789999977, 180153.65900000185 330673.3539999984)"
heggen.490,Heg/Haag,,"LINESTRING (179947.87700000033 330710.2969999984, 179948.0469999984 330710.5069999993)"
heggen.491,Heg/Haag,,"LINESTRING (180086.13199999928 330711.37000000104, 180090.5850000009 330707.2569999993, 180094.43400000036 330703.5859999992)"
heggen.492,Heg/Haag,,"LINESTRING (180086.13199999928 330711.37000000104, 180088.3299999982 330733.0300000012, 180088.8299999982 330736.9450000003, 180089.04800000042 330745.13800000027, 180089.5159999989 330758.33900000155, 180090.59200000018 330771.5460000001, 180090.6790000014 330778.97199999914, 180091.84200000018 330783.8379999995)"
heggen.493,Heg/Haag,,"LINESTRING (180084.87299999967 330712.5320000015, 180086.13199999928 330711.37000000104)"
heggen.494,Heg/Haag,,"LINESTRING (180319.6550000012 330752.311999999, 180323.29199999943 330753.09800000116, 180324.7340000011 330748.50499999896, 180325.1090000011 330747.30900000036, 180325.49399999902 330745.8350000009, 180327.78200000152 330737.0709999986, 180324.40199999884 330736.43200000003)"
heggen.495,Heg/Haag,,"LINESTRING (180293.37099999934 330794.6490000002, 180295.39299999923 330793.5179999992, 180298.3900000006 330789.66800000146)"
heggen.496,Heg/Haag,,"LINESTRING (180280.1160000004 330809.5460000001, 180289.19799999893 330798.6790000014)"
heggen.497,Heg/Haag,,"LINESTRING (180067.061999999 330812.5480000004, 180077.13899999857 330822.5390000008, 180096.4219999984 330841.18499999866, 180107.80600000173 330852.23900000006)"
heggen.498,Heg/Haag,,"LINESTRING (179895.79100000113 330815.2349999994, 179895.55700000003 330816.23900000006)"
heggen.499,Heg/Haag,,"LINESTRING (180151.1700000018 330824.62099999934, 180184.8040000014 330855.6030000001, 180185.75299999863 330856.4770000018, 180197.47100000083 330867.8729999997, 180211.79800000042 330881.8049999997)"
heggen.500,Heg/Haag,,"LINESTRING (179544.73900000006 330834.5920000002, 179544.38899999857 330795.04199999943)"
heggen.501,Heg/Haag,,"LINESTRING (179544.75400000066 330839.4450000003, 179529.4450000003 330853.188000001, 179510.74799999967 330868.58199999854, 179486.7950000018 330889.8200000003, 179471.63699999824 330902.58199999854, 179460.1550000012 330912.8539999984, 179440.60700000077 330929.08199999854, 179420.4849999994 330946.56700000167, 179415.68299999833 330949.18499999866, 179404.99700000137 330936.9970000014, 179393.89799999818 330924.1020000018)"
heggen.502,Heg/Haag,,"LINESTRING (180016.85399999842 330847.73099999875, 180003.49210000038 330857.4118999988)"
heggen.503,Heg/Haag,,"LINESTRING (179873.24399999902 330850.82400000095, 179862.49500000104 330862.7719999999)"
heggen.504,Heg/Haag,,"LINESTRING (180113.22399999946 330869.33100000024, 180109.0399999991 330874.4770000018, 180102.73099999875 330869.95800000057, 180101.07499999925 330870.3229999989, 180096.8359999992 330874.72300000116)"
heggen.505,Heg/Haag,,"LINESTRING (180096.8359999992 330874.72300000116, 180108.8049999997 330885.89499999955)"
heggen.506,Heg/Haag,,"LINESTRING (180222.55700000003 330875.44900000095, 180208.82499999925 330863.16099999845, 180169.01700000092 330823.9149999991, 180168.30900000036 330823.19200000167)"
heggen.507,Heg/Haag,,"LINESTRING (179795.68299999833 330878.3729999997, 179807.51799999923 330887.0709999986, 179807.97899999842 330887.41000000015)"
heggen.508,Heg/Haag,,"LINESTRING (179848.20699999854 330887.6160000004, 179847.7589999996 330887.26300000027, 179845.70899999887 330885.64400000125, 179835.90700000152 330896.5320000015, 179830.1860000007 330902.88699999824, 179828.3280000016 330905.38599999994, 179827.87799999863 330906.59800000116, 179827.26799999923 330908.23800000176, 179829.42399999872 330910.0920000002)"
heggen.509,Heg/Haag,,"LINESTRING (179697.8110000007 330888.8280000016, 179671.76700000092 330913.0150000006, 179647.30299999937 330935.02699999884)"
heggen.510,Heg/Haag,,"LINESTRING (179806.68499999866 330898.61100000143, 179801.5700000003 330894.83399999887, 179788.58199999854 330885.243999999)"
heggen.511,Heg/Haag,,"LINESTRING (180072.73000000045 330901.3590000011, 180093.56899999827 330878.11400000006, 180096.8359999992 330874.72300000116)"
heggen.512,Heg/Haag,,"LINESTRING (179783.01199999824 330904.8660000004, 179777.19000000134 330913.0029999986)"
heggen.513,Heg/Haag,,"LINESTRING (179809.4919999987 330918.17599999905, 179783.91099999845 330898.0300000012)"
heggen.514,Heg/Haag,,"LINESTRING (179654.02600000054 330946.26399999857, 179673.51799999923 330966.9459999986, 179690.22399999946 330985.3260000013, 179692.2049999982 330987.0089999996, 179703.83100000024 330977.84899999946)"
heggen.515,Heg/Haag,,"LINESTRING (179716.3900000006 330963.1710000001, 179715.9840000011 330957.8040000014, 179714.4299999997 330947.15300000086, 179711.78799999878 330930.7740000002, 179707.375 330901.6889999993)"
heggen.516,Heg/Haag,,"LINESTRING (179905.5610000007 331009.8299999982, 179902.53400000185 331006.5789999999, 179889.29300000146 330992.35599999875)"
heggen.517,Heg/Haag,,"LINESTRING (179589.99399999902 331028.12900000066, 179581.50400000066 331030.0850000009, 179577.2589999996 331031.063000001, 179573.01000000164 331032.48000000045, 179567.99799999967 331035.72100000083, 179563.28799999878 331039.1779999994, 179560.2039999999 331040.7520000003)"
heggen.518,Heg/Haag,,"LINESTRING (179527.0249999985 331032.13599999994, 179514.4609999992 331023.3289999999, 179516.96400000155 331019.7289999984)"
