Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Sporthal De Meent,Orion 3,1188AM,Amstelveen,Buiten Amsterdam,,34165812,,52.28121841,4.85565552
Gymnastiek,Panda Gym,www.pandagym.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,77533550,ja,52.29676965,4.97825726
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Nieuw-West,,40532716,ja,52.35788575,4.93135106
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40532715,ja,52.35788575,4.93135106
Gymnastiek,DOS,www.dosamsterdam.nl,Sporthal Zeeburgereiland,Foekje Dillemastraat 118,1095MK,Amsterdam,Oost,,40532716,ja,52.37236218,4.96866457
Gymnastiek,GTV de Badhoeve,www.gtvdebadhoeve.nl,Sportpark Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40595417,,52.3678604,4.80397743
Gymnastiek,You Turn Amsterdam,www.youturnamsterdam.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,54804728,ja,52.36466138,4.86575665
Gymnastiek,N.O.S.,www.nos-turnen.nl,Sportzaal Dorpshuis,Dorpsplein 60,1115CX,Duivendrecht,Buiten Amsterdam,,40531788,,52.3325943,4.93835705
Gymnastiek,DOS,www.dosamsterdam.nl,Sportzaal Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40532716,ja,52.3779916,4.87847974
Gymnastiek,Turnz,www.turnz.nl,Troelstraschool,Doctor H. Colijnstraat 2,1067CG,Amsterdam,Nieuw-West,,40535474,ja,52.37529812,4.80659079
Gymnastiek,United Amstelveen,www.united-amstelveen.nl,Turnhal en Beweegbox,Sportlaan 25,1185TB,Amstelveen,Buiten Amsterdam,,34165812,,52.28931401,4.85227274
Gymnastiek,Turnz,www.turnz.nl,Turnhal Sloten,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,40535474,ja,52.34013284,4.80943351
Gymnastiek,GV TONIDO,www.tonidoamsterdamnoord.nl,Turnzaal TONIDO,Bezaanjachtplein 245,1034CR,Amsterdam,Noord,,40532221,ja,52.40785689,4.91705772
Gymnastiek,WVGV,www.turneninweesp.nl,Wijkcentrum De Roskam,Papelaan 99,1382RK,Weesp,Buiten Amsterdam,,40516125,ja,52.31211034,5.0346401
Handbal,Universitaire Sportvereniging,www.ushandbal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993,,52.35863353,4.91002045
Handbal,Zeeburg,www.svzeeburg.nl,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,40532363,,52.3384643,4.96858557
Handbal,DSG,www.dsghandbal.nl,Sporthal Sloten,Sloterweg 1043F,1066CC,Amsterdam,Nieuw-West,,40530112,ja,52.33707005,4.80253316
Handbal,WeHave,www.wehave.nl,Sporthal Weespersluis,Fort Diemerdamstraat 71d,1384AH,Weesp,Weesp,,40516197,ja,52.3170116,5.0440134
Handbal,T.O.G.,www.avvtog.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40532089,,52.36594199,4.95130945
Handbal,AHC'31,www.ahc31.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,40531675,,52.33997926,4.85410708
Handbal,Aristos,www.aristosamsterdam.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,40531183,ja,52.38206168,4.78435888
Handbal,VOC Amsterdam,www.voc-handbal.nl,Sportpark De Weeren,Volendammerweg 314,1027EA,Amsterdam,Noord,,34255593,,52.39346007,4.96561264
Handbal,T.O.B.,www.rksv.tob.nl,Sportpark Melkweg,Meteorenweg 270,1035RN,Amsterdam,Noord,,40530737,,52.41828524,4.87475375
Handbal,SV Vriendschap,www.svvriendschap.nl,Sportpark Melkweg,Meteorenweg 278,1035RN,Amsterdam,Noord,,40531691,ja,52.41934529,4.87256589
Handbal,Heracles,www.sv-heracles-amsterdam.info/?tag=handbal,Sportpark Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40530123,,52.3678604,4.80397743
Handbal,Westsite,www.westsite.amsterdam,Sportpark Riekerhaven,Handbalstraat 740,1062XA,Amsterdam,Nieuw-West,,34162957,ja,52.34181617,4.8363683
Handbal,DSG,www.dsghandbal.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40530112,,52.33961512,4.80649086
Handboogschieten,K.N.H.S Concordia,www.knhs-concordia.org,Sportpark Ookmeer,Abe Lenstralaan 10,1067MV,Amsterdam,Nieuw-West,,40531835,,52.37311264,4.79380531
Handboogschieten,Amsterdamse Spoorweg Sport Vereniging A.S.S.V.,www.assv.deds.nl,Zwembad & Sportcentrum Wethouder Duran,Ouderkerkerlaan 10,1115NS,Duivendrecht,Buiten Amsterdam,,40530845,,52.32084685,4.93842698
Hapkido,Chong Mu Kwan,www.chongmukwan.com,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,52.34975372,4.89371511
Hardlopen,Running Holland,www.runningholland.nl,Amsterdamse Bos,Bosbaanweg 5,1182DA,Amstelveen,Buiten Amsterdam,,52662101,,52.32743247,4.85497141
Hardlopen,Stichting Project Fearless,www.projectfearless.org/nl-home,Beatrixpark,Beethovenplein 2,1077WM,Amsterdam,Zuid,,75276836,ja,52.34150723,4.87811483
Hardlopen,Running Holland,www.runningholland.nl,Sport371,Overtoom 371,1054JN,Amsterdam,West,,52662101,,52.35951726,4.8630132
Hardlopen,Zoev,www.zoev.net,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339,,52.35564969,4.95629984
Hardlopen,Sportclub Eendracht,www.sportparkdeeendracht.nl/sporten/hardlopen,Sportpark De Eendracht,Bok de Korverweg 4,1067HR,Amsterdam,Nieuw-West,,40533717,,52.37972092,4.78712247
Hardlopen,Running Club Amsterdam,www.runningclubamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,,,52.33961512,4.80649086
Hardlopen,Loopqlub,www.loopqlub.nl,Sportpark Westerpark,Klönne plein 10-12,1014DD,Amsterdam,West,,58979611,,52.38725893,4.87041182
Hockey,Rubicon,www.ahcrubicon.nl,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,67536484,,52.3114262,4.96474872
Hockey,SV Kampong Hockey rolstoelhockey,www.stickweb.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,Ja,34190856,,52.29676965,4.97825726
Hockey,HC A.M.V.J.,www.hcamvj.nl,Sportpark 't Loopveld,Aanloop 2,1183SZ,Amstelveen,Zuid,,40532754,,52.32047213,4.88479553
Hockey,V.V.V.,www.hockeyclubvvv.nl,Sportpark 't Loopveld,Aanloop 7,1183SZ,Amstelveen,Zuid,,40530657,ja,52.31863464,4.89196336
Hockey,Pinoké,www.pinoke.nl,Sportpark Amsterdamse Bos,Jan Tooroplaan 46,1182AE,Amstelveen,Buiten Amsterdam,,40531935,,52.31825908,4.85256749
Hockey,A.H.& B.C.,www.ahbc.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 19,1182AA,Amstelveen,Zuid,,40530202,,52.32008914,4.85218956
Hockey,THC Hurley,www.hurley.nl,Sportpark Amsterdamse Bos,Nieuwe Kalfjeslaan 21,1182AA,Amstelveen,Zuid,,40533024,,52.32087754,4.84837639
Hockey,Abcoude,www.hvabcoude.nl,Sportpark De Hollandse Kade,Ruwelspad 1,1391JA,Abcoude,Buiten Amsterdam,,,,52.27983528,4.9706876
Hockey,H.I.C.,www.hichockey.nl,Sportpark Escapade,Escapade 1,1183NM,Amstelveen,Buiten Amsterdam,,,,52.30415977,4.8840293
Hockey,AHC IJburg ,www.ahcijburg.nl,Sportpark IJburg,Jan Beijerpad 1,1087BX,Amsterdam,Oost,,34388539,,52.3547421,4.98089246
Hockey,AHMC  F.I.T.,www.amhc-fit.nl,Sportpark Kadoelen,Vikingpad 41,1034VG,Amsterdam,Noord,,40531047,,52.41453414,4.91507052
Hockey,S.B.H.C. Xenios,www.xenios.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40535212,,52.33961512,4.80649086
Hockey,A.M.H.C. Westerpark,www.amhcwesterpark.nl,Sportpark Spieringhorn,Sportpark Spieringhorn 5,1043AA,Amsterdam,Nieuw-West,,34342197,ja,52.38633361,4.82701658
Hockey,Myra,www.hvmyra.nl,Sportpark Sportlaan,Sportlaan 31,1185TB,Amstelveen,Buiten Amsterdam,,40531629,,52.28870863,4.85519979
Hockey,M.H.C. Amstelveen,www.mhc-amstelveen.nl,Sportpark Startbaan,Startbaan 9,1185XP,Amstelveen,Buiten Amsterdam,,,,52.28861307,4.85076981
Hockey,AthenA,www.hcathena.nl,Sportpark Voorland,Voorlandpad 13,1098TZ,Amsterdam,Oost,,34212175,,52.34685655,4.95521638
Honkbal/Softbal,Amsterdam Marshals,www.amsterdammarshals.nl,Bijlmer Sportpark,Karspeldreef 505,1102BX,Amsterdam,Zuidoost,,54216869,ja,52.3114262,4.96474872
Honkbal/Softbal,D.V.H.,www.dvh-amstelveen.nl,DVH-Sportcentrum,Wimbledonpark 2,1185XN,Amstelveen,Buiten Amsterdam,,,,52.28913047,4.84527371
Honkbal/Softbal,sc Badhoevedorp,www.scbdorp.nl,Sportcomplex de Sporthoeve,Sportlaan 2,1171EH,Badhoevedorp,Buiten Amsterdam,,40594223,,52.33321808,4.78419081
Honkbal/Softbal,TIW Survivors Diemen,www.tiw-survivors.nl,Sportpark De Diemen,Sportlaan 9,1111PX,Diemen,Buiten Amsterdam,,40536535,,52.33851845,4.97628924
Honkbal/Softbal,O.S.C. Ban Topa Future Stars,www.bantopafs.nl,Sportpark De Toekomst,Borchlandweg 14,1114BD,Amsterdam-Duivendrecht,Zuidoost,,,,52.31357084,4.9288665
Honkbal/Softbal,O.V.V.O.,www.ovvo-amsterdam.nl,Sportpark Middenmeer,Radioweg 73,1098NG,Amsterdam,Oost,,34153612,ja,52.34996985,4.9493275
Honkbal/Softbal,Amsterdam Pirates,www.amsterdampirates.nl,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,40531384,,52.36662879,4.79847299
Honkbal/Softbal,A.H.C. Quick,www.quickamsterdam.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,40535612,ja,52.33961512,4.80649086
Honkbal/Softbal,Amsterdam North Stars,www.amsterdamnorthstars.nl,Sportpark Tuindorp-Oostzaan,Perenpad 3-5,1033TB,Amsterdam,Noord,,34263263,ja,52.41379668,4.89507432
IJshockey,IJV Amstel Tijgers anno 1963,www.amsteltijgers.nl,Jaap Eden IJsbaan,Radioweg 64,1098NJ,Amsterdam,Oost,,34194868,,52.34897301,4.94536705
Jeu de Boules,Abcoude,jdbca.nl,Boulodrôme,Molenweg 19 B,1391CH,Abcoude,Buiten Amsterdam,,,,52.26885797,4.98147547
Jeu de Boules,Les Bohemiens de Petanque,lesbohemiensdepetanque.weebly.com,Jeu de Boules,Buziaustraat 32,1068KN,Amsterdam,Nieuw-West,,,,52.35263222,4.81189422
Jeu de Boules,Mooie Boules,www.mooieboules.nl,Mooie Boules,Zeeburgerpad 3,1018AH,Amsterdam,Oost,,69390967,,52.36685944,4.92743145
Jeu de Boules,De Drie Kastanjes,geen website,Onderlangs,Onderlangs,1097ZJ,Amsterdam,Oost,,40539544,,52.34049465,4.95045876
Jeu de Boules,Jeu De Boule Vereniging De Meteoor,www.jbcdemeteoor.nl,Sportpark Tuindorp Oostzaan,Perenpad 3,1033TB,Amsterdam,Noord,,40534702,,52.41379668,4.89507432
Judo,Fuyiama,www.fuyiama.nl,A.S.V. Bilderdijkpark,Bilderdijkpark 10,1052SB,Amsterdam,West,,34138064,ja,52.37164057,4.86887575
Judo,BeTer Judo,www.beterjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,ja,,,52.36500489,4.80633473
Judo,Stichting Special Needs Judo Foundation,www.specialneedsjudo.nl,Alphons Laudyschool,Meer en Vaart 9,1068KV,Amsterdam,Nieuw-West,,,,52.36500489,4.80633473
Judo,Judo-iwa,www.judo-iwa.nl,Amsterdam Training Center,H.J.E. Wenckebachweg 6V-5,1096AN,Amsterdam,Oost,,72720387,ja,52.33669611,4.92759236
Judo,Judoschool Van Heest,www.judoschool.nl,Basisschool de Achthoek ,Hengelstraat 100,1019DC,Amsterdam,Oost,,34266776,,52.37440571,4.9457341
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,BS de Ark,Zuid Hollandstraat 7,1082EK,Amsterdam,Zuid,,56080212,ja,52.32662842,4.87474072
Judo,Budoschool Amsterdam,www.budoschoolamsterdam.eu,BSA de Zeppelin,Bessenpad 1,1033LW,Amsterdam,Noord,,,,52.41043473,4.8949353
Judo,Shin Shin Bu Ken,www.shin-shinbuken.nl,Budovereniging Shin-ShinBuKen,Lodewijk van Deysselstraat 107,1064HM,Amsterdam,Nieuw-West,,,,52.37764394,4.81047224
Judo,Judo Jishin,www.judojishin.nl,Buitenschoolse Opvang Villa Bons,Galileïplantsoen 39,1098LW,Amsterdam,Oost,,56131445,,52.35417565,4.93888977
Judo,Fuyiama,www.fuyiama.nl,Buurtcentrum Oosterpark,Derde Oosterparkstraat 159,1092CW,Amsterdam,Oost,,34138064,ja,52.35752782,4.92022776
Judo,Buurtvereniging Jacob Maris,www.jacobmaris.com,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,40535350,,52.36571126,4.85527593
Judo,Fuyiama,www.fuyiama.nl,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,34138064,ja,52.36571126,4.85527593
Judo,Judo Ryu Sakura,www.judoryusakura.nl,Chassé Dans Studio,Chasséstraat 64,1057JJ,Amsterdam,West,,72973331,ja,52.37002713,4.86158761
Judo,Judoschool Van Heest,www.judoschool.nl,De Palm,Palmstraat 34,1015HS,Amsterdam,Centrum,,34266776,,52.38173617,4.88401802
Judo,Don Bosco,www.donbosco-amsterdam.nl,Don Bosco,James Wattstraat 56,1097DM,Amsterdam,Oost,,,,52.35171324,4.92492702
Judo,Dojo de Jong,www.dojodejong.nl,Frankendaelschool,Hogeweg 63,1098CA,Amsterdam,Oost,,34219604,,52.35634428,4.93484582
Judo,Stichting Koka,www.stichtingkoka.nl,Groeneveen 91D,Groeneveen 91D,1103EG,Amsterdam,Zuidoost,,34372273,,52.32114327,4.97273802
Judo,H.C. Fritz ,www.judofritz.nl,Gymnastiekgebouw,Schoolstraat 61,1111BP,Diemen,Buiten Amsterdam,,69593299,,52.34110356,4.9589162
Judo,Kenchutai,www.kenchutai.nl,Gymzaal Adelaarsweg 113,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,61704768,,52.38860742,4.92026769
Judo,Judoclub KidsFun,www.jckidsfun.nl,Gymzaal Chrysantenstraat 28,Chrysantenstraat 28,1031HT,Amsterdam,Noord,,56212321,ja,52.39189037,4.90604312
Judo,Sportcentrum Pleizier,www.sportcentrumpleizier.nl,Gymzaal Holendrecht,Wisseloordplein 4,1106MH,Amsterdam,Zuidoost,,40538671,ja,52.29700286,4.9886486
Judo,Judo Jishin,www.judojishin.nl,Gymzaal Pro Regeschool,Hemsterhuisstraat 87,1065JX,Amsterdam,Nieuw-West,,56131445,,52.36092523,4.82322682
Judo,Judoschool Onaji,www.judoschoolonaji.nl,Gymzaal Rosa Boekdrukker,Vancouverstraat 3,1056DT,Amsterdam,West,,56001185,ja,52.3731714,4.855348
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Gymzaal Theophile de Bockstraat 100,Theophile de Bockstraat 100,1058VC,Amsterdam,Zuid,,56080212,ja,52.35510924,4.84614077
Judo,Fuyiama,www.fuyiama.nl,Gymzaal Wachterliedpaviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,34138064,ja,52.37763867,4.85384756
Judo,Budoschool Amsterdam,www.budoschoolamsterdam.eu,Heldringschool ,Bosrankstraat 1,1032LH,Amsterdam,Noord,,34301792,,52.39777221,4.90653659
Judo,Judoschool Onaji,www.judoschoolonaji.nl,Hogendorp Sportcentrum,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,56001185,ja,52.38164722,4.86758379
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,HvA,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,56080212,ja,52.36792292,4.80572388
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Instituut Schreuder,Van de Veldestraat 10,1071CW,Amsterdam,Zuid,,56080212,ja,52.35897068,4.87990158
Judo,Jumping Feet,www.jumpingfeet.nl,Jumping Feet Fitness en Aerobic-Dance Studio,Noordkaperweg 5,1035HA,Amsterdam,Noord,,,,52.42161649,4.88450586
Judo,Reis- en Ontspanningsvereniging Kindervreugd,www.kindervreugd.org,Kindervreugd,Kramatweg 31 A,1095JS,Amsterdam,Oost,,,,52.36478255,4.94644649
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Lastage,Lastage/Nieuwe Jonkerstraat,1011CM,Amsterdam,Centrum,,56080212,ja,52.373353,4.90265284
Judo,Judoclub KidsFun,www.jckidsfun.nl,OBS Vijf Sterren,Markengouw 245A,1024EA,Amsterdam,Noord,,56212321,ja,52.39429711,4.95911832
Judo,Judoschool Van Heest,www.judoschool.nl,Openbare Montessorischool Steigereiland ,John Hadleystraat 4,1086WB,Amsterdam,Oost,,34266776,,52.36099163,4.98220182
Judo,Toradoshi,www.toradoshi.nl,Pluspunt,Albardakade 5-7,1067DD,Amsterdam,Nieuw-West,,34205146,ja,52.37802795,4.80263944
Judo,Judovereniging Tenkaichi,www.tenkaichi.nl,Sportcentrum Caland (dojo in kelder),Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34181512,,52.35443917,4.80713356
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,56080212,ja,52.34975372,4.89371511
Judo,Bushido Dojo,www.bushido-dojo.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,40537838,,52.35788575,4.93135106
Judo,Luki Goshi,www.lukigoshi.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam,Oost,,34185499,,52.35788575,4.93135106
Judo,Judo Yushi,www.judoyushi.nl,Sportpark Ookmeer,Dokter Meurerlaan 8,1067SM,Amsterdam,Nieuw-West,,34117993,ja,52.36792292,4.80572388
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportpark Sloten ,Sloterweg 1043T,1066CC,Amsterdam,Nieuw-West,,56080212,ja,52.34013284,4.80943351
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,56080212,ja,52.36466138,4.86575665
Judo,Judoclub KidsFun,www.jckidsfun.nl,Turnzaal TONIDO,Bezaanjachtplein 245,1034CR,Amsterdam,Noord,,56212321,ja,52.40785689,4.91705772
Judo,Judo Academie Amsterdam,www.judoacademieamsterdam.nl,Wellantcollege,Jan van Zutphenstraat 60,1069RS,Amsterdam,Nieuw-West,,56080212,ja,52.34974313,4.79535064
Judo,Judoschool Onaji,www.judoschoolonaji.nl,WG-terrein,Ketelhuisplein 45,1054RD,Amsterdam,West,,56001185,ja,52.36354522,4.8694695
Judo  ,Oska ,www.bloemenkwartier.nl,Buurthuis het Anker,Wingerdweg 260 B,1032AN,Amsterdam,Noord,,40535396,,52.39671714,4.91871302
Kaatsen,Amsterdamse Kaatsclub,www.kaatsclubamsterdam.nl,Sportpark De Eendracht,Bok de Korverweg 6,1067HR,Amsterdam,Nieuw-West,,,,52.37827918,4.78639297
Kanoën,Amstelsport,www.amstelsport.nl/buitensport-activiteiten/kano,Amstelsport,Ouderkerkerdijk,1096CR,Amsterdam,Oost,,,,52.33948529,4.9144883
Kanoën,Kanovereniging Zeeburg,www.kvzeeburg.nl,Clubgebouw KVZ,Veemarkt 76A,1019DD,Amsterdam,Oost,,,,52.36743224,4.93630131
Kanoën,Sloterplas,www.kanoverenigingsloterplas.nl,Clubhuis,Christoffel Plantijngracht 1,1065DA,Amsterdam,Nieuw-West,,40530649,,52.35894943,4.81604407
Kanoën,Gaasperplas,www.kvgaasperplas.nl,Clubhuis,Langbroekpad 2,1108EA,Amsterdam,Zuidoost,,40533116,,52.30497207,4.97986793
Kanoën,KV Frisia,www.kvfrisia.nl,Clubhuis Frisia,Bleekerskade 4,1182EA,Amstelveen,Buiten Amsterdam,,40531003,,52.31292697,4.83951467
Kanoën,Griffioen Outdoor,www.griffioenoutdoor.nl,Griffioen Outdoor,Willinklaan 7,1067SL,Amsterdam,Nieuw-West,,32120847,,52.37081422,4.80333655
Kanoën,Sportmomentje,www.sportmomentje.nl,Jeugdland Amsterdam,Valentijnkade 131,1095KH,Amsterdam,Oost,,63649055,,52.35901971,4.95573736
Kanoën,Kano op IJburg,www.kanoopijburg.nl,Kano op IJburg,Zandzeggestraat 3,1087SL,Amsterdam,Oost,,34368596,,52.34448074,5.0054329
Kanoën,Kano & SUP Amsterdam/Kanoschool.nl,www.kanoschool.nl,Roeicentrum Berlagebrug,Weesperzijde 1094,1097DS,Amsterdam,Oost,,35029626,,52.34833311,4.91299394
Kanoën,Viking,www.kvviking.nl,Sportpark Kadoelen,Vikingpad 40,1034VG,Amsterdam,Noord,,40532948,,52.41289006,4.91523502
Kanoën,Watersportcentrum Sloterplas,www.watersportcentrumsloterplas.nl,Watersportcentrum,Christoffel Plantijngracht 4,1065DA,Amsterdam,Nieuw-West,,,,52.36028789,4.81589472
Karate,Shuri Ryu Amsterdam,www.shuriryu.nl/karate/amsterdam,9e Montessorischool,Karel du Jardinstraat 74,1073TE,Amsterdam,Zuid,,,,52.35128612,4.89695645
Karate,Shin-ShinBuKen budovereniging,www.shin-shinbuken.nl,Budovereniging Shin-ShinBuKen,Lodewijk van Deysselstraat 107,1064HM,Amsterdam,Nieuw-West,,,,52.37764394,4.81047224
Karate,ki club.cool,www.martialart.nl,Burghtschool,Herengracht 34,1015BL,Amsterdam,Centrum,,34214965,,52.3782863,4.89073943
Karate,Karateschool Fightin' Nabil,www.fightinnabil.nl,Dojo Sportcentrum Calland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,51100053,,52.35443917,4.80713356
Karate,Budo lifestyle karate,www.budolifestyle.nl ,Gymzaal Houdringe,Houdringe 2,1025BA,Amsterdam,Noord,,,ja,52.40062309,4.94584032
Karate,St. Budo Lifestyle,www.budolifestyle.nl,Gymzaal Louis Bouwmeesterschool,Louis Bouwmeesterstraat 14,1065KW,Amsterdam,Nieuw-West,,,,52.35570058,4.82076845
Karate,Nippon Karatedo Genwakai,www.genwakai.eu,Gymzaal MFC Binnenhof,Arent Janszoon Ernststraat 112,1082LP,Amsterdam,Zuid,,,,52.33231476,4.87822551
Karate,Stichting Karate Zuidoost,www.karatezuidoost.nl,Gymzaal Mijehof 300,Mijehof 300,1106HW,Amsterdam,Zuidoost,,56917708,ja,52.30042026,4.96843048
