woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201607;252;254;1420.10;5.6
Westzaan;Westzaan;Westzaan Zuid;201504;16;16;147.20;9.2
Krommenie;Krommenie Oost;Snuiverbuurt;201708;155;157;1750.10;11.3
Zaandam;Zaandam West;Spoorbuurt;201609;35;38;321.80;9.2
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201506;427;430;3148.80;7.4
Krommenie;Krommenie West;Noorderham;201705;87;90;919.10;10.6
Assendelft;Assendelft-Noord;Waterrijk;201809;96;;954.27;9.9
Zaandam;Kogerveldwijk;Kogerveld;201810;100;;451.50;4.5
Zaandam;Zaandam West;Spoorbuurt;201704;40;40;523.80;13.1
Westzaan;Westzaan;Westzaan Noord;201811;180;;1718.46;9.5
Krommenie;Krommenie Oost;Rosariumbuurt;201602;220;228;1719.30;7.8
Zaandam;Oude Haven;Russische buurt;201709;105;106;1152.80;11.0
Zaandam;Zaandam Noord;Zaanse Schans;201603;6;6;24.40;4.1
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201901;196;;917.20;4.7
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201803;161;164;918.20;5.7
Zaandam;Rosmolenwijk;Rosmolenbuurt;201804;483;485;3229.53;6.7
Krommenie;Krommenie Oost;Snuiverbuurt;201501;188;193;1846.70;9.8
Krommenie;Krommenie Oost;Snuiverbuurt;201512;186;186;1518.80;8.2
Zaandijk;Rooswijk;Rooswijk;201812;175;;1579.77;9.0
Zaandam;Zaandam Noord;Zaanse Schans;201602;6;6;24.50;4.1
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201505;256;260;2101.20;8.2
Zaandam;Zaandam West;Spoorbuurt;201707;72;76;746.00;10.4
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201801;183;187;1637.04;8.9
Zaandam;Pelders- en Hoornseveld;Peldersveld;201805;200;207;1455.70;7.3
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201503;481;483;2898.00;6.0
Zaandam;Zaandam West;Oud West;201710;245;248;1881.60;7.7
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201902;186;;1004.10;5.4
Assendelft;Assendelft-Zuid;De Zuid;201710;23;23;256.00;11.1
Zaandam;Zaandam Noord;Kalf;201809;232;;2224.51;9.6
Krommenie;Krommenie Oost;Rosariumbuurt;201603;214;215;1656.30;7.7
Zaandam;Zaandam West;Spoorbuurt;201507;64;66;451.00;7.0
Assendelft;Assendelft-Zuid;Centrum;201809;195;;1767.50;9.1
Assendelft;Assendelft-Zuid;De Zuid;201709;23;23;288.50;12.5
Zaandam;Zaandam West;Oud West;201709;148;151;1086.50;7.3
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201902;60;;473.80;7.9
Assendelft;Assendelft-Noord;Parkrijk;201810;184;;1936.40;10.5
Zaandam;Poelenburg;Poelenburg;201601;345;352;2229.10;6.5
Koog aan de Zaan;Westerkoog;Westerkoog;201805;361;370;3321.62;9.2
Zaandam;Nieuw West;Westerwatering;201712;190;191;1371.00;7.2
Zaandam;Rosmolenwijk;Rosmolenbuurt;201811;501;;4000.63;8.0
Zaandam;Zaandam West;Spoorbuurt;201502;96;96;642.40;6.7
Zaandam;Zaandam Zuid;Bomenbuurt;201511;158;159;1062.00;6.7
Westzaan;Westzaan;Westzaan Zuid;201611;21;21;153.40;7.3
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201506;113;117;1286.00;11.4
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201803;51;51;439.82;8.6
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201812;20;;136.50;6.8
Wormerveer;Wormerveer;Wormerveer Noord;201608;523;527;4724.60;9.0
Wormerveer;Wormerveer;Wormerveer Noord;201711;583;586;4935.10;8.5
Zaandam;Kogerveldwijk;Kogerveld;201801;109;109;525.99;4.8
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201709;284;290;2684.90;9.5
Zaandam;Pelders- en Hoornseveld;Peldersveld;201604;163;171;1105.50;6.8
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201605;206;209;2195.00;10.7
Krommenie;Krommenie West;Zuiderham;201501;243;246;2203.80;9.1
Zaandijk;Oud Zaandijk;Oud Zaandijk;201511;127;131;847.60;6.7
Westzaan;Westzaan;Westzaan Zuid;201508;10;10;96.50;9.7
Zaandam;Oude Haven;Russische buurt;201506;88;92;934.20;10.6
Krommenie;Krommenie West;Zuiderham;201512;151;153;1328.50;8.8
Assendelft;Assendelft-Zuid;Centrum;201705;146;146;1460.10;10.0
Westzaan;Westzaan;Westzaan Noord;201707;114;119;1181.10;10.4
Westknollendam;Wormerveer;Westknollendam;201805;24;24;303.90;12.7
Westzaan;Westzaan;Westzaan Noord;201507;107;107;869.10;8.1
Wormerveer;Wormerveer;Wormerveer Zuid;201812;162;;1647.23;10.2
Zaandam;Zaandam Zuid;Achtersluispolder;201812;2;;14.20;7.1
Zaandam;Kogerveldwijk;Kogerveld;201605;54;55;412.90;7.6
Wormerveer;Wormerveer;Industriebuurt;201806;1;1;7.30;7.3
Koog aan de Zaan;Westerkoog;Westerkoog;201604;338;340;2573.90;7.6
Wormerveer;Wormerveer;Wormerveer Noord;201808;475;;3701.52;7.8
Zaandam;Rosmolenwijk;Rosmolenbuurt;201609;426;431;2833.60;6.7
;;;201602;68;68;433.10;6.4
Westzaan;Westzaan;Westzaan Noord;201502;160;161;1282.50;8.0
Assendelft;Assendelft-Zuid;De Zuid;201503;52;52;614.00;11.8
Zaandam;Zaandam Noord;Kalf;201705;274;278;2345.90;8.6
Assendelft;Assendelft-Noord;Langeheit;201606;26;26;109.90;4.2
Zaandam;Zaandam West;Oud West;201503;242;247;1756.10;7.3
Zaandam;Rosmolenwijk;Rosmolenbuurt;201704;473;481;2813.50;5.9
Westzaan;Westzaan;Westzaan Zuid;201706;8;8;56.00;7.0
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201710;399;400;3150.30;7.9
Zaandam;Oude Haven;Russische buurt;201706;98;98;956.00;9.8
Krommenie;Krommenie West;Noorderham;201608;54;54;501.50;9.3
Krommenie;Krommenie West;Noorderham;201711;74;75;703.00;9.5
Zaandam;Oude Haven;Havenbuurt;201712;48;48;268.60;5.6
Koog aan de Zaan;Westerkoog;Westerkoog;201806;293;294;2695.13;9.2
Westzaan;Westzaan;Westzaan Noord;201607;97;99;1166.00;12.0
Assendelft;Assendelft-Zuid;De Zuid;201802;15;15;197.59;13.2
Zaandam;Zaandam West;Oud West;201802;206;206;1996.85;9.7
Zaandam;Pelders- en Hoornseveld;Peldersveld;201701;166;168;1120.20;6.7
Zaandam;Zaandam Noord;Kalf;201703;218;220;1533.80;7.0
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201804;42;42;282.50;6.7
;;;201510;112;115;813.90;7.3
Westzaan;Westzaan;Westzaan Noord;201901;202;;1674.90;8.3
Krommenie;Krommenie West;Krommeniedijk;201605;10;10;55.30;5.5
Zaandijk;Oud Zaandijk;Oud Zaandijk;201606;103;103;866.60;8.4
Koog aan de Zaan;Westerkoog;Westerkoog;201708;285;289;2204.10;7.7
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201811;216;;1060.70;4.9
Assendelft;Assendelft-Noord;Waterrijk;201808;70;;881.75;12.6
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201811;42;;290.10;6.9
Zaandam;Pelders- en Hoornseveld;Peldersveld;201806;190;193;1438.75;7.6
Zaandam;Rosmolenwijk;Rosmolenbuurt;201803;453;462;3495.18;7.7
Krommenie;Krommenie West;Zuiderham;201812;162;;1725.94;10.7
Zaandijk;Rooswijk;Rooswijk Noord;201509;173;173;1036.20;6.0
Assendelft;Assendelft-Noord;Langeheit;201511;39;39;121.50;3.1
Zaandam;Zaandam West;Spoorbuurt;201610;28;30;359.20;12.8
Koog aan de Zaan;Westerkoog;Westerkoog;201701;417;423;3925.50;9.4
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201804;147;147;624.05;4.2
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201504;525;530;3518.40;6.7
Wormerveer;Wormerveer;Wormerveer Zuid;201501;100;102;683.60;6.8
Zaandam;Zaandam Zuid;Achtersluispolder;201512;2;2;10.50;5.3
Zaandam;Nieuw West;Westerspoor;201608;97;100;841.20;8.7
Zaandam;Nieuw West;Westerspoor;201711;65;65;438.00;6.7
Zaandam;Zaandam Zuid;Achtersluispolder;201501;4;4;34.20;8.6
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201611;98;100;870.30;8.9
Wormerveer;Wormerveer;Wormerveer Zuid;201512;107;110;901.10;8.4
Zaandam;Oude Haven;Russische buurt;201508;81;81;792.00;9.8
Westzaan;Westzaan;Westzaan Zuid;201506;24;24;224.20;9.3
Zaandam;Rosmolenwijk;Rosmolenbuurt;201902;415;;3187.40;7.7
Zaandam;Zaandam West;Oud West;201702;196;198;1364.70;7.0
Zaandam;Oude Haven;Het Eiland;201603;138;138;723.50;5.2
Assendelft;Assendelft-Zuid;De Zuid;201702;64;64;547.40;8.6
Zaandam;Pelders- en Hoornseveld;Peldersveld;201708;249;251;1723.20;6.9
Assendelft;Assendelft-Zuid;Centrum;201703;169;169;1717.20;10.2
Zaandam;Poelenburg;Poelenburg;201807;255;;2013.74;7.9
Zaandam;Oude Haven;Russische buurt;201611;118;120;1275.60;10.8
Krommenie;Krommenie West;Willis;201603;7;7;74.10;10.6
Zaandam;Zaandam West;Spoorbuurt;201607;35;37;363.40;10.4
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201508;64;67;878.70;13.7
Krommenie;Krommenie West;Krommeniedijk;201801;4;4;25.40;6.4
Westzaan;Westzaan;J.J. Allanbuurt;201601;9;9;68.50;7.6
Zaandam;Zaandam West;Oud West;201504;247;247;1639.90;6.6
Assendelft;Assendelft-Zuid;De Zuid;201504;46;46;527.40;11.5
Krommenie;Krommenie West;Noorderham;201808;79;;859.75;10.9
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201810;442;;3323.77;7.5
Westknollendam;Wormerveer;Westknollendam;201701;8;8;147.20;18.4
Zaandam;Zaandam West;Spoorbuurt;201901;89;;597.10;6.7
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201501;94;96;586.10;6.2
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201512;37;37;236.30;6.4
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201704;167;168;738.70;4.4
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201702;267;267;2176.60;8.2
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201609;151;153;808.40;5.4
Assendelft;Assendelft-Zuid;Centrum;201612;137;139;1484.00;10.8
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201802;435;436;2726.55;6.3
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201609;34;34;365.90;10.8
Westknollendam;Wormerveer;Westknollendam;201806;22;22;300.90;13.7
Zaandijk;Rooswijk;Rooswijk;201512;130;132;939.10;7.2
Krommenie;Krommenie Oost;Snuiverbuurt;201812;158;;1052.62;6.7
Zaandijk;Rooswijk;Rooswijk;201501;110;113;921.00;8.4
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201704;33;33;199.30;6.0
Zaandam;Zaandam Zuid;Bomenbuurt;201606;138;138;912.20;6.6
Assendelft;Assendelft-Noord;Waterrijk;201608;67;67;509.50;7.6
Westzaan;Westzaan;Westzaan Noord;201610;120;122;1050.20;8.8
Assendelft;Assendelft-Noord;Waterrijk;201711;72;74;588.30;8.2
Zaandam;Zaandam Noord;Kalf;201612;205;210;1383.30;6.7
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201706;68;69;586.50;8.6
Assendelft;Assendelft-Noord;Parkrijk;201505;189;194;2064.90;10.9
Zaandam;Zaandam Noord;Zaanse Schans;201510;20;20;153.20;7.7
Westknollendam;Wormerveer;Westknollendam;201708;16;17;286.80;17.9
Zaandam;Nieuw West;Westerspoor;201808;55;;433.50;7.9
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201601;207;207;895.50;4.3
Zaandam;Oude Haven;Het Eiland;201503;107;107;668.60;6.2
Krommenie;Krommenie West;Krommeniedijk;201604;10;10;47.00;4.7
Krommenie;Krommenie West;Noorderham;201511;93;93;1034.90;11.1
Krommenie;Krommenie Oost;Snuiverbuurt;201810;166;;1186.39;7.1
Zaandam;Kogerveldwijk;Kogerveld;201708;99;101;589.40;6.0
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201505;90;90;826.40;9.2
;;;201706;127;131;1237.50;9.7
Westzaan;Westzaan;Westzaan Zuid;201602;20;20;146.50;7.3
Zaandam;Oude Haven;Havenbuurt;201809;101;;488.40;4.8
Zaandam;Kogerveldwijk;Kogerveld;201806;122;122;492.69;4.0
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201701;222;222;1734.90;7.8
Krommenie;Krommenie Oost;Rosariumbuurt;201504;151;151;1461.60;9.7
Zaandam;Oude Haven;Russische buurt;201510;99;99;1029.90;10.4
Westzaan;Westzaan;J.J. Allanbuurt;201609;11;11;100.80;9.2
Westzaan;Westzaan;J.J. Allanbuurt;201704;9;9;72.70;8.1
Krommenie;Krommenie West;Willis;201710;4;4;54.20;13.6
Assendelft;Assendelft-Noord;Langeheit;201608;30;30;270.00;9.0
Assendelft;Assendelft-Noord;Langeheit;201711;53;57;453.00;8.5
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201812;403;;3134.86;7.8
Zaandam;Poelenburg;Poelenburg;201902;203;;1657.10;8.2
Krommenie;Krommenie West;Willis;201709;8;8;70.40;8.8
Zaandam;Zaandam Noord;Zaanse Schans;201611;6;6;31.60;5.3
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201708;152;153;1552.20;10.2
Assendelft;Assendelft-Noord;Parkrijk;201512;124;126;1231.40;9.9
Assendelft;Assendelft-Noord;Parkrijk;201501;163;165;1729.70;10.6
Zaandam;Poelenburg;Poelenburg;201803;263;268;2248.84;8.6
Zaandam;Nieuw West;Westerspoor;201511;115;116;1068.20;9.3
Zaandam;Kogerveldwijk;Kogerveld;201701;71;71;395.30;5.6
