FID,naam_laagdefinitie,geometrie
O10002_Open_Strooiroutes.621,Fietspad,"MULTILINESTRING ((178208.368 503982.473, 178207.74 503972.395, 178212.678 503954.578, 178202.392 503848.075, 178195.482 503792.801, 178191.283 503740.557, 178184.801 503684.519, 178175.613 503631.322, 178171.973 503616.829, 178169.105 503606.866, 178163.167 503583.405, 178162.457 503573.461, 178153.327 503533.304, 178149.782 503504.712, 178148.288 503499.114, 178144.058 503492.022, 178134.226 503481.448, 178132.732 503475.975, 178132.741 503460.977, 178133.665 503447.828, 178132.203 503437.37, 178122.777 503402.869, 178092.097 503273.065, 178075.074 503201.258, 178071.145 503184.03, 178063.653 503167.05, 178060.409 503155.665, 178058.679 503139.319))"
O10002_Open_Strooiroutes.622,Fietspad,"MULTILINESTRING ((176532.263 505540.325, 176585.711 505527.694))"
O10002_Open_Strooiroutes.623,Fietspad,"MULTILINESTRING ((175748.635 504980.115, 175747.101 504996.29, 175744.447 505002.399, 175740.079 505006.889, 175735.793 505009.714, 175737.938 505034.094, 175742.186 505064.298, 175747.384 505117.994, 175753.425 505144.081, 175777.645 505374.809))"
O10002_Open_Strooiroutes.624,Fietspad,"MULTILINESTRING ((176914.341 505342.225, 176908.322 505310.427))"
O10002_Open_Strooiroutes.625,Noodroute,"MULTILINESTRING ((177601.164 504611.713, 177592.496 504571.149, 177593.186 504558.888, 177550.179 504361.043, 177547.813 504354.13))"
O10002_Open_Strooiroutes.626,Noodroute,"MULTILINESTRING ((178287.345 504213.815, 178616.006 504140.218))"
O10002_Open_Strooiroutes.627,Noodroute,"MULTILINESTRING ((178270.066 504240.524, 178311.465 504433.711, 178311.538 504435.536, 178311.535 504437.363, 178311.456 504439.189, 178311.3 504441.009, 178311.068 504442.821, 178310.761 504444.622, 178310.379 504446.408, 178309.922 504448.177, 178309.391 504449.926, 178308.788 504451.65, 178308.113 504453.348, 178307.368 504455.016, 178306.554 504456.651, 178305.672 504458.251, 178304.724 504459.813, 178303.711 504461.334, 178302.636 504462.81, 178301.499 504464.241, 178300.304 504465.623, 178299.052 504466.953, 178297.746 504468.231, 178296.387 504469.452, 178294.979 504470.615, 178293.522 504471.719, 178292.022 504472.76, 178290.478 504473.738, 178288.896 504474.651, 178287.276 504475.496))"
O10002_Open_Strooiroutes.628,Noodroute,"MULTILINESTRING ((178268.634 504205.724, 178269.76 504205.525, 178270.897 504205.399, 178272.039 504205.348, 178273.182 504205.37, 178274.322 504205.466, 178275.453 504205.636, 178276.57 504205.879, 178277.67 504206.193, 178278.747 504206.578, 178279.796 504207.032, 178280.814 504207.553, 178281.796 504208.139, 178282.739 504208.787, 178283.637 504209.494, 178284.488 504210.259, 178285.287 504211.076, 178286.032 504211.944, 178286.719 504212.858, 178287.345 504213.815))"
O10002_Open_Strooiroutes.629,Noodroute,"MULTILINESTRING ((178287.276 504475.496, 178289.045 504475.122, 178290.796 504474.67, 178292.526 504474.143, 178294.231 504473.54, 178295.908 504472.864, 178297.554 504472.114, 178299.165 504471.294, 178300.739 504470.404, 178302.273 504469.445, 178303.763 504468.421, 178305.207 504467.332, 178306.602 504466.181, 178307.945 504464.971, 178309.234 504463.702, 178310.466 504462.379, 178311.639 504461.003, 178312.751 504459.577, 178313.8 504458.104, 178314.783 504456.586, 178315.698 504455.026, 178316.545 504453.428, 178317.321 504451.795, 178318.025 504450.129, 178318.655 504448.434, 178319.21 504446.713, 178319.69 504444.97, 178320.093 504443.207, 178320.418 504441.428, 178320.665 504439.637, 178320.834 504437.836, 178320.924 504436.03, 178320.934 504434.222, 178320.866 504432.415, 178320.718 504430.613, 178320.492 504428.819, 178320.188 504427.036, 178280.745 504238.491))"
O10002_Open_Strooiroutes.630,Noodroute,"MULTILINESTRING ((178289.917 504223.499, 178289.848 504224.647, 178289.704 504225.787, 178289.486 504226.916, 178289.195 504228.028, 178288.832 504229.119, 178288.399 504230.184, 178287.898 504231.218, 178287.33 504232.218, 178286.698 504233.179, 178286.006 504234.096, 178285.255 504234.966, 178284.449 504235.786, 178283.591 504236.551, 178282.685 504237.259, 178281.735 504237.907, 178280.745 504238.491))"
O10002_Open_Strooiroutes.631,Noodroute,"MULTILINESTRING ((178287.345 504213.815, 178287.901 504214.797, 178288.393 504215.813, 178288.82 504216.858, 178289.178 504217.928, 178289.468 504219.019, 178289.688 504220.126, 178289.836 504221.244, 178289.912 504222.37, 178289.917 504223.499))"
O10002_Open_Strooiroutes.632,Noodroute,"MULTILINESTRING ((178280.745 504238.491, 178279.704 504239.017, 178278.631 504239.473, 178277.529 504239.858, 178276.405 504240.169, 178275.263 504240.405, 178274.108 504240.565, 178272.944 504240.648, 178271.778 504240.655, 178270.613 504240.584, 178269.456 504240.437, 178268.312 504240.214, 178267.184 504239.915, 178266.079 504239.543, 178265 504239.099, 178263.953 504238.584, 178262.943 504238.001, 178261.973 504237.353, 178261.048 504236.643, 178260.172 504235.872, 178259.349 504235.046, 178258.582 504234.167, 178257.875 504233.24, 178257.231 504232.267, 178256.652 504231.255, 178256.141 504230.206, 178255.701 504229.126, 178255.333 504228.019, 178255.039 504226.89, 178254.82 504225.745, 178254.677 504224.587, 178254.611 504223.422, 178254.622 504222.256, 178254.71 504221.093, 178254.874 504219.938, 178255.115 504218.797, 178255.43 504217.674, 178255.818 504216.574, 178256.279 504215.502, 178256.809 504214.464, 178257.407 504213.462, 178258.069 504212.502, 178258.793 504211.588, 178259.577 504210.723, 178260.415 504209.912, 178261.305 504209.159, 178262.243 504208.465, 178263.225 504207.836, 178264.246 504207.272, 178265.302 504206.777, 178266.389 504206.353, 178267.501 504206.001, 178268.634 504205.724))"
O10002_Open_Strooiroutes.633,Noodroute,"MULTILINESTRING ((177201.409 504354.551, 177201.449 504353.518, 177201.567 504352.49, 177201.764 504351.475, 177202.038 504350.478, 177202.388 504349.504, 177202.811 504348.561, 177203.305 504347.652, 177203.867 504346.784, 177204.494 504345.962, 177205.182 504345.19, 177205.927 504344.473, 177206.725 504343.815, 177207.571 504343.22, 177208.46 504342.691, 177209.387 504342.232, 177210.346 504341.846, 177211.332 504341.534, 177212.339 504341.298, 177213.361 504341.14, 177214.392 504341.061, 177215.426 504341.061, 177216.457 504341.14, 177217.479 504341.298, 177218.486 504341.534, 177219.472 504341.846, 177220.431 504342.232, 177221.358 504342.691, 177222.247 504343.22, 177223.093 504343.815, 177223.891 504344.473, 177224.636 504345.19, 177225.324 504345.962, 177225.951 504346.784, 177226.513 504347.652, 177227.007 504348.561, 177227.43 504349.504, 177227.78 504350.478, 177228.054 504351.475, 177228.251 504352.49, 177228.369 504353.518, 177228.409 504354.551))"
O10002_Open_Strooiroutes.634,Noodroute,"MULTILINESTRING ((177547.813 504354.13, 177500.713 504328.451, 177491.68 504327.897, 177228.232 504352.374))"
O10002_Open_Strooiroutes.635,Noodroute,"MULTILINESTRING ((177224.588 504393.987, 177217.418 504367.808))"
O10002_Open_Strooiroutes.636,Noodroute,"MULTILINESTRING ((177228.409 504354.551, 177228.369 504355.584, 177228.251 504356.612, 177228.054 504357.627, 177227.78 504358.624, 177227.43 504359.598, 177227.007 504360.541, 177226.513 504361.45, 177225.951 504362.318, 177225.324 504363.14, 177224.636 504363.912, 177223.891 504364.629, 177223.093 504365.287, 177222.247 504365.882, 177221.358 504366.411, 177220.431 504366.87, 177219.472 504367.256, 177218.486 504367.568, 177217.479 504367.804, 177216.457 504367.962, 177215.426 504368.041, 177214.392 504368.041, 177213.361 504367.962, 177212.339 504367.804, 177211.332 504367.568, 177210.346 504367.256, 177209.387 504366.87, 177208.46 504366.411, 177207.571 504365.882, 177206.725 504365.287, 177205.927 504364.629, 177205.182 504363.912, 177204.494 504363.14, 177203.867 504362.318, 177203.305 504361.45, 177202.811 504360.541, 177202.388 504359.598, 177202.038 504358.624, 177201.764 504357.627, 177201.567 504356.612, 177201.449 504355.584, 177201.409 504354.551))"
O10002_Open_Strooiroutes.637,Noodroute,"MULTILINESTRING ((177208.049 504279.55, 177214.24 504341.067))"
O10002_Open_Strooiroutes.638,Noodroute,"MULTILINESTRING ((172142.193 508966.411, 172087.068 508931.109, 172072.698 508953.35))"
O10002_Open_Strooiroutes.639,Noodroute,"MULTILINESTRING ((172072.698 508953.35, 172104.3 508973.289))"
O10002_Open_Strooiroutes.640,Noodroute,"MULTILINESTRING ((177596.624 502858.957, 177706.557 502812.46))"
O10002_Open_Strooiroutes.641,Noodroute,"MULTILINESTRING ((176904.089 502741.762, 176847.639 502767.698, 176834.288 502779.262, 176794.274 502833.666, 176793.411 502834.845, 176792.491 502835.98, 176791.518 502837.07, 176790.493 502838.112, 176789.418 502839.102, 176788.297 502840.04, 176787.133 502840.922, 176785.926 502841.746, 176784.681 502842.512, 176783.401 502843.216, 176782.088 502843.857, 176780.746 502844.435, 176779.377 502844.946, 176531.18 502946.928, 176529.834 502947.601, 176528.458 502948.21, 176527.055 502948.752, 176525.627 502949.228, 176524.179 502949.636, 176522.713 502949.975, 176521.233 502950.244, 176519.741 502950.443, 176518.242 502950.571, 176516.739 502950.628, 176515.234 502950.614, 176513.732 502950.529, 176512.235 502950.373, 176510.748 502950.146, 176458.523 502943.717, 176456.458 502943.37, 176454.382 502943.101, 176452.297 502942.911, 176450.207 502942.801, 176448.113 502942.77, 176446.02 502942.819, 176443.931 502942.947, 176441.848 502943.155, 176439.774 502943.441, 176437.712 502943.807, 176435.666 502944.25, 176433.638 502944.771, 176431.632 502945.368, 176105.65 503080.416, 176033.68 503099.795, 176005.117 503112.715, 175969.356 503134.516, 175934.272 503168.753, 175913.58 503199.274, 175896.262 503237.548, 175887.605 503275.997, 175883.97 503319.387, 175909.795 503582.986, 175868.894 503713.94))"
O10002_Open_Strooiroutes.760,Noodroute,"MULTILINESTRING ((172873.98 508393.649, 172904.634 508373.248))"
O10002_Open_Strooiroutes.761,Noodroute,"MULTILINESTRING ((175911.045 505455.702, 175889.954 505661.401))"
O10002_Open_Strooiroutes.762,Noodroute,"MULTILINESTRING ((182148.779 504593.498, 182027.934 503976.065))"
O10002_Open_Strooiroutes.642,Noodroute,"MULTILINESTRING ((176089.714 503783.662, 176978.972 504062.409, 177016.077 504072.31, 177021.086 504073.349, 177026.109 504074.316, 177031.146 504075.213, 177036.195 504076.038, 177041.255 504076.791, 177046.325 504077.472, 177051.404 504078.082, 177056.776 504078.711, 177062.155 504079.274, 177067.54 504079.772, 177072.932 504080.205, 177078.328 504080.572, 177083.728 504080.873, 177089.131 504081.109, 177094.537 504081.279, 177099.945 504081.383, 177105.353 504081.422, 177143.396 504078.693))"
O10002_Open_Strooiroutes.643,Noodroute,"MULTILINESTRING ((176059.845 503773.502, 176059.489 503774.54, 176059.208 503775.601, 176059.005 503776.679, 176058.882 503777.77, 176058.837 503778.866, 176058.872 503779.963, 176058.986 503781.055, 176059.179 503782.135, 176059.45 503783.198, 176059.798 503784.24, 176060.22 503785.253, 176060.714 503786.232, 176061.278 503787.174, 176061.909 503788.072, 176062.603 503788.922, 176063.357 503789.719, 176064.166 503790.46, 176065.028 503791.14, 176065.936 503791.756, 176066.887 503792.305, 176067.875 503792.783, 176068.894 503793.188, 176069.941 503793.518))"
O10002_Open_Strooiroutes.644,Noodroute,"MULTILINESTRING ((177616.31 504621.87, 177616.003 504620.868, 177615.622 504619.892, 177615.167 504618.947, 177614.642 504618.04, 177614.05 504617.175, 177613.394 504616.358, 177612.678 504615.593, 177611.905 504614.884, 177611.082 504614.236, 177610.211 504613.652, 177609.299 504613.136, 177608.35 504612.691, 177607.37 504612.319, 177606.365 504612.022, 177605.34 504611.802, 177604.302 504611.661, 177603.256 504611.599, 177602.208 504611.616, 177601.164 504611.713))"
O10002_Open_Strooiroutes.645,Noodroute,"MULTILINESTRING ((177750.214 505358.936, 177747.265 505362.114, 177743.511 505364.282, 177739.284 505365.247, 177734.96 505364.923, 177730.924 505363.339, 177727.535 505360.636, 177723.972 505356.23, 177721.429 505351.47, 177720.3 505346.579, 177720.3 505342.288, 177721.565 505338.188, 177723.982 505334.642, 177727.337 505331.967, 177731.331 505330.399, 177735.61 505330.078, 177739.794 505331.033, 177743.51 505333.179, 177746.769 505335.867, 177750.744 505342.564, 177752.096 505346.455, 177752.742 505350.743, 177752.096 505355.03, 177750.214 505358.936))"
O10002_Open_Strooiroutes.646,Noodroute,"MULTILINESTRING ((177860.163 505558.71, 177747.708 505361.638))"
O10002_Open_Strooiroutes.647,Noodroute,"MULTILINESTRING ((177300.663 503984.934, 177574.775 503956.749))"
O10002_Open_Strooiroutes.648,Noodroute,"MULTILINESTRING ((177581.695 505115.274, 177658.343 505100.153))"
O10002_Open_Strooiroutes.649,Noodroute,"MULTILINESTRING ((177667.202 505116.641, 177661.801 505112.101, 177659.016 505105.619, 177658.182 505098.85, 177659.009 505092.673, 177662.233 505087.34, 177667.319 505083.738, 177670.824 505083.008, 177673.42 505082.467, 177680.361 505084.135, 177685.787 505088.775, 177688.513 505095.373, 177689.283 505101.629, 177688.541 505107.88, 177685.341 505113.302, 177680.227 505116.973, 177677.333 505117.582, 177674.066 505118.27, 177667.202 505116.641))"
O10002_Open_Strooiroutes.650,Noodroute,"MULTILINESTRING ((177730.147 505330.864, 177726.454 505324.393, 177715.942 505300.21, 177707.79 505273.408, 177699.853 505237.209, 177677.333 505117.582))"
O10002_Open_Strooiroutes.651,Noodroute,"MULTILINESTRING ((177996.694 505801.975, 177875.563 505588.966))"
O10002_Open_Strooiroutes.652,Noodroute,"MULTILINESTRING ((177430.329 505839.41, 177507.944 505976.552, 177508.626 505977.353, 177509.363 505978.103, 177510.151 505978.801, 177510.986 505979.441, 177511.863 505980.021, 177512.779 505980.537, 177513.73 505980.989, 177514.709 505981.372, 177515.713 505981.686, 177516.737 505981.928, 177517.775 505982.098, 177518.822 505982.195, 177519.874 505982.218, 177520.925 505982.166, 177521.969 505982.042, 177523.002 505981.844, 177524.019 505981.574, 177673.234 505897.043, 177861.823 505790.018, 177958.599 505734.985))"
O10002_Open_Strooiroutes.653,Noodroute,"MULTILINESTRING ((176436.6 496894.013, 176446.182 496879.918))"
O10002_Open_Strooiroutes.654,Noodroute,"MULTILINESTRING ((175518.586 496218.485, 175479.919 496267.083, 175479.393 496267.76, 175478.932 496268.483, 175478.541 496269.246, 175478.222 496270.042, 175477.978 496270.864, 175477.811 496271.705, 175477.723 496272.558, 175477.715 496273.415, 175477.787 496274.27, 175477.937 496275.114, 175478.165 496275.94, 175478.469 496276.742, 175478.846 496277.512, 175479.293 496278.244, 175479.806 496278.931, 175480.38 496279.567, 175481.011 496280.148, 175664.651 496442.797))"
O10002_Open_Strooiroutes.655,Noodroute,"MULTILINESTRING ((176379.435 496873.572, 176396.081 496871.993, 176397.432 496871.852, 176398.789 496871.79, 176400.147 496871.804, 176401.502 496871.897, 176402.85 496872.067, 176404.185 496872.314, 176405.505 496872.637, 176406.803 496873.035, 176408.077 496873.507, 176409.322 496874.051, 176410.533 496874.665, 176436.6 496894.013))"
O10002_Open_Strooiroutes.656,Noodroute,"MULTILINESTRING ((177670.824 505083.008, 177655.124 504999.607, 177634.852 504842.489, 177605.324 504637.567))"
O10002_Open_Strooiroutes.657,Noodroute,"MULTILINESTRING ((172564.448 508540.523, 172540.016 508557.668, 172538.441 508558.422, 172536.833 508559.103, 172535.195 508559.709, 172533.531 508560.24, 172531.845 508560.695, 172530.14 508561.071, 172528.419 508561.369, 172526.687 508561.588, 172524.946 508561.728, 172451.389 508558.054, 172449.692 508557.957, 172447.993 508557.931, 172446.294 508557.976, 172444.598 508558.092, 172442.909 508558.279, 172441.229 508558.536, 172439.561 508558.863, 172437.909 508559.26, 172436.274 508559.726, 172434.661 508560.259, 172433.071 508560.86, 172431.507 508561.526, 172429.973 508562.257, 172428.471 508563.052, 172427.003 508563.909, 172331.732 508628.342))"
O10002_Open_Strooiroutes.658,Noodroute,"MULTILINESTRING ((171808.651 509654.618, 171852.933 509486.502, 171894.407 509312.481, 171900.792 509280.326, 171901.31 509278.464, 171901.899 509276.624, 171902.558 509274.808, 171903.287 509273.018, 171904.084 509271.258, 171904.949 509269.53, 171905.879 509267.836, 171906.874 509266.18, 171907.932 509264.563, 171909.051 509262.988, 171910.23 509261.457, 171932.184 509244.569, 172003.514 509198.725))"
O10002_Open_Strooiroutes.659,Noodroute,"MULTILINESTRING ((172748.272 508477.308, 172729.518 508449.393, 172728.882 508448.496, 172728.184 508447.647, 172727.426 508446.85, 172726.613 508446.109, 172725.749 508445.429, 172724.838 508444.813, 172723.885 508444.264, 172722.896 508443.785, 172721.874 508443.378, 172720.826 508443.045, 172719.757 508442.789, 172718.672 508442.61, 172717.577 508442.51, 172716.477 508442.488, 172715.379 508442.545, 172714.288 508442.682, 172713.209 508442.896, 172712.149 508443.187, 172711.112 508443.554, 172710.105 508443.994, 172709.131 508444.505, 172708.197 508445.085, 172564.448 508540.523))"
