OBJECTID,KDUVORM,KDUHGA1,KDUBOKBO,KDUBOKBE,KDULENGT,KDUBREED,XXXMATER,KDUSOORT,KWKAFSL1,KWKARCH,KWKDATUM,KWKOPME,KWKPLAAN,OSMOMSCH,KWKAFSL2,IWS_MEMO,KWKNAAM,IWS_LEGGERSTATUS,IWS_OH_RENOVATIEJAAR,KDUIDENT,IWS_WATERBEHEERFUNCTIE,IWS_AFST_B,KDUMOEBE,KDUMOEBO,KWKKEREN,OBJECTID_1,KDUIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length,RICHTING
412,1,,0.4,0.4,42,0.6,3,2,,,,,,Weg met duiker en inlaat,,,10058 Smeulenweg,1,,10058 Smeulenweg,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Provincie,Onderhoud hoofdconstructie,42.1449312832319,
413,1,,5.23,5.19,16,0.5,3,,,,,,Statumweg,,,,,1,,OK.30-D2,3,2,,,2,,,Waterschap,Bediening afsluiter,Waterschap,Gewoon en buitengewoon,16.0179877334962,
414,1,,4.85,4.7,9.4,0.5,20,,,,1990,,,,,Meetspijker in damwand bij stuw S36,De Kolonie achter de Kluizenaar,1,,OV.80.62-D12,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,9.39518427068021,
415,1,,-0.99,-0.99,16,0.5,21,4,5,,,820B,Inlaat Veerweg Genemuiden,Dam met duiker en inlaat,99,Meetspijker,820B,1,,820B,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,16.3815581822221,
416,1,,1.37,1.37,11.5,0.4,3,2,4,,,,Nabij de Lokweg Drentsche Hoofdvaart,Weg met duiker en inlaat en put,,,945 LOKBRUG (KIN),1,2027,945 LOKBRUG (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.1375397487581,
417,1,,-0.5,-0.5,8,0.3,3,,4,,,schuif,Paardeweide,Dam met duiker + inlaat,,stond op 2011 voor onderhoud!,DH-02-06_E_38,1,,DH-02-06_E_38,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.53746519347722,
418,1,,1.45,1.45,10,0.5,3,4,,,,,372,Dam met duiker en inlaat,,"Meetbout of spijker was 2,443 27-10-2003",WA-08-08_28,1,,WA-08-08_28,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.13026008281461,
419,1,,2.55,2.8,8.2,0.7,3,,4,,2021,Wold Aa,431 Inlaat Hees-Ruinerweide,"Bout niet aanwezig, hoogte dek 4,5 + NAP",,,692 HEES (KIN),1,2021,692 HEES (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.58611827040713,
420,1,,-1.13,-1.83,10.1,0.3,20,2,4,,,834A,Inlaat achter sportpark Zwartsluis,Weg met duiker en inlaat,,Meetbout ingemeten door RB,834F,1,,834F,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.0837657316902,
421,1,,9.84,9.87,26.5,0.6,3,2,99,,,,,Dam met duiker en inlaat,,,NHV-10-20_A_6A,1,,NHV-10-20_A_6A,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,9.50229237870581,
422,1,,2.1,2.1,30,0.5,4,,5,,,,,,4,,,1,,OV.45-D1,3,2,,,1,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,28.1837390800779,
423,99,,4.68,4.68,16,,99,,,,,Inlaat,,,,,,1,,AS.80.2-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,15.9857749610439,
424,1,,0,3.85,10.1,0.3,3,,,,,Inlaat,,,,Meetspijker in kunstwerk oostkant kanaaldijk westzijde,,1,,SW.55.52-D447A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.1381792862059,
425,1,,1.6,1.6,0,0,98,,,,,,,met klep,,,,1,,OV.65.2-D2,3,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,5.98664680874242,
426,1,,3.4,3.4,10.2,0.7,98,,,,,,,Duiker naar overstortput,,,,1,,AS.80-D6C,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,10.2120694260849,
427,1,,-1.2,-1.2,13,0.4,20,,,,,,,,,,,1,,KO.00-D226,3,2,,,2,,,Staatsbosbeheer,Gewoon en buitengewoon en constructie,,,12.9904879983892,
428,1,,10.1,10.1,3.4,0.4,21,,,,,,,Duiker met inlaatfunctie (schuif),4,"Meetpunt Inlaat is dezelfde hoogte als het gemaal
Afsluitklep staat open
Hetzelfde peil als stuw zandgat",O-60-06_B_8,1,,O-60-06_B_8,3,2,,,,,,Waterschap,Geheel onderhoud,,,3.26453196946587,
429,1,,13.57,13.57,10,0.16,99,4,4,,,O62.6.4,274 Sietsen Veen,Dam met duiker en afsluiter tbv aflaat ijsbaan,,"Inlaatduiker voor ijsbaan op perceel Beilen R 236
(ijsvereniging 't Sietsenveen)
Rechteroever is perceel 236",O-62-06-04_B_10,1,,O-62-06-04_B_10,3,2,,,2,,,IJsvereniging,Gewoon en buitengewoon en constructie,IJsvereniging,Onderhoud doorstroomprofiel duiker,2.59526746403599,
430,1,,1.22,1.4,27.4,0.8,3,,,,,1785I,Oosterbutenweg,Dam met duiker en inlaat,,,1785I,1,,1785I,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,27.3662888884617,
431,99,,,,23.3,,98,,,,,,,,,,,1,,SW.90.59-D753,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,23.3168459092275,
432,1,,4.15,3.76,275,0.6,3,,,,,"Overkluizing;met 2 inspectieputten",,,,,,1,,AS.85.2-D257,3,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,273.774845919596,
433,1,,8.07,8.1,72.3,0.4,3,,,,,,,,,,,1,,OK.20.154-D584,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,72.248717322498,
434,1,,-1.3,-1.32,8.24,0.5,11,,4,WBH/WBW/JAK/1352,2005,2005-1,,Dam met duiker en inlaat,4,,819C,1,,819C,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.24059632856174,
435,1,,4.47,4.47,0.75,0.85,3,,4,,,peil 4.95 4.75,,Inlaat,,,1255I,1,,1255I,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.745988556821776,
436,1,,10.8,10.3,24,0.8,3,,4,,,,,,4,"(Klep)breedte: 1000mm
Hoogste stand: 11,0 m NAP
Laagste stand: 10.4 m NAP
Bodempeil: 10,0 m NAP
Breedte instroomsponning: 1000 mm
Diepte instroomsponning: 800 mm
Breedte uitstroomsponning: 1000 mm
Diepte instroomsponning: 800mm
Type aandrijving: Auma
Merk aandrijving: Aumamatic
Overbrenging: spindel
",Huize de Landbouw,1,2021,KINM-04-02,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,25.5973838423204,
437,1,,-1.2,-1.35,25.5,0.7,3,2,,WS\WBW\JAK\621,2007,2007-2,Noordermaten te Blokzijl,Dam met duiker,,2007-2,,1,,D3713,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,25.4711705680937,
438,1,,5,5,7.1,0.4,20,,4,,2021,,,,,,,1,,914A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.12756856007126,
439,1,,-1.05,-1.33,8.3,0.3,20,4,,,2007,857A,Duinweg,Dam met duiker en inlaat,,KWT spindelschuif 0.30m,857A,1,,857A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,18.1896987105714,
440,2,,,,3,,28,3,4,,,,,Stuwput,,,OHV-02-04-38,1,,OHV-02-04-38,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,3.04449150781888,
441,1,,-1.33,-1.37,13.5,0.5,3,2,4,,,834B,,Weg met duiker en inlaat,,Meetspijker.,834G,1,,834G,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Gewoon en buitengewoon en constructie,13.7229135479505,
442,1,,4.05,3.61,59.27,0.32,20,4,5,,,,,duiker,4,Y:\GEO\GISProducten\Keringen\kunstwerken\Dijkring09\IWK-09-0020,duiker Varsenerweg,2,,IWK-09-0020,3,2,,,1,,,Ontheffingshouder,Gewoon en buitengewoon,,,59.2651501452269,
443,1,,-1,-1,8,0.4,21,,4,,,,,,,Meetpunt is hetzelfde als van het gemaal.,818 KADOELEN (KIN),1,,818 KADOELEN (KIN),3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.13333849314755,
444,1,,-1.15,-1.24,9.81,0.5,3,4,4,,2000,820C,Barsbeker Buitenlanden,Dam met duiker met inlaat,,Meetbout op de kant van gemaal.,820C,1,,820C,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.81390465673504,
445,1,,-1.15,-1.07,7.3,0.4,3,4,4,,,935E,Nijeveen hertenkamp,"Dam met duiker, inlaat en overstort zonneenergie",,Meetbout ingemeten door RB,935E,1,,935E,3,2,,,,,,Waterschap,Onderhoud hoofdconstructie,Aangeland,Onderhoud van de dam links (grondlichaam),7.25613488374591,
446,1,,-1.32,-1.25,5,0.3,20,4,4,,,857B,Inlaat vanuit De Moespotvaart,Dam met duiker en inlaat,,Meetbout ingemeten door RB,857B,1,,857B,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.03341891989159,
447,1,,,3.58,9,0.6,3,,,,,,,,,,,1,,SW.55.145-D17A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,8.99935491830803,
448,1,,-1.01,-1.14,3.6,0.5,20,4,5,,2012,,Duinweg Toevoerkanaal,Dam met duiker en terugslagklep en Inlaat 300mm,,"Meetspijker Damwand

Gegevens parralel duiker

inw.breedte/diam.      0,3m.
hoogte bok. bo. str.   
hoogte bok. be. str.  -1,05 NAP
lengte                          3,02m. ",D1769,1,,D1769,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,3.58520473821039,
449,1,,4.31,4.13,4.93,0.3,20,4,4,,,1490I Spindelstuw,Aanvoerleiding Duiven,Dam met duiker en inlaat,,Meetbout.,1490I,1,,1490I,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.92678794194955,
450,1,,-0.95,-0.95,9,1,3,,,,,,,,,,,1,,SW.40.14-D203,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.00051692890703,
451,2,2,3.4,3.4,30.75,2.5,3,,4,,,,Koekoek,,,,,1,,OK.20-D162,3,2,,,2,,,Waterschap,Bediening afsluiter,Waterschap,Gewoon en buitengewoon,28.9610309207271,
452,1,,3.97,3.97,12,0.6,3,,4,,,,Overmeenweg,,,,,1,,SW.55.96-D492,3,2,,,2,,,Waterschap,Bediening afsluiter,Gemeente,Gewoon en buitengewoon en constructie,11.9966230660046,
453,1,,8.24,8.24,30.3,0.3,3,2,4,,2009,,,Dam met duiker en inlaat,,"Inlaat:
Breedte: 0,70
Max. 9,455
Min. 9,040",OUDEKEENE9,1,,OUDEKEENE9,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,30.2615116607369,
454,1,,9.61,9.61,4,0.5,3,4,4,,2011,,,Inlaat,,Spoed/Slag 0.6,0596 NIJSTAD13,1,,0596 NIJSTAD13,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.22504597549654,
455,1,,9,9,65,0.5,3,2,4,,2011,,,Inlaat,,Spoed/Slag 0.6,0597 KOLFFSTRAAT2,1,,0597 KOLFFSTRAAT2,3,1,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,64.6670651710484,
456,1,,9,9,435,0.5,3,2,4,,2011,,Jos van Aalderenlaan,Inlaat,,Spoed/Slag 0.6,0598 LEK15,1,,0598 LEK15,3,1,,,2,,,Waterschap,Onderhoud doorstroomprofiel duiker,Gemeente,Onderhoud hoofdconstructie,434.996268677033,
457,1,,-0.88,-1.17,8.8,0.3,20,4,4,,2007,,,Inlaat,,"Vlotterunit  type KVU-PI/S van 
KWTwaterbeheersing.
2015 alleen inlaat renovatie 
",900J,1,,900J,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.74905488742977,
458,1,,6.98,6.57,12.13,0.35,20,4,4,,2008,,,Dam met duiker en inwendige stuw,,"6.87+ NAP is BOK instroom zijde, rond 400 HDE buis
augustus 2008 HL
is een zogenaamde ""knijp duiker"" deze zorgt voor vertraagd afvoeren (WB21)
Stuw: Br 0,40 Min. 6,520 Max. 6,940 Mat. kunststof,hout en RVS.",928S MIDZOMER,1,,928S MIDZOMER,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.1252108493225,
459,1,,4.85,4.81,14,0.6,3,,,,,dubbele schuif,Inlaat Overijsselskanaal,,,,,1,2020,SW.105-D35,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.3686480526957,
460,1,,5.29,5.03,9.6,0.6,3,4,,,,,,Dam met duiker en inlaat,,,914D,1,,914D,3,2,,,2,,,Waterschap,Geheel onderhoud,,,9.63596256788037,
461,1,,,1.95,26.4,1,3,,,,,,,,,Meetspijker in stuw bij peilschaal Noordkant Kneu,,1,,SW.75.14-D683,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,26.3964211586048,
462,1,,,1,10.6,1,3,,4,,,,"8121RG Kleistraat 9,  Olst",Dam met duiker,,"
31-01-18 HR Informatie bij de stuw gezet. Reden kwam 2 keer in wiski.
13-07-17 HR Ovv Henk Lomulder een inlaat functie van gemaakt.
TN 21-04-10: Meting Zandwetering",SW.65-D467,1,2019,SW.65-D467,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.5637401699481,
463,2,,-1.85,-1.85,2,0.4,28,,,,,,,Inlaat met instroombak en schuif,,"Peilschaal -0.602 NAP
BOK Damwand -0.70 NAP",VH2104I1,1,,VH2104I1,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.59188695779645,
464,1,,,,15,,98,2,,,,,,Weg met duiker,,,,1,,D4995,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.9566406950579,
465,1,,,,14.9,,98,2,,,,,,Weg met duiker,,,,1,,D4980,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,14.9276287489445,
466,2,,4.06,4.06,2.27,1.5,28,,4,,,,"7433PS Kanaaldijk West 25, Schalkhaar",Inlaat,,Meetspijker brug/inlaat Kanaaldijk West,,1,2019,10561I,3,1,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.71335857042021,
467,1,,1.89,1.93,13.1,0.2,13,4,4,,,,LOP project,Inlaat,,,VL280I,1,,VL280I,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.1106410665438,
468,2,,-1.64,-1.64,0.2,0.4,28,,4,,,,,Inlaat,,"Min -1,64
Max -0,38",,1,,815F,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.145744607508754,
469,1,,14.7,14.68,13.5,0.5,3,,,,2020,,,,,,Peltjes,1,,D698590,3,,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.4485233456687,
470,2,,-1.48,-1.48,11.98,0.3,28,4,4,,2018,,,Inlaat,,"Min peil inlaat -1,481
Max peil inlaat -0,789",,1,,D699535,3,1,,,,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.9793866424177,
471,1,,2.21,2.21,7.3,0.5,3,,,,2015,,,,,,,1,,SW.55.178-D1150,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.32122011771365,
472,1,,1.34,1.34,7,0.5,3,,,,,Midden-West,,,,,,1,,SW.60.2-D874,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.997478758995,
473,1,,2.58,2.6,42.5,0.4,20,,,,,,,,,,,1,,SW.55.106-D990,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,42.6034660069454,
474,2,,3,3,0.2,0.8,28,,,,2015,,,Spindelschuif,,"Staat een inlaat als functie. Klopt niet moet een aflaat zijn.
Moeten we eens over nadenken hoe we dit gaan verwerken in de Legger? HR",WA352I1,1,,WA352I1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,5.99302591034645,
475,1,,,2.04,8.7,0.6,3,,,,,,,,,,,1,,SW.55.135-D1004,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.63449475311585,
476,1,,1.89,1.89,16,0.8,3,,,,,,,,,,,1,,SW.55.86-D473,3,2,,,2,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,16.0196866170226,
477,1,,1.51,1.51,128,0.5,3,,,,,Midden-West,,,,,,1,,NW.30.2-D237,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,128.01921024007,
478,1,,,4.07,12.6,1.2,3,,,,,,,,,Meetspijker in stuw bij peilschaal.,,1,,SW.55.63-D401A,3,1,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.6185526127543,
479,1,,9.66,9.66,14,0.5,3,2,4,,2012,,Beilervaart,Weg met duiker en inlaat,,,OV236I,1,,OV236I,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,14.5233699454263,
480,1,,7.97,7.98,6,0.5,3,,4,,,,,Dam met duiker en inlaat,,,O-36-16_A_2,1,,O-36-16_A_2,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.34166685331602,
481,1,,1.67,1.55,36.8,0.32,3,2,,,2015,,,Weg met duiker en inlaat,,,D4564,1,,D4564,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,36.4626953716363,
482,1,,1.51,1.51,23,0.5,3,,,,,Midden-West,Kloosterstraat,,,,,1,,SW.60-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,22.998033424417,
483,99,,,,,,98,,,,,,,,,,,1,,712971,3,,,,,,,Waterschap,Geheel onderhoud,,,6.48623546232402,
484,99,,,,11.4,,98,,,,,,,,,Meetspijker inlaat noordkant zandpad (XY via luchtfoto bepaald),,1,,SW.55.95-D959,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.3735124407984,
485,1,,0.96,0.96,12.1,0.5,3,,,,,Midden-West,,,,,,1,,SW.60.16-D557,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.0505842186609,
486,1,,12.9,12.9,12,0.6,3,,4,,2020,,,,,,,1,,D708814,3,,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.0163089606251,
487,,,,,,0.3,,4,,,,,,Dam met duiker,,De afsluiter is rond 300 staal verzinkt hand bediend ,,1,,D707544,3,2,,,,,,Aangeland,Geheel onderhoud,,,5.80516710479425,
488,1,,13.51,13.5,7.8,0.5,3,,4,,2020,,,,,,,1,,D710427,3,,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.74855502738073,
489,2,,-1.32,-1.32,1.55,0.4,28,,,,,,,Inlaat Instroomvoorziening,,,VH243I1,1,,VH243I1,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,1.7016835414948,
490,1,,0.48,0.28,11.5,0.8,3,,,,,"Midden-West; Inlaat incl put(inw.1600mm) +krooshek",,,,,,1,,SW.60.11-D126A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,11.5208272697657,
491,1,,2.8,2.8,22,0.6,3,,,,,,,,,,,1,,SW.55.98-D257B,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,21.9412319839206,
492,1,,0,0,6.5,0.25,3,,,,,Baggerplan Olst-Wijhe,,,,,,1,,SW.70-D494A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.49787080548443,
493,1,,0.86,0.85,17.15,0.5,3,,,,,"Midden-West; Inlaat met krooshek",,,,,,1,,SW.70.3-D531A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,17.3910393849155,
494,1,,2.2,2.2,8,0.8,3,,,,,"Midden-West; Inlaat met krooshek",,,,,,1,,SW.60.36-D890,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.77076757165598,
495,1,,5.59,5.41,6.6,0.6,31,4,4,,1990,,,,,,Koloniewijk N48,1,,OV.80-D1,3,2,,,2,,,Rijkswaterstaat,Gewoon en buitengewoon en constructie,,,6.59497864563803,
496,1,,8.25,8.05,31.7,1,3,2,4,,,,Okkenbroekseweg,Inlaat met duiker,,"Informatie Inlaat
Hoofdconstructie Beton De rest is RVS
Min Stand 8,253
Max stand 10,196
",Inlaat Hutten,1,,AS.70.26-D118A,3,1,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,31.7071646308018,
497,1,,-0.88,-0.72,11,0.4,3,,,,1992,,,,,,Steenwetering,1,,SZ.230.21-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.8024372283609,
498,1,,8.39,8.39,124.5,0.8,3,,,,,,,,,,,1,,AS.45.70-D120,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,127.008052756641,
499,1,,6.55,6.55,10.4,0.5,98,,,,,,,,,,,1,,AS.45.12-D200A,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,10.4005759637241,
500,1,,7.59,7.71,35.1,0.8,3,,,,,,,,,Meetspijker In kunstwerk bij inrit Koldeweesweg 1,,1,,SW.90-D242B,3,2,,,2,,,Waterschap,Bediening afsluiter,Gemeente,Gewoon en buitengewoon en constructie,35.1730227435586,
501,1,,0,0,14,0.6,3,,,,,,,,,,,1,,SW.60.5-D586A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,18.9268022277226,
502,1,,1.14,1.14,7.7,0.4,20,,,,,,,,,,,1,,KO.20.260-WD1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,7.66669806757223,
503,2,0.7,-1.34,-1.33,20,0.7,10,,4,,1996,,"Van Werven Mandjeswaardweg, Mandjeswaard",uitlaat,4,"Aflaat verlengt met kunstof duiker rond 500
hoogte -1,39
lengte 6,8m


Afsluitmiddel    = TBS Schuif
Materiaalsoort = Kunstof
","stormwater aflaatduiker Van Werven, Mandjeswaard",1,,MW.10-D4,3,2,,,1,,,Waterschap,Gewoon en buitengewoon en constructie,,,19.9992895554915,
504,1,,-0.6,-0.58,14.5,0.5,3,2,4,,1970,zie memo veld,"7722PD De Bese 15 A,  Dalfsen",Weg met duiker met inlaat,,"was SZ.255.8-D1 nu SZ-255.8-I1
Meetspijker in stuw zuidkant De Hooislagen
Wordt alleen gebruikt voor inlaat (Hoofdconstructie Hout)",De Hooislagen De Bese,1,,SZ-255.8-I1,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,14.4968544048297,
505,1,,3.68,3.68,74.2,0.7,3,,4,,,Baggerplan Deventer,Spoorlijn Deventer-Zutphen,,,,,1,,AS.25-D342,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Railinfratrust B.V.,Onderhoud hoofdconstructie,74.1898006561601,
506,1,,0.1,0.1,0.55,0.5,28,3,,,2017,,,Inlaat,,"07-11-2018 HR De min stand is 0,102 en de max stand is 0,563. Er zit een RVS schuif voor de kleine duiker.",Spoorsloot (KIN) Meppel,1,,Spoorsloot (KIN) Meppel,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.55485551040336,
507,1,,2.52,2.42,8,0.9,3,,,,,Midden-West,,,,,,1,,SW.90.2-D909,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.01349018656807,
508,1,,,,28,1.25,31,,,,,,,,,,,1,,SW.75.19-D1113,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,27.7824913376051,
509,1,,0.09,0.09,12.5,0.7,3,2,4,,,,Klaverkampsweg,,,"Inlaat
Constructiehoogte is 1,686
Min peil is 1,630
Max. peil 1,664
Doorstroombreedte is 0,85
Hoofd con. Hout De rest is RVS
Geen meetbout aanwezig
Laat de peilbeheerder de min en max nameten. IVM moeilijk te bepalen.",,1,,SZ.335-D1137,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,11.9906819739855,
510,2,,6.2,6.2,1,1,28,,,,2014,,,Inlaat,,,RM212I1,1,,RM212I1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,0.883535480632431,
511,1,,0.16,0.21,19.8,0.4,3,,4,,,"Midden-West; inlaat Hoeven",,,,,,1,,SW.50.14-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,19.8227411746725,
512,1,,3.06,3.43,10,0.6,3,,,,,,,,,,,1,,SW.90.26-D79,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.95421222425885,
513,1,,0.48,0.49,10,1,3,,,,,,Inlaat Zandhuisweg,,,Meetspijker in stuw westzijde Zandhuisweg ,,1,,SW.65-D542,3,2,,,2,,,Gemeente,Gewoon en buitengewoon en constructie,,,9.99658042514945,
514,1,,8.3,8.3,12,0.7,3,,4,,,O.36,,Dam met duiker en inlaatwerk,,,O-36_K_42,1,,O-36_K_42,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,12.8855327315508,
515,1,,4.36,4.53,15.6,0.5,3,,,,,,,,,,,1,,SW.75.78-D658,3,2,,,2,,,Onbekend,Gewoon en buitengewoon en constructie,,,15.3523312677813,
516,99,,,,10.5,,99,,,,,,,,,,,1,,SW.75.84-D126A,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.4570819053566,
517,1,,3.9,3.9,,0.5,3,,5,,,,,,,,,1,,SW.90.55-D1054,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,8.64597764343788,
518,1,,4.6,4.6,3,0.32,20,,,,,,,,,,,1,,SW.90.57-D1055,3,2,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,13.8612337095219,
519,2,1.25,-0.87,-0.87,21.3,1,3,2,,,2017,,,Weg met duiker en uitlaatwerk,,,,1,,D4885,3,2,,,,,,Waterschap,Gewoon en buitengewoon en constructie,Gemeente,Onderhoud van de gehele dam (grondlichaam),16.533505009352,
520,1,,-1.31,-1.31,16.56,0.5,20,2,4,,1970,,KO.55.118-D2,Weg met duiker en inlaat,,"Inlaat br 0,50 Constructiehoogte -0,417 Min. -1,480 Max. -0,417
Hoofdconstr. Beton De rest RVS",Buitenmiddenweg Hamingerweg,1,,352I1,3,2,,,,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.5560026943192,
521,1,,-1.72,-1.72,10.4,0.31,20,,4,,,,,,,,,1,,KK.40-D1,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,10.43520794822,
522,1,,4.88,4.88,40.9,0.8,3,,,,,,,,,,,1,,AS.30.6-D409,3,1,,,2,,,Waterschap,Gewoon en buitengewoon,Gemeente,Onderhoud hoofdconstructie,40.6052490053983,
523,1,,3.53,3.57,9.8,0.5,3,,,,,,,,,"In principe altijd open, in extreme gevallen (hoog water) dicht",,1,,SW.75.138-D1189,3,2,,,2,,,Waterschap,Gewoon en buitengewoon en constructie,,,9.8124185096683,
524,99,0,0,0,12.6,0,99,,,,,Inlaat,,,,,,1,,AS.40.4-D1A,3,1,,,2,,,Waterschap,Gewoon en buitengewoon,Ontheffingshouder,Onderhoud hoofdconstructie,12.5945835836725,
