FID,omschr,type_div,hectobord,afritnr,afritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_kenmerk.718,Pseudo T-knooppunt,U,97.9h,7,'HELMOND'VBW. h,R,98.05999756,050,KPK0001141361,I,,POINT (161043.3104000017 390426.83249999955)
divergenties_kenmerk.719,Halfklaverblad-aansluiting,U,99.6c,8,'SON EN BREUGEL'VBW. c,R,99.71800232,050,KPK0001141372,I,,POINT (160636.67029999942 392034.46609999985)
divergenties_kenmerk.720,Halfklaverblad-aansluiting,U,105.8a,9,'SINT-OEDENRODE'VBW. a,R,105.71800232,050,KPK0001141384,I,,POINT (161136.41640000045 397651.0210000016)
divergenties_kenmerk.721,,U,50.5n,,BS.PPL.'RAAKEIND'+ REST.,R,50.63000107,058,KPK0001142812,I,,POINT (121583.9087000005 396406.8229999989)
divergenties_kenmerk.722,Halfklaverblad-aansluiting,U,54.6a,13,'BAVEL'VBW. a,R,54.51499939,058,KPK0001142845,I,,POINT (117831.28990000114 396476.29140000045)
divergenties_kenmerk.723,T-knooppunt,U,55.7w,,'KP.ST.ANNABOSCH'AMSTERDAM VBW. w,R,55.80699921,058,KPK0001142863,I,,POINT (116596.46999999881 396019.48750000075)
divergenties_kenmerk.724,Halfklaverblad-aansluiting,U,59.1c,14,'ULVENHOUT'VBW. c,R,59.26100159,058,KPK0001142864,I,,POINT (113704.22560000047 394134.8007000014)
divergenties_kenmerk.725,Haarlemmermeer-aansluiting,U,77.9a,6,'BOXMEER'VBW. a,R,77.75099945,073,KPK0001144092,I,,POINT (192259.65129999816 405165.92760000005)
divergenties_kenmerk.726,T-knooppunt,U,81.4e,,'KP.RIJKEVOORT'KÖLN VBW.e,R,81.19100189,073,KPK0001144093,I,,POINT (190822.94000000134 408288.9681000002)
divergenties_kenmerk.727,Haarlemmermeer-aansluiting,U,78.7c,6,'BOXMEER'VBW. c,R,78.84700012,073,KPK0001144094,I,,POINT (191833.1136999987 406184.3284999989)
divergenties_kenmerk.728,T-aansluiting halfklaverblad,U,99.2c,2,'NIJMEGEN-DUKENBURG'VBW. c,R,99.41999817,073,KPK0001144117,I,,POINT (182814.22839999944 423835.6671999991)
divergenties_kenmerk.729,Haarlemmermeer-aansluiting,U,101.8a,1a,'WIJCHEN' VBW. a,R,101.65899658,073,KPK0001144120,I,,POINT (181795.35049999878 425802.03559999913)
divergenties_kenmerk.730,Haarlemmermeer-aansluiting,U,102.3c,1a,'WIJCHEN' VBW. c,R,102.5019989,073,KPK0001144124,I,,POINT (181562.371199999 426620.6425999999)
divergenties_kenmerk.731,Halfklaverblad-aansluiting,U,111.5a,1,'BEUNINGEN'VBW. a,R,111.34700012,073,KPK0001144141,I,,POINT (180324.32950000092 429033.3841999993)
divergenties_kenmerk.732,Pseudo Klaverbladknooppunt,D,114.1r,,'KP.EWIJK'ROTTERDAM VBW. r,R,113.92500305,073,KPK0001144142,I,,POINT (177869.00979999825 429795.94420000166)
divergenties_kenmerk.733,Pseudo Klaverbladknooppunt,U,114.3w,,'KP.EWIJK'ARNHEM VBW.w,R,114.44300079,073,KPK0001144168,I,,POINT (177373.72740000114 429978.6997000016)
divergenties_kenmerk.734,Pseudo Klaverbladknooppunt,U,15.7r,,'KP. AMSTEL'AMSTERDAM-RIVIERENBUURT VBW. r,R,15.52600002,010,KPK0001131002,I,,POINT (123061.21979999915 482469.6620000005)
divergenties_kenmerk.735,T-knooppunt,D,21.7q,,'KP.DE NIEUWE MEER'ROTTERDAM VBW. q,R,21.75300026,010,KPK0001131027,I,,POINT (117748.68690000102 484135.47100000083)
divergenties_kenmerk.736,Niet indeelbaar,U,0.0#,,'BUSBAAN',R,26.18499947,010,KPK0001131035,I,,POINT (118094.5837999992 488513.70430000126)
divergenties_kenmerk.737,Pseudo Haarlemmermeer-aansluiting,U,28.8a,1,'AMSTERDAM-HEMHAVENS'VBW. a,R,28.71800041,010,KPK0001131105,I,,POINT (118704.61919999868 490825.80629999936)
divergenties_kenmerk.738,Halfklaverblad-aansluiting,U,113.1a,11,'VEGHEL'VBW. a,R,112.88800049,050,KPK0001141393,I,,POINT (163030.84650000185 403814.6169999987)
divergenties_kenmerk.739,Halfklaverblad-aansluiting,U,113.4c,11,'VEGHEL'VBW. c,R,113.47100067,050,KPK0001141395,I,,POINT (163315.65210000053 404320.66849999875)
divergenties_kenmerk.740,T-aansluiting halfklaverblad,U,117.6a,12,'VEGHEL-NOORD'VBW. a,R,117.52100372,050,KPK0001141401,I,,POINT (167157.9508999996 405356.0267999992)
divergenties_kenmerk.741,T-aansluiting halfklaverblad,U,118.2c,12,'VEGHEL-NOORD'VBW. c,R,118.36599731,050,KPK0001141402,I,,POINT (167965.02600000054 405618.7795000002)
divergenties_kenmerk.742,Halfklaverblad-aansluiting,U,120.3a,13,'VOLKEL'VBW. a,R,120.22000122,050,KPK0001141406,I,,POINT (169450.2547999993 406709.4140000008)
divergenties_kenmerk.743,Halfklaverblad-aansluiting,U,120.5c,13,'VOLKEL'VBW. c,R,120.6309967,050,KPK0001141407,I,,POINT (169645.58790000156 407072.8478000015)
divergenties_kenmerk.744,Haarlemmermeer-aansluiting,U,122.3a,14,'ZEELAND'VBW. a,R,122.16500092,050,KPK0001141414,I,,POINT (169714.38949999958 408583.80050000176)
divergenties_kenmerk.745,Haarlemmermeer-aansluiting,U,123.0c,14,'ZEELAND'VBW. c,R,123.07499695,050,KPK0001141415,I,,POINT (169667.11580000073 409492.56439999864)
divergenties_kenmerk.746,Halfklaverblad-aansluiting,U,127.9a,15,'NISTELRODE'VBW. a,R,127.81900024,050,KPK0001141422,I,,POINT (167643.31899999827 413614.9765999988)
divergenties_kenmerk.747,Halfklaverblad-aansluiting,U,128.5c,15,'NISTELRODE'VBW. c,R,128.70399475,050,KPK0001141423,I,,POINT (167552.64090000093 414497.0800999999)
divergenties_kenmerk.748,,U,132.9n,,BS.PPL.'GANZENVEN',R,133.03300476,050,KPK0001141431,I,,POINT (170083.40029999986 417588.4833999984)
divergenties_kenmerk.749,Halfklaverblad-aansluiting,U,139.1c,17,'RAVENSTEIN'VBW. c,R,139.16299438,050,KPK0001141434,I,,POINT (173493.90989999846 422296.1394000016)
divergenties_kenmerk.750,T-knooppunt,U,0.8b,,'KP.BANKHOEF'WIJCHEN VBW. b (A326),R,142.17399597,050,KPK0001141438,I,,POINT (175086.90900000185 424777.9820000008)
divergenties_kenmerk.751,Pseudo Klaverbladknooppunt,U,147.4m,,'KP.EWIJK'DRUTEN RANG.BAAN m,R,147.16999817,050,KPK0001141450,I,,POINT (176867.88809999824 429342.36989999935)
divergenties_kenmerk.752,Haarlemmermeer-aansluiting,U,0.0#,,BUSBAAN,R,73.12000275,058,KPK0001142954,I,,POINT (107471.10200000182 398610.8845000006)
divergenties_kenmerk.753,Pseudo Overig volledig knooppunt,U,72.5s,,'KP.PRINCEVILLE'BREDA VBW. s,R,72.64900208,058,KPK0001142956,I,,POINT (107926.89559999853 398691.4144000001)
divergenties_kenmerk.754,Haarlemmermeer-aansluiting,U,0.0#,,BUSBAAN,R,73.71299744,058,KPK0001142957,I,,POINT (106883.12559999898 398584.73959999904)
divergenties_kenmerk.755,Klaverbladknooppunt,U,46.7s,,'KP.ZAARDERHEIKEN'EINDHOVEN VBW. s,R,46.80500031,073,KPK0001144217,I,,POINT (206525.21510000154 379103.90949999914)
divergenties_kenmerk.756,Klaverbladknooppunt,U,45.9r,,'KP.ZAARDERHEIKEN'VENLO VBW. r,R,45.75600052,073,KPK0001144221,I,,POINT (206536.83040000126 378087.71719999984)
divergenties_kenmerk.757,Klaverbladknooppunt,U,2.5w,,'KP.KERENSHEIDE'MAASTRICHT VBW. w,R,2.6170001,076,KPK0001144245,I,,POINT (183056.1911999993 330957.7217000015)
divergenties_kenmerk.758,Klaverbladknooppunt,U,2.2r,,'KP.KERENSHEIDE'MAASTRICHT VBW. r,R,2.13499999,076,KPK0001144257,I,,POINT (182576.90949999914 330865.89990000054)
divergenties_kenmerk.759,T-knooppunt,U,32.1c,18,'AMSTERDAM-TUINDORP OOSTZAAN'VBW. c,R,32.20800018,010,KPK0001131163,I,,POINT (121056.4448999986 493167.30999999866)
divergenties_kenmerk.760,T-knooppunt,U,114.7f,,'KP.LANKHORST'LEEUWARDEN VBW. f,R,114.90399933,028,KPK0001140100,I,,POINT (209955.38120000064 520589.2162999995)
divergenties_kenmerk.761,,U,157.8n,,BS.PPL.'WEERBROEK',R,158.13499451,050,KPK0001141536,I,,POINT (181148.01410000026 438707.5945000015)
divergenties_kenmerk.762,Haarlemmermeer-aansluiting,U,162.2a,19,'RENKUM'VBW. a,R,162.12600708,050,KPK0001141590,I,,POINT (181101.91600000113 442609.7628999986)
divergenties_kenmerk.763,Haarlemmermeer-aansluiting,U,162.8c,19,'RENKUM'VBW. c,R,163.00300598,050,KPK0001141591,I,,POINT (180779.40569999814 443416.76300000027)
divergenties_kenmerk.764,Halfklaverblad-aansluiting,U,82.4a,20,'ST.WILLEBRORD'VBW. a,R,82.33000183,058,KPK0001142979,I,,POINT (99458.3751000017 397058.22619999945)
divergenties_kenmerk.765,Halfklaverblad-aansluiting,U,82.6c,20,'ST.WILLEBRORD'VBW. c,R,82.80500031,058,KPK0001142982,I,,POINT (98983.0159999989 396895.24439999834)
divergenties_kenmerk.766,Haarlemmermeer-aansluiting,U,89.6a,23,'ROOSENDAAL-OOST'VBW. a,R,89.49500275,058,KPK0001142995,I,,POINT (92606.87920000032 394885.63430000097)
divergenties_kenmerk.767,,U,96.9p,,PPL.'SPUITENDONK',R,96.83899689,058,KPK0001143007,I,,POINT (87434.98919999972 391846.061999999)
divergenties_kenmerk.768,Halfklaverblad-aansluiting,U,98.2a,25,'WOUWSE PLANTAGE'VBW. a,R,98.1230011,058,KPK0001143008,I,,POINT (86259.47540000081 391487.49010000005)
divergenties_kenmerk.769,Halfklaverblad-aansluiting,U,98.5c,25,'WOUWSE PLANTAGE'VBW. c,R,98.59899902,058,KPK0001143012,I,,POINT (85776.8834999986 391456.46400000155)
divergenties_kenmerk.770,Halfklaverblad-aansluiting,U,100.6a,26,'HEERLE'VBW. a,R,100.50900269,058,KPK0001143013,I,,POINT (83868.09109999985 391409.6933999993)
divergenties_kenmerk.771,,U,101.4m,,BS.PPL.'WOUWSE-TOL NOORD',R,101.25299835,058,KPK0001143017,I,,POINT (83146.88699999824 391250.1163999997)
divergenties_kenmerk.772,,U,101.6n,,BS.PPL.'WOUWSE-TOL ZUID'+ REST.,R,101.66300201,058,KPK0001143018,I,,POINT (82765.3900000006 391090.51150000095)
divergenties_kenmerk.773,T-knooppunt,U,119.3s,,'KP.MARKIEZAAT'ANTWERPEN VBW. s,R,119.43699646,058,KPK0001143027,I,,POINT (77334.80710000172 382972.82869999856)
divergenties_kenmerk.774,,U,120.5q,,PPL.'HET RAK',R,120.59300232,058,KPK0001143028,I,,POINT (76186.09629999846 382845.0001000017)
divergenties_kenmerk.775,Halfklaverblad-aansluiting,U,138.2a,33,'YERSEKE'VBW. a,R,138.06199646,058,KPK0001143040,I,,POINT (60627.186000000685 386561.0357000008)
divergenties_kenmerk.776,Halfklaverblad-aansluiting,U,138.3c,33,'YERSEKE'VBW. c,R,138.45399475,058,KPK0001143041,I,,POINT (60379.2677000016 386870.127700001)
divergenties_kenmerk.777,Pseudo Halfklaverblad-aansluiting,U,6.6a,3,'SPAUBEEK'VBW. a,R,6.51399994,076,KPK0001144360,I,,POINT (186228.45490000024 328760.23640000075)
divergenties_kenmerk.778,Pseudo Halfklaverblad-aansluiting,U,8.0c,3,'SPAUBEEK'VBW. c,R,8.12199974,076,KPK0001144391,I,,POINT (187677.26049999893 328171.8242999986)
divergenties_kenmerk.779,Halfklaverblad-aansluiting,U,120.6c,24,'DE WIJK'VBW. c,R,120.81600189,028,KPK0001140118,I,,POINT (215179.37669999897 522175.9648000002)
divergenties_kenmerk.780,,U,126.4m,,BS.PPL.'LAGEVEEN',R,126.21499634,028,KPK0001140120,I,,POINT (220428.78319999948 521719.9508000016)
divergenties_kenmerk.781,,U,127.3n,,BS.PPL.'PANJERD',R,127.53500366,028,KPK0001140124,I,,POINT (221679.51060000062 522191.67130000144)
divergenties_kenmerk.782,Klaverbladknooppunt,U,133.4m,,'KP.HOOGEVEEN'GRONINGEN RANG.BAAN m,R,133.26899719,028,KPK0001140128,I,,POINT (226488.04470000044 524915.0186999999)
divergenties_kenmerk.783,Klaverbladknooppunt,U,134.0k,,'KP.HOOGEVEEN'OMMEN VBW. k,R,134.14199829,028,KPK0001140130,I,,POINT (227366.45100000128 525037.7397000007)
divergenties_kenmerk.784,Klaverbladknooppunt,U,140.2j,,'KP.HOOGEVEEN'ZWOLLE VBW. j,R,140.16600037,028,KPK0001140132,I,,POINT (227463.84219999984 525172.5392000005)
divergenties_kenmerk.785,Klaverbladknooppunt,D,140.3f,,'KP.HOOGEVEEN'MEPPEL VBW. f,R,140.46000671,028,KPK0001140135,I,,POINT (227590.91440000013 525449.0861999989)
divergenties_kenmerk.786,Halfklaverblad-aansluiting,U,141.8c,26,'HOOGEVEEN'VBW. c,R,141.96299744,028,KPK0001140138,I,,POINT (227757.95809999853 526909.7765999995)
divergenties_kenmerk.787,Haarlemmermeer-aansluiting,U,143.2a,27,'FLUITENBERG'VBW. a,R,143.08900452,028,KPK0001140140,I,,POINT (227827.10720000044 528026.2265000008)
divergenties_kenmerk.788,Haarlemmermeer-aansluiting,U,143.9c,27,'FLUITENBERG'VBW. c,R,144.10600281,028,KPK0001140142,I,,POINT (227599.97150000185 529018.4327999987)
divergenties_kenmerk.789,Halfklaverblad-aansluiting,U,152.0a,29,'DWINGELOO'VBW. a,R,151.88299561,028,KPK0001140148,I,,POINT (227353.69480000064 536475.1950000003)
divergenties_kenmerk.790,Halfklaverblad-aansluiting,U,152.3c,29,'DWINGELOO'VBW. c,R,152.48100281,028,KPK0001140150,I,,POINT (227478.35599999875 537066.2047999986)
divergenties_kenmerk.791,,U,156.0m,,BS.PPL.'SMALHORST',R,155.91799927,028,KPK0001140152,I,,POINT (229014.59659999982 540131.1281999983)
divergenties_kenmerk.792,,U,156.3n,,BS.PPL.'DE MUSSELS',R,156.40600586,028,KPK0001140153,I,,POINT (229222.81120000035 540581.9776999988)
divergenties_kenmerk.793,Halfklaverblad-aansluiting,U,157.5c,30,'BEILEN'VBW. c,R,157.6210022,028,KPK0001140157,I,,POINT (229651.1484999992 541722.8486000001)
divergenties_kenmerk.794,Halfklaverblad-aansluiting,U,160.4a,31,'WESTERBORK'VBW. a,R,160.26699829,028,KPK0001140160,I,,POINT (230852.38910000026 544052.8997999988)
divergenties_kenmerk.795,Halfklaverblad-aansluiting,U,160.0c,31,'WESTERBORK'VBW. c,R,160.09399414,028,KPK0001140161,I,,POINT (230744.27299999818 543930.8768999986)
divergenties_kenmerk.796,Haarlemmermeer-aansluiting,U,169.1a,31a,'ASSEN-ZUID'VBW. a,R,168.91400146,028,KPK0001140166,I,,POINT (232666.83850000054 552335.8909000009)
divergenties_kenmerk.797,Pseudo T-knooppunt,U,170.2r,,'KP.ASSEN'EEMSHAVEN VBW. r,R,170.04699707,028,KPK0001140167,I,,POINT (232915.10920000076 553444.2344999984)
divergenties_kenmerk.798,Haarlemmermeer-aansluiting,U,173.7a,33,'ASSEN-WEST'VBW. a,R,173.63200378,028,KPK0001140168,I,,POINT (231459.81340000033 556528.5095000006)
divergenties_kenmerk.799,Haarlemmermeer-aansluiting,U,169.1c,31a,'ASSEN-ZUID'VBW. c,R,169.20500183,028,KPK0001140169,I,,POINT (232712.628800001 552627.9536999986)
divergenties_kenmerk.800,,U,177.8m,,BS.PPL.'PEELERVELD',R,177.56900024,028,KPK0001140178,I,,POINT (233108.08579999954 559920.5901000015)
divergenties_kenmerk.801,,U,177.1n,,BS.PPL.'ZEYERVEEN',R,177.17799377,028,KPK0001140179,I,,POINT (232858.2173999995 559619.0520000011)
divergenties_kenmerk.802,Halfklaverblad-aansluiting,U,179.0c,34,'ASSEN-NOORD'VBW. c,R,179.08500671,028,KPK0001140180,I,,POINT (234334.80139999837 560801.2412)
divergenties_kenmerk.803,,U,167.7m,,BS.PPL.'DE SLENK',R,167.50100708,050,KPK0001141624,I,,POINT (183955.0240000002 446432.4824000001)
divergenties_kenmerk.804,T-knooppunt,U,182.9w,,'KP.WATERBERG'OBERHAUSEN VBW. w,R,183.13000488,050,KPK0001141686,I,,POINT (191828.32330000028 448344.5309999995)
divergenties_kenmerk.805,Pseudo Halfklaverblad-aansluiting,U,184.8c,21,'SCHAARSBERGEN'VBW. c,R,184.89599609,050,KPK0001141704,I,,POINT (192276.76260000095 450054.07559999824)
divergenties_kenmerk.806,Halfklaverblad-aansluiting,U,144.8a,35,'KAPELLE'VBW. a,R,144.64300537,058,KPK0001143098,I,,POINT (54644.11809999868 388298.3101999983)
divergenties_kenmerk.807,Pseudo Haarlemmermeer-aansluiting,U,147.6a,35a,'GOES-ZUID'VBW. a,R,147.48800659,058,KPK0001143099,I,,POINT (51876.610199999064 388951.85550000146)
divergenties_kenmerk.808,Pseudo Haarlemmermeer-aansluiting,U,148.2c,35a,'GOES-ZUID'VBW. c,R,148.29800415,058,KPK0001143104,I,,POINT (51063.91750000045 389012.8443999998)
divergenties_kenmerk.809,T-knooppunt,U,1.3k,,'KP.DE POEL'ZIERIKZEE VBW. k,R,149.71499634,058,KPK0001143110,I,,POINT (49674.49130000174 389272.2642999999)
divergenties_kenmerk.810,Halfklaverblad-aansluiting,U,153.3c,36,'HEINKENSZAND'VBW. c,R,153.3999939,058,KPK0001143115,I,,POINT (46042.78200000152 389426.7340000011)
divergenties_kenmerk.811,T-knooppunt,U,154.2g,,'KP.STELLEPLAS'GENT VBW. g,R,154.07800293,058,KPK0001143117,I,,POINT (45374.109999999404 389502.8590000011)
divergenties_kenmerk.812,T-knooppunt,U,155.4f,,'KP.STELLEPLAS'GENT VBW. f,R,155.52999878,058,KPK0001143118,I,,POINT (44161.67430000007 390277.7912000008)
divergenties_kenmerk.813,Pseudo Halfklaverblad-aansluiting,U,163.9a,37,'ARNEMUIDEN'VBW. a,R,163.84399414,058,KPK0001143128,I,,POINT (36391.31260000169 391254.38269999996)
divergenties_kenmerk.814,Pseudo Halfklaverblad-aansluiting,U,164.0c,37,'ARNEMUIDEN'& BS. ARNEMUIDEN VBW. c,R,164.20100403,058,KPK0001143129,I,,POINT (36123.65520000085 391002.38919999823)
divergenties_kenmerk.815,T-knooppunt,U,166.2r,,'KP. DE ROODE LEEUW'MIDDELBURG-OOST VBW. r,R,166.07299805,058,KPK0001143132,I,,POINT (34722.89130000025 389769.18129999936)
divergenties_kenmerk.816,Halfklaverblad-aansluiting,U,167.3a,39,'MIDDELBURG-CENTRUM'VBW. a,R,167.13400269,058,KPK0001143134,I,,POINT (33864.017999999225 389188.0513000004)
divergenties_kenmerk.817,T-knooppunt,U,166.8u,,'KP. DE ROODE LEEUW'MIDDELBURG-OOST VBW. u,R,166.95799255,058,KPK0001143135,I,,POINT (34025.159899998456 389229.67880000174)
divergenties_kenmerk.818,Halfklaverblad-aansluiting,U,167.9c,39,'MIDDELBURG-CENTRUM'VBW. c,R,168.07000732,058,KPK0001143139,I,,POINT (32992.85390000045 388831.15210000053)
divergenties_kenmerk.819,Haarlemmermeer-aansluiting,U,170.2a,40,'RITTHEM'VBW. a,R,170.04800415,058,KPK0001143141,I,,POINT (31676.49529999867 387539.6215999983)
divergenties_kenmerk.820,Haarlemmermeer-aansluiting,U,170.7c,40,'RITTHEM'VBW. c,R,170.80000305,058,KPK0001143143,I,,POINT (31087.154800001532 387062.0700000003)
divergenties_kenmerk.821,,U,86.2m,,BS.PPL.'HOEZAAR',R,86.07499695,058,KPK0001142985,I,,POINT (95878.37819999829 395946.06439999864)
divergenties_kenmerk.1892,Niet indeelbaar,U,0.0#,,'OSS',R,151.772995,059,KPK0001438794,I,,POINT (163491.86080000177 416589.6127999984)
divergenties_kenmerk.822,Halfklaverblad-aansluiting,U,87.8c,22,'ZEGGE'VBW. c,R,87.92299652,058,KPK0001142993,I,,POINT (94093.73220000044 395376.0614)
divergenties_kenmerk.823,Klaverbladknooppunt,U,1.9v,,'KP.KERENSHEIDE'AMSTERDAM VBW. v,R,1.83299994,076,KPK0001144290,I,,POINT (182283.71909999847 330800.86080000177)
divergenties_kenmerk.824,Haarlemmermeer-aansluiting,U,4.6a,2,'GELEEN'VBW. a,R,4.47800016,076,KPK0001144323,I,,POINT (184543.9001000002 329893.7969999984)
divergenties_kenmerk.825,Klaverbladknooppunt,D,3.3s,,'KP.KERENSHEIDE'AMSTERDAM' VBW. s,R,3.48300004,076,KPK0001144324,I,,POINT (183830.08320000023 330578.3577999994)
divergenties_kenmerk.826,Halfklaverblad-aansluiting,U,179.5a,34,'ASSEN-NOORD'VBW. a,R,179.38499451,028,KPK0001140183,I,,POINT (234579.59690000117 560969.0375999995)
divergenties_kenmerk.827,Halfklaverblad-aansluiting,U,185.7a,35,'VRIES'VBW. a,R,185.58500671,028,KPK0001140186,I,,POINT (236522.91649999842 566691.0744000003)
divergenties_kenmerk.828,Halfklaverblad-aansluiting,U,190.4a,37,'EELDE'VBW. a,R,190.33000183,028,KPK0001140190,I,,POINT (236897.4897999987 571343.4990999997)
divergenties_kenmerk.829,T-knooppunt,U,0.0#,36,'ZUIDLAREN = N34'VBW. b,R,189.7250061,028,KPK0001140191,I,,POINT (236906.55739999935 570744.4112000018)
divergenties_kenmerk.830,Halfklaverblad-aansluiting,U,190.4c,37,'EELDE'VBW. c,R,190.6309967,028,KPK0001140195,I,,POINT (236870.5300000012 571648.4510999992)
divergenties_kenmerk.831,,U,0.0#,,PPL.'GLIMMERMADE',R,191.96499634,028,KPK0001140197,I,,POINT (236726.13500000164 572968.25)
divergenties_kenmerk.832,Halfklaverblad-aansluiting,U,120.5a,24,'DE WIJK'VBW. a,R,120.30699921,028,KPK0001140116,I,,POINT (214663.94700000063 522262.1865000017)
divergenties_kenmerk.833,Pseudo Haarlemmermeer-aansluiting,U,131.7c,25,'ZUIDWOLDE'VBW. c,R,131.82299805,028,KPK0001140126,I,,POINT (225093.81230000034 524622.4098000005)
divergenties_kenmerk.834,Halfklaverblad-aansluiting,U,141.6a,26,'HOOGEVEEN'VBW. a,R,141.46200562,028,KPK0001140134,I,,POINT (227803.71979999915 526397.8273999989)
divergenties_kenmerk.835,Pseudo Klaverbladknooppunt,U,1.7q,,'KP.RIJNSWEERD'RING-Z/O BREDA VBW. q,R,1.82000005,028,KPK0001140254,I,,POINT (140355.17110000178 456135.1898000017)
divergenties_kenmerk.836,,U,0.0#,,BUSH.,R,187.49099731,050,KPK0001141736,I,,POINT (192956.59099999815 452551.16699999943)
divergenties_kenmerk.837,,U,0.0#,,BUSH.,R,190.1000061,050,KPK0001141762,I,,POINT (193416.06280000135 455108.8896000013)
divergenties_kenmerk.838,,U,0.0#,,BUSH.,R,190.25700378,050,KPK0001141763,I,,POINT (193426.1860000007 455272.74069999903)
divergenties_kenmerk.839,,U,0.0#,,BUSH.,R,192,050,KPK0001141785,I,,POINT (193761.5234999992 456953.1079000011)
divergenties_kenmerk.840,,U,0.0#,,BUSH.,R,192.13499451,050,KPK0001141786,I,,POINT (193802.32519999892 457108.4919000007)
divergenties_kenmerk.841,Pseudo T-knooppunt,U,9.3s,,'KP.DIEMEN'MUIDEN VBW. s(RW1),R,4.5539999,009,KPK0001129951,I,,POINT (130021.3060999997 482683.82140000165)
divergenties_kenmerk.842,Niet indeelbaar,U,0.0#,,WISSELSTROOK p,R,6.07700014,009,KPK0001129966,I,,POINT (128871.4897999987 481771.9648000002)
divergenties_kenmerk.843,Niet indeelbaar,U,0.0#,,WISSELSTROOK q,R,5.64400005,009,KPK0001129967,I,,POINT (129120.17110000178 482122.9021999985)
divergenties_kenmerk.844,Pseudo T-knooppunt,D,6.1u,,'KP.DIEMEN'ZAANSTAD VBW. u,R,6.18599987,009,KPK0001129968,I,,POINT (128857.64699999988 481657.1259999983)
divergenties_kenmerk.845,Pseudo T-knooppunt,D,21.9s,,'KP.HOLENDRECHT'UTRECHT VBW. s,R,22.03000069,009,KPK0001130014,I,,POINT (124452.98409999907 477636.5212999992)
divergenties_kenmerk.846,Klaverbladknooppunt,U,27.2r,,'KP.HOEVELAKEN'HOEVELAKEN VBW. r,R,27.01799965,028,KPK0001140290,I,,POINT (157586.24570000172 464890.1898000017)
divergenties_kenmerk.847,Halfklaverblad-aansluiting,U,28.1a,14,'HOEVELAKEN'VBW. a,R,27.96999931,028,KPK0001140309,I,,POINT (158388.39310000092 464781.0626000017)
divergenties_kenmerk.848,Klaverbladknooppunt,U,27.3w,,'KP.HOEVELAKEN'APELDOORN VBW. w,R,27.40099907,028,KPK0001140317,I,,POINT (157752.52439999953 465237.0982999988)
divergenties_kenmerk.849,Niet indeelbaar,U,0.0#,,'APELDOORN' (N302),R,53.06200027,028,KPK0001140332,I,,POINT (172538 483207)
divergenties_kenmerk.850,Pseudo Haarlemmermeer-aansluiting,U,93.2a,19,'ZWOLLE-CENTRUM'VBW. a,R,92.99700165,028,KPK0001140349,I,,POINT (201867.13450000063 503072.0789999999)
divergenties_kenmerk.851,Klaverbladknooppunt,U,133.8e,,'KP.HOOGEVEEN'OMMEN VBW. e,R,133.66999817,028,KPK0001140365,I,,POINT (226883.7188999988 524953.3377999999)
divergenties_kenmerk.852,Klaverbladknooppunt,U,134.3v,,'KP.HOOGEVEEN'GRONINGEN VBW. v,R,134.19200134,028,KPK0001140366,I,,POINT (227416.7298000008 525018.9043000005)
divergenties_kenmerk.853,Pseudo T-knooppunt,D,170.8t,,'KP.ASSEN'ASSEN VBW. t,R,170.54299927,028,KPK0001140372,I,,POINT (232941.21119999886 553942.3469999991)
divergenties_kenmerk.854,Pseudo T-knooppunt,D,5.6b,,'KP.ASSEN'GIETEN VBW. b(RW33),R,171.13800049,028,KPK0001140376,I,,POINT (232996.7184999995 554511.0203999989)
