KADAAND;KADAAND_ID;KADAAND_VOLGNUMMER;EIGENDOMSSITUATIE;APARTEMENTSSITUATIE;OBJECTID;OPPERVL_GROND;SOORT_GROOTTE
GVH38 AX 06463 G 0000;350;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;337;63;vastgesteld
GVH26 AI 02965 G 0000;69772;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;135180;131;vastgesteld
GVH31 AO 01750 G 0000;127289;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233283;420;vastgesteld
GVH31 AO 01512 G 0000;127130;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233285;102;vastgesteld
GVH31 AO 01518 G 0000;127136;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233286;83;vastgesteld
GVH31 AO 01524 G 0000;127142;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233287;83;vastgesteld
GVH34 AS 00751 G 0000;131538;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233288;176;vastgesteld
GVH34 AS 00768 G 0000;131555;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233289;20;vastgesteld
GVH34 AS 00875 G 0000;131657;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233291;21;vastgesteld
GVH34 AS 00887 G 0000;131669;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233292;174;vastgesteld
GVH34 AS 00897 G 0000;131679;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233294;8;vastgesteld
GVH34 AS 00898 G 0000;131680;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233295;6;vastgesteld
GVH34 AS 00905 G 0000;131687;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233296;260;vastgesteld
GVH34 AS 00914 G 0000;131696;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233298;5;vastgesteld
GVH34 AS 00934 G 0000;131716;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233299;6;vastgesteld
GVH34 AS 00948 G 0000;131730;2;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;233300;21;vastgesteld
LDN03 M 06475 G 0000;438639;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;252400;13;vastgesteld
GVH09 N 06147 G 0000;182775;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;252406;1394;vastgesteld
LDN03 M 06470 G 0000;438674;10;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;252419;155;vastgesteld
LDN03 M 06436 G 0000;438670;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;252380;155;vastgesteld
GVH26 AI 10425 G 0000;83086;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284317;103;vastgesteld
GVH15 W 04406 G 0000;818637;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284318;119;vastgesteld
GVH11 P 09271 G 0000;192823;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284568;187;vastgesteld
GVH48 BI 02482 G 0000;23765;5;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284580;965;vastgesteld
GVH47 BH 02574 G 0000;22122;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284320;251;vastgesteld
GVH37 AW 03008 G 0000;156292;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284583;137;vastgesteld
LDN03 H 06413 G 0000;37951;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284362;110;vastgesteld
GVH12 R 07916 G 0000;199639;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;293427;206;vastgesteld
GVH15 W 03199 G 0000;217238;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284319;85;vastgesteld
GVH09 N 05355 G 0000;182497;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284325;151;vastgesteld
GVH38 AX 09334 G 0000;4567;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284341;393;vastgesteld
GVH43 BD 04865 G 0000;12055;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284343;171;vastgesteld
GVH31 AO 02087 G 0000;127563;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284578;342;vastgesteld
GVH16 X 01789 G 0000;220324;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284579;168;vastgesteld
LDN03 K 01559 G 0000;48766;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161506;456;vastgesteld
LDN03 K 01568 G 0000;48775;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161518;546;vastgesteld
LDN03 K 01566 G 0000;48773;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161531;577;vastgesteld
GVH39 AY 02623 G 0000;4922;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284584;158;vastgesteld
GVH11 P 10433 G 0000;198076;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284591;146;vastgesteld
GVH15 W 04036 G 0000;218940;4;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;284305;1813;vastgesteld
LDN03 K 01575 G 0000;48782;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161581;361;vastgesteld
GVH06 I 02723 G 0000;172077;7;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284312;256;vastgesteld
GVH27 AK 11575 G 0000;628755;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284333;84;
GVH09 N 03020 G 0000;181630;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284606;159;vastgesteld
GVH43 BD 05299 G 0000;12476;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284604;206;vastgesteld
LDN03 M 01703 G 0000;50451;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284278;131;vastgesteld
GVH38 AX 09188 G 0000;4432;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284298;393;vastgesteld
GVH49 BK 03677 G 0000;28265;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284594;208;vastgesteld
GVH47 BH 02093 G 0000;21696;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284598;122;vastgesteld
GVH38 AX 06596 G 0000;631;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;399;526;vastgesteld
GVH38 AX 06597 G 0000;632;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;400;585;vastgesteld
GVH37 AW 04649 G 0000;160989;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284332;109;vastgesteld
GVH27 AK 11581 G 0000;628757;8;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284342;33;
GVH24 AG 04031 G 0000;257987;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284346;140;vastgesteld
GVH27 AK 01250 G 0000;84852;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284597;174;vastgesteld
GVH39 AY 03251 G 0000;5827;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284358;107;vastgesteld
GVH18 Z 02056 G 0000;232106;5;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;250553;106;vastgesteld
GVH29 AM 08391 G 0000;117785;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;250560;109;vastgesteld
GVH16 X 03530 G 0000;221536;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;250561;245;vastgesteld
GVH38 AX 06549 G 0000;377;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;364;411;vastgesteld
GVH37 AW 02869 G 0000;155213;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;250574;119;vastgesteld
GVH38 AX 06553 G 0000;379;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;366;1323;vastgesteld
LDN03 H 05042 G 0000;32297;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284601;642;vastgesteld
GVH39 AY 04613 G 0000;7483;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284610;226;vastgesteld
LDN03 H 07548 G 0000;40303;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284351;134;vastgesteld
GVH49 BK 02492 G 0000;25334;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284572;120;vastgesteld
GVH43 BD 02722 G 0000;9828;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284574;1499;vastgesteld
GVH18 Z 00624 G 0000;231520;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284607;149;vastgesteld
GVH38 AX 08754 G 0000;3850;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284608;441;vastgesteld
LDN03 K 01572 G 0000;48779;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161546;410;vastgesteld
GVH26 AI 05367 G 0000;71629;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;242878;25;vastgesteld
GVH38 AX 07441 G 0000;1873;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;242880;130;vastgesteld
GVH09 N 04872 G 0000;182311;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161558;259;vastgesteld
GVH14 V 04113 G 0000;208493;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161578;1205;vastgesteld
GVH37 AW 03592 G 0000;157638;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284582;114;vastgesteld
GVH44 BE 04659 G 0000;15606;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284585;245;vastgesteld
LDN03 O 00327 G 0000;66695;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161599;151;vastgesteld
GVH45 BF 04608 G 0000;19321;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;242890;1;vastgesteld
GVH43 BD 03552 G 0000;10643;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284587;120;vastgesteld
LDN03 H 08033 G 0000;42022;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284588;175;vastgesteld
GVH20 AC 02993 G 0000;243981;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284589;113;vastgesteld
GVH48 BI 03091 G 0000;419627;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;189284;20;vastgesteld
LDN03 K 03212 G 0000;637639;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284314;612;
GVH35 AU 00481 G 0000;137968;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;289143;139;vastgesteld
GVH16 X 04019 G 0000;221868;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284331;176;vastgesteld
GVH23 AF 02382 G 0000;251687;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;161620;130;vastgesteld
LDN03 K 03474 G 0000;835663;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;287266;313;
LDN03 K 03473 G 0000;835659;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;287282;267;
LDN03 K 03491 G 0000;835718;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;287194;256;
LDN03 K 03467 G 0000;835709;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;287235;268;
GVH38 AX 06687 G 0000;959;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;482;82;vastgesteld
LDN03 H 04478 G 0000;31391;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312840;285;vastgesteld
LDN03 H 04482 G 0000;31395;5;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;312841;211;vastgesteld
GVH03 F 02249 G 0000;168517;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284609;54;vastgesteld
GVH38 AX 06695 G 0000;966;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;489;120;vastgesteld
GVH20 AC 03025 G 0000;244013;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284569;13;vastgesteld
GVH37 AW 03028 G 0000;156312;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284576;24;vastgesteld
GVH19 AB 07444 G 0000;240476;8;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;319885;12;vastgesteld
GVH26 AI 03048 G 0000;69849;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;241534;52;vastgesteld
GVH11 P 08319 G 0000;192442;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;164635;200;vastgesteld
GVH20 AC 02962 G 0000;243951;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284581;102;vastgesteld
GVH08 L 13453 G 0000;180798;9;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284593;22;vastgesteld
GVH26 AI 03047 G 0000;69848;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;241535;60;vastgesteld
LDN03 G 03415 G 0000;449620;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;166376;60;vastgesteld
GVH28 AL 02718 G 0000;98640;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284600;146;vastgesteld
GVH26 AI 03046 G 0000;69847;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;241536;99;vastgesteld
GVH43 BD 05150 G 0000;12330;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;242897;268;vastgesteld
GVH19 AB 07484 G 0000;240514;7;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;319886;78;vastgesteld
GVH19 AB 07503 G 0000;240533;8;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;319887;51;vastgesteld
GVH19 AB 07519 G 0000;261489;7;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;319888;13;vastgesteld
GVH03 F 01848 G 0000;168288;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284603;825;vastgesteld
GVH31 AO 00852 G 0000;126638;3;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284605;282;vastgesteld
GVH43 BD 04119 G 0000;11300;3;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;128702;171;vastgesteld
GVH02 E 02827 G 0000;166790;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;298502;241;vastgesteld
GVH38 AX 06605 G 0000;880;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;403;104;vastgesteld
GVH39 AY 03190 G 0000;5776;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284753;382;vastgesteld
GVH09 N 06099 G 0000;182767;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;128723;166;vastgesteld
LDN03 I 07361 G 0000;632670;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284754;195;vastgesteld
GVH11 P 04587 G 0000;190950;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;298519;157;vastgesteld
GVH14 V 02734 G 0000;207923;4;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;298528;156;vastgesteld
GVH14 V 05051 G 0000;208998;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;298532;323;vastgesteld
LDN03 I 05506 G 0000;43612;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284817;3;vastgesteld
LDN03 I 05504 G 0000;43610;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284768;230;vastgesteld
LDN03 I 05508 G 0000;43614;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284769;7;vastgesteld
GVH41 BB 01302 G 0000;8380;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284794;6035;vastgesteld
GVH38 AX 06714 G 0000;984;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;507;137;vastgesteld
GVH38 AX 06716 G 0000;986;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;509;136;vastgesteld
GVH28 AL 01679 G 0000;97911;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284797;103;vastgesteld
GVH38 AX 06718 G 0000;988;1;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;511;135;vastgesteld
GVH12 R 11829 G 0000;201176;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284795;1139;vastgesteld
GVH12 R 14044 G 0000;629503;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284789;12626;
GVH12 R 07912 G 0000;199635;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284798;206;vastgesteld
LDN03 H 06790 G 0000;39103;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;284803;10;vastgesteld
GVH09 N 03326 G 0000;181782;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284804;160;vastgesteld
GVH46 BG 04246 G 0000;20971;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;156315;181;vastgesteld
GVH43 BD 04359 G 0000;11604;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;323844;459;vastgesteld
LDN03 I 05293 G 0000;43470;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284808;342;vastgesteld
GVH38 AX 09922 G 0000;998692;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;323850;171;
LDN03 I 05502 G 0000;43608;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;284818;229;vastgesteld
GVH21 AD 00290 G 0000;245866;6;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;323858;122;vastgesteld
LDN03 H 08073 G 0000;42058;9;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;323860;144686;vastgesteld
GVH07 K 00910 G 0000;172883;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;323871;22;vastgesteld
GVH07 K 02024 G 0000;173018;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;323872;42;vastgesteld
GVH11 P 07461 G 0000;192073;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;178662;386;vastgesteld
GVH28 AL 01634 G 0000;97866;4;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;256231;90;vastgesteld
LDN03 H 08230 G 0000;556623;8;Gemeentelijk eigendom belast met erfpacht;Gesplitst in appartementsrechten;323878;276;
GVH43 BD 04914 G 0000;12098;4;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;284831;224;vastgesteld
LDN03 I 05871 G 0000;43875;5;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;323889;306;vastgesteld
GVH18 Z 01836 G 0000;232005;8;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;256258;150;vastgesteld
GVH28 AL 03000 G 0000;98837;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;146719;163;vastgesteld
GVH18 Z 01000 G 0000;231633;3;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;256270;120;vastgesteld
GVH10 O 05553 G 0000;187570;5;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;256286;111;vastgesteld
GVH39 AY 01504 G 0000;4832;2;Gemeentelijk eigendom niet belast met erfpacht;Niet gesplitst in appartementsrechten;256295;2335;vastgesteld
LDN03 I 05786 G 0000;43808;6;Gemeentelijk eigendom belast met erfpacht;Niet gesplitst in appartementsrechten;303879;252;vastgesteld
LDN03 K 02870 G 0000;610636;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;256305;252;
GVH11 P 07625 G 0000;192171;5;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;295039;85;vastgesteld
GVH12 R 12167 G 0000;201541;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;146731;351;vastgesteld
GVH12 R 10864 G 0000;200318;2;Geen gemeentelijk eigendom;Gesplitst in appartementsrechten;146738;190;vastgesteld
GVH08 L 07872 G 0000;175015;2;Geen gemeentelijk eigendom;Niet gesplitst in appartementsrechten;303884;112;vastgesteld
