Kenteken,Brandstof volgnummer,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,Brandstofverbruik stad,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Geluidsniveau rijdend,Geluidsniveau stationair,Emissieklasse,Milieuklasse EG Goedkeuring (licht),Milieuklasse EG Goedkeuring (zwaar),Uitstoot deeltjes (licht),Uitstoot deeltjes (zwaar),Nettomaximumvermogen,Nominaal continu maximumvermogen,Roetuitstoot,Toerental geluidsniveau,Emissie deeltjes type1 wltp,Emissie co2 gecombineerd wltp,Emissie co2 gewogen gecombineerd wltp,Brandstof verbruik gecombineerd wltp,Brandstof verbruik gewogen gecombineerd wltp,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch,Klasse hybride elektrisch voertuig,Opgegeven maximum snelheid,Uitlaatemissieniveau
00BKG7,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKG8,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKG9,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKH2,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKH3,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKH4,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKH6,1,Diesel,,,,,,80,84,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKH7,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKH8,1,Diesel,,,,,,80,88,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKH9,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,278.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKJ1,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,405.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKJ2,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,240.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BKJ3,1,Diesel,,,,,,80,89,6,,595/2009*627/2014C,,,184.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKJ4,1,Diesel,,,,,,80,93,6,,595/2009*627/2014C,,,200.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKJ5,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BKJ6,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKJ7,1,Diesel,,,,,,78,86,6,,595/2009*2016/1718C,,,115.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKJ8,1,Diesel,,,,,,78,89,6,,595/2009*627/2014C,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BKJ9,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKK1,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKK2,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKK3,1,Diesel,,,,,,,,6,,97/68QA*2012/46,,,320.00,,1.21,,,,,,,,,,,,,,,,,,
00BKK5,1,Diesel,,,,,,,85,4,,,,,240.00,,1.20,2000,,,,,,,,,,,,,,,,,
00BKK6,1,Diesel,,,,,,77,91,6,,595/2009*2016/1718,,,220.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKK8,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKK9,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKL1,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKL2,1,Diesel,,,,,,80,87,6,,595/2009*627/2014C,,,375.00,,,1275,,,,,,,,,,,,,,,,,EURO VI C
00BKL3,1,Diesel,,,,,,78,86,6,,595/2009*2016/1718C,,,130.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKL7,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKL8,1,Diesel,,,,,,80,101,6,,595/2009*2016/1718C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKL9,1,Diesel,,,,,,,,5,,,,,165.00,,,,,,,,,,,,,,,,,,,,EURO 5
00BKN1,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKN2,1,Diesel,,,,,,78,90,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKN3,1,Diesel,,,,,,80,101,6,,595/2009*2016/1718C,,,350.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKN5,1,Diesel,,,,,,80,85,6,,595/2009*2016/1718C,,,184.00,,0.51,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKN6,1,Diesel,,,,,,80,85,6,,595/2009*627/2014C,,,194.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BKN7,1,Diesel,,,,,,86,88,5,,,,,320.00,,0.60,1350,,,,,,,,,,,,,,,,,
00BKN8,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKN9,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKP1,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,427.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKP2,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,251.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKP6,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKP7,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKP8,1,Diesel,,,,,,80,92,4,,2005/55*2005/78B,,,210.00,,,1650,,,,,,,,,,,,,,,,,EURO IV
00BKR2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKR3,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKR4,1,Diesel,7.80,8.00,8.50,209,,75,83,6,,595/2009*627/2014C,,,105.00,,,2850,,,,,,,,,,,,,,,,,EURO VI C
00BKR6,1,Diesel,,,,,,80,93,6,,595/2009*2016/1718C,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKR7,1,Diesel,,,,,,78,85,6,,595/2009*627/2014C,,,110.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BKR8,1,Diesel,,,,,,75,83,6,,595/2009*2016/1718C,,,300.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKR9,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKS1,1,Diesel,,,,,,79,85,6,,595/2009*2016/1718C,,,184.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKS3,1,Diesel,,,,,,80,90,5,,2005/55*2008/74K,,0.01500,309.00,,0.63,1575,,,,,,,,,,,,,,,,,EEV K
00BKS4,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKS5,1,Diesel,,,,,,80,88,6,,595/2009*627/2014C,,,320.00,,,1271,,,,,,,,,,,,,,,,,EURO VI
00BKS6,1,Diesel,,,,,,78,90,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BKS7,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,350.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKS9,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKT1,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKT2,1,Diesel,,,,,,75,77,6,,595/2009*136/2014B,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI B
00BKT3,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKT4,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,308.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKT5,1,Diesel,,,,,,,88,6,,,,,360.00,,,1425,,,,,,,,,,,,,,,,,EURO 6
00BKT6,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKT7,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKT8,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKT9,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,250.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKV1,1,Diesel,,,,,,80,83,6,,595/2009*627/2014C,,,405.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKV2,1,Diesel,,,,,,,,0,,,,,177.00,,,,,,,,,,,,,,,,,,,,
00BKV3,1,Diesel,,,,,,78,87,6,,595/2009*2016/1718C,,,240.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKV5,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKV6,1,LNG,,,,,,80,82,6,,595/2009*627/2014C,,,294.00,,,1500,,,,,,,,,,,,,,,,,EURO VI C
00BKV8,1,Diesel,,,,,,80,94,3,,,,,309.00,,,1400,,,,,,,,,,,,,,,,,EURO 3
00BKV9,1,Diesel,,,,,,79,85,6,,595/2009*627/2014C,,,194.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BKX1,1,Diesel,,,,,,79,94,4,,88/77*1999/96B1,,,260.00,,,1500,,,,,,,,,,,,,,,,,EURO IV
00BKX2,1,Diesel,,,,,,80,93,6,,595/2009*2016/1718C,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKX3,1,Diesel,,,,,,80,93,6,,595/2009*2016/1718C,,,175.00,,,1650,,,,,,,,,,,,,,,,,EURO VI C
00BKX4,1,Diesel,,,,,,77,87,6,,595/2009*2016/1718C,,,130.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKX5,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKX6,1,Diesel,,,,,,77,82,6,,595/2009*2016/1718C,,,210.00,,0.55,1575,,,,,,,,,,,,,,,,,EURO VI C
00BKX8,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKX9,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BKZ1,1,Diesel,,,,,,78,87,6,,595/2009*627/2014C,,,182.00,,,1575,,,,,,,,,,,,,,,,,EURO VI
00BKZ2,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,251.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BKZ3,1,Diesel,,,,,,80,87,6,,595/2009*627/2014C,,,338.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKZ4,1,Diesel,,,,,,77,85,6,,595/2009*2016/1718C,,,390.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKZ5,1,Diesel,,,,,,76,87,6,,595/2009*2016/1718C,,,155.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BKZ7,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,315.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BKZ8,1,Diesel,,,,,,76,99,6,,595/2009*2016/1718C,,,290.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BKZ9,1,Diesel,,,,,,78,88,5,,88/77*1999/96B2,,,132.00,,,1800,,,,,,,,,,,,,,,,,EURO V
00BL43,1,Benzine,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
00BLB1,1,Diesel,,,,,,,,0,,,,,201.00,,,,,,,,,,,,,,,,,,,,
00BLB3,1,Diesel,,,,,,78,89,6,,,,,291.00,,,1275,,,,,,,,,,,,,,,,,EURO 6
00BLB4,1,Diesel,,,,,,79,90,6,,595/2009*64/2012A,,,427.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BLB5,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLB6,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLB7,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,405.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLB8,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,308.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLB9,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLD1,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLD3,1,Diesel,,,,,,80,101,6,,595/2009*2016/1718C,,,310.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BLD4,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLD5,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLD6,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLD8,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLD9,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,271.00,,,1275,,,,,,,,,,,,,,,,,EURO VI
00BLF1,1,Diesel,,,,,,79,84,6,,595/2009*627/2014C,,,157.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BLF2,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,427.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLF3,1,CNG,,,,,,75,88,6,,595/2009*627/2014C,,,250.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLF4,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,405.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLF7,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLF9,1,Diesel,,,,,,78,84,6,,595/2009*627/2014C,,,135.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BLG2,1,Diesel,,,,,,,,1,,,,,142.00,,,,,,,,,,,,,,,,,,,,
00BLG3,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,250.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLG6,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,278.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLG7,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLG9,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLH1,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLH2,1,Diesel,,,,,,84,87,0,,,,,81.00,,,2250,,,,,,,,,,,,,,,,,
00BLH3,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLH4,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLH6,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLJ1,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLJ2,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLJ3,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLJ4,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLJ5,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLJ6,1,Diesel,,,,,,,,2,,,,,85.00,,,,,,,,,,,,,,,,,,,,
00BLJ7,1,Diesel,7.90,8.40,9.20,219,,69,74,6,,595/2009*2017/1347D,,,130.00,,,2375,,,,,,,,,,,,,,,,,EURO VI D
00BLJ9,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLK1,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,405.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLK2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLK3,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,272.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLK4,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLK5,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLK6,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,405.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLK8,1,Diesel,,,,,,80,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLL2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLL3,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLL4,1,Diesel,,,,,,80,85,6,,595/2009*627/2014C,,,194.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BLL5,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLL6,1,Diesel,,,,,,80,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLL8,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLL9,1,Diesel,,,,,,80,101,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BLN1,1,Diesel,,,,,,76,85,6,,595/2009*2017/2400C,,,235.00,,0.52,1875,,,,,,,,,,,,,,,,,EURO VI C
00BLN2,1,Diesel,,,,,,80,89,6,,595/2009*627/2014A,,,340.00,,,1275,,,,,,,,,,,,,,,,,EURO VI A
00BLN3,1,Diesel,,,,,,78,88,6,,595/2009*64/2012A,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI A
00BLN4,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BLN5,1,Diesel,,,,,,,,6,,,,,320.00,,,,,,,,,,,,,,,,,,,,EURO 6
00BLN7,1,Diesel,,,,,,79,84,6,,595/2009*627/2014C,,,157.00,,0.50,1725,,,,,,,,,,,,,,,,,EURO VI C
00BLN8,1,Diesel,8.10,9.00,10.50,236,,74,84,6,,595/2009*627/2014C,,,132.00,,0.52,2625,,,,,,,,,,,,,,,,,EURO VI C
00BLN9,1,CNG,,,,,,77,91,6,595/2009*627/2014C,,,,235.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLP1,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLP2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLP5,1,Diesel,,,,,,,,5,,2005/55*2008/74G,,,300.00,,,,,,,,,,,,,,,,,,,,EURO V
00BLP6,1,Diesel,,,,,,74,84,6,595/2009*627/2014C,,,,132.00,,0.52,2625,,,,,,,,,,,,,,,,,EURO VI C
00BLP7,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLP8,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,315.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLP9,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLR1,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BLR4,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLR5,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLR6,1,Diesel,,,,,,77,89,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLR7,1,Diesel,,,,,,,,5,,2005/55*2005/78D,,,300.00,,,,,,,,,,,,,,,,,,,,EURO V
00BLR8,1,Diesel,,,,,,77,87,6,,595/2009*2017/1347C,,,130.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLR9,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI
00BLS1,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLS2,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,405.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLS3,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLS4,1,Diesel,,,,,,80,87,6,,595/2009*627/2014,,,309.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLS5,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLS6,1,Diesel,,,,,,80,87,6,,595/2009*627/2014C,,,338.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLS7,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLS8,1,Diesel,,,,,,77,87,6,,595/2009*2016/1718C,,,130.00,,,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLS9,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLT1,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,345.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLT3,1,Diesel,,,,,,78,89,2,,,,,112.00,,,1725,,,,,,,,,,,,,,,,,
00BLT4,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,302.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLT5,1,Diesel,,,,,,80,92,6,,595/2009*627/2014C,,,382.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLT6,1,Elektriciteit,,,,,,78,,Z,,,,,,210.00,,,,,,,,,,,,,,,,,,,
00BLT7,1,Diesel,,,,,,78,88,6,,595/2009*2016/1718C,,,118.00,,0.30,1725,,,,,,,,,,,,,,,,,EURO VI C
00BLV1,1,Diesel,,,,,,81,88,6,,595/2009*627/2014C,,,206.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLV2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,331.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLV3,1,Diesel,7.60,7.80,8.30,204,,75,82,6,,595/2009*627/2014C,,,120.00,,,2850,,,,,,,,,,,,,,,,,EURO VI C
00BLV5,1,Diesel,,,,,,77,85,6,,595/2009*2017/1347C,,,355.00,,,1256,,,,,,,,,,,,,,,,,EURO VI C
00BLV7,1,Diesel,,,,,,75,83,6,,595/2009*627/2014C,,,375.00,,0.50,1350,,,,,,,,,,,,,,,,,EURO VI C
00BLV9,1,Diesel,,,,,,80,104,6,,595/2009*2016/1718C,,,350.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BLX1,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
00BLX2,1,Diesel,,,,,,81,89,6,,595/2009*627/2014C,,,368.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLX3,1,CNG,,,,,,81,87,6,,595/2009*627/2014C,,,250.00,,,1425,,,,,,,,,,,,,,,,,EURO VI C
00BLX4,1,Diesel,,,,,,75,83,6,,595/2009*2017/1347C,,,330.00,,,1200,,,,,,,,,,,,,,,,,EURO VI C
