OBJECTID,NAAM,DETAIL,CATEGORIE,MUTATIEDATUM,BOOGSTRAAL,GEOSUBCODE_PVR,KM_GEOCODE_PVR,SPOORNAAM_PVR,GEOSUBCODE,KM_GEOCODE,SPOORNAAM,RECHTSTAND,BINNENZIJDEBOOG,POSITIONELE_NAUWKEURIGHEID_MM,KWALITEIT,PROCESSTATUS,OBSTAKEL_ID,RECHTSTAND_VERTICAAL,SNELHEID,REF_FUNC_SPOORTAK_NAAM_LANG,VERKANTING,BOOGSTRAAL_VERTICAAL,MEETDATUM,REF_FUNCTIONELE_SPOORTAK_PUIC,Shape__Length
1665,512-2021-19-0022,,Hekwerk,2021/12/29 05:15:26+00,9000,512_b,89.346,w4481l-sKJ1,512_b,89.346454,w4481L-sKJ1,Y,Y,250,Hoog,Definitief,288283,,,512_4481L_89.3,,,2021/05/16 00:00:00+00,ccf746c5-2d2c-4d97-91c3-0d4b223f771d,2.06130588494975
1666,201-2018-14-0048,112,Lichtsein,2020/07/24 10:45:23+00,9000,201__,27.275,HD,201__,27.275697,HD,Y,N,250,Hoog,Definitief,231909,,,201_109V_26.1,,,2018/04/08 00:00:00+00,465e7ef5-7ab3-4e93-974e-04fb901d40c7,2.40354274788074
1667,517-2021-21-0729,,Spoelen en Potten,2021/12/29 05:15:26+00,295,517_b,69.234,35,517_b,69.237398,35,N,Y,250,Hoog,Definitief,288481,,,517_57R_69.1,,,2021/05/28 00:00:00+00,add246f8-07c3-4484-8582-88de65645816,1.65169066984792
1668,098-2022-25-1162,,Spoelen en Potten,2022/10/05 11:23:31+00,9000,098__,27.287,sUD4-w3807v,098__,27.288182,sUD4-w3807V,Y,N,250,Hoog,Voorlopig,308852,Y,140,529_3657V_22.9,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,c9bdb693-b7ad-4d75-9a13-855514f52c4c,1.72696398413006
1669,200-2017-18-0063,,Bord,2017/10/31 22:40:54+00,9000,200__,16.099,152,200__,16.099786,152,Y,N,250,Hoog,Definitief,39649,,,200_195L_15.8,,,2017/05/07 00:00:00+00,a3900eb9-9f0c-4b16-9514-d8cc8de8bc77,2.33229380303018
1670,012-2017-13-1049,,Overig,2017/11/01 21:23:58+00,9000,012__,33.581,322,012__,33.581089,322,Y,N,250,Hoog,Definitief,41335,,,012_363L_33.4,,,2017/03/28 00:00:00+00,664481ea-8049-474c-a63e-82ee0686c84e,1.70290492099848
1671,060-2021-16-0120,,Bord,2021/10/21 16:24:49+00,9000,060__,57.979,372,060__,57.978346,372,Y,Y,250,Hoog,Definitief,270161,,,060_425R_57.9,,,2021/04/20 00:00:00+00,9e76d37f-6b65-47d9-90f1-e1444c737040,2.33709972988071
1672,011-2017-44-4097,823,Wisselbediening,2018/04/09 09:01:40+00,288,011__,68.727,823,011__,68.72767,823,N,N,250,Hoog,Definitief,64633,,,011_807R_68.3,,,2017/11/01 00:00:00+00,b8ff8a1c-fdb4-4e91-bf65-60181b7a69b7,2.3129284149119
1673,017-2021-04-0423,,Spoelen en Potten,2021/10/21 16:24:49+00,9000,017__,69.691,w43Al-s111a,017__,69.689827,111a,Y,N,250,Hoog,Definitief,265951,,,017_43AL_69.5,,,2021/01/25 00:00:00+00,0bc64a32-49fb-4d00-ad77-559f9511ea66,1.68062019465697
1674,950-2021-27-2498,434,Lichtsein,2021/12/29 07:25:51+00,864,950_e,27.744,605,950_e,27.744508,s605-w431L,N,N,250,Hoog,Definitief,292829,,,950_411R_26.9,,,2021/07/09 00:00:00+00,e966e08f-88a7-4bad-a35f-d496aee0d393,2.32964627060643
1675,131-2016-40-0005,13,Wisselbediening,2020/01/22 10:52:36+00,9000,131__,17.316,12,131__,17.316808,12/13,N,N,250,Middel,Definitief,186991,,,131_12Q_17.3,,,2017/01/04 00:00:00+00,ecb843f1-137c-40ba-92ae-050ab03c3cf3,2.372
1676,609-2022-16-1507,,Kunstwerk,2022/09/21 11:03:35+00,9000,609__,27.177,EE,609__,27.176545,EE,Y,N,250,Hoog,Voorlopig,307329,Y,130,609_127V_27.2,4.24399158193054e-314,4.24399602852136e-314,2022/04/23 00:00:00+00,6735193f-e5a8-4dd9-90fb-7687b7b6a986,2.40068341537112
1677,133-2018-41-3734,,Paal,2020/03/05 14:07:14+00,1429,133_a,12.143,R3,133_a,12.140982,R3,N,N,250,Hoog,Definitief,207278,,,133_1047BR_13.5,,,2018/10/11 00:00:00+00,5b43c9d2-536e-4f3c-bb33-a8c8e0bdb96f,2.10200058333737
1678,478-2021-25-2209,,Spoelen en Potten,2021/12/29 05:15:26+00,243,478_a,2.148,w1339B/1345t-w1605l,478_a,2.148361,w1339B/1345T-w1605L,N,N,250,Hoog,Definitief,287949,,,478_1345T_2.1,,,2021/06/25 00:00:00+00,52fb6c2b-f5f2-4dd6-9b55-90e65d5d7ebd,1.8359273384472
1679,080-2022-25-1396,,Bord,2022/11/07 13:34:13+00,9000,080__,7.416,UN2,080__,7.415709,UN2,Y,N,250,Hoog,Voorlopig,311178,Y,140,080_3273V_6.7,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,979c0d5e-af12-44d4-af00-5ef00954d5e2,2.47855220800646
1680,002-2018-14-0300,,Kast,2021/12/24 08:11:35+00,9000,002__,39.435,sLH-w325v,002__,39.435537,sLJ-w325V,Y,N,250,Hoog,Definitief,285826,,,002_313V_36.4,,,2018/04/08 00:00:00+00,cef7a4a1-4d0e-45d2-a7c2-97fea75aff33,1.91994818116996
1681,529-2018-16-0010,,Perronobstakel,2018/09/25 11:32:30+00,3135,529__,22.526,703,529__,22.526756,703,N,N,250,Hoog,Definitief,125090,,,097_3609V_22.0,,,2018/04/20 00:00:00+00,374b7e26-42c9-4109-8e2e-df7c051cf769,2.33559179269335
1682,625-2021-08-0056,,Spoelen en Potten,2021/10/21 16:24:49+00,3133,625_b,14.125,sNI-w315Ar,625_b,14.12513,sNI-w315AR,N,Y,250,Hoog,Definitief,276647,,,625_315AR_14.3,,,2021/02/25 00:00:00+00,8c9471bd-e9c4-4936-a6bb-aedd6dc0ca86,1.68364188925044
1683,144-2018-28-0153,,Hekwerk,2018/10/30 17:33:52+00,9000,144_a,153.394,TT,144_a,153.394707,TT,Y,Y,250,Hoog,Definitief,130920,,,144_785BV_153.6,,,2018/07/15 00:00:00+00,5f8fc304-2d57-4f9e-b4e0-1309a2099f69,2.15191945229445
1684,116-2021-08-0015,,Spoelen en Potten,2021/10/21 16:24:49+00,624,116_a,31.342,HS,116_a,31.341427,HS,N,Y,250,Hoog,Definitief,269425,,,542_1301V_30.5,,,2021/02/25 00:00:00+00,94ae3d1f-c516-4f1f-ab1e-5331feab79cc,1.68663245953841
1685,823-2022-20-2005,27,Wisselbediening,2022/12/20 09:56:09+00,9000,823_a,5.96,7,823_a,5.959564,7,Y,N,250,Hoog,Voorlopig,314258,N,40,823_25R_5.7,4.24399158291868e-314,4.24399395789224e-314,2022/05/20 00:00:00+00,142a524f-37f1-48b8-84b2-0a03939ea9a2,2.34512489329977
1686,520-2018-23-0766,,Hekwerk,2018/10/30 17:34:41+00,338,520_a,0.937,75,520_a,0.943266,75,N,Y,250,Hoog,Definitief,131297,,,520_201AR_0.8,,,2018/06/04 00:00:00+00,13d871ba-d73f-44cb-8e6e-b195f586d5a5,2.05024974091922
1687,924-2020-03-0936,,Hekwerk,2020/03/31 13:49:53+00,9000,924_a,34.234,85,924_a,34.231719,w3239B/3251P-s85,Y,N,250,Hoog,Definitief,210030,,,924_980V_34.3,,,2020/01/14 00:00:00+00,d203d637-e670-4261-a113-7dd92f90b9a3,2.29229543789631
1688,437-2015-37-0019,963,Wisselbediening,2020/01/23 15:50:02+00,9000,437_a,0.929,963,437_a,0.928214,963,N,N,250,Middel,Definitief,187040,,,437_963R_0.9,,,2015/12/01 00:00:00+00,a5155098-9a3a-430d-aa10-f107b41948dc,2.434
1689,545-2017-48-4546,978,Wisselbediening,2018/04/09 09:17:02+00,9000,545_b,23.214,978,545_b,23.189563,978,Y,N,250,Hoog,Definitief,72404,,,545_966R_22.8,,,2017/12/01 00:00:00+00,ba692c19-b690-4a95-bb81-27ab0744cc25,1.84648341656261
1690,006-2017-18-0046,,Overig,2017/10/31 22:33:05+00,9000,006__,5.443,GI,006__,5.442693,GI,Y,N,250,Hoog,Definitief,37374,,,006_1009BV_4.4,,,2017/05/07 00:00:00+00,e0830e99-28d3-47b4-871c-7b7854f116e4,2.34768743606128
1691,508-2022-05-0530,,Perronrand,2022/06/29 10:18:20+00,501,508__,91.939,s4b-w2141l,508__,91.9429,4b,N,N,250,Hoog,Voorlopig,303889,N,60,508_2123V_91.8,4.24399159823471e-314,4.24402142497775e-314,2022/02/06 00:00:00+00,938cf3ca-0cb5-4f8d-92e0-0e6d964db292,2.37129695670787
1692,127-2017-15-3637,,Kunstwerk,2018/03/13 13:23:56+00,9000,127_a,44.06,VG,127_a,44.059997,VG,Y,Y,250,Hoog,Definitief,52803,,,127_375AR_38.5,,,2017/04/11 00:00:00+00,7578fcac-d329-45b9-a545-79d399e1cffe,1.91336056383498
1693,102-2022-20-1315,,Spoelen en Potten,2022/12/20 07:31:46+00,9000,102__,15.369,LD,102__,15.368773,LD,Y,N,250,Hoog,Voorlopig,314222,Y,120,623_365V_17.0,4.24399158341274e-314,4.24399602852136e-314,2022/05/21 00:00:00+00,e82ffaca-cc4b-431c-aaf4-2aec9f5f2e46,1.73303617676188
1694,152-2021-08-0184,,Hekwerk,2021/10/21 16:24:49+00,9000,152_b,28.267,sZC4-sZC5,152_b,28.267126,sZC4-sZC5,Y,N,250,Hoog,Definitief,271959,,,152_4065R_15.2,,,2021/02/28 00:00:00+00,ef9aad84-fcc2-4257-ad54-822b5ae1e111,2.25247764476636
1695,212-2018-14-0393,,Perronobstakel,2018/07/23 14:15:01+00,9000,212__,12.112,851,212__,12.112589,851,Y,N,250,Hoog,Definitief,92408,,,212_95R_11.9,,,2018/04/07 00:00:00+00,24b21b98-dfc5-41fe-b269-65db86b7891b,2.08030969653132
1696,098-2018-31-0277,,Overig,2018/10/30 17:42:17+00,9000,098__,28.789,s815-w3877l,098__,28.789187,s815-w3877L,Y,N,250,Hoog,Definitief,133138,,,098_3807R_27.3,,,2018/08/05 00:00:00+00,6e468a50-005f-4a3b-8a70-9a3d610577ec,1.6469762289344
1697,950-2021-27-2469,,Spoelen en Potten,2021/12/29 07:25:51+00,9000,950_e,26.935,w409l-s603,950_e,26.934808,w409L-s603,Y,N,250,Hoog,Definitief,292800,,,950_409L_26.9,,,2021/07/09 00:00:00+00,36faf243-fc3f-4f44-a2a2-b714b3d623bb,1.7085163168303
1698,617-2021-21-0567,,Spoelen en Potten,2021/12/29 05:15:26+00,9000,617_a,39.106,502,617_a,39.105611,502,Y,N,250,Hoog,Definitief,289503,,,617_1107L_38.8,,,2021/05/28 00:00:00+00,f97a8eea-cf1b-4a7f-94ec-e810b0d4ccd7,1.75030666762683
1699,666-2021-19-0397,,Kast,2021/12/29 05:15:26+00,9000,666_b,47.909,w4233v-s522,666_b,47.908934,w4233V-s522,Y,N,250,Hoog,Definitief,289890,,,666_4233V_47.9,,,2021/05/16 00:00:00+00,13bd182a-494c-4ceb-beca-6ee39fd64ea7,2.44829513824378
1700,079-2018-29-0164,591,Lichtsein,2018/09/25 11:26:19+00,9000,079__,28.513,PM,079__,28.513638,PM,Y,Y,250,Hoog,Definitief,122607,,,626_3AV_31.7,,,2018/07/19 00:00:00+00,49324d3a-a371-42f8-bc2d-45783856cc19,2.41098903537875
1701,080-2022-25-1248,,Bovenleiding,2022/11/07 13:33:09+00,9000,080__,10.384,672,080__,10.383126,672,Y,N,250,Hoog,Voorlopig,311129,Y,140,080_3403V_9.8,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,b9423aa2-d9f6-4610-a40b-65ff7646a5dd,2.08100892558014
1702,051-2021-05-0146,,Spoelen en Potten,2021/10/21 16:24:49+00,9000,051__,49.968,CJ,051__,49.968216,CJ,Y,Y,250,Hoog,Definitief,267995,,,051_299V_50.6,,,2021/02/05 00:00:00+00,f6b40b4e-cb9b-4097-9da5-44d5037fc2ee,1.75019750838047
1703,034-2022-16-1266,776,Lichtsein,2022/09/21 10:37:29+00,9000,034__,5.848,NE,034__,5.84833,NE,Y,N,250,Hoog,Voorlopig,305080,Y,130,610_151BV_13.9,4.24402395953451e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,f21015f5-a848-433b-8d34-b4cb9d05d443,2.34668478417962
1704,479-2021-25-0028,,Spoelen en Potten,2021/12/29 05:15:26+00,9000,479_a,305.138,EC,479_a,305.138066,EC,Y,N,250,Hoog,Definitief,288148,,,479_1703L_304.2,,,2021/06/25 00:00:00+00,a38ebf87-f286-4b78-b89a-2b28f5bcefed,1.75460471105847
1705,924-2018-22-0068,,Bord,2018/09/10 14:19:51+00,9000,924_a,36.211,349A/349B,924_a,36.212072,349A/349B,Y,Y,250,Hoog,Definitief,116057,,,924_349AS_36.2,,,2018/06/02 00:00:00+00,c54e0eb5-1c77-4897-af5d-cb92f3a188d6,2.32572148670185
1706,011-2017-13-0029,,Overig,2017/10/24 12:40:03+00,9000,011__,60.327,OF,011__,60.327261,OF,Y,Y,250,Hoog,Definitief,31688,,,654_429V_50.5,,,2017/03/27 00:00:00+00,5e2922ee-186d-451e-9ea9-813e06703367,1.74141498228685
1707,133-2018-41-2960,,Paal,2020/07/22 05:54:03+00,9000,133_a,14.276,103,133_a,14.277363,103,Y,N,250,Hoog,Definitief,230883,,,133_1067AR_13.9,,,2018/10/09 00:00:00+00,80bdd90e-003d-427e-bd52-9e59bc43608e,1.95701760204949
1708,047-2022-05-0092,,Bord,2022/06/29 10:05:01+00,1591,047__,56.116,RE,047__,56.115781,RE,N,Y,250,Hoog,Voorlopig,302959,N,130,047_71L_52.2,4.24399161552701e-314,4.24399275533645e-314,2022/02/05 00:00:00+00,c31df4c6-061b-4d77-bf4e-c5953c9d3871,2.48909898098914
1709,127-2017-15-3167,,Bord,2018/03/13 13:24:10+00,9000,127_a,44.258,RE,127_a,44.258295,RE,Y,N,250,Hoog,Definitief,52812,,,127_375BV_38.5,,,2017/04/11 00:00:00+00,b7f8181b-dd18-49b9-8dd4-898dbd75fd86,1.92812119123607
1710,098-2022-25-1244,4520,Lichtsein,2022/10/05 11:24:12+00,9000,098__,31.605,AE3,098__,31.605157,AE3,Y,N,250,Hoog,Voorlopig,308934,Y,140,531_2677L_34.7,4.24399158193054e-314,4.24399602852136e-314,2022/06/25 00:00:00+00,24f29f01-aef4-4541-bcce-8d56a88e2f4d,2.33178386661295
1711,663-2021-19-0115,,Paal,2021/12/29 05:15:26+00,2049,663_a,40.348,w313r-sCG,663_a,40.348176,w313R-sCG,N,N,250,Hoog,Definitief,289801,,,664_107BL_42.1,,,2021/05/15 00:00:00+00,53e5dadd-9b95-41bc-9e1e-d840e9b095e3,2.29930428810602
1712,047-2022-05-0210,,Spoelen en Potten,2022/06/29 10:06:03+00,9000,047__,40.066,OL,047__,40.066282,OL,Y,N,250,Hoog,Voorlopig,303077,N,140,047_3AV_40.9,4.24399158193054e-314,4.2440218987867e-314,2022/02/05 00:00:00+00,7f19af41-8cae-4655-92e5-06840bac4e07,1.73698419264813
1713,479-2021-27-0084,2001,Wisselbediening,2021/12/29 05:15:26+00,9000,479_a,300.699,2001,479_a,300.69918,2001,Y,N,250,Hoog,Definitief,288204,,,479_1647R_300.6,,,2021/07/09 00:00:00+00,06d94ea4-7a7b-4e95-a3c1-ae3638984915,1.65271565676263
1714,212-2022-16-1849,,Bord,2022/09/21 10:52:13+00,884,212__,10.984,WA,212__,10.984275,WA,N,Y,250,Hoog,Voorlopig,306590,Y,100,607_77V_44.0,4.24399160366943e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,0c829197-cd99-467b-94ab-f9239d376c1a,2.36592171144537
1715,079-2018-29-0344,,Kunstwerk,2018/09/25 11:25:49+00,471,079__,1.46,PC,079__,1.459793,PC,N,Y,250,Hoog,Definitief,122296,,,079_183AR_3.0,,,2018/07/19 00:00:00+00,a6a558f5-3b1b-436e-b2b3-606c1c4f538d,2.35371569206758
1716,035-2022-25-1398,,Spoelen en Potten,2022/11/07 13:31:11+00,9000,035__,47.992,w125v-w127v,035__,47.991987,w125V-w127V,Y,N,250,Hoog,Voorlopig,310972,Y,140,035_125V_48.0,4.24399158193054e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,80bc8e80-26f1-4858-89ef-e281ae929c9d,1.8142168781035
1717,950-2021-09-1562,,Bord,2021/12/29 07:30:21+00,601,950_a,7.788,211A/213,950_a,7.790371,211A/213,N,Y,250,Hoog,Definitief,294975,,,950_213T_7.8,,,2021/03/02 00:00:00+00,e71a8097-494c-42d6-aea9-f7aa2455cc38,1.92610438227166
1718,163-2021-44-0457,,Kunstwerk,2022/01/10 14:07:17+00,9000,163__,47.901,sHB-sHA,163__,47.900678,sHB-sHA,Y,N,250,Hoog,Voorlopig,296549,Y,60,555_387V_84.4,4.24402396052264e-314,4.24399602852136e-314,2021/11/01 00:00:00+00,2e889544-fbda-4f64-aa63-53c63713db6e,2.09456951918398
1719,023-2021-13-0136,897,Lichtsein,2021/10/21 16:24:49+00,9000,023__,13.167,AD,023__,13.166331,AD,Y,Y,250,Hoog,Definitief,266825,,,608_71L_88.9,,,2021/04/01 00:00:00+00,fb823d32-bfe8-4480-9e4c-824bbb06a4a4,2.30120838050073
1720,084-2018-16-0041,817,Lichtsein,2018/09/25 11:28:16+00,9000,084__,11.549,SM,084__,11.548498,SM,Y,N,250,Hoog,Definitief,122983,,,084_13AL_10.4,,,2018/04/20 00:00:00+00,d1967e06-ca9c-4d55-ad66-7396f4a50107,2.40950643729701
1721,589-2022-25-1266,,Overig,2023/02/01 19:53:21+00,1459,589_e,301.33,YA2,,,YA2,N,Y,250,Hoog,Voorlopig,316789,Y,140,144_1503V_151.7,4.24399163232524e-314,4.24399602852136e-314,2022/06/26 00:00:00+00,4c940fa5-4226-49ad-b2f0-e62907996ca4,2.44024013345332
1722,060-2021-16-0131,,Bord,2021/10/21 16:24:49+00,511,060__,65.838,382,060__,65.83732,382,N,N,250,Hoog,Definitief,270172,,,060_445R_64.9,,,2021/04/20 00:00:00+00,96fbc5c7-386a-44fe-9fc1-189218922a63,1.87944922526728
1723,543-2021-13-0290,180,Lichtsein,2021/10/21 16:24:49+00,9000,543_c,45.267,304b,543_c,45.267227,304b,Y,N,250,Hoog,Definitief,274643,,,543_165BV_45.2,,,2021/04/01 00:00:00+00,eedba2ad-abcf-4ac7-a7bd-6bd60547747c,2.18462779535869
1724,033-2022-16-1174,,Spoelen en Potten,2022/09/21 10:36:10+00,1242,033__,26.188,ZD,033__,26.188224,ZD,N,N,250,Hoog,Voorlopig,305030,Y,130,609_135BV_26.5,4.24399163232524e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,bc7caef5-1b07-4410-9c0f-59cf79876224,1.70780328640534
1725,514-2018-16-0420,,Perronrand,2018/09/10 14:17:10+00,9000,514_a,17.027,103b,514_a,17.027399,103,Y,N,250,Hoog,Definitief,114263,,,514_143P_16.6,,,2018/04/21 00:00:00+00,41b6321d-7d18-41cd-aa68-2c153e5bd49d,2.33408591686732
1726,523-2018-28-0085,,Overig,2018/10/30 17:34:50+00,9000,523_b,178.034,533,523_b,178.034907,533,Y,N,250,Hoog,Definitief,131358,,,523_5051AL_177.6,,,2018/07/15 00:00:00+00,d85a0a55-867f-4633-ac22-bf363a4ac83a,1.656
1727,102-2018-27-0023,,Overig,2018/09/25 11:29:45+00,9000,102__,1.752,s211-w1243l,102__,1.751311,s211-w1243L,Y,N,250,Hoog,Definitief,123705,,,102_1233R_1.2,,,2018/07/08 00:00:00+00,b9ff3f13-b4f0-48dd-a4a3-344c729c7b1b,2.29289084998874
1728,212-2022-16-1599,,Spoelen en Potten,2022/09/21 10:50:44+00,1054,212__,39.253,812,212__,39.252462,812,N,Y,250,Hoog,Voorlopig,306340,Y,60,212_195L_38.4,4.24402395854638e-314,4.24399602852136e-314,2022/04/24 00:00:00+00,78ddee09-e09d-4d58-b79b-bf3f50ed826f,1.72271627211747
1729,518-2021-16-0344,197,Wisselbediening,2021/10/21 16:24:49+00,9000,518__,64.798,197,518__,64.797672,197,Y,N,250,Hoog,Definitief,274415,,,518_193R_64.7,,,2021/04/20 00:00:00+00,dedbaef7-7a17-407d-9c1d-9e1b522bb0c5,1.67286686195924
1730,545-2017-32-4633,120,Lichtsein,2018/04/09 09:16:22+00,278,545_b,22.568,w105r-w961v,545_b,22.568144,w105R-s15,N,Y,250,Hoog,Definitief,72056,,,545_105R_22.5,,,2017/08/13 00:00:00+00,28ef1d38-1683-4425-877e-ff41446a12ef,2.34209357814701
1731,625-2018-27-0019,,Bord,2018/10/30 17:37:18+00,9000,625_b,14.519,w11v-w303/305Av,625_b,14.52029,s916-w303/305AT,Y,N,250,Hoog,Definitief,132394,,,823_11V_3.9,,,2018/07/08 00:00:00+00,aa3ce720-7a10-468f-902c-fdd6fac562a1,2.37023283546133
1732,543-2015-35-0020,134,Lichtsein,2016/03/08 07:14:19+00,0,543_c,44.614,dh,543_c,44.613846,sDH-w137AV,Y,N,250,Middel,Definitief,20165,,,543_137AV_44.7,,,2016/03/08 07:11:36+00,6e81daed-49d9-4c63-add3-395562aa6a33,2.41530002547699
1733,031-2018-06-0252,,Bord,2018/07/25 12:59:29+00,9000,031_a,18.997,LM,031_a,18.997182,LG,Y,N,250,Hoog,Definitief,94426,,,031_235V_17.2,,,2018/02/11 00:00:00+00,e2d63add-03ce-4759-908b-6e55a6f78c72,2.36869699471297
1734,216-2018-29-0014,,Overig,2018/09/25 11:31:46+00,9000,216__,19.051,OF,216__,19.051336,OF,Y,Y,250,Hoog,Definitief,124707,,,626_5BR_32.0,,,2018/07/19 00:00:00+00,96100eee-0272-4f74-b3df-1d2c7c6146dd,1.75737793180321
1735,084-2018-16-0042,,Hekwerk,2018/09/25 11:28:16+00,9000,084__,11.073,SM,084__,11.073498,SM,Y,N,250,Hoog,Definitief,122985,,,084_13AL_10.4,,,2018/04/20 00:00:00+00,d1967e06-ca9c-4d55-ad66-7396f4a50107,2.41061008879525
1736,501-2017-36-5003,,Overig,2018/06/05 11:38:09+00,9000,501__,80.636,141A/133,501__,80.635574,,Y,Y,250,Hoog,Definitief,82058,,,,,,2017/09/06 00:00:00+00,,2.48803003026328
1737,135-2018-14-0380,1064,Lichtsein,2020/07/23 07:07:06+00,9000,135__,27.389,FG,135__,27.39047,FG,Y,N,250,Hoog,Definitief,231569,,,135_275BV_22.2,,,2018/04/08 00:00:00+00,4a77aa14-a14a-40d6-b457-4a63c28a7faf,2.40535091524008
1738,531-2016-33-1229,,Bord,2017/01/16 14:51:08+00,0,531_c,36.647,sa,531_c,36.642865,SA,Y,N,250,Middel,Definitief,22442,,,531_2775R_35.7,,,2017/01/16 14:49:57+00,e351c951-787e-4941-bc30-2ef1b2024494,2.04650004510854
1739,502-2021-04-0066,260,Lichtsein,2021/10/21 16:24:49+00,9000,502_b,100.614,263A,502_b,100.614273,263A,Y,N,250,Hoog,Definitief,274038,,,502_247R_100.3,,,2021/01/25 00:00:00+00,e2071c3a-aff5-4698-9fa6-ffec700a7334,2.35919732714771
1740,514-2022-05-0036,,Spoelen en Potten,2022/12/21 09:12:31+00,9000,514_a,16.982,s105a-w103Bv,514_a,16.982811,s105a-w103BV,Y,N,250,Hoog,Definitief,315708,N,40,514_103BV_17.0,4.24399158242461e-314,4.24399233044e-314,2022/02/05 00:00:00+00,e7e4be36-21a5-491d-a4d1-47d27b699140,1.67709847602092
1741,508-2022-05-0213,,Bord,2022/12/21 09:12:31+00,716,508__,91.993,8,508__,91.998303,8,N,N,250,Hoog,Definitief,315040,Y,60,508_2111V_91.6,4.24399159675251e-314,4.24399602852136e-314,2022/02/05 00:00:00+00,3b18a278-b14a-4720-923d-a1ad1af5b0b6,2.38235087667516
1742,073-2018-29-0187,,Overig,2018/09/25 11:24:08+00,9000,073__,0.69,603,073__,0.690866,603,Y,N,250,Hoog,Definitief,121443,,,073_1105AV_1.0,,,2018/07/19 00:00:00+00,62624efb-d04e-4c19-8a05-528d061e89b2,1.76564577583067
1743,555-2014-19-0054,,Bord,2019/09/16 16:00:53+00,9000,555__,83.99,13,555__,83.990485,13,Y,N,250,Middel,Definitief,165423,,,555_277BV_83.6,,,2014/05/05 00:00:00+00,583fd1cb-bac5-45b1-a90b-47b3d7fbf47e,2.32901298400933
1744,550-2015-51-0224,109B,Wisselbediening,2016/07/25 09:50:22+00,180,550__,26.02,109b,550__,26.018545,56a,N,N,250,Middel,Definitief,20970,,,550_95R_25.8,,,2016/07/25 09:48:42+00,52ec7a86-5c45-4ad6-a3de-5f687346fbe6,2.324
1745,124-2021-25-0501,,Spoelen en Potten,2021/12/29 05:15:26+00,2826,124_a,3.718,w205l-w209v,124_a,3.717679,w205L-w209V,N,N,250,Hoog,Definitief,286886,,,124_205L_3.6,,,2021/06/24 00:00:00+00,ecfa86be-07e2-40c9-9287-88bcc57265db,1.73789173392743
1746,625-2021-08-0171,345A,Wisselbediening,2021/10/21 16:24:49+00,329,625_b,14.771,345A,625_b,14.769965,345A,N,N,250,Hoog,Definitief,276762,,,625_345AR_14.8,,,2021/02/25 00:00:00+00,ac88440f-7cca-41f7-b388-4170cfc78306,1.69220637192245
1747,617-2021-05-0631,1256,Lichtsein,2021/12/29 05:15:26+00,9000,617_a,41.91,BD,617_a,41.910304,sBD-w1251AV,Y,Y,250,Hoog,Definitief,289567,,,617_1155BV_39.5,,,2021/02/05 00:00:00+00,677d85ac-af11-4fce-9c8c-919a50a7fbfb,2.3173418571489
1748,135-2018-16-0502,2211,Wisselbediening,2018/09/10 14:15:01+00,9000,135__,14.937,2211,135__,14.937469,2211,Y,N,250,Hoog,Definitief,113149,,,135_2207L_14.8,,,2018/04/21 00:00:00+00,8e6939d9-631a-4fa7-95a0-cf005967f54d,1.65053120533307
1749,047-2022-05-0525,,Spoelen en Potten,2022/06/29 10:09:57+00,9000,047__,49.581,GO,047__,49.581058,GO,Y,N,250,Hoog,Voorlopig,303392,N,130,047_43BV_42.7,4.24402396052264e-314,4.24399281462433e-314,2022/02/05 00:00:00+00,2726f375-c469-4ffa-9208-ef1373f3fdfb,1.75330575424076
1750,002-2018-14-0034,,Hekwerk,2021/12/24 08:11:35+00,9000,002__,68.565,242,002__,68.563603,242,Y,N,250,Hoog,Definitief,285560,,,002_385L_68.2,,,2018/04/08 00:00:00+00,3c26dc8b-63cd-430b-94d2-f73d1cf573e0,2.40607594649329
1751,478-2021-27-2419,,Spoelen en Potten,2021/12/29 05:15:26+00,196,478_a,3.357,SA,478_a,3.357004,SA,N,N,250,Hoog,Definitief,288078,,,478_1401V_4.4,,,2021/07/09 00:00:00+00,61ab302a-0b03-439c-abde-185e8769e11f,1.72016943972155
1752,479-2021-25-0062,,Bord,2021/12/29 05:15:26+00,254,479_a,300.391,w1617v-s935,479_a,300.390522,w1617V-s935,N,N,250,Hoog,Definitief,288182,,,479_1617V_300.3,,,2021/06/25 00:00:00+00,344e4eb7-9b7a-46bd-92f6-1391cf2f05c9,2.35998432833103
1753,100-2018-27-0175,,Bord,2018/09/25 11:29:22+00,9000,100__,3.163,652,100__,3.163238,652,Y,Y,250,Hoog,Definitief,123522,,,100_2101BL_7.8,,,2018/07/08 00:00:00+00,41c841d9-b687-4048-a335-d42bf95c62ab,2.14701098903079
1754,122-2017-48-4159,,Overig,2018/04/09 09:07:11+00,9000,122__,8.805,BX,122__,8.805474,BX,Y,Y,250,Hoog,Definitief,67230,,,122_65L_2.8,,,2017/12/01 00:00:00+00,617e3cc4-af09-49df-a831-c0a4461777e1,1.65571132847519
