FID,gdb_geomattr_data,shape
water_nacht.213,,"POLYGON ((178298.06109999865 318962.8176999986, 178395.41589999944 318897.9679000005, 178410.9567000009 318772.2837000005, 178398.372299999 318763.32030000165, 178394.23710000142 318768.92069999874, 178375.7303000018 318902.1402999982, 178298.06109999865 318962.8176999986))"
water_nacht.214,,"POLYGON ((178270.52230000123 318993.09490000084, 178268.28570000082 318951.17330000177, 178280.74350000173 318904.5190999992, 178249.0020999983 318896.9023000002, 178237.76909999922 318919.4770999998, 178233.16950000077 318935.3601000011, 178214.07789999992 318911.4279000014, 178229.34750000015 318859.32229999825, 178117.2479000017 318828.8808999993, 178116.62189999968 318816.1123000011, 178100.35709999874 318808.35229999945, 178102.22370000184 318799.44889999926, 178098.1986999996 318806.1378999986, 178088.93290000036 318802.89290000126, 178135.8189000003 318846.9103000015, 178160.43129999936 318853.5533000007, 178160.27809999883 318867.0571000017, 178180.05029999837 318910.8434999995, 178199.6411000006 318958.34629999846, 178213.87629999965 318958.36989999935, 178226.2562999986 318966.3553000018, 178228.26729999855 319012.09809999913, 178260.43149999902 319011.61950000003, 178273.20569999889 319010.83989999816, 178270.52230000123 318993.09490000084))"
water_nacht.215,,"POLYGON ((178228.26729999855 319012.09809999913, 178219.8403000012 319010.7584999986, 178206.77389999852 319008.50549999997, 178202.0139000006 319007.69729999825, 178281.0196999982 319158.4594999999, 178289.2782999985 319157.1741000004, 178316.17590000108 319144.00869999826, 178276.99489999935 319079.0916999988, 178270.87090000138 319057.7206999995, 178272.5896999985 319016.4915000014, 178273.20569999889 319010.83989999816, 178260.43149999902 319011.61950000003, 178228.26729999855 319012.09809999913))"
water_nacht.216,,"POLYGON ((178363.56390000135 319237.2954999991, 178347.24450000003 319238.95710000023, 178351.90890000015 319241.7265000008, 178375.97890000045 319232.77870000154, 178363.56390000135 319237.2954999991))"
water_nacht.217,,"POLYGON ((178920.63210000098 319268.1711000018, 178921.5260999985 319254.6261, 178907.6196999997 319254.18470000103, 178918.80370000005 319227.53810000047, 178909.56549999863 319225.6123000011, 178911.12909999862 319213.8533000015, 178871.67210000008 319220.0439000018, 178858.32030000165 319261.4103000015, 178861.74489999935 319279.73530000076, 178895.6532999985 319330.3306999989, 178921.64009999856 319304.4659000002, 178930.79410000145 319278.33309999853, 178920.63210000098 319268.1711000018))"
water_nacht.218,,"POLYGON ((178803.28669999912 319370.3605000004, 178803.41690000147 319370.56709999964, 178805.48970000073 319373.63709999993, 178815.7034999989 319385.83949999884, 178823.65989999846 319393.76150000095, 178845.93789999932 319365.22949999943, 178857.23209999874 319364.4791000001, 178887.78269999847 319384.7485000007, 178900.00189999864 319380.04569999874, 178904.91369999945 319368.2809000015, 178900.1347000003 319363.41970000044, 178861.7901000008 319340.0247000009, 178812.00569999963 319340.4701000005, 178803.99230000004 319357.00769999996, 178803.28669999912 319370.3605000004))"
water_nacht.219,,"POLYGON ((178822.3975000009 319638.4941000007, 178835.77870000154 319642.8863000013, 178838.05550000072 319637.96350000054, 178848.82429999858 319615.86950000003, 178869.71909999847 319518.3958999999, 178906.83590000123 319508.5033, 178909.0458999984 319479.46649999917, 178869.55590000004 319475.1640999988, 178845.21909999847 319484.29349999875, 178834.69889999926 319545.04030000046, 178815.504900001 319621.2606999986, 178814.22729999945 319623.1660999991, 178812.2703000009 319626.0839000009, 178810.2751000002 319629.0593000017, 178821.1779000014 319637.6917000003, 178822.3975000009 319638.4941000007))"
water_nacht.220,,"POLYGON ((186010.07829999924 319678.55790000036, 186017.61389999837 319674.8610999994, 186011.0097000003 319674.1629000008, 186009.00349999964 319674.97150000185, 186000.06709999964 319683.7175000012, 186007.46389999986 319679.441300001, 186010.07829999924 319678.55790000036))"
water_nacht.221,,"POLYGON ((178819.7025000006 319714.8975000009, 178825.56909999996 319717.94509999827, 178827.71269999817 319713.20710000023, 178829.85610000044 319708.4690999985, 178830.9998999983 319691.752700001, 178831.92269999906 319675.01949999854, 178832.84549999982 319658.28610000014, 178838.47949999943 319641.6442999989, 178836.02569999918 319642.91490000114, 178835.77870000154 319642.8863000013, 178822.3975000009 319638.4941000007, 178819.09849999845 319668.35069999844, 178817.94289999828 319689.0395000018, 178820.10330000147 319699.58669999987, 178816.28970000148 319708.31610000134, 178819.7025000006 319714.8975000009))"
water_nacht.222,,"POLYGON ((185148.80689999834 319747.7124999985, 185133.33790000156 319749.6704999991, 185122.36149999872 319756.28610000014, 185105.56190000102 319770.56010000035, 185095.14189999923 319792.72850000113, 185116.0918999985 319768.8392999992, 185153.941300001 319749.49430000037, 185148.80689999834 319747.7124999985))"
water_nacht.223,,"POLYGON ((185782.6350999996 319882.7140999995, 185767.814100001 319887.689100001, 185789.87370000035 319953.1763000004, 185850.4250999987 319987.257100001, 185864.63010000065 319975.64090000093, 185881.814100001 319957.8280999996, 185884.19810000062 319942.92709999904, 185822.5529000014 319863.8352999985, 185782.6350999996 319882.7140999995))"
water_nacht.224,,"POLYGON ((181906.03170000017 319989.8773000017, 181901.3911000006 319984.7840999998, 181921.61250000075 320013.7868999988, 181955.5865000002 320081.87970000133, 181972.78009999916 320097.2591000013, 181992.94209999964 320099.2600999996, 182020.9800999984 320091.52010000125, 182033.86410000175 320078.2670999989, 182017.53709999844 320073.15309999883, 182003.38210000098 320058.23209999874, 181997.19310000166 320032.23110000044, 181959.89809999987 320021.313099999, 181930.4001000002 320026.6671000011, 181906.03170000017 319989.8773000017))"
water_nacht.225,,"POLYGON ((186006.49549999833 320123.9864999987, 186010.41230000183 320121.86129999906, 186009.89790000021 320121.3280999996, 186006.49549999833 320123.9864999987))"
water_nacht.226,,"POLYGON ((186437.60810000077 320363.3674999997, 186461.30909999833 320398.7133000009, 186477.38809999824 320400.2890999988, 186481.1970999986 320384.70109999925, 186488.4800999984 320397.28610000014, 186470.8575000018 320355.61510000005, 186456.4112999998 320345.14609999955, 186448.25310000032 320343.33410000056, 186437.60810000077 320363.3674999997))"
water_nacht.227,,"POLYGON ((182748.19350000098 320542.9748999998, 182749.93030000106 320530.31069999933, 182743.03689999878 320517.87970000133, 182731.20710000023 320522.1270999983, 182732.22309999913 320535.22509999946, 182735.24049999937 320548.92969999835, 182726.7820999995 320570.10909999907, 182737.0106999986 320575.89189999923, 182758.1251000017 320574.45910000056, 182762.2281000018 320552.83410000056, 182748.19350000098 320542.9748999998))"
water_nacht.228,,"POLYGON ((182346.689100001 320696.8601000011, 182340.32609999925 320704.26509999856, 182347.53709999844 320708.4171000011, 182364.10909999907 320695.3451000005, 182346.689100001 320696.8601000011))"
water_nacht.229,,"POLYGON ((187400.9662999995 321060.4921000004, 187405.78350000083 321075.9272999987, 187401.2025000006 321036.79769999906, 187400.9662999995 321060.4921000004))"
water_nacht.262,,"POLYGON ((185847.9851000011 318858.0390999988, 185839.08289999887 318867.97630000114, 185839.3214999996 318878.5656999983, 185859.61989999935 318901.1165000014, 185884.35810000077 318905.5410999991, 185893.0439000018 318893.87590000033, 185888.8172999993 318873.4765000008, 185873.43569999933 318860.7708999999, 185847.9851000011 318858.0390999988))"
water_nacht.263,,"POLYGON ((190838.0720999986 315238.7531000003, 190822.25169999897 315274.97509999946, 190805.18149999902 315333.8103, 190819.6517000012 315340.5353000015, 190851.1570999995 315285.74610000104, 190848.18310000002 315278.01309999824, 190856.8000999987 315269.99610000104, 190868.4061000012 315250.6501000002, 190838.0720999986 315238.7531000003))"
water_nacht.264,,"POLYGON ((190877.85610000044 315333.3931000009, 190872.0161000006 315321.5001000017, 190858.25730000064 315316.19629999995, 190838.9541000016 315328.24610000104, 190840.9039000012 315345.80970000103, 190852.7591000013 315354.72309999913, 190866.53510000184 315353.4160999991, 190877.85610000044 315333.3931000009))"
water_nacht.265,,"POLYGON ((190931.1079000011 315408.4182999991, 190936.48629999906 315395.9477000013, 190926.80249999836 315379.8189000003, 190943.2862999998 315339.6110999994, 190945.68890000135 315328.5828999989, 190933.8214999996 315323.6174999997, 190916.09230000153 315340.40089999884, 190900.26909999922 315359.1020999998, 190884.28990000114 315371.9266999997, 190886.65210000053 315383.0353000015, 190920.09530000016 315405.96269999817, 190931.1079000011 315408.4182999991))"
water_nacht.266,,"POLYGON ((186088.08630000055 313707.01509999856, 186094.3214999996 313732.0832999982, 186101.1110999994 313733.42909999937, 186097.2751000002 313718.34809999913, 186088.08630000055 313707.01509999856))"
water_nacht.230,,"POLYGON ((191475.67009999976 314245.27490000054, 191464.75989999995 314252.7639000006, 191435.78449999914 314288.67770000175, 191381.00450000167 314316.53550000116, 191376.78069999814 314353.33029999956, 191355.46590000018 314379.8236999996, 191307.77290000021 314448.9781000018, 191275.44909999892 314483.75090000033, 191263.69029999897 314495.8713000007, 191229.7677000016 314518.06390000135, 191198.1517000012 314523.5780999996, 191180.66149999946 314507.9378999993, 191175.67430000007 314494.41310000047, 191176.08590000123 314456.1283, 191177.74810000136 314442.01509999856, 191131.8968999982 314412.27809999883, 191129.59589999914 314402.07730000094, 191122.47450000048 314402.6152999997, 191082.85130000114 314394.5031000003, 191073.0538999997 314392.5020999983, 191071.60649999976 314395.2952999994, 191071.21669999883 314416.6046999991, 191048.80370000005 314427.91530000046, 191039.5436999984 314450.9186999984, 191040.0698999986 314465.8425000012, 191072.23209999874 314493.78130000085, 191066.22089999914 314526.7028999999, 191076.8812999986 314547.941300001, 191056.5934999995 314547.67009999976, 191046.67669999972 314504.6011000015, 191035.63269999996 314487.20430000126, 191026.1763000004 314491.3563000001, 191010.5758999996 314514.49610000104, 191043.93730000034 314595.6363000013, 191055.81929999962 314598.4204999991, 191038.6634999998 314554.61389999837, 191020.85330000147 314537.32550000027, 191020.51949999854 314527.98750000075, 191052.2703000009 314573.3044999987, 191071.58469999954 314576.0883000009, 191087.84169999883 314573.87590000033, 191105.06810000166 314559.24430000037, 191092.83689999953 314536.3931000009, 191099.32449999824 314508.6664999984, 191093.6235000007 314495.65249999985, 191072.06610000134 314470.7386999987, 191062.97089999914 314462.75769999996, 191063.7927000001 314456.1449000016, 191074.30829999968 314442.6490999982, 191091.97630000114 314442.42749999836, 191158.49830000103 314478.3077000007, 191163.85669999942 314525.445700001, 191192.29710000008 314543.14070000127, 191221.122299999 314541.8729000017, 191280.1196999997 314509.86829999834, 191306.39930000156 314473.750500001, 191362.2639000006 314392.79190000147, 191382.74309999868 314369.0806999989, 191391.01350000128 314352.6110999994, 191393.04690000042 314325.808699999, 191450.1356999986 314295.5612999983, 191477.38809999824 314265.72309999913, 191688.81949999928 313958.4186999984, 191702.3227000013 313945.1651000008, 191722.37970000133 313926.05889999866, 191719.30689999834 313957.5628999993, 191722.40150000155 313967.9464999996, 191724.79630000144 313966.061900001, 191747.11470000073 313956.3876999989, 191746.3112999983 313936.6004999988, 191752.81929999962 313923.5183000006, 191770.14169999957 313891.1862999983, 191764.60689999908 313850.7974999994, 191749.24830000103 313824.6427000016, 191732.15289999917 313833.8557000011, 191722.42110000178 313839.70369999856, 191737.94269999862 313865.37629999965, 191741.3601000011 313871.02870000154, 191738.81210000068 313895.02910000086, 191685.19370000064 313940.9503000006, 191475.67009999976 314245.27490000054))"
water_nacht.231,,"POLYGON ((191145.6827000007 314645.3476999998, 191162.87669999897 314614.7190999985, 191151.0934999995 314612.4594999999, 191055.81929999962 314598.4204999991, 191043.93730000034 314595.6363000013, 191043.52849999815 314596.7809000015, 191030.36070000008 314602.78130000085, 191011.51410000026 314601.02629999816, 190947.26889999956 314578.07090000063, 190908.7987000011 314583.5320999995, 190891.43769999966 314592.6286999993, 190845.9096999988 314644.59629999846, 190817.84530000016 314681.5454999991, 190805.44189999998 314762.2718999982, 190780.32889999822 314826.91050000116, 190750.03950000182 314866.89189999923, 190744.41470000148 314883.6640999988, 190746.94790000096 314895.22190000117, 190765.0650999993 314901.72370000184, 190782.63769999892 314923.1101000011, 190792.48809999973 314947.2006999999, 190798.9186999984 314972.8284999989, 190776.65410000086 314975.7628999986, 190743.99590000138 314999.248300001, 190716.88850000128 315025.8691000007, 190686.45490000024 314993.3878999986, 190669.314100001 314988.66429999843, 190651.11129999906 315007.36609999835, 190625.48629999906 315014.70969999954, 190596.9563000016 315039.56269999966, 190592.27470000088 315068.70329999924, 190605.60810000077 315084.5813000016, 190623.9160999991 315091.9138999991, 190653.06489999965 315071.1559000015, 190660.69909999892 315091.97890000045, 190674.80209999904 315101.1992999986, 190675.1581000015 315115.429299999, 190671.65190000087 315122.38369999826, 190653.21770000085 315122.4081000015, 190640.06010000035 315097.06529999897, 190618.05310000107 315090.0452999994, 190592.57809999958 315112.1440999992, 190586.1063000001 315145.7868999988, 190602.3927000016 315178.3579000011, 190585.9263000004 315192.2562999986, 190581.4882999994 315223.5095000006, 190586.98669999838 315239.70109999925, 190615.71770000085 315259.21070000157, 190610.02629999816 315279.7811000012, 190621.754900001 315317.9129000008, 190616.30429999903 315331.9340999983, 190590.8451000005 315335.9305000007, 190570.4103000015 315353.17009999976, 190569.0267000012 315370.4825000018, 190576.16690000147 315384.74269999936, 190618.12829999998 315397.438099999, 190619.60009999946 315410.1810999997, 190719.25829999894 315390.98750000075, 190719.71310000122 315430.2408999987, 190699.98149999976 315430.71489999816, 190689.2179000005 315439.4877000004, 190671.4624999985 315469.29190000147, 190643.76049999893 315493.8812999986, 190599.2888999991 315502.2166999988, 190581.08529999852 315487.5516999997, 190557.35990000144 315497.1281000003, 190562.19269999862 315535.5835000016, 190574.94790000096 315630.72630000114, 190584.9349000007 315668.93389999866, 190591.92110000178 315672.6552999988, 190604.30849999934 315688.9637000002, 190612.44350000098 315691.8295000009, 190623.68450000137 315694.07030000165, 190655.46709999815 315699.12110000104, 190637.01529999822 315695.3680999987, 190611.54729999974 315619.2692999989, 190603.78489999846 315570.9668999985, 190592.72509999946 315555.6884999983, 190587.64169999957 315533.95430000126, 190618.82609999925 315528.4937000014, 190684.46510000154 315499.22769999877, 190698.0934999995 315485.6574999988, 190710.94449999928 315461.57349999994, 190739.1667000018 315459.72670000046, 190750.51249999925 315449.66010000184, 190750.01509999856 315391.7380999997, 190734.3636999987 315371.0819000006, 190710.53830000013 315360.9406999983, 190668.15729999915 315376.4959000014, 190601.10669999942 315375.8044999987, 190602.7725000009 315359.59650000185, 190643.56010000035 315344.4156999998, 190650.34230000153 315329.8304999992, 190640.29930000007 315282.007100001, 190651.10909999907 315255.9490999989, 190640.47729999945 315240.5207000002, 190621.20650000125 315230.14770000055, 190612.75450000167 315220.5113000013, 190615.69150000066 315205.8878999986, 190631.02529999986 315196.89389999956, 190638.07889999822 315183.1356999986, 190622.11309999973 315159.2820999995, 190618.09230000153 315133.71829999983, 190620.87689999864 315124.77109999955, 190628.33669999987 315118.19409999996, 190626.97430000082 315141.632100001, 190632.01029999927 315145.7261000015, 190681.35590000078 315153.38109999895, 190704.70190000162 315128.18090000004, 190705.4899000004 315098.6350999996, 190680.03069999814 315049.13910000026, 190654.31289999932 315042.45109999925, 190637.43609999865 315053.92069999874, 190622.09650000185 315064.6334999986, 190621.79690000042 315057.436900001, 190626.66849999875 315046.2745000012, 190642.3429000005 315037.7278999984, 190665.30810000002 315035.1862999983, 190676.01889999956 315020.19209999964, 190682.46489999816 315026.8990999982, 190694.61470000073 315047.07090000063, 190707.75409999862 315051.0896999985, 190731.16450000182 315047.8707000017, 190760.12170000002 315021.8167000003, 190792.11789999902 315001.872299999, 190816.74769999832 314998.20270000026, 190824.2446999997 314989.3233000003, 190829.11630000174 314965.70529999956, 190815.4844999984 314925.3304999992, 190796.14029999822 314891.1816999987, 190781.95549999923 314884.33309999853, 190809.54769999906 314840.9765000008, 190826.2767000012 314791.6488999985, 190836.81529999897 314767.7446999997, 190848.97309999913 314690.44029999897, 190895.38489999995 314634.1053000018, 190923.78669999912 314614.17330000177, 190942.00890000165 314611.96510000154, 191026.3029000014 314639.05790000036, 191046.6143000014 314631.51249999925, 191049.875500001 314626.47769999877, 191054.47370000184 314631.6746999994, 191121.73209999874 314643.64389999956, 191145.6827000007 314645.3476999998))"
