OBJECTID,BEHEERCODE,BEHEERTYPE,HOOFDSOORT,BEHEERDER,PARKNAAM_LANDGOED,OPPERVLAKTE,OMTREK,MAAIFREQUENTIE,BEHEERKLASSE,MATERIAAL_ONDERGROND,GEBIEDSNAAM,SHAPESTArea,SHAPESTLength
179,03.08.G.1031,Heesters hoog,,Stadsdeel 3,,34.156,24.432,,Onkruid beheersen,,Noord-Oost,34.1562045,24.4315539460925
180,05.18.G.1631,Gazon,,Stadsdeel 5,,31.752,31.912,16 x per jaar | Machinaal,,,Malburgen,31.750122005,31.9112670437309
181,06.22.G.4070,Struweel,,Stadsdeel 6,,116.31,47.234,,,,Elden en De Laar,116.310492,47.2335358309565
182,05.19.G.3315,Blokhaag,,Stadsdeel 5,,72.884,43.089,,,,VKR,72.884252,43.0889072019441
183,05.19.G.0345,Blokhaag,Lonicera nitida 'Elegant',Stadsdeel 5,,22.839,23.083,,,,VKR,22.839483,23.082528457563
184,02.12.G.3693,Gras/kruiden,,Stadsdeel 2,,212.383,77.511,2 x per jaar | Machinaal,,,Noord-West,212.885468975,77.4942686509734
185,03.10.G.0191,Blokhaag,,Stadsdeel 3,,4.932,12.176,,,,Noord-Oost,4.925784135,12.171815365851
186,06.22.G.2886,Blokhaag,Berberis thunbergii 'Green Carpet',Stadsdeel 6,,13.117,16.323,,,,Elden en De Laar,13.116804,16.3230518100065
187,06.21.G.2891,Struweel,,Stadsdeel 6,,423.656,88.623,,,,"Schuytgraaf, Elderveld",423.656362,88.6230603596791
188,03.08.G.2403,Gras/kruiden,,Stadsdeel 3,,26.031,20.415,1 x per jaar | Machinaal,,,Noord-Oost,26.0305635,20.4149387922273
189,05.19.G.0331,Gazon,,Stadsdeel 5,,206.26,206.163,16 x per jaar | Machinaal,,,VKR,206.256771695,206.160038799735
190,06.22.G.0048,Gazon,,Stadsdeel 6,,18.322,17.13,16 x per jaar | Handmatig,,,Elden en De Laar,18.32205,17.1304635419924
191,06.24.G.1254,Gazon,,Stadsdeel 6,,99.598,151.883,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",99.5983105,151.882976228857
192,06.21.G.0117,Blokhaag,,Stadsdeel 6,,40.861,31.85,,,,"Schuytgraaf, Elderveld",40.860967,31.8496594228284
193,05.23.G.0843,Gazon,,Stadsdeel 5,,156.732,140.798,16 x per jaar | Machinaal,,,VKR,156.7319665,140.798105635123
194,03.08.G.1532,Heesters laag,Cotoneaster horizontalis,Stadsdeel 3,,57.373,76.689,,Onkruid beheersen,,Noord-Oost,56.787810985,76.6699714495126
195,03.10.G.0553,Heesters laag,Buddleja davidii 'Blue chip',Stadsdeel 3,,40.645,47.929,,Onkruid beheersen,,Noord-Oost,40.6452475,47.9288580403444
196,05.23.G.0905,Haag,,Stadsdeel 5,,3.914,18.617,,,,VKR,3.9142075,18.617024370935
197,05.18.G.2593,Vlak onderhoud derden,Lonicera nitida 'Elegant',Derden,,84.442,53.468,,,,Malburgen,84.4422,53.4676160091517
198,03.07.G.1861,Heesters laag,Lonicera nitida 'Hohenheimer Findling',Stadsdeel 3,,77.237,52.915,,Onkruid beheersen,,Noord-West,77.2368425,52.9151024154528
199,06.22.G.4078,Heesters laag,Viburnum tinus,Stadsdeel 6,,10.938,16.107,,Onkruid beheersen,,Elden en De Laar,10.937726,16.107187107825
200,06.20.G.1111,Gras/kruiden,,Stadsdeel 6,,573.001,159.534,2 x per jaar | Op Talud | Machinaal,,,Elden en De Laar,573.001476,159.533527126119
201,02.12.G.3554,Gazon,,Stadsdeel 2,,4.575,8.558,16 x per jaar | Machinaal,,,Noord-West,4.575315,8.55808407152434
202,03.09.G.4875,Vaste planten,,Afdeling Bossen & Parken,Begraafpark Moscowa,29.205,60.64,,,,Noord-Oost,29.2048055,60.6396971338505
203,03.09.G.2210,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,27.834,68.64,3 x per jaar | Handmatig,,,Noord-Oost,27.834366,68.6401803770015
204,03.11.G.2130,Haag,Crataegus monogyna,Afdeling Bossen & Parken,Park Klarenbeek,23.713,41.746,,,,Noord-Oost,23.7125145,41.745787910385
205,03.10.G.0624,Heesters laag,Buddleja davidii 'Fascination',Stadsdeel 3,,5.05,9.278,,Onkruid beheersen,,Noord-Oost,5.049993,9.27777741924101
206,04.05.G.0048,Gazon,,Stadsdeel 4,,158.297,54.162,16 x per jaar | Machinaal,,,Presikhaaf,158.297014,54.1621736148503
207,01.01.G.1075,Wisselperken,,Stadsdeel 1,,10.736,24.023,,,,CSA,10.7357685,24.0227979994178
208,06.21.G.3361,Gras/kruiden,,Stadsdeel 6,,64.427,65.969,2 x per jaar | Op Talud | Machinaal,,,"Schuytgraaf, Elderveld",64.426725,65.9693262245511
209,06.22.G.0674,Gazon,,Stadsdeel 6,,62.078,104.741,16 x per jaar | Machinaal,,,Elden en De Laar,62.078394,104.741265698104
210,02.12.G.2803,Gazon,,Stadsdeel 2,,6.633,10.149,16 x per jaar | Machinaal,,,Noord-West,6.63240313,10.1475856113924
211,06.22.G.1675,Heesters hoog,Cornus alba,Stadsdeel 6,,65.351,36.388,,Onkruid beheersen,,Elden en De Laar,65.3506075,36.388219520264
212,06.22.G.2603,Haag,Hedera sp.,Stadsdeel 6,,9.072,37.3,,,,Elden en De Laar,9.071683,37.3002066074016
213,04.04.G.1642,Haag,,Stadsdeel 4,,35.151,95.776,,,,Presikhaaf,35.11160224,95.7679704234806
214,05.18.G.0533,Gazon,,Stadsdeel 5,,36.039,31.424,16 x per jaar | Machinaal,,,Malburgen,36.038816,31.4241179471473
215,03.08.G.1896,Gazon,,Stadsdeel 3,,6.17,10.994,16 x per jaar | Machinaal,,,Noord-Oost,6.1696495,10.9941046488238
216,06.21.G.3536,Vlak onderhoud derden,,Derden,,6.358,9.541,,,,"Schuytgraaf, Elderveld",6.35291209,9.53703266373491
217,06.22.G.0634,Heesters laag,Deutzia sp.,Stadsdeel 6,,89.339,43.833,,Onkruid beheersen,,Elden en De Laar,89.3394955,43.8328232077283
218,04.05.G.1707,Blokhaag,Acer campestre,Stadsdeel 4,,21.108,18.501,,,,Presikhaaf,21.024909165,18.4917471237576
219,06.21.G.0050,Blokhaag,,Stadsdeel 6,,2.344,6.253,,,,"Schuytgraaf, Elderveld",2.3439,6.25335278301077
220,06.24.G.0472,Gazon,,Stadsdeel 6,,61.786,232.443,16 x per jaar | Handmatig,,,"Schuytgraaf, Elderveld",61.7857255,232.44310357823
221,03.08.G.1908,Gazon,,Stadsdeel 3,,9.655,13.576,16 x per jaar | Machinaal,,,Noord-Oost,9.655009645,13.5756792719562
222,05.17.G.1400,Heesters hoog,,Stadsdeel 5,,119.678,53.297,,Geen onkruid beheersen,,Malburgen,119.6780275,53.2971999212033
223,03.09.G.3943,Blokhaag,,Afdeling Bossen & Parken,Begraafpark Moscowa,10.482,19.004,,,,Noord-Oost,10.481706,19.0035426497792
224,04.05.G.1704,Blokhaag,Acer campestre,Stadsdeel 4,,29.547,28.028,,,,Presikhaaf,29.46150629,28.0174978178221
225,05.19.G.0913,Gazon,,Stadsdeel 5,,697.607,140.367,16 x per jaar | Machinaal,,,VKR,697.6066705,140.367103136054
226,03.09.G.2608,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,81.413,82.018,,Graven onkruidvrij,,Noord-Oost,81.412916,82.0175483096873
227,06.22.G.1343,Gras/kruiden,,Stadsdeel 6,,690.395,686.653,1 x per jaar | Machinaal,,,Elden en De Laar,690.76749263,686.627096724442
228,06.21.G.3548,Haag,Fagus sylvatica,Stadsdeel 6,,4.828,21.152,,,,"Schuytgraaf, Elderveld",4.8282505,21.1515882283051
229,03.09.G.3672,Gazon,,Afdeling Bossen & Parken,Begraafpark Moscowa,79.027,66.353,25 x per jaar | Machinaal,,,Noord-Oost,79.026835,66.3529343156547
230,05.23.G.1868,Gazon,,Stadsdeel 5,,18.352,19.348,16 x per jaar | Machinaal,,,VKR,18.3518745,19.347549043331
231,05.17.G.0288,Gazon,,Stadsdeel 5,,288.326,77.522,16 x per jaar | Machinaal,,,Malburgen,288.325736,77.5215730239629
232,06.21.G.1371,Struweel,,Stadsdeel 6,,83.616,49.034,,,,"Schuytgraaf, Elderveld",83.615665,49.0338834826674
233,05.23.G.2212,Struweel,,Stadsdeel 5,,19.883,17.544,,,,VKR,19.8825535,17.5439645650957
234,05.19.G.0342,Gazon,,Stadsdeel 5,,1636.571,171.709,16 x per jaar | Machinaal,,,VKR,1636.57073,171.709083052302
235,06.22.G.1026,Gazon,,Stadsdeel 6,,82.862,40.862,16 x per jaar | Machinaal,,,Elden en De Laar,82.8622595,40.8619429113805
236,05.23.G.0183,Gazon,,Stadsdeel 5,,62.967,36.819,16 x per jaar | Machinaal,,,VKR,63.432389755,36.8076537252806
237,04.05.G.1138,Heesters laag,Hypericum inodorum 'Rheingold',Stadsdeel 4,,54.952,54.902,,Onkruid beheersen,,Presikhaaf,54.952203,54.9020040039709
238,05.19.G.3561,Vlak onderhoud derden,,Derden,,5.555,13.258,16 x per jaar,,,VKR,5.59556704,13.2541115522862
239,05.16.G.0113,Gazon,,Stadsdeel 5,,75.549,43.494,16 x per jaar | Machinaal,,,Malburgen,75.547921455,43.493232642659
240,06.24.G.2077,Haag,,Stadsdeel 6,,15.869,54.093,,,,"Schuytgraaf, Elderveld",15.8694655,54.0930384843395
241,01.01.G.0838,Heesters hoog,Gemengde soorten zie doc.,Stadsdeel 1,,26.878,25.081,,Onkruid beheersen,,CSA,26.8784995,25.081407230251
242,03.11.G.0554,Gras/kruiden,,Stadsdeel 3,,13.613,38.743,3 x per jaar | Machinaal,,,Noord-Oost,13.6126035,38.7430679201527
243,03.09.G.2524,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,8.659,33.98,3 x per jaar | Handmatig,,,Noord-Oost,8.659401,33.9795314692141
244,06.21.G.3456,Gras/kruiden,,Stadsdeel 6,,62.689,48.024,2 x per jaar | Op Talud | Machinaal,,,"Schuytgraaf, Elderveld",62.6889455,48.0238093102426
245,05.17.G.0416,Gazon,,Stadsdeel 5,,21.336,20.912,16 x per jaar | Machinaal,,,Malburgen,21.3361215,20.9124538888988
246,06.22.G.2730,Heesters laag,Mahonia aquifolium 'Apollo',Stadsdeel 6,,12.27,15.285,,Onkruid beheersen,,Elden en De Laar,12.26816365,15.2831514339169
247,06.24.G.3014,Vlak onderhoud derden,,Derden,,1.705,5.223,,,,"Schuytgraaf, Elderveld",1.70517,5.22343991153442
248,02.14.G.0234,Gras/kruiden,,Stadsdeel 2,,139.166,121.978,2 x per jaar | Machinaal,,,Noord-West,139.1657015,121.977564559686
249,03.09.G.0566,Gazon,,Stadsdeel 3,,10.511,14.148,16 x per jaar | Machinaal,,,Noord-Oost,10.5107155,14.1478619561324
250,06.22.G.0862,Gazon,,Stadsdeel 6,,149.801,92.519,16 x per jaar | Machinaal,,,Elden en De Laar,149.74265481,92.5069673386896
251,03.09.G.0996,Heesters hoog,Gemengde soorten,Stadsdeel 3,,28.97,34.17,,Geen onkruid beheersen,,Noord-Oost,28.970166,34.1704154740302
252,05.19.G.2964,Struweel,,Stadsdeel 5,,87.174,78.271,,,,VKR,87.174118,78.2713926177585
253,06.21.G.3109,Gras/kruiden,,Stadsdeel 6,,666.243,283.165,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",666.2429525,283.165044083852
254,03.08.G.2243,Heesters laag,,Afdeling Bossen & Parken,Park Sacre Coeur,13.113,15.693,,Onkruid beheersen,,Noord-Oost,13.112852,15.6928843595842
255,04.03.G.0854,Struweel,,Stadsdeel 4,,470.451,174.069,,,,CSA,470.46856886,174.060260730423
256,06.21.G.0798,Gras/kruiden,,Stadsdeel 6,,1305.051,2283.377,2 x per jaar | Op Talud | Machinaal,,,"Schuytgraaf, Elderveld",1304.24972491,2283.31681489948
257,05.23.G.1636,Gazon,,Stadsdeel 5,,13.254,24.61,16 x per jaar | Machinaal,,,VKR,13.254099,24.6099045026125
258,03.08.G.1075,Gras/kruiden,,Stadsdeel 3,,106.981,137.364,3 x per jaar | Machinaal,,,Noord-Oost,106.980596,137.363577664284
259,03.09.G.4330,Heesters hoog,Rhododendron ponticum 'Roseum',Stadsdeel 3,,138.45,48.459,,Onkruid beheersen,,Noord-Oost,138.4499395,48.458555751383
260,06.22.G.3299,Gazon,,Stadsdeel 6,,12.328,17.816,16 x per jaar | Machinaal,,,Elden en De Laar,12.3284635,17.8162995561376
261,03.09.G.4304,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,27.776,42.448,,Graven onkruidvrij,,Noord-Oost,27.776037,42.4476490816766
262,06.24.G.3082,Haag,Acer campestre,Stadsdeel 6,,20.467,42.877,,,,"Schuytgraaf, Elderveld",20.46733,42.8765327904598
263,06.21.G.1228,Heesters hoog,Prunus laurocerasus 'Rotundifolia',Stadsdeel 6,,76.661,68.618,,Onkruid beheersen,,"Schuytgraaf, Elderveld",76.6612525,68.6183935382408
264,05.18.G.1587,Gazon,,Stadsdeel 5,,80.21,47.07,16 x per jaar | Machinaal,,,Malburgen,80.209801,47.0700764848598
265,06.21.G.1558,Blokhaag,Lonicera nitida 'Hohenheimer Findling',Stadsdeel 6,,12.751,12.66,,,,"Schuytgraaf, Elderveld",12.701497985,12.6478393894164
266,05.16.G.0509,Gazon,,Stadsdeel 5,,166.307,119.95,16 x per jaar | Machinaal,,,Malburgen,166.30220044,119.947913398413
267,03.06.G.0892,Vlak onderhoud derden,,Derden,,8.919,12.366,16 x per jaar,,,Noord-West,8.918683665,12.3652156831855
268,05.18.G.2607,Vaste planten,,Stadsdeel 5,,10.955,17.62,,,,Malburgen,10.9546375,17.6200107736413
269,05.23.G.3381,Gazon,,Stadsdeel 5,,65.276,56.3,16 x per jaar | Machinaal,,,VKR,65.2762085,56.2997956668952
270,03.11.G.1667,Gras/kruiden,,Stadsdeel 3,,36.329,105.471,3 x per jaar | Op Talud | Machinaal,,,Noord-Oost,36.3285515,105.471452332408
271,06.21.G.0165,Blokhaag,,Stadsdeel 6,,129.717,123.999,,,,"Schuytgraaf, Elderveld",130.1441294,123.993873100633
272,05.18.G.0940,Blokhaag,Ligustrum vulgare 'Atrovirens',Stadsdeel 5,,6.367,11.362,,,,Malburgen,6.3674845,11.3619158392063
273,06.22.G.4201,Blokhaag,Carpinus betulus,Stadsdeel 6,,2.98,6.637,,,,Elden en De Laar,2.97856501,6.63482491297178
274,06.24.G.1725,Haag,,Stadsdeel 6,,68.076,273.222,,,,"Schuytgraaf, Elderveld",68.0763345,273.222183821696
275,03.09.G.0468,Gras/kruiden,,Stadsdeel 3,,276.277,110.739,2 x per jaar | Machinaal,,,Noord-Oost,276.277413,110.739226214772
276,03.11.G.1717,Gras/kruiden,,Stadsdeel 3,,191.141,159.664,2 x per jaar | Machinaal,,,Noord-Oost,191.08406654,159.658446985821
277,05.17.G.1495,Gazon,,Stadsdeel 5,,428.7,376.164,16 x per jaar | Machinaal,,,Malburgen,429.868588,376.148518957855
278,05.23.G.0186,Gazon,,Stadsdeel 5,,124.424,68.099,16 x per jaar | Machinaal,,,VKR,124.390100465,68.094984781337
279,03.11.G.2396,Gras/kruiden,,Afdeling Bossen & Parken,Park Klarenbeek,133.082,118.305,3 x per jaar | Machinaal,,,Noord-Oost,133.0817085,118.305122528103
280,06.21.G.1594,Blokhaag,Mahonia aquifolium 'Atropurpurea',Stadsdeel 6,,41.197,32.721,,,,"Schuytgraaf, Elderveld",41.1973725,32.7207397156114
281,04.05.G.0546,Vlak onderhoud derden,,Derden,,76.422,41.221,,Geen onkruid beheersen,,Presikhaaf,76.421796,41.2212698259215
282,03.11.G.1039,Heesters hoog,,Afdeling Bossen & Parken,Park Klarenbeek,635.568,301.068,,Geen onkruid beheersen,,Noord-Oost,635.568496,301.068146787157
283,06.20.G.1428,Blokhaag,Fagus sylvatica,Stadsdeel 6,,16.666,16.375,,,,Elden en De Laar,16.6220868,16.3687625286664
284,02.13.G.0418,Vaste planten,,Stadsdeel 2,,3.775,7.775,,,,Noord-West,3.774521,7.7748157637038
285,06.24.G.3233,Haag,Acer campestre,Stadsdeel 6,,3.547,14.208,,,,"Schuytgraaf, Elderveld",3.547293,14.2080387315082
286,02.12.G.3213,Vaste planten,Gemengde soorten,Stadsdeel 2,,163.777,106.267,,,,Noord-West,163.77603981,106.266107414092
287,03.09.G.2104,Gras/kruiden,,Afdeling Bossen & Parken,Begraafpark Moscowa,1819.127,163.977,3 x per jaar | Machinaal,,,Noord-Oost,1819.37674051,163.965479773687
288,02.12.G.2801,Gazon,,Stadsdeel 2,,11.927,16.147,16 x per jaar | Machinaal,,,Noord-West,12.044669485,16.143032446645
289,06.21.G.3263,Gras/kruiden,,Stadsdeel 6,,81.606,100.038,1 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",81.605514,100.038334183626
290,06.24.G.3232,Haag,Acer campestre,Stadsdeel 6,,2.437,10.347,,,,"Schuytgraaf, Elderveld",2.4371685,10.3468743174358
291,04.05.G.0312,Gras/kruiden,,Stadsdeel 4,,952.628,170.871,2 x per jaar | Machinaal,,,Presikhaaf,952.308839,170.853179182494
292,01.01.G.1074,Wisselperken,,Stadsdeel 1,,10.959,24.479,,,,CSA,10.9593815,24.4794957831703
293,02.12.G.1013,Gazon,,Stadsdeel 2,,25.05,18.317,16 x per jaar | Machinaal,,,Noord-West,24.946307955,18.3005778165586
294,03.10.G.0042,Gazon,,Stadsdeel 3,,148.05,62.903,16 x per jaar | Machinaal,,,Noord-Oost,147.972377155,62.8876346352199
295,05.19.G.0410,Gazon,,Stadsdeel 5,,103.096,53.993,16 x per jaar | Machinaal,,,VKR,103.0961155,53.9930482154646
296,04.04.G.1100,Blokhaag,Lonicera nitida 'Maigrun',Stadsdeel 4,,20.454,18.09,,,,Presikhaaf,20.453736,18.0903303452878
297,03.08.G.1872,Gras/kruiden,,Afdeling Bossen & Parken,Park Angerenstein,199.233,190.399,2 x per jaar | Machinaal,,,Noord-Oost,199.42027686,190.356054304631
298,06.20.G.0141,Gazon,,Stadsdeel 6,,117.254,224.488,16 x per jaar | Machinaal,,,Elden en De Laar,117.2541245,224.487553766379
299,05.19.G.1220,Haag,Ligustrum sp.,Stadsdeel 5,,1.686,5.845,,,,VKR,1.685583,5.84549523400107
300,06.21.G.2771,Vaste planten,Lavandula angustifolia 'Hidcote',Stadsdeel 6,,1.816,5.433,,,,"Schuytgraaf, Elderveld",1.8161495,5.43342962264078
301,06.24.G.0533,Gazon,,Stadsdeel 6,,16.162,17.166,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",16.07461372,17.1593373360667
302,05.23.G.0309,Gras/kruiden,,Stadsdeel 5,,2741.705,435.87,1 x per jaar | Machinaal,,,VKR,2742.3519195,435.837592478431
303,06.22.G.1033,Gazon,,Stadsdeel 6,,323.313,159.461,16 x per jaar | Machinaal,,,Elden en De Laar,323.3127065,159.460842006766
304,03.11.G.0950,Struweel,,Stadsdeel 3,,75.25,42.195,,,,Noord-Oost,75.249812,42.1953326550373
305,04.05.G.1060,Gras/kruiden,,Afdeling Bossen & Parken,Park Presikhaaf,1238.272,290.671,2 x per jaar | Machinaal,,,Presikhaaf,1238.2719265,290.67101544135
306,05.19.G.3651,Boomspiegel,,Stadsdeel 5,,2.325,6.1,16 x per jaar | Handmatig,,,VKR,2.3254,6.10025333204535
307,05.18.G.1407,Gazon,,Stadsdeel 5,,60.577,36.146,16 x per jaar | Machinaal,,,Malburgen,59.359234705,36.1118868470524
308,05.18.G.2461,Gazon,,Stadsdeel 5,,15.133,15.562,16 x per jaar | Machinaal,,,Malburgen,15.132748,15.5617630259115
309,03.08.G.1645,Heesters hoog,Gemengde soorten,Stadsdeel 3,,27.284,21.368,,Onkruid beheersen,,Noord-Oost,27.2840595,21.3676312720599
310,05.17.G.0907,Gras/kruiden,,Stadsdeel 5,,233.952,129.069,2 x per jaar | Op Talud | Machinaal,,,Malburgen,234.75803465,129.02703152126
311,05.18.G.2552,Vlak onderhoud derden,,Derden,,8.624,13.616,,,,Malburgen,8.623713,13.6155289640313
312,06.21.G.0007,Blokhaag,,Stadsdeel 6,,424.381,193.535,,,,"Schuytgraaf, Elderveld",424.381145,193.535139833712
313,04.05.G.1723,Struweel,,Stadsdeel 4,,393.904,107.696,,,,Presikhaaf,393.799376605,107.687867481209
314,02.12.G.3783,Haag,Taxus baccata,Afdeling Bossen & Parken,Park Sonsbeek,5.074,17.651,,,,Noord-West,5.0740805,17.6508912535528
315,04.04.G.0495,Struweel,Gemengde soorten,Stadsdeel 4,,1025.256,199.06,,,,Presikhaaf,1025.256461,199.059819414939
316,03.10.G.0208,Vaste planten,Geranium cantabrigiense 'Cambridge',Stadsdeel 3,,2.89,6.8,,,,Noord-Oost,2.8898425,6.79981499748338
317,03.08.G.1870,Gras/kruiden,,Afdeling Bossen & Parken,Park Angerenstein,521.845,88.317,2 x per jaar | Machinaal,,,Noord-Oost,521.486309055,88.2887218834067
318,05.17.G.1050,Gras/kruiden,,Stadsdeel 5,,1035.76,481.537,2 x per jaar | Op Talud | Machinaal,,,Malburgen,1035.722345895,481.532319306413
319,05.19.G.0744,Gazon,,Stadsdeel 5,,31.066,22.124,16 x per jaar | Machinaal,,,VKR,30.87317944,22.1148140448951
320,06.22.G.4946,Gazon,,Stadsdeel 6,,340.909,403.247,16 x per jaar | Machinaal,,,Elden en De Laar,340.83569302,403.237646576256
321,02.12.G.4019,Gras/kruiden,,Afdeling Bossen & Parken,Park Zijpendaal,289.026,71.553,3 x per jaar | Machinaal,,,Noord-West,289.0261925,71.5530489932041
322,06.22.G.2646,Heesters hoog,Spiraea sp.,Stadsdeel 6,,71.265,34.288,,Onkruid beheersen,,Elden en De Laar,71.265298,34.2884181987705
323,03.07.G.1142,Gras/kruiden,,Stadsdeel 3,,445.827,209.426,2 x per jaar | Machinaal,,,Noord-West,445.8272985,209.426042538034
324,04.05.G.0245,Gazon,,Stadsdeel 4,,169.209,93.675,16 x per jaar | Machinaal,,,Presikhaaf,169.208957,93.6754414695115
325,03.09.G.1736,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,62.826,64.067,,Graven onkruidvrij,,Noord-Oost,62.8255105,64.0674880612246
326,03.08.G.1336,Vlak onderhoud derden,Rhododendron sp.,Derden,Park Angerenstein,460.161,138.424,,,,Noord-Oost,460.161258,138.424104391339
327,03.09.G.0489,Gazon,,Stadsdeel 3,,187.18,92.522,16 x per jaar | Machinaal,,,Noord-Oost,187.180018,92.5216538314244
328,04.03.G.1464,Gazon,,Stadsdeel 4,,650.703,105.072,16 x per jaar | Machinaal,,,CSA,650.703045,105.07210140597
329,05.18.G.1188,Gazon,,Stadsdeel 5,,30.555,25.952,16 x per jaar | Machinaal,,,Malburgen,30.5553575,25.9519342818373
330,06.24.G.0373,Gras/kruiden,,Stadsdeel 6,,11.209,16.701,2 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",11.198363885,16.6952714527185
331,05.17.G.1592,Gras/kruiden,,Stadsdeel 5,,24.439,22.472,2 x per jaar | Machinaal,,,Malburgen,24.419234,22.4696653031716
332,03.09.G.2553,Heesters laag,Rhododendron sp.,Afdeling Bossen & Parken,Begraafpark Moscowa,7.062,10.703,,Onkruid beheersen,,Noord-Oost,7.0619885,10.7026930423401
333,05.19.G.2231,Heesters hoog,Gemengde soorten,Stadsdeel 5,,169.124,60.147,,Geen onkruid beheersen,,VKR,169.124097,60.1466181589975
334,05.17.G.1085,Haag,Taxus sp.,Stadsdeel 5,,227.858,508.512,,,,Malburgen,227.858155,508.512419342219
335,06.24.G.1852,Gazon,,Stadsdeel 6,,892.01,322.997,16 x per jaar | Machinaal,,,"Schuytgraaf, Elderveld",891.951216865,322.987312934023
336,05.19.G.3751,Gras/kruiden,,Afdeling Bossen & Parken,Park Immerloo,285.658,102.404,2 x per jaar | Machinaal,,,VKR,285.65807,102.404439364481
337,05.19.G.1311,Haag,Ligustrum sp.,Stadsdeel 5,,1.25,4.502,,,,VKR,1.250238,4.502
338,01.01.G.1730,Gazon,,Stadsdeel 1,,97.939,53.335,16 x per jaar | Machinaal,,,CSA,97.9388255,53.335162572454
339,05.23.G.3136,Vlak onderhoud derden,,Derden,,16.257,34.688,16 x per jaar,,,VKR,16.241744725,34.6809384457479
340,06.21.G.3412,Vlak onderhoud derden,,Derden,,10.057,15.222,,,,"Schuytgraaf, Elderveld",10.05726,15.2218380431689
341,05.23.G.0747,Gras/kruiden,,Stadsdeel 5,,620.154,311.08,1 x per jaar | Machinaal,,,VKR,620.1536885,311.079535145878
342,06.22.G.4583,Gras/kruiden,,Stadsdeel 6,,47.76,81.558,2 x per jaar | Machinaal,,,Elden en De Laar,47.759848,81.5580433689163
343,02.12.G.3324,Gazon,,Stadsdeel 2,,5.394,9.678,16 x per jaar | Machinaal,,,Noord-West,5.39321078,9.67555847326045
344,04.04.G.1392,Gazon,,Stadsdeel 4,,351.521,321.175,16 x per jaar | Machinaal,,,Presikhaaf,351.5213375,321.175367616564
345,05.23.G.0065,Gazon,,Stadsdeel 5,,1898.367,720.321,16 x per jaar | Machinaal,,,VKR,1898.248497615,720.308405487592
346,06.21.G.0039,Blokhaag,,Stadsdeel 6,,19.764,33.438,,,,"Schuytgraaf, Elderveld",19.7636,33.4383860407074
347,06.21.G.1337,Struweel,,Stadsdeel 6,,1461.853,514.937,,,,"Schuytgraaf, Elderveld",1461.85299,514.936950665538
348,03.08.G.1226,Struweel,,Stadsdeel 3,,150.677,47.294,,,,Noord-Oost,150.677233,47.2938381799151
349,06.24.G.3216,Vlak onderhoud derden,,Derden,,3480.905,275.064,Niet van toepassing,,,"Schuytgraaf, Elderveld",3480.905048,275.063557236554
350,05.18.G.1278,Blokhaag,,Stadsdeel 5,,8.546,15.531,,,,Malburgen,8.54489558,15.5275221408402
351,05.19.G.2943,Struweel,,Stadsdeel 5,,639.526,207.933,,,,VKR,639.5260935,207.932766950049
352,04.04.G.1671,Gras/kruiden,,Stadsdeel 4,,22.647,29.192,3 x per jaar | Handmatig,,,Presikhaaf,22.60342669,29.1799700380152
353,03.11.G.0328,Gazon,,Stadsdeel 3,,6026.233,355.193,16 x per jaar | Machinaal,,,Noord-Oost,6025.01849075,355.174808544425
354,06.22.G.3072,Blokhaag,,Stadsdeel 6,,2.245,5.716,,,,Elden en De Laar,2.2434584,5.71443589098982
355,03.08.G.0714,Gazon,,Stadsdeel 3,,301.688,80.824,16 x per jaar | Machinaal,,,Noord-Oost,301.687868,80.8243626073468
356,05.19.G.1129,Gras/kruiden,,Afdeling Bossen & Parken,Afdeling Bossen & Parken,199.656,198.197,Niet van toepassing | Begrazing schapen,,,VKR,199.6555085,198.197166391341
357,05.23.G.0537,Gazon,,Stadsdeel 5,,660.389,210.004,16 x per jaar | Machinaal,,,VKR,660.389293,210.004337316671
358,02.12.G.2899,Gras/kruiden,,Stadsdeel 2,,13.094,22.55,3 x per jaar | Machinaal,,,Noord-West,13.094096,22.5501175812155
359,03.09.G.1604,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,35.75,41.058,,Graven onkruidvrij,,Noord-Oost,35.750097,41.0575317987708
360,03.09.G.2873,Grafbeplanting,,Afdeling Bossen & Parken,Begraafpark Moscowa,1,4,,Graven 3 x maaien handmatig,,Noord-Oost,0.9997975,3.99959560017754
