FID,aanlegjaar,type,soortnaam_lat,soortnaam_ned,categorie,geometrie
O10002_Bomenkaart_OD.1197,1975,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172188.72 508809.528))
O10002_Bomenkaart_OD.1198,1975,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((172205.41 508791.678))
O10002_Bomenkaart_OD.1199,1975,Straat- / laanboom,Populus tremula,Ratelpopulier,Boom,MULTIPOINT ((179586.35 507799.643))
O10002_Bomenkaart_OD.1200,1997,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((176787.457 497243.176))
O10002_Bomenkaart_OD.1201,1995,Solitaire boom,Koelreuteria paniculata,Chinese vernisboom,Boom,MULTIPOINT ((175709.377 495689.894))
O10002_Bomenkaart_OD.1202,2002,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((175903.676 496805.849))
O10002_Bomenkaart_OD.1203,2009,Straat- / laanboom,Tilia europaea 'Euchlora',Hollandse linde,Boom,MULTIPOINT ((175749.175 496184.785))
O10002_Bomenkaart_OD.1204,1998,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((175465.421 496169.959))
O10002_Bomenkaart_OD.1205,1980,Solitaire boom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175219.039 495977.09))
O10002_Bomenkaart_OD.1206,1965,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((175463.381 496391.4))
O10002_Bomenkaart_OD.1207,1975,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((175388.061 496080.909))
O10002_Bomenkaart_OD.1208,2009,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((175561.286 496185.292))
O10002_Bomenkaart_OD.1209,2002,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((175815.152 496828.451))
O10002_Bomenkaart_OD.1210,1978,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((175859.087 496330.338))
O10002_Bomenkaart_OD.1211,1992,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((176222.607 497096.347))
O10002_Bomenkaart_OD.1212,1992,Solitaire boom,Carpinus betulus 'Fastigiata',Haagbeuk,Boom,MULTIPOINT ((176188.072 496891.67))
O10002_Bomenkaart_OD.1213,2002,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((175336.391 496554.893))
O10002_Bomenkaart_OD.1214,1965,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((175422.124 496364.085))
O10002_Bomenkaart_OD.1215,1980,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176238.768 496627.67))
O10002_Bomenkaart_OD.1216,2001,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((176233.104 496731.875))
O10002_Bomenkaart_OD.1217,1978,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((175983.918 496651.851))
O10002_Bomenkaart_OD.1218,1975,Straat- / laanboom,Fagus sylvatica,Beuk,Boom,MULTIPOINT ((175366.693 496071.281))
O10002_Bomenkaart_OD.1219,1999,Straat- / laanboom,Acer platanoides 'Deborah',Esdoorn,Boom,MULTIPOINT ((175836.269 496006.32))
O10002_Bomenkaart_OD.1220,1997,Solitaire boom,Quercus palustris,Moeraseik,Boom,MULTIPOINT ((172460.2 508566.044))
O10002_Bomenkaart_OD.1221,2005,Straat- / laanboom,Prunus sargentii 'Rancho',Sierkers,Boom,MULTIPOINT ((175622.902 496609.593))
O10002_Bomenkaart_OD.1222,1978,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((175894.366 496591.03))
O10002_Bomenkaart_OD.1223,1997,Straat- / laanboom,Tilia cordata 'Erecta',Kleinbladige linde,Boom,MULTIPOINT ((176178.02 496275.491))
O10002_Bomenkaart_OD.1224,1998,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((175495.355 496178.655))
O10002_Bomenkaart_OD.1225,1970,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((176089.217 497000.109))
O10002_Bomenkaart_OD.1226,1970,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((176117.276 497020.293))
O10002_Bomenkaart_OD.1227,1995,Straat- / laanboom,Tilia cordata,Kleinbladige linde,Boom,MULTIPOINT ((175925.091 496887.655))
O10002_Bomenkaart_OD.1228,1999,Solitaire boom,Quercus robur 'Fastig. Koster',Zuileik,Boom,MULTIPOINT ((176002.119 496275.213))
O10002_Bomenkaart_OD.1229,1993,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172598.248 509259.975))
O10002_Bomenkaart_OD.1230,2000,Straat- / laanboom,Fraxinus ornus 'Obelisk',Pluimes,Boom,MULTIPOINT ((176373.679 496609.311))
O10002_Bomenkaart_OD.1231,1994,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((175724.975 495735.716))
O10002_Bomenkaart_OD.1232,1994,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((175659.752 495826.731))
O10002_Bomenkaart_OD.1233,2000,Straat- / laanboom,Salix alba 'Chermesina',Wilg,Boom,MULTIPOINT ((171966.914 508251.368))
O10002_Bomenkaart_OD.1234,1998,Lei- / vormboom,Tilia cordata,Kleinbladige linde,Boom,MULTIPOINT ((175636.904 496410.085))
O10002_Bomenkaart_OD.1235,1995,Solitaire boom,Prunus serrulata 'Kanzan',Japanse kers,Boom,MULTIPOINT ((175763.929 496248.83))
O10002_Bomenkaart_OD.1236,2001,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((176244.081 496730.812))
O10002_Bomenkaart_OD.1237,2009,Solitaire boom,Betula utilis 'Doorenbos',Himalayaberk,Boom,MULTIPOINT ((175945.025 496666.887))
O10002_Bomenkaart_OD.1238,1996,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((176107.092 495991.953))
O10002_Bomenkaart_OD.1239,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((175680.848 496436.696))
O10002_Bomenkaart_OD.1240,1975,Straat- / laanboom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((175532.718 496187.391))
O10002_Bomenkaart_OD.1241,2002,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((175846.422 496775.799))
O10002_Bomenkaart_OD.1242,2007,Straat- / laanboom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((172244.296 509312.816))
O10002_Bomenkaart_OD.1243,1970,Straat- / laanboom,Tilia cordata,Kleinbladige linde,Boom,MULTIPOINT ((175938.596 496814.475))
O10002_Bomenkaart_OD.1244,1978,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((175859.47 496344.974))
O10002_Bomenkaart_OD.1245,1984,Solitaire boom,Betula nigra,Rode berk,Boom,MULTIPOINT ((176354.421 496545.552))
O10002_Bomenkaart_OD.1246,1994,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((175423.329 496004.32))
O10002_Bomenkaart_OD.1247,1980,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((175304.579 496064.61))
O10002_Bomenkaart_OD.1248,1995,Straat- / laanboom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172666.244 508277.54))
O10002_Bomenkaart_OD.1249,1997,Straat- / laanboom,Alnus spaethii,Els,Boom,MULTIPOINT ((171959.81 508592.993))
O10002_Bomenkaart_OD.1250,2006,Straat- / laanboom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((172125.161 509314.443))
O10002_Bomenkaart_OD.1251,2006,Straat- / laanboom,Fraxinus americana 'Skyline',Amerikaanse es,Boom,MULTIPOINT ((171914.581 508888.737))
O10002_Bomenkaart_OD.1252,2002,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((175843.799 496860.287))
O10002_Bomenkaart_OD.1253,1970,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((176016.544 496871.353))
O10002_Bomenkaart_OD.1254,1980,Solitaire boom,Salix alba 'Chermesina',Wilg,Boom,MULTIPOINT ((175096.469 496133.96))
O10002_Bomenkaart_OD.1255,1975,Solitaire boom,Crataegus persimilis 'Splendens',Meidoorn,Boom,MULTIPOINT ((175771.051 496089.31))
O10002_Bomenkaart_OD.1256,2002,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((175933.366 496788.229))
O10002_Bomenkaart_OD.1257,2003,Boomgroep boom,Fraxinus excelsior 'Geessink',Es,Boom,MULTIPOINT ((172622.017 507999.141))
O10002_Bomenkaart_OD.1258,2000,Straat- / laanboom,Ulmus 'Plantijn',Iep,Boom,MULTIPOINT ((171763.339 509282.448))
O10002_Bomenkaart_OD.1259,1980,Solitaire boom,Malus 'Golden Hornet',Sierappel,Boom,MULTIPOINT ((172611.609 508585.625))
O10002_Bomenkaart_OD.1260,1985,Straat- / laanboom,Fraxinus excelsior Dronten 2,Es,Boom,MULTIPOINT ((171887.721 509305.756))
O10002_Bomenkaart_OD.1261,1975,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((171957.68 509166.553))
O10002_Bomenkaart_OD.1262,1988,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((172760.279 508930.63))
O10002_Bomenkaart_OD.1263,1975,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((175459.118 496116.396))
O10002_Bomenkaart_OD.1264,2021,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((176275.683 496590.206))
O10002_Bomenkaart_OD.1265,1994,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((175387.499 496020.31))
O10002_Bomenkaart_OD.1266,2010,Straat- / laanboom,Acer campestre,Veldesdoorn,Boom,MULTIPOINT ((175602.378 496503.139))
O10002_Bomenkaart_OD.1267,2003,Boomgroep boom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((172444.46 508143.221))
O10002_Bomenkaart_OD.1268,1980,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((175702.544 496464.73))
O10002_Bomenkaart_OD.1269,1980,Straat- / laanboom,Acer platanoides,Esdoorn,Boom,MULTIPOINT ((175393.883 496107.744))
O10002_Bomenkaart_OD.1270,2008,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177160.87 503632.784))
O10002_Bomenkaart_OD.1271,1983,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((177232.75 503771.496))
O10002_Bomenkaart_OD.1272,2005,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((177067.855 505843.979))
O10002_Bomenkaart_OD.1273,2013,Straat- / laanboom,Prunus avium 'Landscape Bloom',Kers,Boom,MULTIPOINT ((176070.595 505371.969))
O10002_Bomenkaart_OD.1274,2015,Straat- / laanboom,Acer freemanii 'Autumn Blaze',Esdoorn,Boom,MULTIPOINT ((175110.379 505733.251))
O10002_Bomenkaart_OD.1275,2015,Straat- / laanboom,Acer freemanii 'Autumn Blaze',Esdoorn,Boom,MULTIPOINT ((175005.739 505785.593))
O10002_Bomenkaart_OD.1276,1996,Straat- / laanboom,Betula pendula,Ruwe berk,Boom,MULTIPOINT ((176123.863 495752.893))
O10002_Bomenkaart_OD.1277,2010,Straat- / laanboom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((177076.175 502794.384))
O10002_Bomenkaart_OD.1278,2012,Straat- / laanboom,Acer platanoides 'Emerald Queen',Esdoorn,Boom,MULTIPOINT ((176914.622 505565.801))
O10002_Bomenkaart_OD.1279,1989,Straat- / laanboom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((178030.533 502269.6))
O10002_Bomenkaart_OD.1280,2015,Straat- / laanboom,Sorbus aucuparia 'Sheerwater Seedling',Lijsterbes,Boom,MULTIPOINT ((175990.75 495900.844))
O10002_Bomenkaart_OD.1281,2012,Straat- / laanboom,Acer platanoides 'Emerald Queen',Esdoorn,Boom,MULTIPOINT ((176695.263 505647.544))
O10002_Bomenkaart_OD.1282,1988,Straat- / laanboom,Betula pendula,Berk,Boom,MULTIPOINT ((177985.577 502601.522))
O10002_Bomenkaart_OD.1283,2016,Straat- / laanboom,Prunus serrulata 'Sunset Boulevard',Japanse Sierkers,Boom,MULTIPOINT ((177633.888 502974.933))
O10002_Bomenkaart_OD.1284,2016,Straat- / laanboom,Sorbus aria 'Aurea',Meelbes,Boom,MULTIPOINT ((177500.348 503056.224))
O10002_Bomenkaart_OD.1285,1978,Straat- / laanboom,Corylus colurna,Hazelaar,Boom,MULTIPOINT ((178435.974 503785.679))
O10002_Bomenkaart_OD.1286,1975,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178581.848 504200.986))
O10002_Bomenkaart_OD.1287,1985,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178282.269 502902.86))
O10002_Bomenkaart_OD.1288,2016,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((175467.818 496425.233))
O10002_Bomenkaart_OD.1289,2016,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((175427.911 496440.973))
O10002_Bomenkaart_OD.1290,2016,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((175468.756 496421.262))
O10002_Bomenkaart_OD.1291,2016,Straat- / laanboom,Pyrus communis,Peer,Boom,MULTIPOINT ((176662.643 503117.146))
O10002_Bomenkaart_OD.1292,1975,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178545.152 504133.437))
O10002_Bomenkaart_OD.1293,1999,Solitaire boom,Fraxinus ornus 'Obelisk',Pluimes,Boom,MULTIPOINT ((178466.254 503885.596))
O10002_Bomenkaart_OD.1294,2001,Straat- / laanboom,Fraxinus ornus 'Obelisk',Pluimes,Boom,MULTIPOINT ((178365.236 503410.841))
O10002_Bomenkaart_OD.1295,1975,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178551.762 504126.996))
O10002_Bomenkaart_OD.1296,2015,Boomgroep boom,Quercus robur,Zomereik,Boom,MULTIPOINT ((178359.705 492138.691))
O10002_Bomenkaart_OD.1297,2016,Solitaire boom,Quercus robur,Zomereik,Boom,MULTIPOINT ((174998.821 504929.066))
O10002_Bomenkaart_OD.1298,2015,Boomgroep boom,Betula papyrifera,Papierberk,Boom,MULTIPOINT ((178459.756 492161.598))
O10002_Bomenkaart_OD.1299,2016,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((177848.171 503860.049))
O10002_Bomenkaart_OD.1300,2016,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((177859.541 503888.634))
O10002_Bomenkaart_OD.1301,2008,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((177867.132 503538.103))
O10002_Bomenkaart_OD.1302,2015,Boomgroep boom,Salix alba,Wilg,Boom,MULTIPOINT ((172376.673 509128.563))
O10002_Bomenkaart_OD.1303,2015,Boomgroep boom,Salix alba,Wilg,Boom,MULTIPOINT ((172378.777 509137.89))
O10002_Bomenkaart_OD.1304,2015,Boomgroep boom,Salix alba,Wilg,Boom,MULTIPOINT ((172380.365 509138.318))
O10002_Bomenkaart_OD.1305,2015,Straat- / laanboom,Acer saccharinum 'Pyramidale',Esdoorn,Boom,MULTIPOINT ((177894.185 505151.38))
O10002_Bomenkaart_OD.1306,2015,Solitaire boom,Betula pendula,Ruwe berk,Boom,MULTIPOINT ((175286.259 504881.904))
O10002_Bomenkaart_OD.1307,2016,Solitaire boom,Sophora japonica,Honingboom,Boom,MULTIPOINT ((174954.85 505066.52))
O10002_Bomenkaart_OD.1308,2018,Solitaire boom,Fagus sylvatica 'Atropurpurea',Haagbeuk,Boom,MULTIPOINT ((175093.099 504953.691))
O10002_Bomenkaart_OD.1309,1985,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178082.264 502576.166))
O10002_Bomenkaart_OD.1310,2005,Solitaire boom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((177849.813 502912.228))
O10002_Bomenkaart_OD.1311,2016,Solitaire boom,Acer campestre 'Huibers Elegant',Veldesdoorn,Boom,MULTIPOINT ((176594.628 503094.933))
O10002_Bomenkaart_OD.1312,2016,Solitaire boom,Acer campestre 'Huibers Elegant',Veldesdoorn,Boom,MULTIPOINT ((176553.418 503112.007))
O10002_Bomenkaart_OD.1313,2016,Solitaire boom,Prunus serrulata 'Sunset Boulevard',Sierkers,Boom,MULTIPOINT ((176573.948 503115.976))
O10002_Bomenkaart_OD.1314,2017,Boomgroep boom,Alnus glutinosa 'Laciniata',Zwarte els,Boom,MULTIPOINT ((174925.13 504642.586))
O10002_Bomenkaart_OD.1315,2017,Boomgroep boom,Alnus cordata,Els,Boom,MULTIPOINT ((174904.34 504911.718))
O10002_Bomenkaart_OD.1316,2017,Boomgroep boom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((174903.875 504974.758))
O10002_Bomenkaart_OD.1317,2017,Boomgroep boom,Pyrus communis 'Conference',Peer,Boom,MULTIPOINT ((174888.016 505106.066))
O10002_Bomenkaart_OD.1318,1985,Straat- / laanboom,Acer pseudoplatanus,Gewone esdoorn,Boom,MULTIPOINT ((177948.447 503164.153))
O10002_Bomenkaart_OD.1319,2017,Solitaire boom,Gymnocladus dioicus,Doodsbeenderenboom,Boom,MULTIPOINT ((177544.077 504337.645))
O10002_Bomenkaart_OD.1320,2017,Straat- / laanboom,Quercus palustris,Moeraseik,Boom,MULTIPOINT ((175121.359 505920.637))
O10002_Bomenkaart_OD.1321,2017,Straat- / laanboom,Ginkgo biloba 'Fastgiata Blagon',Japanse notenboom,Boom,MULTIPOINT ((174951.223 505894.867))
O10002_Bomenkaart_OD.1323,2017,Straat- / laanboom,Liquidambar styr. 'Moraine',Amberboom,Boom,MULTIPOINT ((177963.985 502807.019))
O10002_Bomenkaart_OD.1324,2017,Straat- / laanboom,Liquidambar styr. 'Moraine',Amberboom,Boom,MULTIPOINT ((178048.745 502799.289))
O10002_Bomenkaart_OD.1325,2017,Straat- / laanboom,Liquidambar styr. 'Moraine',Amberboom,Boom,MULTIPOINT ((177950.365 502881.82))
O10002_Bomenkaart_OD.1326,2011,Straat- / laanboom,Populus canad. 'Robusta',Canadapopulier,Boom,MULTIPOINT ((175344.658 506103.812))
O10002_Bomenkaart_OD.1327,2010,Boomgroep boom,Populus nigra 'Vereecken',Zwarte populier,Boom,MULTIPOINT ((175137.229 506113.474))
O10002_Bomenkaart_OD.1328,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174598.322 500932.445))
O10002_Bomenkaart_OD.1329,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174391.967 500459.46))
O10002_Bomenkaart_OD.1330,2012,Straat- / laanboom,Salix alba,Wilg,Boom,MULTIPOINT ((175860.903 505350.081))
O10002_Bomenkaart_OD.1331,2012,Boomgroep boom,Alnus cordata,Els,Boom,MULTIPOINT ((172780.216 509227.608))
O10002_Bomenkaart_OD.1332,2012,Boomgroep boom,Alnus spaethii 'Spaeth',Els,Boom,MULTIPOINT ((172625.946 509401.87))
O10002_Bomenkaart_OD.1333,2012,Boomgroep boom,Alnus cordata,Els,Boom,MULTIPOINT ((172797.571 509208.753))
O10002_Bomenkaart_OD.1334,2012,Boomgroep boom,Alnus spaethii 'Spaeth',Els,Boom,MULTIPOINT ((172646.259 509381.159))
O10002_Bomenkaart_OD.1335,2012,Boomgroep boom,Alnus spaethii 'Spaeth',Els,Boom,MULTIPOINT ((172683.233 509331.794))
O10002_Bomenkaart_OD.1336,2012,Knotboom,Salix alba 'Belders',Wilg,Boom,MULTIPOINT ((172888.08 509089.257))
O10002_Bomenkaart_OD.1337,2012,Straat- / laanboom,Ulmus 'Lobel',Iep,Boom,MULTIPOINT ((175886.686 505343.572))
O10002_Bomenkaart_OD.1338,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174189.231 500014.209))
O10002_Bomenkaart_OD.1339,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174412.713 500449.536))
O10002_Bomenkaart_OD.1340,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174275.936 500205.186))
O10002_Bomenkaart_OD.1341,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174587.336 500845.884))
O10002_Bomenkaart_OD.1342,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174565.807 500794.347))
O10002_Bomenkaart_OD.1343,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174646.33 501048.66))
O10002_Bomenkaart_OD.1344,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174241.665 500074.605))
O10002_Bomenkaart_OD.1345,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174227.056 500042.646))
O10002_Bomenkaart_OD.1346,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174406.913 500436.987))
O10002_Bomenkaart_OD.1347,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174409.221 500497.694))
O10002_Bomenkaart_OD.1348,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171993.7 498067.571))
O10002_Bomenkaart_OD.1349,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170688.436 496984.658))
O10002_Bomenkaart_OD.1350,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((172343.711 498326.666))
O10002_Bomenkaart_OD.1351,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168554.338 495581.118))
O10002_Bomenkaart_OD.1352,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171637.478 497803.946))
O10002_Bomenkaart_OD.1353,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169501.193 496156.66))
O10002_Bomenkaart_OD.1354,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171925.006 498016.929))
O10002_Bomenkaart_OD.1355,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169522.467 496196.539))
O10002_Bomenkaart_OD.1356,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171617.595 497760.895))
O10002_Bomenkaart_OD.1357,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168616.801 495619.151))
O10002_Bomenkaart_OD.1358,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171844.119 497928.258))
O10002_Bomenkaart_OD.1359,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171271.788 497480.022))
O10002_Bomenkaart_OD.1360,2005,Straat- / laanboom,Acer platanoides 'Princeton Gold',Esdoorn,Boom,MULTIPOINT ((175273.836 496534.248))
O10002_Bomenkaart_OD.1361,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168721.437 495682.657))
O10002_Bomenkaart_OD.1362,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((173014.615 498794.505))
O10002_Bomenkaart_OD.1363,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168911.909 495825.326))
O10002_Bomenkaart_OD.1364,1970,Solitaire boom,Populus canescens 'Witte v Haamsted,Grauwe abeel,Boom,MULTIPOINT ((175095.281 496388.273))
O10002_Bomenkaart_OD.1365,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168550.12 495605.439))
O10002_Bomenkaart_OD.1366,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169034.349 495872.563))
O10002_Bomenkaart_OD.1367,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169449.781 496125.147))
O10002_Bomenkaart_OD.1368,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171805.166 497899.495))
O10002_Bomenkaart_OD.1369,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((168939.567 495815.101))
O10002_Bomenkaart_OD.1370,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171756.366 497863.454))
O10002_Bomenkaart_OD.1371,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((169255.292 496033.925))
O10002_Bomenkaart_OD.1372,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((170660.675 496960.966))
O10002_Bomenkaart_OD.1373,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((171212.639 497459.84))
