FID,type,aanlegjaar,categorie,geometrie
O10002_Beplantingskaart_OD.304,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178407.003 504399.017, 178404.836 504389.332, 178406.224 504389.012, 178408.391 504398.697, 178407.003 504399.017)))"
O10002_Beplantingskaart_OD.305,Bodembedekkende heesters,1998,cultuurlijk,"MULTIPOLYGON (((178298.054 503902.416, 178297.521 503899.667, 178302.383 503898.759, 178302.982 503901.496, 178298.054 503902.416)))"
O10002_Beplantingskaart_OD.306,Heesters/botanische rozen,2005,cultuurlijk,"MULTIPOLYGON (((178317.021 503544.594, 178321.663 503544.224, 178322.595 503554.161, 178322.589 503554.874, 178318.115 503554.531, 178317.686 503555.003, 178316.446 503572.824, 178316.619 503573.404, 178317.064 503573.592, 178321.287 503573.831, 178320.761 503580.617, 178297.165 503578.549, 178307.438 503569.477, 178317.278 503547.947, 178317.021 503544.594)))"
O10002_Beplantingskaart_OD.307,Heesters/botanische rozen,2017,cultuurlijk,"MULTIPOLYGON (((172764.784 508831.731, 172762.345 508828.057, 172784.099 508813.438, 172786.526 508817.087, 172764.784 508831.731)))"
O10002_Beplantingskaart_OD.308,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175576.837 504853.62, 175574.54 504865.649, 175572.614 504865.281, 175574.881 504853.232, 175576.837 504853.62)))"
O10002_Beplantingskaart_OD.309,Heesters/botanische rozen,1991,cultuurlijk,"MULTIPOLYGON (((176147.085 503298.297, 176147.259 503295.26, 176148.519 503295.33, 176148.375 503298.704, 176148.298 503298.705, 176147.706 503298.532, 176147.085 503298.297)))"
O10002_Beplantingskaart_OD.310,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176129.44 502904.35, 176128.121 502914.196, 176122.03 502909.96, 176126.23 502906.21, 176127.059 502905.715, 176128.047 502905.133, 176128.609 502904.805, 176129.103 502904.519, 176129.44 502904.35)))"
O10002_Beplantingskaart_OD.311,Heesters/botanische rozen,1978,cultuurlijk,"MULTIPOLYGON (((172563.892 508554.633, 172564.757 508555.92, 172562.061 508557.809, 172561.237 508556.444, 172563.892 508554.633)))"
O10002_Beplantingskaart_OD.314,Heesters/botanische rozen,1977,cultuurlijk,"MULTIPOLYGON (((178215.367 503534.285, 178217.186 503533.922, 178218.255 503538.534, 178216.515 503538.903, 178215.367 503534.285)))"
O10002_Beplantingskaart_OD.315,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176395.851 503981.317, 176393.309 503989.38, 176392.699 503989.16, 176395.234 503981.122, 176395.851 503981.317)))"
O10002_Beplantingskaart_OD.316,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175985.44 502977.3, 176014.96 502960.58, 176001.741 502975.344, 175997.91 502972.449, 175991.821 502975.965, 175987.962 502982.483, 175987.612 502982.697, 175987.116 502982.893, 175986.478 502982.998, 175985.84 502982.952, 175985.283 502982.784, 175984.714 502982.46, 175984.274 502982.054, 175985.44 502977.3)))"
O10002_Beplantingskaart_OD.317,Heesters/botanische rozen,1999,cultuurlijk,"MULTIPOLYGON (((176299.035 504885.535, 176298.745 504875.016, 176304.178 504874.321, 176309.031 504880.319, 176304.902 504886.839, 176299.035 504885.535)))"
O10002_Beplantingskaart_OD.318,Heesters/botanische rozen,2000,cultuurlijk,"MULTIPOLYGON (((177228.067 504504.949, 177227.089 504504.788, 177225.926 504503.001, 177226.839 504502.023, 177235.57 504495.289, 177228.067 504504.949)))"
O10002_Beplantingskaart_OD.319,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((172385.42 508282.465, 172382.193 508277.73, 172383.64 508276.744, 172385.46 508279.376, 172386.234 508280.51, 172386.886 508281.466, 172385.42 508282.465)))"
O10002_Beplantingskaart_OD.320,Bodembedekkende heesters,1993,cultuurlijk,"MULTIPOLYGON (((176327.279 503256.51, 176327.759 503256.309, 176329.809 503261.26, 176329.779 503261.4, 176329.52 503261.481, 176329.117 503261.582, 176328.879 503261.626, 176328.656 503261.657, 176328.246 503261.689, 176327.956 503261.693, 176327.609 503261.676, 176327.294 503261.641, 176326.918 503261.574, 176326.555 503261.483, 176326.096 503261.326, 176325.918 503261.252, 176325.657 503261.13, 176325.443 503261.016, 176325.25 503260.903, 176325.038 503260.765, 176324.823 503260.609, 176324.554 503260.39, 176324.36 503260.213, 176324.133 503259.981, 176323.991 503259.821, 176323.846 503259.642, 176323.712 503259.462, 176323.576 503259.26, 176323.492 503259.126, 176323.416 503258.996, 176323.299 503258.78, 176323.119 503258.398, 176323.111 503258.372, 176323.106 503258.345, 176323.106 503258.326, 176323.108 503258.303, 176323.115 503258.273, 176323.125 503258.247, 176323.134 503258.231, 176323.147 503258.214, 176323.164 503258.196, 176323.179 503258.183, 176323.201 503258.169, 176323.229 503258.157, 176323.249 503258.15, 176327.279 503256.51)))"
O10002_Beplantingskaart_OD.321,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176086.15 504878.041, 176091.147 504877.185, 176092.646 504884.808, 176088.006 504886.007, 176086.15 504878.041)))"
O10002_Beplantingskaart_OD.322,Heesters/botanische rozen,2007,cultuurlijk,"MULTIPOLYGON (((177409.8 503174.693, 177408.83 503174.804, 177408.685 503174.81, 177408.582 503174.808, 177408.451 503174.797, 177408.293 503174.773, 177408.132 503174.735, 177408.044 503174.708, 177407.846 503174.63, 177407.733 503174.575, 177407.473 503174.41, 177407.324 503174.287, 177407.176 503174.138, 177407.087 503174.032, 177406.967 503173.86, 177406.903 503173.749, 177406.824 503173.585, 177406.777 503173.463, 177406.733 503173.322, 177406.693 503173.142, 177406.672 503172.976, 177406.239 503168.81, 177404.211 503149.506, 177408.08 503150.831, 177409.244 503163.234, 177410.533 503174.61, 177409.8 503174.693)))"
O10002_Beplantingskaart_OD.323,Bodembedekkende heesters,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172074.641 509254.816, 172078.996 509252.013, 172079.139 509251.893, 172079.269 509251.804, 172080.479 509253.677, 172075.841 509256.673, 172074.641 509254.816)))"
O10002_Beplantingskaart_OD.324,Bodembedekkende heesters,1998,cultuurlijk,"MULTIPOLYGON (((178437.242 503779.537, 178437.317 503779.937, 178437.501 503780.733, 178437.68 503781.809, 178437.792 503783.058, 178437.8 503784.291, 178437.768 503784.939, 178437.656 503785.975, 178437.454 503787.097, 178437.113 503788.391, 178436.878 503788.98, 178436.507 503790.057, 178434.83 503792.69, 178433.518 503794.183, 178432.132 503786.723, 178433.419 503786.53, 178432.283 503780.145, 178432.856 503780.08, 178436.915 503779.226, 178437.242 503779.537)))"
O10002_Beplantingskaart_OD.325,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((172452.837 508382.32, 172454.318 508381.33, 172455.304 508380.659, 172457.863 508384.538, 172457.179 508388.097, 172456.685 508388.428, 172452.665 508382.461, 172452.837 508382.32)))"
O10002_Beplantingskaart_OD.326,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178420.225 504534.83, 178418.399 504526.053, 178419.762 504525.769, 178421.588 504534.546, 178420.225 504534.83)))"
O10002_Beplantingskaart_OD.327,Heesters/botanische rozen,1997,cultuurlijk,"MULTIPOLYGON (((176047.526 496136.851, 176048.127 496134.447, 176048.678 496132.573, 176049.442 496130.314, 176050.265 496128.188, 176051.47 496125.473, 176052.089 496126.17, 176052.622 496126.757, 176053.409 496127.605, 176054.186 496128.418, 176055.142 496129.391, 176055.976 496130.214, 176056.776 496130.982, 176057.721 496131.863, 176058.722 496132.768, 176059.815 496133.723, 176060.692 496134.466, 176061.896 496135.452, 176063.083 496136.389, 176064.37 496137.365, 176065.682 496138.322, 176065.871 496138.465, 176066.015 496138.62, 176066.188 496138.908, 176066.285 496139.25, 176066.283 496139.637, 176066.207 496139.915, 176066.084 496140.153, 176065.856 496140.787, 176065.719 496141.223, 176065.563 496141.802, 176065.41 496142.511, 176065.287 496143.292, 176065.215 496144.026, 176065.183 496145.129, 176065.221 496145.97, 176065.326 496146.901, 176065.436 496147.54, 176065.606 496148.279, 176065.844 496149.09, 176066.316 496150.319, 176066.712 496151.135, 176067.11 496151.837, 176067.576 496152.55, 176067.929 496153.032, 176068.552 496153.783, 176069.43 496154.675, 176070.415 496155.503, 176071.001 496155.923, 176071.678 496156.352, 176072.604 496156.852, 176073.506 496157.252, 176074.302 496157.541, 176075.078 496157.77, 176075.743 496157.925, 176076.548 496158.066, 176077.364 496158.157, 176077.986 496158.341, 176078.409 496158.553, 176078.937 496158.949, 176079.273 496159.311, 176079.528 496159.686, 176079.764 496160.187, 176079.934 496160.877, 176079.952 496161.516, 176079.872 496162.033, 176078.588 496162.928, 176075.916 496164.496, 176074.127 496165.349, 176073.082 496165.782, 176071.427 496166.375, 176069.571 496166.913, 176067.529 496167.357, 176065.163 496167.688, 176063.494 496167.806, 176062.462 496167.614, 176061.599 496167.411, 176059.378 496166.702, 176057.066 496165.65, 176055.137 496164.486, 176053.682 496163.4, 176052.033 496161.895, 176050.689 496160.39, 176049.537 496158.818, 176048.555 496157.176, 176047.728 496155.447, 176047.072 496153.672, 176046.455 496151.227, 176046.201 496149.465, 176046.228 496146.942, 176046.428 496143.778, 176046.595 496142.22, 176047.057 496139.16, 176047.526 496136.851)))"
O10002_Beplantingskaart_OD.328,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((172423.249 508335.095, 172421.738 508336.092, 172421.568 508336.194, 172416.809 508329.174, 172417.165 508328.916, 172417.296 508328.826, 172421.083 508329.744, 172424.258 508334.429, 172423.249 508335.095)))"
O10002_Beplantingskaart_OD.329,Heesters/botanische rozen,1978,cultuurlijk,"MULTIPOLYGON (((172623.195 508587.818, 172619.876 508589.992, 172619.04 508588.655, 172622.296 508586.508, 172623.195 508587.818)))"
O10002_Beplantingskaart_OD.330,Heesters/botanische rozen,2009,cultuurlijk,"MULTIPOLYGON (((172085.409 508839.531, 172084.255 508841.342, 172063.739 508828.171, 172064.89 508826.382, 172081.88 508837.29, 172082.847 508837.904, 172085.409 508839.531)))"
O10002_Beplantingskaart_OD.331,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((175468.939 505064.846, 175468.935 505067.241, 175466.312 505067.215, 175465.671 505066.868, 175465.157 505066.557, 175464.569 505066.16, 175463.691 505065.481, 175463.01 505064.868, 175462.445 505064.292, 175461.746 505063.472, 175461.22 505062.758, 175460.525 505061.637, 175459.976 505060.533, 175459.415 505059.034, 175459.057 505057.612, 175458.835 505055.929, 175458.827 505054.144, 175459.008 505052.606, 175459.377 505051.049, 175459.836 505049.752, 175460.605 505048.179, 175461.274 505047.121, 175461.938 505046.247, 175463.227 505044.886, 175464.533 505043.823, 175465.704 505043.071, 175466.782 505046.307, 175466.429 505046.535, 175465.899 505046.762, 175465.419 505047.115, 175464.965 505047.595, 175464.41 505048.099, 175464.006 505048.68, 175463.4 505049.387, 175462.769 505050.396, 175462.037 505051.482, 175461.734 505052.239, 175461.406 505052.895, 175461.078 505053.905, 175460.901 505054.611, 175460.775 505055.646, 175460.926 505056.807, 175461.381 505058.322, 175461.911 505059.71, 175462.567 505060.518, 175463.602 505061.452, 175464.435 505062.31, 175465.798 505063.269, 175467.312 505063.95, 175468.939 505064.846)))"
O10002_Beplantingskaart_OD.332,Bodembedekkende heesters,2000,cultuurlijk,"MULTIPOLYGON (((172173.365 508182.348, 172172.361 508180.815, 172172.579 508180.07, 172175.301 508178.231, 172175.683 508178.361, 172176.823 508180.018, 172176.635 508180.146, 172173.529 508182.248, 172173.365 508182.348)))"
O10002_Beplantingskaart_OD.333,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((172288.478 508899.135, 172273.288 508923.004, 172272.419 508922.45, 172273.469 508920.84, 172271.416 508919.502, 172281.522 508903.705, 172288.478 508899.135)))"
O10002_Beplantingskaart_OD.334,Bodembedekkende heesters,1991,cultuurlijk,"MULTIPOLYGON (((176592.479 503084.1, 176593.419 503083.75, 176596.707 503084.396, 176591.449 503086.5, 176592.479 503084.1)))"
O10002_Beplantingskaart_OD.335,Bodembedekkende heesters,2011,cultuurlijk,"MULTIPOLYGON (((178129.272 504816.004, 178132.959 504815.199, 178134.966 504824.139, 178131.299 504824.892, 178129.272 504816.004)))"
O10002_Beplantingskaart_OD.336,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177327.943 504057.53, 177327.799 504055.901, 177329.767 504055.701, 177329.947 504057.304, 177327.943 504057.53)))"
O10002_Beplantingskaart_OD.337,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176037.198 496695.582, 176037.955 496697.649, 176029.365 496697.918, 176030.458 496696.109, 176031.042 496695.999, 176031.774 496695.879, 176032.364 496695.796, 176033.095 496695.711, 176033.729 496695.653, 176034.048 496695.628, 176034.653 496695.593, 176035.24 496695.57, 176035.926 496695.559, 176036.579 496695.564, 176037.198 496695.582)))"
O10002_Beplantingskaart_OD.338,Heesters/botanische rozen,2015,cultuurlijk,"MULTIPOLYGON (((171840.149 509047.682, 171843.366 509042.583, 171870.297 509059.575, 171867.03 509064.773, 171864.509 509063.233, 171840.149 509047.682)))"
O10002_Beplantingskaart_OD.339,Heesters/botanische rozen,2009,cultuurlijk,"MULTIPOLYGON (((176015.86 496734.85, 176020.025 496735.32, 176020.847 496739.245, 176017.441 496741.366, 176014.227 496738.698, 176015.86 496734.85)))"
O10002_Beplantingskaart_OD.340,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((178510.912 504557.064, 178510.235 504553.457, 178520.467 504550.81, 178521.252 504554.42, 178510.912 504557.064)))"
O10002_Beplantingskaart_OD.341,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176996.758 505145.081, 176998.78 505142.821, 177001.771 505139.155, 177003.736 505136.502, 177006.088 505133.017, 177007.95 505129.968, 177010.333 505125.586, 177012.25 505121.544, 177013.384 505118.859, 177015.063 505114.318, 177016.056 505111.183, 177016.993 505107.753, 177017.403 505106.049, 177017.919 505103.638, 177018.519 505100.277, 177022.458 505108.706, 177022.396 505113.655, 177021.852 505118.131, 177021.041 505121.828, 177020.233 505124.523, 177019.031 505127.692, 177018.308 505129.306, 177017.698 505130.545, 177016.522 505132.691, 177014.454 505134.69, 177012.177 505136.708, 177009.884 505138.57, 177007.88 505140.07, 177004.705 505142.225, 177001.807 505143.977, 177000.207 505144.864, 176997.54 505146.222, 176996.758 505145.081)))"
O10002_Beplantingskaart_OD.342,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((176951.611 504883.776, 176950.858 504882.059, 176950.797 504879.924, 176951.07 504878.951, 176951.755 504877.712, 176953.201 504876.098, 176954.725 504874.397, 176956.799 504874.646, 176967.52 504897.123, 176979.807 504922.885, 176982.734 504932.992, 176982.489 504934.67, 176982.249 504935.995, 176981.906 504937.568, 176981.423 504939.422, 176980.868 504941.225, 176980.082 504943.394, 176979.018 504945.872, 176978.464 504947.016, 176977.865 504948.44, 176977.586 504949.276, 176977.294 504950.388, 176977.113 504951.335, 176976.933 504953.062, 176976.967 504955.117, 176976.884 504956.005, 176976.689 504956.423, 176976.028 504957.081, 176975.179 504957.363, 176973.85 504957.011, 176969.579 504950.358, 176968.662 504948.171, 176968.225 504946.827, 176967.682 504944.513, 176967.399 504942.369, 176970.187 504930.322, 176970.234 504928.578, 176970.065 504926.23, 176969.679 504924.11, 176968.948 504921.686, 176968.053 504919.617, 176966.311 504912.999, 176965.893 504910.992, 176965.174 504908.308, 176964.407 504905.95, 176963.581 504903.713, 176962.395 504900.898, 176961.069 504898.144, 176959.794 504895.787, 176958.213 504893.164, 176956.483 504890.597, 176951.611 504883.776)))"
O10002_Beplantingskaart_OD.343,Vaste planten,2012,cultuurlijk,"MULTIPOLYGON (((172593.879 508582.711, 172591.143 508578.654, 172584.854 508582.789, 172587.641 508586.887, 172586.311 508587.777, 172583.13 508582.9, 172583.472 508581.938, 172594.411 508574.626, 172597.993 508579.957, 172593.879 508582.711)))"
O10002_Beplantingskaart_OD.344,Bodembedekkende heesters,2004,cultuurlijk,"MULTIPOLYGON (((177347.954 506127.831, 177344.298 506141.372, 177330.505 506137.591, 177305.591 506130.761, 177354.607 506103.195, 177347.954 506127.831)))"
O10002_Beplantingskaart_OD.345,Heesters/botanische rozen,1996,cultuurlijk,"MULTIPOLYGON (((175813.807 503474.766, 175813.845 503474.69, 175813.903 503474.609, 175813.996 503474.523, 175814.083 503474.471, 175814.184 503474.434, 175816.238 503474.238, 175817.163 503483.397, 175817.342 503485.179, 175811.157 503485.795, 175811.028 503485.803, 175810.934 503485.788, 175810.868 503485.764, 175810.751 503485.694, 175810.697 503485.642, 175810.635 503485.557, 175810.587 503485.442, 175810.57 503485.293, 175810.595 503485.155, 175813.019 503477.305, 175813.807 503474.766)))"
O10002_Beplantingskaart_OD.346,Bodembedekkende heesters,2017,cultuurlijk,"MULTIPOLYGON (((172163.057 509378.91, 172164.299 509380.727, 172136.351 509398.777, 172135.144 509396.937, 172146.634 509389.493, 172160.942 509380.287, 172163.057 509378.91)))"
O10002_Beplantingskaart_OD.347,Heesters/botanische rozen,Niet ingevuld,cultuurlijk,"MULTIPOLYGON (((177007.855 505147.424, 177015.765 505140.119, 177017.731 505138.045, 177019.472 505135.88, 177021.177 505133.354, 177022.149 505131.662, 177022.854 505130.278, 177024.135 505127.261, 177025.983 505121.711, 177027.276 505121.147, 177031.22 505129.978, 177031.329 505132.609, 177031.097 505133.694, 177030.495 505135.155, 177029.694 505136.343, 177027.432 505138.189, 177012.932 505146.83, 177007.855 505147.424)))"
O10002_Beplantingskaart_OD.348,Heesters/botanische rozen,1998,cultuurlijk,"MULTIPOLYGON (((178267.768 503778.048, 178266.91 503770.453, 178270.82 503769.988, 178271.413 503774.663, 178271.752 503774.949, 178285.083 503773.497, 178285.669 503773.045, 178285.784 503773.757, 178282.895 503776.582, 178267.768 503778.048)))"
