OBJECTID,SPOORAFSTAND,SPOORTAK_A,SPOORTAK_B,TYPE,DEKKING,DATUM_SPOORTAK_A,DATUM_SPOORTAK_B,GEOCODE_SPOORTAK_A,GEOCODE_SPOORTAK_B,KM_GEOCODE_SPOORTAK_A,KM_GEOCODE_SPOORTAK_B,SPOORNAAM_SPOORTAK_A,SPOORNAAM_SPOORTAK_B,VERMENIGVULDIGINGSFACTOR,BOOGSTRAAL_A,BOOGSTRAAL_B,VERKANTINGSVERSCHIL_HOEK_A_B,HOOGTEVERSCHIL_A_B,Shape__Length
463,3.999,017_29AL_61.5,017_27L_61.4,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,61.48198,61.481927,29A,29B,4.5,,,,,3.99882113878578
464,4.481,017_29AR_61.5,017_27L_61.4,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,61.460422,61.460204,29A,w27L-w29BL,4.5,,,,,4.48132250680533
465,4.591,017_29AR_61.5,017_27R_61.4,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,61.510243,61.510281,29B,w27R-w33L,4.5,,,,,4.59110276186452
466,3.87,017_29AR_61.5,017_29AL_61.5,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,61.503418,61.503607,29B,w29AL-w31BR,4.5,,,,,3.86966289487857
467,3.971,017_29BV_61.5,017_27R_61.4,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2019/09/08 03:21:46+00,017,017,62.068737,62.068737,31A,w27R-w33L,4.5,,,,,3.97135877628804
468,4.009,017_29BV_61.5,017_29AL_61.5,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,61.590514,61.590565,123,w29AL-w31BR,4.5,,,,,4.00943930244617
469,3.98,017_31AL_62.1,017_27R_61.4,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2019/09/08 03:21:46+00,017,017,62.069598,62.069598,31A,w27R-w33L,4.5,,,,,3.97983452545455
470,3.898,017_31AL_62.1,017_29AL_61.5,Exact_naar_Exact,Onjuist,2016/07/07 21:27:15+00,2019/12/21 04:26:17+00,017,017,62.076957,62.076834,31A,w29AL-w31BR,4.5,,,,,3.89808308018185
471,3.8,017_31AR_62.1,017_27R_61.4,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2019/12/21 04:37:40+00,017,017,62.107049,62.106958,w31AR-w33R,w27R-w33L,4.5,,,,,3.79978777565274
472,4.026,017_31AR_62.1,017_29AL_61.5,Exact_naar_Exact,Volledig,2016/07/07 21:27:15+00,2019/12/21 04:26:17+00,017,017,62.0721,62.072102,31A,w29AL-w31BR,4.5,,,,,4.02620763001612
473,4.863,017_31AR_62.1,017_31AL_62.1,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2019/09/08 03:21:46+00,017,017,62.119899,62.119762,w31AR-w33R,31B,4.5,,,,,4.86253761116559
474,5.87,017_31BV_62.1,017_31AR_62.1,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,62.127824,62.127204,31B,33,4.5,,,,,5.87029077303672
475,4.366,017_333AR_24.5,017_333AL_24.5,Exact_naar_Exact,Volledig,2019/12/21 04:28:11+00,2019/12/21 04:41:12+00,017,017,24.547961,24.547754,w333AR-w335R,w333AL-w333BL,4.5,,,,,4.36610916033944
476,3.906,017_333BV_24.6,017_1021BR_26.9,Exact_naar_Exact,Onjuist,2019/12/21 04:24:33+00,2019/12/21 03:14:51+00,017,017,26.791665,26.791819,sHF-w1023AV,SJ_1021BR-w1021BR,4.5,,,,,3.90580137999873
477,4.063,017_335V_24.6,017_333BV_24.6,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,24.842577,24.842541,w335V-sVF,w333BV-sHF,4.5,,,,,4.06257104060963
478,3.721,017_33V_62.2,017_31BV_62.1,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,64.352075,64.352057,VB,HB,4.5,,,,,3.72139673912901
479,3.823,017_351AR_31.8,017_351AL_31.8,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2019/09/08 03:21:46+00,017,017,31.875061,31.874972,w351AR-w353BL,351B,4.5,,,,,3.82286446006133
480,3.853,017_351AV_31.8,017_1021AL_26.8,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2015/03/09 21:04:22+00,017,017,26.846619,26.846507,w1021AR-sVG,1021B,4.5,,,,,3.85334412815674
481,4.018,017_351AV_31.8,017_1021BR_26.9,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2015/03/09 21:24:30+00,017,017,26.822531,26.822546,1021A,1021B,4.5,,,,,4.01840003110691
482,4.097,017_351AV_31.8,017_1021BV_26.9,Exact_naar_Exact,Volledig,2019/12/21 04:38:24+00,2018/08/08 16:58:23+00,017,017,26.908889,26.908891,w1021AR-sVG,1023B,4.5,,,,,4.09673926556231
483,4.111,017_351AV_31.8,017_1023AR_26.8,Exact_naar_Exact,Volledig,2019/12/21 04:38:24+00,2019/09/08 03:21:46+00,017,017,26.910519,26.910521,w1021AR-sVG,1023B,4.5,,,,,4.11109508525405
484,4.078,017_351AV_31.8,017_1023BV_26.9,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,27.238481,27.238531,VG,342,4.5,,,,,4.07800920303032
485,6.265,017_351BR_31.9,017_1021AL_26.8,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2018/08/08 16:58:23+00,017,017,26.843845,26.844062,1023A,1021B,4.5,,,,,6.26493423748406
486,4.299,017_351BR_31.9,017_1021BR_26.9,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,26.801923,26.801905,1023A,SJ_1021BR-w1021BR,4.5,,,,,4.29904959380559
487,6.53,017_351BR_31.9,017_1021BV_26.9,Exact_naar_Exact,Volledig,2019/12/21 04:39:35+00,2018/08/08 17:00:07+00,017,017,26.858903,26.859134,w1023AL-sHG,1021B,4.5,,,,,6.52984950821993
488,5.078,017_351BR_31.9,017_1023AR_26.8,Exact_naar_Exact,Volledig,2019/12/21 04:39:35+00,2018/08/08 17:00:07+00,017,017,26.871312,26.871118,w1023AL-sHG,1023B,4.5,,,,,5.07780416026455
489,3.826,017_351BR_31.9,017_351AL_31.8,Exact_naar_Exact,Onjuist,2019/12/21 04:39:35+00,2019/09/08 03:21:46+00,017,017,31.802809,31.802901,sHG-w351BR,351A,4.5,,,,,3.82576568676128
490,3.872,017_351BR_31.9,017_351AR_31.8,Exact_naar_Exact,Volledig,2019/12/21 04:39:35+00,2018/08/08 16:58:23+00,017,017,31.80081,31.800816,sHG-w351BR,351A,4.5,,,,,3.87241659561571
491,3.687,017_351BR_31.9,017_351AV_31.8,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,29.035556,29.035565,HG,VG,4.5,,,,,3.68706092165562
492,4.02,017_351BV_31.9,017_351AR_31.8,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2019/12/21 04:37:25+00,017,017,31.967254,31.967237,w351BV-w353AV,w351AR-w353BL,4.5,,,,,4.02016845542572
493,3.893,017_353AL_32.0,017_351AR_31.8,Exact_naar_Exact,Onjuist,2019/12/21 04:40:11+00,2018/08/08 16:58:23+00,017,017,32.129352,32.12933,w353AL-sLE,353B,4.5,,,,,3.89344841496584
494,3.817,017_353AR_32.0,017_351AR_31.8,Exact_naar_Exact,Onjuist,2018/08/08 16:58:23+00,2018/08/08 17:00:07+00,017,017,32.052675,32.052675,353A,w351AR-w353BL,4.5,,,,,3.81677706579779
495,3.802,017_353AR_32.0,017_353AL_32.0,Exact_naar_Exact,Onjuist,2019/12/21 03:21:24+00,2019/12/21 04:40:11+00,017,017,32.125387,32.125409,353B,w353AL-sLE,4.5,,,,,3.80182778410596
496,3.802,017_353BV_32.1,017_353AL_32.0,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2019/09/08 03:21:46+00,017,017,37.738888,37.738905,VE,LE,4.5,,,,,3.80220514175656
497,3.814,017_401AL_39.5,017_353AL_32.0,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2019/12/21 04:40:11+00,017,017,39.500462,39.500516,401A,sLE-w401BR,4.5,,,,,3.81411408455489
498,3.988,017_401AR_39.5,017_353AL_32.0,Exact_naar_Exact,Onjuist,2018/08/08 16:58:23+00,2019/12/21 04:40:11+00,017,017,39.491238,39.491221,401A,sLE-w401BR,4.5,,,,,3.98820249485906
499,3.793,017_401AR_39.5,017_401AL_39.5,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2019/09/08 03:21:46+00,017,017,39.573206,39.573262,401a,401B,4.5,,,,,3.79316417387911
500,3.951,017_401BV_39.6,017_401AR_39.5,Exact_naar_Exact,Onjuist,2019/12/21 04:23:28+00,2018/08/08 17:00:07+00,017,017,39.764027,39.76402,402a,401a,4.5,,,,,3.95059692198533
501,3.992,017_421AL_39.9,017_401AR_39.5,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,39.925782,39.925788,421A,s401a-w423V,4.5,,,,,3.99206403004761
502,3.984,017_421AR_39.9,017_401AR_39.5,Exact_naar_Exact,Onjuist,2018/08/08 16:58:23+00,2018/08/08 17:00:07+00,017,017,39.925967,39.925973,421A,s401a-w423V,4.5,,,,,3.98425401047674
503,4.161,017_421AR_39.9,017_421AL_39.9,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2018/08/08 16:58:23+00,017,017,39.97527,39.975202,402b,421B,4.5,,,,,4.16087721640521
504,4.668,017_421BR_40.0,017_421AL_39.9,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2016/07/07 21:27:15+00,017,017,39.936704,39.936791,SJ_421BR-w421BR,421A,4.5,,,,,4.66813224534181
505,4.482,017_421BR_40.0,017_421AR_39.9,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2019/09/08 03:21:46+00,017,017,39.97066,39.970666,421B,402b,4.5,,,,,4.48239331830664
506,3.985,017_421BV_40.0,017_421AR_39.9,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2019/12/21 04:23:56+00,017,017,40.672244,40.672222,s404-w431R,s402b-w431L,4.5,,,,,3.98530986499168
507,4.094,017_423L_39.9,017_421AL_39.9,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2019/09/08 03:21:46+00,017,017,39.931197,39.931078,423,421A,4.5,,,,,4.09437633834507
508,3.879,017_423L_39.9,017_421AR_39.9,Exact_naar_Exact,Onjuist,2014/02/04 12:25:36+00,2018/08/08 16:58:23+00,017,017,40.716553,40.716549,433,431,4.5,,,,,3.878519163289
509,3.909,017_423L_39.9,017_421BV_40.0,Exact_naar_Exact,Onjuist,2018/08/08 16:58:23+00,2019/09/08 03:21:46+00,017,017,40.722509,40.72251,433,431,4.5,,,,,3.90876069490062
510,4.085,017_423R_39.9,017_421AL_39.9,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2019/09/08 03:21:46+00,017,017,39.931195,39.931077,423,421A,4.5,,,,,4.0845530012475
511,3.99,017_423R_39.9,017_421AR_39.9,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2019/09/08 03:21:46+00,017,017,39.931201,39.931196,423,421A,4.5,,,,,3.99014990445221
512,4.02,017_423R_39.9,017_421BV_40.0,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2019/09/08 03:21:46+00,017,017,40.722607,40.72251,433,431,4.5,,,,,4.01960121653878
513,3.987,017_423R_39.9,017_423L_39.9,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2019/12/21 04:40:32+00,017,017,40.678766,40.678656,s403-w433L,s401b-w433R,4.5,,,,,3.98678939122698
514,3.91,017_431V_40.7,017_423L_39.9,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2019/09/08 03:21:46+00,017,017,40.724235,40.724238,431,433,4.5,,,,,3.90982448838819
515,3.903,017_431V_40.7,017_423R_39.9,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2018/08/08 16:58:23+00,017,017,40.728041,40.728045,w431V-w435AV,433,4.5,,,,,3.90268337045167
516,3.869,017_433V_40.7,017_431V_40.7,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2018/08/08 16:58:23+00,017,017,40.813958,40.813949,w433V-w435BL,435A,4.5,,,,,3.86887139227967
517,3.708,017_435AR_40.8,017_433V_40.7,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2019/09/08 03:21:46+00,017,017,40.825155,40.825163,435A,w433V-w435BL,4.5,,,,,3.70844867296286
518,4.009,017_43AL_69.5,017_33V_62.2,Spoortakdeel_naar_Spoortak,Onjuist,,,017,017,69.532326,69.532297,43A,sVB-w43BL,4.5,,,,,4.00912291654921
519,3.892,017_43AL_69.5,017_33V_62.2,Exact_naar_Exact,Onjuist,2022/12/22 00:30:56+00,2018/08/08 16:58:23+00,017,017,69.583613,69.583589,w43AL-s111a,43B,4.5,,,,,3.8919422362106
520,3.849,017_43AR_69.5,017_33V_62.2,Exact_naar_Exact,Onjuist,2018/08/08 16:58:23+00,2021/08/24 04:33:08+00,017,017,69.539425,69.539344,43A,sVB-w43BL,4.5,,,,,3.84919659149802
521,3.859,017_43AR_69.5,017_43AL_69.5,Exact_naar_Exact,Volledig,2021/06/28 23:46:46+00,2022/12/22 00:30:56+00,017,017,69.582891,69.582978,43B,w43AL-s111a,4.5,,,,,3.85915444106607
522,4,017_43BV_69.6,017_43AL_69.5,Exact_naar_Exact,Volledig,2021/08/24 04:33:08+00,2022/12/22 00:30:56+00,017,017,69.606284,69.606227,45,w43AL-s111a,4.5,,,,,3.99995448224102
523,3.954,017_45L_69.6,017_43AL_69.5,Exact_naar_Exact,Onjuist,2021/06/28 23:46:46+00,2022/12/22 00:30:56+00,017,017,69.843616,69.843592,112,111a,4.5,,,,,3.95370100665187
524,4,017_45R_69.6,017_43AL_69.5,Exact_naar_Exact,Onjuist,2021/06/28 23:46:46+00,2022/12/22 00:30:56+00,017,017,69.610025,69.609968,45,w43AL-s111a,4.5,,,,,3.99997114489592
525,3.806,017_45R_69.6,017_45L_69.6,Exact_naar_Exact,Onjuist,2021/08/23 17:23:49+00,2018/08/08 17:00:07+00,017,017,69.659557,69.659552,w45R-w47V,w45L-s112,4.5,,,,,3.80609378365799
526,4.463,017_47L_69.7,017_45L_69.6,Exact_naar_Exact,Volledig,2016/07/07 21:27:15+00,2021/06/28 23:55:21+00,017,017,70.607895,70.607843,57B,112,4.5,,,,,4.46337794164913
527,4.791,017_47R_69.7,017_45L_69.6,Exact_naar_Exact,Volledig,2021/08/23 17:23:49+00,2018/08/08 17:00:07+00,017,017,69.686998,69.686928,47,112,4.5,,,,,4.79058602260725
528,3.576,017_47R_69.7,017_47L_69.7,Spoortakdeel_naar_Spoortak,Onvolledig,,,017,017,69.946018,69.946009,114,113,4.5,,,,,3.57632090282737
529,4.153,017_47R_69.7,017_47L_69.7,Exact_naar_Exact,Onvolledig,2021/08/23 17:23:49+00,2018/08/08 17:00:07+00,017,017,69.736849,69.737329,114,113,4.5,,,,,4.15274201582521
530,4.002,017_51AL_70.0,017_45L_69.6,Spoortakdeel_naar_Spoortak,Onjuist,,,017,017,69.994125,69.994099,51A,112,4.5,,,,,4.00169454731367
531,3.985,017_51AL_70.0,017_45L_69.6,Exact_naar_Exact,Onjuist,2022/12/22 00:30:56+00,2018/08/08 17:00:07+00,017,017,70.004598,70.004591,51A,112,4.5,,,,,3.98504469862008
532,3.879,017_51AR_70.0,017_45L_69.6,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,70.580406,70.58048,111b,112,4.5,,,,,3.87946244214324
533,4.144,017_51AR_70.0,017_51AL_70.0,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2016/07/07 21:27:15+00,017,017,70.04439,70.044318,111b,51B,4.5,,,,,4.14407368298393
534,5.964,017_51BR_70.1,017_43AL_69.5,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,69.993772,69.993203,116a,51A,4.5,,,,,5.96380566500955
535,4.717,017_51BR_70.1,017_51AL_70.0,Spoortakdeel_naar_Spoortak,Onvolledig,,,017,017,70.004499,70.004112,116a,51A,4.5,,,,,4.71709089376069
536,4.633,017_51BR_70.1,017_51AL_70.0,Exact_naar_Exact,Onvolledig,2018/08/08 17:00:07+00,2018/08/08 16:58:23+00,017,017,70.004859,70.004944,116a,51A,4.5,,,,,4.63343547381422
537,4.481,017_51BR_70.1,017_51AR_70.0,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2018/08/08 17:00:07+00,017,017,70.044395,70.044387,51B,111b,4.5,,,,,4.48137115289506
538,4.469,017_51BV_70.1,017_51AR_70.0,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,70.093884,70.093872,116b,111b,4.5,,,,,4.46877890480162
539,6.489,017_57BL_70.6,017_45L_69.6,Spoortakdeel_naar_Spoortak,Onvolledig,,,017,017,70.579987,70.579841,57B,112,4.5,,,,,6.48867700613923
540,4.48,017_57BL_70.6,017_45L_69.6,Exact_naar_Exact,Onvolledig,2021/06/28 23:46:46+00,2021/06/28 23:55:21+00,017,017,70.60808,70.608028,57B,112,4.5,,,,,4.47982328446112
541,4.38,017_57BL_70.6,017_47L_69.7,Spoortak_naar_Spoortak,Volledig,,,017,017,70.558294,70.558125,w57AL-w57BL,s113-w57BR,4.5,,,,,4.38046963349822
542,4.476,017_57BV_70.6,017_45L_69.6,Exact_naar_Exact,Volledig,2021/06/28 23:53:50+00,2021/06/28 23:55:21+00,017,017,70.615817,70.615765,w57BV-w63AV,112,4.5,,,,,4.47576253279818
543,4.696,017_61BL_71.0,017_51BV_70.1,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,70.837419,70.837426,w65BV-w61BL,116b,4.5,,,,,4.69583420171539
544,4.676,017_61BL_71.0,017_61AL_70.9,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2016/07/07 21:27:15+00,017,017,70.862603,70.862609,w65BV-w61BL,61A,4.5,,,,,4.67643077784757
545,4.184,017_61BL_71.0,017_61AR_70.9,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2019/09/08 03:21:46+00,017,017,70.878019,70.878026,w65BV-w61BL,61A,4.5,,,,,4.1844381331309
546,4.132,017_63AL_70.7,017_45L_69.6,Exact_naar_Exact,Volledig,2016/07/07 21:27:15+00,2021/06/28 23:55:21+00,017,017,70.691214,70.691081,63A,s112-w63BR,4.5,,,,,4.13235800602997
547,3.881,017_63AL_70.7,017_51AR_70.0,Exact_naar_Exact,Onjuist,2016/07/07 21:27:15+00,2018/08/08 17:00:07+00,017,017,70.740778,70.740766,63B,s111b-w65BR,4.5,,,,,3.88070000128843
548,4.488,017_63AR_70.7,017_45L_69.6,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2021/06/28 23:55:21+00,017,017,70.684696,70.684644,63A,s112-w63BR,4.5,,,,,4.48851854067687
549,4.176,017_63AR_70.7,017_63AL_70.7,Exact_naar_Exact,Volledig,2021/06/28 23:04:04+00,2019/09/08 03:21:46+00,017,017,70.729707,70.729616,115,63B,4.5,,,,,4.17558735988124
550,3.88,017_63BV_70.7,017_51AR_70.0,Exact_naar_Exact,Onjuist,2019/12/21 04:33:02+00,2018/08/08 17:00:07+00,017,017,70.747549,70.747538,w63BV-w65AV,s111b-w65BR,4.5,,,,,3.88011346483579
551,4.534,017_63BV_70.7,017_63AR_70.7,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2021/06/28 23:04:04+00,017,017,70.759499,70.759512,65A,115,4.5,,,,,4.53401169826457
552,3.789,017_65AL_70.8,017_51AR_70.0,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,70.76597,70.765887,65A,s111b-w65BR,4.5,,,,,3.78929841791327
553,4.699,017_65AL_70.8,017_51BV_70.1,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2018/08/08 17:00:07+00,017,017,70.81602,70.816024,65B,116b,4.5,,,,,4.69917576176929
554,4.545,017_65AL_70.8,017_63AR_70.7,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2021/06/28 23:04:04+00,017,017,70.760395,70.760408,65A,115,4.5,,,,,4.54497526945967
555,3.869,017_65AR_70.8,017_51AR_70.0,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,70.788028,70.788016,65A,65B,4.5,,,,,3.86890615678385
556,3.875,017_65AR_70.8,017_61AR_70.9,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2016/07/07 21:27:15+00,017,017,70.965786,70.965772,w65AR-sVA,61B,4.5,,,,,3.87471836912052
557,3.867,017_65AR_70.8,017_61BL_71.0,Exact_naar_Exact,Onjuist,2019/09/08 03:21:46+00,2018/08/08 16:58:23+00,017,017,70.963196,70.963182,w65AR-sVA,61B,4.5,,,,,3.86745613808353
558,3.791,017_65AR_70.8,017_61BV_71.0,Exact_naar_Exact,Onjuist,2018/08/08 17:00:07+00,2019/09/08 03:21:46+00,017,017,71.551875,71.55189,VA,HA,4.5,,,,,3.7909054657166
559,4.53,017_65AR_70.8,017_63AR_70.7,Exact_naar_Exact,Volledig,2018/08/08 16:58:23+00,2021/06/28 23:04:04+00,017,017,70.760961,70.760975,65A,115,4.5,,,,,4.53009140857003
560,3.786,017_65AR_70.8,017_65AL_70.8,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2019/09/08 03:21:46+00,017,017,70.810469,70.810401,w65AR-sVA,65B,4.5,,,,,3.7862873953254
561,3.856,017_9AR_49.3,017_11AL_49.5,Exact_naar_Exact,Onjuist,2021/08/23 17:05:40+00,2018/08/08 16:58:23+00,017,017,49.470302,49.470287,w9AR-w11BL,11A,4.5,,,,,3.85584285079151
562,3.741,017_9AR_49.3,017_11AR_49.5,Exact_naar_Exact,Volledig,2021/08/23 17:05:40+00,2018/08/08 16:58:23+00,017,017,49.459992,49.460025,w9AR-w11BL,11A,4.5,,,,,3.74053382553881
563,4.253,017_9AR_49.3,017_9AL_49.3,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2018/08/08 17:00:07+00,017,017,49.322773,49.322408,w9AR-w11BL,w9AL-w9BL,4.5,,,,,4.25331766977262
564,3.809,017_9BR_49.4,017_433V_40.7,Exact_naar_Exact,Onjuist,2019/12/21 04:34:58+00,2018/08/08 16:58:23+00,017,017,40.907569,40.907547,w435AL-sHD,435B,4.5,,,,,3.80867102937495
565,3.694,017_9BR_49.4,017_435AR_40.8,Exact_naar_Exact,Onjuist,2019/12/21 04:34:58+00,2018/08/08 16:58:23+00,017,017,40.901205,40.901183,w435AL-sHD,435B,4.5,,,,,3.69422763781551
566,4.848,017_9BR_49.4,017_9AL_49.3,Exact_naar_Exact,Volledig,2018/08/08 17:00:07+00,2019/12/21 04:41:28+00,017,017,49.322327,49.322324,sHD-w9BR,w9AL-w9BL,4.5,,,,,4.84830311346145
567,6.104,017_9BR_49.4,017_9AR_49.3,Exact_naar_Exact,Volledig,2019/09/08 03:21:46+00,2018/08/08 17:00:07+00,017,017,49.371759,49.371842,9B,w9AR-w11BL,4.5,,,,,6.10389295859618
568,3.776,017_9BR_49.4,017_9AV_49.3,Exact_naar_Exact,Onjuist,2021/06/29 18:42:31+00,2018/08/08 17:00:07+00,017,017,45.57777,45.577839,HD,VD,4.5,,,,,3.77596615450933
569,3.897,017_9BV_49.4,017_9AR_49.3,Exact_naar_Exact,Onjuist,2021/08/23 17:05:40+00,2021/08/23 17:05:40+00,017,017,49.452828,49.452856,11A,w9AR-w11BL,4.5,,,,,3.89737851638765
570,4.104,018_241R_52.5,018_241L_52.5,Exact_naar_Exact,Volledig,2021/04/13 16:56:42+00,2019/09/17 23:04:49+00,018,018,52.589376,52.589412,w241R-s203,243,4.5,,,,,4.10385719171611
571,4.112,018_243L_52.6,018_241R_52.5,Exact_naar_Exact,Volledig,2021/04/13 16:56:42+00,2021/04/13 16:56:42+00,018,018,53.356254,53.356335,255,s203-w257BL,4.5,,,,,4.11221639630017
572,4.112,018_243R_52.6,018_241R_52.5,Exact_naar_Exact,Volledig,2021/04/13 16:56:42+00,2021/04/13 16:56:42+00,018,018,53.356254,53.356335,255,s203-w257BL,4.5,,,,,4.11221639630017
573,3.765,018_243R_52.6,018_243L_52.6,Exact_naar_Exact,Volledig,2021/04/13 16:56:42+00,2019/09/17 23:04:49+00,018,018,53.016095,53.015937,202,201,4.5,,,,,3.76515298228372
574,4.014,018_255V_53.4,018_241R_52.5,Exact_naar_Exact,Volledig,2019/09/17 23:04:45+00,2021/04/13 16:56:42+00,018,018,53.376064,53.37613,257A,s203-w257BL,4.5,,,,,4.01392336872542
575,3.981,018_257AL_53.4,018_241R_52.5,Exact_naar_Exact,Volledig,2021/04/13 16:56:42+00,2019/09/17 23:04:49+00,018,018,53.433566,53.433499,w257AL-sWO,257B,4.5,,,,,3.98084507736737
576,3.865,018_257AR_53.4,018_241R_52.5,Exact_naar_Exact,Volledig,2019/09/17 23:04:49+00,2021/04/13 16:56:42+00,018,018,53.382531,53.382428,257A,s203-w257BL,4.5,,,,,3.86499411771868
577,3.866,018_257AR_53.4,018_257AL_53.4,Exact_naar_Exact,Volledig,2019/09/17 23:04:49+00,2021/04/13 16:56:42+00,018,018,53.427197,53.427421,257B,w257AL-sWO,4.5,,,,,3.86560691353893
578,3.85,018_257BV_53.4,018_257AL_53.4,Exact_naar_Exact,Volledig,2021/07/15 22:39:44+00,2019/09/17 23:04:49+00,018,018,59.684591,59.684627,OW,WO,4.5,,,,,3.85016581590975
579,4.439,019_950R_36.4,019_950L_36.4,Exact_naar_Exact,Volledig,2016/07/07 22:20:55+00,2022/11/09 17:10:50+00,820,019,200.030697,36.268908,907,951,4.5,,,,,4.43911635576271
580,3.985,019_951V_36.3,019_950R_36.4,Exact_naar_Exact,Volledig,2022/11/09 17:10:50+00,2022/11/09 17:10:50+00,820,820,200.170854,200.170981,906,907,4.5,,,,,3.98480799161013
581,5.137,020_5R_60.3,020_5L_60.3,Spoortakdeel_naar_Spoortak,Onvolledig,,,612,612,60.478922,60.478957,7A,603,4.5,,,,,5.13703179667014
582,4.252,020_5R_60.3,020_5L_60.3,Exact_naar_Exact,Onvolledig,2015/10/01 16:57:52+00,2017/12/20 21:54:30+00,612,612,60.340591,60.340325,w5R-w7AV,w5L-s603,4.5,,,,,4.25230075723719
583,3.894,021_11AR_86.5,021_11AL_86.5,Exact_naar_Exact,Volledig,2019/01/09 14:27:17+00,2019/12/14 05:20:53+00,021,021,86.571271,86.571279,11B,w11AL-w13V,4.5,,,,,3.89433283759876
584,4.111,021_11BL_86.6,021_11AL_86.5,Exact_naar_Exact,Onjuist,2014/02/04 12:34:49+00,2019/01/09 14:28:53+00,021,021,86.488617,86.488576,sSA-w11BL,11A,4.5,,,,,4.11142872612429
585,3.884,021_11BL_86.6,021_11AR_86.5,Exact_naar_Exact,Onjuist,2016/03/23 20:31:03+00,2019/01/09 14:26:20+00,021,021,86.500151,86.50016,sSA-w11BL,11A,4.5,,,,,3.88354235846604
