"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","involvement","race","sex","age","firearm_used_flag","location"
"KC19041612","2019-06-05T00:00:00.000","1:56","2019-06-05T00:00:00.000","2:16",,,"City/Municipal Warrant Arrest",,,"999","400  N 3RD ST","PLATTE CITY","64079",,"OSPD","N","ARR CHA SUS","W","M","33","false","400  N 3RD ST
PLATTE CITY,  64079
(39.007166, -94.069664)"
"KC19043104","2019-06-10T00:00:00.000","10:16","2019-06-10T00:00:00.000","10:10",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","VIC",,,,"false",
"KC19044992","2019-06-17T00:00:00.000","2:57","2019-06-17T00:00:00.000","2:57",,,"Rape - Juvenile","11A","Forcible Rape","313","3400  E 9TH ST","KANSAS CITY",,"PJ0888","EPD","N","SUS","B","M",,"false",
"KC19037778","2019-05-22T00:00:00.000","14:18","2019-05-20T00:00:00.000","9:22",,,"Recovered Property",,,"113","900  E 21ST ST","KANSAS CITY","64108","PJ1725","CPD","N","VIC","B","M","49","false",
"KC19041367","2019-06-04T00:00:00.000","11:53","2019-03-01T00:00:00.000","6:00","2019-06-02T00:00:00.000","18:00","Molestation",,,"115","2400  GILLHAM RD","KANSAS CITY","64108","PJ1962","CPD","N","VIC","W","F",,"false",
"KC19037460","2019-05-21T00:00:00.000","12:53","2019-05-21T00:00:00.000","12:50",,,"Vehicular – Injury",,,"232","E 75TH ST and HOLMES RD","KANSAS CITY","64131","PJ5596","MPD","N","CHA VDR","W","F","31","false",
"KC19056109","2019-07-26T00:00:00.000","22:34","2019-07-26T00:00:00.000","22:34",,,"State Warrant Arrest",,,"131","W 32ND ST and BROADWAY BLVD","KANSAS CITY","64111","PJ2508","CPD","N","ARR CHA SUS","B","M","44","false",
"KC19062791","2019-08-19T00:00:00.000","22:17","2019-08-19T00:00:00.000","23:20","2019-08-19T00:00:00.000","23:25","Trespass of Real Property","90J","Trespass of Real Property","421","7100  NW BARRY RD","KANSAS CITY","64152","PP0365","NPD","N","VIC",,,,"false",
"KC19064499","2019-08-25T00:00:00.000","17:23","2019-08-25T00:00:00.000","17:23",,,"Stealing – Shoplift","23C","Shoplifting","231","7400  STATE LINE RD","KANSAS CITY","64114",,"MPD","N","VIC",,,,"false",
"KC19057051","2019-07-30T00:00:00.000","13:14","2019-07-30T00:00:00.000","13:18",,,"Kidnapping",,,"243","3300  E 68 ST","KANSAS CITY","64131",,"MPD","N","VIC","B","M",,"false",
"KC19057078","2019-07-30T00:00:00.000","16:27","2019-07-30T00:00:00.000","16:30",,,"City/Municipal Warrant Arrest",,,"341","W 70 HWY and VAN BRUNT BLVD","KANSAS CITY","64128",,"EPD","N","ARR CHA SUS","W","M","53","false",
"KC19059729","2019-08-09T00:00:00.000","12:08","2019-07-28T00:00:00.000","13:10",,,"Stealing – Shoplift","23C","Shoplifting","641","8100  N FLINTLOCK RD","KANSAS CITY","64158","PC0406","SCP","N","SUS","B","F",,"false",
"KC19060895","2019-08-13T00:00:00.000","12:15","2019-08-12T00:00:00.000","18:00",,,"Harassment / Intimidation - Domestic Violence","13C","Intimidation","424","11800  NW PLAZA CIR","KANSAS CITY","64153",,"NPD","N","CHA SUS","W","M","43","false",
"KC19061815","2019-08-16T00:00:00.000","11:45","2019-08-16T00:00:00.000","11:45",,,"Property Damage","290","Vandalism/Destruction of Property","121","1700  INDEPENDENCE BLVD","KANSAS CITY","64106","PJ0663","CPD","N","VIC",,,,"false",
"KC19056747","2019-07-29T00:00:00.000","13:23","2019-07-29T00:00:00.000","13:20",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","634","4000  NE 49TH ST","KANSAS CITY","64116",,"SCP","Y","CMP VIC","W","F","27","false",
"KC19066713","2019-09-02T00:00:00.000","14:21","2019-09-02T00:00:00.000","12:00","2019-09-02T00:00:00.000","13:30","Stolen Auto","240","Motor Vehicle Theft","121","2500  INDEPENDENCE BLVD","KANSAS CITY","64123","PJ0573","CPD","N","CMP VIC","W","M",,"false",
"KC19062055","2019-08-17T00:00:00.000","7:24","2019-08-17T00:00:00.000","6:58",,,"Property Damage","290","Vandalism/Destruction of Property","234","8400  FLORA AVE","KANSAS CITY","64131","234","MPD","N","ARR CHA SUS VIC","B","M","45","true",
"KC19058587","2019-08-05T00:00:00.000","12:15","2019-08-05T00:00:00.000","12:15",,,"City/Municipal Warrant Arrest",,,"642","NE BARRY RD and N OAK TRFY","KANSAS CITY","64155","PC0375","SCP","N","ARR SUS","W","M","36","false",
"KC19057952","2019-08-02T00:00:00.000","15:50","2019-08-02T00:00:00.000","18:41",,,"City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA SUS","W","F","32","false",
"KC19055270","2019-07-24T00:00:00.000","1:09","2019-07-23T00:00:00.000","23:02",,,"Assault (Non-Aggravated)","13B","Simple Assault","413","6300  N CAMDEN CT","KANSAS CITY","64151",,"NPD","N","VIC SUS","W","F",,"false",
"KC19069670","2019-09-12T00:00:00.000","17:47","2019-09-12T00:00:00.000","17:43",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","VIC",,,,"false",
"KC19062455","2019-08-18T00:00:00.000","20:42","2019-08-18T00:00:00.000","20:00",,,"Abuse of a Child","13A","Aggravated Assault","213","7400  E 56TH TER","KANSAS CITY","64129","PJ4555","MPD","Y","SUS","B","M","40","false","7400  E 56TH TER
KANSAS CITY,  64129
(39.021851, -94.499785)"
"KC19059959","2019-08-10T00:00:00.000","2:54","2019-08-10T00:00:00.000","2:40",,,"Disorderly Conduct","90Z","All Other Offenses","133","4100  MILL ST","KANSAS CITY","64111",,"CPD","N","ARR CHA SUS","W","F","24","false",
"KC19066861","2019-09-03T00:00:00.000","3:09","2019-09-03T00:00:00.000","3:09",,,"Sodomy","11B","Forcible Sodomy","311","LYON AVE and N DENVER AVE","KANSAS CITY","64123","PJ0237","EPD","N","VIC",,"F","37","false",
"KC19065342","2019-08-28T00:00:00.000","14:06","2019-08-28T00:00:00.000","14:06",,,"State Warrant Arrest",,,"324","2400  DENVER AVE","KANSAS CITY","64127","PJ2099","EPD","N","ARR CHA SUS",,"M","22","false",
"KC19059941","2019-08-10T00:00:00.000","0:49","2019-08-10T00:00:00.000","0:48",,,"Property Damage","290","Vandalism/Destruction of Property","134","4600  ROANOKE PKWY","KANSAS CITY","64111",,"CPD","N","VIC","W","M","38","false",
"KC19069633","2019-09-12T00:00:00.000","16:06","2019-09-12T00:00:00.000","15:45",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","VIC",,,,"false",
"KC19059564","2019-08-08T00:00:00.000","15:22","2019-08-07T00:00:00.000","19:00","2019-08-08T00:00:00.000","11:00","Stealing from Building/Residence","23D","Theft From Building","334","4700  PROSPECT AVE","KANSAS CITY",,,"EPD","N","CMP VIC","W","M","60","false",
"KC19063064","2019-08-20T00:00:00.000","18:52","2019-07-19T00:00:00.000","15:00",,,"Stealing – Shoplift","23H","All Other Larceny","421","7300  NW 87TH TER","KANSAS CITY","64153",,"NPD","N","VIC",,,,"false",
"KC19055369","2019-07-24T00:00:00.000","11:41","2019-07-09T00:00:00.000","12:00","2019-07-09T00:00:00.000","12:05","Fraudulent Use of a Credit Device","26E","Wire Fraud","131","00  W 31ST ST","KANSAS CITY","64127","PJ2497","CPD","N","SUS",,"M",,"false",
"KC19068631","2019-09-09T00:00:00.000","10:51","2019-09-09T00:00:00.000","10:51",,,"Outside State Warrant Arrest",,,"414","NW BARRY RD and N BEAMAN AVE","KANSAS CITY","64154","PP0388","NPD","N","ARR SUS","W","M","43","false",
"KC19059573","2019-08-08T00:00:00.000","17:41","2019-08-07T00:00:00.000","14:50",,,"Assault (Aggravated)","13A","Aggravated Assault","112","E I670 HWY and N BROADWAY ST","KANSAS CITY","64108",,"CPD","N","VIC","W","M",,"true",
"KC19067920","2019-09-06T00:00:00.000","14:59","2019-09-06T00:00:00.000","14:59",,,"City/Municipal Warrant Arrest",,,"635","NE PARVIN RD and N CORRINGTON AVE","KANSAS CITY","64117","PC1130","SCP","N","ARR CHA SUS","B","M","25","false",
"KC19059789","2019-08-09T00:00:00.000","14:59","2019-08-09T00:00:00.000","14:59",,,"Stealing – Other","23H","All Other Larceny","411","00  NE VIVION RD","KANSAS CITY","64118","PC0863","NPD","N","VIC",,,,"false",
"KC19064170","2019-08-24T00:00:00.000","12:57","2019-08-23T00:00:00.000","23:45",,,"Stolen Auto",,,"112","E 8TH ST and GRAND BLVD","KANSAS CITY","64106","PJ0723","CPD","N","VIC VDR","B","F","32","false",
"KC19054727","2019-07-22T00:00:00.000","7:25","2019-07-22T00:00:00.000","7:15",,,"Robbery (Armed Street)","120","Robbery",,"40 HWY and TOPPING AVE","KANSAS CITY","64127",,"EPD","N","VIC","W","M","29","false",
"KC19054618","2019-07-21T00:00:00.000","16:18","2019-07-21T00:00:00.000","16:18",,,"Domestic Violence Assault (Aggravated)","13A","Aggravated Assault","144","4400  WAYNE AVE","KANSAS CITY","64109","PJ3566","CPD","Y","VIC","B","F","37","false",
"KC19065480","2019-08-28T00:00:00.000","22:26","2019-08-28T00:00:00.000","22:24",,,"Vehicular – Injury",,,"131","VALENTINE RD and MADISON AVE","KANSAS CITY","64111","PJ2804","CPD","N","ARR CHA SUS VDR","W","M","19","false",
"KC19064135","2019-08-24T00:00:00.000","10:14","2019-08-23T00:00:00.000","20:00","2019-08-24T00:00:00.000","9:00","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","134","E 46TH ST and WALNUT ST","KANSAS CITY","64111","PJ3638","CPD","N","VIC","W","F","60","false",
"KC19055328","2019-07-24T00:00:00.000","9:17","2019-07-24T00:00:00.000","9:30",,,"City/Municipal Warrant Arrest",,,"233","E 82ND TER and TROOST AVE","KANSAS CITY","64131","PJ5921","MPD","N","ARR CHA SUS","B","M","28","false",
"KC19056033","2019-07-26T00:00:00.000","16:48","2019-07-26T00:00:00.000","16:48",,,"City/Municipal Warrant Arrest",,,"999","00  NE TUDOR RD","LEES SUMMIT","64086",,"OSPD","N","ARR CHA SUS","W","M","40","false",
"KC19067455","2019-09-05T00:00:00.000","0:05","2019-09-05T00:00:00.000","0:05","2019-09-05T00:00:00.000","1:30","Assault (Aggravated)","13A","Aggravated Assault","334","4000  SPRUCE AVE","KANSAS CITY","64128","PJ3254","EPD","N","SUS","B","M","62","true",
"KC19061924","2019-08-16T00:00:00.000","17:24","2019-08-16T00:00:00.000","17:35",,,"Stealing – Shoplift",,,"133","3900  BROADWAY BLVD","KANSAS CITY","64111",,"CPD","N","VIC",,,,"false","3900  BROADWAY BLVD
KANSAS CITY,  64111
(39.05644, -94.591161)"
"KC19067158","2019-09-03T00:00:00.000","22:10","2019-09-03T00:00:00.000","22:10",,,"Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","211","3100  E 49TH ST","KANSAS CITY",,,"MPD","Y","CMP VIC","B","F","47","false",
"KC19053726","2019-07-18T00:00:00.000","9:26","2019-07-18T00:00:00.000","9:26",,,"Stealing – Shoplift","23C","Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","ARR CHA SUS","B","F",,"false",
"KC19064275","2019-08-24T00:00:00.000","18:25","2019-08-24T00:00:00.000","18:25",,,"Property Damage",,,"341","6200  E 12TH ST","KANSAS CITY","64127","PJ1222","EPD","N","VIC POD","W","M","43","false",
"KC19057277","2019-07-31T00:00:00.000","10:18","2019-07-31T00:00:00.000","10:00",,,"Assault (Non-Aggravated)","90C","Disorderly Conduct","425","7900  NW 110TH ST","KANSAS CITY","64154",,"NPD","N","ARR SUS CHA","B","M","19","false",
"KC19065180","2019-08-28T00:00:00.000","0:23","2019-08-28T00:00:00.000","0:23",,,"City/Municipal Warrant Arrest",,,"314","INDEPENDENCE AVE and SPRUCE AVE","KANSAS CITY","64124","PJ0607","EPD","N","ARR CHA SUS","B","M","59","false",
"KC19033324","2019-05-06T00:00:00.000","22:54","2019-05-06T00:00:00.000","23:55",,,"State Warrant Arrest",,,"641","6800  NE PLEASANT VALLEY RD","KANSAS CITY","64119","PC0579","SCP","N","ARR CHA SUS","B","M","29","false","6800  NE PLEASANT VALLEY RD
KANSAS CITY,  64119
(39.21658, -94.499004)"
"KC19025372","2019-04-08T00:00:00.000","8:56","2019-02-01T00:00:00.000","12:00",,,"Identity Theft","26F","Identity Theft","221","5300  LOCUST ST","KANSAS CITY","64110","PJ4291","MPD","N","VIC","W","M","59","false","5300  LOCUST ST
KANSAS CITY,  64110
(39.030243, -94.580594)"
"KC19023889","2019-04-02T00:00:00.000","15:13","2019-04-02T00:00:00.000","14:00",,,"Robbery (Armed Street)","120","Robbery","312","5400  WINNER RD","KANSAS CITY","64127","PJ1079","EPD","N","VIC","W","M","21","true","5400  WINNER RD
KANSAS CITY,  64127
(39.099383, -94.518682)"
"KC19030835","2019-04-27T00:00:00.000","16:45","2019-04-27T00:00:00.000","16:45",,,"Burglary (Residential)","290","Vandalism/Destruction of Property","533","11200  MCGEE ST","KANSAS CITY","64114",,"SPD","N","CMP VIC","B","F","22","false","11200  MCGEE ST
KANSAS CITY,  64114
(38.924134, -94.589724)"
"KC19032038","2019-05-02T00:00:00.000","7:15","2019-05-02T00:00:00.000","7:00",,,"Property Damage","290","Vandalism/Destruction of Property","341","7800  E TRUMAN RD","KANSAS CITY",,"PJ1469","EPD","N","CHA SUS","B","M","27","false","7800  E TRUMAN RD
KANSAS CITY,  
(39.093481, -94.491208)"
"KC19035918","2019-05-15T00:00:00.000","22:02","2019-05-15T00:00:00.000","22:07","2019-05-15T00:00:00.000","23:14","Domestic Violence Assault (Non-Aggravated)","290","Vandalism/Destruction of Property","631","4100  NE DAVIDSON DR","KANSAS CITY","64116",,"SCP","Y","VIC","W","F","35","false","4100  NE DAVIDSON DR
KANSAS CITY,  64116
(39.171999, -94.560342)"
"KC19024255","2019-04-03T00:00:00.000","21:05","2019-03-01T00:00:00.000",":","2019-03-27T00:00:00.000","23:59","Embezzlement","270","Embezzlement","643","9200  NE BARRY RD","KANSAS CITY","64157","PC0282","SCP","N","VIC",,,,"false","9200  NE BARRY RD
KANSAS CITY,  64157
(39.244896, -94.464546)"
"KC19031748","2019-05-01T00:00:00.000","10:54","2019-05-01T00:00:00.000","10:54",,,"Vehicular – Non-Injury",,,"232","E 68TH TER and PASEO","KANSAS CITY","64131","PJ5229","MPD","N","ARR CHA VDR","B","M","73","false",
"KC19068649","2019-09-09T00:00:00.000","11:25","2019-09-09T00:00:00.000","11:26",,,"City/Municipal Warrant Arrest",,,"313","INDEPENDENCE AVE and BENTON BLVD","KANSAS CITY","64124","PJ0609","EPD","N","ARR CHA SUS","B","M","46","false",
"KC19058472","2019-08-05T00:00:00.000","1:30","2019-08-05T00:00:00.000","0:11",,,"Obstructing and Resisting an Officer",,,"312","1100  NEWTON AVE","KANSAS CITY","64125","PJ1166","EPD","N","ARR CHA SUS","W","M","37","false",
"KC19055227","2019-07-23T00:00:00.000","19:32","2019-07-23T00:00:00.000","19:32",,,"Assault (Non-Aggravated)",,,"535","14500  S US 71 HWY","KANSAS CITY","64147",,"SPD","N","ARR CHA SUS","B","M","20","false",
"KC19059751","2019-08-09T00:00:00.000","13:02","2019-08-09T00:00:00.000","13:02","2019-08-09T00:00:00.000","13:42","City/Municipal Warrant Arrest",,,"999","00  S WATER ST","LIBERTY","64068",,"OSPD","N","ARR CHA","W","M","26","false",
"KC19064700","2019-08-26T00:00:00.000","12:34","2019-06-27T00:00:00.000","12:00",,,"Recovered Property",,,"113","1500  LOCUST ST","KANSAS CITY","64108","PJ1359","CPD","N","VIC",,,,"false",
"KC19057936","2019-08-02T00:00:00.000","16:53","2019-08-02T00:00:00.000","16:29",,,"Stealing – Shoplift","23C","Shoplifting","531","500  E 99TH ST","KANSAS CITY","64114",,"SPD","N","VIC",,,,"false",
"KC19064831","2019-08-26T00:00:00.000","22:01","2019-08-26T00:00:00.000","21:47",,,"Property Damage","290","Vandalism/Destruction of Property","123","E 29TH ST and FLORA AVE","KANSAS CITY","64109","PJ2325","CPD","Y","VIC","B","F","34","false",
"KC19059919","2019-08-09T00:00:00.000","23:41","2019-08-09T00:00:00.000","21:38",,,"Outside State Warrant Arrest",,,"134","4400  WORNALL RD","KANSAS CITY","64111","PJ3485","CPD","N","SUS","B","M","27","false","4400  WORNALL RD
KANSAS CITY,  64111
(39.046134, -94.59015)"
"KC19062293","2019-08-18T00:00:00.000","8:28","2019-08-18T00:00:00.000","8:28",,,"Forgery","250","Counterfeiting / Forgery","241","7000  PROSPECT AVE","KANSAS CITY","64130","PJ5341","MPD","N","ARR CHA SUS","B","M","25","false",
"KC19060648","2019-08-12T00:00:00.000","16:26","2019-08-12T00:00:00.000","14:45",,,"Buy Report",,,"210","34700  62","KANSAS CITY",,,"MPD","N","SUS","B","M","22","false",
"KC19062217","2019-08-17T00:00:00.000","21:00","2019-08-17T00:00:00.000","21:00",,,"Stealing – Shoplift","23C","Shoplifting","233","8500  STATE LINE RD","KANSAS CITY","64114",,"MPD","N","ARR CHA SUS","B","M",,"false",
"KC19064873","2019-08-27T00:00:00.000","3:01","2019-08-27T00:00:00.000","3:00",,,"Burglary (Non-Residential)","220","Burglary/Breaking and Entering","213","8400  E 63RD ST","KANSAS CITY","64133",,"MPD","N","VIC",,,,"false",
"KC19061494","2019-08-15T00:00:00.000","12:27","2019-08-15T00:00:00.000","2:00",,,"Stolen Auto",,,"111","W 10TH ST and WASHINGTON ST","KANSAS CITY","64105","PJ0848","CPD","N","VIC","W","M","36","false",
"KC19054884","2019-07-22T00:00:00.000","17:37","2019-07-22T00:00:00.000","17:33",,,"Vehicular – Injury",,,"533","W BANNISTER RD and STATE LINE RD","KANSAS CITY","64114","PJCX01","SPD","N","ARR CHA SUS VDR","B","F","46","false",
"KC19060636","2019-08-12T00:00:00.000","14:44","2019-08-12T00:00:00.000","14:44",,,"Domestic Violence Assault (Non-Aggravated)",,,"213","5100  RINKER RD","KANSAS CITY","64129","PJ4334","MPD","Y","VIC","W","F","28","false",
"KC19055441","2019-07-24T00:00:00.000","16:24","2019-07-24T00:00:00.000","16:24",,,"Property Damage",,,"313","700  WABASH AVE","KANSAS CITY",,"PJ0766","EPD","N","VIC","B","M","59","false","700  WABASH AVE
KANSAS CITY,  
(39.105211, -94.552386)"
"KC19066156","2019-08-31T00:00:00.000","8:40","2019-08-30T00:00:00.000","18:00","2019-08-30T00:00:00.000","18:15","Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","634","5200  N ANTIOCH RD","KANSAS CITY","64119","PC0788","SCP","N","CMP VIC","W","M","33","false",
"KC19061957","2019-08-16T00:00:00.000","19:24","2019-08-16T00:00:00.000","19:24",,,"Possession/Sale/Distribution of a Controlled Substance",,,"311","NORTON and 11","KANSAS CITY","64127",,"EPD","N","ARR CHA SUS","B","M","51","false",
"KC19065498","2019-08-29T00:00:00.000","0:31","2019-08-29T00:00:00.000","0:31",,,"Arson","200","Arson","341","5800  E 20TH ST","KANSAS CITY","64127",,"EPD","N","VIC","B","F","29","false",
"KC19056575","2019-07-28T00:00:00.000","21:34","2019-07-28T00:00:00.000","21:37",,,"Murder","09A","Murder","321","2100  ASKEW","KANSAS CITY",,,"EPD","N","VIC","W","M","27","true","2100  ASKEW
KANSAS CITY,  
(39.086282, -94.540511)"
"KC19065439","2019-08-28T00:00:00.000","17:54","2019-08-28T00:00:00.000","17:33",,,"Service of an Ex-Parte Order of Protection","23C","Shoplifting","634","5300  N CHOUTEAU TRFY","KANSAS CITY",,"PC0788","SCP","N","VIC",,,,"false",
"KC19060408","2019-08-11T00:00:00.000","17:45","2019-08-11T00:00:00.000","20:00","2019-08-11T00:00:00.000","20:38","Stolen Auto","240","Motor Vehicle Theft","341","S I-435 HWY and TRUMAN RD","KANSAS CITY","64133",,"EPD","N","CMP VIC","W","F","36","false",
"KC19066471","2019-09-01T00:00:00.000","12:05","2019-09-01T00:00:00.000","12:00",,,"Assault (Non-Aggravated)","13B","Simple Assault","233","8200  PASEO","KANSAS CITY","64132","PJ5995","MPD","N","SUS","B","F","35","false",
"KC19066397","2019-09-01T00:00:00.000","5:43","2019-09-01T00:00:00.000","5:47","2019-09-01T00:00:00.000","7:20","Domestic Violence Assault (Non-Aggravated)","13B","Simple Assault","144","4300  HIGHLAND AVE","KANSAS CITY","64109","PJ3491","CPD","Y","CHA SUS","B","M","26","false",
"KC19066162","2019-08-31T00:00:00.000","7:48","2019-08-30T00:00:00.000","21:00","2019-08-30T00:00:00.000","22:30","Robbery (Armed Street)","120","Robbery","241","E 63RD ST and BENTON","KANSAS CITY","64130",,"CPD","N","VIC","B","F","29","true",
"KC19057112","2019-07-30T00:00:00.000","16:50","2019-07-30T00:00:00.000","18:45","2019-07-30T00:00:00.000","18:49","Stolen Auto","240","Motor Vehicle Theft","345","11600  E US 40 HWY","KANSAS CITY","64133","PJ3601","EPD","N","SUS","W","M",,"false",
"KC19062821","2019-08-20T00:00:00.000","4:32","2019-08-20T00:00:00.000","4:31","2019-08-20T00:00:00.000","4:32","Assault (Aggravated)","13A","Aggravated Assault","535","11500  TROOST AVE","KANSAS CITY","64131","PJ7176","SPD","N","VIC","W","F","51","true",
"KC19057501","2019-08-01T00:00:00.000","0:44","2019-08-01T00:00:00.000","0:44",,,"Stealing from Auto (Theft from Auto)","23F","Theft From Motor Vehicle","534","11600  HICKMAN MILLS DR","KANSAS CITY","64137","PJ7216","SPD","N","VIC","U","M",,"false",
"KC19060543","2019-08-12T00:00:00.000","10:22","2019-08-12T00:00:00.000","10:15",,,"Possession/Sale/Distribution of a Controlled Substance","35A","Drug / Narcotic Violations","122","1100  TROOST AVE","KANSAS CITY",,"PJ1046","CPD","N","ARR CHA SUS","B","M","37","false",
