"businessname","dbas","city","statecode","zipcode","countyname","originaleffectivedate","expiredate","operationtypes"
"Grooms on Broadway",",Jennifer L Broadway","Arvada","CO","80003","Adams","2018-07-03T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Paws & Claws Animal Rescue of Quay County, Inc",",Willard, Tamy","Tucumcari","NM","88401","Quay","2017-05-25T00:00:00.000","2019-03-01T00:00:00.000","Pet Transporter"
"Estes Park Pet Lodge, Inc.",,"Estes Park","CO","80517","Larimer","2012-03-23T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Boarding/Training,Pet Grooming Facility - Owner"
"Wal-Mart Stores, Inc.","Walmart - 953","Loveland","CO","80537","Larimer","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Retail Aquarium Only"
"Biotrans LLC","Harding, Sean,The Luxe Pet","Wheat Ridge","CO","80033","Jefferson","2018-01-24T00:00:00.000","2019-03-01T00:00:00.000","Pet Handler"
"SALTY DAWGS LLC","THE BARKING LOT","Arvada","CO","80003","Jefferson","2013-09-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"COLORADO JACK RUSSELL TERRIERS",",Watts, Vicki","Delta","CO","81416","Delta","2012-03-12T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Large Scale"
"SOGGY DOGGIES GROOMING, LLC",,"COLORADO SPRINGS","CO","80915","El Paso","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"SKYLINE RANCH AND KENNELS",",Martha Collison","CARBONDALE","CO","81623","Garfield","2012-02-14T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Clean Critter",",BULLARD, RAMONA","Denver","CO","80226","Jefferson","2010-03-11T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"HUMANE SOCIETY OF WELD COUNTY, INC.",",Hicks, Elaine","Evans","CO","80620","Weld","2013-02-20T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter > 3000 transfers"
"Champion Trend, Inc.","Brown, Mary,ChampDog Park","Colorado Springs","CO","80920","El Paso","2016-06-09T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Clearwater Grooming and Pet Care",",Camirae McClure","Woodland Park","CO","80863","Teller","2017-08-04T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"ALLBRICK VETERINARY CLINIC","ALLBRICK BOARDING KENNELS,David Yedo","Denver","CO","80260","Adams","2012-02-28T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"K-9 State of Mind, LLC",",Solberg, Kari","Parker","CO","80134","Douglas","2016-12-01T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Handler"
"Colorado St. Bernard Rescue, Inc.","Colorado Saint Bernard Rescue,Jesik, Laura","Aurora","CO","80011","Arapahoe","2017-02-01T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Rocky Mountain Biewer Terriers",,"Dolores","CO","81323","Montezuma","2016-02-22T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Large Scale"
"Murch, Courtney M",",Courtney Murch","Durango","CO","81303","La Plata","2015-01-29T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Hunt, Pamela A",,"Durango","CO","81301","La Plata","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000",
"Harley's Dream",",Taylor, Dan","Berthoud","CO","80513","Larimer","2017-11-06T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"ROCKING M RANCH / CANINE CORRAL",,"Berthoud","CO","80513","Larimer","2012-03-27T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"CANINE CORNER / CAMP BOOTH",,"COLORADO SPRINGS","CO","80904","El Paso","2012-03-19T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"SAN JUAN PROPERTIES, LLC","DOGGY DAY CARE 81147","PAGOSA SPRINGS","CO","81147","Archuleta","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Waggin' Tails Pet Grooming",",Huffman, Elaine C.,PAULSON, ELAINE","Englewood","CO","80113","Arapahoe","2012-03-13T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"VETERINARY MEDICAL CLINIC, PC",,"STERLING","CO","80751","Logan","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"BELCARO ANIMAL HOSPITAL, PC",,"Denver","CO","80246","Denver","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"2nd Chance Vizsla Rescue, Inc",",Prindle, Norita","Fort Collins","CO","80524","Larimer","2017-09-25T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"POUDRE PET AND FEED SUPPLY, INC",",HORAK, KAREN","Fort Collins","CO","80524","Larimer","2018-08-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Self Wash Only"
"High Country Kennels",",Mullett, Alvin","Monte Vista","CO","81144","Rio Grande","2017-01-24T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale,Retail/Wholesale"
"Saving Dobermankind Animal Rescue","Bushman, Tiffany,Saving Dobermankind","Fountain","CO","80817","El Paso","2018-04-12T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Exotic Bird Emporium",",Jeshua E Bailey","Colorado Springs","CO","80917","El Paso","2018-10-12T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Bird Breeder,Boarding/Training,Pet Grooming Facility - Owner,Retail/Wholesale"
"DOG GONE GROOMING LLC",,"Fort Collins","CO","80525","Larimer","2016-04-11T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"KOYOTE KENNELS MOBILE GROOMING LLC",",Tammy Garner","PALISADE","CO","81526","Mesa","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"A+ Pet Spa, LLC",",Jacobs, Bethany K","Colorado Springs","CO","80904","El Paso","2018-02-21T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"PAWSH, INC",,"Bayfield","CO","81122","La Plata","2014-05-12T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Harper Dog Grooming",,"Arvada","CO","80002","Jefferson","2010-02-22T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"HUMANE SOCIETY OF PAGOSA SPRINGS, INC.",,"PAGOSA SPRINGS","CO","81147","Archuleta","2012-03-13T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"CASSIDY ANN, INC.","PARK COUNTY ANIMAL HOSPITAL","FAIRPLAY","CO","80440","Park","2013-01-03T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"BOUNCE ANIMAL RESCUE",",Robert Harvey","Fort Collins","CO","80525","Larimer","2017-02-10T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue,Pet Transporter"
"TOP TO TAIL DOG GROOMING INC",",Kim, Jin","Littleton","CO","80122","Arapahoe","2016-11-14T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"TOWN OF PLATTEVILLE",,"Platteville","CO","80651","Weld","2012-04-25T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"HAWK VALLEY LABRADORS",",Reynolds, Peggy","Fort Lupton","CO","80621","Weld","2016-11-14T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Betty's Dogs",,"Dacono","CO","80514","Weld","2012-03-01T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Grandview Griffons LLC",",Kerstiens, Bonita","Fort Lupton","CO","80621","Weld","2016-10-20T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Large Scale"
"Mile Hi Kennels",",Heinze, Kimberly","Austin","CO","81410","Delta","2017-06-12T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Large Scale"
"Eagle County Animal Shelter",",Rowe, Rhiannon","Eagle","CO","81631","Eagle","2007-03-06T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"FURS CLASS PET GROOMING",",LEIDY, GINGER","Lafayette","CO","80026","Boulder","2007-02-27T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"The Dog House",",Jeffrey Sizemore","Englewood","CO","80110","Arapahoe","2012-02-29T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"TROPICAL TREASURES",,"COLORADO SPRINGS","CO","80909","El Paso","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Retail Aquarium Only"
"RENEE'S MOBILE PET GROOMING",",Renee Luton","Westminster","CO","80021","Jefferson","2012-04-02T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"THE PET PARLOUR",,"Fruita","CO","81521","Mesa","2012-02-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"CANINE CUTS GROOMING SALON, LLC",,"Johnstown","CO","80534","Weld","2012-06-11T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"JMCLLC","Cardillo, Joni,Von Bergen Hoch GSD","Silt","CO","81652","Garfield","2018-08-15T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"The Pet Pawlor",",GUNTER, STACEY","Colorado Springs","CO","80906","El Paso","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"BUBBLES AND BISCUITS GROOMING",,"Loveland","CO","80537","Larimer","2014-03-12T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Adhonays Labradoodles",",Halvorson, Paula","Byers","CO","80103","Arapahoe","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"PURRFURR'D PET SERVICES LLC",,"Greeley","CO","80631","Weld","2013-10-22T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Yuppi Puppi",",Parker, Brooklyn","Windsor","CO","80550","Weld","2018-01-05T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"LeClipperie Dog Grooming L.L.C.",",Phillips, Diana","Greeley","CO","80634","Weld","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Shiba Scout Rescue","Colorado Shiba Inu Rescue,Mary Bondoux","Centennial","CO","80121","Arapahoe","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Booth, Wendy L",",Booth, Wendy","Brush","CO","80723","Morgan","2012-07-19T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Canine Country Club, LLC","K-9 Salon,Kristen Hjelm","Parker","CO","80134","Douglas","2017-02-01T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Bear Creek Animal Hospital of Craig Inc.","Bear Creek Labradors,Hepworth, Kelly,The Craig Animal Shelter","Craig","CO","81625","Moffat","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Boarding/Training,Breeder Dog Large Scale,Pet Grooming Facility - Owner"
"BIRD STORE ALAS",,"Aurora","CO","80011","Arapahoe","2012-04-04T00:00:00.000","2019-03-01T00:00:00.000","Bird Breeder"
"Sister Alice Yvonne Clark",",Alice Clark","Wheat Ridge","CO","80033","Jefferson","2016-06-02T00:00:00.000","2019-03-01T00:00:00.000","Bird Breeder"
"Peanut's Place Bully Rescue, Inc",",DZAMKO, RENEE","Yoder","CO","80864","El Paso","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"PICTURE PERFECT PET GROOMING",,"Buena Vista","CO","81211","Chaffee","2015-05-12T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"URBAN DOGG LLC","Urban Dogg Capitol Hill","Denver","CO","80203","Denver","2016-12-19T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Fancy Paws Pet Grooming",",ZABA, CLINTON","Fountain","CO","80817","El Paso","2012-03-14T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Freedom Service Dogs, Inc.",",Ostrander, Michele","Englewood","CO","80112","Arapahoe","2016-07-14T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Pet Handler"
"EVERGREEN CAT LODGE, LLC",,"Evergreen","CO","80439","Jefferson","2012-03-19T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"PAWS N CLAWS DOG GROOMING LLC",",Christina Wolf","Pine","CO","80470","Park","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"DOBERMAN RESCUE OF COLORADO",,"Englewood","CO","80113","Arapahoe","2012-04-06T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"BRENDA'S DOG GROOMING",",Brenda Cronk","Fruita","CO","81521","Mesa","2014-06-17T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"High Country Kennels LLC",",Ada Kaufman","Livermore","CO","80536","Larimer","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"Paragon Pet Salon, LLC",",Kline, JChristiana A","Denver","CO","80246","Denver","2018-03-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"MCLEAN & REED, LLC","McLean, Brad,PLAYFUL POOCH","Denver","CO","80216","Denver","2014-05-21T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Canine Coach Inc.",",Brennen, Linda","Colorado Springs","CO","80908","El Paso","2017-05-10T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"BIRDCALLS",",Totherow, Stacy","Centennial","CO","80121","Arapahoe","2017-04-21T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Dog Dynasty LLC",",Long, Tosha","Grand Junction","CO","81501","Mesa","2018-05-22T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"SOAPY DOGS LLC",,"LITTLETON","CO","80128","Jefferson","2015-01-22T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"HIGH PEAKS ANIMAL HOSPITAL LLC",",Lance Ingram","Silver Cliff","CO","81252","Custer","2012-02-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Lynn M Black",",Black, Lynn","Placerville","CO","81320","San Miguel","2018-05-30T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"HearthFire Enterprises, Inc.","Happy Haven Farm & Sanctuary,Vyskocil, Amy","Byers","CO","80103","Arapahoe","2014-09-05T00:00:00.000","2019-03-01T00:00:00.000","Pet Animal Sanctuary"
"DOGG HOUSE",",Debra Keller","Basalt","CO","81621","Eagle","2016-04-21T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Tail Wag'N Grooming",",Kisamore, Tanisha","Lamar","CO","81052","Prowers","2017-08-30T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"BIZZY-B'S MOBILE DOG GROOMING LLC",,"Cortez","CO","81321","Montezuma","2013-01-16T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"LUCKY DOG ENTERPRISES, INC.","LUCKY DOG RESORT & TRAINING AKA LUCKY DOG","Colorado Springs","CO","80907","El Paso","2012-04-25T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"The Dirty Dog Grooming and Pet Boutique",,"Broomfield","CO","80020","Broomfield","2012-04-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Petco Animal Supplies Store, Inc #1471",,"Aurora","CO","80011","Adams","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"Petco Animal Supplies Store, Inc #2428",",Kranz, Sandra","Arvada","CO","80003","Jefferson","2016-11-03T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner,Retail/Wholesale"
"Divide Creek Animal Hospital LLC",",Peter Langegger","Silt","CO","81652","Garfield","2012-02-14T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Boarding/Training"
"HORSESHOE ENTERPRISES, LLC","BUCHE, AARON,CAMP BOW WOW - FORT COLLINS","Fort Collins","CO","80525","Larimer","2012-03-28T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Operation Pets Alive",",Yepes, Ray","The Woodlands","TX","77382","Montgomery","2016-08-20T00:00:00.000","2019-03-01T00:00:00.000","Pet Transporter"
"RMP, INC.","ROCKY MOUNTAIN PET SHOP,Ross Ettlin","Aspen","CO","81611","Pitkin","2012-02-13T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Self Wash Only,Retail/Wholesale"
"BONE-A-FIDE, INC.","KEN CARYL PET SPA","LITTLETON","CO","80127","Jefferson","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Town of Cheyenne Wells",",Dannie Mcmillan","Cheyenne Wells","CO","80810","Cheyenne","2012-05-17T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Absolutely Fabulous Grooming by Michele",",Davison, Michele","Englewood","CO","80110","Arapahoe","2018-06-18T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Northmoor Kennels",,"ELIZABETH","CO","80107","Elbert","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"YOUR PET, OUR PET, LLC","Munsch, Brittany,THE DOG PAWLOUR","Greeley","CO","80634","Weld","2017-04-21T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"START TO FINISH",,"Colorado Springs","CO","80908","El Paso","2012-04-18T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Handler"
"Zuzu's Pet Spa LLC",",Bryers, Chelsea A","Colorado Springs","CO","80918","El Paso","2018-04-16T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"City Bark Littleton, LLC","City Bark,Hradecky, Alfred","Littleton","CO","80120","Arapahoe","2018-02-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Self Wash Only"
"SISSON, TASS A",,"Pueblo","CO","81005","Pueblo","2012-08-30T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Liz's Pampered Pet Parlor",",Valentine, Elizabeth","Clifton","CO","81520","Mesa","2017-11-16T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"T&B Aquatics, Inc.","Aqua Imports","Boulder","CO","80301","Boulder","2012-02-29T00:00:00.000","2019-03-01T00:00:00.000","Retail/Wholesale"
"Woof Haus LLC","Fisher, Janine,Woofhaus","Denver","CO","80210","Denver","2017-05-31T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Canine's Canyon, Inc.",,"Golden","CO","80401","Jefferson","2012-02-28T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Best Buddy Pet Rescue",",Carol L Janello","Fenton","MI","48430","Livingston","2018-10-10T00:00:00.000","2019-03-01T00:00:00.000","Pet Transporter"
"GROOMING BY JENNIFER",,"Aurora","CO","80011","Arapahoe","2014-10-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"ENGINEER MOUNTAIN LAND COMPANY, LLC","R. Shane Harris,Willow Tree Kennels","Durango","CO","81301","La Plata","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"The Pampered Puppy",",Marshall, Michael","Castle Rock","CO","80104","Douglas","2017-06-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Triple Five Ventures, LLC","Boarding & Beyond,Douglas Zook","Aurora","CO","80012","Arapahoe","2014-05-02T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"OH MY DOG!",,"TRINIDAD","CO","81082","Las Animas","2012-05-18T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Colorado Aspen Labs",",Washington, Scott","Woodland Park","CO","80863","Teller","2017-04-10T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"K-9 CLIP AND CLEAN, LLC",",Jennifer Braatz","Littleton","CO","80128","Jefferson","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"DoggEdayz",",Davis, Donald L.","Westminster","CO","80030","Adams","2017-10-18T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"GREAT FOREST HEDGEHOGS",,"Colorado Springs","CO","80920","El Paso","2016-06-29T00:00:00.000","2019-03-01T00:00:00.000","Breeder Small Animal"
"Essential Pet LLC",",Teresa Williams","Parker","CO","80134","Douglas","2011-06-16T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"CV - DEN0016 - Cap Hill, LLC","City Vet - Capitol Hill,Hill, Jean","Denver","CO","80203","Denver","2017-12-12T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Annie's Grooming, LLC",",Jensen, Adrienne","Loveland","CO","80537","Larimer","2016-04-12T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"GUNBARREL VETERINARY HOSPITAL, PC",,"Boulder","CO","80301","Boulder","2012-04-02T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Carros, Inc.","Carros, Julie C,Wag N Wash","Monument","CO","80921","El Paso","2018-02-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner,Pet Handler"
"GINA PUPPY LOVE, LLC",,"Aurora","CO","80015","Arapahoe","2015-12-16T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Central Bark LLC","BamPaws Play and Stay,Flaks, Laurinda","Colorado Springs","CO","80903","El Paso","2016-11-01T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Little Dove Pet Wash",",Turner, Margie","Denver","CO","80209","Denver","2017-09-05T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"The Dapper Dog LLC",",Jackson, Antony & Lee Ann","Durango","CO","81302","La Plata","2017-12-20T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Mobile"
"Hotze, Cherryl A",",Cherryl Hotze","Cañon City","CO","81212","Fremont","2012-05-18T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"Valley Pets",",NEVERETTE, DAVID","Fountain","CO","80817","El Paso","2012-03-26T00:00:00.000","2019-03-01T00:00:00.000","Bird Breeder,Breeder Small Animal,Retail/Wholesale"
"COUNTRY COTTAGE GROOMING",,"Wheat Ridge","CO","80033","Jefferson","2007-02-09T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"TOWN OF LIMON","Gregory L Tacha,TOWN OF LIMON ANIMAL SHELTER","Limon","CO","80828","Lincoln","2012-03-06T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"Front Range German Shepherd Rescue, Inc",,"Denver","CO","80223","Denver","2012-06-11T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Sweet Pea Newfoundlands",",Bohne, Heidi","Craig","CO","81625","Moffat","2018-07-02T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Small Scale"
"BARK PARK, LLC","K-9 ISLAND","Loveland","CO","80537","Larimer","2013-03-06T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Second Chance Animal Rescue Foundation",",Emick, Donna","Lamar","CO","81052","Prowers","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"McCathern, Sharon P",",McCathern, Sharon P","Montrose","CO","81401","Montrose","2017-03-28T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming - Independent Contractor - Multiple Facilities"
"LISA PARKER'S PUPPIES (LPP)",,"Durango","CO","81301","La Plata","2016-09-21T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Longmont Humane Society",",Liz Smokowski","Longmont","CO","80501","Boulder","2012-03-14T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter > 3000 transfers"
"Colorado Animal Welfare League","Colorado Animal Welfare League,Lisa Petri,LK Kennel","Elizabeth","CO","80107","Elbert","2017-03-17T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"D'Tail Dog Grooming Salon",",Boss, Angela","Craig","CO","81625","Moffat","2018-07-30T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Forever Labradors & Goldens Too",",Richard, Kendra","Fountain","CO","80817","El Paso","2018-01-26T00:00:00.000","2019-03-01T00:00:00.000","Breeder Dog Large Scale"
"PAWSCO",,"Denver","CO","80231","Denver","2016-04-22T00:00:00.000","2019-03-01T00:00:00.000","Animal Rescue"
"Dog Holliday's Pet Resort, Inc.",",Pohm, Lori","Glenwood Springs","CO","81601","Garfield","2017-09-25T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Brown Veterinary Hospital, Inc.","Broadmoor Bluffs,Gross, Jeffrey A.","Colorado Springs","CO","80906","El Paso","2007-02-27T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"CRITTER CREATIONS",",Wheeler, LaJune","Florence","CO","81226","Fremont","2012-04-05T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Mountain View Pet Lodge, LLC",,"Pueblo West","CO","81007","Pueblo","2012-03-13T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"Dream Team Pet Grooming LLC",",Werland, Melissa","Lakewood","CO","80226","Jefferson","2018-01-08T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"CROSSROADS GROOMING",,"Colorado Springs","CO","80917","El Paso","2012-03-23T00:00:00.000","2019-03-01T00:00:00.000","Pet Grooming Facility - Owner"
"Whispering Pines Pet Resort, LLC",",ROSE, SUSAN","Longmont","CO","80503","Boulder","2012-03-07T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training,Pet Grooming Facility - Owner"
"GONE TO THE DOGS RANCH",",Rinker, Lynn","New Castle","CO","81647","Garfield","2017-02-13T00:00:00.000","2019-03-01T00:00:00.000","Boarding/Training"
"Summit County Animal Control","Hall, Lesley,Summit County Animal Shelter","Frisco","CO","80443","Summit","2012-03-09T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers"
"CSZDVM, LLC","RED HILL ANIMAL HEALTH CENTER, LLC","Carbondale","CO","81623","Garfield","2013-10-03T00:00:00.000","2019-03-01T00:00:00.000","Animal Shelter <= 3000 Transfers,Boarding/Training,Pet Grooming Facility - Owner"
"Wal-Mart Stores Inc","Walmart - 5232","Rifle","CO","81650","Garfield","2012-03-08T00:00:00.000","2019-03-01T00:00:00.000","Retail Aquarium Only"
