"rowid","account","month","year","activity_date","page_title","pageviews","unique_pageviews","average_time_on_page","entrances","bounce_rate_percent","exit_percent","users","new_users","sessions","city","network_location","browser","device_category","region","avg_session_duration"
"2022-01-16Public Transit | City of Mesa357","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","33.33","1","1","1","Highland Park","(not set)","Chrome","desktop","Illinois","12"
"2022-01-16Public Transit | City of Mesa358","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","6","1","180","1","0","16.67","1","0","1","Winnipeg","(not set)","Edge","desktop","Manitoba","898"
"2022-01-16Public Transit | City of Mesa359","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","6","2","6","1","0","33.33","1","1","2","Las Vegas","(not set)","Chrome","mobile","Nevada","13.5"
"2022-01-16Public Transit | City of Mesa360","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","16","1","0","33.33","1","1","1","Claremont","(not set)","Chrome","mobile","New Hampshire","32"
"2022-01-16Public Transit | City of Mesa361","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-16T00:00:00.000","Public Transit | City of Mesa","3","1","7","0","0","33.33","1","0","0","Lake Mills","(not set)","Edge","desktop","Wisconsin","0"
"2022-01-17Public Transit | City of Mesa362","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","0","1","Calgary","(not set)","Safari","mobile","Alberta","0"
"2022-01-17Public Transit | City of Mesa363","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","33.33","1","1","1","Phoenix","(not set)","Chrome","desktop","Arizona","11"
"2022-01-17Public Transit | City of Mesa364","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","8","1","0","33.33","1","1","1","Mesa","(not set)","Firefox","desktop","Arizona","16"
"2022-01-17Public Transit | City of Mesa365","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","230","1","0","33.33","1","0","1","San Tan Valley","(not set)","Firefox","desktop","Arizona","460"
"2022-01-17Public Transit | City of Mesa366","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","7","1","0","33.33","1","1","1","Chandler","(not set)","Chrome","mobile","Arizona","14"
"2022-01-17Public Transit | City of Mesa367","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","12","3","23","2","0","25","3","1","2","Mesa","(not set)","Chrome","mobile","Arizona","119"
"2022-01-17Public Transit | City of Mesa368","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Phoenix","(not set)","Chrome","mobile","Arizona","0"
"2022-01-17Public Transit | City of Mesa369","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Phoenix","(not set)","Firefox","mobile","Arizona","0"
"2022-01-17Public Transit | City of Mesa370","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","9","3","17","3","0","33.33","3","3","3","Phoenix","(not set)","Safari","mobile","Arizona","34.67"
"2022-01-17Public Transit | City of Mesa371","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","10","1","0","33.33","1","1","1","Prince George","(not set)","Safari","desktop","British Columbia","20"
"2022-01-17Public Transit | City of Mesa372","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","11","0","0","33.33","1","0","0","Delhi","(not set)","Chrome","desktop","Delhi","0"
"2022-01-17Public Transit | City of Mesa373","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Chicago","(not set)","Chrome","mobile","Illinois","0"
"2022-01-17Public Transit | City of Mesa374","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","8","1","0","33.33","1","1","1","Warsaw","(not set)","Chrome","desktop","Indiana","16"
"2022-01-17Public Transit | City of Mesa375","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","6","2","17","0","0","16.67","1","0","0","Hyderabad","(not set)","Chrome","desktop","Telangana","0"
"2022-01-17Public Transit | City of Mesa376","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-17T00:00:00.000","Public Transit | City of Mesa","3","1","6","1","0","33.33","1","0","1","Ashburn","(not set)","Chrome","desktop","Virginia","12"
"2022-01-18Public Transit | City of Mesa377","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","1","0","0","0","1","0","0","Chandler","(not set)","Chrome","desktop","Arizona","0"
"2022-01-18Public Transit | City of Mesa378","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","15","5","34","3","0","26.67","5","1","3","Mesa","(not set)","Chrome","desktop","Arizona","124"
"2022-01-18Public Transit | City of Mesa379","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","35","0","0","0","1","0","0","Tempe","(not set)","Chrome","desktop","Arizona","0"
"2022-01-18Public Transit | City of Mesa380","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","26","1","0","33.33","1","0","1","Mesa","(not set)","Internet Explorer","desktop","Arizona","52"
"2022-01-18Public Transit | City of Mesa381","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","10","0","0","33.33","1","0","0","Mesa","(not set)","Safari","desktop","Arizona","0"
"2022-01-18Public Transit | City of Mesa382","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Phoenix","(not set)","Safari","desktop","Arizona","0"
"2022-01-18Public Transit | City of Mesa383","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","7","1","0","33.33","1","1","1","Chandler","(not set)","Chrome","mobile","Arizona","13"
"2022-01-18Public Transit | City of Mesa384","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","6","2","17","2","0","33.33","2","2","2","Phoenix","(not set)","Chrome","mobile","Arizona","33.5"
"2022-01-18Public Transit | City of Mesa385","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","6","1","34","1","0","16.67","1","1","1","Mesa","(not set)","Safari","mobile","Arizona","172"
"2022-01-18Public Transit | City of Mesa386","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","1","1","0","33.33","1","1","1","Phoenix","(not set)","Safari","mobile","Arizona","1"
"2022-01-18Public Transit | City of Mesa387","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","10","1","0","33.33","1","0","1","San Francisco","(not set)","Safari","desktop","California","20"
"2022-01-18Public Transit | City of Mesa388","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","11","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","22"
"2022-01-18Public Transit | City of Mesa389","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","6","1","7","1","0","0","1","1","1","Lowell","(not set)","Chrome","desktop","Massachusetts","65"
"2022-01-18Public Transit | City of Mesa390","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","34","1","0","33.33","1","1","1","Norfolk","(not set)","Chrome","desktop","Nebraska","67"
"2022-01-18Public Transit | City of Mesa391","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","53","0","0","33.33","1","0","0","New York","(not set)","Safari","desktop","New York","0"
"2022-01-18Public Transit | City of Mesa392","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","6","1","12","1","0","16.67","1","1","1","Tega Cay","(not set)","Chrome","desktop","South Carolina","63"
"2022-01-18Public Transit | City of Mesa393","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-18T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Dentsville","(not set)","Edge","desktop","South Carolina","0"
"2022-01-19Public Transit | City of Mesa394","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","6","2","104","0","0","0","2","0","0","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-19Public Transit | City of Mesa395","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","59","1","0","33.33","1","1","1","Phoenix","(not set)","Chrome","desktop","Arizona","118"
"2022-01-19Public Transit | City of Mesa396","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","0","0","0","33.33","1","0","0","Queen Creek","(not set)","Chrome","desktop","Arizona","0"
"2022-01-19Public Transit | City of Mesa397","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","9","2","23","2","0","11.11","2","0","2","Tempe","(not set)","Chrome","desktop","Arizona","106.5"
"2022-01-19Public Transit | City of Mesa398","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","10","0","0","33.33","1","0","0","Phoenix","(not set)","Edge","desktop","Arizona","0"
"2022-01-19Public Transit | City of Mesa399","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","6","2","15","2","0","33.33","2","1","2","Phoenix","(not set)","Chrome","mobile","Arizona","30"
"2022-01-19Public Transit | City of Mesa400","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","0","1","Phoenix","(not set)","Safari","mobile","Arizona","0"
"2022-01-19Public Transit | City of Mesa401","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","San Diego","(not set)","Chrome","mobile","California","0"
"2022-01-19Public Transit | City of Mesa402","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","2","1","0","33.33","1","1","1","Los Angeles","(not set)","Safari","mobile","California","3"
"2022-01-19Public Transit | City of Mesa403","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","19","1","0","33.33","1","1","1","Denver","(not set)","Chrome","mobile","Colorado","37"
"2022-01-19Public Transit | City of Mesa404","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","2","1","0","33.33","1","1","1","Ankeny","(not set)","Firefox","desktop","Iowa","4"
"2022-01-19Public Transit | City of Mesa405","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","6","2","3","2","0","33.33","2","1","2","New York","(not set)","Chrome","mobile","New York","6"
"2022-01-19Public Transit | City of Mesa406","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-19T00:00:00.000","Public Transit | City of Mesa","3","1","11","1","0","33.33","1","1","1","Amherstburg","(not set)","Safari","mobile","Ontario","22"
"2022-01-20Public Transit | City of Mesa407","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","12","4","116","0","0","16.67","2","0","0","Mesa","(not set)","Chrome","desktop","Arizona","0"
"2022-01-20Public Transit | City of Mesa408","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","3","1","0","33.33","1","0","1","Phoenix","(not set)","Chrome","desktop","Arizona","6"
"2022-01-20Public Transit | City of Mesa409","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","4","1","0","33.33","1","1","1","Mesa","(not set)","Edge","desktop","Arizona","8"
"2022-01-20Public Transit | City of Mesa410","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","6","2","23","2","0","33.33","2","2","2","Phoenix","(not set)","Safari","mobile","Arizona","45"
"2022-01-20Public Transit | City of Mesa411","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Hercules","(not set)","Chrome","mobile","California","0"
"2022-01-20Public Transit | City of Mesa412","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Aurora","(not set)","Chrome","desktop","Colorado","0"
"2022-01-20Public Transit | City of Mesa413","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","London","(not set)","Chrome","desktop","England","0"
"2022-01-20Public Transit | City of Mesa414","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","3","1","0","33.33","1","1","1","Macon","(not set)","Chrome","desktop","Georgia","6"
"2022-01-20Public Transit | City of Mesa415","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","32","1","0","33.33","1","1","1","Chicago","(not set)","Chrome","mobile","Illinois","63"
"2022-01-20Public Transit | City of Mesa416","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","4","1","0","33.33","1","1","1","Metamora","(not set)","Samsung Internet","mobile","Illinois","7"
"2022-01-20Public Transit | City of Mesa417","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","5","1","0","33.33","1","1","1","Las Vegas","(not set)","Safari","mobile","Nevada","10"
"2022-01-20Public Transit | City of Mesa418","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","15","4","17","4","0","26.67","3","2","4","New York","(not set)","Chrome","mobile","New York","46"
"2022-01-20Public Transit | City of Mesa419","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-20T00:00:00.000","Public Transit | City of Mesa","3","1","2","1","0","33.33","1","1","1","Redmond","(not set)","Chrome","desktop","Washington","4"
"2022-01-21Public Transit | City of Mesa420","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Public Transit | City of Mesa","3","1","4","1","0","33.33","1","0","1","Mesa","(not set)","Chrome","desktop","Arizona","8"
"2022-01-21Public Transit | City of Mesa421","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Gilbert","(not set)","Safari","mobile","Arizona","0"
"2022-01-21Public Transit | City of Mesa422","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Public Transit | City of Mesa","6","2","12","2","0","16.67","2","2","2","Phoenix","(not set)","Safari","mobile","Arizona","58.5"
"2022-01-21Public Transit | City of Mesa423","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Public Transit | City of Mesa","3","1","147","0","0","0","1","0","0","Los Angeles","(not set)","Chrome","desktop","California","0"
"2022-01-21Public Transit | City of Mesa424","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Public Transit | City of Mesa","3","1","0","1","0","33.33","1","1","1","Rohnert Park","(not set)","Safari","tablet","California","0"
"2022-01-21Public Transit | City of Mesa425","City Of Mesa","2022-01-01T00:00:00.000","2022","2022-01-21T00:00:00.000","Public Transit | City of Mesa","3","1","7","1","0","33.33","1","1","1","Indianapolis","(not set)","Chrome","mobile","Indiana","13"
