"street","x_street","direction","st_facing","dist","cnn","concatenat","mtab_date","mtab_reso_text","mtab_motion","status","workorder","install_date","shape",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"SANCHEZ","HILL","NW","SB",,"25668000.0","SANCHEZ ST & HILL ST",,,,"I",,,"POINT (-122.43002 37.75555)","52","52","3","5","22"
"SELBY","QUESADA","SE","NB",,"20756000.0","SELBY & QUESADA",,,,,,,"POINT (-122.400795 37.738644)","87","87","2","9","1"
"OCTAVIA","FILBERT","NW","SB","0","26718000.0","OCTAVIA ST & FILBERT ST",,,,,,,"POINT (-122.42909 37.79885)","15","15","4","6","13"
"PLUM","MISSION","NE","WB","0","24359000.0","PLUM & MISSION",,,,,,,"POINT (-122.41963 37.771)","32","32","1","10","20"
"AUGUSTA","WATERVILLE","SW","EB",,"20762000.0","AUGUSTA ST & WATERVILLE ST",,,,,,,"POINT (-122.40268 37.734447)","87","87","2","9","1"
"CENTRAL","PAGE","NW","SB","10N","26324000.0","CENTRAL & PAGE",,,,,,,"POINT (-122.443825 37.771355)","112","112","7","11","3"
"FOLSOM","EUGENIA","NW","SB","0","21085000.0","FOLSOM ST & EUGENIA AVE",,,,,,,"POINT (-122.41329 37.740284)","83","83","9","2","2"
"CABRILLO","11TH AVE","NE","WB",,"27264000.0","CABRILLO ST & 11TH AVE",,,,"I",,,"POINT (-122.469215 37.77512)","5","5","8","4","11"
"MASON","BROADWAY","SE","NB",,"25115000.0","MASON ST & BROADWAY",,,,,,,"POINT (-122.41187 37.797127)","107","107","6","3","6"
"MAGELLAN","MONTALVO","NW","SB","0","22960000.0","MAGELLAN & MONTALVO",,,,,,,"POINT (-122.46415 37.74444)","45","45","10","8","41"
"PERU","LISBON","NE","WB",,"21682000.0","PERU & LISBON",,,,,,,"POINT (-122.42889 37.728218)","90","90","9","1","7"
"12TH AVE","JUDAH","SE","NB","0","27161000.0","12TH AVE & JUDAH",,,,,,,"POINT (-122.469376 37.762028)","109","109","10","11","14"
"FAIRFAX","MENDELL","SW","EB","0","20204000.0","FAIRFAX AVE & MENDELL ST",,,,,,,"POINT (-122.38527 37.740234)","86","86","2","9","1"
"GOUGH","GREEN","NW","SB","0","26573000.0","GOUGH & GREEN",,,,,,,"POINT (-122.42707 37.797195)","102","102","4","6","13"
"JACKSON ST","PRESIDIO","SW","EB","0","26953000.0","JACKSON ST & PRESIDIO",,,,,,,"POINT (-122.44749 37.790817)","10","10","8","6","31"
"RALSTON","RANDOLPH","SE","NB","0","22544000.0","RALSTON & RANDOLPH",,,,,,,"POINT (-122.46888 37.714252)","65","65","10","1","24"
"BADEN","JOOST","NW","SB","10N","22141000.0","BADEN ST & JOOST AVE",,,,,,,"POINT (-122.439735 37.732365)","95","95","9","8","41"
"20TH ST","ARKANSAS","SW","EB",,"23733000.0","20TH ST & ARKANSAS ST",,,,"I",,,"POINT (-122.3982 37.759903)","54","54","2","9","26"
"32ND AVE","CLEMENT","NW","SB","0","27855000.0","32ND AVE & CLEMENT",,,,,,,"POINT (-122.49236 37.781673)","8","8","8","4","29"
"KIRKHAM","41ST AVE","NE","WB","0","27795000.0","KIRKHAM ST & 41ST AVE",,,,,,,"POINT (-122.50042 37.75879)","39","39","10","7","35"
"BOYLSTON","SWEENY",,"NB",,"20926000.0",,,,,,,,"POINT (-122.41093 37.73204)","91","91","2","2","25"
"27TH AVE","CABRILLO","SE","NB",,"27526000.0","27TH AVE & CABRILLO",,,,,,,"POINT (-122.48646 37.774334)","8","8","8","4","29"
"06TH AVE","LAKE","NW","SB","0","27598000.0","06TH AVE & LAKE",,,,,,,"POINT (-122.46468 37.786667)","4","4","8","6","11"
"CLAY","PIERCE","SW","EB","0","26645000.0","CLAY ST & PIERCE",,,,,,,"POINT (-122.437485 37.790287)","102","102","4","6","30"
"WALLER","ASHBURY","SW","EB","0","26337000.0","WALLER & ASHBURY",,,,,,,"POINT (-122.44673 37.76907)","25","25","7","11","3"
"CONNECTICUT","19TH ST","SE","NB","0","23670000.0","CONNECTICUT & 19TH ST",,,,,,,"POINT (-122.39736 37.76124)","54","54","2","9","26"
"KIRKHAM","12TH AVE","SW","EB","0","27159000.0","KIRKHAM ST & 12TH AVE",,,,,,,"POINT (-122.46925 37.760166)","109","109","10","8","14"
"CARDENAS","SERRANO","NW","SB",,"23042000.0","CARDENAS & SERRANO",,,,,,,"POINT (-122.47704 37.720078)","42","42","10","8","16"
"20TH ST","KANSAS","SW","EB",,"23761000.0","20TH ST & KANSAS ST",,,,"I",,,"POINT (-122.40304 37.759613)","54","54","2","9","26"
"BRYANT","26TH ST","NW","SB","6N","21137000.0","BRYANT & 26TH ST",,,,,,,"POINT (-122.40881 37.749596)","53","53","3","2","20"
"44TH AVE","ORTEGA","NW","SB","0","27768000.0","44TH AVE & ORTEGA",,,,,,,"POINT (-122.50312 37.751186)","39","39","10","7","35"
"HARVARD","PIOCHE","NW","SB",,"20989000.0","HARVARD & PIOCHE",,,,,,,"POINT (-122.42135 37.7283)","92","92","9","2","7"
"OCTAVIA","JACKSON","SE","NB","0","26560000.0","OCTAVIA ST & JACKSON ST",,,,,,,"POINT (-122.42797 37.7933)","102","102","4","6","30"
"HAYES","OCTAVIA","SW","EB","0","25925000.0","HAYES & OCTAVIA",,,,,,,"POINT (-122.42461 37.77667)","22","22","4","11","9"
"DWIGHT","BRUSSELS","SW","EB","0","20601000.0","DWIGHT & BRUSSELS",,,,,,,"POINT (-122.40405 37.72352)","91","91","2","2","25"
"ROANOKE","ARLINGTON","NE","WB","0","21866000.0","ROANOKE & ARLINGTON",,,,,,,"POINT (-122.42969 37.735023)","59","59","9","5","10"
"NAPLES","PERSIA","NW","SB","0","21645000.0","NAPLES & PERSIA",,,,,,,"POINT (-122.43119 37.72085)","90","90","9","1","7"
"35TH AVE","CABRILLO","SE","NB","0","27829000.0","35TH AVE & CABRILLO ST",,,,"I",,,"POINT (-122.495026 37.77394)","8","8","8","4","29"
"20TH ST","CONNECTICUT","NE","WB","0","23666000.0","20TH ST & CONNECTICUT ST",,,,"I",,,"POINT (-122.39723 37.759964)","54","54","2","9","26"
"23RD AVE","KIRKHAM",,"EB",,"27410000.0","23RD AVE & KIRKHAM",,,,,,,"POINT (-122.48113 37.75964)","39","39","10","7","35"
"VELASCO","CASTILLO","NE","WB","0","20412000.0","VELASCO & CASTILLO",,,,,,,"POINT (-122.41764 37.709465)","74","74","9","9","40"
"CAYUGA","OTTAWA","NW","SB","0","21529000.0","CAYUGA & OTTAWA",,,,,,,"POINT (-122.44693 37.716183)","80","80","9","1","28"
"ARKANSAS","MADERA","NW","SB","0","23706000.0","ARKANSAS & MADERA",,,,,,,"POINT (-122.39782 37.755894)","54","54","2","9","26"
"SAN ANDREAS","MONTEREY","NW","SB","0","22901000.0","SAN ANDREAS & MONTEREY",,,,,,,"POINT (-122.46466 37.732517)","69","69","10","8","41"
"PRECITA","HARRISON","NE","WB","0","21168000.0","PRECITA & HARRISON",,,,,,,"POINT (-122.4116 37.746876)","83","83","9","2","2"
"PIERCE","POST","NW","SB","0","26615000.0","PIERCE ST & POST ST",,,,,,,"POINT (-122.436356 37.784733)","103","103","4","11","15"
"BEACH","FILLMORE","NE","WB","0","26786000.0","BEACH ST & FILLMORE ST",,,,,,,"POINT (-122.437035 37.804356)","17","17","4","6","13"
"DETROIT","MANGELS","NW","SB",,"22273000.0","DETROIT ST & MANGELS AVE",,,,,,,"POINT (-122.444305 37.73308)","95","95","9","8","41"
"36TH AVE","VICENTE","SE","NB","0","23373000.0","36TH AVE & VICENTE",,,,,,,"POINT (-122.49365 37.738514)","40","40","10","7","35"
"26TH AVE","IRVING","SE","NB","0","27433000.0","26TH AVE & IRVING",,,,,,,"POINT (-122.48461 37.763226)","39","39","10","7","35"
"LA PLAYA ST","LINCOLN",,"WB",,"27964000.0","LA PLAYA ST & LINCOLN",,,,,,,"POINT (-122.50939 37.764027)","39","39","10","7","35"
"EDINBURGH","FRANCE","NW","SB","0","21714000.0","EDINBURGH ST & FRANCE AVE",,,,,,,"POINT (-122.43434 37.71812)","90","90","9","1","7"
"NOE","21ST ST","NW","SB","0","25749000.0","NOE & 21ST ST",,,,,,,"POINT (-122.43232 37.75622)","52","52","3","5","22"
"ALABAMA","24TH ST","NW","SB","0","23976000.0","ALABAMA ST & 24TH ST",,,,,,,"POINT (-122.41095 37.75268)","53","53","3","2","20"
"CLEMENT","30TH AVE","SW","EB",,"27843000.0","CLEMENT ST & 30TH AVE",,,,,,,"POINT (-122.49022 37.78177)","8","8","8","4","29"
"ACCESS","SWITCH","NW","SB",,,"ACCESS RD & SWITCH ST",,,,"I","20-00562","20200508000000","POINT (-122.37542 37.743786)","56","56","2","9","1"
"34TH AVE","IRVING","NW","SB","0","27727000.0","34TH AVE & IRVING",,,,,,,"POINT (-122.49319 37.762848)","39","39","10","7","35"
"48TH AVE","BALBOA","NW","SB","0","28006000.0","48TH AVE & BALBOA",,,,,,,"POINT (-122.50908 37.775173)","8","8","8","4","29"
"EUCLID","PALM","NE","WB",,"27228000.0","EUCLID & PALM",,,,,,,"POINT (-122.45791 37.78387)","11","11","8","6","31"
"PRATT","CALIFORNIA","NW","SB","0","30769000.0","PRATT & CALIFORNIA",,,,,,,"POINT (-122.40807 37.792175)","16","16","6","3","21"
"HAYES","ASHBURY","NE","WB",,"26378000.0","HAYES & ASHBURY",,,,,,,"POINT (-122.44768 37.773727)","24","24","7","11","18"
"25TH AVE","OCEAN","SE","NB",,"23121000.0","25TH AVE & OCEAN",,,,,,,"POINT (-122.48098 37.732468)","62","62","10","8","35"
"22ND AVE","BALBOA","SE","NB","0","27530000.0","22ND AVE & BALBOA ST",,,,,,,"POINT (-122.48123 37.776443)","8","8","8","4","29"
"POST","LYON","NE","WB","0","26831000.0","POST & LYON",,,,,,,"POINT (-122.44463 37.78368)","103","103","8","6","31"
"GARCES","ARBALLO","SW","EB",,"22568000.0","GARCES & ARBALLO",,,,,,,"POINT (-122.48326 37.71624)","42","42","10","8","16"
"EDINBURGH","ITALY","NW","SB","0","21726000.0","EDINBURGH ST & ITALY AVE",,,,,,,"POINT (-122.43552 37.716564)","90","90","9","1","7"
"SAN BRUNO","ALAMEDA","SE","NB","0","23866000.0","SAN BRUNO & ALAMEDA",,,,,,,"POINT (-122.405815 37.768467)","33","33","3","9","20"
"DARTMOUTH","FELTON","NW","SB",,"20917000.0","DARTMOUTH ST & FELTON ST","20180206000000",,"180206-017","I","18-5236",,"POINT (-122.412476 37.727966)","91","91","2","2","25"
"HARRISON","PRECITA","NW","SB","0","21168000.0","HARRISON & PRECITA",,,,,,,"POINT (-122.4116 37.746876)","83","83","9","2","2"
"NORTH POINT","LAGUNA","SW","EB","0","26757000.0","NORTH POINT & LAGUNA",,,,,,,"POINT (-122.43186 37.80424)","98","98","4","6","13"
"JUDAH ST","06TH AVE","NE","WB","0","27078000.0","JUDAH ST & 06TH AVE",,,,,,,"POINT (-122.46296 37.76231)","109","109","7","11","14"
"MARSTON","CIRCULAR","SW","EB",,"22148000.0","MARSTON AVE & CIRCULAR AVE","20170815000000",,"170815-102","I","17-4329","20171207000000","POINT (-122.4453 37.727467)","95","95","9","8","41"
"INGALLS","OAKDALE","SE","NB","0","20131000.0","INGALLS ST & OAKDALE AVE",,,,,,,"POINT (-122.38287 37.730335)","78","78","2","9","1"
"ULLOA","DORCHESTER","NE","WB","0","22873000.0","ULLOA ST & DORCHESTER",,,,,,,"POINT (-122.462746 37.74077)","49","49","10","8","41"
"DIAMOND","MOFFITT","SE","NB","0","21959000.0","DIAMOND ST & MOFFITT ST",,,,,,,"POINT (-122.434555 37.738754)","96","96","9","5","10"
"JOSIAH AVE","SUMMIT","NE","WB","0","22203000.0","JOSIAH AVE & SUMMIT",,,,,,,"POINT (-122.45414 37.71687)","81","81","10","1","24"
"45TH AVE","LINCOLN","SE","NB","0","27954000.0","45TH AVE & LINCOLN",,,,,,,"POINT (-122.505104 37.76421)","39","39","10","7","35"
"MARTIN LUTHER KING","SUNSET",,"EB",,"27819000.0","MARTIN LUTHER KING & SUNSET",,,,,,,"POINT (-122.49605 37.765457)","9","9","8","4","12"
"23RD ST","ALABAMA",,"EB",,"23977000.0","23RD ST & ALABAMA ST",,,,,,,"POINT (-122.41111 37.75428)","53","53","3","2","20"
"ANZA","29TH AVE","NE","WB","0","27834000.0","ANZA ST & 29TH AVE",,,,,,,"POINT (-122.48886 37.777966)","8","8","8","4","29"
"QUINT","OAKDALE","SE","NB","0","20692000.0","QUINT & OAKDALE",,,,,,,"POINT (-122.395935 37.737778)","87","87","2","9","1"
"MADRONE","ULLOA","SE","NB","0","22948000.0","MADRONE & ULLOA",,,,,,,"POINT (-122.46762 37.741497)","46","46","10","8","41"
"SOMERSET","BURROWS","SE","NB","0","20892000.0","SOMERSET & BURROWS",,,,,,,"POINT (-122.408035 37.727795)","91","91","2","2","25"
"29TH AVE","MORAGA","SE","NB","0","27406000.0","29TH AVE & MORAGA",,,,,,,"POINT (-122.487305 37.75563)","39","39","10","7","35"
"FOERSTER","TERESITA","NW","SB","0","22352000.0","FOERSTER ST & TERESITA BLVD",,,,,,,"POINT (-122.44888 37.734272)","95","95","9","8","41"
"SOUTH TEA GARDEN","MARTIN LUTHER KING",,"SB",,"27265000.0","SOUTH TEA GARDEN & MARTIN LUTHER KING",,,,"I",,,"POINT (-122.46974 37.769203)","9","9","8","11","12"
"STONECREST","JUNIPERO SERRA","SW","EB","0","23061000.0","STONECREST & JUNIPERO SERRA",,,,,,,"POINT (-122.47244 37.725544)","41","41","10","8","41"
"NORIEGA","39TH AVE","NE","WB",,"27751000.0","NORIEGA & 39TH AVE",,,,"I","19-7548","20190920000000","POINT (-122.49789 37.753292)","39","39","10","7","35"
"CHURCH","30TH ST","SE","NB","0","21876000.0","CHURCH ST & 30TH ST",,,,,,,"POINT (-122.426834 37.742073)","59","59","9","5","10"
"VALLEJO","PIERCE","NE","WB",,"26677000.0","VALLEJO & PIERCE",,,,,,,"POINT (-122.43839 37.794804)","102","102","4","6","30"
"23RD AVE","LAWTON","NW","SB","0","27388000.0","23RD AVE & LAWTON",,,,,,,"POINT (-122.481 37.757774)","39","39","10","7","35"
"CABRILLO","24TH AVE","NE","WB","0","27516000.0","CABRILLO ST & 24TH AVE",,,,"I",,,"POINT (-122.48324 37.77448)","8","8","8","4","29"
"SHOTWELL","16TH ST","SE","NB","0","24141000.0","SHOTWELL & 16TH ST",,,,,,,"POINT (-122.416374 37.765244)","53","53","3","2","20"
"LOCKSLEY AVE","WARREN","NW","SB","0","27056000.0","LOCKSLEY AVE & WARREN",,,,,,,"POINT (-122.46321 37.758556)","111","111","7","8","14"
"NEWMAN","ANDOVER","SW","EB","0","21216000.0","NEWMAN & ANDOVER",,,,,,,"POINT (-122.416565 37.737663)","83","83","9","2","2"
"POWELL","CHESTNUT","SE","NB","0","25455000.0","POWELL ST & CHESTNUT ST",,,,"I",,,"POINT (-122.411575 37.80396)","106","106","6","3","23"
"AVALON","MOSCOW","SW","EB","0","21637000.0","AVALON AVE & MOSCOW ST",,,,"I",,,"POINT (-122.425285 37.724377)","90","90","9","1","7"
"21ST AVE","LAWTON","SE","NB","0","27346000.0","21ST AVE & LAWTON",,,,,,,"POINT (-122.47886 37.757866)","39","39","10","7","35"
"LAKE ST","19TH AVE","SW","EB","0","27637000.0","LAKE ST & 19TH AVE",,,,,,,"POINT (-122.4787 37.786026)","2","2","8","4","29"
"JEFFERSON ST","BAKER ST","NE","WB",,"27019000.0","JEFFERSON ST & BAKER ST","20160517000000",,"16-060",,,,"POINT (-122.44708 37.80421)","17","17","4","6","13"
"22ND AVE","CLEMENT",,"EB",,"27540000.0","22ND AVE & CLEMENT ST",,,,,,,"POINT (-122.48164 37.782154)","8","8","8","4","29"
"25TH ST","ALABAMA","SW","EB",,"23974000.0","25TH ST & ALABAMA",,,,,,,"POINT (-122.4108 37.751087)","53","53","3","2","20"
"LIBERTY ST","NOE ST","SW","EB",,"25784000.0","LIBERTY ST & NOE ST","20171003000000",,"171003-122",,,,"POINT (-122.432396 37.757015)","52","52","3","5","5"
"26TH ST","DIAMOND",,"NB",,"22042000.0","26TH ST & DIAMOND ST",,,,,,,"POINT (-122.435974 37.74796)","84","84","3","5","22"
"HAZELWOOD","MANGELS","SE","NB","0","22798000.0","HAZELWOOD & MANGELS",,,,,,,"POINT (-122.455246 37.732918)","70","70","9","8","41"
"HOLLOWAY","GRANADA","SW","EB",,"22584000.0","HOLLOWAY & GRANADA",,,,,,,"POINT (-122.45715 37.72184)","64","64","10","1","24"
"MIDDLEPOINT","INNES","NW","SB","0","20175000.0","MIDDLEPOINT & INNES",,,,,,,"POINT (-122.37942 37.734077)","76","76","2","9","1"
"OSCEOLA","LA SALLE","SE","NB","0","33144000.0","OSCEOLA & LA SALLE",,,,,,,"POINT (-122.38379 37.73243)","86","86","2","9","1"
"18TH ST","MISSISSIPPI","NE","WB",,"23671000.0","18TH ST & MISSISSIPPI",,,,,,,"POINT (-122.394585 37.76269)","54","54","2","9","26"
"CABRILLO","07TH AVE","SW","EB","0","27273000.0","CABRILLO ST & 07TH AVE",,,,"I",,,"POINT (-122.46493 37.775314)","5","5","8","4","11"
"JARBOE AVE","PUTNAM","SW","EB",,"21058000.0","JARBOE AVE & PUTNAM",,,,,,,"POINT (-122.410866 37.73815)","83","83","9","2","2"
"SANCHEZ","LIBERTY","SE","NB",,"25782000.0","SANCHEZ ST & LIBERTY ST",,,,"I",,,"POINT (-122.430664 37.75712)","52","52","3","5","5"
"STANLEY","ORIZABA","SW","EB","15W","22493000.0","STANLEY & ORIZABA",,,,,,,"POINT (-122.46257 37.712517)","81","81","10","1","24"
"39TH AVE","WAWONA","SE","NB",,"23427000.0","39TH AVE & WAWONA",,,,,,,"POINT (-122.49671 37.736507)","40","40","10","7","35"
"CHESTER","RANDOLPH","SE","NB",,"22546000.0","CHESTER AVE & RANDOLPH ST",,,,,,,"POINT (-122.47045 37.71427)","65","65","10","1","24"
"ANDOVER","CORTLAND","SE","NB","0","21213000.0","ANDOVER & CORTLAND",,,,,,,"POINT (-122.416504 37.739056)","83","83","9","2","2"
"GOUGH","GREEN","SE","NB","0","26573000.0","GOUGH & GREEN",,,,,,,"POINT (-122.42707 37.797195)","102","102","4","6","13"
"STANTON","MARKET","NE","WB","0","26109000.0","STANTON & MARKET",,,,,,,"POINT (-122.44223 37.75675)","115","115","3","5","38"
"SAN JOSE OFF RAMP","ARLINGTON",,"NB",,"21927000.0","SAN JOSE OFF RAMP & ARLINGTON",,,,,,,"POINT (-122.43158 37.73376)","96","96","9","5","10"
"30TH AVE","CABRILLO","SE","NB","0","27814000.0","30TH AVE & CABRILLO ST",,,,"I",,,"POINT (-122.48967 37.774185)","8","8","8","4","29"
"WILDWOOD","FAXON","NE","WB",,"22635000.0","WILDWOOD & FAXON",,,,,,,"POINT (-122.45986 37.72758)","71","71","9","8","41"
"YORK","26TH ST","SE","NB",,"21124000.0","YORK & 26TH ST",,,,,,,"POINT (-122.40787 37.749653)","53","53","3","2","20"
"09TH AVE","KIRKHAM","SE","NB","0","27145000.0","09TH AVE & KIRKHAM",,,,,,,"POINT (-122.466034 37.760307)","109","109","10","8","14"
