"socrata_entity_number","home_cost_center","home_cost_center_description","cost_center","employment_status","union_name","age_range","gender","ethnic_code_description","title","current_hire_date","date_terminated","longevity_range","total_wages","total_benefits","total_taxes","total_cost","date","regular_pay","premium_pay"
"2458","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","60-69 years old","Male","White","Paramedic 5th Year","1979-11-05T00:00:00.000","2018-03-03T00:00:00.000","36-40 years with the City","15508.08","3374.04","1124.17","20006.29","2018",,
"2500","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","2006-09-05T00:00:00.000",,"11-15 years with the City","140675.23","15305.40","2002.35","157982.98","2017",,
"2500","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","2006-09-05T00:00:00.000",,"11-15 years with the City","145186.37","16321.84","2002.35","163510.56","2018",,
"2500","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","2006-09-05T00:00:00.000",,"11-15 years with the City","137466.73","15642.18","1889.48","154998.39","2019",,
"2500","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1997-05-19T00:00:00.000",,"21-25 years with the City","149109.42","17203.90",,"166313.32","2020","118081.79","31027.63"
"2500","230000","PS - POLICE BUREAU","Police-Narcotics/Vice","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1997-05-19T00:00:00.000",,"21-25 years with the City","152539.57","12998.22",,"165537.79","2021","127957.57","24582.00"
"2512","250000","PS - FIRE BUREAU","Fire Engine Co. 37","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1987-03-23T00:00:00.000",,"31-35 years with the City","118917.05","18006.96","1633.44","138557.45","2017",,
"2512","250000","PS - FIRE BUREAU","Fire Engine Co. 37","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1987-03-23T00:00:00.000",,"31-35 years with the City","116390.58","18144.60","1633.44","136168.62","2018",,
"2512","250000","PS - FIRE BUREAU","Fire Engine Co. 37","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1987-03-23T00:00:00.000",,"31-35 years with the City","131358.17","9430.08","1870.01","142658.26","2019",,
"2512","250000","PS - FIRE BUREAU","Fire Engine Co. 37","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1987-03-23T00:00:00.000",,"31-35 years with the City","135507.84","18336.79",,"153844.63","2020","118209.39","17298.45"
"2512","250000","PS - FIRE BUREAU","Fire Engine Co. 37","Full-time","Fire","50-59 years old","Male","White","Fire Lieutenant","1987-03-23T00:00:00.000",,"31-35 years with the City","146498.26","17676.72",,"164174.98","2021","132219.54","14278.72"
"2514","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Coll Disp-Admin","Full-time","AFSCME Local 2037","50-59 years old","Male","White","Foreman, Environ Serv","1993-06-21T00:00:00.000",,"21-25 years with the City","60184.15","12926.72","4503.33","77614.20","2017",,
"2514","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Coll Disp-Admin","Full-time","AFSCME Local 2037","50-59 years old","Male","White","Foreman, Environ Serv","1993-06-21T00:00:00.000",,"21-25 years with the City","62386.48","13659.74","4503.33","80549.55","2018",,
"2514","430000","PW - ENVIRONMENTAL SERVICES","PW-ES-Coll Disp-Admin","Full-time","AFSCME Local 2037","50-59 years old","Male","White","Foreman, Environ Serv","1993-06-21T00:00:00.000",,"26-30 years with the City","61733.38","13803.56","4409.53","79946.47","2019",,
"2514","430000","PW - ENVIRONMENTAL SERVICES","EnvironServ-Foreman","Full-time","Foreman","50-59 years old","Male","White","Foreman 2nd in Command ES","1993-06-21T00:00:00.000",,"26-30 years with the City","79912.25","14694.26",,"94606.51","2020","60227.55","19684.70"
"2514","430000","PW - ENVIRONMENTAL SERVICES","EnvironServ-Foreman","Full-time","Foreman","60-69 years old","Male","White","Foreman 2nd in Command ES","1993-06-21T00:00:00.000",,"26-30 years with the City","84470.53","16263.58",,"100734.11","2021","62350.33","22120.20"
"2522","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","40-49 years old","Male","White","Fire Lieutenant","1997-09-22T00:00:00.000",,"21-25 years with the City","95686.21","18006.96","1133.54","114826.71","2017",,
"2522","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","40-49 years old","Male","White","Fire Lieutenant","1997-09-22T00:00:00.000",,"21-25 years with the City","81925.77","18144.60","1133.54","101203.91","2018",,
"2522","250000","PS - FIRE BUREAU","Fire Engine Co. 10","Full-time","Fire","40-49 years old","Male","White","Fire Lieutenant","1997-09-22T00:00:00.000",,"21-25 years with the City","94447.51","18074.32","1308.47","113830.30","2019",,
"2522","250000","PS - FIRE BUREAU","Fire Engine Co. 35","Full-time","Fire","40-49 years old","Male","White","Fire Lieutenant","1997-09-22T00:00:00.000",,"21-25 years with the City","121389.28","17802.73",,"139192.01","2020","115559.69","5829.59"
"2522","250000","PS - FIRE BUREAU","Fire Engine Co. 37","Full-time","Fire","40-49 years old","Male","White","Fire Lieutenant","1997-09-22T00:00:00.000",,"21-25 years with the City","117564.80","17550.00",,"135114.80","2021","110947.66","6617.14"
"2608","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1994-01-03T00:00:00.000","2018-09-28T00:00:00.000","21-25 years with the City","123739.77","15305.40","1734.49","140779.66","2017",,
"2608","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1994-01-03T00:00:00.000","2018-09-28T00:00:00.000","21-25 years with the City","123735.78","12922.14","1734.49","138392.41","2018",,
"2608","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1994-01-03T00:00:00.000","2018-09-28T23:59:00.000","26-30 years with the City","1874.67","0.00",,"1874.67","2020","1874.67","0.00"
"2608","230000","PS - POLICE BUREAU","Police-Major Crimes","Full-time","Police","50-59 years old","Male","White","Police Officer/Detective","1994-01-03T00:00:00.000","2018-09-28T23:59:00.000","26-30 years with the City","702.00","0.00",,"702.00","2021","702.00","0.00"
"2624","210000","PS - ADMIN AND SUPPORT SERVICE","Public Safety/Administration","Full-time","AFSCME Local 2719","60-69 years old","Female","Black or African-American","Account Clerk-PP","1993-09-27T00:00:00.000",,"21-25 years with the City","39301.78","6428.64","3226.70","48957.12","2017",,
"2624","210000","PS - ADMIN AND SUPPORT SERVICE","Public Safety/Administration","Full-time","AFSCME Local 2719","60-69 years old","Female","Black or African-American","Account Clerk-PP","1993-09-27T00:00:00.000",,"21-25 years with the City","45218.38","7686.42","3226.70","56131.50","2018",,
"2624","210000","PS - ADMIN AND SUPPORT SERVICE","Public Safety/Administration","Full-time","AFSCME Local 2719","60-69 years old","Female","Black or African-American","Account Clerk-PP","1993-09-27T00:00:00.000","2019-09-29T00:00:00.000","26-30 years with the City","41636.68","5796.77","2932.26","50365.71","2019",,
"2650","420000","PW - BUREAU OF ADMINISTRATION","PW-Eastern Park Division","Full-time","PJCBC","40-49 years old","Male","White","General Laborer-SH","1998-06-29T00:00:00.000",,"16-20 years with the City","48369.85","21487.40","3599.30","73456.55","2017",,
"2650","420000","PW - BUREAU OF ADMINISTRATION","PW-Eastern Park Division","Full-time","PJCBC","40-49 years old","Male","White","General Laborer-SH","1998-06-29T00:00:00.000",,"16-20 years with the City","49063.35","25413.19","3599.30","78075.84","2018",,
"2650","420000","PW - BUREAU OF ADMINISTRATION","PW-Eastern Park Division","Full-time","PJCBC","40-49 years old","Male","White","General Laborer-SH","1998-06-29T00:00:00.000",,"21-25 years with the City","47482.24","22769.60","3496.43","73748.27","2019",,
"2650","450000","PW - BUREAU OF FACILITIES","PW-Construction","Full-time","PJCBC","40-49 years old","Male","White","General Laborer-Other","1998-06-29T00:00:00.000",,"21-25 years with the City","49902.53","851.43",,"50753.96","2020","49698.61","203.92"
"2650","450000","PW - BUREAU OF FACILITIES","PW-Construction","Full-time","PJCBC","40-49 years old","Male","White","General Laborer-Other","1998-06-29T00:00:00.000",,"21-25 years with the City","52363.08","20477.74",,"72840.82","2021","49813.53","2549.55"
"2680","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","AFSCME Local 2719","60-69 years old","Female","White","Clerical Specialist 1-PP","1992-04-27T00:00:00.000",,"26-30 years with the City","40146.63","6554.30","2892.74","49593.67","2017",,
"2680","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","AFSCME Local 2719","60-69 years old","Female","White","Clerical Specialist 1-PP","1992-04-27T00:00:00.000",,"26-30 years with the City","38643.02","7772.82","2892.74","49308.58","2018",,
"2680","230000","PS - POLICE BUREAU","Police Special Deployment Div","Full-time","AFSCME Local 2719","60-69 years old","Female","White","Clerical Specialist 1-PP","1992-04-27T00:00:00.000",,"26-30 years with the City","32330.24","7863.79","2410.61","42604.64","2019",,
"2680","230000","PS - POLICE BUREAU","PS -Support Services/Civilian","Full-time","AFSCME","70-79 years old","Female","White","Specialist, Administrative","1992-04-27T00:00:00.000","2019-12-27T23:59:00.000","26-30 years with the City","2274.39","1.14",,"2275.53","2020","2081.47","192.92"
"2698","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-09T00:00:00.000",,"26-30 years with the City","151999.53","5166.82","1771.55","158937.90","2017",,
"2698","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-09T00:00:00.000",,"26-30 years with the City","125322.55","5511.24","1771.55","132605.34","2018",,
"2698","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1990-04-09T00:00:00.000",,"26-30 years with the City","126469.04","5282.38","1784.55","133535.97","2019",,
"2698","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","60-69 years old","Female","White","Master Police Officer","1990-04-09T00:00:00.000","2020-03-02T23:59:00.000","26-30 years with the City","31389.67","1255.21",,"32644.88","2020","22876.62","8513.05"
"2698","230000","PS - POLICE BUREAU","Police Zone 6 - West End","Full-time","Police","60-69 years old","Female","White","Master Police Officer","1990-04-09T00:00:00.000","2020-03-02T23:59:00.000","31-35 years with the City","860.07","0.00",,"860.07","2021","860.07","0.00"
"2714","107000","FINANCE","Finance/OBM","Full-time","Non-Union","50-59 years old","Female","White","Internal Auditor","1999-05-03T00:00:00.000","2016-12-14T00:00:00.000","16-20 years with the City","5262.42","0.00","0.00","5262.42","2017",,
"2758","230000","PS - POLICE BUREAU","Police Warrant Office","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1988-06-27T00:00:00.000",,"26-30 years with the City","77799.12","5166.82","1137.55","84103.49","2017",,
"2758","230000","PS - POLICE BUREAU","Police Warrant Office","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1988-06-27T00:00:00.000",,"26-30 years with the City","79988.52","5511.24","1137.55","86637.31","2018",,
"2758","230000","PS - POLICE BUREAU","Police Warrant Office","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1988-06-27T00:00:00.000",,"31-35 years with the City","76312.37","5282.38","1085.18","82679.93","2019",,
"2758","230000","PS - POLICE BUREAU","Police Warrant Office","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1988-06-27T00:00:00.000",,"31-35 years with the City","94518.12","5791.03",,"100309.15","2020","81991.32","12526.80"
"2758","230000","PS - POLICE BUREAU","Police Warrant Office","Full-time","Police","50-59 years old","Female","White","Master Police Officer","1988-06-27T00:00:00.000",,"31-35 years with the City","95956.49","6394.40",,"102350.89","2021","85177.01","10779.48"
"2778","106000","CITY CONTROLLER","City Controller","Full-time","Non-Union","50-59 years old","Female","White","Senior Accountant","1988-06-27T00:00:00.000",,"26-30 years with the City","64579.73","6371.18","5015.61","75966.52","2017",,
"2778","106000","CITY CONTROLLER","City Controller","Full-time","Non-Union","50-59 years old","Female","White","Senior Accountant","1988-06-27T00:00:00.000",,"26-30 years with the City","68255.63","6742.85","5015.61","80014.09","2018",,
"2778","106000","CITY CONTROLLER","City Controller","Full-time","Non-Union","50-59 years old","Female","White","Senior Accountant","1988-06-27T00:00:00.000",,"31-35 years with the City","66377.58","6816.90","4873.60","78068.08","2019",,
"2778","106000","CITY CONTROLLER","City Controller","Full-time","Non Union","50-59 years old","Female","White","Senior Accountant","1988-06-27T00:00:00.000",,"31-35 years with the City","74216.56","7835.03",,"82051.59","2020","74216.56","0.00"
"2778","106000","CITY CONTROLLER","City Controller","Full-time","Non Union","50-59 years old","Female","White","Senior Accountant","1988-06-27T00:00:00.000",,"31-35 years with the City","73382.54","9002.76",,"82385.30","2021","73382.54","0.00"
"2838","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Female","White","Crew Chief","2004-07-12T00:00:00.000",,"11-15 years with the City","71905.45","6350.54","5238.50","83494.49","2017",,
"2838","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Female","White","Crew Chief","2004-07-12T00:00:00.000",,"11-15 years with the City","72545.77","13419.60","5238.50","91203.87","2018",,
"2838","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Female","White","Crew Chief","2004-07-12T00:00:00.000",,"11-15 years with the City","88410.93","13579.88","6453.02","108443.83","2019",,
"2838","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Female","White","Crew Chief","1999-08-09T00:00:00.000",,"21-25 years with the City","45770.58","15256.38",,"61026.96","2020","36832.44","8938.14"
"2838","220000","PS - EMERGENCY MED SERVICES","Emergency Medical Service","Full-time","Paramedics","40-49 years old","Female","White","Crew Chief","1999-08-09T00:00:00.000",,"21-25 years with the City","95011.14","17023.22",,"112034.36","2021","78521.05","16490.09"
