"the_geom","address","suffix","street","onstr","fromstr","tostr","side","site","spp","dbh","wires","pittype","ward"
"POINT (-71.38507542197596 41.83408126403259)","1",,"SLATER AVE","SLATER AVE","IRVING AVE","UNIVERSITY AVE","Front","1","Acer saccharinum","8.0","No","Lawn Strip","2.0"
"POINT (-71.4267152904014 41.7924789793856)","24",,"YARMOUTH ST","YARMOUTH ST","NARRAGANSETT AVE","RESERVOIR AVE","Front","1","Quercus palustris","40.0","No","Lawn Strip","8.0"
"POINT (-71.42027865932097 41.80673176378628)","21",,"PEACE ST","PEACE ST","BROAD ST","UPDIKE ST","Front","1","Malus spp","10.0","No","Sidewalk Pit","11.0"
"POINT (-71.42650047650903 41.818560347133754)","218","Y","CARPENTER ST","CARPENTER ST","BATTEY ST","CARPENTER ST","Rear","2","Prunus spp.","2.4","No","Sidewalk Pit","13.0"
"POINT (-71.39858428230013 41.837800039027734)","63",,"BOYLSTON AVE","MONTAGUE ST","BOYLSTON AVE","MORRIS AVE","Side","2","Amelanchier arborea","4.0","Yes","Sidewalk Pit","3.0"
"POINT (-71.41362275768216 41.84983941976905)","232",,"SILVER SPRING ST","SILVER SPRING ST","SILVER SPRING ST","GRAFTON ST","Front","1","Gleditsia triacanthos","13.0","Yes","Sidewalk Pit","4.0"
"POINT (-71.40239619438069 41.83213121252939)","77",,"KEENE ST","KEENE ST","BROWN ST","THAYER ST","Front","2","Zelkova serrata","10.8","Yes","Sidewalk Pit","2.0"
"POINT (-71.41792072903453 41.79721714286242)","82",,"LENOX AVE","NIAGARA ST","LENOX AVE","SUMTER ST","Side","1","Corylus colurna","2.0","No","Lawn Strip","9.0"
"POINT (-71.42424546751965 41.80841909202848)","206",,"ELMWOOD AVE","DARTMOUTH AVE","ELMWOOD AVE","BROAD ST","Side","5","Acer platanoides","9.0","Yes","Lawn Strip","11.0"
"POINT (-71.44706353668096 41.81018665939869)","30",,"PRISCILLA AVE","PRISCILLA AVE","WALLACE ST","CLARENCE ST","Front","2","Prunus virginiana 'Schubert'","2.0","Yes","Lawn Strip","15.0"
"POINT (-71.42005545877326 41.80333647235779)","26",,"STANWOOD ST","STANWOOD ST","NIAGARA ST","BROAD ST","Front","1","Acer tataricum","2.0","Yes","Sidewalk Pit","9.0"
"POINT (-71.42448274839914 41.796879373455816)","229",,"ATLANTIC AVE","ATLANTIC AVE","MELROSE ST","ELMWOOD AVE","Front","1","Acer platanoides","16.6","No","Lawn Strip","9.0"
"POINT (-71.41432549639532 41.851907781261524)","1",,"HORTON ST","NORTHUP AVE","NORTHUP AVE","DEAD END","Side","1","Ulmus spp.","3.0","No","Sidewalk Pit","4.0"
"POINT (-71.42269618608779 41.79796240543538)","178",,"LEXINGTON AVE","MELROSE ST","LEXINGTON AVE","ATLANTIC AVE","Front","3","Acer platanoides","18.0","None","Lawn Strip","9.0"
"POINT (-71.44584182561903 41.83958878019339)","25",,"ELMCROFT AVE","ELMCROFT AVE","ACADEMY AVE","WHITFORD AVE","Front","1","Fraxinus pennsylvanica","17.0","No","Lawn Strip","5.0"
"POINT (-71.4617209999625 41.80681313299618)","104",,"SILVER LAKE AVE","SILVER LAKE AVE","FARMINGTON AVE","PRUDENCE AVE","Front","1","Fraxinus pennsylvanica","17.0","No","Sidewalk Pit","7.0"
"POINT (-71.4110055170088 41.81771571686529)","14",,"IMPERIAL PL","HOSPITAL ST","BASSETT ST","ELBOW ST","Rear","1","Zelkova serrata","2.0","No","Sidewalk Pit","1.0"
"POINT (-71.39779705398112 41.84940835706333)","14",,"BREWSTER ST","SUMMIT AVE","BREWSTER ST","4TH ST","Side","1","Tilia americana","9.0","No","Lawn Strip","3.0"
"POINT (-71.42046976673636 41.796605946029814)","149",,"LENOX AVE","LENOX AVE","HAMILTON ST","MELROSE ST","Front","1","Gymnocladus dioicus","6.0","No","Lawn Strip","9.0"
"POINT (-71.4240301705575 41.80546059988173)","109",,"PRINCETON AVE","PRINCETON AVE","UPDIKE ST","ELMWOOD AVE","Front","2","Prunus cerasifera","2.5","No","Sidewalk Pit","11.0"
"POINT (-71.44117538251709 41.84726249049955)","153",,"SANDRINGHAM AVE","SANDRINGHAM AVE","SHARON ST","RIVER AVE","Front","1","Quercus palustris","33.0","No","Lawn Strip","14.0"
"POINT (-71.44285314419994 41.84055511771143)","55",,"WABUN AVE","WABUN AVE","SMITH ST","ACADEMY AVE","Front","2","Pyrus calleryana","9.0","Yes","Lawn Strip","5.0"
"POINT (-71.39418244634952 41.82314512272176)","80",,"GOVERNOR ST","GOVERNOR ST","WILLIAMS ST","POWER ST","Median","8","Acer platanoides","20.0","Yes","Unassigned","1.0"
"POINT (-71.43299836502666 41.83996470699708)","84",,"TYNDALL AVE","TYNDALL AVE","PASTEUR ST","SMITH ST","Front","1","Malus spp","3.0","Yes","Sidewalk Pit","5.0"
"POINT (-71.42360315256154 41.80001333585875)","136",,"MITCHELL ST","MITCHELL ST","MELROSE ST","HAMILTON ST","Front","1","Acer tartaricum","2.0","Yes","Lawn Strip","9.0"
"POINT (-71.44103661018559 41.82744953627974)","76",,"WEALTH AVE","WEALTH AVE","HURON ST","ACADEMY AVE","Front","1","Pyrus calleryana","7.0","Yes","Sidewalk Pit","6.0"
"POINT (-71.41751447531745 41.82029691149014)","274",,"WASHINGTON ST","JACKSON WALKWAY","DAVE GAVITT WAY","JACKSON WALKWAY","Side","8","Tilia cordata","14.0","No","Lawn - No Sidewalk","1.0"
"POINT (-71.44047234046111 41.841857544926256)","503",,"RIVER AVE","RIVER AVE","SMITH ST","EATON ST","Front","2","Prunus serrulata 'Kwanzan'","3.0","Yes","Lawn Strip","5.0"
"POINT (-71.41812115746812 41.82245442596135)","197",,"FOUNTAIN ST","BROAD ST","SERVICE RD","GREENE ST","Rear","3","Platanus x acerifolia","11.0","No","Lawn - No Sidewalk","1.0"
"POINT (-71.43173236240018 41.838010364194666)","38",,"RADCLIFFE AVE","RADCLIFFE AVE","CHAD BROWN ST","SMITH ST","Front","1","Acer campestre","3.0","No","Lawn Strip","12.0"
"POINT (-71.39231975225967 41.84855606001513)","57",,"LORIMER AVE","4TH ST","LORIMER AVE","HOLLY ST","Side","1","Prunus spp.","7.8","Yes","Lawn Strip","3.0"
"POINT (-71.41938548376018 41.81264595668912)","466",,"PINE ST","PINE ST","SOMERSET ST","PORTLAND ST","Front","3","Zelkova serrata","2.0","No","Sidewalk Pit","11.0"
"POINT (-71.40710309409458 41.84032787354155)","41",,"JENKINS ST","JENKINS ST","N MAIN ST","PADELFORD ST","Front","3","Zelkova serrata","22.0","Yes","Sidewalk Pit","3.0"
"POINT (-71.38979950648074 41.82665856442683)","82",,"PITMAN ST","PITMAN ST","GANO ST","WAYLAND AVE","Front","1","Tilia cordata","14.0","Yes","Sidewalk Pit","1.0"
"POINT (-71.45291913139309 41.82533766128171)","1063",,"ATWELLS AVE","ATWELLS AVE","LYNCH ST","DUTTON ST","Front","1","Acer rubrum","13.0","Yes","Sidewalk Pit","6.0"
"POINT (-71.39720696798321 41.84155781188111)","300",,"MORRIS AVE","LARCH ST","MORRIS AVE","HOPE ST","Side","1","Acer palmatum","15.0","Yes","Lawn Strip","3.0"
"POINT (-71.42190530975462 41.816609562392834)","41",,"FRICKER ST","FRICKER ST","WESTMINSTER ST","BROAD ST","Front","6","Platanus x acerifolia","5.0","No","Sidewalk Pit","11.0"
"POINT (-71.4329822717868 41.817141837337765)","12",,"ALMY ST","SLOCUM ST","SLOCUM ST","WESTMINSTER ST","Side","3","Prunus serrulata 'Kwanzan'","2.0","Yes","Lawn Strip","13.0"
"POINT (-71.40857780499988 41.82597095836252)","17",,"CANAL WALK","CANAL WALK","CANAL WALK","N MAIN ST","Side","2","Quercus rubra","18.0","No","Sidewalk Pit","1.0"
"POINT (-71.39395497572963 41.833507147738096)","109",,"ARLINGTON AVE","LLOYD AVE","ARLINGTON AVE","TABER AVE","Side","2","Prunus serrulata 'Kwanzan'","13.0","Yes","Lawn Strip","2.0"
"POINT (-71.44056688832981 41.82534865430506)","31",,"NEWARK ST","NEWARK ST","VALLEY ST","CUTLER ST","Front","1","Fraxinus pennsylvanica","8.0","Yes","Sidewalk Pit","15.0"
"POINT (-71.43939811575228 41.84728051839525)","704",,"RIVER AVE","RIVER AVE","BRADLEY ST","SANDRINGHAM AVE","Front","1","Acer ginnala","2.3","Yes","Lawn Strip","14.0"
"POINT (-71.42133410859034 41.795768096275495)","185",,"SUMTER ST","MELROSE ST","LENOX AVE","SUMTER ST","Side","2","Zelkova serrata","9.0","No","Lawn Strip","9.0"
"POINT (-71.42046574342297 41.82767963225679)","65",,"HARRIS AVE","HARRIS AVE","ACORN ST","KINSLEY AVE","Front","1","Platanus x acerifolia","13.0","No","Sidewalk Pit","12.0"
"POINT (-71.40247389747489 41.786861916347505)","1491",,"BROAD ST","BROAD ST","FARRAGUT AVE","CYR ST","Front","1","Platanus x acerifolia","20.0","No","Sidewalk Pit","9.0"
"POINT (-71.42654990997868 41.81862727855744)","218","Y","CARPENTER ST","CARPENTER ST","BATTEY ST","WEST FOUNTAIN ST","Front","4","Prunus spp.","2.0","Yes","Sidewalk Pit","13.0"
"POINT (-71.39080855833078 41.839037001060504)","38",,"UPTON AVE","UPTON AVE","WAYLAND AVE","ELMGROVE AVE","Front","2","Liriodendron tulipifera","7.1","Yes","Lawn Strip","2.0"
"POINT (-71.38313811111485 41.83250571103627)","287",,"BUTLER AVE","E ORCHARD ST","BUTLER AVE","PATERSON ST","Side","1","Gleditsia triacanthos","6.8","Yes","Sidewalk Pit","2.0"
"POINT (-71.3894646821968 41.83318566509578)","90",,"IRVING AVE","IRVING AVE","WAYLAND AVE","ELMGROVE AVE","Front","2","Ginkgo biloba","2.0","No","Lawn Strip","2.0"
"POINT (-71.41924139268096 41.83585253980012)","5",,"BERNON ST","BERNON ST","WAYNE ST","BERNON ST","Side","2","Pyrus calleryana","5.8","Yes","Sidewalk Pit","12.0"
"POINT (-71.38739947069438 41.84138796249262)","232",,"SLATER AVE","MOUNT AVE","COLE AVE","SLATER AVE","Side","1","Quercus palustris","5.0","No","Lawn Strip","2.0"
"POINT (-71.44129041421405 41.83661747422933)","47",,"SHARON ST","SHARON ST","PLEASANT VALLEY PKWY","MOORLAND AVE","Front","1","Acer platanoides 'Crimson King'","2.0","Yes","Lawn Strip","5.0"
"POINT (-71.40286307621346 41.822151104057156)","367",,"BENEFIT ST","WILLIAMS ST","BENEFIT ST","BROOK ST","Side","3","Pyrus calleryana","1.25","No","Sidewalk Pit","1.0"
"POINT (-71.3870536353982 41.83316303640941)","98",,"ELTON ST","HUMBOLDT AVE","ELTON ST","IRVING AVE","Side","2","Gleditsia triacanthos","13.0","No","Lawn Strip","2.0"
"POINT (-71.38468469961671 41.842443276579026)","249",,"BLACKSTONE BLVD","GROTTO AVE","BROOKWAY RD","MOUNT AVE","Side","1","Quercus alba","31.0","None","Lawn - No Sidewalk","2.0"
"POINT (-71.45002905117964 41.84140994301036)","8",,"TRINITY PKWY","TRINITY PKWY","DEAD END","MISSION PL","Front","1","Acer rubrum","20.0","Yes","Lawn - No Sidewalk","5.0"
"POINT (-71.43599171030297 41.818327225946526)","529",,"BROADWAY","BROADWAY","BELL ST","BAINBRIDGE AVE","Front","2","Zelkova serrata","2.0","No","Lawn Strip","13.0"
"POINT (-71.43307413744573 41.811932763869265)","51",,"CHAPIN AVE","CHAPIN AVE","PARADE ST","MESSER ST","Front","2","Celtis occidentalis","9.0","No","Sidewalk Pit","13.0"
"POINT (-71.44422476550933 41.84108571000546)","140",,"NELSON ST","NELSON ST","SMITH ST","WABUN AVE","Front","1","Platanus x acerifolia","6.0","No","Lawn Strip","5.0"
"POINT (-71.45036298439089 41.836811852342166)","96",,"METROPOLITAN RD","METROPOLITAN RD","MT PLEASANT AVE","FREESE ST","Front","1","Acer rubrum","16.5","No","Lawn Strip","5.0"
"POINT (-71.40761393893013 41.808151259899056)","209",,"RHODES ST","RHODES ST","EDDY ST","ALPHONSO ST","Front","1","Malus spp","4.0","No","Sidewalk Pit","11.0"
"POINT (-71.45076088106138 41.84223480620502)","49",,"TRINITY PKWY","TRINITY PKWY","LOXLEY RD","CATHEDRAL AVE","Median","1","Pyrus calleryana","20.0","No","Lawn - No Sidewalk","5.0"
"POINT (-71.39479104896758 41.787760300674165)","135",,"MASSACHUSETTS AVE","MASSACHUSETTS AVE","MICHIGAN AVE","NARRAGANSETT BLVD","Front","1","Tilia spp.","10.0","Yes","Lawn Strip","10.0"
"POINT (-71.41595704256302 41.79786201060955)","30",,"LENOX AVE","EMERSON ST","LENOX AVE","SUMTER ST","Side","1","Tilia cordata","2.0","No","Sidewalk Pit","9.0"
"POINT (-71.40056140560239 41.790373551330575)","337",,"NEW YORK AVE","NEW YORK AVE","EDDY ST","VIRGINIA AVE","Front","1","Platanus x acerifolia","28.0","Yes","Lawn Strip","10.0"
"POINT (-71.40753445860919 41.78886015988191)","115",,"CALLA ST","CALLA ST","BERNARD ST","CACTUS ST","Front","2","Pyrus calleryana","5.0","No","Lawn Strip","9.0"
"POINT (-71.43376614737393 41.81182181094356)","72",,"CHAPIN AVE","CHAPIN AVE","PARADE ST","MESSER ST","Front","3","Malus spp","2.0","Yes","Lawn Strip","11.0"
"POINT (-71.4024587332035 41.819175774803696)","566",,"S MAIN ST","WATER ST /S","WICKENDEN ST","DOLLAR ST","Rear","14","Acer rubrum","1.75","None","Sidewalk Pit","1.0"
"POINT (-71.38629573130508 41.8337971974399)","152",,"IRVING AVE","IRVING AVE","SLATER AVE","COLE AVE","Front","1","Tilia spp.","6.0","No","Lawn Strip","2.0"
"POINT (-71.40182841408216 41.79191364635428)","240",,"CHAPMAN ST","TORONTO AVE","VIRGINIA AVE","EDDY ST","Rear","1","Zelkova serrata","3.0","No","Sidewalk Pit","10.0"
"POINT (-71.40746306467145 41.84268804799898)","839",,"N MAIN ST","N MAIN ST","ROCHAMBEAU AVE","CYPRESS ST","Median","4","Tilia cordata","8.0","No","Lawn - No Sidewalk","3.0"
"POINT (-71.39572126353278 41.84878741462783)","53","N","LAURISTON ST","LAURISTON ST","BAYARD ST","HOPE ST","Front","1","Syringa reticulata","3.0","Yes","Lawn Strip","3.0"
"POINT (-71.42204548499997 41.81676499631548)","41",,"FRICKER ST","FRICKER ST","WESTMINSTER ST","BROAD ST","Front","3","Platanus x acerifolia","3.5","No","Lawn Strip","11.0"
"POINT (-71.45098224120977 41.84639098560526)","96",,"RAVENSWOOD AVE","RAVENSWOOD AVE","GENTIAN AVE","ARDMORE AVE","Front","1","Acer platanoides","21.0","Yes","Lawn Strip","5.0"
"POINT (-71.41314707243228 41.82640745966648)","15",,"MEMORIAL BLVD","MEMORIAL BLVD","FRANCIS ST","STEEPLE ST","Front","2","Fraxinus pennsylvanica","9.0","No","Lawn - No Sidewalk","1.0"
"POINT (-71.40980232951866 41.84166482016366)","35",,"LIVINGSTON ST","LIVINGSTON ST","MECHANICS AVE","DRYDEN LN","Front","3","Tilia spp.","19.0","No","Sidewalk Pit","3.0"
"POINT (-71.43309425400732 41.81633574058381)","1440",,"WESTMINSTER ST","WESTMINSTER ST","PARADE ST","BRIDGHAM ST","Front","2","Tilia cordata","20.0","No","Lawn Strip","13.0"
"POINT (-71.39088882264787 41.83224906300618)","18",,"ELTON ST","ELTON ST","ELMGROVE AVE","TABER AVE","Front","1","Quercus palustris","11.0","No","Sidewalk Pit","2.0"
"POINT (-71.39786383191483 41.84564055524417)","78",,"DANA ST","DANA ST","HOPE ST","IVY ST","Front","2","Pyrus calleryana","7.9","No","Lawn Strip","3.0"
"POINT (-71.43406051981313 41.83942417131076)","51",,"HUXLEY AVE","HUXLEY AVE","SMITH ST","PASTEUR ST","Front","1","Prunus serrulata 'Kwanzan'","7.0","Yes","Lawn Strip","5.0"
"POINT (-71.39399396545613 41.83859289508016)","303",,"TABER AVE","TABER AVE","HAZARD AVE","DOYLE AVE","Side","2","Acer saccharum","52.0","No","Lawn Strip","3.0"
"POINT (-71.39663565743285 41.84750974834217)","33",,"EXETER ST","EXETER ST","SUMMIT AVE","GLENDALE AVE","Front","1","Prunus cerasifera","7.0","No","Lawn Strip","3.0"
"POINT (-71.4267549581972 41.81847649493429)","13",,"WEST FOUNTAIN ST","WEST FOUNTAIN ST","BATTEY ST","CARPENTER ST","Front","1","Maacki amurense","2.4","Yes","Sidewalk Pit","13.0"
"POINT (-71.39761064041137 41.84217326225111)","15",,"POPLAR ST","POPLAR ST","HOPE ST","MORRIS AVE","Front","1","Prunus spp.","9.0","Yes","Sidewalk Pit","3.0"
"POINT (-71.44187748271172 41.82737258760444)","48",,"WEALTH AVE","WEALTH AVE","HURON ST","ACADEMY AVE","Front","1","Pyrus calleryana","6.0","Yes","Sidewalk Pit","6.0"
"POINT (-71.43388818788445 41.811830807132324)","72",,"CHAPIN AVE","CHAPIN AVE","PARADE ST","MESSER ST","Front","1","Koelreuteria paniculata","2.5","Yes","Lawn Strip","11.0"
"POINT (-71.42608636789814 41.79663633637968)","1",,"RESERVOIR AVE","RESERVOIR AVE","ELMWOOD AVE","ATLANTIC AVE","Front","5","Platanus x acerifolia","2.0","Yes","Sidewalk Pit","10.0"
"POINT (-71.3904933987895 41.83906797480025)","52",,"UPTON AVE","WAYLAND AVE","UPTON AVE","SESSIONS ST","Side","3","Pyrus calleryana","12.2","No","Lawn Strip","2.0"
"POINT (-71.43953054982224 41.82117591689666)","46",,"HELME ST","HELME ST","VALLEY ST","DESOTO","Front","1","Acer rubrum","11.0","No","Sidewalk Pit","15.0"
"POINT (-71.39504510748799 41.84468995319884)","14",,"SARGENT AVE","SARGENT AVE","ELMGROVE AVE","MORRIS AVE","Front","1","Acer platanoides","3.0","Yes","Lawn Strip","3.0"
"POINT (-71.39974433768124 41.83678487295828)","35",,"BRENTON AVE","BRENTON AVE","OLNEY ST","MONTAGUE ST","Front","1","Acer rubrum","9.0","Yes","Lawn Strip","3.0"
"POINT (-71.3954552417713 41.82521297605265)","110",,"BENEVOLENT ST","COOKE ST","GEORGE ST","BENEVOLENT ST","Side","6","Acer spp.","8.0","No","Lawn Strip","1.0"
"POINT (-71.43725557082387 41.80321392715919)","48",,"NINIGRET AVE","NINIGRET AVE","HUNTINGTON AVE","ANTHONY AVE","Front","1","Acer rubrum","16.0","No","Sidewalk Pit","8.0"
"POINT (-71.42348725187773 41.82468008925094)","68","Y","CEDAR ST","CEDAR ST","BRAYTON AVE","BOND ST","Front","5","Acer rubrum","9.1","Yes","Sidewalk Pit","13.0"
"POINT (-71.4060189264187 41.788098349513476)","58",,"HOMER ST","HOMER ST","CACTUS ST","BROAD ST","Front","1","Platanus x acerifolia","16.0","Yes","Lawn Strip","9.0"
"POINT (-71.405211775366 41.82942354047403)","76",,"PROSPECT ST","PROSPECT ST","BOWEN ST","ANGELL ST","Front","2","Acer platanoides 'Crimson King'","12.0","Yes","Sidewalk Pit","2.0"
"POINT (-71.39083198792663 41.8292035758626)","277",,"GANO ST","GANO ST","MEDWAY ST","ANGELL ST","Front","1","Tilia cordata","8.5","No","Lawn Strip","1.0"
"POINT (-71.41691323525762 41.83501520331443)","21",,"DOUGLAS AVE","DOUGLAS AVE","ORMS ST","CHALKSTONE AVE","Front","1","Pyrus calleryana","4.5","Yes","Sidewalk Pit","12.0"
"POINT (-71.43871750521178 41.82735434975334)","2",,"DORR ST","RILL ST","DORR ST","BOYD ST","Side","2","Fraxinus pennsylvanica","13.0","No","Sidewalk Pit","12.0"
"POINT (-71.45944623729154 41.81864466431871)","470",,"HARTFORD AVE","HARTFORD AVE","PETTEYS AVE","IDA ST","Front","1","Pyrus calleryana","6.0","No","Sidewalk Pit","7.0"
"POINT (-71.42164118489265 41.83452694304116)","93",,"GODDARD ST","GODDARD ST","DOUGLAS AVE","CANDACE ST","Front","1","Ginkgo biloba","2.0","No","Sidewalk Pit","12.0"
"POINT (-71.41224209058437 41.85395659688872)","110",,"ROYAL LITTLE DR","SILVER SPRING ST","DEAD END","FELIX MIRANDO WAY","Rear","5","Gleditsia triacanthos","18.0","No","Sidewalk Pit","4.0"
"POINT (-71.42086625793368 41.783702268414956)","63",,"ALGER AVE","ALGER AVE","CARLISLE ST","DEPEW ST","Front","1","Gleditsia triacanthos","12.0","None","Lawn Strip","8.0"
"POINT (-71.44806426345507 41.81295654348982)","24",,"POCASSET AVE","BANCROFT ST","DUNFORD ST","BANCROFT ST","Side","3","Acer platanoides 'Crimson King'","13.0","No","Sidewalk Pit","15.0"
"POINT (-71.41909362148897 41.81307356315958)","447",,"PINE ST","PINE ST","PEARL ST","PORTLAND ST","Front","2","Tilia cordata","13.0","Yes","Sidewalk Pit","11.0"
"POINT (-71.40064733037866 41.78796649641684)","281",,"VERMONT AVE","VERMONT AVE","VIRGINIA AVE","EDDY ST","Front","2","Tilia americana","4.0","No","Lawn Strip","10.0"
"POINT (-71.46110552606861 41.813465150020164)","16",,"DUXBURY ST","DUXBURY ST","PLAINFIELD ST","KILLINGLY ST","Front","1","Robinia pseudoacacia","14.0","Yes","Sidewalk Pit","7.0"
"POINT (-71.4132445662052 41.80170979414081)","239",,"OXFORD ST","PRAIRIE AVE","SAYLES ST","OXFORD ST","Side","2","Gleditsia triacanthos","14.0","Yes","Sidewalk Pit","10.0"
"POINT (-71.43762863018804 41.85069663491304)","60",,"GLOUCESTER ST","GLOUCESTER ST","SUNBURY ST","AUGUSTA ST","Front","1","Fraxinus pennsylvanica","17.0","Yes","Lawn - No Sidewalk","14.0"
"POINT (-71.45134199249267 41.82526920468648)","1013",,"ATWELLS AVE","ATWELLS AVE","ERASTUS ST","LEAH ST","Front","1","Pyrus calleryana","5.0","Yes","Sidewalk Pit","6.0"
"POINT (-71.4028416185441 41.82175833253508)","373",,"BENEFIT ST","BENEFIT ST","WICKENDEN ST","POWER ST","Front","1","Ulmus spp.","13.0","No","Sidewalk Pit","1.0"
"POINT (-71.4261895774675 41.8294803982418)","45",,"PLEASANT VALLEY PKWY","PROMENADE ST","PROMENADE ST","WEST PARK ST","Side","1","Pyrus calleryana","21.0","Yes","Sidewalk Pit","12.0"
"POINT (-71.44474644052633 41.81623129206397)","43",,"PLAINFIELD ST","PLAINFIELD ST","HARTFORD AVE","ATWOOD ST","Front","2","Ulmus americana 'Valley Forge'","10.0","No","Sidewalk Pit","15.0"
"POINT (-71.39432964875688 41.82666792565578)","71",,"MANNING ST","MANNING ST","GOVERNOR ST","COOKE ST","Front","1","Fraxinus pennsylvanica","13.0","No","Lawn Strip","1.0"
"POINT (-71.40050268392062 41.84774250077153)","68",,"DEXTERDALE RD","DEXTERDALE RD","CAMP ST","SUMMIT AVE","Front","1","Acer rubrum","7.0","No","Lawn Strip","3.0"
"POINT (-71.44901651728117 41.84834362384377)","152",,"MODENA AVE","MODENA AVE","LOTUS PL","FORBES ST","Front","1","Platanus x acerifolia","9.0","No","Lawn Strip","5.0"
"POINT (-71.38638416514381 41.83874521342759)","151",,"SLATER AVE","FREEMAN PKWY","SLATER AVE","BLACKSTONE BLVD","Front","1","Acer saccharum","11.0","Yes","Lawn Strip","2.0"
"POINT (-71.41224074947769 41.82323995805331)","213",,"WESTMINSTER ST","WESTMINSTER ST","DORRANCE ST","EDDY ST","Front","1","Gleditsia triacanthos","7.0","No","Sidewalk Pit","1.0"
"POINT (-71.43871410277923 41.83775786362798)","63",,"WYNDHAM AVE","WYNDHAM AVE","SMITH ST","PLEASANT VALLEY PKWY","Front","1","Tilia cordata","19.0","Yes","Lawn - No Sidewalk","5.0"
"POINT (-71.42970058906073 41.82017223066747)","190",,"KNIGHT ST","KNIGHT ST","BROADWAY","GROVE ST","Front","1","Fraxinus pennsylvanica","10.0","No","Sidewalk Pit","13.0"
"POINT (-71.40070480714138 41.84147940459259)","520",,"HOPE ST","CYPRESS ST","IVY ST","HOPE ST","Side","1","Syringa reticulata","1.0","Yes","Lawn Strip","3.0"
"POINT (-71.41725496489252 41.82326374841287)","101",,"SABIN ST","SABIN ST","SNOW ST","LASALLE SQ","Front","2","Zelkova serrata","4.9","No","Sidewalk Pit","1.0"
"POINT (-71.45531384161069 41.84824360805826)","15",,"PECKHAM AVE","PECKHAM AVE","SMITH ST","CITY LIMIT","Front","2","Fraxinus pennsylvanica","11.0","No","Lawn Strip","5.0"
"POINT (-71.39822234713999 41.823048506318166)","127",,"POWER ST","POWER ST","BROOK ST","HOPE ST","Front","1","Acer platanoides","15.0","Yes","Sidewalk Pit","1.0"
"POINT (-71.42448526218321 41.798239357393335)","182",,"ONTARIO ST","ONTARIO ST","ELMWOOD AVE","MELROSE ST","Front","2","Quercus bicolor","2.0","No","Lawn Strip","9.0"
"POINT (-71.42832428056128 41.81890017256603)","253",,"KNIGHT ST","KNIGHT ST","BRIGHTON ST","GRAND ST","Front","2","Prunus serrulata 'Kwanzan'","4.0","Yes","Sidewalk Pit","13.0"
"POINT (-71.42174499405853 41.800705134080864)","84",,"HAMILTON ST","MITCHELL ST","NIAGARA ST","HAMILTON ST","Side","2","Quercus coccinea","1.0","No","Sidewalk Pit","9.0"
"POINT (-71.38998377907808 41.85374962052544)","670",,"BLACKSTONE BLVD","BLACKSTONE BLVD","NORTH AVE","WINFIELD RD","Front","1","Acer platanoides","17.3","Yes","Lawn Strip","3.0"
"POINT (-71.38452298330637 41.84229641923693)","18",,"WOODLAND TER","GROTTO AVE","MOUNT AVE","WOODLAND TER","Rear","10","Tsuga candensis","5.0","Yes","Lawn - No Sidewalk","2.0"
"POINT (-71.43864810305531 41.813315910889116)","159",,"HUDSON ST","HUDSON ST","ELLERY ST","SERVICE RD","Front","1","Prunus serrulata 'Kwanzan'","5.0","Yes","Lawn Strip","13.0"
"POINT (-71.3933378814909 41.82010526774474)","505",,"WICKENDEN ST","WICKENDEN ST","GOVERNOR ST","IVES ST","Front","1","Malus spp","6.7","Yes","Sidewalk Pit","1.0"
"POINT (-71.40918245255816 41.80019526784946)","43",,"COLFAX ST","COLFAX ST","RUGBY ST","OCEAN ST","Front","1","Acer rubrum","12.0","Yes","Sidewalk Pit","10.0"
"POINT (-71.43540570031729 41.790513509084334)","41",,"WESTMORE ST","WESTMORE ST","NIANTIC AVE","LAKEVIEW DR","Front","1","Acer platanoides","16.0","No","Lawn - No Sidewalk","8.0"
"POINT (-71.39229113356001 41.836163306309494)","15",,"LAUREL CT","LAUREL CT","EVERETT AVE","LAUREL AVE","Front","2","Cornus florida","10.0","Yes","Lawn Strip","2.0"
"POINT (-71.4226667384683 41.821293091520246)","160",,"BROADWAY","BROADWAY","RINGGOLD ST","DEAN ST","Front","1","Zelkova serrata","10.0","No","Sidewalk Pit","13.0"
"POINT (-71.41806959163245 41.79587539099362)","119",,"GALLATIN ST","GALLATIN ST","NIAGARA ST","HAMILTON ST","Front","1","Gleditsia triacanthos","1.0","Yes","Lawn Strip","9.0"
"POINT (-71.42727810115892 41.82172943372703)","71",,"AMERICA ST","AMERICA ST","FEDERAL ST","BROADWAY","Front","1","Fraxinus pennsylvanica","7.0","No","Sidewalk Pit","13.0"
"POINT (-71.42707327581455 41.835730598426565)","586",,"SMITH ST","SMITH ST","YOUNG AVE","CHALKSTONE AVE","Front","1","Prunus serrulata 'Kwanzan'","2.6","Yes","Sidewalk Pit","12.0"
"POINT (-71.39352848592597 41.8482568858131)","110",,"LAURISTON ST","LAURISTON ST","LORIMER AVE","HOPE ST","Front","1","Quercus rubra","3.5","Yes","Lawn Strip","3.0"
"POINT (-71.43175650226998 41.839416677715036)","29",,"CHAD BROWN ST","CHAD BROWN ST","PINEHURST AVE","RADCLIFFE AVE","Front","1","Quercus palustris","46.0","No","Lawn Strip","12.0"
