"noid","codigo_departamento","nombre_departamento","codigo_municipio","nombre_municipio","zona_postal","codigo_postal","limite_norte","limite_sur","limite_este","limite_oeste","tipo","barrios_contenidos_en_el","veredas_contenidas_en_el"
"1.022","17","CALDAS","17446","MARULANDA","1.73","173.007","MPIO. SALAMINA Y PENSILVANIA","MUNICIPIO HERVEO","MUNICIPIO MANZANARES","M. SALAMINA- NEIRA Y MANIZALES","Rural","Sin Informacion de Barrios","Cabecera Municipal- La Laguna-  Las Penas-  Naranja"
"3.152","73","TOLIMA","73055","ARMERO","7.32","732.06","CL 19","CL 2","KR 19","KR 2","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"618","13","BOLIVAR","13430","MAGANGUE","1.325","132.518","MUNICIPIO CORDOBA","VIA MAGANGUE-SAN PEDRO","VIA MAGANGUE-TACAMOCHA","MUNICIPIO BUENAVISTA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.571","54","NORTE DE SANTANDER","54174","CHITAGA","5.44","544.03","DG 7A","LIMITE URBANO","KR 1","KR 9B","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.663","25","CUNDINAMARCA","25053","ARBELAEZ","2.52","252.007","MUNICIPIO FUSAGASUGA","M. PANDI Y SAN BERNARDO","VIA FUSAG.-SAN BERNARDO","MUNICIPIO ICONONZO","Rural","Sin Informacion de Barrios","EL PLACER- GUAYABAL-  SAN PATRICIO"
"1.595","25","CUNDINAMARCA","25426","MACHETA","2.508","250.84","CL 10","CL 1","KR 2","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.903","27","CHOCO","27615","RIOSUCIO","2.78","278.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.645","54","NORTE DE SANTANDER","54810","TIBU","5.48","548.01","CL 23","CL 0","KR 12 E","KR 15","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.789","68","SANTANDER","68147","CAPITANEJO","6.815","681.541","CL 12","CL 10 SUR","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.712","25","CUNDINAMARCA","25878","VIOTA","2.526","252.66","CL 31","LIMITE URBANO","KR 6","KR 11A","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"769","15","BOYACA","15183","CHITA","1.516","151.601","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.73","25","CUNDINAMARCA","25898","ZIPACON","2.53","253.01","CL 11","CL 1","KR 1","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.614","54","NORTE DE SANTANDER","54385","LA ESPERANZA","5.46","546.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"795","15","BOYACA","15114","BUSBANZA","1.52","152.087","MUNICIPIO BUSVANZA","MUNICIPIO CORRALES","MUNICIPIO CORRALES","MUNICIPIO FLORESTA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"150","5","ANTIOQUIA","5690","SANTO DOMINGO","530","53.04","LIMITE URBANO","LIMITE URBANO","KR 9","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.892","68","SANTANDER","68418","LOS SANTOS","6.84","684.001","CL 1","CL 7A","ARAMAL","KR 11","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.605","25","CUNDINAMARCA","25486","NEMOCON","2.51","251.03","CL 11","CL 3 S","LIMITE URBANO","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.82","68","SANTANDER","68682","SAN JOAQUIN","6.825","682.511","TV 6A","LIMITE URBANO","CL 10","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"477","11","BOGOTA D.C.","11001","LOCALIDAD USME","1.105","110.531","CL  81A S","TV 11C  Y  LIMITE URBANO","LIMITE URBANO","AU LLANO","Urbano","Brisas del Llano- Chapinerito- El Bosque- El Bosque Central- El Bosque Central I- El Bosque Sur Oriental- El Bosque Sur Oriental Rural I- El Bosque Sur Oriental Rural I- El Nuevo Portal- El Nuevo Portal II- El Nuevo Portal II Rural- El Portal del Divino-","Sin Informacion de Veredas"
"2.599","54","NORTE DE SANTANDER","54261","EL ZULIA","5.455","545.51","CL 12 N","CL 13","AV 0","AV 12","Urbano","Alfonso Lopez- El Centro- El Triunfo- Francisco de Paula Santander- La Alejandra- La Ayala- Pueblo Nuevo","Sin Informacion de Veredas"
"312","5","ANTIOQUIA","5475","MURINDO","568","56.81","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Guamal"
"279","5","ANTIOQUIA","5368","JERICO","560","56.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"297","5","ANTIOQUIA","5861","VENECIA","564","56.42","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","La Amalia- Zona Urbana"
"3.102","73","TOLIMA","73001","IBAGUE","7.3","730.01","LIMITE URBANO Y KR 3","LIMITE URBANO","KR 1 Y CL 32","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cay Pyo- Chapaton Sector Rural-  El Cural-  El Gallo-  Pie de Cuesta las Maravillas-  Santa Teresa"
"77","5","ANTIOQUIA","5038","ANGOSTURA","518","51.81","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Batea Seca- Cabecera Municipal-  Los Pinos-  Pajarito Arriba"
"895","15","BOYACA","15835","TURMEQUE","1.536","153.63","CL 7","CL 5 S","KR 1","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"599","13","BOLIVAR","13248","EL GUAMO","1.32","132.001","CL 36","CL 3A","KR 7","KR 21","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.609","54","NORTE DE SANTANDER","54871","VILLA CARO","5.46","546.01","CL 5","CL 1","KR 9","KR 2 SUR","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.373","20","CESAR","20383","LA GLORIA","2.04","204.06","CL 13","CL 1","LIMITE URBANO","KR 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.815","27","CHOCO","27001","QUIBDO","2.7","270.002","CL 30 Y 31","RIO CABI Y LIMITE URBANO","LIMITE URBANO","RIO ATRATO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"403","8","ATLANTICO","8832","TUBARA","810","81.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.858","68","SANTANDER","68770","SUAITA","6.83","683.041","DG 7","CL 1","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Juda"
"3.566","91","AMAZONAS","91405","LA CHORRERA","9.14","914.057","MUNICIPIO SOLANO","M. EL ENCANTO Y PTO ARICA","M. PUERTO SANTANDER","M. PUERTO ALEGRIA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"15","5","ANTIOQUIA","5001","MEDELLIN","500","50.017","VIA PRINCIPAL","MUNICIPIO ENVIGADO","MUNICIPIO GUARNE","LIMITE URBANO","Rural","Sin Informacion de Barrios","Barro Blanco- El Llano SE-  El Placer-  El Plan-  Mazo-  Perico-  Piedra Gorda"
"842","15","BOYACA","15690","SANTA MARIA","1.528","152.82","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.138","73","TOLIMA","73283","FRESNO","7.315","731.56","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.505","86","PUTUMAYO","86755","SAN FRANCISCO","8.61","861.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.747","25","CUNDINAMARCA","25095","BITUIMA","2.532","253.22","CL 7","DG 1","KR 1","KR 7B","Urbano","Sin Informacion de Barrios","CENTRO"
"2.937","68","SANTANDER","68377","LA BELLEZA","6.85","685.061","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.117","18","CAQUETA","18460","MILAN","1.85","185.03","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.706","66","RISARALDA","66400","LA VIRGINIA","6.62","662.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Azufral- Caimalito-  La Aurora-  La Bodega-  La Carbonera"
"133","5","ANTIOQUIA","5604","REMEDIOS","528","52.82","LIMITE URBANO","LIMITE URBANO","CL 13","CL 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"577","13","BOLIVAR","13838","TURBANA","1.31","131.017","MUNICIPIO TURBACO","MPIO. CARTAGENA Y ARJONA","MUNICIPIO AJONA","MUNICIPIO CARTAGENA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.261","50","META","50270","EL DORADO","5.06","506.021","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","El Diamante"
"852","15","BOYACA","15761","SOMONDOCO","1.53","153.03","KR 1","KR 7","CL 1","CL 8","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.136","18","CAQUETA","18610","SAN JOSE DEL FRAGUA","1.86","186.07","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.169","73","TOLIMA","73275","FLANDES","7.335","733.51","CL 17","LIMITE URBANO","LIMITE URBANO","KR 16","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"844","15","BOYACA","15425","MACANAL","1.528","152.84","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URABANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.329","20","CESAR","20570","PUEBLO BELLO","2.01","201.001","CL 1","CL 15","KR 22","KR 2","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"386","8","ATLANTICO","8001","BARRANQUILLA","800","80.002","AC  72","CL  45","M. SITIO NUEVO","KR  38","Urbano","Base Naval- Bellavista- Boston- Colombia- El Prado- Las Delicias- Modelo- Montecristo- Rosario- San Francisco- Santana","Sin Informacion de Veredas"
"2.224","50","META","50577","PUERTO LLERAS","5.03","503.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.636","25","CUNDINAMARCA","25438","MEDINA","2.514","251.42","CL 17","LIMITE URBANO","KR 4","TV 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.545","25","CUNDINAMARCA","25260","EL ROSAL","2.502","250.21","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"207","5","ANTIOQUIA","5697","EL SANTUARIO","544","54.45","CL 58","LIMITE URBANO","KR 38","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.299","76","VALLE DEL CAUCA","76100","BOLIVAR","7.61","761.001","CL 11 A ROLDANILLO","CL 1","KR 1","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"808","15","BOYACA","15272","FIRAVITOBA","1.522","152.257","M. PIAPA Y TIBASOSA","M. PESCA E IZA","MUNICIPIO SOGAMOSO","MUNICIPIO TUTA","Rural","Sin Informacion de Barrios","Alizal- Alizal-  Cabecera Municipal-  El Hato-  El Hato-  Estancias Contiguas-  Estancias Contiguas-  Esterillal-  La Carrera-  La Carrera-  Naranjo-  Pastoreros-  Patrocinio-  Patrocinio-  Toledo-  Venta de Llano-  Villita y Malpaso"
"2.593","54","NORTE DE SANTANDER","54680","SANTIAGO","5.45","545.03","CL 10 A","CL 5 SUR","KR 1","KR 4","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.052","17","CALDAS","17524","PALESTINA","1.76","176.04","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","CL 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"190","5","ANTIOQUIA","5615","RIONEGRO","540","54.04","LIMITE URBANO","CL  18  Y  LIMITE URBANO","RIO NEGRO- CL 36  Y  LIMITE URBANO","KR 79-  TV 24A  Y  LIM URB","Urbano","Alto del Melio- Centro- Cuatro Esquinas- El Chite- El Faro- Gualanday- Hospital- Oriente- San Antonio- Santa Ana","Santa Ana"
"754","15","BOYACA","15317","GUACAMAYAS","1.512","151.22","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.845","68","SANTANDER","68176","CHIMA","6.83","683.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- El Centro"
"760","15","BOYACA","15244","EL COCUY","1.512","151.28","LIMITE URBANO","CL 1","LIMITE URBANO","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.659","63","QUINDIO","63190","CIRCASIA","6.31","631.001","KR 18","KR 4","A PEREIRA","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal- El Congal-  Los Pinos-  San Antonio"
"2.633","54","NORTE DE SANTANDER","54800","TEORAMA","5.47","547.03","CL 15","DG 1","KR 1","KR 8","Urbano","Sin Informacion de Barrios","Altagracia- El Juncal"
"58","5","ANTIOQUIA","5088","BELLO","510","51.057","LIMITE URBANO","MUNICIPIO MEDELLIN","MUNICIPIO COPACABANA","MUNICIPIO MEDELLIN","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"346","5","ANTIOQUIA","5172","CHIGORODO","574","57.41","LIMITE URBANO","LIMITE URBANO","CL 98","LIMOITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.051","70","SUCRE","70429","MAJAGUAL","7.03","703.05","KR 30","KR 7","CL 10","CL 1","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.572","25","CUNDINAMARCA","25224","CUCUNUBA","2.504","250.457","MUNICIPIO UBATE","MUNICIPIO SUESCA","MUNICIPIO LENGUAZAQUE","M. TAUSA Y SUTATAUSA","Rural","Sin Informacion de Barrios","AGUA CLARA- ALTO DE AIRE-  ATRAVIESAS-  CARRIZAL-  CHAPALA-  HATILLO-  LA FLORIDA-  LA LAGUNA-  LA PATERA-  MEDIA LUNA-  OVEJERAS-  PIEDRAS LARGAS"
"1.123","18","CAQUETA","18785","SOLITA","1.85","185.07","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.778","68","SANTANDER","68207","CONCEPCION","6.815","681.511","CL 18","CL 0","KR 1","KR 7","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.585","25","CUNDINAMARCA","25183","CHOCONTA","2.508","250.801","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","AGUA CALIENTE- RETIRO DE INDIOS-  TEJAR-  VERACRUZ"
"1.259","19","CAUCA","19392","LA SIERRA","1.94","194.001","CL 11","CL 1","KR 1","KR 6","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"295","5","ANTIOQUIA","5209","CONCORDIA","564","56.41","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.206","50","META","50606","RESTREPO","5.01","501.031","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 10","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"932","15","BOYACA","15469","MONIQUIRA","1.542","154.26","CL 34","CL 1","KR 1","KR 12","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.309","19","CAUCA","19318","GUAPI","1.96","196.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabecera Municipal"
"1.647","25","CUNDINAMARCA","25178","CHIPAQUE","2.518","251.801","CL 12","CL 1","KR 1","KR 7","Urbano","Sin Informacion de Barrios","Cabecera Municipal- Mongue"
"3.219","73","TOLIMA","73067","ATACO","7.35","735.05","CL 2","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.443","23","CORDOBA","23168","CHIMA","2.32","232.01","CL 7","CL 1","KR 17","KR 3","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.252","50","META","50350","LA MACARENA","5.05","505.021","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.775","25","CUNDINAMARCA","25572","PUERTO SALGAR","2.534","253.48","CL 19","CL 8","KR 9 E","KR 18","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"254","5","ANTIOQUIA","5607","RETIRO","554","55.437","MUNICIPIO ENVIGADO","MUNICPIO LA CEJA","MUNICIPIO RIO NEGRO","QUEBRADA AGUDELO","Rural","Sin Informacion de Barrios","Cabecera de Llanogrande- Cabecera Municipal-  Don Diego-  El Carmen-  El Portento-  El Tablazo-  Guayabito-  Lejos del Nido-  Los Salados-  Santa Helena-  Tablacito"
"434","8","ATLANTICO","8685","SANTO TOMAS","830","83.06","KR 27","KR 1","CL 0","CL 23A","Urbano","Altamira- Buena Esperanza- Camino Real- El Carmen- El Doral- La Florida- Los Cocos- Palo Negro","Sin Informacion de Veredas"
"3.04","70","SUCRE","70235","GALERAS","7.02","702.05","LIMITE URBANO","LIMITE URBANO","KR 13","A VALENCIA","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"357","5","ANTIOQUIA","5284","FRONTINO","574","57.45","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Cabritas- FRONTINO-  La Herradura-  Las Cabras-  San Lazaro"
"1.558","25","CUNDINAMARCA","25200","COGUA","2.504","250.401","CL 14","CL 1 S","KR 1 S","LIMITE URBANO","Urbano","Sin Informacion de Barrios","RINCON SANTO"
"1.243","19","CAUCA","19807","TIMBIO","1.935","193.52","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"878","15","BOYACA","15621","RONDON","1.534","153.427","MUNICIPIO SIACHOQUE","M. ZETAQUIRA Y RAMIRIQUI","MUNICIPIO PESCA","M. VIRACACHA Y CIENEGA","Rural","Sin Informacion de Barrios","Caros- Juracambita"
"612","13","BOLIVAR","13212","CORDOBA","1.325","132.501","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.622","25","CUNDINAMARCA","25372","JUNIN","2.512","251.22","CL 11","CL 1","KR 0","KR 7","Urbano","Sin Informacion de Barrios","JUNIN CABECERA"
"3.302","76","VALLE DEL CAUCA","76828","TRUJILLO","7.61","761.02","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.448","23","CORDOBA","23670","SAN ANDRES SOTAVENTO","2.32","232.03","LIMITE URBANO","LIMITE URBANO","KR 6","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.132","18","CAQUETA","18205","CURILLO","1.86","186.05","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"1.486","23","CORDOBA","23350","LA APARTADA","2.335","233.507","MUNICIPIO AYAPEL","MPIO. MONTELIBANO Y CAUCASIA","MUNICIPIO CAUCASIA","MUNICIPIO BUENAVISTA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.74","68","SANTANDER","68001","BUCARAMANGA","6.8","680.008","RIO SURATA","MUNICIPIO FLORIDABLANCA","MUNICIPIO TONA","LIMITE URBANO","Rural","Buenavista- El Diviso","Bolarqui Alto- Bolarqui Parte Baja-  Cuchilla Alta-  Gualilo Bajo-  Monserrate-  Montechiquito-  Palmas-  Retiro Grande Parte Baja-  Rosa Blanca"
"3.543","88","ARCHIPIELAGO DE SAN ANDRES","88564","PROVIDENCIA","8.8","880.027","LIMITE URB. (PROVIDENCIA) Y MAR CARIBE","MAR CARIBE","MAR CARIBE","MAR CARIBE","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"776","15","BOYACA","15757","SOCHA","1.516","151.64","CL 9A","CL 1","KR 1","KR 13","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.244","76","VALLE DEL CAUCA","76001","CALI","7.6","760.002","CL  7 N","CL 52  Y KR 1D","AC ORIENTAL","RIO CALI  Y  CL 52 N","Urbano","Calima- Chiminangos I- Chiminangos II- Flora Industrial- Los Parques - Barranquilla- Metropolitano del Norte- Torres de Comfandi- Villa del Sol","Sin Informacion de Veredas"
"1.084","18","CAQUETA","18247","EL DONCELLO","1.81","181.01","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.225","73","TOLIMA","73504","ORTEGA","7.355","735.501","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","KR 18","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"2.588","54","NORTE DE SANTANDER","54660","SALAZAR","5.445","544.57","LIMITE URBANO","LIMITE URBANO","KR 4 SUR","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Sin Informacion de Veredas"
"702","15","BOYACA","15814","TOCA","1.502","150.268","MUNICIPIO TUTA","QUEBRADA RAIBA","MUNICIPIO PESCA","QUEBRADA RAIBA","Rural","Sin Informacion de Barrios","Corazon- Nocuata-  Suaneme"
"565","13","BOLIVAR","13222","CLEMENCIA","1.305","130.517","MUNICIPIO SANTA CATALINA","M. STA. ROSA Y VILLANUEVA","MUNICIPIO SANTA CATALINA","MUNICIPIO CARTAGENA","Rural","Sin Informacion de Barrios","Sin Informacion de Veredas"
"3.189","73","TOLIMA","73449","MELGAR","7.34","734.001","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","LIMITE URBANO","Urbano","Sin Informacion de Barrios","Alto de La Palma- Guacamayas-  La Arabia-  La Cajita-  Las Palmas-  Suburbana-  Suburbana"
"2.007","41","HUILA","41530","PALESTINA","4.17","417.067","MUNICIPIO PITALITO","MUNICIPIO SANTA ROSA","MUNICIPIO ACEVEDO","MUNICIPIO PITALITO","Rural","Sin Informacion de Barrios","ALTO DE LA CRUZ- ANDES-PALMITO-  BELON-  BETANIA-  BRUSELAS-  CABUYAL DEL CEDRO-  CHARGUAYACO-  CORINTO-  EL CARMELO-  EL CARMEN-  EL MESON-  EL MESON-  EL PENCIL-  EL PORTAL-  EL SILENCIO-  EL TABOR-  EL VEGON-  FUNDADOR-  JERUSALEM-  LA ESPERANZA-  LA P"
