"row_id","monitoring_station_name","parameter_measured","average_daily_value","unit_of_measure","date_measured","latitude","longitude","geocoded_column"
"Edmonton East-2019-10-25-Carbon Monoxide-0.1696","Edmonton East","Carbon Monoxide","0.1696","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Hydrogen Sulphide-0.0000","Edmonton East","Hydrogen Sulphide","0.0000","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Methane-1.9261","Edmonton East","Methane","1.9261","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Nitric Oxide-0.0033","Edmonton East","Nitric Oxide","0.0033","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Nitrogen Dioxide-0.0094","Edmonton East","Nitrogen Dioxide","0.0094","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Non-methane Hydrocarbons-0.1261","Edmonton East","Non-methane Hydrocarbons","0.1261","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Outdoor Air Temperature-5.4167","Edmonton East","Outdoor Air Temperature","5.4167","deg c","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Ozone-0.0240","Edmonton East","Ozone","0.0240","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-PM2.5 Mass-4.7083","Edmonton East","PM2.5 Mass","4.7083","ug/m3","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Relative Humidity-69.1667","Edmonton East","Relative Humidity","69.1667","percent","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Std. Dev. of Wind Direction-22.1667","Edmonton East","Std. Dev. of Wind Direction","22.1667","deg 10m","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Sulphur Dioxide-0.0003","Edmonton East","Sulphur Dioxide","0.0003","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Total Hydrocarbons-2.0522","Edmonton East","Total Hydrocarbons","2.0522","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Total Oxides Of Nitrogen-0.0127","Edmonton East","Total Oxides Of Nitrogen","0.0127","ppm","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Wind Direction-256.0833","Edmonton East","Wind Direction","256.0833","deg 10m","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-25-Wind Speed-13.9500","Edmonton East","Wind Speed","13.9500","km/hr 10m","2019-10-25T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton McIntyre-2019-10-25-Outdoor Air Temperature-5.6250","Edmonton McIntyre","Outdoor Air Temperature","5.6250","deg c","2019-10-25T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-25-Relative Humidity-72.1667","Edmonton McIntyre","Relative Humidity","72.1667","percent","2019-10-25T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-25-Std. Dev. of Wind Direction-24.3333","Edmonton McIntyre","Std. Dev. of Wind Direction","24.3333","deg 10m","2019-10-25T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-25-Wind Direction-261.1250","Edmonton McIntyre","Wind Direction","261.1250","deg 10m","2019-10-25T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-25-Wind Speed-12.2167","Edmonton McIntyre","Wind Speed","12.2167","km/hr 10m","2019-10-25T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton South-2019-10-25-Air Quality Index-2.2006","Edmonton South","Air Quality Index","2.2006","null","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Carbon Monoxide-0.1435","Edmonton South","Carbon Monoxide","0.1435","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Methane-2.0261","Edmonton South","Methane","2.0261","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Nitric Oxide-0.0013","Edmonton South","Nitric Oxide","0.0013","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Nitrogen Dioxide-0.0078","Edmonton South","Nitrogen Dioxide","0.0078","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Non-methane Hydrocarbons-0.0000","Edmonton South","Non-methane Hydrocarbons","0.0000","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Outdoor Air Temperature-5.3542","Edmonton South","Outdoor Air Temperature","5.3542","deg c","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Ozone-0.0227","Edmonton South","Ozone","0.0227","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-PM2.5 Mass-2.7917","Edmonton South","PM2.5 Mass","2.7917","ug/m3","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Relative Humidity-73.8750","Edmonton South","Relative Humidity","73.8750","percent","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Std. Dev. of Wind Direction-23.0833","Edmonton South","Std. Dev. of Wind Direction","23.0833","deg 10m","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Sulphur Dioxide-0.0000","Edmonton South","Sulphur Dioxide","0.0000","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Total Hydrocarbons-2.0261","Edmonton South","Total Hydrocarbons","2.0261","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Total Oxides Of Nitrogen-0.0091","Edmonton South","Total Oxides Of Nitrogen","0.0091","ppm","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Wind Direction-257.0000","Edmonton South","Wind Direction","257.0000","deg 10m","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-25-Wind Speed-12.7958","Edmonton South","Wind Speed","12.7958","km/hr 10m","2019-10-25T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"St. Albert-2019-10-25-Air Quality Index-2.2747","St. Albert","Air Quality Index","2.2747","null","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Carbon Monoxide-0.1522","St. Albert","Carbon Monoxide","0.1522","ppm","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Nitric Oxide-0.0020","St. Albert","Nitric Oxide","0.0020","ppm","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Nitrogen Dioxide-0.0101","St. Albert","Nitrogen Dioxide","0.0101","ppm","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Outdoor Air Temperature-4.5083","St. Albert","Outdoor Air Temperature","4.5083","deg c","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Ozone-0.0227","St. Albert","Ozone","0.0227","ppm","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-PM2.5 Mass-4.5417","St. Albert","PM2.5 Mass","4.5417","ug/m3","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Relative Humidity-84.3750","St. Albert","Relative Humidity","84.3750","percent","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Std. Dev. of Wind Direction-21.6250","St. Albert","Std. Dev. of Wind Direction","21.6250","deg 10m","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Sulphur Dioxide-0.0003","St. Albert","Sulphur Dioxide","0.0003","ppm","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Total Oxides Of Nitrogen-0.0121","St. Albert","Total Oxides Of Nitrogen","0.0121","ppm","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Wind Direction-242.1667","St. Albert","Wind Direction","242.1667","deg 10m","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-25-Wind Speed-13.8042","St. Albert","Wind Speed","13.8042","km/hr 10m","2019-10-25T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"Edmonton Central-2019-10-24-Air Quality Index-2.0061","Edmonton Central","Air Quality Index","2.0061","null","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Carbon Monoxide-0.3043","Edmonton Central","Carbon Monoxide","0.3043","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Methane-2.0652","Edmonton Central","Methane","2.0652","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Nitric Oxide-0.0056","Edmonton Central","Nitric Oxide","0.0056","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Nitrogen Dioxide-0.0181","Edmonton Central","Nitrogen Dioxide","0.0181","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Non-methane Hydrocarbons-0.0000","Edmonton Central","Non-methane Hydrocarbons","0.0000","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Ozone-0.0180","Edmonton Central","Ozone","0.0180","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-PM2.5 Mass-2.2609","Edmonton Central","PM2.5 Mass","2.2609","ug/m3","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Total Hydrocarbons-2.0652","Edmonton Central","Total Hydrocarbons","2.0652","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton Central-2019-10-24-Total Oxides Of Nitrogen-0.0237","Edmonton Central","Total Oxides Of Nitrogen","0.0237","ppm","2019-10-24T00:00:00.000","53.5444530","-113.4988420","POINT (-113.498842 53.544453)"
"Edmonton East-2019-10-24-Air Quality Index-2.2033","Edmonton East","Air Quality Index","2.2033","null","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Carbon Monoxide-0.1913","Edmonton East","Carbon Monoxide","0.1913","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Hydrogen Sulphide-0.0000","Edmonton East","Hydrogen Sulphide","0.0000","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Methane-1.9565","Edmonton East","Methane","1.9565","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Nitric Oxide-0.0069","Edmonton East","Nitric Oxide","0.0069","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Nitrogen Dioxide-0.0159","Edmonton East","Nitrogen Dioxide","0.0159","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Non-methane Hydrocarbons-0.0609","Edmonton East","Non-methane Hydrocarbons","0.0609","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Outdoor Air Temperature-8.1333","Edmonton East","Outdoor Air Temperature","8.1333","deg c","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Ozone-0.0191","Edmonton East","Ozone","0.0191","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-PM2.5 Mass-5.9167","Edmonton East","PM2.5 Mass","5.9167","ug/m3","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Relative Humidity-49.5417","Edmonton East","Relative Humidity","49.5417","percent","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Std. Dev. of Wind Direction-14.9167","Edmonton East","Std. Dev. of Wind Direction","14.9167","deg 10m","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Sulphur Dioxide-0.0020","Edmonton East","Sulphur Dioxide","0.0020","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Total Hydrocarbons-2.0174","Edmonton East","Total Hydrocarbons","2.0174","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Total Oxides Of Nitrogen-0.0228","Edmonton East","Total Oxides Of Nitrogen","0.0228","ppm","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Wind Direction-245.7083","Edmonton East","Wind Direction","245.7083","deg 10m","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton East-2019-10-24-Wind Speed-9.8875","Edmonton East","Wind Speed","9.8875","km/hr 10m","2019-10-24T00:00:00.000","53.5481390","-113.3681940","POINT (-113.368194 53.548139)"
"Edmonton McIntyre-2019-10-24-Outdoor Air Temperature-8.1708","Edmonton McIntyre","Outdoor Air Temperature","8.1708","deg c","2019-10-24T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-24-PM2.5 Mass-3.0000","Edmonton McIntyre","PM2.5 Mass","3.0000","ug/m3","2019-10-24T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-24-Relative Humidity-52.4583","Edmonton McIntyre","Relative Humidity","52.4583","percent","2019-10-24T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-24-Std. Dev. of Wind Direction-22.9167","Edmonton McIntyre","Std. Dev. of Wind Direction","22.9167","deg 10m","2019-10-24T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-24-Wind Direction-245.0417","Edmonton McIntyre","Wind Direction","245.0417","deg 10m","2019-10-24T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton McIntyre-2019-10-24-Wind Speed-6.3375","Edmonton McIntyre","Wind Speed","6.3375","km/hr 10m","2019-10-24T00:00:00.000","53.4860560","-113.4645830","POINT (-113.464583 53.486056)"
"Edmonton South-2019-10-24-Air Quality Index-2.0807","Edmonton South","Air Quality Index","2.0807","null","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Carbon Monoxide-0.1739","Edmonton South","Carbon Monoxide","0.1739","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Methane-1.9870","Edmonton South","Methane","1.9870","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Nitric Oxide-0.0012","Edmonton South","Nitric Oxide","0.0012","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Nitrogen Dioxide-0.0100","Edmonton South","Nitrogen Dioxide","0.0100","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Non-methane Hydrocarbons-0.0000","Edmonton South","Non-methane Hydrocarbons","0.0000","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Outdoor Air Temperature-7.8458","Edmonton South","Outdoor Air Temperature","7.8458","deg c","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Ozone-0.0210","Edmonton South","Ozone","0.0210","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-PM2.5 Mass-1.9583","Edmonton South","PM2.5 Mass","1.9583","ug/m3","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Relative Humidity-54.7083","Edmonton South","Relative Humidity","54.7083","percent","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Std. Dev. of Wind Direction-22.7083","Edmonton South","Std. Dev. of Wind Direction","22.7083","deg 10m","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Sulphur Dioxide-0.0003","Edmonton South","Sulphur Dioxide","0.0003","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Total Hydrocarbons-1.9870","Edmonton South","Total Hydrocarbons","1.9870","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Total Oxides Of Nitrogen-0.0112","Edmonton South","Total Oxides Of Nitrogen","0.0112","ppm","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Wind Direction-232.7083","Edmonton South","Wind Direction","232.7083","deg 10m","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"Edmonton South-2019-10-24-Wind Speed-7.4125","Edmonton South","Wind Speed","7.4125","km/hr 10m","2019-10-24T00:00:00.000","53.5001390","-113.5260560","POINT (-113.526056 53.500139)"
"St. Albert-2019-10-24-Air Quality Index-2.2416","St. Albert","Air Quality Index","2.2416","null","2019-10-24T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
"St. Albert-2019-10-24-Carbon Monoxide-0.1609","St. Albert","Carbon Monoxide","0.1609","ppm","2019-10-24T00:00:00.000","53.6263870","-113.6126630","POINT (-113.612663 53.626387)"
