"neighborhood","site_type","category","target","size","number_of_tags","lir_value","latitude","longitude","location","group_value","icon","geometry_point"
"McCauley","Random","Marker / Plain Graffiti","Fence","Large (>9sq ft<=20sqft)","1","20","53.5506333333333","-113.4859","
,  
(53.5506333333333, -113.4859)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4859 53.5506333333333)"
"Queen Alexandra","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","19","53.5084","-113.504133333333","
,  
(53.5084, -113.504133333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.504133333333 53.5084)"
"Downtown","Random","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","21","53.5435666666667","-113.503083333333","
,  
(53.5435666666667, -113.503083333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.503083333333 53.5435666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","X-Small (<=1sq ft)","3","21","53.5446166666667","-113.479666666667","
,  
(53.5446166666667, -113.479666666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.479666666667 53.5446166666667)"
"Central McDougall","Hot Spot","Hydrant","Hdrant","Small (>1sq ft<=2sqft)","1","19","53.5529","-113.498316666667","
,  
(53.5529, -113.498316666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.498316666667 53.5529)"
"Boyle Street","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","2","20","53.5434833333333","-113.48395","
,  
(53.5434833333333, -113.48395)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48395 53.5434833333333)"
"Garneau","Hot Spot","Artistic Tag","Barricades","Small (>1sq ft<=2sqft)","2","22","53.52195","-113.512033333333","
,  
(53.52195, -113.512033333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.512033333333 53.52195)"
"Downtown","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","3","21","53.5402833333333","-113.50245","
,  
(53.5402833333333, -113.50245)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.50245 53.5402833333333)"
"McCauley","Random","Marker / Plain Graffiti","Utility Box","Med (>2sq ft<=9sqft)","1","19","53.5504833333333","-113.491783333333","
,  
(53.5504833333333, -113.491783333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.491783333333 53.5504833333333)"
"Inglewood","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","20","53.5631","-113.53505","
,  
(53.5631, -113.53505)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.53505 53.5631)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","1","18","53.5534833333333","-113.51315","
,  
(53.5534833333333, -113.51315)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.51315 53.5534833333333)"
"Alberta Avenue","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","19","53.5643","-113.49005","
,  
(53.5643, -113.49005)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.49005 53.5643)"
"Garneau","Random","Artistic Tag","Barricades","Small (>1sq ft<=2sqft)","1","17","53.5221333333333","-113.5206","
,  
(53.5221333333333, -113.5206)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5206 53.5221333333333)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","3","19","53.5912833333333","-113.443383333333","
,  
(53.5912833333333, -113.443383333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.443383333333 53.5912833333333)"
"Killarney","Random","Marker / Plain Graffiti","Garbage Can","Small (>1sq ft<=2sqft)","2","19","53.58535","-113.4923","
,  
(53.58535, -113.4923)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4923 53.58535)"
"Parkdale","Random","Marker / Plain Graffiti","Garage Door","Small (>1sq ft<=2sqft)","1","19","53.5667833333333","-113.471133333333","
,  
(53.5667833333333, -113.471133333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.471133333333 53.5667833333333)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","1","16","53.5916333333333","-113.442983333333","
,  
(53.5916333333333, -113.442983333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.442983333333 53.5916333333333)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","5","19","53.55165","-113.515066666667","
,  
(53.55165, -113.515066666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.515066666667 53.55165)"
"Downtown","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","2","21","53.5398","-113.501983333333","
,  
(53.5398, -113.501983333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.501983333333 53.5398)"
"Ritchie","Random","Marker / Plain Graffiti","Vehicles/Rolling Stock","Small (>1sq ft<=2sqft)","1","17","53.5104166666667","-113.48535","
,  
(53.5104166666667, -113.48535)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48535 53.5104166666667)"
"Garneau","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","22","53.5224166666667","-113.518166666667","
,  
(53.5224166666667, -113.518166666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.518166666667 53.5224166666667)"
"Central McDougall","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","4","21","53.5515833333333","-113.50585","
,  
(53.5515833333333, -113.50585)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.50585 53.5515833333333)"
"Queen Alexandra","Hot Spot","Artistic Tag","Shed","Small (>1sq ft<=2sqft)","1","19","53.5147666666667","-113.501783333333","
,  
(53.5147666666667, -113.501783333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.501783333333 53.5147666666667)"
"Ritchie","Hot Spot","Artistic Tag","Utility Box","Small (>1sq ft<=2sqft)","1","21","53.5151333333333","-113.485716666667","
,  
(53.5151333333333, -113.485716666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.485716666667 53.5151333333333)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Bus Shelter","Small (>1sq ft<=2sqft)","2","18","53.5452666666667","-113.50115","
,  
(53.5452666666667, -113.50115)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50115 53.5452666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","7","20","53.5455166666667","-113.485033333333","
,  
(53.5455166666667, -113.485033333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.485033333333 53.5455166666667)"
"Eastwood","Hot Spot","Marker / Plain Graffiti","Postal Box","Med (>2sq ft<=9sqft)","1","18","53.5718833333333","-113.474166666667","
,  
(53.5718833333333, -113.474166666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.474166666667 53.5718833333333)"
"Downtown","Random","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","1","20","53.5424666666667","-113.504583333333","
,  
(53.5424666666667, -113.504583333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.504583333333 53.5424666666667)"
"Ritchie","Hot Spot","Artistic Tag","Walls","X-Small (<=1sq ft)","2","20","53.5143666666667","-113.488716666667","
,  
(53.5143666666667, -113.488716666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.488716666667 53.5143666666667)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","4","23","53.5469333333333","-113.532433333333","
,  
(53.5469333333333, -113.532433333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.532433333333 53.5469333333333)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","21","53.5444666666667","-113.503816666667","
,  
(53.5444666666667, -113.503816666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.503816666667 53.5444666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","8","18","53.5196","-113.502","
,  
(53.5196, -113.502)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.502 53.5196)"
"Queen Alexandra","Hot Spot","Artistic Tag","Disposal Bin - Small","Med (>2sq ft<=9sqft)","1","18","53.5166166666667","-113.50315","
,  
(53.5166166666667, -113.50315)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50315 53.5166166666667)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","2","23","53.5156666666667","-113.506233333333","
,  
(53.5156666666667, -113.506233333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.506233333333 53.5156666666667)"
"Oliver","Hot Spot","Marker / Plain Graffiti","Bus Shelter","Small (>1sq ft<=2sqft)","4","22","53.5431333333333","-113.533283333333","
,  
(53.5431333333333, -113.533283333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.533283333333 53.5431333333333)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","20","53.5441833333333","-113.507383333333","
,  
(53.5441833333333, -113.507383333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.507383333333 53.5441833333333)"
"Westmount","Hot Spot","Artistic Tag","Postal Box","Small (>1sq ft<=2sqft)","2","22","53.5476666666667","-113.53245","
,  
(53.5476666666667, -113.53245)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.53245 53.5476666666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","2","17","53.5450166666667","-113.48665","
,  
(53.5450166666667, -113.48665)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48665 53.5450166666667)"
"Garneau","Random","Artistic Tag","Walls","Small (>1sq ft<=2sqft)","1","21","53.5214666666667","-113.515966666667","
,  
(53.5214666666667, -113.515966666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.515966666667 53.5214666666667)"
"Garneau","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","22","53.52145","-113.517533333333","
,  
(53.52145, -113.517533333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.517533333333 53.52145)"
"Garneau","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","1","24","53.5183666666667","-113.509316666667","
,  
(53.5183666666667, -113.509316666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.509316666667 53.5183666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Pole","Small (>1sq ft<=2sqft)","2","17","53.5196833333333","-113.498466666667","
,  
(53.5196833333333, -113.498466666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.498466666667 53.5196833333333)"
"McCauley","Random","Marker / Plain Graffiti","Disposal Bin - Small","Med (>2sq ft<=9sqft)","3","16","53.551","-113.4897","
,  
(53.551, -113.4897)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4897 53.551)"
"Oliver","Random","Marker / Plain Graffiti","Utility Box","Med (>2sq ft<=9sqft)","1","21","53.5399666666667","-113.517","
,  
(53.5399666666667, -113.517)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.517 53.5399666666667)"
"Oliver","Random","Marker / Plain Graffiti","Pole","X-Small (<=1sq ft)","1","20","53.54015","-113.516833333333","
,  
(53.54015, -113.516833333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.516833333333 53.54015)"
"Eastwood","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5709166666667","-113.4755","
,  
(53.5709166666667, -113.4755)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4755 53.5709166666667)"
"McCauley","Random","Marker / Plain Graffiti","Fence","Med (>2sq ft<=9sqft)","1","20","53.5510166666667","-113.48625","
,  
(53.5510166666667, -113.48625)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.48625 53.5510166666667)"
"McCauley","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","1","20","53.5521666666667","-113.488433333333","
,  
(53.5521666666667, -113.488433333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.488433333333 53.5521666666667)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Garbage Can","Small (>1sq ft<=2sqft)","1","18","53.5170666666667","-113.493666666667","
,  
(53.5170666666667, -113.493666666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.493666666667 53.5170666666667)"
"Central McDougall","Random","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","1","20","53.55015","-113.50865","
,  
(53.55015, -113.50865)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.50865 53.55015)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","24","53.5398833333333","-113.495566666667","
,  
(53.5398833333333, -113.495566666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.495566666667 53.5398833333333)"
"Beacon Heights","Hot Spot","Marker / Plain Graffiti","Garage","Med (>2sq ft<=9sqft)","2","15","53.57255","-113.399933333333","
,  
(53.57255, -113.399933333333)","0-15","https://data.edmonton.ca/api/assets/B62CB72B-1564-47FD-97E1-FAA8F5DDE24B","POINT (-113.399933333333 53.57255)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","21","53.5444666666667","-113.503816666667","
,  
(53.5444666666667, -113.503816666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.503816666667 53.5444666666667)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","8","26","53.54155","-113.500083333333","
,  
(53.54155, -113.500083333333)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.500083333333 53.54155)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","21","53.5456666666667","-113.499283333333","
,  
(53.5456666666667, -113.499283333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.499283333333 53.5456666666667)"
"Downtown","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","11","31","53.5416333333333","-113.502083333333","
,  
(53.5416333333333, -113.502083333333)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.502083333333 53.5416333333333)"
"Garneau","Hot Spot","Marker / Plain Graffiti","Pipe","X-Small (<=1sq ft)","1","18","53.5184833333333","-113.507366666667","
,  
(53.5184833333333, -113.507366666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.507366666667 53.5184833333333)"
"Garneau","Hot Spot","Marker / Plain Graffiti","Garage Door","Large (>9sq ft<=20sqft)","1","26","53.5183666666667","-113.509316666667","
,  
(53.5183666666667, -113.509316666667)","26-35","https://data.edmonton.ca/api/assets/DD3424DE-2981-4E84-858E-D6035AEAEE4D","POINT (-113.509316666667 53.5183666666667)"
"Downtown","Random","Marker / Plain Graffiti","Bus Shelter","Med (>2sq ft<=9sqft)","1","20","53.5464166666667","-113.502116666667","
,  
(53.5464166666667, -113.502116666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.502116666667 53.5464166666667)"
"Boyle Street","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","20","53.5479666666667","-113.4841","
,  
(53.5479666666667, -113.4841)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4841 53.5479666666667)"
"Queen Mary Park","Hot Spot","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","4","20","53.5499","-113.51945","
,  
(53.5499, -113.51945)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.51945 53.5499)"
"Boyle Street","Random","Outline Bubble Tag - No Fill","Fence","Large (>9sq ft<=20sqft)","3","25","53.5498333333333","-113.4836","
,  
(53.5498333333333, -113.4836)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4836 53.5498333333333)"
"Downtown","Random","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","20","53.5448833333333","-113.508666666667","
,  
(53.5448833333333, -113.508666666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.508666666667 53.5448833333333)"
"Oliver","Hot Spot","Outline Bubble Tag - No Fill","Walls","X-Small (<=1sq ft)","1","24","53.5431333333333","-113.530733333333","
,  
(53.5431333333333, -113.530733333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.530733333333 53.5431333333333)"
"Boyle Street","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","3","22","53.5463333333333","-113.480166666667","
,  
(53.5463333333333, -113.480166666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.480166666667 53.5463333333333)"
"Queen Alexandra","Random","Marker / Plain Graffiti","Utility Box","X-Small (<=1sq ft)","1","16","53.5075333333333","-113.510783333333","
,  
(53.5075333333333, -113.510783333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.510783333333 53.5075333333333)"
"Queen Alexandra","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","18","53.5175","-113.5016","
,  
(53.5175, -113.5016)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5016 53.5175)"
"Queen Mary Park","Random","Marker / Plain Graffiti","Benches","Small (>1sq ft<=2sqft)","3","21","53.5515166666667","-113.5144","
,  
(53.5515166666667, -113.5144)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.5144 53.5515166666667)"
"McCauley","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","3","21","53.5508","-113.485216666667","
,  
(53.5508, -113.485216666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.485216666667 53.5508)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","2","17","53.5194833333333","-113.497916666667","
,  
(53.5194833333333, -113.497916666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.497916666667 53.5194833333333)"
"Boyle Street","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5440166666667","-113.480833333333","
,  
(53.5440166666667, -113.480833333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.480833333333 53.5440166666667)"
"Boyle Street","Random","Etching","Door","Small (>1sq ft<=2sqft)","2","19","53.5433166666667","-113.482716666667","
,  
(53.5433166666667, -113.482716666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.482716666667 53.5433166666667)"
"Central McDougall","Random","Marker / Plain Graffiti","Postal Box","Small (>1sq ft<=2sqft)","1","17","53.55325","-113.502983333333","
,  
(53.55325, -113.502983333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.502983333333 53.55325)"
"Westmount","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","23","53.54975","-113.532416666667","
,  
(53.54975, -113.532416666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.532416666667 53.54975)"
"Downtown","Random","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","21","53.5415166666667","-113.505966666667","
,  
(53.5415166666667, -113.505966666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.505966666667 53.5415166666667)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Garage Door","Small (>1sq ft<=2sqft)","1","22","53.5170666666667","-113.48335","
,  
(53.5170666666667, -113.48335)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.48335 53.5170666666667)"
"Queen Mary Park","Hot Spot","Marker / Plain Graffiti","Barricades","Small (>1sq ft<=2sqft)","3","20","53.5523166666667","-113.5204","
,  
(53.5523166666667, -113.5204)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.5204 53.5523166666667)"
"Killarney","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","19","53.58755","-113.468266666667","
,  
(53.58755, -113.468266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.468266666667 53.58755)"
"Downtown","Hot Spot","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","6","22","53.5418333333333","-113.498333333333","
,  
(53.5418333333333, -113.498333333333)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.498333333333 53.5418333333333)"
"Ritchie","Hot Spot","Marker / Plain Graffiti","Barricades","Small (>1sq ft<=2sqft)","1","19","53.5161166666667","-113.4903","
,  
(53.5161166666667, -113.4903)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.4903 53.5161166666667)"
"Killarney","Random","Marker / Plain Graffiti","Fence","Small (>1sq ft<=2sqft)","1","20","53.5886333333333","-113.489466666667","
,  
(53.5886333333333, -113.489466666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.489466666667 53.5886333333333)"
"Boyle Street","Random","Marker / Plain Graffiti","Door","Small (>1sq ft<=2sqft)","1","22","53.5429","-113.483766666667","
,  
(53.5429, -113.483766666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.483766666667 53.5429)"
"Alberta Avenue","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","1","18","53.5697333333333","-113.481266666667","
,  
(53.5697333333333, -113.481266666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.481266666667 53.5697333333333)"
"Belvedere","Hot Spot","Marker / Plain Graffiti","Utility Box","Small (>1sq ft<=2sqft)","1","19","53.5905666666667","-113.442816666667","
,  
(53.5905666666667, -113.442816666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.442816666667 53.5905666666667)"
"Strathcona","Hot Spot","Marker / Plain Graffiti","Disposal Bin - Small","Small (>1sq ft<=2sqft)","2","22","53.5185333333333","-113.4954","
,  
(53.5185333333333, -113.4954)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.4954 53.5185333333333)"
"Downtown","Random","Marker / Plain Graffiti","Walls","Small (>1sq ft<=2sqft)","14","23","53.5402833333333","-113.50245","
,  
(53.5402833333333, -113.50245)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.50245 53.5402833333333)"
"Eastwood","Hot Spot","Marker / Plain Graffiti","Signs","Small (>1sq ft<=2sqft)","1","17","53.5708166666667","-113.477316666667","
,  
(53.5708166666667, -113.477316666667)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.477316666667 53.5708166666667)"
"Alberta Avenue","Hot Spot","Marker / Plain Graffiti","Garage Door","Med (>2sq ft<=9sqft)","1","17","53.5716","-113.484983333333","
,  
(53.5716, -113.484983333333)","16-20","https://data.edmonton.ca/api/assets/845C085B-8030-40AD-A167-79B2197D99E6","POINT (-113.484983333333 53.5716)"
"Boyle Street","Hot Spot","Marker / Plain Graffiti","Walls","Med (>2sq ft<=9sqft)","2","23","53.5557","-113.473866666667","
,  
(53.5557, -113.473866666667)","21-25","https://data.edmonton.ca/api/assets/90C2947D-80A4-47FA-A657-D66B1F631001","POINT (-113.473866666667 53.5557)"
