"the_geom","miles","stateab","cntyfips","stcntyfips","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","net","passngr","shape_leng","shape_stlength","frfranode","tofranode","fraregion","fraarcid","country","objectid","stfips","yardname","tracks"
"MULTILINESTRING ((-111.907113381277 40.626160157665, -111.907166878349 40.626075299436, -111.907386979326 40.625638073338, -111.907523797685 40.625224643303, -111.907577336125 40.624956952901, -111.907621950592 40.624144961321, -111.907594624692 40.623425083701, -111.907592208214 40.621836885464, -111.90757138621 40.621084381339, -111.907592208214 40.619400912522, -111.90761005436 40.619118350931, -111.907729951076 40.618670409412, -111.907946152593 40.618243899636, -111.908240610416 40.617857237022, -111.908439891188 40.617714468748, -111.908648466454 40.617615165607, -111.908876893354 40.617533073692, -111.909629994629 40.617447412368))","0.66869263","UT","035","49035","TRAX",,,"SL",,,,,,,,,,,"M","C","1076.15862205","0.010044359096773712","333797","333734","7","324862","US","162","49",,"1"
"MULTILINESTRING ((-74.268385657972 40.914617946761, -74.267188824904 40.913108269231, -74.267168000203 40.913082000034, -74.265756900061 40.911419659889, -74.265673999655 40.91132199981, -74.263494363174 40.908582440927, -74.261570167429 40.906163943611, -74.258958999358 40.902882000004, -74.258423454878 40.902153148049, -74.25811865755 40.901738333058, -74.257355424513 40.9006996089, -74.254442392702 40.896735107739, -74.253746303949 40.895787765493, -74.252326090077 40.893854919169, -74.251741999294 40.893060000319, -74.251396992377 40.892618913432, -74.251346999964 40.892554999514, -74.251008999666 40.892171999838, -74.250657143512 40.891834347577, -74.250364999645 40.891554000117, -74.249919826239 40.891203888649, -74.249887334633 40.891178336211, -74.24983334833 40.891135877419, -74.249597000201 40.890950000142, -74.248402323708 40.890125278659, -74.24805636441 40.889886451099, -74.246964207032 40.889132499965, -74.245179700283 40.887900599633, -74.245166552195 40.887891522776, -74.240908088737 40.884951772107, -74.240235332894 40.884487348712, -74.23791782135 40.88288749796, -74.237764999555 40.882782000289, -74.237595553792 40.88265879227, -74.237237296264 40.882398293746, -74.237153000111 40.882337000452, -74.236943493148 40.882160975249, -74.236645358896 40.881910485281, -74.236521000644 40.881805999347, -74.236129538347 40.881410350707))","2.88157401","NJ","031","34031","NJT",,,"NS","ME",,,,,,,,,"MONTCLAIR-BOONTON LINE","M","C","4637.45311419","0.046780226320197252","487312","487504","1","380378","US","1480","34",,"1"
"MULTILINESTRING ((-75.161905154999 40.01971772869, -75.161764735754 40.020137580785, -75.16161346439 40.020502649778, -75.161419950071 40.020935914361, -75.161388414444 40.021006520135, -75.16132164158 40.021122505699, -75.16104218355 40.021531301528, -75.160854247725 40.021794861344, -75.160399809504 40.022313758473, -75.15966269188 40.023091925652, -75.159262961217 40.023554310283, -75.159079599344 40.023841888293, -75.158965914246 40.024070258536, -75.158859564018 40.024371933418, -75.158478169632 40.025561696915, -75.157301899563 40.029308900286))","0.7181108","PA","101","42101","SEPA",,,,,,,,,,,,,,"M","C","1155.68961978","0.010808205701088536","484624","484643","2","421326","US","2645","42",,"1"
"MULTILINESTRING ((-75.187360479003 40.119635391061, -75.189700612094 40.120606897191, -75.18977853745 40.120639248503, -75.190165679403 40.120799969943, -75.19022097242 40.120822925138, -75.190292178042 40.120852654926, -75.190715618431 40.121029450849, -75.198370000175 40.12419999993, -75.199709999917 40.124889999374, -75.200719999728 40.125699999855, -75.201340000441 40.126319999668, -75.20145417567 40.126452085795, -75.201548002838 40.126560631268, -75.201849999678 40.126909999897, -75.202220000553 40.127449999618, -75.202450000367 40.127850000078, -75.202519999998 40.127979999777, -75.203370964598 40.129466948741, -75.203399670958 40.129517110227, -75.203463092048 40.129627929186, -75.203469999741 40.129639999886, -75.203700000455 40.130009999862, -75.203900000684 40.130279999722, -75.204201530776 40.130653199486, -75.204490000013 40.130970000066, -75.20472999939 40.13119999988, -75.205080000242 40.131490000663, -75.205849999778 40.132099999116, -75.206159999684 40.132300000245, -75.207229999565 40.13292999962, -75.210779999597 40.134870000051, -75.212040000146 40.135589999979, -75.212930000719 40.136170000645, -75.213284629482 40.136421280218, -75.21372999984 40.136759999974, -75.214150000322 40.137159999534, -75.214919999858 40.138099999715, -75.215429999994 40.138850000127, -75.216189999968 40.140160000284, -75.219949999793 40.145970000215, -75.220829999905 40.147359999564, -75.222555274606 40.150038869498))","2.9083858","PA","091","42091","SEPA",,,"CSXT","PN",,,,,,,,,"MAIN LINE (SEPA)","M","C","4680.60259856","0.048134756763983585","484522","484269","2","396555","US","2407","42",,"1"
"MULTILINESTRING ((-80.142285193507 26.237840611755, -80.140902853684 26.244158436363, -80.140573852901 26.245662091133, -80.140444999837 26.246251000483, -80.140138544158 26.247747654031, -80.13977400037 26.249527999618, -80.13967707144 26.249975027426, -80.139286999495 26.25177399977, -80.138295818897 26.256293809812))","1.28434008","FL","011","12011","SFRC",,,"AMTK","CSXT",,,,,,,,"S","MIAMI (TCCX)","M","B","2066.94914088","0.018879750725680274","460094","460134","3","471439","US","2876","12",,"2"
"MULTILINESTRING ((-118.15904921435 33.995957336562, -118.158636735797 33.99581823932, -118.157994662124 33.995601713149, -118.15693752075 33.995245205702, -118.156163000322 33.994983999412, -118.155580087651 33.994786610813, -118.150513955655 33.993070925583, -118.146427736651 33.991686893236, -118.145358102794 33.991324568974, -118.14510041825 33.991237279877, -118.145030667731 33.991213651989, -118.14464551328 33.991083182843, -118.142668704497 33.99041351797))","1.00965097","CA","037","06037","BNSF",,,"AMTK","SCAX",,,,,,,,"S","SAN BERNARDINO","M","B","1624.87898412","0.017293209723166281","322760","322877","7","334012","US","437","06","COMMERCE YARD","3"
"MULTILINESTRING ((-73.520490409405 41.06464185224, -73.520447089062 41.064789931011, -73.520437999614 41.064820999889, -73.520184213631 41.065443263296, -73.520126000514 41.065586000094, -73.519911999639 41.065985000507, -73.519831190157 41.066113384125, -73.519663999894 41.06637900069, -73.519307850377 41.066849354214, -73.519243000264 41.06693500025, -73.51884538031 41.067368843098, -73.518759999574 41.067462000271, -73.518314812678 41.067872236814, -73.518224999184 41.067955000523, -73.517718363412 41.068345941212, -73.517682000224 41.06837400006, -73.517018000181 41.068813999666, -73.516314999238 41.069193999204, -73.516262013881 41.069217359094, -73.515517297885 41.069545674593, -73.51547799931 41.069563000032, -73.514811218563 41.069793472891, -73.51463900019 41.069852999916, -73.514026289382 41.070009944204, -73.513663001047 41.070102999754, -73.51333887369 41.07015938185, -73.512519000451 41.070301999937, -73.512413561237 41.070310318666, -73.511391001494 41.070391000444, -73.511255114832 41.070390629024, -73.510292001175 41.070387999407, -73.510125640086 41.070371528323, -73.508948419434 41.070254967193, -73.507858001346 41.070146999984, -73.504799809064 41.069786417709, -73.499308060319 41.069138903138, -73.497423632595 41.068916715734))","1.39569517","CT","001","09001","MNCW",,,"AMTK","CSXT","PW",,,,,,,,"NEW HAVEN LINE","M","B","2246.15813613","0.025506657370447241","491330","491343","1","384872","US","1776","09",,"4"
"MULTILINESTRING ((-87.751546027127 41.843629606521, -87.751060220553 41.843642036051, -87.750777466507 41.843658371337, -87.750230739857 41.843708022008, -87.749644684954 41.843761243886, -87.748010275953 41.84391385524, -87.746323119017 41.844080397093, -87.746069601031 41.844115620839, -87.745042563563 41.844258315369, -87.744811404523 41.844301990944))","0.34850653","IL","031","17031","BNSF",,,"AMTK","NIRC","UP","CN","CSS",,,,,,"CHICAGO (BNSF)","M","B","560.86801252","0.0067716146272026479","413437","413493","4","499652","US","3206","17",,"5"
"MULTILINESTRING ((-117.761820817776 34.058656904992, -117.761576314595 34.05866530466, -117.760716651752 34.058680998729, -117.757846460046 34.05875423502, -117.756482858497 34.058785621359, -117.754526386983 34.058834447352, -117.753535944728 34.05886234612, -117.752669307642 34.058881526861, -117.75118364381 34.058918146355, -117.749352721251 34.058965226764, -117.747092837365 34.059022769885, -117.745143340992 34.059069850293, -117.743881722563 34.059102287041, -117.743638372313 34.059108541826, -117.743108400932 34.059122162958, -117.740944423446 34.059174475622, -117.739479685039 34.059205861961))","1.27251743","CA","037","06037","UP",,,"SCAX",,,,,,,,,,"LOS ANGELES","M","C","2047.92239357","0.022347927931920485","324104","324150","7","333010","US","401","06",,"1"
"MULTILINESTRING ((-87.687136893353 41.888461217911, -87.686899010081 41.88846121881, -87.686614399835 41.888467566225, -87.685838887455 41.888478750194, -87.685716463644 41.888480515563, -87.684193089439 41.888502482404, -87.681745642947 41.888542177579, -87.679282937657 41.888579791724, -87.676847337934 41.888623193006, -87.674400122568 41.888657914032, -87.671952906302 41.888698421295, -87.670256891043 41.888724461165, -87.670152146105 41.888726499029))","0.86980641","IL","031","17031","UP",,,"NIRC",,,,,,,,,,"GENEVA","M","C","1399.82052268","0.016986866777623198","414072","414291","4","491557","US","3003","17",,"4"
"MULTILINESTRING ((-76.674730534786 39.276932673504, -76.673315000087 39.278778999651, -76.672840069014 39.279414986712, -76.672796000435 39.279473999326, -76.672554893993 39.279827003014, -76.672405999537 39.280044999577, -76.672273216436 39.2802840088, -76.672140670755 39.280522593543, -76.671940669626 39.280882593957, -76.671322745448 39.281994857477, -76.671241000672 39.282142000053, -76.671038291684 39.282406948422, -76.670897822976 39.282590548615, -76.670648022788 39.282885276235, -76.670493999498 39.283066999542, -76.670321766736 39.283251014323, -76.669880000861 39.283723000116, -76.669831222533 39.283764777223, -76.669419999433 39.284117000299, -76.669202564047 39.284286151085, -76.668763675103 39.284627577801, -76.668713000105 39.284667000482, -76.668151118979 39.285036889841, -76.667787353104 39.285276359516, -76.667756000039 39.285296999857, -76.666150999769 39.286194999899, -76.664842809948 39.286895249816, -76.664651489974 39.286997659215, -76.664645746004 39.287000735795, -76.664625926745 39.287011344198, -76.664618765444 39.287015177109, -76.664440360634 39.287110673419, -76.664416015986 39.287123705495, -76.664286605343 39.287192976675, -76.664284259011 39.287194232128, -76.664156149687 39.287262807233, -76.663576342374 39.287573166868, -76.662377314961 39.288214984234, -76.662299073044 39.288256864763))","1.05303188","MD","510","24510","AMTK",,,"MARC","NS",,,,,,,,,"NORTHEAST CORRIDOR","M","B","1694.69392403","0.017227477684100666","478280","478311","2","394187","US","2264","24",,"4"
"MULTILINESTRING ((-79.261447999825 43.730053000046, -79.262105000445 43.731663000547, -79.262603000028 43.73270900022, -79.262902999474 43.733338999595, -79.262939999381 43.733416999595, -79.262960000304 43.733463999964, -79.265876999924 43.740260000399, -79.266609999552 43.742014999493, -79.266611999644 43.742019999723, -79.268249999638 43.745842999755, -79.269785000278 43.749540999418, -79.26989099977 43.749837999624, -79.269970999862 43.750122999277, -79.270023999608 43.750390999945, -79.270030000784 43.750424999714, -79.270054000092 43.750552999322, -79.270080000392 43.750691000289, -79.270082999631 43.750701999897, -79.270171000092 43.751110999873, -79.270277000483 43.751532999548, -79.270395000529 43.751880000262, -79.270894000158 43.753170999542, -79.271111999419 43.75373500037))","1.71219531","ON",,,"GO",,,"CN",,,,,,,,,,"UXBRIDGE","M","C","2755.51675848","0.025608394456302811","636883","636857","99","749381","CA","3615",,,"1"
"MULTILINESTRING ((-87.668489940858 41.917136184987, -87.668137690802 41.916714036923, -87.667790000308 41.916239999776, -87.667730000239 41.916159999684, -87.667060267917 41.915294943607))","0.14746033","IL","031","17031","UP",,,"NIRC",,,,,,,,,,"HARVARD","M","C","237.31487099","0.0023316983179525862","414309","414328","4","493161","US","3119","17",,"3"
"MULTILINESTRING ((-71.399032717286 41.872722183682, -71.398914999627 41.872916000173, -71.398684965639 41.873276578851, -71.398257095189 41.873947268052, -71.397860654246 41.87456869419, -71.397604000324 41.874971000511, -71.397456287578 41.875166342253))","0.18815375","RI","007","44007","AMTK",,,"MBTA","PW",,,,,,,,,"NORTHEAST CORRIDOR","M","B","302.80471685","0.0029092373555908244","494262","494264","1","377597","US","1258","44",,"2"
"MULTILINESTRING ((-121.430088855216 37.696213501952, -121.429947004251 37.696213720487, -121.427850930076 37.696217428392, -121.417212820815 37.696235674737, -121.416188332925 37.69623738165))","0.75438568","CA","077","06077","UP",,,"ACEX",,,,,,,,,,"OAKLAND","M","C","1214.06850138","0.013900542809114829","312806","312868","7","341914","US","678","06",,"1"
"MULTILINESTRING ((-88.309931659119 41.881540735117, -88.309359943007 41.881558113616, -88.307039655256 41.88162864025, -88.30490618817 41.881693487664, -88.303428883536 41.881738391713, -88.302060000269 41.881780000647, -88.300146723193 41.881850433751, -88.300075981621 41.881853038187, -88.299618233894 41.881869889684, -88.298746000328 41.881901999977, -88.291354853743 41.882117295877, -88.289886402935 41.882160070331, -88.287108025715 41.882241000322))","1.16968546","IL","089","17089","UP",,,"NIRC",,,,,,,,,"S","GENEVA","M","C","1882.43004202","0.022834450031556274","408881","409048","4","491465","US","2986","17",,"3"
"MULTILINESTRING ((-111.905380000087 40.788310000007, -111.905360000064 40.78740000031, -111.90540000011 40.78607000013, -111.905380000087 40.784320000368))","0.2776957","UT","035","49035","UTF",,,,,,,,,,,,,,"M","C","446.90880058","0.003990935044432339","333834","333833","7","336132","US","493","49",,"1"
"MULTILINESTRING ((-71.436354182899 42.274561274883, -71.436340825269 42.274562521343, -71.436324999899 42.274563999829, -71.435995416355 42.274578542766, -71.43525941479 42.274611018184, -71.435253981086 42.274611257404, -71.426809728386 42.274983848326, -71.425303616669 42.275050303729))","0.56368794","MA","017","25017","MBTA",,,"AMTK","CSXT",,,,,,,,"C","BOSTON","M","B","907.16961285","0.011061416714794343","494056","494109","1","379450","US","1308","25",,"2"
"MULTILINESTRING ((-71.213393681173 42.041927390936, -71.211615581194 42.044431574757, -71.211585667045 42.044473703499))","0.19963243","MA","005","25005","MBTA",,,"AMTK","CSXT",,,,,,,,,,"M","B","321.27788802","0.0031229189476889301","494543","494547","1","378469","US","1267","25",,"2"
"MULTILINESTRING ((-79.817846000592 43.563941000177, -79.818421999276 43.563361999557))","0.04940535","ON",,,"CPRS",,,,,,,,,,,,,"GALT","M","C","79.51036641","0.00081671059851516354","632849","632845","99","742986","CA","3541",,,"2"
"MULTILINESTRING ((-71.200127472305 42.187507231773, -71.199274970763 42.189805708267, -71.198346981928 42.192244654367))","0.34149856","MA","021","25021","MBTA",,,"CSXT",,,,,,,,,,"(MBTA) FRANKLIN","M","C","549.58975674","0.0050610048930053641","494559","494562","1","374970","US","971","25",,"1"
