"race","precinct","legislative_district","county_council_district","congressional_district","party","candidate","sumofcount"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2970","41","6","8","NP","REJECTED","214.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2970","41","6","8","NP","Times Blank Voted","49.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2970","41","6","8","NP","Times Counted","376.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-2970","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3084","41","9","8","NP","APPROVED","125.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3084","41","9","8","NP","Registered Voters","517.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3084","41","9","8","NP","REJECTED","239.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3084","41","9","8","NP","Times Blank Voted","32.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3084","41","9","8","NP","Times Counted","396.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3084","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3140","41","6","8","NP","APPROVED","87.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3140","41","6","8","NP","Registered Voters","306.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3140","41","6","8","NP","REJECTED","130.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3140","41","6","8","NP","Times Blank Voted","13.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3140","41","6","8","NP","Times Counted","230.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3140","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3166","41","6","8","NP","APPROVED","182.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3166","41","6","8","NP","Registered Voters","738.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3166","41","6","8","NP","REJECTED","242.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3166","41","6","8","NP","Times Blank Voted","71.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3166","41","6","8","NP","Times Counted","495.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3166","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3225","41","9","8","NP","APPROVED","209.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3225","41","9","8","NP","Registered Voters","852.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3225","41","9","8","NP","REJECTED","324.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3225","41","9","8","NP","Times Blank Voted","65.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3225","41","9","8","NP","Times Counted","598.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3225","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3226","41","9","8","NP","APPROVED","149.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3226","41","9","8","NP","Registered Voters","546.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3226","41","9","8","NP","REJECTED","206.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3226","41","9","8","NP","Times Blank Voted","49.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3226","41","9","8","NP","Times Counted","404.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3226","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3278","41","9","8","NP","APPROVED","59.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3278","41","9","8","NP","Registered Voters","289.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3278","41","9","8","NP","REJECTED","141.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3278","41","9","8","NP","Times Blank Voted","29.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3278","41","9","8","NP","Times Counted","229.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3278","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3291","41","9","8","NP","APPROVED","81.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3291","41","9","8","NP","Registered Voters","288.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3291","41","9","8","NP","REJECTED","96.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3291","41","9","8","NP","Times Blank Voted","24.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3291","41","9","8","NP","Times Counted","201.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3291","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3312","41","9","8","NP","APPROVED","187.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3312","41","9","8","NP","Registered Voters","709.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3312","41","9","8","NP","REJECTED","324.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3312","41","9","8","NP","Times Blank Voted","57.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3312","41","9","8","NP","Times Counted","568.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3312","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3330","41","6","8","NP","APPROVED","74.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3330","41","6","8","NP","Registered Voters","321.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3330","41","6","8","NP","REJECTED","129.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3330","41","6","8","NP","Times Blank Voted","28.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3330","41","6","8","NP","Times Counted","231.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3330","41","6","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3370","41","9","8","NP","APPROVED","148.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3370","41","9","8","NP","Registered Voters","650.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3370","41","9","8","NP","REJECTED","251.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3370","41","9","8","NP","Times Blank Voted","51.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3370","41","9","8","NP","Times Counted","450.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3370","41","9","8","NP","Times Over Voted","0.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3371","41","9","8","NP","APPROVED","192.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3371","41","9","8","NP","Registered Voters","723.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3371","41","9","8","NP","REJECTED","296.00"
"Proposition No. 1 Sales and Use Tax for Criminal Justice, Fire Protection, and Other Government Purposes","BEL 41-3371","41","9","8","NP","Times Blank Voted","42.00"
