"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","2701","Bellevue High School","Low Income","77.5","82.2","Below","86.5","79","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","All","89.3","88.9","On/Above","84","86.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Asian","88.7","92.5","Below","94.2","94","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","White","92.3","86.4","On/Above","81.2","82.8","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Two or More Races","100",,"N<Required","100",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Special Education",,"57.7","N<Required",,"40.1","N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3705","Bennett Elementary School","Low Income","65","77.1","Below","55","63.3","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","All",,,"N<Required",,,"No Students","N<Required","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","American Indian",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Asian",,,"No Students",,,"No Students","No Students","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Black",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Hispanic",,,"No Students",,,"No Students","No Students","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","White",,,"N<Required",,,"No Students","N<Required","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Two or More Races",,,"No Students",,,"No Students","N<Required","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Limited English",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Special Education",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","1832","Bsd Voc Ed/Career Educ Options","Low Income",,,"No Students",,,"No Students","No Students","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","All","93.3","88.5","On/Above","91.3","88.5","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Asian","96","94.4","On/Above","96","98.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","White","92.9","86.1","On/Above","88.9","83.3","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3742","Cherry Crest Elementary School","Low Income",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","All","85.8","82.4","On/Above","85","82.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Asian","88.7","79.6","On/Above","93.5","89.9","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Hispanic","68.3","70.1","Below","59.4","64.5","Below","On/Above","On/Above","On/Above",
"2011-12","Office of Superintendent of Public Instruction",,"50003","Institutions","3569","Echo Glen School","White",,,"N<Required",,,"N<Required","On/Above","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","White","86.9","84.7","On/Above","85.6","82.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Two or More Races","88.6","86.2","On/Above","83.5","83.7","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Limited English","38.3","32.7","On/Above","74.5","71.1","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Special Education","45.8","42.5","On/Above*","32.5","30.2","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17405","Bellevue School District","3338","Chinook Middle School","Low Income","70.3","68","On/Above","59.8","67.3","Below","On/Above","On/Above","On/Above",
