"artwork_city","artwork_site","artist","title","artwork_type","materials","measurements","date_made","location","address","zip_code","see_more_at","id_number","geocoordinates","credit_info"
"Bothell","Northshore Junior High School","Smith, Charles W.","""Triple Arch Sculpture""","Sculpture","Weathering steel","8 ft x 8 ft x 9 ft","1976","North side of campus","12101 NE 160th","98011","http://www.arts.wa.gov/artwork/?request=record;id=3600;type=101","WSAC1976.032.000","POINT (-122.180083 47.743375)","Part of Washington's State Art Collection, acquired by ArtsWA and Northshore School District"
"Poulsbo","Vinland Elementary","Graves, Robert","""Light Splash""","Print","Monoprint","17 1/2 in x 22 in","1993","Above entrance to B-pod","22104 Rhodedendron  Lane NW","98370","http://www.arts.wa.gov/artwork/?request=record;id=2405;type=101","WSAC1995.214.000","POINT (-122.673896 47.763543)","Part of Washington's State Art Collection, acquired by ArtsWA and North Kitsap School District"
"Langley","South Whidbey High School","McCuddin, Mel","""The Under-developed Bicep""","Painting","Oil paint on canvas","3 ft 4 in x 3 ft 4 in","1998","Outside auditorium","5675 Maxwelton Rd.","98260","http://www.arts.wa.gov/artwork/?request=record;id=3404;type=101","WSAC1998.088.000","POINT (-122.40988 48.005746)","Part of Washington's State Art Collection, acquired by ArtsWA and South Whidbey School District"
"Newport","Stratton Elementary","Hahn, Judith","""M.S./Ferns III""","Painting","Watercolor paint, acrylic paint, and collage on paper","24 3/4 in x 29 1/8 in","1992","Library, in reading area","1201 West 5th Street","99156","http://www.arts.wa.gov/artwork/?request=record;id=1978;type=101","WSAC1994.082.000","POINT (-117.056364 48.176621)","Part of Washington's State Art Collection, acquired by ArtsWA and Newport School District"
"Walla Walla","Walla Walla Community College","Schwippert, Verena","""Von Menschenhand""","Sculpture","Granite","38 in x 45 in x 74 in","2007","Health Science & Performing Arts building, east entrance","500 Tausick Way","99362","http://www.arts.wa.gov/artwork/?request=record;id=12144;type=101","WSAC2006.013.00A-C","POINT (-118.276754 46.080657)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections and Walla Walla Community College"
"Spokane","Lincoln Heights Elementary School","Hoggatt, Tina","""Critter Bounce""","Sculpture","Marmoleum on particle board","Dimensions variable","2008","Main hallway wall under stairway, opposite ""The Rookery"" artwork","3322 East 22nd Ave.","99223","http://www.arts.wa.gov/artwork/?request=record;id=12181;type=101","WSAC2007.024.002A-G","POINT (-117.362394 47.63425)","Part of Washington's State Art Collection, acquired by ArtsWA and Spokane School District"
"Olympia","The Evergreen State College","Thomas, Barbara Earl","""Blowing Fire, Breathing Smoke""","Painting","Egg tempera paint on paper","15 3/4 in x 41 3/4 in","2002","College Activities Building (CAB), alcove on the south wall of the 2nd floor student lounge","2700 Evergreen Parkway NW","98505","http://www.arts.wa.gov/artwork/?request=record;id=11737;type=101","WSAC2004.034.000","POINT (-122.977847 47.073595)","Part of Washington's State Art Collection, acquired by ArtsWA and The Evergreen State College"
"West Richland","Tapteal Elementary School","Cole, Melissa Singh","""Tapteal Journey: Jackrabbit""","Sculpture","Mosaic made from textured acrylic, clay, and glass on birch plywood","24 in x 36 in x 2 in","2021","Second floor, main stairway","705 N. 62nd Ave.","99353","http://www.arts.wa.gov/artwork/?request=record;id=13599;type=101","WSAC2020.010.007","POINT (-119.368049 46.30688)","Part of Washington's State Art Collection, acquired by ArtsWA and Richland School District"
"Spokane","Centennial Middle School","Martell, Maxine","""Pool Figure""","Painting","Acrylic paint and enamel paint on canvas","72 in x 54 in","1987","Teacher's entry hall","N 915 Ella RD","99212","http://www.arts.wa.gov/artwork/?request=record;id=4162;type=101","WSAC1991.147.000","POINT (-117.299545 47.665933)","Part of Washington's State Art Collection, acquired by ArtsWA and West Valley School District"
"Rainier","Rainier Elementary","Kodis, Louise","""Swing Set""","Textile","Nylon, metallic fabrics, natural birch limbs, and silk","10 ft x 6 ft x 5 ft (overall installation)","2000","Large commons","600 3rd St W","98576","http://www.arts.wa.gov/artwork/?request=record;id=11488;type=101","WSAC2002.256.000","POINT (-122.692693 46.883129)","Part of Washington's State Art Collection, acquired by ArtsWA and Rainier School District"
"Connell","City of Connell","Otterness, Tom","""Post Office""","Sculpture","Bronze, cast concrete, and stainless steel","49 in x 75 in x 25 in (overall)","2010","It was moved to the other side of the same building on E Franklin","City Center","99326","http://www.arts.wa.gov/artwork/?request=record;id=12462;type=101","WSAC2007.052.00B","POINT (-118.860798 46.660318)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections and City of Connell"
"Federal Way","Enterprise Elementary","Radoczy, Maya","""Life, The Universe and Everything""","Sculpture","Cast glass and aluminum tubes","9 ft x 9 ft x 6 in (irregular dimensions)","1996","Library","35101 5th Ave. SW","98023","http://www.arts.wa.gov/artwork/?request=record;id=2749;type=101","WSAC1995.428.000","POINT (-122.341138 47.286782)","Part of Washington's State Art Collection, acquired by ArtsWA and Federal Way School District"
"Olympia","Washington State Arts Commission","Van Court, Billy","""Goldfinch on Rhododendron""","Painting","Oil paint on canvas","16 in x 12 in (overall)","1994","On display in","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=2052;type=101","WSAC1995.431.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Lakewood","Pierce College - Fort Steilacoom","Kono Thiel, Midori","""White Water""","Print","Woodblock print","21 in x 26 in","1978","Cascade Building, 4th Floor","9401 Farwest Dr. SW","98498","http://www.arts.wa.gov/artwork/?request=record;id=4310;type=101","WSAC1978.080.000","POINT (-122.570886 47.171983)","Part of Washington's State Art Collection, acquired by ArtsWA and Pierce College"
"Olympia","Washington State Arts Commission","Ward, Alfred","""Hand Fan""","Sculpture","Steel, wood, and brass","11 7/8 in x 5 1/2 in x 1 in","1981","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=5248;type=101","WSAC1982.061.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Northshore School District"
"Olympia","Capitol Campus Child Care Center - Maple Park","Chew, Carl","""4 Corners""","Textile","Hand-knotted wool rug","72 1/4 in x 95 1/2 in (overall, irregular)","1994","South hallway, near front entrance","Maple Park Ave. SE and Capitol Way South","98501","http://www.arts.wa.gov/artwork/?request=record;id=2504;type=101","WSAC1995.334.000","POINT (-122.900621 47.034153)","Part of Washington's State Art Collection, acquired by ArtsWA and Issaquah School District"
"Spokane","Browne Elementary School","Santone, J. Elizabeth","""Library""","Painting","Watercolor paint on paper","22.25 in x 29.75 in","1995","Library","5102 N Driscoll Blvd.","99205","http://www.arts.wa.gov/artwork/?request=record;id=10661;type=101","WSAC2000.064.000","POINT (-117.463772 47.704041)","Part of Washington's State Art Collection, acquired by ArtsWA and Spokane School District"
"Yakima","Washington Middle School","Ritchie, Connie","""Experience the World Through Your Senses: Pointing""","Photograph","Hand-painted gelatin silver print","46 1/2 in x 48 in","1997","Commons stairwell","510 South 9th St.","98901","http://www.arts.wa.gov/artwork/?request=record;id=3088;type=101","WSAC1996.012.003","POINT (-120.49123 46.597959)","Part of Washington's State Art Collection, acquired by ArtsWA and Yakima School District"
"Aberdeen","Grays Harbor College","Blomberg, Cecilia","""The Grays Harbor College Tapestry""","Textile","Cotton and wool fiber tapestry","4 1/2 ft x 13 ft","2004","John Spellman Library Building #1500, 2nd floor behind reference desk","1620 Edward P. Smith Dr.","98520","http://www.arts.wa.gov/artwork/?request=record;id=11650;type=101","WSAC2003.071.000","POINT (-123.803312 46.953347)","Part of Washington's State Art Collection, acquired by ArtsWA and Grays Harbor College"
"Mead","Meadow Ridge Elementary","Quick-to-See Smith, Jaune","""Ode to Chief Seattle""","Print","Lithograph print and collage on paper","30 1/4 in x 22 1/8 in (sheet)","1991","Hallway across from bus entrance","15601 N Freya St.","99021","http://www.arts.wa.gov/artwork/?request=record;id=5477;type=101","WSAC1991.043.000","POINT (-117.358595 47.79964)","Part of Washington's State Art Collection, acquired by ArtsWA and Who We Are: Autobiographies in Art Collection"
"Ravensdale","Summit Trail Middle School","Frugé Brown, Kathleen","""Cedar and Wild Cherry""","Painting","Oil paint on canvas","3 ft 6 in x 4 ft","2002","700 wing stairway","25600 Summit Landsburg Rd. SE","98051","http://www.arts.wa.gov/artwork/?request=record;id=11736;type=101","WSAC2004.033.000","POINT (-122.000025 47.372691)","Part of Washington's State Art Collection, acquired by ArtsWA and Tahoma School District"
"Wapato","Simcoe Elementary","Adams, Renee","""InfiniTiger""","Sculpture","Wood, thermoplastic, and acrylic paint","23 in x 4 ft 2 in x 6 1/4 in","2019","Library niche","1307 S. Camas Ave.","98951","http://www.arts.wa.gov/artwork/?request=record;id=13450;type=101","WSAC2020.022.001","POINT (-120.414003 46.436318)","Part of Washington's State Art Collection, acquired by ArtsWA and Wapato School District"
"Vancouver","Pioneer Elementary","Elliott, Richard C.","""Crossed Diamonds""","Sculpture","Reflectors on canvas","40 in x 40 in","1988","Media Center, above checkout desk","7212 NE 166th Ave.","98682","http://www.arts.wa.gov/artwork/?request=record;id=2196;type=101","WSAC1994.149.000","POINT (-122.500925 45.676356)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Des Moines","Highline College","Weiss, Dick","""A Native American Woman""","Print","Monotype print","22 in x 30 in","1994","Building 30, 3rd floor, west wall by Room 311","2400 S 240th St.","98198","http://www.arts.wa.gov/artwork/?request=record;id=2291;type=101","WSAC1995.076.000","POINT (-122.300262 47.389824)","Part of Washington's State Art Collection, acquired by ArtsWA and Cle Elum-Roslyn School District and Highline Community College"
"Pullman","Washington State University","Minthorn, P.Y.","""Blue Wing II""","Painting","Oil paint and tar on canvas","34 in x 32 in","1987","Cleveland Hall, room 21C","Wilson Road and NE Stadium Way","99164","http://www.arts.wa.gov/artwork/?request=record;id=4196;type=101","WSAC1988.008.000","POINT (-117.166517 46.728707)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Grandview","McClure Elementary School","Prather, Julie","""Learning and Growing""","Painting","Leaded stained glass","Twenty-five glass panels, dimensions variable from 15x29"" to 73x120""","2004","Public entrance, computer lab, library","913 WEST 2ND","98930","http://www.arts.wa.gov/artwork/?request=record;id=11644;type=101","WSAC2003.065.00A-Y","POINT (-119.913054 46.255486)","Part of Washington's State Art Collection, acquired by ArtsWA and Grandview School District"
"Bremerton","Washington State Patrol - District VIII Headquarters, Bremerton","Kohn, Jacob","""Selby Pool""","Painting","Oil paint on canvas","2 ft 8 in x 4 ft","1983","Hallway between rooms 114 and 116","4811 Werner Road, WB-16","98312","http://www.arts.wa.gov/artwork/?request=record;id=5596;type=101","WSAC1984.141.000","POINT (-122.678382 47.55768)","Part of Washington's State Art Collection, acquired by ArtsWA and Spokane School District"
"Olympia","Office of the Governor","Sahlstrand, Margaret","""Ponderosa""","Print","Cast paper","10 1/2 in x 12 3/4 in (irregular sheet)","1977","Insurance Building (Policy office), Hallway","Legislative Building, Capitol Campus 416 Sid Snyder Ave. SW","98504","http://www.arts.wa.gov/artwork/?request=record;id=4080;type=101","WSAC1977.046.000","POINT (-122.904761 47.035777)","Part of Washington's State Art Collection, acquired by ArtsWA and Eastern Washington University"
"Olympia","Washington State Arts Commission","Best, David Grant","""Wave Wash on Cliff, Oregon Coast""","Photograph","Gelatin silver print","19 1/4 in x 23 5/8 in (image/sheet)","1984","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=1949;type=101","WSAC1992.077.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Riverview School District"
"Bellingham","Western Washington University","Aycock, Alice","""The Islands of the Rose Apple Tree Surrounded by the Oceans of the World for You, Oh My Darling""","Sculpture","Concrete, water, and pump","24 in x 21 ft x 27 ft","1987","Next to Chemistry Building & Science, Math, and Technology Education Building","516 High St.","98225","http://www.arts.wa.gov/artwork/?request=record;id=3078;type=101","WSAC1987.054.000","POINT (-122.486486 48.735071)","Part of Washington's State Art Collection, acquired by ArtsWA and Western Washington University"
"Longview","Lower Columbia College","Sogabe, Aki","""Rainier in Autumn""","Print","Cut paper","24 in x 18 in","2002","Main Building (MAN), main entrance, right of MAN room 147","1600 Maple Street","98632","http://www.arts.wa.gov/artwork/?request=record;id=11279;type=101","WSAC2002.058.000","POINT (-122.937181 46.141494)","Part of Washington's State Art Collection, acquired by ArtsWA and Lower Columbia College"
"Olympia","Office of the Washington State Auditor","Bergner, Lanny","""Blue Hydroid""","Sculpture","Gourd, glass, copper wire, and aluminum screen wire","25 in x 28 in x 8 1/2 in","2000","Hallway, South Reception Area","Insurance Building, Capitol Campus 302 Sid Snyder Ave. SW","98504","http://www.arts.wa.gov/artwork/?request=record;id=11406;type=101","WSAC2002.185.000","POINT (-122.903323 47.035585)","Part of Washington's State Art Collection, acquired by ArtsWA and Edmonds School District"
