"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","totalteachercount","totalstudentcount","teachertostudentratio","studenttoteacherratio","teachertostudentpercent","averageclasssize","program","programformalname","programteachercount","programteacherpercent","programfte","certificatetype","certificatetypecount","certificatetypepercent","limitedcertificatetype","limitedcertificatetypecount","limitedcertificatetypepercent","iseevalidated","dataasof"
"190","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","179","0.166","1","2022-03-06T13:16:14.820"
"191","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","19929","0.05419","18.45278","0.05419","18.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"192","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","2","0.002","2.000","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"193","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","Other","Other","330","0.306","105.306","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"194","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","14","0.013","15.521","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"195","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","928","0.859","999.211","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"196","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","106","0.098","130.557","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"197","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","127","0.118","204.010","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"198","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","985","0.912","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"199","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","294","0.272","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"200","2017-2018","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","NULL","NULL","NULL","NULL","1080","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","73","0.068","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"201","2017-2018","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","13","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","13","1.000","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"202","2017-2018","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","13","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","3","0.231","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"203","2017-2018","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","13","123","0.10569","9.46154","0.10569","8.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"204","2017-2018","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","13","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","13","1.000","21.066","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"205","2017-2018","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","13","NULL","NULL","NULL","NULL","NULL","Other","Other","2","0.154","0.412","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"206","2017-2018","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","13","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","2","0.154","1.769","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"207","2017-2018","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","13","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","3","0.231","1","2022-03-06T13:16:14.820"
"208","2017-2018","District","100024","Blaine School District","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","NULL","NULL","NULL","NULL","139","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","3","0.022","1","2022-03-06T13:16:14.820"
"209","2017-2018","District","100024","Blaine School District","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","NULL","NULL","NULL","NULL","139","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","1","0.007","1","2022-03-06T13:16:14.820"
"230","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","9","0.026","1","2022-03-06T13:16:14.820"
"231","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","11","0.032","1","2022-03-06T13:16:14.820"
"232","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","62","0.181","1","2022-03-06T13:16:14.820"
"233","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","5008","0.06849","14.60058","0.06849","15.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"234","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","10","0.029","15.738","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"235","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","53","0.155","119.512","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"236","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","4","0.012","3.499","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"237","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","44","0.128","56.779","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"238","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","Other","Other","127","0.370","67.235","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"239","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","253","0.738","421.244","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"240","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","308","0.898","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"241","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","99","0.289","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"242","2017-2018","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","NULL","NULL","NULL","NULL","343","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","40","0.117","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"243","2017-2018","District","100027","Brewster School District","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","58","0.921","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"244","2017-2018","District","100027","Brewster School District","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","24","0.381","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"245","2017-2018","District","100027","Brewster School District","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","NULL","NULL","NULL","NULL","63","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","1","0.016","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"246","2017-2018","District","100027","Brewster School District","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","NULL","NULL","NULL","NULL","63","987","0.06383","15.66667","0.06383","16.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
