"idnum","pais","estratopri","upm","prov","municipio","parmunicipio","parsegmento","cluster","ur","tamano","idiomaq","horainicio","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b17","b37","b46","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","q2","y1","y2","y3","haicr1","q3c","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","horafin","ti4","intid","sexi","colori","paridioq","fecha2","dig","newnro","year","weight1500"
"469","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-24T00:00:00.000","2","3.0","1.0","5.0","2.0","3.0","3.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0",,"3.0","4.0","1.0","1.0","4.0","4.0","4.0","4.0","4.0","7.0","2.0","5.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","3.0","2.0","3.0","5.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","7.0","5.0","3.0",,"3.0","3.0","6.0","4","4.0","7.0","4","4.0","4.0","4.0","4.0","4.0","3.0","3.0","2.0","1.0","1.0","2.0","3.0","3.0","3.0","5.0","2.0","5.0","6.0","3.0","6.0","5.0","5.0","2.0","6.0","7.0","7.0","7.0","3.0","2.0","9.0","9.0","7.0","1.0","1.0","1.0","1.0","10.0","9.0","9.0","9.0","3.0","1.0","3.0","1.0","2.0","4.0","2.0","0.0","1.0",,"0.0",,"0.0","1.0","0.0","2.0","6.0","4.0","7.0","6.0","6.0","4.0","7.0","1.0","5.0","3.0","1.0","7.0","1.0","1.0",,"1.0",,"2.0",,"3.0",,"15.0","39",,,,,"1.0","2.0","1.0",,"2.0",,,"3.0","4.0","1.0","3.0","3.0","9.0","2.0","2.0","2.0","2.0","1201.0","4.0","1.0",,,,"1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","4.0","3.0","1.0","2.0",,,"2.0",,,"4","11.2","50","16","2","3","1","2010-01-24T00:00:00.000","13","469","2010","0.99866844"
"470","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-23T00:00:00.000","1","1.0","58.0","5.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","2.0","4.0","4.0","4.0",,"8.0","8.0","2.0","5.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"1","2.0","3.0","1.0","4.0","3.0","1.0","5.0","4.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","7.0","2","3.0","3.0","2","1.0","4.0","1.0","1.0","1.0","1.0","1.0","2.0","5.0","2.0","5.0","5.0","3.0","2.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","7.0","7.0","7.0","7.0","7.0","2.0","4.0","10.0","10.0","10.0","10.0","1.0","1.0","7.0","5.0","10.0","10.0","8.0","1.0","1.0","3.0","2.0","1.0","4.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0",,"0.0","4.0","7.0","1.0","7.0","1.0","7.0","1.0","7.0","1.0","5.0","1.0","1.0","3.0","1.0","2.0",,"2.0",,"4.0","3.0","3.0",,"12.0","18","4.0","1.0","2.0","2.0","1.0","3.0","1.0","10.0","2.0",,,"3.0","1.0","1.0","2.0","1.0",,"1.0","0.0",,"2.0","1201.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0",,,"2.0",,,"6","18.27","62","16","2","3","1","2010-01-23T00:00:00.000","13","470","2010","0.99866844"
"471","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-24T00:00:00.000","2","2.0","31.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","3.0","2.0","4.0","4.0","4.0","4.0","5.0","4.0","1.0","6.0","2.0",,,"2.0","2.0","2.0","1.0","2.0","2",,,,"2","1.0","2.0","2.0","3.0","3.0","3.0","5.0","4.0","2.0","3.0","3.0","3.0","5.0","3.0","3.0","2.0","4.0","4.0","2.0","3.0","3.0","2.0","5.0","2","3.0","4.0","3",,"3.0","3.0","3.0","3.0","2.0","2.0","3.0","1.0","1.0","2.0","3.0","5.0","6.0","6.0","6.0","4.0","4.0","4.0","5.0","6.0","6.0","6.0","7.0","5.0","7.0","7.0","2.0","2.0","5.0","7.0","3.0","1.0","1.0","1.0","2.0","5.0","7.0","8.0","8.0","1.0","1.0","2.0","2.0","2.0","3.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0","0.0","2.0","5.0","2.0","4.0","5.0","5.0","3.0","5.0","7.0","5.0","5.0","2.0","1.0","1.0","1.0","1201.0","1.0","1201.0","2.0","3.0","3.0",,"11.0","60",,,,,"1.0","3.0","1.0","10.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","3.0","1.0","2.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","5.0",,"3.0","2.0","2.0",,,"1.0","1.0","1.0","5","10.0","40","16","2","3","1","2010-01-24T00:00:00.000","13","471","2010","0.99866844"
"472","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","5.0","5.0","3.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"5.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","5.0","2.0","9.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"2","2.0","2.0","1.0","4.0","2.0","3.0","4.0","4.0","1.0","2.0","2.0","2.0","3.0","3.0","1.0","3.0","1.0","1.0","3.0","1.0","2.0","3.0","6.0","3","3.0","1.0","3","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","5.0","5.0","4.0","1.0","5.0","1.0","1.0","1.0","7.0","3.0","1.0","4.0","4.0","5.0","4.0","4.0","1.0","4.0","4.0","7.0","7.0","7.0","1.0","1.0","1.0","5.0","5.0","5.0","1.0","1.0","10.0","10.0","3.0","1.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,,,"0.0","2.0","5.0","3.0","5.0","5.0","2.0","6.0","5.0","3.0","4.0","6.0","1.0","1.0","2.0","2.0",,"1.0","1201.0","2.0","3.0","3.0",,"14.0","28",,,,,"1.0","5.0","3.0","8.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"1.0","1201.0","4.0","4.0","1.0",,"1.0","1.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","5.0","3.0","2.0","2.0",,,"2.0",,,"3","16.53","48","16","2","3","1","2010-01-23T00:00:00.000","13","472","2010","0.99866844"
"473","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-23T00:00:00.000","1","1.0","1.0","3.0","3.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","4.0",,"3.0","4.0","3.0",,"7.0","6.0","3.0","5.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","2",,,,"2","2.0","2.0","1.0","4.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","4.0","1.0","1.0","3.0","2.0","3.0","5.0","2","2.0","4.0","3","3.0","3.0","3.0","2.0","3.0","1.0","2.0","3.0","3.0","2.0","2.0","4.0","4.0","6.0","6.0","5.0","4.0","2.0","4.0","5.0","5.0","6.0","6.0","7.0","7.0","7.0","7.0","3.0","3.0","7.0","7.0","5.0","1.0","1.0","1.0","10.0","6.0","7.0","5.0","5.0","1.0","1.0","3.0","1.0","2.0","3.0","2.0","0.0","0.0","0.0","0.0",,,"0.0","0.0","1.0","7.0","7.0","7.0","5.0","7.0","1.0","4.0","3.0","7.0","2.0","2.0","5.0","1.0","1.0","1201.0","1.0","1202.0","4.0","4.0","3.0",,"12.0","41",,,,,"1.0","3.0","2.0","7.0","2.0",,,"3.0","2.0","2.0","3.0","2.0",,"2.0","2.0","2.0","2.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"6","12.05","50","16","2","3","1","2010-01-23T00:00:00.000","13","473","2010","0.99866844"
"474","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-23T00:00:00.000","1","2.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","4.0","4.0","4.0","4.0",,"5.0","5.0","3.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","1.0","2.0","2.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","5.0","1.0","7.0","5.0","1.0","5.0","2.0","2.0","5.0","2","4.0","3.0","88","1.0","6.0","3.0","3.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0",,"1.0",,,,"5.0","5.0",,"7.0","7.0","7.0","5.0","5.0","5.0","7.0","7.0","2.0","2.0","8.0","8.0","1.0","1.0","1.0","1.0","1.0",,"3.0","3.0","3.0","5.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","0.0",,"0.0","0.0","0.0","0.0","1.0","1.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","1.0","7.0","1.0","2.0","4.0","1.0","1.0","1201.0","2.0",,"4.0","1.0","3.0",,"12.0","50",,,,,"1.0","2.0","3.0","2.0","2.0",,,"1.0","4.0","2.0","2.0","2.0",,"1.0","3.0","1.0","2.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"5","13.17","47","16","2","3","1","2010-01-23T00:00:00.000","13","474","2010","0.99866844"
"475","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-23T00:00:00.000","1","1.0","31.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","1.0","4.0","4.0","4.0","1.0",,"5.0","5.0","2.0","7.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"1","1.0","3.0","1.0","4.0",,"4.0","7.0","4.0","3.0","4.0","4.0","6.0","5.0","4.0","3.0","3.0","4.0","1.0","4.0","3.0","4.0","5.0","7.0","4","4.0","5.0","3","6.0","6.0","2.0","2.0","7.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","1.0","1.0","1.0","1.0","5.0","3.0","4.0","7.0","5.0","3.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","8.0","10.0","8.0","2.0","1.0","1.0","1.0","5.0","3.0","1.0","3.0","8.0","8.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0",,"0.0","0.0","0.0","2.0","7.0","5.0","5.0",,"6.0","1.0","6.0","1.0","6.0","1.0","2.0","7.0","1.0","1.0","1201.0","2.0",,"3.0","4.0","1.0","2.0","6.0","32",,,,,"1.0","3.0","1.0","9.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"3.0","3.0","2.0","1.0","1201.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","4.0","3.0","2.0","2.0",,,"1.0","3.0","1.0","7","14.35","65","16","2","3","1","2010-01-23T00:00:00.000","13","475","2010","0.99866844"
"476","12","1202","1114","1211","1261","14","25","610025","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","31.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","3.0","3.0","3.0","3.0","4.0","3.0","4.0","4.0","3.0","1.0","5.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"1","2.0","2.0","1.0","1.0","3.0","2.0","3.0","4.0","5.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","7.0","5","7.0","4.0","1","7.0","3.0","2.0","5.0","3.0","1.0","3.0","1.0","1.0","3.0","4.0","4.0","4.0","5.0","2.0","1.0","3.0","3.0","4.0","2.0","3.0","2.0","4.0","4.0","3.0","5.0","6.0","2.0","3.0","5.0","6.0","4.0","5.0","1.0","1.0","1.0","3.0","5.0","4.0","2.0","8.0","4.0","1.0","1.0","2.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0",,,"0.0","1.0","6.0","3.0","4.0","6.0","4.0","3.0","3.0","2.0","3.0","3.0","2.0","1.0","1.0","2.0",,"2.0",,"3.0","4.0","3.0",,"15.0","26",,,,,"1.0","4.0","2.0","9.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","0.0",,"2.0","1201.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"4","15.55","55","16","2","3","1","2010-01-23T00:00:00.000","13","476","2010","0.99866844"
"477","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","27.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","1.0","2.0","4.0","4.0","4.0","4.0","7.0","5.0","2.0","6.0","2.0",,,"2.0","1.0",,"1.0","1.0","2",,,,"2","2.0","3.0","1.0","2.0","1.0","4.0","5.0","4.0","3.0","4.0","5.0","6.0","6.0","5.0","5.0","6.0","6.0","6.0","2.0","5.0","6.0","6.0","7.0","6","6.0","6.0","88","6.0","6.0","7.0","6.0","6.0","5.0","4.0","6.0","2.0","4.0","2.0","2.0","4.0","5.0","6.0","3.0","3.0","6.0","4.0","5.0","6.0","5.0","6.0","6.0","6.0","3.0","7.0","2.0","2.0","8.0","8.0","2.0","7.0","1.0","2.0","3.0","5.0","5.0","1.0","2.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,"0.0",,"0.0","2.0","6.0","4.0","5.0","5.0","6.0","3.0","5.0","3.0","4.0","2.0","2.0","1.0","1.0","1.0","1201.0","2.0",,"4.0","2.0","2.0","2.0","9.0","27",,,,,"1.0","3.0","2.0","5.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","2.0","2.0","2.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"4.0","1.0","2.0",,,"2.0",,,"5","13.11","41","13","2","3","1","2010-01-23T00:00:00.000","13","477","2010","0.99866844"
"478","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-23T00:00:00.000","1","1.0","31.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0",,"4.0","2.0","3.0","3.0","2.0","2.0","3.0",,"7.0","5.0","3.0","5.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","2",,,,"2","2.0","4.0","1.0","3.0","1.0","4.0","6.0","3.0","4.0","7.0","5.0","5.0","5.0","4.0","5.0","3.0","7.0","3.0","3.0","5.0","4.0","3.0","7.0","5","4.0","5.0","5","4.0","5.0","5.0","5.0","5.0","5.0","4.0","5.0","1.0","1.0","2.0","4.0","6.0","6.0","4.0","2.0","4.0","6.0","5.0","5.0","3.0","2.0","6.0","7.0","7.0","7.0","7.0","2.0","2.0","8.0","8.0","6.0","1.0","1.0","1.0","1.0","5.0","5.0","6.0","8.0","1.0","2.0","3.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0","0.0",,"0.0",,"0.0","2.0","3.0","1.0","7.0","3.0","7.0","4.0","7.0","3.0","6.0","3.0","2.0","1.0","1.0","2.0",,"2.0",,"1.0","4.0","3.0",,"16.0","21","4.0","5.0","1.0","1.0","1.0","3.0","1.0","5.0","2.0",,,"4.0",,"2.0","2.0","3.0",,"1.0","0.0",,"1.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0",,,"2.0",,,"4","14.2","42","13","2","3","1","2010-01-23T00:00:00.000","13","478","2010","0.99866844"
"479","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-23T00:00:00.000","2","1.0","5.0","4.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","1.0","4.0","2.0","4.0","4.0","4.0","5.0","1.0","2.0","6.0","2.0",,,"1.0","1.0","1.0","2.0","1.0","2",,,,"2","2.0","2.0","1.0","4.0","1.0","1.0","4.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","1.0","7.0","1.0","1.0","3.0","1.0","1.0","7.0","1","5.0","5.0","1","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","4.0","1.0","2.0","4.0","3.0","2.0","5.0","5.0","4.0","1.0","1.0","3.0","6.0","6.0","7.0","7.0","7.0","7.0","7.0","3.0","1.0","10.0","10.0","1.0","7.0","1.0","1.0","6.0","6.0","6.0","5.0","5.0","1.0","1.0","3.0","1.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,"0.0",,"0.0","1.0","6.0","1.0","4.0","7.0","1.0","5.0","6.0","3.0","4.0","2.0","1.0","1.0","1.0","1.0","1201.0","2.0",,"4.0","2.0","3.0",,"12.0","25","4.0","1.0","1.0","1.0","1.0","2.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","3.0","1.0","3.0","2.0","2.0","2.0","1201.0","5.0","1.0","2.0","2.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","4.0","2.0",,"2.0",,,"2.0",,,"7","15.15","42","12","1","3","1","2010-01-23T00:00:00.000","13","479","2010","0.99866844"
"480","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-23T00:00:00.000","2","3.0","70.0","3.0",,"1.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","6.0","6.0","1.0",,"2.0",,,,"1.0","1.0",,,"2",,,,"1","2.0","4.0","1.0","1.0","1.0",,,"1.0","3.0",,"1.0","1.0",,,"4.0","2.0","3.0","5.0","1.0","4.0",,"2.0","2.0","88",,"5.0","88",,,,,,"4.0","3.0",,"1.0","1.0","3.0","5.0",,,,,,"1.0","1.0","1.0","7.0",,"7.0","7.0","7.0","7.0","7.0","3.0","3.0",,"10.0",,"1.0","1.0","1.0","3.0",,"3.0","1.0","1.0","6.0","6.0","3.0","1.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","3.0","1.0","7.0","4.0","1.0","1.0","7.0","3.0","7.0","6.0",,,"1.0","2.0",,"2.0",,"4.0","3.0","3.0",,"0.0","55",,,,,"5.0","2.0","2.0","2.0","2.0",,,"3.0","2.0","2.0","4.0","3.0","2.0","2.0","6.0","5.0","2.0","1202.0","5.0","1.0","1.0",,"1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,,"1.0","2.0",,,"2.0",,,"5","16.34","44","13","2","3","1","2010-02-23T00:00:00.000","13","480","2010","0.99866844"
"481","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-24T00:00:00.000","1","1.0","22.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0",,"5.0","1.0","1.0","1.0","1.0","1.0","4.0",,"6.0","5.0","2.0","6.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1","1.0","8.0","3.0","2","2.0","3.0","1.0","1.0","2.0","1.0","6.0","4.0","4.0","5.0","5.0","3.0","5.0","5.0","4.0","6.0","5.0","3.0","4.0","3.0","3.0","1.0","7.0","2","4.0","2.0","6","5.0","7.0","1.0","2.0","3.0","4.0","1.0","2.0","1.0","1.0","2.0","2.0","4.0","5.0","1.0","3.0","2.0","5.0","4.0","3.0","4.0","2.0","5.0","7.0","5.0","7.0","7.0","3.0","3.0","3.0","5.0","4.0","1.0","1.0","1.0","1.0","4.0","6.0","6.0","5.0","5.0","2.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"0.0","0.0",,,"0.0","2.0","5.0","4.0","5.0","5.0","4.0","5.0","5.0","4.0","5.0","6.0","2.0","3.0","1.0","1.0",,"2.0",,"4.0",,"3.0",,"21.0","33",,,,,"1.0","3.0","1.0","8.0","2.0",,,"3.0","2.0","2.0","2.0","2.0",,"1.0",,,"2.0",,"2.0","4.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0",,,"1.0","4.0","1.0","3","11.15","42","13","2","3","1","2010-01-24T00:00:00.000","13","481","2010","0.99866844"
"482","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-24T00:00:00.000","2","2.0","17.0","3.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","2.0","8.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","2",,,,"2","1.0","2.0","2.0","1.0","4.0","6.0","5.0","5.0","4.0","5.0","5.0","3.0","3.0","3.0","5.0","5.0","5.0","5.0","2.0","5.0","3.0","5.0","7.0","5","5.0","5.0","4","4.0","5.0","5.0","4.0","7.0","7.0","7.0","7.0","2.0","2.0","2.0","2.0","5.0","4.0","4.0","5.0","4.0","4.0","2.0","6.0","6.0","6.0","4.0","5.0","5.0","5.0","7.0","2.0","2.0","5.0","8.0","5.0","5.0","3.0","2.0","4.0","5.0","5.0","8.0","5.0","5.0","5.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0",,,,"0.0","2.0","3.0","2.0","5.0","2.0","3.0","2.0","2.0","2.0","4.0","4.0","1.0","1.0","1.0","2.0",,"2.0",,"3.0","3.0","3.0",,"6.0","30",,,,,"1.0","4.0","1.0","5.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","1.0","1.0","1.0","1202.0","5.0","1.0",,"2.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"3","12.11","31","13","2","3","2","2010-01-24T00:00:00.000","13","482","2010","0.99866844"
"483","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-23T00:00:00.000","2","3.0","3.0","5.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","2.0","4.0","4.0","4.0","4.0","3.0","3.0","3.0",,,"2.0",,,"2.0","2.0","2.0",,,"2",,,,"2","1.0","2.0","1.0","1.0",,"6.0",,,"1.0","1.0","1.0","2.0",,"1.0","3.0","1.0","5.0","1.0","1.0","5.0","1.0",,"6.0","1","2.0","4.0","88","2.0","6.0","2.0","4.0","2.0","1.0","3.0","2.0","1.0","1.0","2.0",,"5.0","7.0","6.0","4.0","4.0","7.0","1.0","5.0","5.0","7.0","7.0","7.0","6.0",,"4.0","3.0","4.0","7.0","8.0","6.0","2.0","1.0","1.0","4.0","8.0","6.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","3.0","2.0","0.0","0.0",,,,"0.0",,"0.0","2.0","5.0","3.0",,"4.0","3.0","6.0","7.0","1.0","6.0","1.0","1.0","1.0","1.0","1.0","1201.0","1.0","1202.0","2.0",,"3.0",,"6.0","44",,,,,"1.0","4.0","1.0","5.0","2.0",,,"4.0",,"1.0","3.0","3.0","9.0","1.0","6.0","3.0","1.0","1202.0","5.0","1.0",,"1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"2.0","1.0","2.0",,,"2.0",,,"3","17.34","50","13","2","3","3","2010-01-23T00:00:00.000","13","483","2010","0.99866844"
"484","12","1202","1114","1211","1261","14","1","610001","1","1","1",,"2010-01-23T00:00:00.000","1","1.0","3.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0",,"2.0","1.0","2.0","4.0","3.0",,"7.0","7.0","1.0","6.0","2.0",,,"2.0","2.0","2.0","2.0","1.0","2",,,,"1","1.0","2.0","1.0","3.0","1.0","2.0","7.0","1.0","5.0","1.0","4.0","7.0","3.0","6.0","2.0","1.0","7.0","2.0","7.0","7.0","6.0","1.0","7.0","1","1.0","1.0","1","7.0","7.0","4.0","6.0","1.0","3.0","4.0","5.0","4.0","4.0","2.0","4.0","1.0","1.0","1.0","1.0","1.0","4.0","7.0","7.0","1.0","4.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","5.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","1.0","1.0","10.0","10.0","2.0","2.0","2.0","4.0","1.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","1.0","7.0","2.0","7.0","2.0","7.0","1.0","7.0","1.0","7.0","1.0","2.0","1.0","1.0","1.0","1201.0","1.0","1202.0","1.0","2.0","2.0","2.0","12.0","46",,,,,"1.0","2.0","1.0","9.0","1.0","1.0","2.0","4.0",,"1.0","2.0","2.0",,"2.0","4.0","3.0","7.0","1201.0","4.0","1.0","1.0",,"2.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","3.0",,"3.0","2.0","2.0",,,"2.0",,,"4","18.33","44","13","2","3","1","2010-01-23T00:00:00.000","13","484","2010","0.99866844"
