"as_of_date","fiscal_year","project_name","procurement_category","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1577483","Estande de 80m&#178;, para participa&#231;&#227;o do Governo do Estado no evento FIT Am&#233;rica Latina de 2017, a ser realizada 28 a 31 de outubro de 2017, em Buenos Aires/Argentina","2017-10-23T00:00:00.000","FÉRIAS ARGENTINAS S.A","Argentine Republic","35000.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1554209","Levantamento, Cadastramento, Regulariza&#231;&#227;o e Registro do Patrim&#244;nio Imobili&#225;rio do Governo do Estado do Rio Grande do Norte","2017-09-01T00:00:00.000","NIP DO BRASIL ESTUDOS E PROJETOS","Federative Republic of Brazil","2557997.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Metro Line 5 Project","Consultant Services","1552515","FORNECIMENTO DE SOFTWARE E DESENVOLVIMENTO DE MODELAGEM DE TRANSPORTE COM ENFOQUE NA AVALIA&#199;&#195;O DOS IMPACTOS DA DEMANDA ADVINDOS DA IMPLANTA&#199;&#195;O DOS PROJETOS DE TRANSPORTES PRIORIT&#193;RIOS NA REDE","2017-10-27T00:00:00.000","SYSTRA S.A","Federative Republic of Brazil","267753.0"
"2022-09-12T00:00:00.000","2018","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Consultant Services","1555196","Contrato de presta&#231;&#227;o de servi&#231;os de elabora&#231;&#227;o de projeto de engenharia (4 meses)","2017-11-27T00:00:00.000","PAVESYS ENGENHARIA","Federative Republic of Brazil","490313.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1577734","Loca&#231;&#227;o e montagem de estande, para a participa&#231;&#227;o do Governo do Estado na 40&#176; AVIESP, Expo de Neg&#243;cios em Turismo, a ser realizada no per&#237;odo de 12 e 13 de abril de 2018, em Campinas/SP.","2018-04-09T00:00:00.000","ASSOCIAÇÃO DAS AGÊNCIAS DE VIAGENS INDEPENDENTES DO INTERIOR DO ESTADO DE SÃO","Federative Republic of Brazil","13060.0"
"2022-09-12T00:00:00.000","2018","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Civil Works","1555044","Execu&#231;&#227;o de Obras de Infraestrutura de Urbaniza&#231;&#227;o e Saneamento B&#225;sico da &#193;rea Urbana do Munic&#237;pio de Jord&#227;o - Acre, conforme especifica&#231;&#245;es t&#233;cnicas constantes neste termo de refer&#234;ncia e Acordo de E","2018-03-05T00:00:00.000","AMAZÔNIA CONTRUÇÕES ENG. E COMÉRCIO LTDA","Federative Republic of Brazil","6868824.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Metro Line 4 (PHASE 2)","Civil Works","1556062","DESIGN DEVELOPMENT, SUPPLY, IMPLEMENTATION, HOMOLOGATION, TESTS AND TECHNICAL DOCUMENTATION FOR THE PERMANENT WAY AND ITS RESPECTIVE SPARE PARTS FOR THE CONCLUSION OF COMPANHIA DO METROPOLITANO DE SAO","2018-03-07T00:00:00.000","COMSA S/A","Federative Republic of Brazil","10524971.0"
"2022-09-12T00:00:00.000","2018","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Non-consulting Services","1577995","Servi&#231;os de Link Dedicado de Internet para as Novas Instala&#231;&#245;es da Unidade de Gerenciamento do Programa - UGP","2017-08-09T00:00:00.000","VIVEIROS & ARAÚJO SERVIÇOS DE PROVEDORES DA INTERNET LTDA. - EPP","Federative Republic of Brazil","14877.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1577661","Aquisi&#231;&#227;o de c&#226;mera fotogr&#225;fica.","2018-05-29T00:00:00.000","B2W COMPANHIA DIGITAL","Federative Republic of Brazil","360.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Non-consulting Services","1556398","Lote II - Analises Fisico Quimicas Rotineiras, radioativas para uranio e outros minerais radioativos em amostras de agua provenientes de pocos tubulares profundos.","2018-04-09T00:00:00.000","CONTROLE ANALITICO ANALISES TECNICAS","Federative Republic of Brazil","20087.0"
"2022-09-12T00:00:00.000","2018","Sao Paulo Metro Line 4 (PHASE 2)","Consultant Services","1556049","PRESTA&#199;&#195;O DE SERVI&#199;OS T&#201;CNICOS ESPECIALIZADOS DE ENGENHARIA PARA APOIO A SUPERVIS&#195;O, FISCALIZA&#199;&#195;O E CONTROLE DA OBRA CIVIL - OBRA BRUTA E ACABAMENTOS, CONTEMPLANDO OBRAS REMANESCENTES DA LINHA 4","2018-03-08T00:00:00.000","ARCADIS LOGOS SA","Federative Republic of Brazil","3249384.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Consultant Services","1552360","Servi&#231;os de Consultoria Especializada em Engenharia para apoiar a UGP e as UES no Acompanhamento, Supervis&#227;o e Gerenciamento de Obras","2017-07-12T00:00:00.000","ATP ENGENHARIA LTDA","Federative Republic of Brazil","2682203.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1557900","CONTRATA&#199;&#195;O DE EMPRESA DE PRESTA&#199;&#195;O DE SERVI&#199;OS DE MONTAGEM E PRODU&#199;&#195;O DE EVENTOS PARA A XXI CAPRIFEIRA DE S&#195;O PAULO DO POTENGI, DO ESTADO DO RIO GRANDE DO NORTE.","2018-04-13T00:00:00.000","G T GALVÃO JUNIOR INDÚSTRIA E LOCAÇÕES – EPP","Federative Republic of Brazil","45218.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1557924","Contrata&#231;&#227;o de empresa para realiza&#231;&#227;o de rodadas de neg&#243;cios denominadas MEETING BRASIL - MISS&#195;O RIO GRANDE DO NORTE- Etapa I , nas cidades de  Montevid&#233;u,  Santiago, Ros&#225;rio,  C&#243;rdoba e Assun&#231;&#227;o.","2018-04-13T00:00:00.000","J PASQUINI ORGANIZAÇÃO E PROM. DE EVENTOS EIRELI -ME","Federative Republic of Brazil","65924.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1557847","RECUPERA&#199;&#195;O EMERGENCIAL DO REVESTIMENTO DO TALUDE JUSANTE DA BARRAGEM DE LUCR&#201;CIA","2018-04-13T00:00:00.000","ENGETECH CONSTRUÇÕES LTDA EPP","Federative Republic of Brazil","13020.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558019","AQUISI&#199;&#195;O DE KITS DE VESTU&#193;RIOS PARA ASSOCIA&#199;&#195;O IND&#205;GENA KRAH&#212; KANELA","2017-12-08T00:00:00.000","CLAUDIO LUIZ DA SILVA CRUZ","Federative Republic of Brazil","582.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1578171","Reforma da Central do Cidada&#771;o do Munici&#769;pio de Alexandria/RN .","2017-12-04T00:00:00.000","L&L ENGENHARIA","Federative Republic of Brazil","278945.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558013","AQUISI&#199;&#195;O DE G&#202;NEROS ALIMENT&#205;CIOS PARA OS PER&#205;ODOS DE VIGIL&#194;NCIA DE INTERC&#194;MBIO SOBRE SEGURAN&#199;A E DA OFICINA DE CAPACITA&#199;&#195;O PARA O TRABALHO DE VIGIL&#194;NCIA PARA ASSOCIA&#199;&#195;O IND&#205;GENA KRAH&#212; KANELA.","2017-11-06T00:00:00.000","MERCADO VALE DO ARAGUAIA LTDA-ME","Federative Republic of Brazil","3546.0"
"2022-09-12T00:00:00.000","2018","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Goods","1557648","Fornecimento de licen&#231;as de software Microsoft na modalidade de licenciamento Select","2018-04-02T00:00:00.000","INGRAM MICROTECNOLOGIA E INFORMÁTICA LTDA","Federative Republic of Brazil","148280.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558270","AQUISI&#199;&#195;O DE CAIXAS DE &#193;GUA 5000L PARA AS UNIDADES PRODUTIVAS DA ASSOCIA&#199;&#195;O HUMANA POVO PARA POVO BRASIL","2018-02-07T00:00:00.000","IRRIGA FORT LTDA-ME","Federative Republic of Brazil","1688.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558285","AQUISI&#199;&#195;O DE MATERIAIS EL&#201;TRICOS E HIDRAULICOS PARA A ASSOCIA&#199;&#195;O HUMANA POVO PARA POVO BRASIL.","2018-02-07T00:00:00.000","IRRIGA FORT LTDA-ME","Federative Republic of Brazil","1319.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1578340","Aquisi&#231;&#227;o de Dronne com c&#226;mera full HD e Wifi para registros fotogr&#225;ficos e v&#237;deo para mapeamentos dos potenciais e vulnerabilidades no territ&#243;rio do Subprojeto - NAX.","2018-05-08T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","543.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558279","MATERIAIS DE MADEREIRA PARA  IMPLANTA&#199;&#195;O DAS UNIDADES PRODUTIVAS DA ASSOCIA&#199;&#195;O HUMANA PARA POVO BRASIL","2018-02-07T00:00:00.000","IRRIGA FORT LTDA-ME","Federative Republic of Brazil","5103.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558188","AQUISI&#199;&#195;O DE EQUIPAMENTOS DE INFORM&#193;TICA E ELETROELETR&#212;NICOS PARA USO EM EVENTOS DE AUDIOVISUAL DA ASSOCIA&#199;&#195;O XAVANTE RIP&#193;","2017-12-18T00:00:00.000","CNOVA COMÉRCIO ELETRÔNICO SA","Federative Republic of Brazil","1677.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1578684","Aquisi&#231;&#227;o de material de inform&#225;tica para o Subprojeto (Uni&#227;o Ind&#237;gena Xerente - Unix)","2018-05-21T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","1934.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558341","AQUISI&#199;&#195;O DE 05 NOTEBOOKS PARA APOIO NA REALIZA&#199;&#195;O DAS ATIVIDADES DO SUBPROJETO ALTERNATIVAS PARA PEQUENA AGRICULTURA NO TOCANTINS.","2018-02-05T00:00:00.000","LOJAS AMERICANAS S/A","Federative Republic of Brazil","2580.0"
"2022-09-12T00:00:00.000","2018","Pernambuco Rural Economic Inclusion","Consultant Services","1558302","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de Auditoria T&#233;cnica","2017-12-20T00:00:00.000","SYNERGIA CONSULTORIA URBANA E SOCIAL","Federative Republic of Brazil","282482.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1558272","AQUISI&#199;&#195;O DE MATERIAIS PARA IMPLANTA&#199;&#195;O NAS UNIDADES PRODUTIVAS (BOMBAS DE &#193;GUA SUBMERSA) NA ASSOCIA&#199;&#195;O HUMANA POVO PARA POVO BRASIL","2018-02-07T00:00:00.000","IRRIGA FORT LTDA-ME","Federative Republic of Brazil","317.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1578367","aquisi&#231;&#227;o de 04(quatro) caixas de som amplificada","2018-05-16T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","504.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1578327","Aquisi&#231;&#227;o de 01 GPS para o Subprojeto Namunkur&#225; Associa&#231;&#227;o Xavante (NAX).","2018-04-20T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","332.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1578316","CONTRATA&#199;&#195;O DE EMPRESA ESPECIALIZADA NA PRESTA&#199;&#195;O DOS SERVI&#199;OS DE PRODU&#199;&#195;O DE EVENTOS PARA A REALIZA&#199;&#195;O DO CINE FEST RN.","2018-02-22T00:00:00.000","ENGADY CINE VIDEO","Federative Republic of Brazil","80767.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1578337","Projeto de alfabetiza&#231;&#227;o com qualifica&#231;&#227;o social e profissional para agricultores familiares.","2018-03-09T00:00:00.000","FUNDAÇÃO DE APOIO À EDUCAÇÃO E AO DESENVOLVIMENTO TECNOLÓGICO DO RIO GRANDE","Federative Republic of Brazil","609649.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Consultant Services","1558022","CONTRATA&#199;&#195;O DE CONSULTOR INDIVIDUAL PARA CONTRIBUIR PARA RECUPERA&#199;&#195;O, PROTE&#199;&#195;O E GEST&#195;O DE MICROBACIAS DA RESERVA DE DESENVOLVIMENTO SUSTENT&#193;VEL NASCENTES GERAIZEIRAS RDS","2018-01-22T00:00:00.000","Individual Consultant","Federative Republic of Brazil","18829.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1557983","AQUISI&#199;&#195;O DE 01 MOTOR DE BARCO E 01 BARCO PARA ASSOCIA&#199;&#195;O DO POVO IND&#205;GENA KRAH&#212; KANELA","2017-12-20T00:00:00.000","TUCUNARÉ CAÇA PESCA E CAMPING LTDA - ME","Federative Republic of Brazil","4216.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1557926","CONSTRU&#199;&#195;O DA CENTRAL DO CIDAD&#195;O DE CURRAIS NOVOS","2018-04-24T00:00:00.000","AR PROJETOS E CONSTRUÇÕES LTDA","Federative Republic of Brazil","997168.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1557922","Aquisi&#231;&#227;o de um barco de alum&#237;nio para transporte de comunit&#225;rios e de sementes para a Associa&#231;&#227;o Rede de Sementes do Xingu.","2017-12-15T00:00:00.000","TRIANGULO INDUSTRIA NAUTICA LTDA - ME","Federative Republic of Brazil","1948.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Civil Works","1578187","Reforma da Central do Cidada&#771;o do Munici&#769;pio de Parnamirim/RN","2017-12-04T00:00:00.000","L&L ENGENHARIA","Federative Republic of Brazil","641730.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1578712","contrata&#231;&#227;o de empresa de presta&#231;&#227;o de servi&#231;os para a produ&#231;&#227;o e organiza&#231;&#227;o de evento do 2&#186; ENCONTRO DO CAMAR&#195;O E DA OSTRA","2018-05-22T00:00:00.000","ANDERSON M A DE OLIVEIRA EIRELI - ME","Federative Republic of Brazil","13399.0"
"2022-09-12T00:00:00.000","2018","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Non-consulting Services","1556402","Lote I - Analises Fisico Quimicas Rotineiras, radioativas para uranio e outros minerais radioativos em amostras de agua provenientes de pocos tubulares profundos.","2018-04-09T00:00:00.000","CONTROLE ANALITICO ANALISES TECNICAS","Federative Republic of Brazil","32870.0"
"2022-09-12T00:00:00.000","2018","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Civil Works","1577966","Reforma e Ampliacao da Casa Punare","2017-10-25T00:00:00.000","CONSTRUTORA C & A LTDA - ME","Federative Republic of Brazil","115858.0"
"2022-09-12T00:00:00.000","2018","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1556213","Aquisi&#231;&#227;o de instrumentos cir&#250;rgicos, para atender as necessidades da rede de aten&#231;&#227;o a Sa&#250;de no estado no &#226;mbito da SESACRE, conforme Acordo de Empr&#233;stimo 8442-BR - SESACRE","2018-04-16T00:00:00.000","MACOM INSTRUMENTAL CIRURGICO INDUSTRIAL","Federative Republic of Brazil","215293.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1608888","Aquisi&#231;&#227;o de pe&#231;as confeccionadas com artesanato do Rio Grande do Norte","2017-12-29T00:00:00.000","ASSOCIAÇÃO RENASCER DOS ARTESÃOS DA CARNAÚBA","Federative Republic of Brazil","31049.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1577725","Loca&#231;&#227;o e montagem especial de stand, objetivando a participa&#231;&#227;o do Governo do Estado do RN na 29&#176; Feira de Turismo de Gramado - FESTURIS, no per&#237;odo de 09 &#224;
12 de novembro de 2017, em Gramado/RS.","2017-10-23T00:00:00.000","ROSSI & ZORZANELLO LTDA - EPP","Federative Republic of Brazil","14162.0"
"2022-09-12T00:00:00.000","2018","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Goods","1555734","Solu&#231;&#227;o de armazenamento secund&#225;rio de dados (backup) com 120 Terabytes brutos com garantia t&#233;cnica de 36 (trinta e seis) meses","2018-02-01T00:00:00.000","STORBACK TECNOLOGIA COMERCIO E SERVIÇOS DE INFORMATICA","Federative Republic of Brazil","237451.0"
"2022-09-12T00:00:00.000","2018","Rio de Janeiro Strengthening Public Sector Management Technical Assistance Project","Goods","1555733","Aquisi&#231;&#227;o de quatro servidores tipo ""Blade"" equipados individualmente com 02 (dois) processadores de 12 (doze) n&#250;cleos","2018-02-01T00:00:00.000","MPE COMERCIO DE EQUIPAMENTOS PARA INFORMATICA E SOLUÇOES","Federative Republic of Brazil","70778.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1577635","Eventos objetivando a participa&#231;&#227;o da Secretaria de Estado do Turismo do RN no evento World Travei Market Latin America 2018, a ser realizado no per&#237;odo de 03 a 05 de abril de 2018, ExpoCenter Norte","2018-03-28T00:00:00.000","REED EXHIBITIONS ALCANT ARA MACHADO LTDA","Federative Republic of Brazil","39523.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1577487","Loca&#231;&#227;o de 47 Stands al&#233;m de um espa&#231;o de 300m&#178; onde ser&#225; alojado uma feira com 30 box destinados a participa&#231;&#227;o do Artesanato Potiguar na 22&#170; FIART (Feira Internacional de Artesanato).","2018-01-18T00:00:00.000","V & J TURISMO E EVENTOS - ESPACIAL TURISMO E EVENTOS","Federative Republic of Brazil","34806.0"
"2022-09-12T00:00:00.000","2018","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1577469","Constru&#231;&#227;o e montagem de estande de 24m&#178;, para participa&#231;&#227;o no evento Feira de Viagens Mundo Abreu em Lisboa, Portugal, nos dias 10 e 11 de mar&#231;o de 2018","2018-03-07T00:00:00.000","VIAGENS ABREU S.A","Portuguese Republic","8109.0"
"2022-09-12T00:00:00.000","2018","BR DGM for Indigenous People and Traditional Communities","Goods","1671520","Aquisi&#231;&#227;o de 01 (uma) Motocicleta Tipo on-off road 150 cc ou superior 0KM para o Subprojeto n&#186; 116 - Associa&#231;&#227;o Em &#193;reas De Assentamento No Estado Do Maranh&#227;o &#8211; Assema","2018-06-08T00:00:00.000","MEARIM MOTOS LTDA","Federative Republic of Brazil","2139.0"
