"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2019","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","OBRAS DE INFRAESTRUTURA DO CENTRO ADMINISTRATIVO DO ESTADO: PAVIMENTA&#199;&#195;O, ACESSIBILIDADE, DRENAGEM, CERCAMENTO","2018-09-17T00:00:00.000","CONSTRUTORA LUIZ COSTA LTDA","Federative Republic of Brazil","BR","4210185.0","ID47 1CW"
"2018","Brazil","BR Sergipe Water","Non-consulting Services","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Contrata&#231;&#227;o dos servi&#231;os de cercamento, reflorestamento e revegeta&#231;&#227;o para atender aos projetos de preserva&#231;&#227;o, conserva&#231;&#227;o e recupera&#231;&#227;o de mananciais, na regi&#227;o da BHRS","2017-11-07T00:00:00.000","STCP ENGENHARIA DE PROJECTOS, LDA","Federative Republic of Brazil","BR","4171144.0","SEMARH 24/2017"
"2020","Brazil","Fortaleza Sustainable Urban Development Project","Civil Works","Request for Bids","Public Administration;Industry, Trade and Services","OBRAS DE URBANIZA&#199;&#195;O E PAISAGISMO DO PARQUE RACHEL DE QUEIROZ &#8211; PRDQ (TRECHOS 1, 2, 5 E 6)","2020-03-04T00:00:00.000","ATHOS CONSTRUCOES LTDA","Federative Republic of Brazil","BR","4167205.0","BR-SEUMA-46780-CW-RFP"
"2020","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","PAVIMENTA&#199;&#195;O DA ESTRADA DO ACESSO SUL DO AEROPORTO - BOA VISTA - S&#195;O GON&#199;ALO DO AMARANTE","2020-06-26T00:00:00.000","CLC – CONSTRUTORA LUIZ COSTA LTDA","Federative Republic of Brazil","BR","4142073.0","50/2020"
"2022","Brazil","Paraiba Sustainable Rural Development","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa para constru&#231;&#227;o de 1.208 cisternas de placas.","2022-05-12T00:00:00.000","CONSORCIO PARAIBA PARA TODOS","Federative Republic of Brazil","BR","4108658.0","COOPERAR - PB-191280-CW-RFP"
"2021","Brazil","Fortaleza Sustainable Urban Development Project","Non-consulting Services","Request for Bids","Public Administration;Industry, Trade and Services","Realiza&#231;&#227;o de atividades de mobiliza&#231;&#227;o social, apoio &#224; fiscaliza&#231;&#227;o para a identifica&#231;&#227;o de im&#243;veis n&#227;o interligados &#224; rede de esgoto e obras de interliga&#231;&#227;o intradomiciliar &#224; rede de esgoto - FCS","2021-03-26T00:00:00.000","ATHOS CONSTRUCOES LTDA","Federative Republic of Brazil","BR","4097189.0","BR-SEUMA-107894-NC-RFB"
"2021","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Execu&#231;&#227;o de Obras de Implanta&#231;&#227;o de Sistemas de Abastecimento de &#193;gua (SSA) e M&#243;dulos Sanit&#225;rios nos munic&#237;pios de abrang&#234;ncia da Central de Seabra, no Estado da Bahia","2021-03-04T00:00:00.000","METRO ENGENHARIA","Federative Republic of Brazil","BR","3933833.0","BR-CERB-BA-139408-CW-RFB"
"2017","Brazil","Sao Paulo Metro Line 4 (PHASE 2)","Civil Works","Request for Bids","Transportation","DESIGN DEVELOPMENT, SUPPLY, IMPLEMENTATION, HOMOLOGATION, TESTS AND TECHNICAL DOCUMENTATION FOR THE PERMANENT WAY AND ITS RESPECTIVE SPARE PARTS - L4 YELLOW - BALLAST TRACK AND BLOCKS SPECIAL TRACKS","2017-03-15T00:00:00.000","ENGEFEL ENGENHARIA CIVIL E FERROVIÁRIA LTDA","Federative Republic of Brazil","BR","3902328.0","L42-16 - 41475213"
"2021","Brazil","BAHIA ROAD REHABILITATION AND MAINTENANCE PROJECT - 2ND PHASE","Civil Works","Request for Bids","Transportation","Contrato de Empreitada n&#176; 066-CT140/2020, obras em estradas vicinais, lote 4: trechos de munic&#237;pios do Cons&#243;rcio Portal do Sert&#227;o","2020-11-25T00:00:00.000","METRO ENGENHARIA E CONSULTORIA LTDA","Federative Republic of Brazil","BR","3713616.0","BR-SEINFRA-BA-188226-CW-RFB"
"2023","Brazil","SABESP - IMPROVING WATER SERVICE ACCESS AND SECURITY IN THE METROPOLITAN REGION OF S&#195;O PAULO PROJECT","Non-consulting Services","Request for Bids","Water, Sanitation and Waste Management","Servi&#231;os de engenharia para redu&#231;&#227;o de perdas em &#225;reas de alta vulnerabilidade social visando ao
aumento da efici&#234;ncia operacional do setor de abastecimento de S&#227;o Miguel Paulista 1 - TR 12","2022-07-28T00:00:00.000","DARWIN ENGENHARIA LTDA.","Federative Republic of Brazil","BR","3676869.0","BR-SABESP-257101-NC-RFB"
"2017","Brazil","Ceara Rural Sustainable Development and Competitiveness","Civil Works","National Competitive Bidding","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","contrato 048/2016 lotes 07 e 14 - execucao obras civis com fornecimento e instalacao de materias e equipamentos dos 28 sistemas de a bastecimento de agua","2016-12-26T00:00:00.000","EDMIL CONSTRUCOES LTDA","Federative Republic of Brazil","BR","3648074.0","NCB2015001/CCC/DAS/CE CONTRATO 0"
"2022","Brazil","SABESP - IMPROVING WATER SERVICE ACCESS AND SECURITY IN THE METROPOLITAN REGION OF S&#195;O PAULO PROJECT","Civil Works","Request for Bids","Water, Sanitation and Waste Management","Execu&#231;&#227;o das Obras para Implanta&#231;&#227;o do Coletor Tronco Guavi rituba e Linha de Recalque Talamanca","2021-12-21T00:00:00.000","GIMMA ENGENHARIA","Federative Republic of Brazil","BR","3483740.0","BR-SABESP-86318-CW-RFB"
"2018","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Amplia&#231;&#227;o e Adequa&#231;&#227;o de 61 Sistemas de Abastecimento de &#193;gua (Padr&#227;o PSAA - BP), Constru&#231;&#227;o de 750 Unidades Sanit&#225;rias Domiciliares-MSD e Servi&#231;o Social, nos Munic&#237;pios do Estado da Bahia","2018-05-28T00:00:00.000","CONSTRUTORA CEARA MENDES LTDA","Federative Republic of Brazil","BR","3430898.0","BR-CERB-BA-24984-CW-RFP"
"2018","Brazil","Sao Paulo Metro Line 4 (PHASE 2)","Consultant Services","Least Cost Selection","Transportation","PRESTA&#199;&#195;O DE SERVI&#199;OS T&#201;CNICOS ESPECIALIZADOS DE ENGENHARIA PARA APOIO A SUPERVIS&#195;O, FISCALIZA&#199;&#195;O E CONTROLE DA OBRA CIVIL - OBRA BRUTA E ACABAMENTOS, CONTEMPLANDO OBRAS REMANESCENTES DA LINHA 4","2018-03-08T00:00:00.000","ARCADIS LOGOS SA","Federative Republic of Brazil","BR","3249384.0","L42-18 41356213"
"2022","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Contrata&#231;&#227;o de Empresa especializada para a implanta&#231;&#227;o de 16 sistemas de abastecimento de &#225;gua (padr&#227;o PBSAA-BP), e servi&#231;o social, nos munic&#237;pios de Caetit&#233;, Paratinga, Riacho de Santana, Tanque Nov","2021-09-03T00:00:00.000","ROBLE SERVIÇOS LTDA","Federative Republic of Brazil","BR","3187171.0","BR-CERB-BA-240129-CW-RFB"
"2021","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Posto Fiscal Cara&#250;","2021-05-04T00:00:00.000","CONSÓRCIO POTIGUAAR","Federative Republic of Brazil","BR","3130207.0","ID147 CW-1"
"2019","Brazil","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Requalificacao Urbana e Ambiental Parcial da Lagoa dos Oleiros, entre a Rua Raimundo Pereira Sampaio ate Rua Roland Jacob","2018-11-22T00:00:00.000","PADRÃO ENGENHARIA E CONSTRUÇÕES LTDA","Federative Republic of Brazil","BR","3085888.0","BR-PREFEITURA TEREZINA-87000-CW-"
"2019","Brazil","BR Espirito Santo Integrated Sustainable Water Management Project","Goods","Direct Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","SERVI&#199;OS DE MODERNIZA&#199;&#195;O (RETROFIT/REVAMP) DE UNIDADES DE BOMBEAMENTO DE GRANDE PORTE DO SISTEMA DE PRODU&#199;&#195;O E &#193;GUA DA REGI&#195;O METROPOLITANA DA GRANDE VIT&#211;RIA","2019-03-27T00:00:00.000","FLOWSERVE DO BRASIL","Federative Republic of Brazil","BR","3063299.0","CESAN 2A2"
"2021","Brazil","BR Espirito Santo Integrated Sustainable Water Management Project","Consultant Services","Least Cost Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Contrata&#231;&#227;o do Representante da Contratante para o Projeto, Constru&#231;&#227;o e Opera&#231;&#227;o (DBO)
para os Sistemas de Esgotamento Sanit&#225;rio na Grande Terra Vermelha e Ara&#231;&#225;s, na Cidade de
Vila Velha, ES.","2021-06-03T00:00:00.000","CONSÓRCIO EGIS – ENGESOLO","Federative Republic of Brazil","BR","3048099.0","CESAN 4A4-081/2021"
"2021","Brazil","Tocantins Integrated Sustainable Regional Development","Civil Works","Request for Bids","Education;Transportation;Public Administration","Elimina&#231;&#227;o de Pontos Cr&#237;ticos em Rodovias Estaduais N&#227;o Pavimentadas atrav&#233;s da constru&#231;&#227;o de Pontes, Bueiros e Galerias &#8211; Lote 1","2021-02-11T00:00:00.000","EHL-ELETRO HIDRO LTDA","Federative Republic of Brazil","BR","3041511.0","660A"
"2021","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Contrata&#231;&#227;o de empresa das obras de implanta&#231;&#227;o de Sistemas de Abastecimento de &#193;gua nos munic&#237;pios de &#225;rea de abrang&#234;ncia da Central de Associa&#231;&#245;es para manuten&#231;&#227;o de Sistema de &#193;gua da regi&#227;o de Cai","2020-08-05T00:00:00.000","METRO ENGENHARIA","Federative Republic of Brazil","BR","2955412.0","BR-CERB-BA-156504-CW-RFB"
"2018","Brazil","Sao Paulo Metro Line 4 (PHASE 2)","Consultant Services","Least Cost Selection","Transportation","SERVI&#199;OS DE CONSULTORIA, PARA PRESTA&#199;&#195;O DE SERVI&#199;OS ESPECIALIZADOS DE ENGENHARIA PARA O ACOMPANHAMENTO T&#201;CNICO DE OBRAS - ATO COM ADEQUA&#199;&#213;ES DE PROJETOS, REFERENTE &#192; FASE 2 DA LINHA 4","2017-10-18T00:00:00.000","ACCIONA INGENIERÍA, S.A","Kingdom of Spain","ES","2894522.0","L42-14 - 41235213"
"2022","Brazil","SABESP - IMPROVING WATER SERVICE ACCESS AND SECURITY IN THE METROPOLITAN REGION OF S&#195;O PAULO PROJECT","Goods","Request for Bids","Water, Sanitation and Waste Management","Fornecimento de Tubos de Polietileno de Alta Densidade para a Diretoria Metropolitana &#8211; M.","2021-11-29T00:00:00.000","POLITEJO BRASIL INDÚSTRIA DE PLÁSTICOS LTDA","Federative Republic of Brazil","BR","2832893.0","BR-SABESP-233538-GO-RFB"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","OBRA CIVIL PARA RESTAURA&#199;&#195;O DE RODOVIA ENVOLVENDO OS SERVI&#199;OS DE: RECICLAGEM COM REINCORPORA&#199;&#195;O DO REVESTIMENTO ASF&#193;LTICO, COM A IMPLANTA&#199;&#195;O DE UM REFOR&#199;O COM CARACTER&#205;STICAS ESTRUTURAIS - RN 160","2017-12-27T00:00:00.000","CONSTRUTORA LUIZ COSTA LTDA","Federative Republic of Brazil","BR","2829783.0","CONTRATO 196 2017"
"2022","Brazil","Paraiba Sustainable Rural Development","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa para constru&#231;&#227;o de 1.786 cisternas de placas.","2022-05-03T00:00:00.000","HYDROGEO PROJETOS E SERVIÇOS EIRELI","Federative Republic of Brazil","BR","2802290.0","BR-COOPERAR - PB-191280-CW-RFPP"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","E-Auctions","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","AQUISI&#199;&#195;O DE LICEN&#199;AS - ORACLE","2017-11-29T00:00:00.000","TD SOLUÇÕES AVANÇADAS DE TECNOLOGIA BRASIL LTDA","Federative Republic of Brazil","BR","2758362.0","ID79 GO"
"2019","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","CONTRATA&#199;&#195;O DE EMPRESA PARA EXECU&#199;&#195;O DE OBRAS DO ESPA&#199;O JO&#195;O PAULO II - PAPODROMO.","2018-11-29T00:00:00.000","CERTA CONSTRUÇÕES CIVIS E INDUSTRIAIS LTDA,","Federative Republic of Brazil","BR","2757782.0","ID47 4 CW"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de Notebooks","2018-07-09T00:00:00.000","POSITIVO TECNOLOGIA S.A.","Federative Republic of Brazil","BR","2756312.0","007/2018"
"2018","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Civil Works","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Amplia&#231;&#227;o e Adequa&#231;&#227;o de 51 Sistemas de Abastecimento de &#193;gua (Padr&#227;o PSAA - BP), Constru&#231;&#227;o de 750 Unidades Sanit&#225;rias Domiciliares-MSD e Servi&#231;o Social, nos munic&#237;pios de Caem, Campo Formoso, Iti&#250;ba","2018-06-07T00:00:00.000","PACTO PROJETOS E OBRAS LTDA","Federative Republic of Brazil","BR","2717471.0","BR-CERB-BA-24985-CW-RFP"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Consultant Services","Least Cost Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Servi&#231;os de Consultoria Especializada em Engenharia para apoiar a UGP e as UES no Acompanhamento, Supervis&#227;o e Gerenciamento de Obras","2017-07-12T00:00:00.000","ATP ENGENHARIA LTDA","Federative Republic of Brazil","BR","2682203.0","93/2017"
"2018","Brazil","SWAp for Parana Multi-sector Development Project","Consultant Services","Quality And Cost-Based Selection","Health;Education;Agriculture, Fishing and Forestry;Public Administration","ELABORA&#199;&#195;O DO PLANO PARA O DESENVOLVIMENTO SUSTENT&#193;VEL DO LITORAL DO ESTADO DO PARAN&#193; &#8211; PDS_LITORAL","2017-12-19T00:00:00.000","CONSORCIO LITORAL SUSTENTÁVEL","Federative Republic of Brazil","BR","2676769.0","BR-SEPL-PR-93583-CS-QCBS"
"2022","Brazil","Ceara Rural Sustainable Development and Competitiveness Phase II","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","EXECU&#199;&#195;O DAS OBRAS CIVIS, COM FORNECIMENTO E INSTALA&#199;&#195;O DE MATERIAIS E EQUIPAMENTOS DE 13 SISTEMAS DE ABASTECIMENTO DE &#193;GUA, POR LOTE, A SEREM EXECUTADOS EM 10 MUNIC&#205;PIOS DO ESTADO DO CEAR&#193; (LOTE 01).","2021-08-16T00:00:00.000","COSAMPA PROJETOS E CONSTRUÇÕES LTDA","Federative Republic of Brazil","BR","2612903.0","BR-SDA-CE-199135-CW-RFB - LOTE 0"
"2020","Brazil","Pernambuco Rural Economic Inclusion","Goods","Direct Selection","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Aquisi&#231;&#227;o, no Mercado Internacional, de ventiladores para atender as necessidades da Rede Estadual de Sa&#250;de no enfrentamento da emerg&#234;ncia de sa&#250;de publica decorrente do Covid-19","2020-04-20T00:00:00.000","GREEN TRADING INC.","United States of America","US","2593000.0","COVID-001"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","RESTAURA&#199;&#195;O DO TEATRO ALBERTO MARANH&#195;O (TAM)","2018-06-19T00:00:00.000","CONSTRUTORA RAMALHO MOREIRA LTDA","Federative Republic of Brazil","BR","2586282.0","79720/2016-1"
"2019","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de Kit do Aluno","2018-10-19T00:00:00.000","FERGBRAS COMERCIO E SERVICOS LTDA","Federative Republic of Brazil","BR","2581202.0","008/2018 SEDUC"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","E-Auctions","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Levantamento, Cadastramento, Regulariza&#231;&#227;o e Registro do Patrim&#244;nio Imobili&#225;rio do Governo do Estado do Rio Grande do Norte","2017-09-01T00:00:00.000","NIP DO BRASIL ESTUDOS E PROJETOS","Federative Republic of Brazil","BR","2557997.0","335454/2016-1"
"2017","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Conjunto de recursos ludicos para educacao infantil","2016-11-29T00:00:00.000","BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS","Federative Republic of Brazil","BR","2554874.0","PE 007 2016"
