CommonName,BotanicalName,DBH,Height,Location,District,SideType,Tree
 GOLD MEDALLION TREE, Cassia leptophylla, 07-12, 15-30,"1016 HARPER AV
West Hollywood, CA
(34.089224, -118.369024)", GREEN, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"519 WESTMOUNT DR
West Hollywood, CA
(34.080592, -118.378223)", RED, Front,2
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 25-30, 30-45,"8720 SHERWOOD DR
West Hollywood, CA
(34.08482, -118.380521)", RED, Side,2
 SPANISH DAGGER, Yucca gloriosa, 07-12, 15-30,"1217 FORMOSA AV
West Hollywood, CA
(34.093136, -118.346329)", GREEN, Front,1
 VACANT SITE, Vacant site, ---, ---,"8500 SUNSET BL
West Hollywood, CA
(34.094161, -118.376569)", COMMERCIAL, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"1040 GARDNER ST
West Hollywood, CA
(34.089876, -118.353181)", GREEN, Front,3
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8525 ROSEWOOD AV
West Hollywood, CA
(34.080281, -118.377325)", RED, Side,2
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"8834 RANGELY AV
West Hollywood, CA
(34.079963, -118.386238)", RED, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 30-45,"1000 WESTMOUNT DR
West Hollywood, CA
(34.089862, -118.379095)", BLUE, Front,3
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"8421 CLINTON ST
West Hollywood, CA
(34.082086, -118.373817)", RED, Front,2
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 0-6, 01-15,"8711 SUNSET BL
West Hollywood, CA
(34.091815, -118.38111)", COMMERCIAL, Front,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 25-30, 45-60,"629 WESTMOUNT DR
West Hollywood, CA
(34.082925, -118.378701)", RED, Front,2
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1322 HAVENHURST DR
West Hollywood, CA
(34.095037, -118.36733)", BLUE, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"9080 SANTA MONICA BL
West Hollywood, CA
(34.081198, -118.389176)", COMMERCIAL, Front,5
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 0-6, 01-15,"8642 SUNSET BL
West Hollywood, CA
(34.092019, -118.380116)", COMMERCIAL, Front,1
 BOTTLE TREE, Brachychiton populneus, 07-12, 15-30,"9028 LLOYD PL
West Hollywood, CA
(34.084212, -118.388425)", BLUE, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 15-30,"1158 SPAULDING AV
West Hollywood, CA
(34.09246, -118.356591)", GREEN, Side,5
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"8800 SANTA MONICA BL
West Hollywood, CA
(34.084995, -118.383617)", COMMERCIAL, Front,74
 CHINESE FLAME TREE, Koelreuteria bipinnata, 07-12, 15-30,"509 NORWICH DR
West Hollywood, CA
(34.080167, -118.381215)", RED, Front,1
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"1020 SIERRA BONITA AV
West Hollywood, CA
(34.089426, -118.354195)", GREEN, Front,1
 JACARANDA, Jacaranda mimosifolia, 25-30, 30-45,"1035 EDINBURGH AV
West Hollywood, CA
(34.089719, -118.363873)", GREEN, Front,1
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"8529 SANTA MONICA BL
West Hollywood, CA
(34.089129, -118.377275)", COMMERCIAL, Front,1
 CHINESE FLAME TREE, Koelreuteria bipinnata, 0-6, 01-15,"8819 HARRATT ST
West Hollywood, CA
(34.089651, -118.383664)", BLUE, Front,1
 CAMPHOR TREE, Cinnamomum camphora, 31+, 30-45,"1121 KINGS RD
West Hollywood, CA
(34.09137, -118.372814)", BLUE, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"8737 ASHCROFT AV
West Hollywood, CA
(34.078995, -118.38305)", RED, Front,1
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"557 ORLANDO AV
West Hollywood, CA
(34.081812, -118.373235)", RED, Front,2
 BRUSH CHERRY, Syzygium paniculatum, 0-6, 15-30,"2 KINGS ROAD PARK
West Hollywood, CA
(34.089158, -118.371177)", WHP/KRP, Park,64
 JACARANDA, Jacaranda mimosifolia, 13-18, 30-45,"7525 LEXINGTON AV
West Hollywood, CA
(34.092648, -118.353827)", GREEN, Front,2
 QUEEN PALM, Syagrus romanzoffiana, 07-12, 15-30,"8917 ROSEWOOD AV
West Hollywood, CA
(34.078023, -118.386493)", RED, Front,1
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1035 STANLEY AV
West Hollywood, CA
(34.089684, -118.356449)", GREEN, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8951 SANTA MONICA BL
West Hollywood, CA
(34.083671, -118.386116)", COMMERCIAL, Front,12
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 07-12, 15-30,"1027 SPAULDING AV
West Hollywood, CA
(34.089578, -118.357484)", GREEN, Front,2
 TIPU, Tipuana tipu, 13-18, 15-30,"1400 HAVENHURST DR
West Hollywood, CA
(34.096011, -118.367355)", BLUE, Front,1
 CHINESE FLAME TREE, Koelreuteria bipinnata, 0-6, 15-30,"526 WESTBOURNE DR
West Hollywood, CA
(34.080401, -118.379049)", RED, Front,2
 CRAPE MYRTLE, Lagerstroemia indica, 0-6, 01-15,"1218 DETROIT ST
West Hollywood, CA
(34.093802, -118.345094)", GREEN, Front,9
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 07-12, 15-30,"1320 HARPER AV
West Hollywood, CA
(34.095194, -118.368812)", BLUE, Front,3
 TIPU, Tipuana tipu, 07-12, 30-45,"7718 LEXINGTON AV
West Hollywood, CA
(34.092533, -118.357383)", GREEN, Front,1
 VACANT SITE, Vacant site, ---, ---,"1346 HAYWORTH AV
West Hollywood, CA
(34.095581, -118.362914)", BLUE, Front,6
 VACANT SITE, Vacant site, ---, ---,"1061 HARPER AV
West Hollywood, CA
(34.090326, -118.369188)", GREEN, Side,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 25-30, 15-30,"9035 HARRATT ST
West Hollywood, CA
(34.089572, -118.388849)", BLUE, Rear,2
 CAMPHOR TREE, Cinnamomum camphora, 19-24, 30-45,"7627 HAMPTON AV
West Hollywood, CA
(34.093563, -118.356072)", GREEN, Front,2
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"1202 GREENACRE AV
West Hollywood, CA
(34.0926, -118.349016)", GREEN, Front,1
 CALIFORNIA FAN PALM, Washingtonia filifera, 25-30, 60+,"1209 LARRABEE ST
West Hollywood, CA
(34.092517, -118.384553)", BLUE, Front,1
 YEW PINE, Podocarpus macrophyllus, 07-12, 15-30,"1268 FAIRFAX AV
West Hollywood, CA
(34.093756, -118.361435)", COMMERCIAL, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"1054 MARTEL AV
West Hollywood, CA
(34.090412, -118.35104)", GREEN, Side,2
 BRUSH CHERRY, Syzygium paniculatum, 0-6, 15-30,"2 KINGS ROAD PARK
West Hollywood, CA
(34.08883, -118.37119)", WHP/KRP, Park,25
 MEXICAN FAN PALM, Washingtonia robusta, 0-6, 01-15,"416 DOHENY DR
West Hollywood, CA
(34.079219, -118.389694)", COMMERCIAL, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8968 LLOYD PL
West Hollywood, CA
(34.085268, -118.386638)", BLUE, Front,3
 MEXICAN FAN PALM, Washingtonia robusta, 13-18, 60+,"9034 DORRINGTON AV
West Hollywood, CA
(34.079277, -118.389017)", RED, Front,1
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 13-18, 15-30,"1247 ORANGE GROVE AV
West Hollywood, CA
(34.094013, -118.360433)", GREEN, Front,1
 CARROTWOOD, Cupaniopsis anacardioides, 19-24, 15-30,"1047 OGDEN DR
West Hollywood, CA
(34.090132, -118.35958)", GREEN, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7325 SANTA MONICA BL
West Hollywood, CA
(34.090844, -118.349613)", COMMERCIAL, Front,1
 CHINESE FLAME TREE, Koelreuteria bipinnata, 0-6, 01-15,"8611 ROSEWOOD AV
West Hollywood, CA
(34.079222, -118.380106)", RED, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8714 SANTA MONICA BL
West Hollywood, CA
(34.087195, -118.380303)", COMMERCIAL, Front,1
 CAPE CHESTNUT, Calodendrum capense, 0-6, 01-15,"535 WESTBOURNE DR
West Hollywood, CA
(34.080639, -118.379327)", RED, Front,2
 WEEPING FIG, Ficus benjamina, 19-24, 30-45,"1031 CROFT AV
West Hollywood, CA
(34.089932, -118.374309)", RED, Front,6
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"8116 NORTON AV
West Hollywood, CA
(34.091694, -118.366641)", BLUE, Front,1
 DATE PALM, Phoenix dactylifera, 19-24, 30-45,"310 SAN VICENTE BL
West Hollywood, CA
(34.077592, -118.379571)", COMMERCIAL, Front,6
 JACARANDA, Jacaranda mimosifolia, 13-18, 30-45,"1100 FAIRFAX AV
West Hollywood, CA
(34.091228, -118.361365)", COMMERCIAL, Side,2
 PINK TRUMPET TREE, Handroanthus impetiginosus, 0-6, 01-15,"8224 SUNSET BL
West Hollywood, CA
(34.097726, -118.36818)", COMMERCIAL, Front,1
 CARROTWOOD, Cupaniopsis anacardioides, 07-12, 01-15,"155 LA PEER DR
West Hollywood, CA
(34.076773, -118.386878)", RED, Front,2
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"1061 OGDEN DR
West Hollywood, CA
(34.090403, -118.359584)", GREEN, Side,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7100 SANTA MONICA BL
West Hollywood, CA
(34.090624, -118.34587)", COMMERCIAL, Front,29
 ITALIAN STONE PINE, Pinus pinea, 13-18, 15-30,"2 SHERIFFS STATION
West Hollywood, CA
(34.084042, -118.383517)", RED, Lot,25
 RIVER SHE-OAK, Casuarina cunninghamiana, 13-18, 15-30,"1002 POINSETTIA PL
West Hollywood, CA
(34.089897, -118.348573)", GREEN, Front,10
 EVERGREEN PEAR, Pyrus kawakamii, 13-18, 15-30,"943 LA JOLLA AV
West Hollywood, CA
(34.088415, -118.368114)", GREEN, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"8431 SANTA MONICA BL
West Hollywood, CA
(34.090751, -118.373462)", COMMERCIAL, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 45-60,"1229 SPAULDING AV
West Hollywood, CA
(34.093603, -118.356765)", GREEN, Front,1
 CAPE CHESTNUT, Calodendrum capense, 0-6, 01-15,"8956 VISTA GRANDE ST
West Hollywood, CA
(34.086658, -118.386997)", BLUE, Front,1
 JACARANDA, Jacaranda mimosifolia, 0-6, 01-15,"1450 HARPER AV
West Hollywood, CA
(34.09711, -118.368812)", BLUE, Side,1
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1415 HARPER AV
West Hollywood, CA
(34.096238, -118.368957)", BLUE, Front,2
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 25-30, 30-45,"356 ROBERTSON BL
West Hollywood, CA
(34.078269, -118.383849)", COMMERCIAL, Front,1
 JACARANDA, Jacaranda mimosifolia, 0-6, 01-15,"9031 DORRINGTON AV
West Hollywood, CA
(34.079382, -118.388987)", RED, Front,2
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"8800 SANTA MONICA BL
West Hollywood, CA
(34.08654, -118.381364)", COMMERCIAL, Front,5
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"9046 CYNTHIA ST
West Hollywood, CA
(34.087221, -118.38931)", BLUE, Front,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 19-24, 30-45,"8832 ASHCROFT AV
West Hollywood, CA
(34.078586, -118.3853)", RED, Front,1
 DATE PALM, Phoenix dactylifera, 19-24, 15-30,"864 SAN VICENTE BL
West Hollywood, CA
(34.086772, -118.385149)", COMMERCIAL, Front,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 19-24, 15-30,"646 DOHENY DR
West Hollywood, CA
(34.082427, -118.389703)", COMMERCIAL, Front,3
 CARROTWOOD, Cupaniopsis anacardioides, 07-12, 15-30,"2 SHERIFFS STATION
West Hollywood, CA
(34.084165, -118.383451)", RED, Lot,23
 JACARANDA, Jacaranda mimosifolia, 0-6, 15-30,"548 HUNTLEY DR
West Hollywood, CA
(34.081312, -118.38061)", RED, Front,1
 TIPU, Tipuana tipu, 13-18, 30-45,"8920 DORRINGTON AV
West Hollywood, CA
(34.079272, -118.386916)", RED, Front,1
 PURPLE ORCHID TREE, Bauhinia variegata, 13-18, 15-30,"2 WEST HOLLYWOOD PARK
West Hollywood, CA
(34.083122, -118.385264)", WHP/KRP, Park,159
 PINK TRUMPET TREE, Handroanthus impetiginosus, 0-6, 01-15,"8601 HOLLOWAY DR
West Hollywood, CA
(34.090652, -118.379529)", COMMERCIAL, Front,7
 YEW PINE, Podocarpus macrophyllus, 07-12, 15-30,"1025 FAIRFAX AV
West Hollywood, CA
(34.089612, -118.361642)", COMMERCIAL, Front,2
 RED FLOWERING GUM, Corymbia ficifolia, 13-18, 15-30,"541 FLORES ST
West Hollywood, CA
(34.081381, -118.371316)", RED, Front,2
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 25-30, 30-45,"8807 MELROSE AV
West Hollywood, CA
(34.0809, -118.385773)", COMMERCIAL, Front,1
 SWEETSHADE, Hymenosporum flavum, 07-12, 15-30,"8932 DORRINGTON AV
West Hollywood, CA
(34.079269, -118.387295)", RED, Front,1
 WATER GUM, Tristaniopsis laurina, 07-12, 15-30,"9035 CYNTHIA ST
West Hollywood, CA
(34.087354, -118.389307)", BLUE, Side,5
 LONDON PLANE, Platanus x hispanica, 0-6, 01-15,"367 HUNTLEY DR
West Hollywood, CA
(34.078442, -118.379071)", RED, Front,1
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"501 ORLANDO AV
West Hollywood, CA
(34.080338, -118.373239)", RED, Front,1
 CANARY ISLAND DATE PALM, Phoenix canariensis, 25-30, 30-45,"7234 HAMPTON AV
West Hollywood, CA
(34.093503, -118.347513)", GREEN, Side,2
 JACARANDA, Jacaranda mimosifolia, 19-24, 30-45,"1150 SPAULDING AV
West Hollywood, CA
(34.091933, -118.356593)", GREEN, Side,1
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 07-12, 15-30,"1011 LAUREL AV
West Hollywood, CA
(34.089203, -118.36494)", GREEN, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"1225 ALTA LOMA RD
West Hollywood, CA
(34.092598, -118.37784)", BLUE, Side,2
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"9080 SANTA MONICA BL
West Hollywood, CA
(34.081043, -118.389393)", COMMERCIAL, Front,9
 JACARANDA, Jacaranda mimosifolia, 0-6, 01-15,"825 HUNTLEY DR
West Hollywood, CA
(34.085718, -118.380725)", RED, Front,1
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"8266 NORTON AV
West Hollywood, CA
(34.091682, -118.369585)", BLUE, Front,1
 CHINESE ELM, Ulmus parvifolia, 0-6, 01-15,"8968 LLOYD PL
West Hollywood, CA
(34.085309, -118.386578)", BLUE, Front,1
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"955 WESTBOURNE DR
West Hollywood, CA
(34.089018, -118.380553)", BLUE, Front,3
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 25-30, 30-45,"301 ROBERTSON BL
West Hollywood, CA
(34.07735, -118.383802)", COMMERCIAL, Side,1
 DATE PALM, Phoenix dactylifera, 19-24, 30-45,"310 SAN VICENTE BL
West Hollywood, CA
(34.077758, -118.379632)", COMMERCIAL, Front,9
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 07-12, 15-30,"9040 RANGELY AV
West Hollywood, CA
(34.079961, -118.389173)", RED, Front,1
 SILK-FLOSS TREE, Ceiba speciosa, 13-18, 15-30,"8720 SANTA MONICA BL
West Hollywood, CA
(34.087168, -118.380721)", COMMERCIAL, Median,2
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 07-12, 15-30,"9035 CYNTHIA ST
West Hollywood, CA
(34.087346, -118.389471)", BLUE, Side,7
 TUPIDANTHUS, Tupidanthus calyptratus, 0-6, 01-15,"2 WEST HOLLYWOOD PARK
West Hollywood, CA
(34.082323, -118.38397)", WHP/KRP, Park,55
 GOLDEN TRUMPET TREE, Handroanthus chrysotrichus, 0-6, 01-15,"1060 GENESEE AV
West Hollywood, CA
(34.090455, -118.358386)", GREEN, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"9021 RANGELY AV
West Hollywood, CA
(34.080083, -118.388634)", RED, Front,2
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"2 SPAULDING PARKING LOT
West Hollywood, CA
(34.090508, -118.357304)", GREEN, Lot,3
 QUEEN PALM, Syagrus romanzoffiana, 13-18, 15-30,"8960 VISTA GRANDE ST
West Hollywood, CA
(34.086656, -118.38717)", BLUE, Front,1
 RUSTY LEAF FIG, Ficus rubiginosa, 19-24, 30-45,"9032 ELEVADO AV
West Hollywood, CA
(34.084867, -118.388708)", BLUE, Front,1
 CAMPHOR TREE, Cinnamomum camphora, 25-30, 30-45,"1257 FLORES ST
West Hollywood, CA
(34.093276, -118.371574)", BLUE, Front,1
 VACANT SITE, Vacant site, ---, ---,"8490 HOLLOWAY DR
West Hollywood, CA
(34.090538, -118.375807)", BLUE, Side,3
 AUSTRALIAN FLAME TREE, Brachychiton acerifolius, 0-6, 01-15,"929 LARRABEE ST
West Hollywood, CA
(34.088246, -118.384559)", BLUE, Front,2
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7772 SANTA MONICA BL
West Hollywood, CA
(34.090736, -118.359021)", COMMERCIAL, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 15-30,"1255 HARPER AV
West Hollywood, CA
(34.09351, -118.368952)", BLUE, Front,2
 CALIFORNIA FAN PALM, Washingtonia filifera, 25-30, 60+,"1215 LARRABEE ST
West Hollywood, CA
(34.092769, -118.384547)", BLUE, Front,2
 CAPE CHESTNUT, Calodendrum capense, 0-6, 15-30,"7154 LEXINGTON AV
West Hollywood, CA
(34.092458, -118.345578)", GREEN, Front,1
 JACARANDA, Jacaranda mimosifolia, 07-12, 30-45,"1105 LAUREL AV
West Hollywood, CA
(34.091101, -118.364517)", BLUE, Front,1
 CHINESE ELM, Ulmus parvifolia, 07-12, 15-30,"7340 SANTA MONICA BL
West Hollywood, CA
(34.090652, -118.350116)", COMMERCIAL, Front,1
 WATER GUM, Tristaniopsis laurina, 0-6, 01-15,"629 ORLANDO AV
West Hollywood, CA
(34.082934, -118.37325)", RED, Front,4
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 60+,"921 GARDNER ST
West Hollywood, CA
(34.087784, -118.353321)", GREEN, Front,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 19-24, 30-45,"9010 ASHCROFT AV
West Hollywood, CA
(34.078581, -118.388252)", RED, Front,1
 LONDON PLANE, Platanus x hispanica, 07-12, 15-30,"500 ALFRED ST
West Hollywood, CA
(34.080605, -118.375184)", RED, Front,4
 CAMPHOR TREE, Cinnamomum camphora, 25-30, 30-45,"1221 SWEETZER AV
West Hollywood, CA
(34.092354, -118.370391)", BLUE, Front,1
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"543 WESTMOUNT DR
West Hollywood, CA
(34.081187, -118.378591)", RED, Front,1
 SOUTHERN MAGNOLIA, Magnolia grandiflora, 13-18, 15-30,"858 HUNTLEY DR
West Hollywood, CA
(34.086644, -118.380565)", RED, Front,1
 MEXICAN FAN PALM, Washingtonia robusta, 19-24, 45-60,"1127 GENESEE AV
West Hollywood, CA
(34.091652, -118.358115)", GREEN, Front,1
 JACARANDA, Jacaranda mimosifolia, 13-18, 15-30,"1300 HARPER AV
West Hollywood, CA
(34.094659, -118.368796)", BLUE, Front,2
 CHINESE ELM, Ulmus parvifolia, 13-18, 15-30,"7508 SANTA MONICA BL
West Hollywood, CA
(34.090664, -118.353701)", COMMERCIAL, Front,1
 EVERGREEN PEAR, Pyrus kawakamii, 07-12, 15-30,"950 LA JOLLA AV
West Hollywood, CA
(34.088548, -118.367944)", GREEN, Front,1
 INDIAN LAUREL FIG, Ficus microcarpa 'Nitida', 13-18, 30-45,"2 SUNSET AND HORN PARKING LOT
West Hollywood, CA
(34.091661, -118.382177)", BLUE, Lot,40
 ORNAMENTAL PEAR, Pyrus calleryana, 19-24, 15-30,"600 WEST KNOLL DR
West Hollywood, CA
(34.08252, -118.377517)", RED, Side,1
