"dec_well_number","well_location","street_name","town","county","dec_region","well_depth_feet_bgs","depth_to_bedrock_feet_bgs","depth_to_groundwater_feet","cased_depth_feet_bgs","screened","yield_test_average_discharge","driller_registration_number","latitude","longitude","georeference"
"CL1910","66 Deutsch Dr, Peru","Deutsch Dr","Peru","Clinton","5","325","10","80","17","N","0.125","NYRD10181","44.52452778","-73.51933333","POINT (-73.51933333 44.52452778)"
"BM3452","4485 Murphy Rd, Binghamton","Murphy Rd","Conklin","Broome","7","222","114","15","121","N","5","NYRD10081","42.05138889","-75.85166667","POINT (-75.85166667 42.05138889)"
"AG2960","8618 Coon Hollow, Lot 10, Genesee","Coon Hollow Rd","Genesee","Allegany","9","140","10","60","50","N","24","NYRD10535",,,
"CY412","Jorlemon Rd, Weedsport","Jorlemon Rd","Cato","Cayuga","7","153","103","130","102.3000031","N","7","NYRD10230","43.09666667","-76.54713889","POINT (-76.54713889 43.09666667)"
"BM3475","Glendenning Rd, Colesville","Glendenning Rd","Colesville","Broome","7","145","30","40","28.70000076","N","10","NYRD10439","42.23777778","-75.67586111","POINT (-75.67586111 42.23777778)"
"DU5328","175 Charwill Rd, Stanfordville","Charwill Dr","Stanford","Dutchess","3","605",,,"31","N","2","NYRD01695","41.89972222","-73.76094444","POINT (-73.76094444 41.89972222)"
"AG1959","1546 Terbury Rd, Alfred Station","Terbury Rd","Alfred","Allegany","9","115","24","60","26.5","N","20","NYRD10294","42.26716667","-77.81083333","POINT (-77.81083333 42.26716667)"
"C1560","1047 Rt 90, Cortland","Rt 90","Homer","Cortland","7","200","10","100","26.5","N","6","NYRD10080","42.63994444","-76.20638889","POINT (-76.20638889 42.63994444)"
"CN1212","N/A","N/A","Bainbridge","Chenango","7","100",,,"10","N","30","NYRD10439","42.28852778","-75.48894444","POINT (-75.48894444 42.28852778)"
"A1617","Helderberg Rd","Helderberg Rd","Knox","Albany","4","158",,"35","38.5","N","15","NYRD10027",,,
"CB2181","N/A","N/A","Stockport","Columbia","4","265",,"60","120","N","15","NYRD10010","42.21194444","-73.74894444","POINT (-73.74894444 42.21194444)"
"DU5318","Browns Pond Rd, Clinton","Browns Pond Rd","Clinton","Dutchess","3","250",,"30","40","N","60","NYRD10061","41.8665","-73.87644444","POINT (-73.87644444 41.8665)"
"D3549","39564 St Rt 23, Grand Gorge","St Rt 23","Roxbury","Delaware","4","320","117",,"123","N","6","NYRD10016","42.34316667","-74.46161111","POINT (-74.46161111 42.34316667)"
"AG1117","Old State Rd, Allen","Old State Rd","Allen","Allegany","9","60","40","32","43.5","N","10","NYRD10440","42.41002778","-77.97152778","POINT (-77.97152778 42.41002778)"
"AG1852","N/A","N/A","Birdsall","Allegany","9","95","30","50","32.5","N","15","NYRD10294","42.35027778","-77.87863889","POINT (-77.87863889 42.35027778)"
"D2221","Easy St, Davenport","Easy St","Davenport","Delaware","4","240",,,"30","N","7","NYRD10067",,,
"C1764","4707 Telephone Rd, Cincinnatus","Telephone Rd","Cincinnatus","Cortland","7","180","21","60","19.5","N","3","NYRD10080","42.58388889","-75.96230556","POINT (-75.96230556 42.58388889)"
"DU4708","Lot 30","N/A","Union Vale","Dutchess","3","345",,"14","61","N","50","NYRD10071","41.67361111","-73.72416667","POINT (-73.72416667 41.67361111)"
"AG1777","N/A","N/A","Wirt","Allegany","9","175",,"130","170","N","10","NYRD10269","42.16213889","-78.14819444","POINT (-78.14819444 42.16213889)"
"CY306","166 Krystyna Ln","Krystyna Ln","Cato","Cayuga","7","45","18","11","30","N","30","NYRD10110","43.10886111","-76.48169444","POINT (-76.48169444 43.10886111)"
"AG1833","N/A","N/A","Wellsville","Allegany","9","270",,"170","23","N","9","NYRD10043","42.1555","-77.92","POINT (-77.92 42.1555)"
"CU2829","Center Rd, Arkwright","Center Rd","Arkwright","Chautauqua","9","100","42","35","55.90000153","N","10","NYRD10408","42.41477778","-79.23833333","POINT (-79.23833333 42.41477778)"
"DU6638","N/A","N/A","Pleasant Valley","Dutchess","3","275",,,"20","N","5","NYRD10025","41.75994444","-73.84677778","POINT (-73.84677778 41.75994444)"
"CN2105","N/A","N/A","Afton","Chenango","7","90","-999","10","88.30000305","N","20","NYRD10439","42.20363889","-75.53572222","POINT (-75.53572222 42.20363889)"
"BM1001","N/A","N/A","Triangle","Broome","7","160",,,"61","N","1.5","NYRD10230","42.39783333","-75.92797222","POINT (-75.92797222 42.39783333)"
"CL1029","N/A","N/A","Dannemora","Clinton","5","205","94","15","104","N","10","NYRD10179","44.73472222","-73.95861111","POINT (-73.95861111 44.73472222)"
"CU3239","6903 Webster Rd, Westfield","Webster Rd","Portland","Chautauqua","9","65","15","20","14.5","N","1.799999952","NYRD10050","42.35477778","-79.50861111","POINT (-79.50861111 42.35477778)"
"CB2228","N/A","N/A","Gallatin","Columbia","4","305",,"5","82","N","10","NYRD10010","42.04647222","-73.78786111","POINT (-73.78786111 42.04647222)"
"CN1004","German Hollow Rd, Mc Donough","German Hollow Rd","German","Chenango","7","174","75","2","88","N","15","NYRD10081","42.45408333","-75.81363889","POINT (-75.81363889 42.45408333)"
"D1942","Chipmunk Hollow Rd, Walton, Well 2","Chipmunk Hollow Rd","Walton","Delaware","4","180",,,"44","N","20","NYRD10067",,,
"CL2343","Indian Point Way, Chazy Lake","Indian Point Way","Chazy","Clinton","5","164","18","12","23","N","12","NYRD10179","44.74666667","-73.83361111","POINT (-73.83361111 44.74666667)"
"DU4821","Moadock Rd, Millerton","Moadock Rd","Northeast","Dutchess","3","425","3","15","29","N","12","NYRD10061","41.90166667","-73.59388889","POINT (-73.59388889 41.90166667)"
"CT2403","N/A","N/A","Ischua","Cattaraugus","9","75","-999","40","74.33000183","N","15","NYRD10269","42.23783333","-78.30933333","POINT (-78.30933333 42.23783333)"
"D2363","N/A","N/A","Sidney","Delaware","4","204","40","20","18.5","N","4","NYRD10238","42.30919444","-75.26272222","POINT (-75.26272222 42.30919444)"
"CB3355","Chrysler Pond Rd, Copake","Chrysler Pond Rd","Copake","Columbia","4","320","20","20","28.5","N","5","NYRD10001","42.109","-73.60783333","POINT (-73.60783333 42.109)"
"CU3764","6755 S Portage Rd, Westfield","South Portage Rd","Westfield","Chautauqua","9","120","93",,"94.5","N","1","NYRD10084","42.29569444","-79.56044444","POINT (-79.56044444 42.29569444)"
"CB3110","Fairview Ave, Livingston","Fairview Ave","Livingston","Columbia","4","600",,"95","33","N",,"NYRD10005","42.06508333","-73.79530556","POINT (-73.79530556 42.06508333)"
"D1188","6150 Dunk Hill Rd, Walton","Dunk Hill Rd","Franklin","Delaware","4","120",,"98","40","N",,"NYRD10113","42.2715","-75.08661111","POINT (-75.08661111 42.2715)"
"CT3313","N/A","N/A","Otto","Cattaraugus","9","90","55",,"53.40000153","N","15","NYRD10091","42.33969444","-78.72283333","POINT (-78.72283333 42.33969444)"
"DU10182","410 Sepaco Center St, Rhinebeck","Sepaco Center St","Rhinebeck","Dutchess","3","455","110","15","109","N","10","NYRD10025","41.95647222","-73.84313889","POINT (-73.84313889 41.95647222)"
"A2238","82 French Mills Rd, Guilderland","French Mills Rd","Guilderland","Albany","4","75","-999","19.20000076","75","N","10","NYRD10027","42.71669444","-73.95083333","POINT (-73.95083333 42.71669444)"
"CY1783","Gunn Rd, Genoa","Gunn Rd","Genoa","Cayuga","7","80","20",,"19.29999924","N","40","NYRD10230","42.41191667","-76.32366667","POINT (-76.32366667 42.41191667)"
"DU5993","N/A","N/A","Hyde Park","Dutchess","3","215",,"20","20","N","8","NYRD10025","41.74630556","-73.91188889","POINT (-73.91188889 41.74630556)"
"CL455","N/A","N/A","Schuyler Falls","Clinton","5","225",,"20","106","N","5","NYRD10179","44.63444444","-73.53138889","POINT (-73.53138889 44.63444444)"
"A2110","Long Rd","Long Rd","Berne","Albany","4","137","-999","25.20000076","136","N","12","NYRD10027","42.61075","-74.05905556","POINT (-74.05905556 42.61075)"
"D1423","Bell Hill, Delhi","N/A","Delhi","Delaware","4","202",,,"16","N","7","NYRD10159","42.28066667","-74.945","POINT (-74.945 42.28066667)"
"AG1268","Co Rt 10 Scio","Vandermark Rd/co Rt 10","Ward","Allegany","9","48","-999","5","48","N","20","NYRD10043","42.19694444","-77.89472222","POINT (-77.89472222 42.19694444)"
"A1558","Bethlehem Industrial Park","N/A","Coeymans","Albany","4","500",,"106","277.1000061","N","0.5","NYRD10002","42.52013889","-73.81063889","POINT (-73.81063889 42.52013889)"
"CU2235","8913 Barber Rd, Westfield","Barber Rd","Westfield","Chautauqua","9","60",,,"30","N","33","NYRD10050","42.28988889","-79.63936111","POINT (-79.63936111 42.28988889)"
"DU6824","Hilltop Manor Subd, Lot 4, East Fishkill","N/A","East Fishkill","Dutchess","3","305",,,"51","N","10","NYRD10105","41.58066667","-73.78783333","POINT (-73.78783333 41.58066667)"
"CL2566","N/A","N/A","Ellenburg","Clinton","5","230","-999",,"120","N","25","NYRD10212","44.77827778","-73.95747222","POINT (-73.95747222 44.77827778)"
"CB2491","Pheasant Lane Off Rt 28, Valatie, Well 3","Pheasant Ln","Kinderhook","Columbia","4","102",,"10","52","N","10","NYRD10001","42.44666667","-73.68027778","POINT (-73.68027778 42.44666667)"
"AG1916","7967 Co Rd 1, Lot 14, Wirt","Co Rd 1","Wirt","Allegany","9",,"-999",,,"N","24","NYRD10535",,,
"CU2782","Wait Corners Rd","Wait Corners Rd","Sherman","Chautauqua","9","114",,"21","42","N","20","NYRD10089","42.10344444","-79.55638889","POINT (-79.55638889 42.10344444)"
"DU6923","Farmview Estates, Old Rt 22, Amenia","Old Rt 22","Amenia","Dutchess","3","310",,,"143","N","7","NYRD10105","41.82166667","-73.5535","POINT (-73.5535 41.82166667)"
"BM2765","N/A","N/A","Colesville","Broome","7","140","20","40","18.70000076","N","10","NYRD10439","42.17047222","-75.58355556","POINT (-75.58355556 42.17047222)"
"C1352","Rt 281, Preble","Rt 281","Preble","Cortland","7","42",,"15.89999962","42","N","100","NYRD10110","42.75738889","-76.13194444","POINT (-76.13194444 42.75738889)"
"CY1717","10538 Rt 90, Genoa","Rt 90","Genoa","Cayuga","7","50","25","42","27","N","10","NYRD10453","42.66844444","-76.50336111","POINT (-76.50336111 42.66844444)"
"AG2870","7220 Spring Rd, Hume","Spring Rd","Hume","Allegany","9","78","-999","27","78","N","20","NYRD10082","42.49538889","-78.14533333","POINT (-78.14533333 42.49538889)"
"CL793","N/A","N/A","Saranac","Clinton","5","350",,,"143","N","1.5","NYRD10212","44.43933333","-73.75966667","POINT (-73.75966667 44.43933333)"
"C1404","Lot 2, Blue Creek Rd, Cortlandville","Blue Creek Rd","Cortlandville","Cortland","7","280","32",,"34.5","N","10","NYRD10080","42.61427778","-76.22063889","POINT (-76.22063889 42.61427778)"
"BM1053","N/A","N/A","Barker","Broome","7","195",,"30","10","N","10","NYRD10439","42.29111111","-75.85030556","POINT (-75.85030556 42.29111111)"
"CU1119","7495 Farrington Hollow Rd, Cherry Creek","Farrington Hollow Rd","Cherry Creek","Chautauqua","9","97","-999","73","97","N","6","NYRD10018","42.31833333","-79.15694444","POINT (-79.15694444 42.31833333)"
"DU4364","Lot 1, Mcfarlane Rd, Wappingers Falls","Mcfarlane Rd","Wappinger","Dutchess","3","155","5","38","20","N","15","NYRD01695","41.57194444","-73.90136111","POINT (-73.90136111 41.57194444)"
"CY888","N/A","N/A","Genoa","Cayuga","7","46",,"40","31.79999924","N","7","NYRD10372","42.63","-76.47919444","POINT (-76.47919444 42.63)"
"CU1544","N/A","N/A","Jamestown","Chautauqua","9","145",,"135","67","N","3","NYRD10203","42.08208333","-79.34577778","POINT (-79.34577778 42.08208333)"
"DU3923","27 Fishkill Hook Rd, Hopewell Junction","Fishkill Hook Rd","East Fishkill","Dutchess","3","505",,,"62","N","0.050000001","NYRD10105","41.53833333","-73.84763889","POINT (-73.84763889 41.53833333)"
"CB4401","601 Spook Rock Rd, Hudson","Spook Rock Rd","Greenport","Columbia","4","120","-999","12","119","N","75","NYRD10351","42.20072222","-73.75316667","POINT (-73.75316667 42.20072222)"
"CB5106","Co Rt 11, Hillsdale","Co Rt 11","Claverack","Columbia","4","60","-999","12","55","Y","100","NYRD10351","42.23622222","-73.63","POINT (-73.63 42.23622222)"
"DU7186","Landsbrook Meadows, Lot 1, Beekman","N/A","Beekman","Dutchess","3","250",,,"120","N","50","NYRD10105","41.61116667","-73.75166667","POINT (-73.75166667 41.61116667)"
"C1300","Cuyler Hill Rd","Cuyler Hill Rd","Cuyler","Cortland","7","280","24","95","25.5","N","6","NYRD10080","42.70683333","-75.92066667","POINT (-75.92066667 42.70683333)"
"C2098","4256 Rt 41, Mc Graw","Rt 41","Cortlandville","Cortland","7","148",,,"40","N","1","NYRD10088","42.90011111","-75.50916667","POINT (-75.50916667 42.90011111)"
"A1273","56 Indian Hill Rd, Feura Bush","Indian Hill Rd","Coeymans","Albany","4","153",,"33","40","N","12","NYRD10027","42.51269444","-73.96358333","POINT (-73.96358333 42.51269444)"
"CT1096","Five Mile Rd, Allegany","Five Mile Rd","Allegany","Cattaraugus","9","124","-999","94","124","N",,"NYRD10091","42.13569444","-78.50069444","POINT (-78.50069444 42.13569444)"
"DU3469","Laurel Ridge Subd, Lot 4","Wildflower Ridge","La Grange","Dutchess","3","205","30","10","41","N","15","NYRD10105","41.64175","-73.83108333","POINT (-73.83108333 41.64175)"
"CU1332","Waterman Rd, Stockton","Waterman Rd","Stockton","Chautauqua","9","103",,,"102.5","N","15","NYRD10143","42.27961111","-79.33186111","POINT (-79.33186111 42.27961111)"
"CY1373","87 East Lake Rd, Port Byron","East Lake Rd","Port Byron","Cayuga","7","84","-999","7","83.30000305","N","1","NYRD10230","43.14441667","-76.68702778","POINT (-76.68702778 43.14441667)"
"AG1901","4172 St Rt 275, Friendship","St Rt 275","Friendship","Allegany","9","118",,"3","118","N","12","NYRD10082","42.18102778","-78.14477778","POINT (-78.14477778 42.18102778)"
"CM1208","988 Breesport Rd, Erin","Breesport Rd","Erin","Chemung","8",,,,"73","N","15","NYRD10096","42.17533333","-76.70477778","POINT (-76.70477778 42.17533333)"
"C1700","4853 Tamarach Lane, Homer","Tamarach Ln","Homer","Cortland","7","240",,"80","48","N","20","NYRD10080","42.55933333","-76.22488889","POINT (-76.22488889 42.55933333)"
"C1215","Lot 1, Limerick","N/A","Homer","Cortland","7","57",,"30","57","N","15","NYRD10080","42.66933333","-76.21466667","POINT (-76.21466667 42.66933333)"
"DU4799","58 Mount Tom Rd","Mount Tom Rd","Pawling","Dutchess","3","325","16","90","49","N","30","NYRD10105","41.55666667","-73.62427778","POINT (-73.62427778 41.55666667)"
"CL2610","713 St Rt 189, Churubusco","St Rt 189","Clinton","Clinton","5","225","50","80","48","N","5","NYRD10182","44.97383333","-73.93422222","POINT (-73.93422222 44.97383333)"
"CU1084","County Rd 9 Ripley","Co Rd 9","Ripley","Chautauqua","9","80","17","13.5","15.5","N","4","NYRD10143","42.2155","-79.69638889","POINT (-79.69638889 42.2155)"
"CY1151","2628 Tanner Rd, Brutus","Tanner Rd","Brutus","Cayuga","7","75","36","39","39.5","N","20","NYRD10340","43.01516667","-76.56663889","POINT (-76.56663889 43.01516667)"
"CU2639","Mahanna Rd","Mahanna Rd","Ellery","Chautauqua","9","92",,"18","59.29999924","N","9","NYRD10089","42.18683333","-79.37666667","POINT (-79.37666667 42.18683333)"
"CT3351","N/A","N/A","Salamanca","Cattaraugus","9","60","-999",,,"N","15","NYRD10091","42.20461111","-78.76327778","POINT (-78.76327778 42.20461111)"
"D1586","944 Bull Run Rd, Middletown","Bull Run Rd","Middletown","Delaware","4","400","129",,"138.5","N","5","NYRD10178","42.16416667","-74.6485","POINT (-74.6485 42.16416667)"
"CT2451","3616 Reagan Rd, Hinsdale","Reagan Rd","Hinsdale","Cattaraugus","9","405",,"340","40","N",,"NYRD10009","42.15216667","-78.31102778","POINT (-78.31102778 42.15216667)"
"DU4909","Laurel Ridge Subd, Lot 1","Wildflower Ridge","La Grange","Dutchess","3","605",,,"32","N","5","NYRD10105","41.64066667","-73.83186111","POINT (-73.83186111 41.64066667)"
"CL2181","N/A","N/A","Peru","Clinton","5","305","205","60","211","N","6","NYRD10761","44.54883333","-73.44266667","POINT (-73.44266667 44.54883333)"
"CT3450","1000 Eagle St, Freedom","Eagle St","Freedom","Cattaraugus","9","34","-999","23","34","N","15","NYRD10082","42.50480556","-78.35922222","POINT (-78.35922222 42.50480556)"
"CN2943","N/A","N/A","Oxford","Chenango","7","130","70","70","68.69999695","N","8","NYRD10439","42.36827778","-75.57155556","POINT (-75.57155556 42.36827778)"
"D1120","Lot 11, Sunrise Mt Rd, Bloomville","Sunrise Mountain Rd","Kortright","Delaware","4","478",,,"67","N","7","NYRD10159",,,
"DU7413","41 Milewood Rd, Unionvale","Milewood Rd","Union Vale","Dutchess","3","610","2","20","39","N","5","NYRD10061","41.73019444","-73.73147222","POINT (-73.73147222 41.73019444)"
"BM978","N/A","N/A","Colesville","Broome","7","155",,"40","10","N","12","NYRD10439","42.1355","-75.62472222","POINT (-75.62472222 42.1355)"
"D1292","Irish Hill Rd","Irish Hill Rd","Meredith","Delaware","4","348","35","70","48.5","N","5","NYRD10178","42.37827778","-74.85927778","POINT (-74.85927778 42.37827778)"
"A2086","Maple Ave Ext","Maple Ave Ext","Westerlo","Albany","4","130","43","26","47","N","6","NYRD10525","42.43936111","-74.05569444","POINT (-74.05569444 42.43936111)"
"C1809","2703 Highland Rd, Lapeer","Highland Rd","Lapeer","Cortland","7","90","70",,"73","N","10","NYRD10454","42.45197222","-76.09536111","POINT (-76.09536111 42.45197222)"
"CU2426","5094 Pickard Rd, Dewittville","Pickard Rd","Ellery","Chautauqua","9","85",,,"43","N","10","NYRD10084","42.22822222","-79.39194444","POINT (-79.39194444 42.22822222)"
"D1573","N/A","N/A","Davenport","Delaware","4","255",,"50","35","N","15","NYRD10023","42.41472222","-74.93894444","POINT (-74.93894444 42.41472222)"
"CB4650","522 Snyderville Rd, Elizaville","Snyderville Rd","Gallatin","Columbia","4","245","10",,"19","N","3","NYRD10351","42.07972222","-73.76397222","POINT (-73.76397222 42.07972222)"
"CT3987","5823 Rt 98, Great Valley","Rt 98","Great Valley","Cattaraugus","9","50","-999",,"50","N","15","NYRD10091","42.22194444","-78.63138889","POINT (-78.63138889 42.22194444)"
"CB3983","233 School House Rd, Stuyvesant","School House Rd","Stuyvesant","Columbia","4","410","13","8","28","N","3","NYRD10055",,,
"A1000","Filkins Hill Rd, East Berne","Filkins Hill Rd","Berne","Albany","4","190",,"180","40","N","5","NYRD10236",,,
"CT1675","Malachowsky Estate, 2843 Co Rt 19, Allegany","Co Rt 19","Allegany","Cattaraugus","9","60",,"6","60","N",,"NYRD10070",,,
"D2888","N/A","N/A","Meredith","Delaware","4","450","75","120","78","N","4","NYRD10023","42.26588889","-74.52469444","POINT (-74.52469444 42.26588889)"
"DU4789","Shelly Hill Rd, Sanfordville","Shelly Hill Rd","Stanford","Dutchess","3","460","90","39","99","N","3","NYRD10025","41.90163889","-73.73772222","POINT (-73.73772222 41.90163889)"
"CL2070","127 Parker Rd, West Chazy","Parker Rd","Chazy","Clinton","5","400","120",,"126","N","7.5","NYRD10037","44.82727778","-73.52866667","POINT (-73.52866667 44.82727778)"
"AG967","Bentley Rd","Bentley Rd","Allen","Allegany","9","170",,,"70.5","N","2","NYRD10082","42.35347222","-78.07238889","POINT (-78.07238889 42.35347222)"
"DU4933","178 Horseshoe Trail, Clinton Corners","Horseshoe Trail","Clinton","Dutchess","3","505",,,"50","N","2","NYRD10155","41.85361111","-73.79638889","POINT (-73.79638889 41.85361111)"
"CU4320","2815 East Ave, Greenhurst","East Ave","Ellicott","Chautauqua","9","35","-999",,"35","N","15","NYRD10084","42.11830556","-79.30922222","POINT (-79.30922222 42.11830556)"
"CU2651","5423 Meadows Rd, Dewittville","Meadows Rd","Chautauqua","Chautauqua","9","106",,,"104.5","N","100","NYRD10084","42.23727778","-79.44544444","POINT (-79.44544444 42.23727778)"
"CB4173","15 Petty Drive Ext, Ghent","Petty Dr Ext","Ghent","Columbia","4","280","140","15","28.5","N","10","NYRD10001","42.29680556","-73.67108333","POINT (-73.67108333 42.29680556)"
"CU1665","N/A","N/A","Chautauqua","Chautauqua","9","85",,"25","26","N","4","NYRD10203","42.22811111","-79.42786111","POINT (-79.42786111 42.22811111)"
"CU1785","2726 Whitaker Rd, Forestville","Whitaker Rd","Sheridan","Chautauqua","9","48","29","16","29.5","N",,"NYRD10421","42.44083333","-79.23825","POINT (-79.23825 42.44083333)"
"C2124","Landers Corners Rd, Willet","Landers Corners Rd","Willet","Cortland","7","184","-999","30","183.5","N","10","NYRD10081","42.41466667","-75.94488889","POINT (-75.94488889 42.41466667)"
"CN1721","Hopkins Crandall Rd, Plymouth","Hopkins Crandall Rd","Plymouth","Chenango","7","260",,"5","118","N","25","NYRD10165","42.63619444","-75.61522222","POINT (-75.61522222 42.63619444)"
"D3269","30 Lake St, Stamford","Lake St","Stamford","Delaware","4","98","14","40","49","N","10","NYRD10178","42.41672222","-74.62127778","POINT (-74.62127778 42.41672222)"
"CU1487","N/A","N/A","Clymer","Chautauqua","9","65",,"50","28","N","20","NYRD10203","42.01119444","-79.5325","POINT (-79.5325 42.01119444)"
"C2275","4886 Health Camp Rd, Homer","Health Camp Rd","Homer","Cortland","7","225","96",,"96","N","5","NYRD10967","42.64963889","-76.15355556","POINT (-76.15355556 42.64963889)"
