"nopd_item","type_","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0030613","62A","BURGLAR ALARM, SILEN","2C","3667969.00000000","534939.00000000","2013-01-01T02:22:11.000","2013-01-01T02:24:16.000","2013-01-01T02:28:28.000","2013-01-01T02:43:17.000","NAT","NECESSARY ACTION TAKEN","037XX S Carrollton Ave","70118","2","(29.965300701977, -90.110681293835)"
"A0030713","103F","FIGHT","2B","3681481.00000000","532806.00000000","2013-01-01T02:21:02.000",,,"2013-01-01T02:24:16.000","DUP","DUPLICATE","006XX Burgundy St","70112","8","(29.959032322758, -90.068085477764)"
"A0030813","20","AUTO ACCIDENT","2C","3676190.00000000","530054.00000000","2013-01-01T02:23:17.000","2013-01-01T02:25:05.000","2013-01-01T02:32:51.000","2013-01-01T02:43:27.000","UNF","UNFOUNDED","Claiborne Onramp & I-10 W Onramp","70113","1","(29.95162482847, -90.084887840971)"
"A0030913","21","COMPLAINT OTHER","1H","3682367.00000000","532847.00000000","2013-01-01T02:25:08.000","2013-01-01T02:25:11.000",,"2013-01-01T02:47:29.000","NAT","NECESSARY ACTION TAKEN","007XX Bourbon St","70116","8","(29.959118128285, -90.06528627959)"
"A0031013","63","PROWLER","2C","3670055.00000000","528255.00000000","2013-01-01T02:24:01.000","2013-01-01T02:26:43.000","2013-01-01T02:47:12.000","2013-01-01T03:49:05.000","GOA","GONE ON ARRIVAL","037XX Napoleon Ave","70125","2","(29.946860538977, -90.104320190588)"
"A0031113","107","SUSPICIOUS PERSON","2B","3705001.00000000","516560.00000000","2013-01-01T02:25:43.000","2013-01-01T02:25:44.000","2013-01-01T02:27:18.000","2013-01-01T02:59:44.000","NAT","NECESSARY ACTION TAKEN","Andree & Carlisle Ct","70131","4","(29.913626469381, -89.994415194304)"
"A0031213","94","DISCHARGING FIREARM","2B","3679478.00000000","547367.00000000","2013-01-01T02:25:12.000","2013-01-01T02:33:07.000","2013-01-01T02:40:26.000","2013-01-01T02:44:07.000","UNF","UNFOUNDED","041XX Paris Ave","70122","3","(29.999130687072, -90.073905073341)"
"A0031313","103","DISTURBANCE (OTHER)","1C","3699934.00000000","561640.00000000","2013-01-01T02:23:34.000","2013-01-01T02:50:39.000","2013-01-01T02:50:41.000","2013-01-01T02:55:38.000","UNF","UNFOUNDED","080XX Drum St","70126","7","(30.037741920046, -90.008763336468)"
"A0031413","62A","BURGLAR ALARM, SILEN","2C","3672119.00000000","530601.00000000","2013-01-01T02:25:45.000","2013-01-01T02:27:16.000",,"2013-01-01T02:27:21.000","NAT","NECESSARY ACTION TAKEN","013XX S Broad St","70125","6","(29.953250232514, -90.09772349698)"
"A0031513","103","DISTURBANCE (OTHER)","2B","3672859.00000000","522227.00000000","2013-01-01T02:26:18.000","2013-01-01T02:27:39.000","2013-01-01T02:30:45.000","2013-01-01T02:38:16.000","NAT","NECESSARY ACTION TAKEN","019XX Amelia St","70115","6","(29.930202506331, -90.095672495035)"
"A0031613","18","TRAFFIC INCIDENT","1H","3666417.00000000","547087.00000000","2013-01-01T02:27:39.000","2013-01-01T02:27:45.000","2013-01-01T02:38:33.000","2013-01-01T12:42:58.000","NAT","NECESSARY ACTION TAKEN","059XX West End Blvd","70124","3","(29.998749049837, -90.115174610505)"
"A0031713","62R","RESIDENCE BURGLARY","1C","3689337.00000000","539646.00000000","2013-01-01T02:26:41.000","2013-01-01T02:35:11.000","2013-01-01T02:40:40.000","2013-01-01T03:21:29.000","RTF","REPORT TO FOLLOW","020XX Montegut St","70117","5","(29.97759906208, -90.043035036782)"
"A0031813","17T","TRAFFIC ATTACHMENT","1F","3705959.00000000","560939.00000000","2013-01-01T02:28:29.000","2013-01-01T02:35:18.000","2013-01-01T03:01:41.000","2013-01-01T04:47:13.000","NAT","NECESSARY ACTION TAKEN","071XX Yorktown Dr","70127","7","(30.035621564563, -89.98974899959)"
"A0031913","21","COMPLAINT OTHER","1H","3681752.00000000","531382.00000000","2013-01-01T02:28:28.000","2013-01-01T02:28:36.000","2013-01-01T02:30:51.000","2013-01-01T02:51:17.000","RTF","REPORT TO FOLLOW","003XX Royal St","70130","8","(29.955108575882, -90.067279411608)"
"A0032013","17T","TRAFFIC ATTACHMENT","1F","3705959.00000000","560939.00000000","2013-01-01T02:28:44.000","2013-01-01T02:30:17.000",,"2013-01-01T04:47:34.000","NAT","NECESSARY ACTION TAKEN","071XX Yorktown Dr","70127","7","(30.035621564563, -89.98974899959)"
"A0032113","18","TRAFFIC INCIDENT","1H","3680016.00000000","529889.00000000","2013-01-01T02:29:02.000","2013-01-01T02:29:06.000",,"2013-01-01T02:32:20.000","NAT","NECESSARY ACTION TAKEN","Baronne St & Perdido St","70112","8","(29.951055956808, -90.072812913557)"
"A0032213","21","COMPLAINT OTHER","1H","3681624.00000000","531805.00000000","2013-01-01T02:29:05.000","2013-01-01T02:29:09.000",,"2013-01-01T02:30:34.000","RTF","REPORT TO FOLLOW","004XX Bourbon St","70112","8","(29.956275570569, -90.067668834132)"
"A0032313","21","COMPLAINT OTHER","1H","3688432.00000000","536141.00000000","2013-01-01T02:30:06.000","2013-01-01T02:30:06.000","2013-01-01T02:31:38.000","2013-01-01T02:39:08.000","NAT","NECESSARY ACTION TAKEN","Montegut St & Saint Claude Ave","70117","5","(29.967989535298, -90.046017693546)"
"A0032413","21","COMPLAINT OTHER","1H","3705959.00000000","560939.00000000","2013-01-01T02:30:08.000","2013-01-01T02:30:45.000",,"2013-01-01T02:32:24.000","NATM","MUNICIPAL NECESSARY ACTION TAK","071XX Yorktown Dr","70127","7","(30.035621564563, -89.98974899959)"
"A0032513","21","COMPLAINT OTHER","1H","3681403.00000000","531510.00000000","2013-01-01T02:30:11.000","2013-01-01T02:30:15.000",,"2013-01-01T03:00:54.000","NAT","NECESSARY ACTION TAKEN","003XX Bourbon St","70112","8","(29.955471130984, -90.068376961)"
"A0032613","21","COMPLAINT OTHER","1H","3681884.00000000","531585.00000000","2013-01-01T02:31:30.000","2013-01-01T02:31:34.000",,"2013-01-01T02:31:43.000","RTF","REPORT TO FOLLOW","Conti St & Royal St","70130","8","(29.95566274599, -90.066855520254)"
"A0032713","103D","DOMESTIC DISTURBANCE","1A","3703099.00000000","557648.00000000","2013-01-01T02:30:02.000","2013-01-01T05:10:49.000","2013-01-01T05:24:20.000","2013-01-01T05:47:00.000","UNF","UNFOUNDED","078XX N Coronet Ct","70126","7","(30.026664495316, -89.998908157067)"
"A0032813","103","DISTURBANCE (OTHER)","1C","3713269.00000000","568017.00000000","2013-01-01T02:30:38.000","2013-01-01T02:33:50.000","2013-01-01T02:50:45.000","2013-01-01T03:41:31.000","NAT","NECESSARY ACTION TAKEN","119XX Curran Blvd","70128","7","(30.054845490889, -89.966381514093)"
"A0032913","24","MEDICAL","2B","37369000","3513814","2013-01-01T02:35:52.000","2013-01-01T02:35:55.000",,"2013-01-01T02:40:31.000","NAT","NECESSARY ACTION TAKEN","008XX Bourbon St","70116","0","(9.235500543E-7, -0.0000022929847665)"
"A0033013","21","COMPLAINT OTHER","2C","3681605.00000000","531846.00000000","2013-01-01T02:34:55.000","2013-01-01T02:39:21.000","2013-01-01T02:39:24.000","2013-01-01T02:39:35.000","NAT","NECESSARY ACTION TAKEN","004XX Bourbon St","70112","8","(29.956388883705, -90.067727399754)"
"A0033113","20","AUTO ACCIDENT","2C","3684531.00000000","540590.00000000","2013-01-01T02:37:05.000","2013-01-01T02:39:27.000","2013-01-01T02:48:12.000","2013-01-01T04:10:28.000","RTF","REPORT TO FOLLOW","Elysian Fields Ave & I-10 W","70119","5","(29.980342663965, -90.058180812053)"
"A0033213","103","DISTURBANCE (OTHER)","2A","3682821.00000000","532232.00000000","2013-01-01T02:36:47.000","2013-01-01T02:44:38.000",,"2013-01-01T02:44:41.000","NAT","NECESSARY ACTION TAKEN","Chartres St & Saint Peter St","70130","8","(29.957413265495, -90.063874175934)"
"A0033313","966","DRUG VIOLATIONS","1G","3683379.00000000","555683.00000000","2013-01-01T02:39:38.000","2013-01-01T02:39:41.000","2013-01-01T02:49:11.000","2013-01-01T04:04:45.000","RTF","REPORT TO FOLLOW","Elysian Fields Ave & Robert E Le","70122","3","(30.021878194757, -90.061290109439)"
"A0033413","107","SUSPICIOUS PERSON","2B","3682032.00000000","532376.00000000","2013-01-01T02:39:45.000","2013-01-01T02:39:47.000","2013-01-01T02:39:53.000","2013-01-01T02:47:18.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Toulouse St","70112","8","(29.957833228267, -90.066360571767)"
"A0033513","21","COMPLAINT OTHER","1H","3681624.00000000","531805.00000000","2013-01-01T02:40:40.000","2013-01-01T02:40:48.000","2013-01-01T02:43:34.000","2013-01-01T03:39:25.000","RTF","REPORT TO FOLLOW","004XX Bourbon St","70112","8","(29.956275570569, -90.067668834132)"
"A0033613","103M","MENTAL PATIENT","2B","37369000","3513814","2013-01-01T02:38:37.000","2013-01-01T02:43:13.000","2013-01-01T02:55:15.000","2013-01-01T04:09:26.000","NAT","NECESSARY ACTION TAKEN","057XX De Bore Dr","70126","0","(9.235500543E-7, -0.0000022929847665)"
"A0033713","103D","DOMESTIC DISTURBANCE","1B","3675576.00000000","527097.00000000","2013-01-01T02:40:19.000","2013-01-01T03:34:18.000","2013-01-01T04:14:41.000","2013-01-01T04:50:50.000","UNF","UNFOUNDED","020XX Magnolia St","70113","6","(29.943512438154, -90.086928121065)"
"A0033813","56","SIMPLE CRIMINAL DAMA","1D","3688084.00000000","540641.00000000","2013-01-01T02:41:06.000","2013-01-01T03:14:30.000","2013-01-01T03:52:48.000","2013-01-01T04:57:03.000","RTF","REPORT TO FOLLOW","022XX Almonaster Ave","70117","5","(29.980373697164, -90.046957145587)"
"A0033913","94F","FIREWORKS","1H","3673311.00000000","523509.00000000","2013-01-01T02:42:36.000","2013-01-01T02:43:38.000","2013-01-01T02:45:33.000","2013-01-01T02:48:48.000","NAT","NECESSARY ACTION TAKEN","022XX Louisiana Ave","70115","6","(29.93371415938, -90.094201835208)"
"A0034013","18","TRAFFIC INCIDENT","1H","3680583.00000000","536293.00000000","2013-01-01T02:44:46.000","2013-01-01T02:44:47.000","2013-01-01T02:45:30.000","2013-01-01T03:06:13.000","NAT","NECESSARY ACTION TAKEN","N Derbigny St & Governor Nicholl","70116","1","(29.968647616309, -90.070799813134)"
"A0034113","21","COMPLAINT OTHER","1H","3691427.00000000","543140.00000000","2013-01-01T02:45:25.000","2013-01-01T02:47:58.000","2013-01-01T02:48:05.000","2013-01-01T04:33:44.000","NAT","NECESSARY ACTION TAKEN","029XX Louisa St","70126","5","(29.987141432641, -90.036309219983)"
"A0034213","21","COMPLAINT OTHER","1H","3677827.00000000","531928.00000000","2013-01-01T02:43:27.000","2013-01-01T05:36:52.000","2013-01-01T05:38:36.000","2013-01-01T05:45:54.000","UNF","UNFOUNDED","S Claiborne Ave & Tulane Ave","70112","8","(29.956728555558, -90.079654242084)"
"A0034313","20","AUTO ACCIDENT","1C","3682076.00000000","534229.00000000","2013-01-01T02:47:54.000","2013-01-01T07:15:05.000","2013-01-01T07:22:23.000","2013-01-01T07:23:20.000","GOA","GONE ON ARRIVAL","N Rampart St & Saint Philip St","70116","8","(29.962927007743, -90.06615692403)"
"A0034413","18","TRAFFIC INCIDENT","1H","3679052.00000000","530217.00000000","2013-01-01T02:48:41.000","2013-01-01T02:48:43.000","2013-01-01T02:48:47.000","2013-01-01T03:02:42.000","NAT","NECESSARY ACTION TAKEN","Loyola Ave & Perdido St","70112","8","(29.951986971208, -90.075845377429)"
"A0034513","94F","FIREWORKS","1H","3682356.00000000","537543.00000000","2013-01-01T02:48:04.000","2013-01-01T02:51:50.000","2013-01-01T02:55:24.000","2013-01-01T03:45:14.000","GOA","GONE ON ARRIVAL","016XX N Robertson St","70116","1","(29.97203084894, -90.065156894732)"
"A0034613","67","THEFT","1E","3680964.00000000","530937.00000000","2013-01-01T02:49:20.000","2013-01-01T02:49:23.000",,"2013-01-01T03:41:54.000","NAT","NECESSARY ACTION TAKEN","001XX Bourbon St","70112","8","(29.953908893405, -90.069783115791)"
"A0034713","21","COMPLAINT OTHER","1H","3684777.00000000","534103.00000000","2013-01-01T02:49:57.000","2013-01-01T02:49:59.000",,"2013-01-01T02:50:24.000","NAT","NECESSARY ACTION TAKEN","021XX Decatur St","70116","8","(29.962498142004, -90.05763194784)"
"A0034813","18","TRAFFIC INCIDENT","1H","3700466.00000000","562236.00000000","2013-01-01T02:50:09.000","2013-01-01T02:50:15.000","2013-01-01T03:01:52.000","2013-01-01T03:06:09.000","NAT","NECESSARY ACTION TAKEN","Edward St & Hayne Blvd","70126","7","(30.03936376714, -90.007060296641)"
"A0034913","103F","FIGHT","2B","3684962.00000000","536299.00000000","2013-01-01T02:53:27.000","2013-01-01T02:53:31.000","2013-01-01T02:55:53.000","2013-01-01T06:46:02.000","RTF","REPORT TO FOLLOW","Elysian Fields Ave & Saint Claud","70116","8","(29.968530717794, -90.056970498646)"
"A0035013","94F","FIREWORKS","1H","3692948.00000000","537408.00000000","2013-01-01T02:53:03.000","2013-01-01T03:14:25.000","2013-01-01T03:34:24.000","2013-01-01T03:39:57.000","UNF","UNFOUNDED","N Derbigny St & France St","70117","5","(29.971333057617, -90.031710614531)"
"A0035113","24","MEDICAL","2B","37369000","3513814","2013-01-01T02:53:55.000","2013-01-01T02:53:58.000",,"2013-01-01T02:54:10.000","NAT","NECESSARY ACTION TAKEN","008XX Canal St","70112","0","(9.235500543E-7, -0.0000022929847665)"
"A0035213","21","COMPLAINT OTHER","2H","3671123.00000000","540691.00000000","2013-01-01T02:54:45.000","2013-01-01T03:21:38.000","2013-01-01T03:31:23.000","2013-01-01T03:34:32.000","NAT","NECESSARY ACTION TAKEN","006XX N Alexander St","70119","3","(29.981023846421, -90.100525663042)"
"A0035313","63","PROWLER","2C","3678064.00000000","543161.00000000","2013-01-01T02:55:50.000","2013-01-01T03:00:00.000","2013-01-01T03:09:04.000","2013-01-01T03:21:31.000","GOA","GONE ON ARRIVAL","018XX Saltus St","70119","3","(29.987608323241, -90.078517435816)"
"A0035413","103","DISTURBANCE (OTHER)","2C","3678129.00000000","533076.00000000","2013-01-01T02:54:00.000","2013-01-01T02:57:33.000","2013-01-01T03:01:36.000","2013-01-01T03:24:10.000","GOA","GONE ON ARRIVAL","018XX Canal St","70112","1","(29.95987607933, -90.078660929549)"
"A0035513","20I","AUTO ACCIDENT WITH I","2B","3675109.00000000","528070.00000000","2013-01-01T02:56:48.000","2013-01-01T02:56:49.000","2013-01-01T02:56:52.000","2013-01-01T04:25:07.000","RTF","REPORT TO FOLLOW","S Claiborne Ave & Martin Luther","70113","6","(29.946201826983, -90.088369185983)"
"A0035613","94","DISCHARGING FIREARM","2B","3696027.00000000","519347.00000000","2013-01-01T02:54:20.000","2013-01-01T02:57:57.000","2013-01-01T03:03:45.000","2013-01-01T03:03:51.000","GOA","GONE ON ARRIVAL","034XX Garden Oaks Dr","70114","4","(29.921575063339, -90.022639201839)"
"A0035713","64G","ARMED ROBBERY WITH G","2A","3681345.00000000","530613.00000000","2013-01-01T02:57:45.000","2013-01-01T02:57:47.000",,"2013-01-01T03:38:29.000","DUP","DUPLICATE","Canal St & Exchange Pl","70130","8","(29.953006445058, -90.068591367092)"
"A0035813","62A","BURGLAR ALARM, SILEN","2C","3672119.00000000","530601.00000000","2013-01-01T02:57:04.000","2013-01-01T03:12:51.000",,"2013-01-01T03:13:01.000","NAT","NECESSARY ACTION TAKEN","013XX S Broad St","70125","6","(29.953250232514, -90.09772349698)"
"A0035913","35","SIMPLE BATTERY","2B","3681184.00000000","531226.00000000","2013-01-01T02:56:12.000","2013-01-01T03:00:35.000","2013-01-01T03:31:59.000","2013-01-01T03:58:33.000","RTF","REPORT TO FOLLOW","002XX Bourbon St","70112","8","(29.9546968731, -90.069078377994)"
"A0036013","21","COMPLAINT OTHER","2A","3681345.00000000","530613.00000000","2013-01-01T02:59:33.000","2013-01-01T02:59:35.000",,"2013-01-01T03:09:44.000","NAT","NECESSARY ACTION TAKEN","Canal St & Exchange Pl","70130","8","(29.953006445058, -90.068591367092)"
"A0036113","21","COMPLAINT OTHER","1H","3691356.00000000","523816.00000000","2013-01-01T03:00:10.000",,,"2013-01-01T03:00:12.000","NAT","NECESSARY ACTION TAKEN","019XX Ccc In","70114","4","(29.934009395786, -90.037223904297)"
"A0036213","35","SIMPLE BATTERY","2B","3682855.00000000","529912.00000000","2013-01-01T02:59:21.000","2013-01-01T03:02:05.000","2013-01-01T03:06:13.000","2013-01-01T03:42:34.000","RTF","REPORT TO FOLLOW","001XX Iberville St","70130","8","(29.951033017884, -90.063847978021)"
"A0036313","35","SIMPLE BATTERY","2D","3685237.00000000","538546.00000000","2013-01-01T02:59:13.000","2013-01-01T03:01:34.000","2013-01-01T03:05:03.000","2013-01-01T03:26:10.000","RTF","REPORT TO FOLLOW","N Derbigny St & Marigny St","70117","5","(29.974700758936, -90.056022932571)"
"A0036413","21","COMPLAINT OTHER","1H","3679876.00000000","531731.00000000","2013-01-01T03:02:28.000","2013-01-01T03:02:33.000",,"2013-01-01T03:03:08.000","RTF","REPORT TO FOLLOW","Basin St & Canal St","70112","1","(29.95612507012, -90.073191000459)"
"A0036513","95G","ILLEGAL CARRYING OF","2B","3679923.00000000","529523.00000000","2013-01-01T03:02:47.000","2013-01-01T03:02:50.000","2013-01-01T03:07:51.000","2013-01-01T06:49:28.000","RTF","REPORT TO FOLLOW","Baronne St & Poydras St","70112","8","(29.950052392533, -90.07311927091)"
"A0036613","103","DISTURBANCE (OTHER)","1C","3686613.00000000","534705.00000000","2013-01-01T03:01:21.000","2013-01-01T07:26:33.000","2013-01-01T07:27:59.000","2013-01-01T07:29:32.000","GOA","GONE ON ARRIVAL","006XX Saint Roch Ave","70117","8","(29.964097100583, -90.051812865945)"
"A0036713","100","HIT & RUN","1E","3678373.00000000","540585.00000000","2013-01-01T03:01:49.000","2013-01-01T03:24:21.000","2013-01-01T03:41:02.000","2013-01-01T05:40:29.000","RTF","REPORT TO FOLLOW","016XX Gentilly Blvd","70119","1","(29.98051591099, -90.077630579161)"
"A0036813","21","COMPLAINT OTHER","1H","3679475.00000000","532037.00000000","2013-01-01T03:05:40.000","2013-01-01T03:05:40.000","2013-01-01T03:05:47.000","2013-01-01T03:45:25.000","NAT","NECESSARY ACTION TAKEN","Canal St & Treme St","70112","1","(29.956978586707, -90.074446606226)"
"A0036913","24","MEDICAL","2B","37369000","3513814","2013-01-01T03:05:43.000","2013-01-01T03:05:45.000",,"2013-01-01T03:23:16.000","NAT","NECESSARY ACTION TAKEN","Dauphine St & Saint Ann St","70116","0","(9.235500543E-7, -0.0000022929847665)"
"A0037013","18","TRAFFIC INCIDENT","1H","3681239.00000000","532517.00000000","2013-01-01T03:07:35.000","2013-01-01T03:07:37.000",,"2013-01-01T03:21:46.000","NAT","NECESSARY ACTION TAKEN","Burgundy St & Saint Louis St","70112","8","(29.958245016428, -90.06885972397)"
"A0037113","20","AUTO ACCIDENT","2C","3698566.00000000","552773.00000000","2013-01-01T03:06:24.000","2013-01-01T03:10:52.000","2013-01-01T03:31:11.000","2013-01-01T03:32:27.000","UNF","UNFOUNDED","Chef Menteur Hwy Exit & I-10 W","70126","7","(30.013404474004, -90.013409315928)"
"A0037213","103","DISTURBANCE (OTHER)","1C","3677512.00000000","520737.00000000","2013-01-01T03:07:40.000","2013-01-01T03:31:52.000","2013-01-01T03:33:09.000","2013-01-01T03:44:45.000","NAT","NECESSARY ACTION TAKEN","010XX 4th St","70130","6","(29.925966476556, -90.081035118847)"
"A0037313","103","DISTURBANCE (OTHER)","1C","3682106.00000000","529080.00000000","2013-01-01T03:05:52.000","2013-01-01T05:45:58.000","2013-01-01T05:49:14.000","2013-01-01T05:52:49.000","UNF","UNFOUNDED","003XX Poydras St","70130","8","(29.948768094734, -90.066241992742)"
"A0037413","103","DISTURBANCE (OTHER)","2C","3682821.00000000","532232.00000000","2013-01-01T03:08:07.000","2013-01-01T03:13:33.000","2013-01-01T03:15:18.000","2013-01-01T03:17:15.000","GOA","GONE ON ARRIVAL","Chartres St & Saint Peter St","70130","8","(29.957413265495, -90.063874175934)"
"A0037513","24","MEDICAL","2H","37369000","3513814","2013-01-01T03:11:02.000","2013-01-01T03:16:35.000","2013-01-01T03:16:57.000","2013-01-01T03:32:46.000","NAT","NECESSARY ACTION TAKEN","Girod St & Tchoupitoulas St","70130","0","(9.235500543E-7, -0.0000022929847665)"
"A0037613","NOPD","INCIDENT REQUESTED B","2A","3681756.00000000","528248.00000000","2013-01-01T03:11:05.000",,,"2013-01-01T03:14:57.000","DUP","DUPLICATE","Girod St & Tchoupitoulas St","70130","8","(29.946491012105, -90.067376114965)"
"A0037713","18","TRAFFIC INCIDENT","1H","3703774.00000000","511853.00000000","2013-01-01T03:11:55.000","2013-01-01T03:11:55.000","2013-01-01T03:12:02.000","2013-01-01T03:32:30.000","NAT","NECESSARY ACTION TAKEN","Timber Ct & Tullis Dr","70131","4","(29.900723189517, -89.998461040935)"
"A0037813","21","COMPLAINT OTHER","1H","3682706.00000000","529434.00000000","2013-01-01T03:11:54.000","2013-01-01T03:11:58.000","2013-01-01T03:40:38.000","2013-01-01T03:44:12.000","RTF","REPORT TO FOLLOW","001XX Canal St","70130","8","(29.949723217771, -90.064335159881)"
