"the_geom","id","ubicacion","longitud_m","estado","barrio","programa"
"MULTILINESTRING ((-74.82813060928795 10.980707763267349, -74.8283074047151 10.980862443433844))","0","CALLE 83B ENTRE CARRERAS 35C2 Y 35C3","26,00","PENDIENTE LA CONSTRUCCIÓN DE MURO","EDEN 2000","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82439115741408 10.97325296697646, -74.82448410653832 10.973463936244794, -74.82457850814144 10.973677775817597, -74.82464821840746 10.97389017942985, -74.82481959113252 10.974373828520312, -74.82502582318834 10.974856043421987, -74.82507084484551 10.9749909483687, -74.82513619900098 10.975184694842051))","0","CALLE 83A ENTRE CARRERAS 21D Y 23","446,00","PENDIENTE LA CONSTRUCCIÓN DEL BOX CULVERT Y FALT","POR FIN","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82768504812717 10.951972478386264, -74.82772800122923 10.952066601479268, -74.82775123711366 10.952134053869623, -74.82775849689547 10.952220162819387, -74.82775849347696 10.952375158646209, -74.82774541984001 10.952492840380009))","0","CALLE 98 ENTRE DIAGONAL 97 (7J) y 7G","52,00","FUNDIDA DE PAVIMENTO","MALVINAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82774541984001 10.952492840380009, -74.82773379910311 10.952584689506468, -74.82769022402633 10.952805701123525))","0","CALLE 98 ENTRE DIAGONAL 7G Y 8","40,10","FUNDIDA DE PAVIMENTO","MALVINAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82720369885487 10.952448338666747, -74.82731552882521 10.952449776404565, -74.82740993081057 10.95244834341353, -74.82751449896206 10.952455521499788, -74.82774541984001 10.952492840380009))","0","CARRERA 7J ENTRE DIAGONAL 97 Y CALLE 98","52,50","FUNDIDA DE PAVIMENTO","MALVINAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82774541984001 10.952492840380009, -74.82780641762476 10.952511498595078, -74.82797779293045 10.95253876999486, -74.82816078727106 10.952551690068333))","0","CARRERA 7J ENTRE CALLES 98 Y 98C","39,30","FUNDIDA DE PAVIMENTO","MALVINAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.79191315671004 10.946648726145465, -74.79195182749454 10.947052964501982, -74.79201469612964 10.94750982824161, -74.79208965843324 10.948031275225544, -74.79211141674826 10.948217847290907, -74.7921065553652 10.948361361275165, -74.79208232770172 10.948519224043912, -74.79203631997913 10.94864359703993, -74.79194915670716 10.948813410623286, -74.791554512741 10.94949026633331, -74.79113323094522 10.950236483135876))","0","CALLE 35B ENTRE CARRERAS 8A Y 10","426,45","SUELO CEMENTO","LAS PALMAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82726244260141 10.949781466802259, -74.8272348465184 10.949861834381428, -74.82721160571734 10.950012524250578, -74.8271694802334 10.950346912456121, -74.82716366412475 10.950629636222112, -74.82715493778102 10.951143418527051, -74.82710274582875 10.951307810580088))","0","CALLE 96 ENTRE CARRERAS 7 Y 7F","153,00","PENDIENTE BORDILLO Y ANDEN","MALVINAS","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.818814767153 10.932890681720295, -74.81882080548782 10.93313465723998, -74.81883193723039 10.933385921106025, -74.81889677672928 10.933621079710187))","0","CALLE 76 ENTRE CARRERAS 1 SUR Y 1B","110,00","PENDIENTE BORDILLO Y ANDEN","SANTA MARIA","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.82382020719086 10.971570385428333, -74.82397219882397 10.971934665043444, -74.82412469116524 10.972316418672417, -74.82421473234996 10.972603450603403, -74.82425394180181 10.9727900207031, -74.82428008004105 10.972956498340237, -74.82439115741408 10.97325296697646))","0","CALLE 83A ENTRE CARRERA 21B Y 21D","202,00","EN EJECUCIÓN","POR FIN","PROGRAMA BARRIOS A LA OBRA ETAPA V - MODULO VII"
"MULTILINESTRING ((-74.84054133728904 10.965514018836664, -74.84047840125203 10.965579797605393, -74.84028475213412 10.965802248968922, -74.84011772876016 10.965954138393313, -74.83997854296537 10.9661060272103, -74.83980304712166 10.966269876159915, -74.83962513130172 10.966483955131505, -74.83953193728722 10.966601160261476, -74.8394811039204 10.966651391206707, -74.8394399529639 10.966684878620562, -74.83937580530564 10.966704014958315, -74.83920030672279 10.966742288350984, -74.83894734626216 10.966774583053967, -74.83855882758789 10.96679970373151))","0","CALLE 111 ENTRE CARRERA 14 Y CIRCUNVALAR","274,1","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.839530066799 10.967206771625351, -74.83908750509931 10.966756689422594))","0","CARRERA 18A ENTRE CALLE 111 Y 111A","65,3","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.84162429984289 10.965132102527834, -74.84201175502842 10.965493323227701, -74.84219185741782 10.965668406362395, -74.84262468594632 10.966123335941727, -74.84270457117654 10.966229534505159, -74.84311187101507 10.966690212330107))","0","CARRERA 11 ENTRE CALLE 111A Y 112","240,5","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.84242132561094 10.965250773074933, -74.84202628271522 10.965635402245622, -74.84161235916284 10.96608604802846, -74.84144461083702 10.966268554625787, -74.84137441363394 10.966369016421842, -74.84113719321063 10.966623760086067, -74.84096511222934 10.966796967045358))","0","CALLE 111B CARRERA 10 Y 16","312","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.79119656554707 10.945631640122162, -74.79077236709527 10.945702235153522))","0","BOCA CALLE CRA 7H ENTRE CALLE 35A Y 35 A","2,3",,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.84033749556198 10.965303642577693, -74.84054133728903 10.965514018836664, -74.84095841009514 10.965903520444366, -74.84130917290364 10.966219244571608, -74.84158368380795 10.966481152166876, -74.84194679469297 10.9668463877622))","0","CARRERA 14 ENTRE CALLE 110 Y 111C","150","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.84030944885744 10.965773879023835, -74.84060765761 10.966042019386345, -74.84075435315654 10.966169026684897, -74.84124818115531 10.966617498759835, -74.84164469826891 10.967026505879407, -74.84176670378287 10.967153513273502, -74.84212123121453 10.96756591699072))","0","CARRERA 15 ENTRE CALLE 111 Y 112","272,6","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.84187577891987 10.967772584059901, -74.84176399256432 10.967635901494683, -74.84138721297269 10.967220391089482, -74.84096511222933 10.966796967045374, -74.84079352780813 10.966636778552813, -74.84044857481065 10.966327631473176, -74.8400786917047 10.965996738252514))","0","CARRERA 16 ENTRE CALLE 111 Y 112","270,3","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.84302415956066 10.965842609402603, -74.84284513380715 10.966026410922897, -74.84267359761238 10.966188185901254))","0","CALLE 111C ENTRE CARRERAS 10 Y 11","35","TERMINADO","LOS ÁNGELES","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82486229919827 10.953283066822443, -74.82518907441006 10.953338090733936, -74.82566350433613 10.953400294257253, -74.8261209907268 10.953452928944571, -74.82668014121887 10.953507957422561, -74.82702628229337 10.953534276922703, -74.8274934521339 10.95355581494471, -74.82767015403994 10.953548643120811, -74.8278444356782 10.953527119678833))","0","CARRERA 8B ENTRE CALLES 93 Y 98","335","TERMINADO","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82568283571538 10.954543628089654, -74.82566346655337 10.954699101724767, -74.82563925069348 10.955043536147171, -74.82562472229692 10.9552109694648, -74.82561018793234 10.955581715163621))","0","CALLE 94 ENTRE CARRERA 8G Y 9A","100","PENDIENTE POR REPARAR PLACAS AGRIETADAS","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82475089316063 10.955143969786084, -74.8247411984255 10.955529067058567, -74.82476781967084 10.955691717799589, -74.82477749796219 10.955818489351438, -74.82476780899775 10.956024193335832, -74.82475328067837 10.95617249131855, -74.82475568927732 10.956545629394158, -74.82475326337457 10.956710671122817, -74.8247556773596 10.95691637547456, -74.82476777444224 10.957100552935978, -74.82477745155136 10.957265595038))","0","CALLE 93 ENTRE CARRERAS 9 Y 9D","300","TERMINADO","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82367127770408 10.956112657674142, -74.82401016124925 10.956095925954681, -74.82436598818295 10.956100721605297, -74.8248452656535 10.956095953063087, -74.82534390792105 10.956088792428677, -74.82563679925553 10.956100760467589, -74.82595631760326 10.956095985585282, -74.82628793954908 10.956067291584576, -74.82653968170679 10.956045770924703, -74.82682047075025 10.95603142650446, -74.82712062363326 10.95605296093886, -74.82734573943185 10.95602187134206, -74.82759264040011 10.95599556588159, -74.82771851217628 10.955950122339429, -74.8278516452707 10.95592381418219, -74.82798719852502 10.955916641299922, -74.8280912837394 10.955926211087805))","0","CARRERA 9B ENTRE CALLES 87 Y 98","600","PENDIENTE APROX. 10 ML DE PAVIMENTO Y 30 ML DE BOR","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82557589415933 10.955653351897281, -74.82557395313205 10.955808347632905, -74.82556813684867 10.9560417979141, -74.82554295941729 10.956152781827903, -74.82554682203995 10.956502957602122))","0","CALLE 94 ENTRE CARRERA 9A Y 9C","61","TERMINADO","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82029321823893 10.955287670665475, -74.82048880051055 10.955310641941253, -74.82075990553933 10.955324048818758, -74.82095355131618 10.9553489332388, -74.82123240295103 10.955347031809556, -74.82147833460827 10.955345128740422, -74.82166617243453 10.95533748248219, -74.82185013699268 10.955337490063124, -74.82198181672835 10.955341322477986, -74.82216190788196 10.955352810884056, -74.82242526592572 10.955396832425782, -74.82273316203143 10.95546190424782, -74.82301588546662 10.95549253131698, -74.82318822965493 10.955536548810956, -74.82334508177644 10.955590133291507, -74.82348837942332 10.95562266839873, -74.82374012077632 10.955618850184829, -74.82390471966227 10.955651385835191, -74.82413515788808 10.955704972415196, -74.82435204179184 10.955731768982094, -74.82465413123933 10.955735605769869, -74.82479356068932 10.955626539047875, -74.82490587606392 10.955624629009986, -74.82518085469958 10.955632291494018, -74.82557783181116 10.95561316785856))","0","CARRERA 9A ENTRE CALLE 75 Y 94","300","PENDIENTE BORDILLO Y ANDENES ENTRE 75 Y 80","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82819982083184 10.955249661432964, -74.82848448200154 10.955234358793629, -74.82885047456433 10.955232452059011, -74.82911189779679 10.955232456642902, -74.82938106674396 10.955242028770412, -74.82958439535221 10.95527838904025, -74.82982451703552 10.955307095606798, -74.83005108364667 10.955324320624364, -74.8303279984293 10.95534537319511, -74.83068430835043 10.955377907643886, -74.83110452163746 10.955429577642443))","0","CARRERA 9 ENTRE CALLE 98 Y 99C","320","TERMINADO","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.825843294119 10.949792221150354, -74.82567288095387 10.950035234549386, -74.82546954838023 10.950268679250412, -74.8252894947433 10.95056196686581))","0","CALLE 92 ENTRE 7B Y 7E","100","TERMINADO","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82611205216907 10.949945114373751, -74.825843294119 10.949792221150354, -74.82561424988334 10.94964245596193))","0","CARRERA 7B ENTRE CALLE 93 Y CARRERA 7C","56","TERMINADO","EL BOSQUE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82964987208992 10.950474945227226, -74.82980007044777 10.950576413899073, -74.82992109641552 10.950672092118745, -74.83004938393681 10.95077972994763, -74.83016072810106 10.950858664557144, -74.83026965196923 10.950923247626662, -74.8304245662598 10.950995006982549, -74.83052259808599 10.951033517990501))","0","CARRERA 6T ENTRE CALLES 98C Y 98E","116","TERMINADO","LAS MALVINAS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82998881491206 10.950728910381237, -74.82972669241975 10.951178084068479))","0","CALLE 98D ENTRE CARRERAS 6T Y 7","49","TERMINADO","LAS MALVINAS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82932101233914 10.95092454617873, -74.82972669241975 10.951178084068479, -74.83000059863134 10.95133748971414, -74.83029225825632 10.9515180912928, -74.83067290541918 10.951759225644503))","0","CARRERA 7 ENTRE CALLE 98C Y 99","130","TERMINADO","LAS MALVINAS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.83052259808599 10.951033517990501, -74.83049847223234 10.951113216166657, -74.8304461868213 10.951227309664866, -74.83038446102955 10.951355036924369, -74.83033217576352 10.95145190864161, -74.8302950980231 10.951519890246342))","0","CALLE 98E ENTRE CARRERAS 6T Y 7","54,15","TERMINADO","LAS MALVINAS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.83104692116285 10.951969024410959, -74.83092201738077 10.952225914277422))","0","CALLE 99C ENTRE CARRERAS 7 Y 7B","24","TERMINADO","LAS MALVINAS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82995043702299 10.949990660952581, -74.82983340732847 10.950142099402719, -74.82964987208992 10.950474945227226, -74.82932101233914 10.95092454617873))","0","CALLE 98C ENTRE CARRERAS 6S Y 7","120","TERMINADO","LAS MALVINAS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82972669241975 10.951178084068479, -74.82954440967465 10.951503566269942))","0","CALLE 98D ENTRE CARRERAS 7 Y 7B","43,5","TERMINADO","LAS MALVINAS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.826680919164 10.960455373050666, -74.8271008875552 10.96019868265679, -74.82754386791696 10.95994275849999))","0","CARRERA 9K ENTRE CALLES 87 Y 94","113","TERMINADO","EVARISTO SOURDIS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.8270500349952 10.960992795436363, -74.82719527545493 10.960887554849139, -74.82741313556303 10.960746437204238, -74.82758742376092 10.96062206180912, -74.82768667062892 10.960574225795435, -74.82796020481558 10.960428325145168))","0","CARRERA 9L ENTRE CALLES 87 Y 94","110","TERMINADO","EVARISTO SOURDIS","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.8138484310802 10.928691177725247, -74.81386358072623 10.928365280389674, -74.81387569566816 10.928173928037404, -74.81389688327828 10.92803639436653, -74.81394227450427 10.927898862307462, -74.81420856223276 10.927190275228075, -74.81434776120999 10.926765719487609, -74.81437197094674 10.926673034370483, -74.81437198213389 10.926505600334904, -74.81436897187812 10.9262783682291, -74.81439318635772 10.926113925661404, -74.81443253097127 10.925904635670047, -74.8144839730867 10.925758134223058, -74.81464736832277 10.92542626657983, -74.81475629729869 10.925219970900347, -74.81488338276249 10.92495088856351, -74.81495902981544 10.924774489625998, -74.81505888400436 10.92453829431535))","0","CALLE 51B ENTRE CARRERAS 5B SUR Y 12 SUR","500","TERMINADO","7 DE ABRIL","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.81137918126865 10.926177488781, -74.81155852539695 10.926227014822647, -74.81169938557908 10.926282278509616, -74.81178070534467 10.92633538502446, -74.81201739920252 10.92655569773555, -74.81218221420369 10.92670424762181, -74.81230492148745 10.92676740303244, -74.81239640598186 10.926834144028195, -74.81257937263749 10.927001351934384, -74.81277831416894 10.92716425540939, -74.81308108706827 10.927358739259047, -74.81326333155978 10.927480021940273, -74.81339910481309 10.92760775950467, -74.81359296358764 10.927782860861422, -74.81378174125673 10.927937152095447))","0","CARRERA 7 SUR ENTRE 49 Y 51B","300","TERMINADO","7 DE ABRIL","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.83412015946983 10.986413248749868, -74.83420295218612 10.986378805355628, -74.83475780802628 10.986068814116356, -74.83484641061419 10.986054462545367, -74.83504540311293 10.985952566962853))","0","CARRERA 40 A1 ENTRE CALLES 91 Y 93","107","TERMINADO","CAMPO ALEGRE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.8342756739146 10.987846095868482, -74.83536505521113 10.987383977994897))","0","CARRERA 41D ENTRE 91 Y 93","120","TERMINADO","CAMPO ALEGRE","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.82616012189665 10.982140094918192, -74.82624121942946 10.982118569928259, -74.82629689824954 10.982106611871773, -74.8264155179376 10.982095851401388, -74.8265147709969 10.982092266106848, -74.82658013295426 10.982082700153228, -74.82662733878566 10.982076721585955))","0","CARRERA 35C2 ENTRE 82F Y 83","50","TERMINADO","VILLA DEL ROSARIO","CONSORCIO MÓDULO VIII - VALORCON S.A"
"MULTILINESTRING ((-74.8231298349682 10.965963951482243, -74.82338884888065 10.965911338897634, -74.82382215242536 10.965820461610928, -74.82425303454927 10.965743935080178, -74.82459919181885 10.965703283878648, -74.82484610059922 10.965691332117382))","0","CARRERA 13E ENTRE CALLE 84 y 84B","198","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81966342760542 10.966046923220695, -74.81951212658997 10.96622630905387, -74.81935477806474 10.966318987824135, -74.81917927421715 10.96641465549635, -74.81903705318399 10.966537233710506, -74.81886154351072 10.966740537084311, -74.81846210677003 10.96720394882983))","0","DIAGONAL 73G ENTRE CARRERA 15 Y 15E","60-10-117","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.8183289616636 10.967344466492412, -74.81819581659349 10.967481994209795, -74.81802938729396 10.967613540318029, -74.81784782822164 10.9677510652872, -74.81770560717081 10.967852713669325, -74.81748168743653 10.967960337249407, -74.8173394694046 10.968005177635508, -74.81717304167555 10.968097854760115, -74.81698543157889 10.968211459786232, -74.81679479318365 10.96836393303148, -74.81661625752598 10.968525376515478, -74.81643469544647 10.968692799485781, -74.81628944723114 10.9688004267922, -74.81614420183489 10.968860215864346, -74.81598685381874 10.968905054712321, -74.8159323870374 10.968922990740378))","0","DIAGONAL 73G ENTRE CARRERA 15E Y 21","320","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81975013974707 10.966135892077803, -74.81959716277092 10.96632301507753, -74.8195390623962 10.966406729066197, -74.81949548533495 10.966504795202296, -74.81948579964387 10.966564592446243, -74.81948579713826 10.966614822526925, -74.81947853235883 10.966669836070885, -74.81946158426376 10.966736808685194, -74.81936474820473 10.966913805180132, -74.81921465326393 10.96716494816961, -74.81915897317816 10.967251054109417, -74.81909360848772 10.967373038181835, -74.81904276810003 10.96749023915114))","0","CALLE 74 ENTRE CARRERA 15 Y 15E","175","TERMINADO","LA ESMERALDA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
