"census_year","county_fips_code","economic_development_region","workforce_development_area","county_name","county_code","age_range","gender","total_population","no_high_school_diploma","high_school_diploma_or","some_college_no_degree","associate_s_degree","bachelor_s_degree","graduate_or_professional","total_post_secondary","geocoded_column"
"2013-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","35 to 44 Years","Female","4028","243","1397","861","470","730","327","1527","(41.0491208559, -76.4100217975)"
"2013-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Male","1385","208","636","111","155","199","76","430","(40.5343300836, -77.405775001)"
"2012-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","35 to 44 Years","Female","12553","532","2859","2104","1570","3671","1817","7058","(40.9108318483, -79.9171177889)"
"2016-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","35 to 44 Years","Male","4889","385","1620","1169","455","945","315","1715","(40.9932503514, -80.3375411446)"
"2014-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","45 to 64 Years","Female","10420","838","5202","1776","1171","1012","421","2604","(40.8150952555, -79.4731689893)"
"2015-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","35 to 44 Years","Female","2526","154","1044","388","406","380","154","940","(41.1313909115, -79.0010181419)"
"2011-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","45 to 64 Years","Male","25151","1711","10764","5038","2317","3405","1916","7638","(40.6834924548, -80.3510735648)"
"2013-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","35 to 44 Years","Male","2259","138","1115","271","235","369","131","735","(41.1927912877, -79.4248360769)"
"2010-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","45 to 64 Years","Male","37104","3451","15838","6056","2608","5238","3913","11759","(41.9941378702, -80.0407591036)"
"2010-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","25 to 34 Years","Female","9353","444","1706","1566","1530","3067","1040","5637","(40.9108318483, -79.9171177889)"
"2014-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","25 to 34 Years","Female","2375","179","752","481","384","393","186","963","(41.1313909115, -79.0010181419)"
"2011-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","25 to 34 Years","Female","1537","107","705","255","155","276","39","470","(41.4281941606, -78.6494771322)"
"2011-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","35 to 44 Years","Female","13572","1078","3873","2620","1564","2575","1862","6001","(41.4391006428, -75.6121834524)"
"2012-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","35 to 44 Years","Male","4310","353","2176","663","439","541","138","1118","(40.8150952555, -79.4731689893)"
"2011-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","35 to 44 Years","Male","27340","3860","10505","4364","2117","4641","1853","8611","(40.4193963513, -75.9307732705)"
"2012-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","35 to 44 Years","Female","1554","158","795","213","213","126","49","388","(40.5343300836, -77.405775001)"
"2012-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Male","21419","1703","11283","2981","1489","2565","1398","5452","(40.4912749067, -78.7189417385)"
"2016-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Male","790","66","470","99","58","82","15","155","(39.9248751086, -78.1148504535)"
"2015-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","45 to 64 Years","Female","15202","1138","6611","2550","1253","2107","1543","4903","(39.8720956503, -77.2222427076)"
"2016-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","35 to 44 Years","Female","22392","1856","6079","4114","2607","4770","2966","10343","(40.6146479416, -75.6009948118)"
"2013-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","35 to 44 Years","Female","267","46","122","36","21","35","7","63","(41.5135787577, -79.2378099483)"
"2010-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Male","7147","864","2706","1272","924","962","419","2305","(41.3445979226, -77.069424568)"
"2013-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Male","2868","359","1532","485","165","232","95","492","(39.8548039342, -80.2294381655)"
"2011-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Female","18403","1039","9517","3030","1774","2146","897","4817","(40.4855502384, -78.349076871)"
"2015-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","35 to 44 Years","Male","15293","1034","5045","2266","1194","3613","2141","6948","(40.167598388, -77.268662705)"
"2011-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","35 to 44 Years","Female","5743","428","2276","874","673","1081","411","2165","(40.9932503514, -80.3375411446)"
"2011-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","45 to 64 Years","Female","9804","1050","4317","1912","977","934","614","2525","(40.9193670081, -75.7110703866)"
"2013-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","35 to 44 Years","Female","4164","210","1620","1044","511","478","301","1290","(40.9193670081, -75.7110703866)"
"2013-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","35 to 44 Years","Female","3712","285","1407","684","434","666","236","1336","(41.7911781401, -76.5182562384)"
"2013-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Male","71248","3007","18318","11882","7363","17822","12856","38041","(40.4673554298, -79.9861984282)"
"2014-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Male","6502","534","2843","1064","858","777","426","2061","(41.3445979226, -77.069424568)"
"2010-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","25 to 34 Years","Male","2521","242","1319","366","208","346","40","594","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Female","7497","841","2078","1848","743","1305","682","2730","(40.3675970024, -76.4618257486)"
"2010-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","45 to 64 Years","Male","9076","1127","4646","1271","672","891","469","2032","(41.7911781401, -76.5182562384)"
"2010-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","35 to 44 Years","Female","21247","1865","6711","4297","2967","3730","1677","8374","(41.1783643884, -75.991996098)"
"2014-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","35 to 44 Years","Male","8629","807","4416","1406","874","867","259","2000","(39.919447803, -79.6518963464)"
"2014-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","35 to 44 Years","Female","22748","1881","6354","4167","2777","4647","2922","10346","(40.6146479416, -75.6009948118)"
"2010-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","25 to 34 Years","Male","7176","486","3201","1330","742","1145","272","2159","(40.4855502384, -78.349076871)"
"2015-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","45 to 64 Years","Female","5287","419","2405","850","453","732","428","1613","(39.8548039342, -80.2294381655)"
"2013-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","25 to 34 Years","Female","23557","2808","6303","4790","2347","5150","2159","9656","(40.4193963513, -75.9307732705)"
"2011-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","35 to 44 Years","Male","9264","713","4188","1765","929","1121","548","2598","(40.4912749067, -78.7189417385)"
"2014-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","45 to 64 Years","Male","14755","1715","6841","2134","1084","1674","1307","4065","(39.8720956503, -77.2222427076)"
"2014-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","45 to 64 Years","Female","81094","4683","27405","13604","6951","16357","12094","35402","(39.9165786652, -75.4062771212)"
"2014-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","25 to 34 Years","Male","23704","3596","8410","4177","2243","4200","1078","7521","(40.4193963513, -75.9307732705)"
"2016-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Female","70421","2465","11792","11287","9019","19509","16349","44877","(40.4673554298, -79.9861984282)"
"2016-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","45 to 64 Years","Male","27990","1477","10102","4593","2609","5981","3228","11818","(40.9108318483, -79.9171177889)"
"2014-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","35 to 44 Years","Male","4139","303","1893","805","525","481","132","1138","(40.8150952555, -79.4731689893)"
"2012-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","45 to 64 Years","Male","10011","1366","4539","1701","831","1038","536","2405","(40.9193670081, -75.7110703866)"
"2010-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","25 to 34 Years","Female","33693","1633","7330","6009","3055","10439","5227","18721","(39.9165786652, -75.4062771212)"
"2016-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Female","6908","356","1668","1367","1261","1501","755","3517","(40.4912749067, -78.7189417385)"
"2012-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","45 to 64 Years","Male","12481","1392","6808","1583","1120","1040","538","2698","(41.0004290024, -78.4755834299)"
"2012-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","35 to 44 Years","Female","7746","442","3118","1188","1113","1251","634","2998","(40.4855502384, -78.349076871)"
"2012-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","35 to 44 Years","Male","4273","251","1943","849","509","432","289","1230","(40.9193670081, -75.7110703866)"
"2013-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","25 to 34 Years","Female","6884","659","2138","1373","822","1362","530","2714","(41.3445979226, -77.069424568)"
"2011-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","25 to 34 Years","Female","12298","929","3563","2031","1244","2867","1664","5775","(41.4391006428, -75.6121834524)"
"2015-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","25 to 34 Years","Male","2149","163","863","389","237","366","131","734","(41.1927912877, -79.4248360769)"
"2016-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","45 to 64 Years","Male","18127","887","6720","2059","1120","3402","3939","8461","(40.9193135008, -77.8250011212)"
"2016-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","45 to 64 Years","Male","12159","1230","5936","1956","752","1416","869","3037","(41.6854690692, -80.1132108295)"
"2015-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","35 to 44 Years","Female","34852","1644","7846","6076","3362","9032","6892","19286","(39.9165786652, -75.4062771212)"
"2015-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","45 to 64 Years","Female","10331","906","5048","1755","1128","1043","451","2622","(40.8150952555, -79.4731689893)"
"2014-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","25 to 34 Years","Female","4186","265","1020","770","545","1079","507","2131","(40.6529549748, -79.0933349286)"
"2014-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","25 to 34 Years","Male","2465","344","1020","499","210","313","79","602","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Male","830","83","496","119","59","55","18","132","(39.9248751086, -78.1148504535)"
"2014-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Male","9675","1106","4733","1631","644","1096","465","2205","(39.9278619704, -77.7239884483)"
"2015-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","45 to 64 Years","Female","9377","719","4563","1366","812","1197","720","2729","(41.0491208559, -76.4100217975)"
"2012-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","35 to 44 Years","Female","5522","444","2176","846","629","1067","360","2056","(41.6854690692, -80.1132108295)"
"2016-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","45 to 64 Years","Male","6450","577","3616","832","511","590","324","1425","(41.1313909115, -79.0010181419)"
"2014-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","45 to 64 Years","Female","27877","1288","9945","4794","3386","5362","3102","11850","(40.9108318483, -79.9171177889)"
"2011-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Female","69054","8632","30207","10685","4398","9867","5265","19530","(40.0459079619, -76.2513876838)"
"2013-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","25 to 34 Years","Male","6643","652","2653","1309","710","1167","152","2029","(41.3445979226, -77.069424568)"
"2011-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","25 to 34 Years","Female","5609","372","1953","1264","507","1072","441","2020","(41.302377765, -80.2600941079)"
"2014-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","45 to 64 Years","Male","56572","7261","24121","8622","3842","8228","4498","16568","(40.4193963513, -75.9307732705)"
"2014-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","25 to 34 Years","Female","33895","1361","6819","7438","3428","10052","4797","18277","(40.335011331, -75.1129124111)"
"2012-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","25 to 34 Years","Female","4187","267","1112","752","540","1061","455","2056","(40.6529549748, -79.0933349286)"
"2010-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","25 to 34 Years","Female","3333","82","1234","752","487","559","219","1265","(40.9193670081, -75.7110703866)"
"2014-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","25 to 34 Years","Female","3512","136","1115","687","634","668","272","1574","(40.8150952555, -79.4731689893)"
"2011-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","35 to 44 Years","Male","9122","1015","4636","1497","811","791","372","1974","(39.919447803, -79.6518963464)"
"2012-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","35 to 44 Years","Male","3140","342","1550","643","268","194","143","605","(41.810370736, -78.5712201998)"
"2014-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","35 to 44 Years","Female","6606","475","2070","1253","948","1258","602","2808","(41.302377765, -80.2600941079)"
"2016-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","45 to 64 Years","Female","5013","423","2390","729","542","445","484","1471","(41.2328627374, -77.6428376046)"
