"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","endwall","invert","sump","depth_to_creek","dissipator","globalid","edit_status","support_material","outfall","header_type","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","conduit_material","width","height","struc_shape","dryweatherflow","gps_pdop","gps_satqual","gps_date","gps_time","unit","dem_calculated_sump","dem_calculated_invert","dry_weather_screen_outfall","maximo_asset_number","maximo_site_id"
"POINT (-97.726033436036 30.228123887844)","5791850","0","1","214894","2077027","314",,"1999-11-17T00:00:00.000Z","1999","APPLANEL",,"CGORE","2012-08-13T11:33:09.000Z","DWARDEN","2019-03-26T18:59:16.000Z",,"CCW","K19","615Y","3084111","OTHER","OTHER","PHYS_INSP","DEM","GPS_AERIAL","3119958.0074","10056343.729","DIG09","SUB-M",,"487.17999268","N","4","485.17999268","481.67999268","42","NONNATURAL","ad575aa5-8f04-4f6b-9bd5-fad86ad030a0","ENTERED","CONCRETE","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2","N","MICHAEL CHISUM","2009-06-22T00:00:00.000Z","DANIEL WHEAT","06222009_1_007.jpg","CONCRETE","30","30","CIRCULAR","F","3.9","2","2009-06-22T00:00:00.000Z","11:43","1",,,,"1114274","WPD"
"POINT (-97.912317886341 30.257636622057)","5777136","0","1","1567401","1842147","89",,"2015-05-15T00:00:00.000Z","2015","APPLANEL",,"ABODIN","2017-02-28T16:06:31.000Z","MMARKOWSKI","2017-12-01T12:47:20.000Z","SJOHNSON","WMS","A21","611A","5113543","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"1044.18994141","N","0","1039.92004395",,,"NODATA","2e5c8078-20d9-4b9f-8a66-11a679c658da","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.661848862017 30.297791062703)","5808331","0","1","868616","1654626","5",,"1964-08-19T00:00:00.000Z","1964","APPLANEL",,"MLEACH","2014-12-23T09:50:05.000Z","MMARKOWSKI","2017-02-28T15:15:15.000Z","CGORE","LWA","N25","557W","3375391","OTHER","TXDOT","APPLANEL","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","a542e6bb-debd-4a18-8295-14f4921957e3","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.681482124232 30.418533415748)","5773458","0","1","1091110","1798946","71","splitter box","1994-05-27T00:00:00.000Z","1994","APPLANEL",,"MAMARAL","2016-04-25T16:46:33.000Z","ACOLEMAN","2017-10-30T15:22:22.000Z","SJOHNSON","WLN","M35","466Q","140393","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"706.65002441","N","0","703.09997559",,,"NODATA","dad0369a-1423-4bf0-bcaa-347bba414eeb","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"RCP","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.838007895375 30.359507215326)","5754410","0","1","1734423","1903906","205",,,,"NO_SOURCE",,"MMARKOWSKI","2018-03-23T10:44:22.000Z","MMARKOWSKI","2018-04-11T09:22:27.000Z","ACOLEMAN","TRK","D30","522H","237124","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"738.40997314","N","0",,,,"NODATA","f6a3aa22-0f05-4e3c-bc48-cc402725bbad","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.793400304275 30.368642634333)","5800405","0","1","1129815","1899442","157","splitter box","2011-10-27T00:00:00.000Z","2011","APPLANEL",,"CWEYENBERG","2016-07-12T14:41:13.000Z","VVINCENT","2018-03-12T16:02:12.000Z","CGORE","BUL","F31","493Z","120733","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","ba044d74-d225-4372-bedd-34eb03102485","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.667061679524 30.450281988326)","5784395","0","1","841476","957010","188",,,,"NO_SOURCE",,"MHERRERA","2014-10-15T09:38:01.000Z","TBARRINGTON","2014-10-30T10:35:33.000Z","TBARRINGTON","WLN","M38","436R","225069","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","2a390ae3-89bf-422a-a877-0cb02816cba9","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.724868117871 30.306438064973)","5765242","0","1","203891","1748100","112",,,,"NO_SOURCE",,"DLEWIS","2009-09-10T00:00:00.000Z","CGORE","2017-10-05T13:22:23.000Z","LPUGH","WLR","K25","555U","109270","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"591.96002197","N","0",,,,"NODATA","12c6f915-fa55-4d78-8aad-cfff31918d0f","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"NODATA","240","89","BOX",,,,,,,,,,,
"POINT (-97.691146537483 30.373768677831)","5802024","0","1","1530854","1644050","200",,,,"NO_SOURCE",,"VVINCENT","2017-02-20T10:28:46.000Z","VVINCENT","2017-02-20T12:51:51.000Z","SJOHNSON","LWA","L31","496T","505293","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","6dcaf7f7-34cb-4bcd-84b8-fe79472c6a06","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.7241142876 30.372431959271)","5788754","0","1","605531","1884066","292",,,,"NO_SOURCE",,"GDELANO","2014-02-11T17:11:11.000Z","CWEYENBERG","2018-02-05T14:01:51.000Z","ACOLEMAN","LWA","K31","495Y","3499747","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","7c10b5a7-0d82-4073-bd35-72f135066304","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.772630814839 30.237314528979)","5764845","0","1","397094","289491","261",,"2008-12-17T00:00:00.000Z","2008","ASBLTEL",,"LBELL","2011-12-29T12:24:49.000Z","LBELL","2012-01-06T14:24:52.000Z","DDAVIS","WBO","G19","614T","3307659","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS",,"581.32000732","N","0","576",,,"NATURAL","4ae5d419-df83-4fec-9b7e-ac8cd5f87019","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"RCP","84","36","BOX",,,,,,,,,,,
"POINT (-97.724273701689 30.304588656901)","5778776","0","1","1610021","1748100","3",,,,"NO_SOURCE",,"MMCDONALD","2017-08-03T07:59:42.000Z","GDELANO","2017-10-17T16:17:58.000Z",,"WLR","K25","555U","171626","OTHER","OTHER","FLD_INVSTG","NO_SOURCE","FLD_INVSTG",,,"NOGPS","NOGPS",,"585.92999268","N","0",,,,"NODATA","6335a894-b09c-4377-b7c3-69e77d5d40c2","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CONCRETE","120","60","PIPEARCH",,,,,,,,,,,
"POINT (-97.723616589553 30.290956792138)","5795432","0","1","426553","851092","114","Pond outflow","2011-12-22T00:00:00.000Z","2011","APPLANEL",,"TBARRINGTON","2014-04-22T07:47:04.000Z","GDELANO","2014-04-22T14:31:28.000Z","GDELANO","WLR","K24","585G","3352154","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","1145f225-c8cc-4d7a-ae88-2e96ee943215","ENTERED","NODATA","F","DRAINPIPE_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.69553732839 30.446920563789)","5788202","0","1","859133","1928530","91",,,,"NO_SOURCE",,"AJURADO","2014-11-25T09:29:34.000Z","CWEYENBERG","2018-04-23T14:14:09.000Z","SJOHNSON","WLN","L37","436T","3108247","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","dd5a2ba9-55ce-4f88-8149-4ce24bd377cc","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0",,,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.816164216305 30.263372829823)","5791189","0","1","478903","1546770","131",,"2002-07-02T00:00:00.000Z","2002","APPLANEL",,"CARMIJO","2013-03-27T10:04:47.000Z","VVINCENT","2016-10-13T09:25:19.000Z","SJOHNSON","BAR","E22","583X","226481","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","69d3c01d-35c3-40fa-a251-dc32bb3577b7","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.821934978229 30.28201218129)","5783262","0","1","301504",,,,,,"NO_SOURCE",,"J.T. STEWART","2010-03-02T00:00:00.000Z","PCAMPMAN","2017-05-24T10:29:34.000Z","J.T. STEWART","EAN","E23","583K","691281","OTHER","OTHER","PHYS_INSP","DEM","GPS","3089221.2371","10075247.9555","DIG10","SUB-M",,"826.03997803","N","4","824.03997803","823.36999512","8","NOTPRESENT","23563c98-c76a-44a7-8a47-e03b8d8b381b","ENTERED","CONCRETE","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2","N",,,"MARCUS ALLEN","03022010_1_008.jpg","CONCRETE","0","24","CIRCULAR","F","3.0001","2","2010-03-02T00:00:00.000Z","11:29","1",,,,"401192332","WPD"
"POINT (-97.691108850277 30.37980224723)","5763229","0","1","495827","595457","215",,,,"NO_SOURCE",,"MPACHECO","2013-05-13T17:05:15.000Z","MPACHECO","2013-05-13T17:06:18.000Z","SJOHNSON","LWA","L32","496P","199544","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"740.73999023","N","0",,,,"NODATA","31cb2740-8379-404a-88c4-217fedb34a25","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"RCP","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.651801543607 30.158756469622)","5772658","0","1","888293","1038610","125","Rip Rap","1989-05-10T00:00:00.000Z","1989","APPLANEL",,"MLEACH","2015-01-29T11:33:18.000Z","MLEACH","2015-01-29T13:29:06.000Z","SBURZYNSKI","DRE","N13","677X","3154364","OTHER","OTHER","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"503.23001099","N","0","502.3999939",,,"NONNATURAL","4f997547-63b3-480f-9d6d-5018e7d80342","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:44.000Z","ACTIVE","0",,,,,,"RCP","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.921537324528 30.202194635705)","5794807","0","1","743545","897172","232","RIP RAP","1997-07-16T00:00:00.000Z","1997","APPLANEL",,"TBARRINGTON","2014-06-27T12:11:08.000Z","TBARRINGTON","2014-06-30T07:49:58.000Z","RODAVILA","SLA","WZ16","640V","211240","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","ab0e0be2-8e85-49bf-bd58-f5d4df1d0b64","ENTERED","CONCRETE","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","42","42","CIRCULAR",,,,,,,,,,,
"POINT (-97.832532895343 30.444561155461)","5807609","0","1","1236288","1600227","201",,"1995-09-28T00:00:00.000Z","1995","APPLANEL","2002","MMCDONALD","2016-12-07T16:52:34.000Z","MMCDONALD","2016-12-22T10:37:02.000Z","DWARDEN","LKT","E37","433S","3503921","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","dd1f6e39-7697-4739-a8ac-837aec271b7b","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","REMOVED","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.667408384168 30.443334729093)","5796895","0","1","1055832","1233170","174",,"1998-10-22T00:00:00.000Z","1998","APPLANEL",,"ACOLEMAN","2016-01-07T11:15:31.000Z","ACOLEMAN","2016-01-07T11:54:07.000Z",,"WLN","M37","436Z","227658","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","bbe88243-2cb5-4847-93a9-259aa7b64262","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.708797386062 30.251856659464)","5771107","0","1","265654","1226450","276","No field evidence","1939-04-18T00:00:00.000Z","1939","APPLANEL",,"SBURZYNSKI","2010-09-23T00:00:00.000Z","GDELANO","2015-12-31T14:29:07.000Z","DDAVIS","COL","K21","615H","251630","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"457.66000366","N","0",,,,"NODATA","73d93e8d-ec4f-4ec2-b307-0a9fcb06d7ae","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"CONCRETE","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.757919583465 30.20524125466)","5797331","0","1","473081","1873170","207","no field evidence","1994-05-24T00:00:00.000Z","1994","APPLANEL",,"LBELL","2013-03-06T13:49:08.000Z","SJOHNSON","2018-03-08T18:22:16.000Z","RODAVILA","WMS","H17","644R","614980","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","7d880a1c-59c2-451e-801a-caf5185814fe","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.771451508869 30.136078800288)","5782275","0","1","1948719","2166626","240","Splitter box","2017-05-19T00:00:00.000Z","2017","APPLANEL",,"KGALLUSCIO","2020-04-15T10:29:41.000Z","KGALLUSCIO","2020-04-15T11:12:24.000Z","GDELANO","RIN","G11","704P","5369372","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"586.04998779","N","0","582.09997559",,,"NODATA","acc402a5-5671-4fe1-9789-9300d2809f6c","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.889906167143 30.219468080771)","5756470","0","1","1719680","1866787","265",,,,"NO_SOURCE",,"MMARKOWSKI","2018-01-08T15:26:17.000Z","MMARKOWSKI","2018-01-09T10:34:19.000Z","ACOLEMAN","WMS","B18","641G","3121614","CITY","CITY","FLD_INVSTG","NO_SOURCE","FLD_INVSTG",,,"NOGPS","NOGPS",,"933.83001709","N","0",,,,"NODATA","2547a47a-c796-4146-9a4e-5766415da729","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.690239018584 30.26351598529)","5780573","0","1","457187","2071892","322",,"1986-08-21T00:00:00.000Z","1986","APPLANEL",,"APRUITT","2012-12-17T15:07:57.000Z","DWARDEN","2019-06-18T14:06:48.000Z","DDAVIS","BOG","L22","586X","215534","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"447.08999634","N","0","445.76000977",,,"NODATA","ac9a4e93-de72-45cf-8ef9-a73a8cae609a","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"RCP","84","72","BOX",,,,,,,,,,,
"POINT (-97.672493508225 30.29461479971)","5770019","0","1","246619","1710292","339",,"1989-01-18T00:00:00.000Z","1989","ASBLTEL",,"CGORE","2012-08-29T15:43:52.000Z","CGORE","2017-06-29T13:48:17.000Z","RODAVILA","LWA","M24","586D","3292649","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3136273.9131","10080927.9544","DIG10","SUB-M",,"585.22998047","N","4","581.33001709",,"0","NONNATURAL","7357b0da-3205-4323-97b7-e6443f4ede93","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:42.000Z","ACTIVE","2","N","ISRAEL RAMIREZ","2010-01-21T00:00:00.000Z","MARCUS ALLEN","01212010_1_001.jpg","RCP","36","36","CIRCULAR","F","4.9343","2","2010-01-21T00:00:00.000Z","08:56","1",,,,"401192451","WPD"
"POINT (-97.698289036572 30.222579678439)","5765723","0","1","392388","270984","294",,,,"NO_SOURCE","1973","NPULLIAS","2011-11-30T13:36:56.000Z","NPULLIAS","2011-11-30T13:46:17.000Z","DDAVIS","CAR","L18","646A","662534","CITY","CITY","NO_SOURCE","SUPP_INFO","SUPP_INFO",,,"NOGPS","NOGPS",,"507.8500061","N","0","506.52999878",,,"NODATA","e2a21b7c-827c-4790-80a8-7e80fa191b34","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:42.000Z","INACTIVE","0","N",,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.795124143762 30.132068505566)","5808058","0","1","2132567","2249811","302",,"2021-03-19T00:00:00.000Z","2021","APPLANEL",,"KGALLUSCIO","2021-09-21T09:43:25.000Z","KGALLUSCIO","2021-09-21T10:16:06.000Z",,"ONI","F10","703V","6093988","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","8f29ccc1-eb14-4914-a47f-78ee5c3f4ad0","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.741043903658 30.403197425034)","5795372","0","1","505151","638971","168","Probably never constructed","1994-10-17T00:00:00.000Z","1994","APPLANEL",,"GDELANO","2013-06-04T11:39:31.000Z","GDELANO","2013-06-12T14:59:15.000Z","DDAVIS","WLN","J34","465W","155827","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","e737a047-4e4d-4e68-8a82-c136d6ace617","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.837127211644 30.203309992573)","5770539","0","1","534703","1045011","211",,,,"NO_SOURCE","1990","MPACHECO","2013-08-30T14:25:05.000Z","REVANS","2015-02-10T13:11:52.000Z","CGORE","WMS","D16","642V","106911","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"752.52001953","N","0",,,,"NODATA","b9ff8df1-bd80-4ba5-9af7-85cad843c1b1","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:43.000Z","REMOVED","0","N",,,,,"CONCRETE","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.921239875169 30.172535874946)","5783223","0","1","2116484","2224533","236",,"2018-10-31T00:00:00.000Z","2018","APPLANEL",,"KGALLUSCIO","2021-04-12T15:27:11.000Z","KGALLUSCIO","2021-04-13T15:50:11.000Z","SBURZYNSKI","BER","WZ14","670R","5627924","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"887.21002197","N","0","887",,,"NODATA","e1dd961a-5a0c-4b13-b395-2a195088b248","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.701236989146 30.430269062669)","5791841","0","1","546508","2188404","15","rip rap","1986-06-24T00:00:00.000Z","1986","APPLANEL","2008","APRUITT","2013-10-04T10:39:03.000Z","GDELANO","2020-10-22T13:26:37.000Z","SBURZYNSKI","WLN","L36","466E","3170783","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","cc02e73f-f697-43d2-bd1f-0e49a6b9c456","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA","21","30","ELLIPTIC",,,,,,,,,,,
"POINT (-97.73875683573 30.421742633169)","5757594","0","1","1909523","2118292","310",,,,"NO_SOURCE",,"DWARDEN","2019-07-25T11:12:41.000Z","DWARDEN","2019-07-25T11:16:52.000Z","GDELANO","WLN","J35","465K","733096","CITY","CITY","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"820.16998291","N","0",,,,"NODATA","38249cfd-93ad-4891-8a16-6598c1d92a44","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.731224077186 30.413172299064)","5807158","0","1","931446","1101989","205","RIP RAP","2003-01-06T00:00:00.000Z","2003","APPLANEL",,"AMIRANDA","2015-04-14T16:01:14.000Z","AMIRANDA","2015-04-14T16:06:29.000Z","DDAVIS","WLN","J34","465T","194707","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NOTPRESENT","cd8827e8-ead3-40a9-bd36-9e8d6a7c4d39","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","15","15","CIRCULAR",,,,,,,,,,,
"POINT (-97.664443333897 30.370639980298)","5783016","0","1","246503","740722","121",,"1976-07-30T00:00:00.000Z","1976","APPLANEL",,"TBARRINGTON","2013-10-15T12:58:31.000Z","WPDR_ADMIN","2021-09-14T10:34:13.000Z","DDAVIS","WLN","N31","497W","119416","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3138136.9738","10108643.2563","DIG10","SUB-M",,"615.89001465","N","4","610.36999512",,"168","NOTPRESENT","fc2ed8f2-f0bc-4e45-a9e5-30b2bee4b394","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:43.000Z","ACTIVE","2","N","J.T. STEWART","2010-01-04T00:00:00.000Z","DANIEL WHEAT","01042010_6_013.jpg","RCP","30","30","CIRCULAR","T","5.0436","2","2010-01-04T00:00:00.000Z","10:01","6","601.11999512","615.11999512",,"401192800","WPD"
"POINT (-97.702811116929 30.237093561855)","5765418","0","1","411293","337031","23",,,,"NO_SOURCE","1988","CARMIJO","2012-04-17T11:38:16.000Z","CARMIJO","2012-04-17T11:41:38.000Z","RODAVILA","CCE","L19","616S","114838","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"478.73001099","N","0",,,,"NODATA","1a6bc59f-2996-480a-b911-37b0fff51aee","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:42.000Z","REMOVED","0","N",,,,,"RCP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.769303255774 30.289769106293)","5782029","0","1","86910","2213058","228",,,,"NO_SOURCE",,"JAMARTINEZ","2021-01-28T13:50:51.000Z","JAMARTINEZ","2021-01-28T13:53:39.000Z","GDELANO","JOH","H24","584G","220568","CITY","CITY","PHYS_INSP","DEM","GPS","3105676.3462","10078308.048","DIG07","SUB-M",,"543.94000244","N","1","541.94000244",,"36","NOTPRESENT","166b9a51-0d62-4346-a307-1790f522022f","ENTERED","NOTPRES","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2",,"DERRICK STEENKEN","2007-09-14T00:00:00.000Z",,"09142007_2_014.jpg","HDPE",,"24","CIRCULAR",,,,,,,,,,"1109290","WPD"
"POINT (-97.811912403822 30.235302048201)","5808146","0","1","2136496","2164754","188",,,,"NO_SOURCE",,"GDELANO","2021-12-01T17:15:08.000Z","GDELANO","2021-12-01T17:15:40.000Z","GDELANO","BAR","F19","613U","3429028","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","361d272f-84e8-4f64-b797-86d43d8a3353","ENTERED","NODATA","F","DRAINPIPE_UP","2022-02-08T14:52:47.000Z","ACTIVE","0","N",,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.782728884431 30.17123487884)","5806564","0","1","1214790","1550290","209",,"2006-11-01T00:00:00.000Z","2006","APPLANEL",,"MAMARAL","2016-10-17T17:06:12.000Z","MAMARAL","2016-10-18T12:22:43.000Z","DWARDEN","ONI","G14","674N","225823","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NONNATURAL","6200f14c-432a-4450-949e-05ba10cfc778","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.877141872037 30.187878986117)","5788334","0","1","475605","1853363","305",,,,"NO_SOURCE",,"SBURZYNSKI","2013-03-18T08:34:28.000Z","CWEYENBERG","2017-12-13T11:53:05.000Z","SJOHNSON","SLA","B15","671D","3429547","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","43aceaf1-d09c-498c-bd9f-533b378fad1c","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","96","60","BOX",,,,,,,,,,,
"POINT (-97.718744773185 30.386020833607)","5809307","0","1","2281257",,"306",,,,"NO_SOURCE",,"DWARDEN","2022-05-23T18:28:45.000Z","DWARDEN","2022-05-23T18:32:09.000Z",,"LWA","K32","495M","168714","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"752.15997314","N","0",,,,"NODATA","787efe08-a3a8-429d-be48-bfe2a82c7b55","ENTERED","NODATA","F","CULVERT_UP","2022-05-27T05:27:35.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
