"case_number","datetime","month","weekday","nature","address","district","agency","report","georeference"
"B16-09953","2016-03-15T17:44:10.000","March","Tuesday","VANDALISM NP","3528 E JOHN HINKLE PL","LB221","BPD","REPORT","POINT (-86.493429 39.170068)"
"B16-09964","2016-03-15T20:27:52.000","March","Tuesday","DISTURBANCE IP","S COLLEGE MALL RD & E 3RD ST","LB221","BPD","NO REPORT","POINT (-86.498236 39.164184)"
"B16-09969","2016-03-15T20:58:18.000","March","Tuesday","DISTURBANCE IP","S ROCKPORT RD & W COUNTRYSIDE LN","LB420","BPD","NO REPORT","POINT (-86.54182 39.143378)"
"B16-09971","2016-03-15T21:28:04.000","March","Tuesday","DISTURBANCE IP","3100 S WALNUT STREET PIKE","LB336","BPD","NO REPORT","POINT (-86.526785 39.128164)"
"B16-09987","2016-03-15T22:32:14.000","March","Tuesday","NOISE","1600 N WILLIS DR","LB513","BPD","NO REPORT","POINT (-86.544081 39.18099)"
"B16-09997","2016-03-16T00:02:46.000","March","Wednesday","NOISE","508 S LINCOLN ST","LB301","BPD","NO REPORT","POINT (-86.531255 39.160913)"
"B16-10000","2016-03-16T00:43:12.000","March","Wednesday","DISTURBANCE IP","216 N WALNUT ST","LB102","BPD","NO REPORT","POINT (-86.533604 39.168178)"
"B16-10009","2016-03-16T03:05:27.000","March","Wednesday","DISTURBANCE IP","2304 S ROGERS ST","LB423","BPD","NO REPORT","POINT (-86.538915 39.142482)"
"B16-10010","2016-03-16T04:09:23.000","March","Wednesday","DISTURBANCE IP","601 W 2ND ST","LB409","BPD","NO REPORT","POINT (-86.540765 39.161403)"
"B16-10011","2016-03-16T04:13:10.000","March","Wednesday","VANDALISM IP","1407 N DUNN ST","LB212","BPD","REPORT","POINT (-86.528315 39.179666)"
"B16-10016","2016-03-16T07:19:21.000","March","Wednesday","DISTURBANCE IP","1230 W 20TH ST","LB514","BPD","NO REPORT","POINT (-86.548704 39.183871)"
"B16-10069","2016-03-16T16:38:09.000","March","Wednesday","VANDALISM NP","2498 S WALNUT ST","LB422","BPD","REPORT","POINT (-86.531062 39.136197)"
"B16-10079","2016-03-16T17:34:48.000","March","Wednesday","DISTURBANCE IP","3100 S WALNUT STREET PIKE","LB336","BPD","NO REPORT","POINT (-86.526785 39.128164)"
"B16-10081","2016-03-16T18:33:33.000","March","Wednesday","PANHANDLING","527 E 3RD ST","LB104","BPD","NO REPORT","POINT (-86.527094 39.164286)"
"B16-10086","2016-03-16T19:25:52.000","March","Wednesday","DISTURBANCE IP","2313 S ROCKPORT RD","LB423","BPD","REPORT","POINT (-86.541672 39.143523)"
"B16-10090","2016-03-16T20:00:16.000","March","Wednesday","DISTURBANCE IP","2383 S WINSLOW CT","LB326","BPD","NO REPORT","POINT (-86.524167 39.136973)"
"B16-10112","2016-03-17T00:02:56.000","March","Thursday","NOISE","1600 N WILLIS DR","LB513","BPD","NO REPORT","POINT (-86.544081 39.18099)"
"B16-10121","2016-03-17T05:35:39.000","March","Thursday","NOISE","416 E 17TH ST","LB213","BPD","NO REPORT","POINT (-86.528956 39.178963)"
"B16-10129","2016-03-17T08:31:31.000","March","Thursday","VANDALISM IP","101 W 2ND ST","LB410","BPD","NO REPORT","POINT (-86.533648 39.161363)"
"B16-10130","2016-03-17T09:15:32.000","March","Thursday","DISTURBANCE IP","601 W 2ND ST","LB409","BPD","NO REPORT","POINT (-86.540765 39.161403)"
"B16-10142","2016-03-17T13:26:41.000","March","Thursday","VANDALISM NP","1200 W COTTAGE GROVE AVE","LB517","BPD","NO REPORT","POINT (-86.548428 39.172236)"
"B16-10166","2016-03-17T16:12:28.000","March","Thursday","NOISE","2300 S ROCKPORT RD","LB420","BPD","NO REPORT","POINT (-86.541428 39.143762)"
"B16-10167","2016-03-17T16:31:58.000","March","Thursday","PANHANDLING","425 E KIRKWOOD AVE","LB102","BPD","NO REPORT","POINT (-86.528616 39.166533)"
"B16-10171","2016-03-17T17:09:46.000","March","Thursday","DISTURBANCE IP","1600 N WILLIS DR","LB513","BPD","NO REPORT","POINT (-86.544081 39.18099)"
"B16-10178","2016-03-17T18:35:26.000","March","Thursday","PANHANDLING","409 E KIRKWOOD AVE","LB102","BPD","NO REPORT","POINT (-86.52932 39.166532)"
"B16-10186","2016-03-17T20:09:44.000","March","Thursday","DISTURBANCE IP","1014 N LINDBERGH DR","LB517","BPD","NO REPORT","POINT (-86.552603 39.177038)"
"B16-10188","2016-03-17T20:27:00.000","March","Thursday","DISTURBANCE IP","2335 S BRANDON CT","LB326","BPD","REPORT",
"B16-10198","2016-03-17T21:25:26.000","March","Thursday","NOISE","700 S PARK AVE","LB302","BPD","NO REPORT","POINT (-86.523999 39.160254)"
"B16-10203","2016-03-17T22:20:19.000","March","Thursday","DISTURBANCE IP","N WALNUT ST & E 6TH ST","LB101","BPD","NO REPORT","POINT (-86.533613 39.167549)"
"B16-10226","2016-03-18T03:01:16.000","March","Friday","DISTURBANCE IP","622 W 13TH ST","LB518","BPD","REPORT","POINT (-86.540628 39.175063)"
"B16-10227","2016-03-18T03:13:24.000","March","Friday","DISTURBANCE IP","430 E KIRKWOOD AVE","LB104","BPD","REPORT","POINT (-86.528512 39.166533)"
"B16-10230","2016-03-18T03:46:58.000","March","Friday","DISTURBANCE IP","S WASHINGTON ST & E KIRKWOOD AVE","LB104","BPD","NO REPORT","POINT (-86.532335 39.16656)"
"B16-10239","2016-03-18T06:27:44.000","March","Friday","NOISE","2425 W 3RD ST","LB404","BPD","NO REPORT","POINT (-86.565721 39.164503)"
"B16-10242","2016-03-18T07:56:49.000","March","Friday","DISTURBANCE IP","S WALNUT ST & E RHORER RD","LB434","BPD","NO REPORT","POINT (-86.531363 39.121463)"
"B16-10277","2016-03-18T12:49:08.000","March","Friday","VANDALISM IP","2800 W WAPEHANI RD","LB426","BPD","REPORT","POINT (-86.566601 39.144078)"
"B16-10294","2016-03-18T15:46:46.000","March","Friday","VANDALISM IP","1700 S HENDERSON ST","LB315","BPD","REPORT","POINT (-86.526915 39.148714)"
"B16-10295","2016-03-18T15:50:18.000","March","Friday","DISTURBANCE IP","101 W 2ND ST","LB410","BPD","NO REPORT","POINT (-86.533648 39.161363)"
"B16-10297","2016-03-18T16:22:20.000","March","Friday","DISTURBANCE IP","3100 S WALNUT STREET PIKE","LB336","BPD","NO REPORT","POINT (-86.526785 39.128164)"
"B16-10326","2016-03-18T20:05:02.000","March","Friday","PANHANDLING","430 E KIRKWOOD AVE","LB104","BPD","NO REPORT","POINT (-86.528512 39.166533)"
"B16-10356","2016-03-18T23:53:46.000","March","Friday","NOISE","N WALNUT ST & E 6TH ST","LB101","BPD","NO REPORT","POINT (-86.533613 39.167549)"
"B16-10360","2016-03-19T00:18:02.000","March","Saturday","NOISE","N WALNUT ST & E 6TH ST","LB101","BPD","NO REPORT","POINT (-86.533613 39.167549)"
"B16-10362","2016-03-19T00:26:39.000","March","Saturday","NOISE","1114 S WOODLAWN AVE","LB313","BPD","NO REPORT","POINT (-86.522625 39.153724)"
"B16-10391","2016-03-19T10:13:53.000","March","Saturday","VANDALISM NP","807 N WALNUT ST","LB519","BPD","REPORT","POINT (-86.533558 39.173912)"
"B16-10392","2016-03-19T10:36:05.000","March","Saturday","PANHANDLING","409 E KIRKWOOD AVE","LB102","BPD","NO REPORT","POINT (-86.52932 39.166532)"
"B16-10400","2016-03-19T11:58:13.000","March","Saturday","PANHANDLING","423 E KIRKWOOD AVE","LB102","BPD","NO REPORT","POINT (-86.52873 39.166533)"
"B16-10405","2016-03-19T13:47:52.000","March","Saturday","DISTURBANCE IP","BLT 42 MARKER GRIMES BRIDGE","LB411","BPD","NO REPORT",
"B16-10406","2016-03-19T13:48:49.000","March","Saturday","VANDALISM NP","3534 E JOHN HINKLE PL","LB221","BPD","REPORT","POINT (-86.493433 39.17007)"
"B16-10411","2016-03-19T14:39:06.000","March","Saturday","DISTURBANCE IP","S WASHINGTON ST & E KIRKWOOD AVE","LB104","BPD","NO REPORT","POINT (-86.532335 39.16656)"
"B16-10430","2016-03-19T18:13:32.000","March","Saturday","NOISE","3375 E JOHN HINKLE PL","LB221","BPD","NO REPORT","POINT (-86.491086 39.170632)"
"B16-10433","2016-03-19T19:02:38.000","March","Saturday","DISTURBANCE IP","120 S KINGSTON DR","LB221","BPD","NO REPORT","POINT (-86.492714 39.165897)"
"B16-10459","2016-03-19T23:32:42.000","March","Saturday","DISTURBANCE IP","2315 S ROCKPORT RD","LB423","BPD","NO REPORT","POINT (-86.541702 39.143494)"
"B16-10463","2016-03-20T00:33:35.000","March","Sunday","DISTURBANCE IP","216 N WALNUT ST","LB102","BPD","NO REPORT","POINT (-86.533604 39.168178)"
"B16-10474","2016-03-20T01:21:41.000","March","Sunday","DISTURBANCE IP","N WALNUT ST & E 7TH ST","LB102","BPD","NO REPORT","POINT (-86.533599 39.168539)"
"B16-10473","2016-03-20T01:22:51.000","March","Sunday","DISTURBANCE IP","3100 S WALNUT STREET PIKE","LB336","BPD","NO REPORT","POINT (-86.526785 39.128164)"
"B16-10483","2016-03-20T03:04:30.000","March","Sunday","DISTURBANCE IP","215 N WALNUT ST","LB101","BPD","REPORT","POINT (-86.533611 39.16769)"
"B16-10485","2016-03-20T03:11:07.000","March","Sunday","NOISE","715 N WOODBRIDGE DR","LB216","BPD","NO REPORT","POINT (-86.49159 39.17275)"
"B16-10496","2016-03-20T06:47:25.000","March","Sunday","DISTURBANCE IP","1204 W COTTAGE GROVE AVE","LB517","BPD","NO REPORT","POINT (-86.548603 39.172237)"
"B16-10497","2016-03-20T07:03:05.000","March","Sunday","NOISE","801 S GREENLEAF CT","LB415","BPD","NO REPORT","POINT (-86.57174 39.15392)"
"B16-10506","2016-03-20T11:18:19.000","March","Sunday","DISTURBANCE IP","1600 N WILLIS DR","LB513","BPD","NO REPORT","POINT (-86.544081 39.18099)"
"B16-10527","2016-03-20T15:34:11.000","March","Sunday","PANHANDLING","305 E WINSLOW RD","LB326","BPD","NO REPORT","POINT (-86.524046 39.135949)"
"B16-10533","2016-03-20T16:14:39.000","March","Sunday","DISTURBANCE IP","3410 S WALNUT ST","LB434","BPD","NO REPORT","POINT (-86.53138 39.125836)"
"B16-10540","2016-03-20T16:33:27.000","March","Sunday","PANHANDLING","305 E WINSLOW RD","LB326","BPD","NO REPORT","POINT (-86.524046 39.135949)"
"B16-10544","2016-03-20T17:42:51.000","March","Sunday","VANDALISM NP","3409 E JOHN HINKLE PL","LB221","BPD","REPORT","POINT (-86.492149 39.170046)"
"B16-10573","2016-03-20T23:33:03.000","March","Sunday","NOISE","422 S WASHINGTON ST","LB104","BPD","NO REPORT","POINT (-86.532392 39.162049)"
"B16-10574","2016-03-21T00:00:11.000","March","Monday","DISTURBANCE IP","400 S OPPORTUNITY LN","LB404","BPD","NO REPORT","POINT (-86.56703 39.163433)"
"B16-10575","2016-03-21T00:13:29.000","March","Monday","PANHANDLING","305 E WINSLOW RD","LB326","BPD","REPORT","POINT (-86.524046 39.135949)"
"B16-10580","2016-03-21T00:59:49.000","March","Monday","NOISE","422 S WASHINGTON ST","LB104","BPD","NO REPORT","POINT (-86.532392 39.162049)"
"B16-10585","2016-03-21T02:22:16.000","March","Monday","NOISE","422 S WASHINGTON ST","LB104","BPD","NO REPORT","POINT (-86.532392 39.162049)"
"B16-10611","2016-03-21T10:14:22.000","March","Monday","VANDALISM NP","405 E 17TH ST","LB212","BPD","REPORT","POINT (-86.5302 39.178965)"
"B16-10620","2016-03-21T12:08:07.000","March","Monday","VANDALISM NP","1804 E MAXWELL LN","LB312","BPD","REPORT","POINT (-86.510945 39.157785)"
"B16-10634","2016-03-21T14:00:41.000","March","Monday","DISTURBANCE IP","S GRANT ST & E KIRKWOOD AVE","LB102","BPD","NO REPORT","POINT (-86.529793 39.166539)"
"B16-10673","2016-03-21T18:37:35.000","March","Monday","DISTURBANCE IP","568 S BASSWOOD DR","LB415","BPD","NO REPORT","POINT (-86.571155 39.157063)"
"B16-10676","2016-03-21T18:46:36.000","March","Monday","VANDALISM NP","1705 S HUNTINGTON DR","LB316","BPD","REPORT","POINT (-86.520831 39.147654)"
"B16-10678","2016-03-21T18:54:01.000","March","Monday","DISTURBANCE IP","E 3RD ST & S KINGSTON DR","LB305","BPD","NO REPORT","POINT (-86.493068 39.164238)"
"B16-10680","2016-03-21T19:12:07.000","March","Monday","DISTURBANCE IP","762 S CLARIZZ BLVD","LB305","BPD","NO REPORT","POINT (-86.490452 39.158025)"
"B16-10691","2016-03-21T19:54:25.000","March","Monday","DISTURBANCE IP","1705 S HUNTINGTON DR","LB316","BPD","REPORT","POINT (-86.520831 39.147654)"
"B16-10710","2016-03-21T21:32:52.000","March","Monday","NOISE","1600 N WILLIS DR","LB513","BPD","NO REPORT","POINT (-86.544081 39.18099)"
"B16-10706","2016-03-21T21:51:10.000","March","Monday","DISTURBANCE IP","522 E GRAHAM PL","LB327","BPD","NO REPORT","POINT (-86.528714 39.138119)"
"B16-10713","2016-03-21T22:10:09.000","March","Monday","NOISE","1102 S WASHINGTON ST","LB314","BPD","NO REPORT","POINT (-86.532469 39.154098)"
"B16-10726","2016-03-22T01:10:08.000","March","Tuesday","DISTURBANCE IP","S JACKSON ST & W 3RD ST","LB408","BPD","NO REPORT","POINT (-86.539894 39.164262)"
"B16-10730","2016-03-22T02:03:41.000","March","Tuesday","DISTURBANCE IP","3939 W ROLL AVE","LB416","BPD","NO REPORT","POINT (-86.582154 39.147198)"
"B16-10768","2016-03-22T09:37:07.000","March","Tuesday","VANDALISM NP","1448 W PETAL CT","LB424","BPD","REPORT","POINT (-86.553168 39.140521)"
"B16-10769","2016-03-22T09:55:00.000","March","Tuesday","DISTURBANCE IP","1300 N WALNUT ST","LB213","BPD","NO REPORT","POINT (-86.533506 39.178483)"
"B16-10779","2016-03-22T10:43:57.000","March","Tuesday","PANHANDLING","3175 W 3RD ST","LB403","BPD","NO REPORT","POINT (-86.574878 39.16452)"
"B16-10785","2016-03-22T12:54:21.000","March","Tuesday","VANDALISM NP","915 S WASHINGTON ST","LB314","BPD","REPORT","POINT (-86.532447 39.155947)"
"B16-10788","2016-03-22T13:03:11.000","March","Tuesday","VANDALISM NP","2635 E 2ND ST","LB304","BPD","REPORT","POINT (-86.499487 39.160926)"
"B16-10804","2016-03-22T16:48:15.000","March","Tuesday","DISTURBANCE IP","101 W 2ND ST","LB410","BPD","NO REPORT","POINT (-86.533648 39.161363)"
"B16-10809","2016-03-22T17:30:35.000","March","Tuesday","PANHANDLING","E 3RD ST & S CLARIZZ BLVD","LB221","BPD","NO REPORT","POINT (-86.490819 39.164223)"
"B16-10811","2016-03-22T17:36:36.000","March","Tuesday","VANDALISM NP","418 W NORTHLANE DR","LB513","BPD","REPORT","POINT (-86.538394 39.182513)"
"B16-10819","2016-03-22T18:39:42.000","March","Tuesday","DISTURBANCE IP","612 W HOWE ST","LB409","BPD","NO REPORT","POINT (-86.540424 39.162399)"
"B16-10840","2016-03-22T21:45:07.000","March","Tuesday","DISTURBANCE IP","800 N SMITH RD","LB218","BPD","NO REPORT","POINT (-86.481358 39.171072)"
"B16-10868","2016-03-22T23:27:15.000","March","Tuesday","NOISE","302 N WASHINGTON ST","LB102","BPD","NO REPORT","POINT (-86.532328 39.168749)"
"B16-10872","2016-03-22T23:33:58.000","March","Tuesday","NOISE","1403 N LINCOLN ST","LB212","BPD","NO REPORT","POINT (-86.530933 39.180273)"
"B16-10883","2016-03-22T23:39:20.000","March","Tuesday","NOISE","220 E 3RD ST","LB104","BPD","NO REPORT","POINT (-86.531543 39.164582)"
"B16-10887","2016-03-22T23:46:17.000","March","Tuesday","NOISE","308 E 7TH ST","LB102","BPD","NO REPORT","POINT (-86.530569 39.168521)"
"B16-10885","2016-03-23T00:46:38.000","March","Wednesday","VANDALISM IP","219 E 7TH ST","LB102","BPD","REPORT","POINT (-86.531581 39.168525)"
"B16-10924","2016-03-23T09:02:47.000","March","Wednesday","DISTURBANCE IP","2300 N WALNUT ST","LB209","BPD","NO REPORT","POINT (-86.534089 39.187597)"
"B16-10985","2016-03-23T17:33:47.000","March","Wednesday","VANDALISM NP","N WASHINGTON ST & E 9TH ST","LB102","BPD","REPORT","POINT (-86.53231 39.170446)"
"B16-10995","2016-03-23T19:06:18.000","March","Wednesday","NOISE","610 N LINCOLN ST","LB213","BPD","NO REPORT","POINT (-86.531038 39.17205)"
"B16-10996","2016-03-23T19:14:43.000","March","Wednesday","NOISE","600 E 1ST ST","LB302","BPD","NO REPORT",
"B16-11005","2016-03-23T20:52:37.000","March","Wednesday","VANDALISM IP","800 N SMITH RD","LB218","BPD","NO REPORT","POINT (-86.481358 39.171072)"
"B16-11011","2016-03-23T22:06:58.000","March","Wednesday","DISTURBANCE IP","301 S WALNUT ST","LB104","BPD","NO REPORT","POINT (-86.533637 39.164394)"
"B16-11016","2016-03-23T22:38:06.000","March","Wednesday","DISTURBANCE IP","3208 S ACADIA CT","LB329","BPD","NO REPORT","POINT (-86.519083 39.135361)"
"B16-11022","2016-03-23T23:24:52.000","March","Wednesday","DISTURBANCE IP","221 N WALNUT ST","LB101","BPD","NO REPORT","POINT (-86.53361 39.167751)"
"B16-11030","2016-03-24T00:08:00.000","March","Thursday","DISTURBANCE IP","1222 N ARLINGTON PARK DR","LB514","BPD","NO REPORT","POINT (-86.55408 39.179298)"
"B16-11032","2016-03-24T00:20:04.000","March","Thursday","DISTURBANCE IP","221 N WALNUT ST","LB101","BPD","NO REPORT","POINT (-86.53361 39.167751)"
"B16-11054","2016-03-24T08:31:21.000","March","Thursday","PANHANDLING","520 S WALNUT ST","LB410","BPD","NO REPORT","POINT (-86.533653 39.160543)"
"B16-11069","2016-03-24T11:33:51.000","March","Thursday","VANDALISM NP","1131 W 6TH ST","LB521","BPD","REPORT","POINT (-86.548277 39.167633)"
"B16-11072","2016-03-24T13:40:54.000","March","Thursday","NOISE","918 W 4TH ST","LB408","BPD","NO REPORT","POINT (-86.544643 39.165654)"
"B16-11097","2016-03-24T16:27:19.000","March","Thursday","DISTURBANCE IP","1460 N ARLINGTON PARK DR","LB514","BPD","REPORT","POINT (-86.554095 39.180071)"
"B16-11118","2016-03-24T17:38:45.000","March","Thursday","DISTURBANCE NP","2500 S ROCKPORT RD","LB424","BPD","NO REPORT","POINT (-86.543817 39.141343)"
"B16-11148","2016-03-24T21:01:20.000","March","Thursday","PANHANDLING","221 N WALNUT ST","LB101","BPD","NO REPORT","POINT (-86.53361 39.167751)"
"B16-11151","2016-03-24T21:44:17.000","March","Thursday","PANHANDLING","430 E KIRKWOOD AVE","LB104","BPD","NO REPORT","POINT (-86.528512 39.166533)"
"B16-11173","2016-03-24T22:53:24.000","March","Thursday","NOISE","807 N WALNUT ST","LB519","BPD","NO REPORT","POINT (-86.533558 39.173912)"
"B16-11182","2016-03-25T00:42:42.000","March","Friday","NOISE","1150 S CLARIZZ BLVD","LB310","BPD","NO REPORT","POINT (-86.49099 39.15155)"
"B16-11189","2016-03-25T03:04:55.000","March","Friday","NOISE","518 N LINCOLN ST","LB102","BPD","NO REPORT","POINT (-86.531044 39.170984)"
"B16-11192","2016-03-25T03:35:42.000","March","Friday","NOISE","703 W GOURLEY PIKE","LB513","BPD","NO REPORT","POINT (-86.540628 39.18507)"
"B16-11194","2016-03-25T04:00:48.000","March","Friday","NOISE","1150 S CLARIZZ BLVD","LB310","BPD","NO REPORT","POINT (-86.49099 39.15155)"
"B16-11195","2016-03-25T04:24:58.000","March","Friday","NOISE","219 E 7TH ST","LB102","BPD","NO REPORT","POINT (-86.531581 39.168525)"
"B16-11198","2016-03-25T08:23:07.000","March","Friday","DISTURBANCE IP","4611 W BELLE AVE","LB402","BPD","NO REPORT","POINT (-86.590755 39.163275)"
"B16-11208","2016-03-25T09:30:01.000","March","Friday","DISTURBANCE NP","1890 S WALNUT ST","LB421","BPD","NO REPORT","POINT (-86.532242 39.14531)"
"B16-11239","2016-03-25T15:40:54.000","March","Friday","PANHANDLING","520 S WALNUT ST","LB410","BPD","NO REPORT","POINT (-86.533653 39.160543)"
"B16-11246","2016-03-25T16:12:32.000","March","Friday","DISTURBANCE IP","301 S WALNUT ST","LB104","BPD","NO REPORT","POINT (-86.533637 39.164394)"
"B16-11267","2016-03-25T20:11:48.000","March","Friday","DISTURBANCE IP","3315 E LONGVIEW AVE","LB221","BPD","REPORT","POINT (-86.492327 39.166918)"
"B16-11270","2016-03-25T20:19:02.000","March","Friday","NOISE","319 N WALNUT ST","LB101","BPD","NO REPORT","POINT (-86.533592 39.169156)"
"B16-11277","2016-03-25T20:45:11.000","March","Friday","NOISE","524 N COLLEGE AVE","LB101","BPD","NO REPORT","POINT (-86.534833 39.171256)"
"B16-11289","2016-03-25T22:10:44.000","March","Friday","NOISE","319 N WALNUT ST","LB101","BPD","NO REPORT","POINT (-86.533592 39.169156)"
"B16-11285","2016-03-25T22:11:45.000","March","Friday","DISTURBANCE IP","1005 N ROGERS ST","LB518","BPD","NO REPORT","POINT (-86.538502 39.176048)"
"B16-11292","2016-03-25T22:42:48.000","March","Friday","NOISE","1004 W COUNTRY CLUB DR","LB423","BPD","NO REPORT","POINT (-86.545466 39.13624)"
"B16-11294","2016-03-25T22:54:27.000","March","Friday","NOISE","S ROCKPORT RD & W RALSTON DR","LB423","BPD","NO REPORT","POINT (-86.546457 39.138598)"
"B16-11293","2016-03-25T22:55:00.000","March","Friday","NOISE","1150 S CLARIZZ BLVD","LB310","BPD","NO REPORT","POINT (-86.49099 39.15155)"
"B16-11299","2016-03-25T23:18:35.000","March","Friday","NOISE","612 S STATE ROAD 446","LB307","BPD","NO REPORT","POINT (-86.471592 39.16027)"
"B16-11304","2016-03-25T23:53:11.000","March","Friday","NOISE","508 S LINCOLN ST","LB301","BPD","NO REPORT","POINT (-86.531255 39.160913)"
"B16-11316","2016-03-26T00:09:02.000","March","Saturday","NOISE","703 W GOURLEY PIKE","LB513","BPD","NO REPORT","POINT (-86.540628 39.18507)"
"B16-11306","2016-03-26T00:14:29.000","March","Saturday","DISTURBANCE IP","309 N WALNUT ST","LB101","BPD","NO REPORT","POINT (-86.533594 39.168936)"
"B16-11310","2016-03-26T00:29:25.000","March","Saturday","DISTURBANCE IP","4418 E ELOUISE AVE","LB219","BPD","NO REPORT","POINT (-86.473767 39.166402)"
"B16-11312","2016-03-26T00:30:58.000","March","Saturday","DISTURBANCE IP","520 S BASSWOOD DR","LB404","BPD","NO REPORT","POINT (-86.569515 39.158341)"
"B16-11315","2016-03-26T00:41:47.000","March","Saturday","DISTURBANCE IP","N GRANT ST & E COTTAGE GROVE AVE","LB213","BPD","NO REPORT","POINT (-86.529759 39.172583)"
"B16-11317","2016-03-26T00:49:18.000","March","Saturday","PANHANDLING","110 N WALNUT ST","LB102","BPD","NO REPORT","POINT (-86.533622 39.166977)"
"B16-11319","2016-03-26T01:21:04.000","March","Saturday","PANHANDLING","221 N WALNUT ST","LB101","BPD","NO REPORT","POINT (-86.53361 39.167751)"
"B16-11323","2016-03-26T01:48:31.000","March","Saturday","NOISE","2652 E CATHCART ST","LB318","BPD","NO REPORT","POINT (-86.499638 39.148875)"
"B16-11324","2016-03-26T02:29:04.000","March","Saturday","DISTURBANCE IP","105 W 7TH ST","LB101","BPD","REPORT","POINT (-86.533976 39.168541)"
"B16-11326","2016-03-26T03:52:45.000","March","Saturday","VANDALISM IP","301 E 20TH ST","LB212","BPD","REPORT","POINT (-86.530905 39.181972)"
"B16-11332","2016-03-26T06:07:35.000","March","Saturday","NOISE","203 E 8TH ST","LB102","BPD","NO REPORT","POINT (-86.532268 39.169476)"
"B16-11336","2016-03-26T06:56:06.000","March","Saturday","NOISE","507 S HIGHLAND AVE","LB303","BPD","NO REPORT","POINT (-86.51771 39.161712)"
